id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,qualifier/14/value,qualifier/18/value
2484137251,6,49,1,0,12,9xmhnv6im8h7c9e17oqvcx8gl,1,37,82.9,2022-11-11T08:53:57.634Z,2022-11-11T08:53:57Z,,,,,,,,,,,,,,,,,,,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137265,7,1,1,0,12,9xmhnv6im8h7c9e17oqvcx8gl,0,30.4,80,2022-11-11T08:53:58.481Z,2022-11-11T08:53:59Z,3908054057,140,36.4,3908054055,56,Back,3908054059,141,65.8,3908054063,213,5.3,3908054061,212,11.5,,,,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137269,6,49,1,0,14,6lezh5aazy0xca1800e5dqxwl,1,63.5,31.6,2022-11-11T08:53:59.769Z,2022-11-11T08:53:59Z,,,,,,,,,,,,,,,,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137277,7,1,1,0,14,6lezh5aazy0xca1800e5dqxwl,1,62.8,39.2,2022-11-11T08:53:59.880Z,2022-11-12T09:22:01Z,3908054113,140,69.7,3908054119,213,0.8,3908054111,56,Center,3908054117,212,10.5,3908054115,141,50.3,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137305,8,1,1,0,15,6lezh5aazy0xca1800e5dqxwl,1,69.9,53.8,2022-11-11T08:54:01.512Z,2022-11-12T09:22:07Z,3908054241,141,69.9,3908054243,212,21.0,3908054239,140,87.0,3908054237,56,Center,3908054247,213,0.5,,,,,,,,,,6b31g4lw3ste6xrg1kwwn5iol,H. Ibusuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137321,9,1,1,0,21,6lezh5aazy0xca1800e5dqxwl,1,89.1,81.1,2022-11-11T08:54:06.664Z,2022-11-11T08:54:10Z,3908054319,140,84.8,3908054317,56,Left,3908054321,141,93.0,3908054323,212,9.3,3908054325,213,2.1,,,,,,,,,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137329,10,1,1,0,24,6lezh5aazy0xca1800e5dqxwl,1,84.2,93.8,2022-11-11T08:54:10.440Z,2022-11-11T08:54:13Z,3908054361,140,70.1,3908054363,141,92.3,3908054359,56,Left,3908054367,213,3.2,3908054365,212,14.8,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137343,11,1,1,0,27,6lezh5aazy0xca1800e5dqxwl,1,70.8,92,2022-11-11T08:54:13.417Z,2022-11-11T08:54:15Z,3908054419,213,0.1,3908054411,56,Left,3908054413,140,86.5,3908054415,141,94.4,3908054417,212,16.6,,,,,,,,,,bdubw4m7kqyerzclhw8s8zpp1,Juande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137351,12,1,1,0,30,6lezh5aazy0xca1800e5dqxwl,0,88.2,94.1,2022-11-11T08:54:15.738Z,2022-11-12T09:22:18Z,3908054459,2,,3908054463,56,Center,3908054471,212,26.2,3909559527,224,,3908054473,213,4.9,3909559529,72,,3908054467,141,56.0,3908054465,140,92.2,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137415,8,12,1,0,32,9xmhnv6im8h7c9e17oqvcx8gl,1,8.8,42.8,2022-11-11T08:54:17.762Z,2022-11-11T08:54:26Z,3908054817,212,29.0,3908054815,141,24.3,3908054819,213,5.8,3908054811,56,Back,3908054813,140,33.7,,,,,,,,,,2nn6berxelojkxb2rjjnqw4id,L. Broxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484423687,889,44,1,0,35,6lezh5aazy0xca1800e5dqxwl,1,68.1,79.2,2022-11-11T08:54:20.914Z,2022-11-12T10:05:48Z,3909560265,286,,3909614431,233,863,3909560263,56,Left,,,,,,,,,,,,,,,,bdubw4m7kqyerzclhw8s8zpp1,Juande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484423693,863,44,1,0,35,9xmhnv6im8h7c9e17oqvcx8gl,0,31.9,20.8,2022-11-11T08:54:20.915Z,2022-11-12T10:05:48Z,3909614441,233,889,3909560285,56,Back,3909560287,285,,,,,,,,,,,,,,,,,nf5y7om644176c52n91ptsyd,Nani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137387,13,1,1,0,35,6lezh5aazy0xca1800e5dqxwl,1,72.1,75.4,2022-11-11T08:54:21.562Z,2022-11-12T09:26:16Z,3908054665,141,92.6,3908054667,212,18.9,3908054669,213,2.5,3908054659,3,,3908054661,56,Left,3908054663,140,58.0,,,,,,,bdubw4m7kqyerzclhw8s8zpp1,Juande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137395,14,1,1,0,37,6lezh5aazy0xca1800e5dqxwl,1,58,92.6,2022-11-11T08:54:22.937Z,2022-11-11T08:54:25Z,3908054719,141,91.1,3908054711,56,Left,3908054715,140,73.8,3908054721,212,16.6,3908054723,213,6.2,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137407,15,1,1,0,38,6lezh5aazy0xca1800e5dqxwl,0,73.8,91.1,2022-11-11T08:54:23.873Z,2022-11-11T09:06:48Z,3908054785,213,5.2,3908054783,212,10.5,3908054781,141,77.2,3908054779,140,78.2,3908054775,155,,3908054777,56,Center,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137469,9,1,1,0,39,9xmhnv6im8h7c9e17oqvcx8gl,0,24,19.8,2022-11-11T08:54:25.017Z,2022-11-12T09:26:45Z,3908055009,3,,3908055015,141,14.7,3908055017,212,8.4,3908055019,213,5.9,3908055011,56,Back,3908055013,140,31.3,,,,,,,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137427,16,8,1,0,39,6lezh5aazy0xca1800e5dqxwl,1,73.1,79.7,2022-11-11T08:54:25.386Z,2022-11-12T09:26:55Z,3909564363,384,,3908054853,56,Left,,,,,,,,,,,,,,,,,,,bdubw4m7kqyerzclhw8s8zpp1,Juande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137437,17,61,1,0,39,6lezh5aazy0xca1800e5dqxwl,0,71.3,88.1,2022-11-11T08:54:25.521Z,2022-11-11T08:56:32Z,3908054893,56,Left,,,,,,,,,,,,,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484138201,26,1,1,0,42,9xmhnv6im8h7c9e17oqvcx8gl,1,24.1,14.7,2022-11-11T08:54:28.456Z,2022-11-12T09:27:24Z,3908058301,140,29.2,3908058303,141,23.4,3908058307,213,0.8,3908058305,212,8.0,3908058295,155,,3908058299,56,Back,,,,,,,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484138259,27,61,1,0,44,9xmhnv6im8h7c9e17oqvcx8gl,0,29.3,22.4,2022-11-11T08:54:30.136Z,2022-11-12T09:27:31Z,3908058565,56,Back,,,,,,,,,,,,,,,,,,,,,,nf5y7om644176c52n91ptsyd,Nani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137459,18,61,1,0,45,6lezh5aazy0xca1800e5dqxwl,0,60.9,72.1,2022-11-11T08:54:30.594Z,2022-11-12T09:27:32Z,3908054975,56,Center,,,,,,,,,,,,,,,,,,,,,,bdubw4m7kqyerzclhw8s8zpp1,Juande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137473,10,49,1,0,46,9xmhnv6im8h7c9e17oqvcx8gl,1,36.6,25.8,2022-11-11T08:54:32.417Z,2022-11-11T08:54:32Z,,,,,,,,,,,,,,,,,,,,,,,,,nf5y7om644176c52n91ptsyd,Nani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137481,11,1,1,0,46,9xmhnv6im8h7c9e17oqvcx8gl,1,36.6,25.8,2022-11-11T08:54:32.579Z,2022-11-11T08:54:33Z,3908055075,213,2.5,3908055073,212,7.9,3908055071,141,33.1,3908055067,56,Back,3908055069,140,30.8,,,,,,,,,,nf5y7om644176c52n91ptsyd,Nani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137485,12,1,1,0,47,9xmhnv6im8h7c9e17oqvcx8gl,1,30.2,33.6,2022-11-11T08:54:33.281Z,2022-11-11T09:07:20Z,3908055095,212,9.7,3908055097,213,1.5,3908055089,140,30.5,3908055087,56,Back,3908055091,141,47.9,,,,,,,,,,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137509,13,1,1,0,48,9xmhnv6im8h7c9e17oqvcx8gl,1,31.2,47,2022-11-11T08:54:34.050Z,2022-11-11T09:07:28Z,3908055195,213,3.0,3908055187,56,Back,3908055189,140,23.8,3908055191,141,48.9,3908055193,212,7.9,,,,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137521,14,1,1,0,51,9xmhnv6im8h7c9e17oqvcx8gl,1,23.9,50.1,2022-11-11T08:54:37.041Z,2022-11-11T09:07:32Z,3908055253,56,Back,3908055255,140,20.9,3908055257,141,69.7,3908055259,212,13.7,3908055261,213,1.8,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137537,15,1,1,0,52,9xmhnv6im8h7c9e17oqvcx8gl,1,21.4,76.5,2022-11-11T08:54:38.513Z,2022-11-11T09:07:38Z,3908055339,212,13.7,3908055335,140,29.7,3908055337,141,92.0,3908055333,56,Back,3908055341,213,0.9,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137563,16,1,1,0,54,9xmhnv6im8h7c9e17oqvcx8gl,1,29.7,92,2022-11-11T08:54:39.857Z,2022-11-11T08:54:42Z,3908055431,56,Back,3908055439,213,3.6,3908055433,140,20.8,3908055437,212,10.5,3908055435,141,84.8,,,,,,,,,,c575swutxi9er3j9txklhrzoq,Ben Folami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137597,17,1,1,0,58,9xmhnv6im8h7c9e17oqvcx8gl,1,16.9,91.8,2022-11-11T08:54:43.697Z,2022-11-11T08:54:47Z,3908055597,213,0.1,3908055595,212,31.8,3908055589,56,Back,3908055587,155,,3908055593,141,94.8,3908055591,140,47.1,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137603,18,61,1,1,1,9xmhnv6im8h7c9e17oqvcx8gl,0,47,94.8,2022-11-11T08:54:47.409Z,2022-11-11T08:54:47Z,3908055605,56,Back,,,,,,,,,,,,,,,,,,,,,,njzhdtpegev8seam0oe0zpp1,B. Fornaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137609,19,5,1,1,2,9xmhnv6im8h7c9e17oqvcx8gl,0,44.4,101.4,2022-11-11T08:54:47.905Z,2022-11-11T08:54:57Z,3908055615,56,Back,3908055617,347,,3908055793,233,19,,,,,,,,,,,,,,,,njzhdtpegev8seam0oe0zpp1,B. Fornaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137657,19,5,1,1,2,6lezh5aazy0xca1800e5dqxwl,1,55.6,-1.4,2022-11-11T08:54:47.905Z,2022-11-11T08:56:08Z,3908055785,233,19,3908055781,56,Right,3908055783,347,,,,,,,,,,,,,,,,,bdubw4m7kqyerzclhw8s8zpp1,Juande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137673,20,1,1,1,11,6lezh5aazy0xca1800e5dqxwl,1,55.8,0,2022-11-11T08:54:57.115Z,2022-11-11T08:55:00Z,3908055851,107,,3908055853,56,Back,3908055855,140,34.3,3908055857,141,10.4,3908055859,212,23.9,3908055861,213,2.8,3908055863,1,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137725,21,1,1,1,14,6lezh5aazy0xca1800e5dqxwl,1,34.3,10.4,2022-11-11T08:55:00.394Z,2022-11-11T08:55:07Z,3908056073,213,1.1,3908056071,212,27.9,3908056069,141,47.5,3908056065,56,Back,3908056067,140,45.6,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137739,22,1,1,1,21,6lezh5aazy0xca1800e5dqxwl,1,39.8,36,2022-11-11T08:55:06.954Z,2022-11-11T08:55:08Z,3908056133,213,4.3,3908056131,212,7.0,3908056127,140,36.9,3908056125,56,Back,3908056129,141,26.8,,,,,,,,,,bdubw4m7kqyerzclhw8s8zpp1,Juande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137751,23,1,1,1,22,6lezh5aazy0xca1800e5dqxwl,1,36.9,26.8,2022-11-11T08:55:08.554Z,2022-11-11T08:55:11Z,3908056191,141,58.4,3908056193,212,21.5,3908056195,213,1.6,3908056187,56,Back,3908056189,140,36.7,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137773,24,1,1,1,25,6lezh5aazy0xca1800e5dqxwl,1,40,61.5,2022-11-11T08:55:10.986Z,2022-11-11T08:55:13Z,3908056281,213,0.4,3908056277,141,69.7,3908056275,140,52.8,3908056279,212,14.6,3908056273,56,Center,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137783,25,1,1,1,27,6lezh5aazy0xca1800e5dqxwl,1,52.8,69.7,2022-11-11T08:55:13.322Z,2022-11-11T08:55:16Z,3908056357,213,2.7,3908056355,212,14.6,3908056353,141,78.2,3908056351,140,40.0,3908056349,56,Back,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137799,26,1,1,1,30,6lezh5aazy0xca1800e5dqxwl,0,38.1,79.1,2022-11-11T08:55:16.139Z,2022-11-11T08:55:20Z,3908056421,1,,3908056419,213,5.9,3908056415,141,58.5,3908056417,212,37.1,3908056409,155,,3908056413,140,70.8,3908056411,56,Center,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137821,20,1,1,1,34,9xmhnv6im8h7c9e17oqvcx8gl,1,28.5,38.3,2022-11-11T08:55:20.001Z,2022-11-11T08:55:23Z,3908056533,56,Back,3908056531,157,,3908056543,1,,3908056541,213,5.1,3908056537,141,22.8,3908056535,140,32.2,3908056539,212,11.2,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137823,21,44,1,1,35,9xmhnv6im8h7c9e17oqvcx8gl,1,32.6,23.7,2022-11-11T08:55:21.467Z,2022-11-11T09:06:41Z,3908056549,285,,3908056547,56,Back,3908056551,233,27,,,,,,,,,,,,,,,,2g39f2y5dqwg3q4sw2jf6x6g9,S. Nigro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137815,27,44,1,1,35,6lezh5aazy0xca1800e5dqxwl,0,67.4,76.3,2022-11-11T08:55:21.468Z,2022-11-11T08:55:23Z,3908056573,233,21,3908056515,286,,3908056513,56,Center,,,,,,,,,,,,,,,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137833,22,1,1,1,36,9xmhnv6im8h7c9e17oqvcx8gl,1,32.2,22.8,2022-11-11T08:55:22.313Z,2022-11-11T09:06:43Z,3908056633,212,8.9,3908056631,141,27.4,3908056629,140,40.1,3908056625,3,,3908056627,56,Back,3908056635,213,0.4,,,,,,,2g39f2y5dqwg3q4sw2jf6x6g9,S. Nigro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137837,23,49,1,1,37,9xmhnv6im8h7c9e17oqvcx8gl,1,40.1,27.4,2022-11-11T08:55:23.017Z,2022-11-11T09:06:46Z,,,,,,,,,,,,,,,,,,,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137847,24,1,1,1,38,9xmhnv6im8h7c9e17oqvcx8gl,0,40.1,27.4,2022-11-11T08:55:24.386Z,2022-11-12T09:28:56Z,3909566175,155,,3908056691,213,5.8,3908056685,140,62.0,3908056687,141,7.9,3908056689,212,26.5,3908056683,56,Right,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137831,28,49,1,1,40,6lezh5aazy0xca1800e5dqxwl,1,39.4,96.8,2022-11-11T08:55:25.628Z,2022-11-11T08:55:25Z,,,,,,,,,,,,,,,,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484137859,29,1,1,1,40,6lezh5aazy0xca1800e5dqxwl,1,39.4,96.8,2022-11-11T08:55:25.739Z,2022-11-11T08:55:28Z,3908056745,1,,3908056739,141,67.3,3908056737,140,10.5,3908056735,56,Back,3908056741,212,36.4,3908056743,213,3.7,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
