id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value
2503557117,7,1,1,0,19,v046no35g7ebk8lytdjmfb43,1,43.8,0,2023-02-04T08:45:51.248Z,2023-02-04T08:45:55Z,4010386007,107,,4010386009,56,Back,4010386011,140,36.6,4010386015,212,9.0,4010386013,141,6.1,4010386017,213,2.6,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557121,8,1,1,0,23,v046no35g7ebk8lytdjmfb43,0,32.6,2.1,2023-02-04T08:45:55.423Z,2023-02-04T08:46:01Z,4010386033,140,39.9,4010386039,213,6.0,4010386037,212,8.0,4010386031,56,Back,4010386035,141,0.0,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557139,5,5,1,0,24,6lezh5aazy0xca1800e5dqxwl,1,61,101.1,2023-02-04T08:45:56.611Z,2023-02-04T08:56:17Z,4010386087,233,9,4010386075,56,Left,4010386077,347,,,,,,,,,,,,,,,,,2kig0lwusomobls6p3am0l7qi,L. D'Arrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557123,9,5,1,0,24,v046no35g7ebk8lytdjmfb43,0,39,-1.1,2023-02-04T08:45:56.611Z,2023-02-04T08:46:03Z,4010386043,347,,4010386097,233,5,4010386041,56,Back,,,,,,,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557149,6,1,1,0,30,6lezh5aazy0xca1800e5dqxwl,1,65.6,100,2023-02-04T08:46:02.230Z,2023-02-04T08:46:04Z,4010386111,212,6.7,4010386103,107,,4010386109,141,91.5,4010386107,140,65.6,4010386105,56,Left,4010386113,213,4.7,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557181,7,1,1,0,32,6lezh5aazy0xca1800e5dqxwl,1,66,91.1,2023-02-04T08:46:03.957Z,2023-02-04T08:46:11Z,4010386185,141,97.7,4010386189,213,0.9,4010386187,212,5.5,4010386181,56,Left,4010386183,140,69.1,,,,,,,,,,2kig0lwusomobls6p3am0l7qi,L. D'Arrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503616259,988,3,1,0,36,6lezh5aazy0xca1800e5dqxwl,0,80.1,89.9,2023-02-04T08:46:08.685Z,2023-02-04T12:21:20Z,4010679251,465,,4010679247,56,Left,4010679253,467,1hcnrw2udxcdff6bre73sv1pm,4010679249,286,,,,,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557187,8,1,1,0,39,6lezh5aazy0xca1800e5dqxwl,1,83.7,96,2023-02-04T08:46:11.350Z,2023-02-04T08:46:12Z,4010386205,141,91.4,4010386209,213,3.5,4010386201,56,Left,4010386207,212,8.4,4010386203,140,76.3,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557213,9,1,1,0,40,6lezh5aazy0xca1800e5dqxwl,1,76.8,91.8,2023-02-04T08:46:12.742Z,2023-02-04T08:46:17Z,4010386265,140,87.1,4010386271,213,5.8,4010386263,56,Left,4010386267,141,83.0,4010386269,212,12.4,,,,,,,,,,2kig0lwusomobls6p3am0l7qi,L. D'Arrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557219,10,1,1,0,45,6lezh5aazy0xca1800e5dqxwl,1,90.7,93.8,2023-02-04T08:46:17.526Z,2023-02-04T08:46:19Z,4010386283,56,Left,4010386289,212,9.8,4010386287,141,93.6,4010386291,213,3.2,4010386285,140,81.4,,,,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557221,11,1,1,0,47,6lezh5aazy0xca1800e5dqxwl,0,83,90.5,2023-02-04T08:46:19.046Z,2023-02-04T12:21:42Z,4010386307,213,5.2,4010386303,141,66.9,4010386299,56,Center,4010680495,72,,4010386305,212,18.3,4010680493,224,,4010386301,140,91.4,4010386295,2,,2kig0lwusomobls6p3am0l7qi,L. D'Arrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557235,10,49,1,0,48,v046no35g7ebk8lytdjmfb43,1,9,40,2023-02-04T08:46:20.118Z,2023-02-04T12:21:46Z,,,,,,,,,,,,,,,,,,,,,,,,,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557247,11,1,1,0,49,v046no35g7ebk8lytdjmfb43,0,9,40,2023-02-04T08:46:21.710Z,2023-02-04T08:46:24Z,4010386361,56,Center,4010386371,1,,4010386365,141,42.1,4010386367,212,46.3,4010386369,213,0.0,4010386359,157,,4010386363,140,53.1,,,,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557251,12,49,1,0,52,6lezh5aazy0xca1800e5dqxwl,1,49.2,51.8,2023-02-04T08:46:23.982Z,2023-02-04T12:21:54Z,,,,,,,,,,,,,,,,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557261,13,1,1,0,53,6lezh5aazy0xca1800e5dqxwl,1,44.4,51.1,2023-02-04T08:46:25.302Z,2023-02-04T12:21:58Z,4010386391,56,Right,4010386395,141,14.0,4010386397,212,27.6,4010386399,213,5.1,4010386393,140,55.1,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557271,14,1,1,0,55,6lezh5aazy0xca1800e5dqxwl,1,55.1,14,2023-02-04T08:46:27.558Z,2023-02-04T08:46:29Z,4010386419,56,Center,4010386423,141,27.4,4010386425,212,9.5,4010386421,140,57.5,4010386427,213,1.3,,,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557285,15,1,1,0,57,6lezh5aazy0xca1800e5dqxwl,1,57.5,27.4,2023-02-04T08:46:29.110Z,2023-02-04T08:46:31Z,4010386457,56,Right,4010386459,140,54.3,4010386463,212,9.1,4010386465,213,4.3,4010386461,141,14.9,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557291,16,1,1,0,59,6lezh5aazy0xca1800e5dqxwl,1,54.3,16,2023-02-04T08:46:31.606Z,2023-02-04T08:46:32Z,4010386481,141,25.0,4010386479,140,59.3,4010386477,56,Center,4010386485,213,0.9,4010386483,212,8.1,,,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557299,17,1,1,1,0,6lezh5aazy0xca1800e5dqxwl,1,59.3,25,2023-02-04T08:46:32.214Z,2023-02-04T08:46:34Z,4010386505,141,15.4,4010386509,213,5.1,4010386507,212,7.2,4010386501,56,Right,4010386503,140,62.2,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557307,18,1,1,1,2,6lezh5aazy0xca1800e5dqxwl,1,59.8,18.2,2023-02-04T08:46:34.566Z,2023-02-04T08:46:35Z,4010386533,213,2.7,4010386525,56,Back,4010386531,212,19.9,4010386527,140,42.8,4010386529,141,31.0,,,,,,,,,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557313,19,1,1,1,4,6lezh5aazy0xca1800e5dqxwl,1,42.7,31,2023-02-04T08:46:35.862Z,2023-02-04T08:46:39Z,4010386551,212,25.4,4010386545,56,Back,4010386553,213,1.4,4010386547,140,45.9,4010386549,141,68.0,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557327,20,1,1,1,7,6lezh5aazy0xca1800e5dqxwl,1,57.5,77,2023-02-04T08:46:39.383Z,2023-02-04T08:46:41Z,4010386583,141,96.9,4010386581,140,62.3,4010386587,213,1.2,4010386585,212,14.4,4010386579,56,Left,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557333,21,1,1,1,9,6lezh5aazy0xca1800e5dqxwl,1,63.3,96.9,2023-02-04T08:46:41.574Z,2023-02-04T08:46:43Z,4010386603,56,Left,4010386611,213,6.1,4010386605,140,72.3,4010386607,141,94.8,4010386609,212,9.6,,,,,,,,,,2kig0lwusomobls6p3am0l7qi,L. D'Arrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557335,22,1,1,1,11,6lezh5aazy0xca1800e5dqxwl,1,71.9,94.8,2023-02-04T08:46:43.462Z,2023-02-04T12:22:12Z,4010386619,141,95.0,4010386623,213,3.1,4010386617,140,63.0,4010386615,56,Left,4010682257,156,,4010386621,212,9.3,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557343,23,1,1,1,12,6lezh5aazy0xca1800e5dqxwl,1,63,95,2023-02-04T08:46:44.551Z,2023-02-04T08:46:47Z,4010386649,213,3.5,4010386647,212,21.9,4010386643,140,43.5,4010386645,141,83.6,4010386641,56,Back,,,,,,,,,,2kig0lwusomobls6p3am0l7qi,L. D'Arrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557353,24,1,1,1,15,6lezh5aazy0xca1800e5dqxwl,1,40.5,77.3,2023-02-04T08:46:47.831Z,2023-02-04T08:46:51Z,4010386671,140,41.8,4010386675,212,28.9,4010386677,213,4.8,4010386669,56,Back,4010386673,141,34.9,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557361,25,1,1,1,19,6lezh5aazy0xca1800e5dqxwl,1,51.7,29.6,2023-02-04T08:46:50.999Z,2023-02-04T08:46:54Z,4010386693,56,Right,4010386695,140,61.9,4010386697,141,11.0,4010386699,212,16.6,4010386701,213,5.4,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557367,26,1,1,1,22,6lezh5aazy0xca1800e5dqxwl,1,65.1,11,2023-02-04T08:46:54.119Z,2023-02-04T08:46:56Z,4010386715,140,68.4,4010386717,141,5.0,4010386719,212,5.4,4010386721,213,5.4,4010386713,56,Right,,,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557371,27,1,1,1,24,6lezh5aazy0xca1800e5dqxwl,1,67.4,6.5,2023-02-04T08:46:55.959Z,2023-02-04T08:46:58Z,4010386735,212,7.8,4010386729,56,Right,4010386731,140,63.3,4010386737,213,2.2,4010386733,141,16.1,,,,,,,,,,4j4nenchzzxi4a96o7jqdpgid,Z. Clough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557375,28,61,1,1,25,6lezh5aazy0xca1800e5dqxwl,0,63.5,16.1,2023-02-04T08:46:57.359Z,2023-02-04T12:22:24Z,4010386745,56,Right,,,,,,,,,,,,,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557377,12,49,1,1,26,v046no35g7ebk8lytdjmfb43,1,33.8,70.5,2023-02-04T08:46:58.799Z,2023-02-04T08:46:58Z,,,,,,,,,,,,,,,,,,,,,,,,,1hcnrw2udxcdff6bre73sv1pm,H. Hore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557383,13,1,1,1,27,v046no35g7ebk8lytdjmfb43,1,33.8,70.5,2023-02-04T08:46:59.055Z,2023-02-04T08:46:59Z,4010386759,141,66.6,4010386757,140,32.8,4010386763,213,4.3,4010386755,56,Back,4010386761,212,2.9,,,,,,,,,,1hcnrw2udxcdff6bre73sv1pm,H. Hore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557393,14,1,1,1,27,v046no35g7ebk8lytdjmfb43,1,32.8,66.6,2023-02-04T08:46:59.807Z,2023-02-04T08:47:02Z,4010386785,140,48.2,4010386791,213,5.9,4010386789,212,17.7,4010386787,141,56.1,4010386783,56,Back,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557395,15,1,1,1,31,v046no35g7ebk8lytdjmfb43,0,44.3,48,2023-02-04T08:47:02.862Z,2023-02-04T08:47:52Z,4010386797,140,43.9,4010386799,141,46.4,4010386803,213,4.3,4010386821,233,29,4010386825,286,,4010386801,212,1.2,4010386795,56,Back,4010386819,236,,4s2umn33b5fo5zcpkwjcbry7d,J. Knowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557397,29,74,1,1,31,6lezh5aazy0xca1800e5dqxwl,1,58.2,43.6,2023-02-04T08:47:02.863Z,2023-02-04T08:56:19Z,4010386807,285,,4010386827,233,15,4010386805,56,Center,,,,,,,,,,,,,,,,2kig0lwusomobls6p3am0l7qi,L. D'Arrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557415,16,1,1,1,32,v046no35g7ebk8lytdjmfb43,1,45.8,57.3,2023-02-04T08:47:04.814Z,2023-02-04T08:47:06Z,4010386857,56,Back,4010386859,140,32.5,4010386863,212,15.6,4010386865,213,2.7,4010386861,141,67.6,,,,,,,,,,1hcnrw2udxcdff6bre73sv1pm,H. Hore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557421,17,1,1,1,34,v046no35g7ebk8lytdjmfb43,1,31.9,66.6,2023-02-04T08:47:06.734Z,2023-02-04T08:47:08Z,4010386883,140,28.1,4010386885,141,51.0,4010386889,213,4.4,4010386881,56,Back,4010386887,212,11.3,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557447,18,1,1,1,36,v046no35g7ebk8lytdjmfb43,1,28.1,50.7,2023-02-04T08:47:08.286Z,2023-02-04T08:47:13Z,4010386943,140,28.5,4010386947,212,17.3,4010386949,213,4.7,4010386941,56,Back,4010386945,141,25.2,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557465,19,1,1,1,41,v046no35g7ebk8lytdjmfb43,1,29.4,24.9,2023-02-04T08:47:13.662Z,2023-02-04T08:47:17Z,4010386995,212,8.7,4010386991,140,32.7,4010386997,213,1.2,4010386993,141,36.7,4010386987,56,Back,,,,,,,,,,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557477,20,1,1,1,45,v046no35g7ebk8lytdjmfb43,1,28.7,41.6,2023-02-04T08:47:17.710Z,2023-02-04T08:47:21Z,4010387037,213,1.9,4010387031,140,19.6,4010387035,212,26.5,4010387029,56,Back,4010387033,141,77.9,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557483,21,1,1,1,48,v046no35g7ebk8lytdjmfb43,1,19.6,77.9,2023-02-04T08:47:19.879Z,2023-02-04T12:23:01Z,4010387055,212,19.3,4010387057,213,0.7,4010387051,140,34.1,4010387049,56,Back,4010387053,141,95.3,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557487,22,1,1,1,49,v046no35g7ebk8lytdjmfb43,0,34.1,95,2023-02-04T08:47:21.655Z,2023-02-04T12:23:03Z,4010387073,213,5.3,4010387089,233,30,4010387065,56,Back,4010387071,212,1.9,4010387067,140,35.2,4010387069,141,92.7,,,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557489,30,61,1,1,50,6lezh5aazy0xca1800e5dqxwl,1,65,13.4,2023-02-04T08:47:22.656Z,2023-02-04T12:23:06Z,4010387075,56,Right,,,,,,,,,,,,,,,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557497,23,43,1,1,52,v046no35g7ebk8lytdjmfb43,1,0,0,2023-02-04T08:47:24.503Z,2023-02-04T08:47:37Z,4010387227,144,61,4010387103,56,Back,,,,,,,,,,,,,,,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557499,31,49,1,1,52,6lezh5aazy0xca1800e5dqxwl,1,75.3,2.8,2023-02-04T08:47:24.656Z,2023-02-04T12:23:12Z,,,,,,,,,,,,,,,,,,,,,,,,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557501,32,1,1,1,53,6lezh5aazy0xca1800e5dqxwl,0,75.3,2.8,2023-02-04T08:47:25.768Z,2023-02-04T08:47:31Z,4010387179,286,,4010387111,212,2.5,4010387107,140,72.9,4010387173,236,,4010387109,141,3.1,4010387175,233,24,4010387113,213,3.1,4010387105,56,Right,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557503,24,74,1,1,53,v046no35g7ebk8lytdjmfb43,1,29.1,96.8,2023-02-04T08:47:25.769Z,2023-02-04T08:56:19Z,4010387115,56,Back,4010387167,285,,4010387181,233,32,,,,,,,,,,,,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503557505,33,43,1,1,54,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-02-04T08:47:26.058Z,2023-02-04T08:47:29Z,4010387121,141,0.0,4010387125,213,4.4,4010387143,144,1,4010387119,140,72.2,4010387123,212,2.8,4010387117,56,Right,,,,,,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
