id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,keyPass,assist,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/16/value
2492914915,7,1,1,0,13,cuj4qahgk4idsme4dg8clk6gw,0,59.5,9.5,2022-12-23T11:30:55.110Z,2022-12-23T12:19:26Z,3954375201,140,75.2,3954375203,141,23.0,3954375199,56,Center,3954406055,157,,3954406057,1,,3954375207,213,0.5,3954375205,212,18.9,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914917,5,61,1,0,14,6j4xzc2g1eeafo6v1f38d4x22,0,24.2,71,2022-12-23T11:30:56.857Z,2022-12-23T11:31:43Z,3954375209,56,Back,,,,,,,,,,,,,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914919,8,1,1,0,15,cuj4qahgk4idsme4dg8clk6gw,1,75.7,27.6,2022-12-23T11:30:57.750Z,2022-12-23T11:30:58Z,3954375215,141,21.5,3954375217,212,11.5,3954375213,140,85.9,3954375219,213,5.9,3954375211,56,Center,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914923,9,1,1,0,16,cuj4qahgk4idsme4dg8clk6gw,0,85.9,21.5,2022-12-23T11:30:58.839Z,2022-12-23T12:19:51Z,3954375237,56,Center,3954375245,213,1.5,3954375239,140,86.8,3954375241,141,40.9,3954375243,212,13.2,,,,,,,,,,61rdelnm1qf1rh24z6omazu1h,D. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914927,6,49,1,0,19,6j4xzc2g1eeafo6v1f38d4x22,1,13.5,53.4,2022-12-23T11:31:01.169Z,2022-12-23T11:31:01Z,,,,,,,,,,,,,,,,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914933,7,1,1,0,19,6j4xzc2g1eeafo6v1f38d4x22,0,13.7,54.6,2022-12-23T11:31:01.504Z,2022-12-23T11:31:03Z,3954375277,141,80.7,3954375275,140,23.0,3954375281,213,1.1,3954375271,155,,3954375279,212,20.3,3954375273,56,Back,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914937,10,49,1,0,21,cuj4qahgk4idsme4dg8clk6gw,1,74.5,19.8,2022-12-23T11:31:03.607Z,2022-12-23T11:31:03Z,,,,,,,,,,,,,,,,,,,,,,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914941,11,1,1,0,21,cuj4qahgk4idsme4dg8clk6gw,1,74.5,19.8,2022-12-23T11:31:03.878Z,2022-12-23T11:31:05Z,3954375309,56,Center,3954375311,140,81.8,3954375313,141,40.0,3954375315,212,15.7,3954375317,213,1.1,,,,,,,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914943,12,61,1,0,23,cuj4qahgk4idsme4dg8clk6gw,0,81.8,40,2022-12-23T11:31:05.078Z,2022-12-23T11:31:05Z,3954375321,56,Center,,,,,,,,,,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914955,8,12,1,0,24,6j4xzc2g1eeafo6v1f38d4x22,1,15.8,61.2,2022-12-23T11:31:06.328Z,2022-12-23T11:31:56Z,3954375415,212,14.8,3954375409,56,Back,3954375417,213,6.0,3954375413,141,55.4,3954375411,140,29.4,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914951,13,1,1,0,24,cuj4qahgk4idsme4dg8clk6gw,1,68.5,37.9,2022-12-23T11:31:06.838Z,2022-12-23T11:31:54Z,3954375395,1,,3954375383,155,,3954375385,56,Center,3954375387,140,93.2,3954375389,141,75.3,3954375393,213,0.8,3954375391,212,36.3,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914953,14,1,1,0,31,cuj4qahgk4idsme4dg8clk6gw,0,96.2,89.4,2022-12-23T11:31:13.470Z,2022-12-23T11:31:48Z,3954375405,212,5.3,3954375399,56,Left,3954375407,213,3.2,3954375403,141,88.6,3954375401,140,91.2,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914957,9,8,1,0,34,6j4xzc2g1eeafo6v1f38d4x22,1,19.4,10.6,2022-12-23T11:31:16.273Z,2022-12-24T05:44:16Z,3954375419,56,Back,3954960449,385,,,,,,,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914959,10,6,1,0,36,6j4xzc2g1eeafo6v1f38d4x22,0,13.6,14.6,2022-12-23T11:31:18.722Z,2022-12-24T05:44:21Z,3954375435,233,15,3954375423,73,,3954375421,56,Back,,,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914961,15,6,1,0,36,cuj4qahgk4idsme4dg8clk6gw,1,86.4,85.4,2022-12-23T11:31:18.722Z,2022-12-23T12:19:20Z,3954375429,233,10,3954375427,73,,3954375425,56,Left,,,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914969,16,1,1,0,58,cuj4qahgk4idsme4dg8clk6gw,0,99.5,99.5,2022-12-23T11:31:40.952Z,2022-12-24T05:44:33Z,3954375479,213,4.6,3954375467,155,,3954960505,72,,3954375465,6,,3954375463,2,,3954375469,223,,3954375477,212,40.3,3954375475,141,40.9,5ik9yg42hblwa27q4p29awyj9,A. McEneff,3954375481,1,3954375473,140,93.9,3954375471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2493026253,873,44,1,1,1,cuj4qahgk4idsme4dg8clk6gw,1,91.2,41.2,2022-12-23T11:31:43.598Z,2022-12-24T09:00:40Z,3955000311,233,824,3954961657,56,Center,3954961659,286,,,,,,,,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493026209,824,44,1,1,1,6j4xzc2g1eeafo6v1f38d4x22,0,8.8,58.8,2022-12-23T11:31:43.599Z,2022-12-24T09:00:40Z,3954961547,285,,3955000315,233,873,3954961545,56,Back,,,,,,,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914971,17,1,1,1,1,cuj4qahgk4idsme4dg8clk6gw,0,93.9,40.9,2022-12-23T11:31:43.847Z,2022-12-24T05:46:01Z,3954375495,213,1.6,3954375485,3,,3954375487,56,Center,3954375489,140,93.4,3954375493,212,11.2,3954375491,141,57.3,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914977,11,44,1,1,2,6j4xzc2g1eeafo6v1f38d4x22,1,8,42.4,2022-12-23T11:31:44.271Z,2022-12-23T11:47:37Z,3954375539,233,18,3954375537,285,,3954375535,56,Back,,,,,,,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914973,18,44,1,1,2,cuj4qahgk4idsme4dg8clk6gw,0,92,57.6,2022-12-23T11:31:44.272Z,2022-12-24T05:47:42Z,3954375501,286,,3954375545,233,11,3954375499,56,Center,,,,,,,,,,,,,,,,61rdelnm1qf1rh24z6omazu1h,D. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914981,12,12,1,1,3,6j4xzc2g1eeafo6v1f38d4x22,1,9.4,42.1,2022-12-23T11:31:45.266Z,2022-12-23T11:47:41Z,3954375549,56,Back,3954375553,141,28.4,3954375551,140,20.8,3954375555,212,15.2,3954375557,213,5.6,3954375559,15,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914975,19,15,1,1,5,cuj4qahgk4idsme4dg8clk6gw,1,82.4,68.7,2022-12-23T11:31:47.984Z,2022-12-24T09:01:39Z,3954375917,102,50.7,3954375933,231,51.1,3954375931,230,99.4,3954375915,78,,3954375929,147,67.0,3954375935,233,13,3954375829,25,,3954375835,82,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,3954375923,108,3954375921,215,,3954375527,56,Center,3954375919,103,19,3954375525,18,3954375925,458,3954375927,146,84.1,3954375831,72,,,,,,,,,,,,,,
2492914983,13,10,1,1,6,6j4xzc2g1eeafo6v1f38d4x22,1,19,30.4,2022-12-23T11:31:48.084Z,2022-12-23T12:33:30Z,3954375561,94,,3954375563,56,Back,3954375841,233,19,,,,,,,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492920591,441,61,1,1,7,cuj4qahgk4idsme4dg8clk6gw,1,82.1,71.8,2022-12-23T11:31:48.988Z,2022-12-23T12:21:05Z,3954407055,56,Center,,,,,,,,,,,,,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492920633,440,61,1,1,8,6j4xzc2g1eeafo6v1f38d4x22,1,19.3,26.2,2022-12-23T11:31:49.988Z,2022-12-23T12:21:21Z,3954407271,56,Back,,,,,,,,,,,,,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914979,20,61,1,1,8,cuj4qahgk4idsme4dg8clk6gw,0,80,72.3,2022-12-23T11:31:50.280Z,2022-12-23T11:33:02Z,3954375547,56,Center,,,,,,,,,,,,,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914985,14,49,1,1,12,6j4xzc2g1eeafo6v1f38d4x22,1,19,30.4,2022-12-23T11:31:54.258Z,2022-12-23T11:31:54Z,,,,,,,,,,,,,,,,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914987,15,1,1,1,12,6j4xzc2g1eeafo6v1f38d4x22,1,18.8,30.7,2022-12-23T11:31:54.577Z,2022-12-23T12:21:38Z,3954375569,141,36.1,3954375573,213,1.0,3954375571,212,4.5,3954375567,140,21.3,3954375565,56,Back,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914989,16,61,1,1,14,6j4xzc2g1eeafo6v1f38d4x22,0,25.2,28.1,2022-12-23T11:31:56.246Z,2022-12-23T12:21:42Z,3954375577,56,Back,,,,,,,,,,,,,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914991,21,43,1,1,14,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2022-12-23T11:31:56.247Z,2022-12-23T12:21:42Z,3954375585,233,16,3954375581,56,Center,3954407593,144,7,3954375583,286,0,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914993,22,49,1,1,14,cuj4qahgk4idsme4dg8clk6gw,1,70.8,79.9,2022-12-23T11:31:56.760Z,2022-12-23T11:31:57Z,,,,,,,,,,,,,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914995,23,1,1,1,15,cuj4qahgk4idsme4dg8clk6gw,1,70.9,84.5,2022-12-23T11:31:57.128Z,2022-12-23T11:31:58Z,3954375597,141,92.4,3954375595,140,67.8,3954375599,212,6.3,3954375601,213,2.1,3954375593,56,Left,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915019,24,1,1,1,16,cuj4qahgk4idsme4dg8clk6gw,1,67.8,92.4,2022-12-23T11:31:58.423Z,2022-12-23T12:21:53Z,3954375729,212,11.6,3954375727,141,90.6,3954375725,140,78.8,3954375723,56,Left,3954375731,213,6.2,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492920737,442,61,1,1,18,cuj4qahgk4idsme4dg8clk6gw,0,78.9,92.3,2022-12-23T11:31:59.988Z,2022-12-23T12:22:01Z,3954407829,56,Left,,,,,,,,,,,,,,,,,,,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492914999,17,49,1,1,22,6j4xzc2g1eeafo6v1f38d4x22,1,7.3,11.5,2022-12-23T11:32:04.130Z,2022-12-23T12:21:44Z,,,,,,,,,,,,,,,,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915001,18,1,1,1,22,6j4xzc2g1eeafo6v1f38d4x22,1,7.6,11,2022-12-23T11:32:04.402Z,2022-12-23T11:32:06Z,3954375631,140,9.0,3954375633,141,17.8,3954375637,213,1.3,3954375629,56,Back,3954375635,212,4.9,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915005,19,1,1,1,23,6j4xzc2g1eeafo6v1f38d4x22,1,9,18.1,2022-12-23T11:32:05.938Z,2022-12-23T12:07:16Z,3954375661,213,4.3,3954375655,140,6.3,3954375657,141,7.7,3954375659,212,7.6,3954375653,56,Back,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915015,20,1,1,1,26,6j4xzc2g1eeafo6v1f38d4x22,0,7.3,6.8,2022-12-23T11:32:08.883Z,2022-12-24T05:50:20Z,3954962025,157,,3954375703,212,53.2,3954375701,141,5.2,3954375707,1,,3954375699,140,58.0,3954375705,213,6.3,3954375697,56,Right,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915021,25,49,1,1,31,cuj4qahgk4idsme4dg8clk6gw,1,41.5,93.2,2022-12-23T11:32:13.369Z,2022-12-23T11:32:13Z,,,,,,,,,,,,,,,,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915023,26,1,1,1,32,cuj4qahgk4idsme4dg8clk6gw,1,39.3,89.3,2022-12-23T11:32:14.056Z,2022-12-23T11:32:17Z,3954375743,212,19.3,3954375741,141,62.1,3954375739,140,34.1,3954375737,56,Back,3954375745,213,4.4,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915025,27,1,1,1,35,cuj4qahgk4idsme4dg8clk6gw,1,34.1,62.1,2022-12-23T11:32:17.320Z,2022-12-23T11:32:21Z,3954375757,213,1.6,3954375755,212,7.5,3954375749,56,Back,3954375753,141,73.2,3954375751,140,34.1,,,,,,,,,,bnpu23zlwzn5gtr4t8j8qtnh0,J. Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915027,28,1,1,1,39,cuj4qahgk4idsme4dg8clk6gw,0,36.5,62.3,2022-12-23T11:32:21.528Z,2022-12-23T11:32:28Z,3954375769,212,59.0,3954375765,140,86.7,3954375767,141,100.0,3954375761,155,,3954375763,56,Left,3954375773,1,,3954375771,213,0.5,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915031,21,5,1,1,46,6j4xzc2g1eeafo6v1f38d4x22,1,13.8,-1.5,2022-12-23T11:32:28.263Z,2022-12-23T12:21:03Z,3954375779,56,Back,3954375783,233,29,3954375781,347,,,,,,,,,,,,,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915029,29,5,1,1,46,cuj4qahgk4idsme4dg8clk6gw,0,86.2,101.5,2022-12-23T11:32:28.263Z,2022-12-23T11:32:32Z,3954375775,56,Left,3954375787,233,21,3954375777,347,,,,,,,,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915043,22,1,1,2,2,6j4xzc2g1eeafo6v1f38d4x22,1,16.9,0,2022-12-23T11:32:44.900Z,2022-12-23T11:32:47Z,3954375859,107,,3954375863,140,18.2,3954375861,56,Back,3954375867,212,9.7,3954375865,141,12.8,3954375869,213,1.4,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915049,23,1,1,2,3,6j4xzc2g1eeafo6v1f38d4x22,1,18.3,12.8,2022-12-23T11:32:45.555Z,2022-12-23T12:19:32Z,3954375901,140,46.7,3954375903,141,19.3,3954375907,213,0.1,3954375899,56,Back,3954375905,212,30.1,3954375897,157,,3954375909,1,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915051,24,61,1,2,7,6j4xzc2g1eeafo6v1f38d4x22,0,46.8,19.4,2022-12-23T11:32:49.156Z,2022-12-24T09:01:55Z,3954375913,56,Back,,,,,,,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915053,30,1,1,2,8,cuj4qahgk4idsme4dg8clk6gw,0,44.5,71.4,2022-12-23T11:32:50.761Z,2022-12-23T11:32:53Z,3954375941,56,Center,3954375943,140,62.6,3954375945,141,61.8,3954375947,212,20.1,3954375939,3,,3954375949,213,6.0,,,,,,,bnpu23zlwzn5gtr4t8j8qtnh0,J. Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915059,25,1,1,2,12,6j4xzc2g1eeafo6v1f38d4x22,1,34.9,31.9,2022-12-23T11:32:54.708Z,2022-12-23T11:32:56Z,3954375971,141,22.3,3954375973,212,6.8,3954375969,140,36.7,3954375967,56,Back,3954375965,3,,3954375975,213,5.0,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
