id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2504230093,7,5,1,0,12,6h553bwfqkoxayuv80uikkn42,0,75.6,100.9,2023-02-05T04:01:40.456Z,2023-02-05T04:01:53Z,4013920121,56,Left,4013920123,347,,4013920279,233,4,,,,,,,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230123,5,1,1,0,24,7p460lrzt1kmp4rsofqa47eqy,0,23,0,2023-02-05T04:01:52.734Z,2023-02-05T04:01:55Z,4013920305,213,0.3,4013920307,1,,4013920297,56,Back,4013920303,212,23.0,4013920295,107,,4013920299,140,43.8,4013920301,141,9.4,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230127,8,1,1,0,27,6h553bwfqkoxayuv80uikkn42,0,53.1,91.1,2023-02-05T04:01:55.546Z,2023-02-05T04:01:58Z,4013920345,212,15.2,4013920337,3,,4013920347,213,0.2,4013920341,140,67.3,4013920343,141,95.4,4013920339,56,Left,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230139,6,1,1,0,28,7p460lrzt1kmp4rsofqa47eqy,0,27.7,2.8,2023-02-05T04:01:56.607Z,2023-02-05T04:01:59Z,4013920381,56,Back,4013920389,213,0.7,4013920379,3,,4013920385,141,28.8,4013920387,212,27.6,4013920383,140,47.9,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230147,9,1,1,0,31,6h553bwfqkoxayuv80uikkn42,1,48.1,71.4,2023-02-05T04:01:59.818Z,2023-02-05T04:02:01Z,4013920437,212,23.1,4013920429,3,,4013920435,141,49.9,4013920433,140,65.1,4013920439,213,5.6,4013920431,56,Center,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230149,10,49,1,0,33,6h553bwfqkoxayuv80uikkn42,1,64.1,47.8,2023-02-05T04:02:01.786Z,2023-02-05T04:51:53Z,,,,,,,,,,,,,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230167,11,1,1,0,34,6h553bwfqkoxayuv80uikkn42,1,61.3,46.3,2023-02-05T04:02:02.475Z,2023-02-05T04:51:55Z,4013920515,140,53.4,4013920517,141,27.1,4013920513,56,Center,4013920521,213,4.1,4013920519,212,15.5,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230179,12,1,1,0,39,6h553bwfqkoxayuv80uikkn42,1,57.7,7,2023-02-05T04:02:07.178Z,2023-02-05T04:02:12Z,4013920595,212,13.8,4013920597,213,1.7,4013920593,141,27.0,4013920589,56,Center,4013920591,140,55.6,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230189,13,1,1,0,44,6h553bwfqkoxayuv80uikkn42,1,44.4,33.7,2023-02-05T04:02:12.474Z,2023-02-05T04:02:16Z,4013920645,213,2.0,4013920637,56,Back,4013920641,141,70.0,4013920643,212,27.8,4013920639,140,32.2,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230197,14,1,1,0,48,6h553bwfqkoxayuv80uikkn42,1,31.8,71.7,2023-02-05T04:02:16.314Z,2023-02-05T04:52:17Z,4013920673,56,Back,4013920679,212,18.8,4013920681,213,1.1,4013920675,140,40.4,4013920677,141,95.9,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230207,15,1,1,0,50,6h553bwfqkoxayuv80uikkn42,1,40.5,95.9,2023-02-05T04:02:18.058Z,2023-02-05T04:02:20Z,4013920719,212,16.2,4013920721,213,6.2,4013920713,56,Left,4013920717,141,94.8,4013920715,140,55.9,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230209,16,1,1,0,52,6h553bwfqkoxayuv80uikkn42,0,55.9,94.8,2023-02-05T04:02:20.106Z,2023-02-05T04:02:22Z,4013920751,233,7,4013920727,140,51.8,4013920749,236,,4013920725,56,Left,4013920731,212,4.3,4013920729,141,94.2,4013920733,213,3.2,4013920755,286,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230211,7,74,1,0,52,7p460lrzt1kmp4rsofqa47eqy,1,46.7,11,2023-02-05T04:02:20.107Z,2023-02-05T04:02:22Z,4013920741,285,,4013920763,233,16,4013920739,56,Back,,,,,,,,,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230217,8,61,1,0,53,7p460lrzt1kmp4rsofqa47eqy,1,39.6,10.4,2023-02-05T04:02:21.135Z,2023-02-05T04:40:14Z,4013920769,56,Back,,,,,,,,,,,,,,,,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230223,17,1,1,0,54,6h553bwfqkoxayuv80uikkn42,1,48.1,92,2023-02-05T04:02:21.882Z,2023-02-05T04:02:24Z,4013920793,56,Left,4013920799,212,12.5,4013920801,213,5.7,4013920797,141,82.4,4013920795,140,58.3,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230227,18,1,1,0,56,6h553bwfqkoxayuv80uikkn42,1,58.3,82,2023-02-05T04:02:23.977Z,2023-02-05T04:02:25Z,4013920819,140,53.3,4013920825,213,3.3,4013920823,212,5.3,4013920821,141,80.5,4013920817,56,Left,,,,,,,,,,6fx6x1x0v02v094w754htlfx1,O. Bozanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230233,19,1,1,0,57,6h553bwfqkoxayuv80uikkn42,0,53.8,75.6,2023-02-05T04:02:25.562Z,2023-02-05T04:02:29Z,4013920871,213,5.2,4013920861,155,,4013920869,212,40.0,4013920873,1,,4013920867,141,24.4,4013920865,140,72.6,4013920863,56,Center,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230237,10,8,1,1,1,7p460lrzt1kmp4rsofqa47eqy,1,22.4,79.7,2023-02-05T04:02:29.455Z,2023-02-05T08:16:11Z,4014190583,385,,4014190565,15,,4013920883,56,Back,,,,,,,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230253,20,1,1,1,4,6h553bwfqkoxayuv80uikkn42,1,67.6,3.1,2023-02-05T04:02:31.978Z,2023-02-05T04:02:35Z,4013920991,212,6.1,4013920989,141,6.7,4013920993,213,0.4,4013920985,56,Right,4013920987,140,72.9,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230271,21,1,1,1,7,6h553bwfqkoxayuv80uikkn42,1,68.3,4.9,2023-02-05T04:02:35.322Z,2023-02-05T04:02:40Z,4013921079,1,,4013921071,140,34.9,4013921069,56,Back,4013921073,141,16.4,4013921077,213,2.9,4013921075,212,35.9,,,,,,,26h572pq2qiac1raqk6g0jvh0,A. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230279,22,1,1,1,14,6h553bwfqkoxayuv80uikkn42,1,32.6,24.9,2023-02-05T04:02:41.834Z,2023-02-05T04:02:43Z,4013921127,140,41.8,4013921131,212,14.0,4013921133,213,5.5,4013921125,56,Back,4013921129,141,10.0,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230287,23,1,1,1,15,6h553bwfqkoxayuv80uikkn42,1,41.8,10,2023-02-05T04:02:43.641Z,2023-02-05T04:02:45Z,4013921169,141,30.7,4013921173,213,2.3,4013921167,140,30.3,4013921171,212,18.5,4013921165,56,Back,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230291,24,1,1,1,17,6h553bwfqkoxayuv80uikkn42,1,29.1,32.1,2023-02-05T04:02:45.387Z,2023-02-05T04:02:47Z,4013921201,140,21.8,4013921199,56,Back,4013921203,141,52.1,4013921205,212,15.6,4013921207,213,2.1,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230293,25,1,1,1,19,6h553bwfqkoxayuv80uikkn42,1,21.8,52.1,2023-02-05T04:02:47.418Z,2023-02-05T04:02:49Z,4013921221,212,15.3,4013921215,56,Back,4013921223,213,1.3,4013921217,140,26.4,4013921219,141,73.5,,,,,,,,,,98blyfvs09u1j6m7ltbqai9xx,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230327,26,1,1,1,25,6h553bwfqkoxayuv80uikkn42,1,31.6,68.5,2023-02-05T04:02:52.955Z,2023-02-05T04:02:55Z,4013921355,1,,4013921343,196,,4013921353,213,5.2,4013921347,140,55.1,4013921345,56,Right,4013921349,141,5.9,4013921341,155,,4013921351,212,49.2,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230355,27,1,1,1,27,6h553bwfqkoxayuv80uikkn42,1,55.1,5.9,2023-02-05T04:02:55.354Z,2023-02-05T04:02:58Z,4013921411,56,Back,4013921419,212,14.1,4013921409,3,,4013921415,141,11.4,4013921423,213,2.9,4013921413,140,42.2,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230359,28,1,1,1,30,6h553bwfqkoxayuv80uikkn42,1,42.2,10.6,2023-02-05T04:02:58.649Z,2023-02-05T04:03:16Z,4013921443,140,62.5,4013921449,213,6.1,4013921441,56,Right,4013921445,141,4.0,4013921447,212,21.8,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230371,29,1,1,1,32,6h553bwfqkoxayuv80uikkn42,1,62.8,4,2023-02-05T04:03:00.762Z,2023-02-05T04:03:05Z,4013921513,213,0.5,4013921509,141,15.6,4013921507,140,76.4,4013921505,56,Right,4013921511,212,16.3,4013921503,155,,,,,,,,26h572pq2qiac1raqk6g0jvh0,A. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230381,30,1,1,1,37,6h553bwfqkoxayuv80uikkn42,0,93.6,14.6,2023-02-05T04:03:05.754Z,2023-02-05T08:17:13Z,4013921579,56,Left,4013921581,140,86.0,4013921589,1,,4013921635,345,,4014191555,20,,4013921583,141,100.0,4013921587,213,1.7,4013921575,2,,pc2pewu255axe28t955qjcnp,B. Borello,4013921585,212,59.6,4014191553,224,4013921577,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230441,11,5,1,1,41,7p460lrzt1kmp4rsofqa47eqy,1,17.8,-1,2023-02-05T04:03:08.972Z,2023-02-05T04:25:15Z,4013921919,233,31,4013921905,56,Back,4013921907,347,,,,,,,,,,,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230383,31,5,1,1,41,6h553bwfqkoxayuv80uikkn42,0,82.2,101,2023-02-05T04:03:08.972Z,2023-02-05T04:03:31Z,4013921597,347,,4013921923,233,11,4013921595,56,Left,,,,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230449,12,1,1,2,2,7p460lrzt1kmp4rsofqa47eqy,0,17.3,0,2023-02-05T04:03:30.735Z,2023-02-05T04:03:34Z,4013921969,1,,4013921961,140,49.5,4013921957,107,,4013921963,141,12.5,4013921965,212,35.1,4013921967,213,0.3,4013921959,56,Back,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230457,32,1,1,2,6,6h553bwfqkoxayuv80uikkn42,1,50.8,91.1,2023-02-05T04:03:34.075Z,2023-02-05T04:03:35Z,4013922001,3,,4013922009,212,7.4,4013922003,56,Left,4013922005,140,57.0,4013922011,213,0.5,4013922007,141,96.3,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230459,33,49,1,2,7,6h553bwfqkoxayuv80uikkn42,1,57.1,96.3,2023-02-05T04:03:35.578Z,2023-02-05T04:03:35Z,,,,,,,,,,,,,,,,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230465,34,1,1,2,7,6h553bwfqkoxayuv80uikkn42,1,57.1,96.3,2023-02-05T04:03:35.771Z,2023-02-05T04:03:37Z,4013922031,140,61.7,4013922037,213,5.3,4013922029,56,Left,4013922035,212,9.1,4013922033,141,85.0,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230477,35,1,1,2,9,6h553bwfqkoxayuv80uikkn42,1,61.6,84.8,2023-02-05T04:03:36.937Z,2023-02-05T04:03:40Z,4013922083,56,Center,4013922091,213,5.7,4013922085,140,67.8,4013922087,141,78.5,4013922089,212,7.8,,,,,,,,,,6fx6x1x0v02v094w754htlfx1,O. Bozanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230485,36,61,1,2,10,6h553bwfqkoxayuv80uikkn42,0,67.8,78.5,2023-02-05T04:03:38.585Z,2023-02-05T04:54:02Z,4013922127,56,Center,,,,,,,,,,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230471,13,49,1,2,11,7p460lrzt1kmp4rsofqa47eqy,1,29.8,20.3,2023-02-05T04:03:38.942Z,2023-02-05T04:03:39Z,,,,,,,,,,,,,,,,,,,,,,,,,d9fmhxd6637ihfqc9qvsnmjth,T. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230475,14,1,1,2,11,7p460lrzt1kmp4rsofqa47eqy,1,29.9,20.9,2023-02-05T04:03:39.377Z,2023-02-05T04:03:40Z,4013922077,212,7.6,4013922075,141,12.6,4013922071,56,Back,4013922079,213,5.5,4013922073,140,34.8,,,,,,,,,,d9fmhxd6637ihfqc9qvsnmjth,T. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230481,15,1,1,2,12,7p460lrzt1kmp4rsofqa47eqy,0,34.8,13.1,2023-02-05T04:03:40.430Z,2023-02-05T04:03:41Z,4013922115,140,38.7,4013922121,213,0.8,4013922117,141,18.9,4013922119,212,5.7,4013922113,56,Back,,,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230491,37,61,1,2,14,6h553bwfqkoxayuv80uikkn42,1,56.8,93.8,2023-02-05T04:03:42.130Z,2023-02-05T04:03:42Z,4013922145,56,Left,,,,,,,,,,,,,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230517,16,1,1,2,16,7p460lrzt1kmp4rsofqa47eqy,1,55.1,29.2,2023-02-05T04:03:44.782Z,2023-02-05T04:03:50Z,4013922289,140,87.3,4013922293,212,37.4,4013922295,213,5.8,4013922297,1,,4013922291,141,5.8,4013922285,155,,4013922287,56,Right,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230521,17,1,1,2,22,7p460lrzt1kmp4rsofqa47eqy,0,93.9,16.5,2023-02-05T04:03:50.638Z,2023-02-05T08:17:51Z,4013922351,233,38,4013922309,56,Right,4013922307,155,,4013922355,286,,4013922305,2,,4013922349,236,,4014191915,20,,4013922313,141,18.2,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,4013922317,213,1.5,4013922315,212,4014191913,224,1.2,4013922311,140,94.0,,,,,,,,,,,,,,,,,,,,,,,
2504230525,38,12,1,2,22,6h553bwfqkoxayuv80uikkn42,1,5.9,87.1,2023-02-05T04:03:50.738Z,2023-02-05T04:03:52Z,4013922333,185,,4013922359,233,17,4013922335,56,Back,,,,,,,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230543,18,61,1,2,28,7p460lrzt1kmp4rsofqa47eqy,0,93.3,6.8,2023-02-05T04:03:55.887Z,2023-02-05T04:03:56Z,4013922407,56,Right,,,,,,,,,,,,,,,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230547,19,5,1,2,28,7p460lrzt1kmp4rsofqa47eqy,0,89.8,-1.3,2023-02-05T04:03:56.393Z,2023-02-05T04:25:15Z,4013922451,233,39,4013922415,56,Right,4013922417,347,,,,,,,,,,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230549,39,5,1,2,28,6h553bwfqkoxayuv80uikkn42,1,10.2,101.3,2023-02-05T04:03:56.393Z,2023-02-05T04:54:24Z,4013922419,56,Back,4013922431,233,19,4013922421,347,,,,,,,,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504230607,40,1,1,2,44,6h553bwfqkoxayuv80uikkn42,1,19.1,100,2023-02-05T04:04:11.897Z,2023-02-05T04:04:13Z,4013922679,107,,4013922681,56,Back,4013922689,213,4.7,4013922687,212,8.0,4013922685,141,89.9,4013922683,140,19.0,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
