id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/13/value
2468642631,416,1,1,0,23,v046no35g7ebk8lytdjmfb43,0,26.6,92.9,2022-10-08T06:02:32.112Z,2022-10-08T06:53:37Z,3826220753,213,5.5,3826220745,56,Back,3826220743,157,,3826220755,1,,3826220751,212,17.7,3826220747,140,38.3,3826220749,141,74.2,,,,uyhh5u2ezau9f095symdh3sa,C. Armiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620475,6,49,1,0,23,7jv344gvcvgqg7oeuc9u554dm,1,60.1,44,2022-10-08T06:02:32.294Z,2022-10-08T06:50:42Z,,,,,,,,,,,,,,,,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620513,7,1,1,0,24,7jv344gvcvgqg7oeuc9u554dm,0,60.8,45.4,2022-10-08T06:02:33.279Z,2022-10-08T06:52:41Z,3826102295,141,87.4,3826102291,56,Left,3826102293,140,69.1,3826102299,213,1.3,3826102297,212,29.9,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468642727,417,44,1,0,24,v046no35g7ebk8lytdjmfb43,1,37.5,66.3,2022-10-08T06:02:34.111Z,2022-10-08T06:52:40Z,3826221229,56,Back,3826221233,285,,3826221903,233,435,,,,,,,,,,,,,,,,czbwauhn3z2a0t8t6qreuq1yi,R. Danzaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468642855,435,44,1,0,25,7jv344gvcvgqg7oeuc9u554dm,0,62.5,33.7,2022-10-08T06:02:34.112Z,2022-10-08T06:52:41Z,3826221865,56,Center,3826221923,233,417,3826221867,286,,,,,,,,,,,,,,,,,6f9jrka1qz3j5mfx4x3a5ubfu,J. Skotadis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468642731,418,61,1,0,26,v046no35g7ebk8lytdjmfb43,1,35.4,70,2022-10-08T06:02:35.112Z,2022-10-08T06:52:21Z,3826221241,56,Back,,,,,,,,,,,,,,,,,,,,,,czbwauhn3z2a0t8t6qreuq1yi,R. Danzaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620515,8,4,1,0,28,7jv344gvcvgqg7oeuc9u554dm,1,70.8,88.9,2022-10-08T06:02:37.655Z,2022-10-08T06:02:43Z,3826102305,56,Left,3826102307,152,,3826102311,286,,3826102309,265,,3826102303,13,,3826102391,233,5,,,,,,,ebsxh1pvxhmt8olxtapkrf7xl,D. Arzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620535,5,4,1,0,28,v046no35g7ebk8lytdjmfb43,0,29.2,11.1,2022-10-08T06:02:37.656Z,2022-10-08T06:02:43Z,3826102369,56,Back,3826102367,13,,3826102371,152,,3826102395,233,8,3826102375,285,,3826102373,265,,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620619,9,1,1,0,50,7jv344gvcvgqg7oeuc9u554dm,0,70.2,90,2022-10-08T06:02:59.911Z,2022-10-08T06:03:04Z,3826102641,155,,3826102653,213,5.3,3826102645,56,Center,3826102651,212,39.3,3826102655,1,,3826102643,152,,3826102647,140,92.0,3826102649,141,43.0,ebsxh1pvxhmt8olxtapkrf7xl,D. Arzani,3826102639,5,3826102637,2,,,,,,,,,,,,,,,,,,,,,,,,,
2468620691,9,44,1,0,54,v046no35g7ebk8lytdjmfb43,1,6.2,59.8,2022-10-08T06:03:03.246Z,2022-10-08T06:53:11Z,3826102955,285,,3826102953,56,Back,3826103153,233,10,,,,,,,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620621,10,44,1,0,54,7jv344gvcvgqg7oeuc9u554dm,0,93.8,40.2,2022-10-08T06:03:03.247Z,2022-10-08T06:03:30Z,3826103161,233,9,3826102665,286,,3826102663,56,Center,,,,,,,,,,,,,,,,btyconkxo00p1gkf87mn70lpl,J. McGing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620623,6,12,1,0,54,v046no35g7ebk8lytdjmfb43,1,8.5,57.4,2022-10-08T06:03:03.866Z,2022-10-08T06:53:15Z,3826102689,15,,3826102671,141,62.3,3826102675,213,0.2,3826102673,212,15.2,3826102669,140,22.6,3826102667,56,Back,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620635,7,1,1,0,56,v046no35g7ebk8lytdjmfb43,0,24.1,74,2022-10-08T06:03:06.041Z,2022-10-08T06:53:28Z,3826102733,140,35.9,3826102735,141,100.0,3826102731,56,Back,3826102739,213,1.0,3826102737,212,22.6,3826102729,3,,,,,,,,4s2umn33b5fo5zcpkwjcbry7d,J. Knowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620671,8,5,1,0,59,v046no35g7ebk8lytdjmfb43,0,33.6,102,2022-10-08T06:03:08.999Z,2022-10-08T06:14:14Z,3826102861,56,Back,3826102863,347,,3826102899,233,11,,,,,,,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620673,11,5,1,0,59,7jv344gvcvgqg7oeuc9u554dm,1,66.4,-2,2022-10-08T06:03:08.999Z,2022-10-08T06:03:17Z,3826102867,347,,3826102865,56,Right,3826102891,233,8,,,,,,,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620723,12,1,1,1,16,7jv344gvcvgqg7oeuc9u554dm,0,66.3,0,2022-10-08T06:03:25.280Z,2022-10-08T06:03:27Z,3826103087,213,0.1,3826103083,141,1.7,3826103081,140,83.6,3826103085,212,18.3,3826103077,107,,3826103079,56,Right,,,,,,,btyconkxo00p1gkf87mn70lpl,J. McGing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620739,10,8,1,1,18,v046no35g7ebk8lytdjmfb43,1,16.4,95.7,2022-10-08T06:03:27.195Z,2022-10-08T06:03:39Z,3826103149,56,Back,,,,,,,,,,,,,,,,,,,,,,4s2umn33b5fo5zcpkwjcbry7d,J. Knowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620745,11,5,1,1,18,v046no35g7ebk8lytdjmfb43,0,19.1,101.6,2022-10-08T06:03:27.935Z,2022-10-08T06:14:14Z,3826103237,233,13,3826103179,347,,3826103177,56,Back,,,,,,,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620755,13,5,1,1,18,7jv344gvcvgqg7oeuc9u554dm,1,80.9,-1.6,2022-10-08T06:03:27.935Z,2022-10-08T06:03:35Z,3826103225,233,11,3826103211,347,,3826103209,56,Right,,,,,,,,,,,,,,,,btyconkxo00p1gkf87mn70lpl,J. McGing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620769,14,1,1,1,26,7jv344gvcvgqg7oeuc9u554dm,1,81.9,0,2022-10-08T06:03:35.112Z,2022-10-08T06:03:45Z,3826103263,141,9.8,3826103261,140,78.6,3826103265,212,8.7,3826103253,107,,3826103267,213,2.0,3826103419,189,,3826103257,56,Right,,,,btyconkxo00p1gkf87mn70lpl,J. McGing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620775,15,1,1,1,26,7jv344gvcvgqg7oeuc9u554dm,1,78.5,9.8,2022-10-08T06:03:35.951Z,2022-10-08T06:03:46Z,3826103301,212,6.9,3826103295,56,Right,3826103303,213,5.5,3826103297,140,83.1,3826103299,141,2.6,3826103433,189,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620779,16,1,1,1,29,7jv344gvcvgqg7oeuc9u554dm,1,80.3,5.3,2022-10-08T06:03:38.735Z,2022-10-08T06:03:39Z,3826103331,213,2.6,3826103329,212,6.9,3826103327,141,10.9,3826103323,56,Right,3826103325,140,74.8,,,,,,,,,,btyconkxo00p1gkf87mn70lpl,J. McGing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620793,17,1,1,1,30,7jv344gvcvgqg7oeuc9u554dm,0,74.4,10.9,2022-10-08T06:03:39.559Z,2022-10-08T06:03:43Z,3826103385,140,100.0,3826103389,212,27.9,3826103387,141,8.6,3826103383,56,Right,3826103391,213,6.2,,,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620813,12,5,1,1,34,v046no35g7ebk8lytdjmfb43,1,-0.8,86.5,2022-10-08T06:03:43.156Z,2022-10-08T06:14:14Z,3826103441,346,,3826103443,233,18,3826103439,56,Back,,,,,,,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620795,18,5,1,1,34,7jv344gvcvgqg7oeuc9u554dm,0,100.8,13.5,2022-10-08T06:03:43.156Z,2022-10-08T06:03:47Z,3826103393,56,Right,3826103447,233,12,3826103395,346,,,,,,,,,,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620923,13,1,1,2,2,v046no35g7ebk8lytdjmfb43,0,3.9,44.4,2022-10-08T06:04:11.804Z,2022-10-08T06:04:16Z,3826103877,56,Back,3826103879,140,41.7,3826103883,212,42.0,3826103885,213,5.9,3826103881,141,24.0,3826103875,124,,3826103887,1,,3826103889,74,,cb0y1hi0ozn1rx00vx6a1xr6x,J. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620935,19,1,1,2,9,7jv344gvcvgqg7oeuc9u554dm,0,30.2,80.8,2022-10-08T06:04:18.905Z,2022-10-08T06:04:21Z,3826103939,212,8.7,3826103937,141,90.2,3826103931,157,,3826103941,213,2.3,3826103935,140,24.6,3826103943,1,,3826103933,56,Back,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620943,20,44,1,2,10,7jv344gvcvgqg7oeuc9u554dm,1,29.8,90.4,2022-10-08T06:04:19.979Z,2022-10-08T06:54:31Z,3826103989,233,14,3826103979,285,,3826103977,56,Back,,,,,,,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620933,14,44,1,2,10,v046no35g7ebk8lytdjmfb43,0,70.2,9.6,2022-10-08T06:04:19.980Z,2022-10-08T06:54:19Z,3826103985,233,20,3826103919,56,Right,3826103921,286,,,,,,,,,,,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620941,15,43,1,2,10,v046no35g7ebk8lytdjmfb43,1,0,0,2022-10-08T06:04:20.101Z,2022-10-08T06:54:20Z,3826103975,213,2.7,3826103971,141,10.5,3826103973,212,2.2,3826224743,144,1,3826103965,3,0,3826103969,140,63.2,3826103967,56,Right,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468643449,436,61,1,2,11,7jv344gvcvgqg7oeuc9u554dm,1,24.5,96,2022-10-08T06:04:20.112Z,2022-10-08T06:54:25Z,3826224847,56,Back,,,,,,,,,,,,,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620949,21,61,1,2,12,7jv344gvcvgqg7oeuc9u554dm,0,32.5,89.7,2022-10-08T06:04:21.673Z,2022-10-08T06:04:21Z,3826103995,56,Back,,,,,,,,,,,,,,,,,,,,,,4lk250c1xd4xsowjrdi0uuevp,D. De Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620957,16,1,1,2,12,v046no35g7ebk8lytdjmfb43,1,65.2,7.2,2022-10-08T06:04:21.845Z,2022-10-08T06:04:23Z,3826104007,140,61.7,3826104011,212,3.7,3826104009,141,7.0,3826104005,56,Right,3826104013,213,3.2,,,,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620959,17,61,1,2,13,v046no35g7ebk8lytdjmfb43,1,61.7,7,2022-10-08T06:04:23.004Z,2022-10-08T06:04:23Z,3826104017,56,Right,,,,,,,,,,,,,,,,,,,,,,dbtn3hglkg6kfkvkz6gvs6x1x,C. Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620961,18,5,1,2,13,v046no35g7ebk8lytdjmfb43,0,66.7,-2,2022-10-08T06:04:23.057Z,2022-10-08T06:14:14Z,3826104195,233,22,3826104025,56,Right,3826104027,347,,,,,,,,,,,,,,,,,dbtn3hglkg6kfkvkz6gvs6x1x,C. Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620993,22,5,1,2,13,7jv344gvcvgqg7oeuc9u554dm,1,33.3,102,2022-10-08T06:04:23.057Z,2022-10-08T06:04:34Z,3826104183,56,Back,3826104189,233,18,3826104185,347,,,,,,,,,,,,,,,,,4lk250c1xd4xsowjrdi0uuevp,D. De Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468620997,23,1,1,2,24,7jv344gvcvgqg7oeuc9u554dm,0,27.4,100,2022-10-08T06:04:33.682Z,2022-10-08T06:04:35Z,3826104213,141,91.8,3826104217,213,5.8,3826104215,212,14.2,3826104211,140,39.4,3826104209,56,Back,3826104207,107,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468621011,19,1,1,2,27,v046no35g7ebk8lytdjmfb43,0,60.1,12.4,2022-10-08T06:04:36.573Z,2022-10-08T06:04:38Z,3826104255,3,,3826104263,212,7.0,3826104261,141,17.9,3826104259,140,65.7,3826104257,56,Right,3826104265,213,0.6,,,,,,,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468621013,24,1,1,2,29,7jv344gvcvgqg7oeuc9u554dm,0,27.3,70.2,2022-10-08T06:04:38.490Z,2022-10-08T06:04:39Z,3826104269,3,,3826104279,213,0.8,3826104277,212,11.9,3826104275,141,82.7,3826104271,56,Back,3826104273,140,35.2,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468621023,20,1,1,2,30,v046no35g7ebk8lytdjmfb43,0,61.4,16.2,2022-10-08T06:04:39.293Z,2022-10-08T06:04:41Z,3826104317,3,,3826104319,56,Center,3826104329,213,0.7,3826104323,141,26.5,3826104321,140,68.8,3826104325,212,10.5,,,,,,,czbwauhn3z2a0t8t6qreuq1yi,R. Danzaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468621027,25,44,1,2,31,7jv344gvcvgqg7oeuc9u554dm,1,28.4,69,2022-10-08T06:04:40.714Z,2022-10-08T06:04:42Z,3826104335,285,,3826104359,233,21,3826104333,56,Back,,,,,,,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468621029,21,44,1,2,31,v046no35g7ebk8lytdjmfb43,0,71.6,31,2022-10-08T06:04:40.715Z,2022-10-08T06:04:42Z,3826104339,286,,3826104363,233,25,3826104337,56,Center,,,,,,,,,,,,,,,,dbtn3hglkg6kfkvkz6gvs6x1x,C. Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468643661,419,1,1,2,32,v046no35g7ebk8lytdjmfb43,0,64,15.3,2022-10-08T06:04:41.112Z,2022-10-08T06:55:10Z,3826225943,141,28.3,3826225939,56,Center,3826225937,3,,3826225947,213,0.8,3826225945,212,12.4,3826225941,140,72.3,,,,,,,czbwauhn3z2a0t8t6qreuq1yi,R. Danzaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468621039,26,1,1,2,32,7jv344gvcvgqg7oeuc9u554dm,1,25.4,64.5,2022-10-08T06:04:41.113Z,2022-10-08T06:04:43Z,3826104389,213,5.7,3826104387,212,6.1,3826104381,56,Back,3826104385,141,59.3,3826104383,140,30.1,3826104379,3,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468621047,27,1,1,2,34,7jv344gvcvgqg7oeuc9u554dm,0,28.3,59.3,2022-10-08T06:04:43.153Z,2022-10-08T06:04:43Z,3826104419,141,73.8,3826104417,140,29.1,3826104415,56,Back,3826104421,212,9.9,3826104423,213,1.5,,,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468621055,22,49,1,2,35,v046no35g7ebk8lytdjmfb43,1,63.6,17,2022-10-08T06:04:44.997Z,2022-10-08T06:55:38Z,,,,,,,,,,,,,,,,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468621075,23,1,1,2,36,v046no35g7ebk8lytdjmfb43,1,63.6,17,2022-10-08T06:04:45.221Z,2022-10-08T06:55:40Z,3826104513,140,71.0,3826104517,212,8.8,3826104519,213,5.8,3826104515,141,10.8,3826104511,56,Right,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468621093,24,1,1,2,39,v046no35g7ebk8lytdjmfb43,0,82.3,7.5,2022-10-08T06:04:48.837Z,2022-10-08T06:05:15Z,3826104613,212,27.4,3826105045,2,,3826104615,213,1.3,3826104611,141,46.2,3826105047,155,,3826104607,56,Center,3826104609,140,89.5,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468621085,28,12,1,2,41,7jv344gvcvgqg7oeuc9u554dm,1,7.4,49.6,2022-10-08T06:04:50.929Z,2022-10-08T06:52:20Z,3826104555,140,15.0,3826104553,56,Back,3826104561,213,0.3,3826104559,212,8.3,3826104557,141,52.7,3826104575,15,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468621095,29,43,1,2,43,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2022-10-08T06:04:53.036Z,2022-10-08T06:05:15Z,3826104617,56,Back,3826104619,285,0,3826105083,144,44,3826104661,233,25,,,,,,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468621101,30,4,1,2,43,7jv344gvcvgqg7oeuc9u554dm,1,15.2,53,2022-10-08T06:04:53.036Z,2022-10-08T06:05:07Z,3826104831,13,,3826104835,152,,3826104833,294,,3826104643,285,,3826104895,233,25,3826104641,56,Back,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
