id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2521325561,6,1,1,0,8,38ui5tfi8anjuh533emny2tz1,1,36.9,80.4,2023-03-18T08:45:34.522Z,2023-03-19T09:49:19Z,4104183165,141,63.8,4104183169,213,4.5,4104183161,56,Back,4104183167,212,11.6,4104183163,140,34.2,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325563,7,4,1,0,11,38ui5tfi8anjuh533emny2tz1,1,30.4,68.8,2023-03-18T08:45:37.572Z,2023-03-18T08:45:40Z,4104183173,13,,4104183177,152,,4104183189,285,,4104183179,265,,4104183175,56,Back,4104183185,233,6,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325555,6,4,1,0,11,6h553bwfqkoxayuv80uikkn42,0,69.6,31.2,2023-03-18T08:45:37.573Z,2023-03-18T08:45:40Z,4104183127,56,Center,4104183131,265,,4104183129,152,,4104183125,13,,4104183199,233,7,4104183133,286,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325577,8,1,1,0,16,38ui5tfi8anjuh533emny2tz1,0,31.3,62.9,2023-03-18T08:45:43.011Z,2023-03-18T08:45:47Z,4104183265,1,,4104183257,140,87.5,4104183261,212,64.4,4104183253,152,,4104183249,5,,4104183255,56,Center,4104183251,155,,4104183263,213,5.9,4ehmmuuxljgliiz7f7298h61h,L. Brattan,4104183259,141,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325581,7,52,1,0,21,6h553bwfqkoxayuv80uikkn42,1,12,74.3,2023-03-18T08:45:48.005Z,2023-03-19T09:49:34Z,4109066593,376,,,,,,,,,,,,,,,,,,,,,,,98blyfvs09u1j6m7ltbqai9xx,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325607,8,1,1,0,24,6h553bwfqkoxayuv80uikkn42,1,12.8,66.8,2023-03-18T08:45:51.221Z,2023-03-18T08:45:58Z,4104183425,56,Back,4104183433,213,4.8,4104183429,141,28.0,4104183431,212,26.5,4104183423,123,,4104183427,140,14.9,,,,,,,98blyfvs09u1j6m7ltbqai9xx,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325609,9,1,1,0,32,6h553bwfqkoxayuv80uikkn42,1,31.3,21.4,2023-03-18T08:45:58.773Z,2023-03-18T08:46:01Z,4104183491,141,48.8,4104183495,213,2.3,4104183487,56,Back,4104183493,212,24.3,4104183489,140,16.5,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325621,10,1,1,0,35,6h553bwfqkoxayuv80uikkn42,1,16.7,50,2023-03-18T08:46:01.861Z,2023-03-18T08:46:04Z,4104183565,213,1.1,4104183561,141,72.3,4104183557,56,Back,4104183559,140,24.2,4104183563,212,17.1,,,,,,,,,,98blyfvs09u1j6m7ltbqai9xx,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325633,11,1,1,0,38,6h553bwfqkoxayuv80uikkn42,1,26.4,74,2023-03-18T08:46:04.886Z,2023-03-18T08:46:07Z,4104183655,56,Back,4104183659,141,48.2,4104183663,213,4.2,4104183657,140,17.9,4104183661,212,19.7,,,,,,,,,,3ivpa9dqlbrg7dc71nsmaw1d5,T. Beadling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325637,12,1,1,0,41,6h553bwfqkoxayuv80uikkn42,1,18.5,46.7,2023-03-18T08:46:07.669Z,2023-03-18T08:46:26Z,4104183707,213,5.3,4104183703,141,2.8,4104183697,155,,4104183709,1,,4104183701,140,36.0,4104183705,212,35.1,4104183699,56,Back,,,,98blyfvs09u1j6m7ltbqai9xx,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325639,13,1,1,0,43,6h553bwfqkoxayuv80uikkn42,1,35.7,2.5,2023-03-18T08:46:09.797Z,2023-03-18T08:46:13Z,4104183791,213,2.7,4104183787,141,12.7,4104183783,56,Back,4104183785,140,22.4,4104183789,212,15.6,,,,,,,,,,26h572pq2qiac1raqk6g0jvh0,A. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325657,14,1,1,0,46,6h553bwfqkoxayuv80uikkn42,0,26.6,16.3,2023-03-18T08:46:13.477Z,2023-03-18T08:46:37Z,4104183987,1,,4104183983,212,56.3,4104183977,56,Center,4104183979,140,77.8,4104183981,141,40.7,4104183985,213,0.3,4104183975,155,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325651,9,59,1,0,51,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-03-18T08:46:18.420Z,2023-03-18T08:46:22Z,4104183931,56,Back,,,,,,,,,,,,,,,,,,,,,,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325653,10,4,1,0,53,38ui5tfi8anjuh533emny2tz1,1,22.2,64,2023-03-18T08:46:19.573Z,2023-03-18T08:47:15Z,4104184017,233,15,4104183945,152,,4104183941,13,,4104184919,294,,4104183949,285,,4104183943,56,Back,,,,,,,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325661,15,4,1,0,53,6h553bwfqkoxayuv80uikkn42,0,77.8,36,2023-03-18T08:46:19.574Z,2023-03-18T09:01:05Z,4104184001,56,Center,4104195343,294,,4104184003,152,,4104184007,286,,4104183999,13,,4104184039,233,10,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325705,11,1,1,1,12,38ui5tfi8anjuh533emny2tz1,0,21.1,68.2,2023-03-18T08:46:39.172Z,2023-03-19T09:50:17Z,4104184407,141,58.3,4104184403,56,Back,4104184413,189,,4104184409,212,12.7,4104184399,5,,4104184401,152,,4104184411,213,5.7,4104184405,140,31.3,bgzao2jp59jygdic68s5iudat,A. Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325707,16,49,1,1,13,6h553bwfqkoxayuv80uikkn42,1,70.1,47.8,2023-03-18T08:46:40.462Z,2023-03-19T09:50:26Z,,,,,,,,,,,,,,,,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521336053,405,1,1,1,14,6h553bwfqkoxayuv80uikkn42,1,71.1,43.6,2023-03-18T08:46:40.517Z,2023-03-19T09:50:33Z,4104232811,56,Center,4104232819,213,1.2,4104232815,141,53.0,4104232817,212,6.8,4104232813,140,73.2,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325711,17,1,1,1,15,6h553bwfqkoxayuv80uikkn42,1,69.4,58.1,2023-03-18T08:46:41.704Z,2023-03-18T08:46:43Z,4104184427,140,71.0,4104184429,141,47.8,4104184433,213,4.9,4104184431,212,7.2,4104184425,56,Center,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325715,18,1,1,1,16,6h553bwfqkoxayuv80uikkn42,0,71.4,49,2023-03-18T08:46:42.934Z,2023-03-18T08:46:43Z,4104184445,141,50.0,4104184449,213,0.1,4104184447,212,7.7,4104184443,140,78.7,4104184441,56,Center,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325731,12,12,1,1,18,38ui5tfi8anjuh533emny2tz1,1,22.4,57.6,2023-03-18T08:46:45.157Z,2023-03-18T08:47:10Z,4104184501,140,29.4,4104184507,213,5.9,4104184503,141,53.3,4104184499,56,Back,4104184505,212,7.9,,,,,,,,,,bgzao2jp59jygdic68s5iudat,A. Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325743,19,15,1,1,21,6h553bwfqkoxayuv80uikkn42,1,74.3,63.7,2023-03-18T08:46:48.056Z,2023-03-19T14:40:16Z,4104184547,56,Center,4104184813,458,,4104184821,231,51.3,4104184693,72,,4104184815,146,77.9,4104184805,76,,4104184817,147,62.1,4104184543,22,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,4104184807,102,52.1,4104184699,233,13,4104184811,215,4104184809,103,19,4104184819,230,98.1,4104184697,82,4104184545,18,,,,,,,,,,,,,,,,,,,
2521325755,13,10,1,1,21,38ui5tfi8anjuh533emny2tz1,1,22.4,29.8,2023-03-18T08:46:48.156Z,2023-03-18T08:46:55Z,4104184599,94,,4104184703,233,19,4104184601,56,Back,,,,,,,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325761,14,6,1,1,22,38ui5tfi8anjuh533emny2tz1,0,24.8,33.9,2023-03-18T08:46:48.791Z,2023-03-19T09:51:13Z,4104184633,56,Back,4104184649,233,20,4104184635,73,,,,,,,,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325753,20,6,1,1,22,6h553bwfqkoxayuv80uikkn42,1,75.2,66.1,2023-03-18T08:46:48.791Z,2023-03-18T08:46:51Z,4104184593,56,Center,4104184595,73,,4104184641,233,14,,,,,,,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325865,21,1,1,1,56,6h553bwfqkoxayuv80uikkn42,1,99.5,99.5,2023-03-18T08:47:22.808Z,2023-03-19T09:51:43Z,4104185167,56,Center,4104185171,141,61.2,4104185159,2,,4104185161,6,,4104185169,140,96.8,4104185175,213,4.6,4104185163,155,,4109069959,20,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,4104185165,223,,4104185173,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521336229,406,1,1,1,59,6h553bwfqkoxayuv80uikkn42,1,97,64.4,2023-03-18T08:47:25.517Z,2023-03-18T09:47:21Z,4104233977,56,Center,4104233973,3,,4104233983,212,17.2,4104233975,168,,4104233985,213,3.7,4104233981,141,51.0,4104233979,140,83.1,,,,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521336273,407,1,1,2,0,6h553bwfqkoxayuv80uikkn42,1,83.8,50.6,2023-03-18T08:47:26.517Z,2023-03-18T09:47:21Z,4104234427,56,Center,4104234435,213,1.0,4104234429,140,87.5,4104234425,155,,4104234431,141,60.0,4104234433,212,7.5,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325883,22,44,1,2,1,6h553bwfqkoxayuv80uikkn42,1,93,62.6,2023-03-18T08:47:27.653Z,2023-03-18T09:44:09Z,4104185265,56,Center,4104185651,233,15,4104185267,286,,,,,,,,,,,,,,,,,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325863,15,44,1,2,1,38ui5tfi8anjuh533emny2tz1,0,7,37.4,2023-03-18T08:47:27.654Z,2023-03-18T08:48:13Z,4104185155,56,Back,4104185659,233,22,4104185157,285,,,,,,,,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325969,27,61,1,2,1,6h553bwfqkoxayuv80uikkn42,1,85.2,63.6,2023-03-18T08:47:27.787Z,2023-03-19T18:11:17Z,4104185683,56,Center,,,,,,,,,,,,,,,,,,,,,,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2521325877,16,43,1,2,3,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-03-18T08:47:30.435Z,2023-03-18T09:41:32Z,4104231949,144,44,4104185241,285,0,4104185239,56,Back,,,,,,,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325885,23,15,1,2,4,6h553bwfqkoxayuv80uikkn42,1,85.6,70.1,2023-03-18T08:47:31.481Z,2023-03-19T14:39:58Z,4104186265,102,49.2,4104186699,328,,4104185275,64,,4104186273,230,98.0,4104186255,25,,4109071349,78,,4104186275,231,53.2,4110073637,215,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,4104186175,20,,4104186269,146,88.6,4104186261,55,4104186201,233,17,4104186179,82,,4104185277,56,4104186271,147,,27,Center,65.7,4104186259,29,4104186267,103,19,,,,,,,,,,
2521325895,17,10,1,2,5,38ui5tfi8anjuh533emny2tz1,1,6.7,40.1,2023-03-18T08:47:31.581Z,2023-03-19T09:52:14Z,4104185309,56,Back,4104185307,94,,4104186205,233,23,,,,,,,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325899,18,45,1,2,7,38ui5tfi8anjuh533emny2tz1,0,4.3,48.9,2023-03-18T08:47:34.422Z,2023-03-19T09:52:51Z,4104185335,233,24,4104185319,56,Back,4104185321,285,,,,,,,,,,,,,,,,,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325901,24,3,1,2,7,6h553bwfqkoxayuv80uikkn42,1,95.7,51.1,2023-03-18T08:47:34.422Z,2023-03-19T09:52:49Z,4104185323,56,Center,4109071681,465,,4104185329,233,18,4104185325,286,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325903,25,61,1,2,9,6h553bwfqkoxayuv80uikkn42,0,95.3,55.7,2023-03-18T08:47:36.322Z,2023-03-19T09:53:02Z,4104185327,56,Center,,,,,,,,,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325911,19,5,1,2,13,38ui5tfi8anjuh533emny2tz1,1,-1.4,41.6,2023-03-18T08:47:40.137Z,2023-03-18T09:01:43Z,4104185365,233,26,4104185355,346,,4104185353,56,Back,,,,,,,,,,,,,,,,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325907,26,5,1,2,13,6h553bwfqkoxayuv80uikkn42,0,101.4,58.4,2023-03-18T08:47:40.137Z,2023-03-18T08:47:42Z,4104185341,56,Center,4104185343,346,,4104185375,233,19,,,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325983,20,1,1,2,49,38ui5tfi8anjuh533emny2tz1,1,2.1,49.1,2023-03-18T08:48:15.898Z,2023-03-19T09:54:29Z,4104185731,124,,4104185739,212,19.7,4104185747,237,,4104185735,140,9.0,4104185733,56,Back,4104185737,141,76.1,4109074813,189,,4104185741,213,1.2,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521325989,21,1,1,2,54,38ui5tfi8anjuh533emny2tz1,1,12.3,82.8,2023-03-18T08:48:21.416Z,2023-03-18T08:48:23Z,4104185759,140,20.2,4104185763,212,12.8,4104185765,213,0.9,4104185761,141,97.1,4104185757,56,Back,,,,,,,,,,bgzao2jp59jygdic68s5iudat,A. Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521326011,22,1,1,2,56,38ui5tfi8anjuh533emny2tz1,1,20.2,97.1,2023-03-18T08:48:22.952Z,2023-03-18T08:48:27Z,4104185855,140,38.2,4104185859,212,20.9,4104185857,141,83.9,4104185861,213,5.8,4104185853,56,Back,,,,,,,,,,9dxuc4hj1ovd3mpjrxombnm22,J. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521326013,23,61,1,3,0,38ui5tfi8anjuh533emny2tz1,0,43,84.5,2023-03-18T08:48:26.953Z,2023-03-18T08:48:27Z,4104185865,56,Back,,,,,,,,,,,,,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521326015,28,49,1,3,0,6h553bwfqkoxayuv80uikkn42,1,61.4,7.7,2023-03-18T08:48:27.466Z,2023-03-18T08:48:27Z,,,,,,,,,,,,,,,,,,,,,,,,,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521326017,29,1,1,3,0,6h553bwfqkoxayuv80uikkn42,0,61.4,7.7,2023-03-18T08:48:27.490Z,2023-03-18T08:48:29Z,4104185895,233,24,4104185877,141,7.3,4104185873,56,Right,4104185899,286,,4104185879,212,1.6,4104185881,213,3.3,4104185875,140,59.9,4104185893,236,,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521326019,24,74,1,3,0,38ui5tfi8anjuh533emny2tz1,1,46.3,92.3,2023-03-18T08:48:27.491Z,2023-03-18T09:01:47Z,4104185905,233,29,4104185885,56,Back,4104185887,285,,,,,,,,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521326025,25,5,1,3,2,38ui5tfi8anjuh533emny2tz1,0,47.1,101.4,2023-03-18T08:48:29.034Z,2023-03-18T09:01:43Z,4104185911,347,,4104185909,56,Back,4104185937,233,30,,,,,,,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
