id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2474883249,5,52,1,0,17,7jv344gvcvgqg7oeuc9u554dm,1,15.2,62.9,2022-10-21T08:45:28.803Z,2022-10-22T10:58:21Z,3861308533,376,,,,,,,,,,,,,,,,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883269,6,1,1,0,20,7jv344gvcvgqg7oeuc9u554dm,1,14.6,52.7,2022-10-21T08:45:31.811Z,2022-10-21T08:45:33Z,3859367455,213,1.2,3859367443,123,,3859367449,140,19.1,3859367451,141,68.5,3859367453,212,11.7,3859367445,56,Back,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883295,7,1,1,0,22,7jv344gvcvgqg7oeuc9u554dm,1,21.4,68.2,2022-10-21T08:45:33.812Z,2022-10-21T08:45:36Z,3859367533,212,13.8,3859367527,56,Back,3859367531,141,88.4,3859367529,140,22.5,3859367535,213,1.5,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883297,8,1,1,0,24,7jv344gvcvgqg7oeuc9u554dm,0,22,90.2,2022-10-21T08:45:36.099Z,2022-10-21T08:45:38Z,3859367553,56,Left,3859367561,213,6.2,3859367551,155,,3859367557,141,83.3,3859367555,140,57.4,3859367563,1,,3859367559,212,37.5,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475258379,1005,49,1,0,27,7p460lrzt1kmp4rsofqa47eqy,1,43.2,12.7,2022-10-21T08:45:39.376Z,2022-10-22T11:05:14Z,,,,,,,,,,,,,,,,,,,,,,,,,d2xblktxmr8illac50p2gcmhh,L. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883317,7,1,1,0,28,7p460lrzt1kmp4rsofqa47eqy,0,38.6,18,2022-10-21T08:45:39.784Z,2022-10-22T11:05:23Z,3859367633,212,18.7,3859367629,140,54.4,3859367631,141,30.6,3859367635,213,0.5,3859367627,56,Center,,,,,,,,,,d2xblktxmr8illac50p2gcmhh,L. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475258451,805,49,1,0,29,7jv344gvcvgqg7oeuc9u554dm,1,43.6,77.5,2022-10-21T08:45:40.912Z,2022-10-22T11:05:20Z,,,,,,,,,,,,,,,,,,,,,,,,,4lk250c1xd4xsowjrdi0uuevp,D. De Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883347,9,1,1,0,32,7jv344gvcvgqg7oeuc9u554dm,1,42.5,51.8,2022-10-21T08:45:43.634Z,2022-10-21T08:45:46Z,3859367783,141,20.9,3859367787,213,4.8,3859367779,56,Back,3859367785,212,21.1,3859367781,140,44.1,,,,,,,,,,4lk250c1xd4xsowjrdi0uuevp,D. De Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883367,10,1,1,0,34,7jv344gvcvgqg7oeuc9u554dm,0,44,17.6,2022-10-21T08:45:46.338Z,2022-10-22T11:05:52Z,3859367873,141,14.5,3859367877,213,6.2,3859367871,140,66.8,3859367869,56,Right,3859367867,155,,3859367875,212,24.0,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883377,8,8,1,0,37,7p460lrzt1kmp4rsofqa47eqy,1,27.7,89.7,2022-10-21T08:45:49.209Z,2022-10-22T11:06:03Z,3859367929,56,Back,3861329329,385,,,,,,,,,,,,,,,,,,,,6xe2j75i29sgwbu11cp526uad,N. Topor-Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883381,9,5,1,0,38,7p460lrzt1kmp4rsofqa47eqy,0,36,101.2,2022-10-21T08:45:49.733Z,2022-10-21T08:45:59Z,3859367945,347,,3859368221,233,11,3859367943,56,Back,,,,,,,,,,,,,,,,6xe2j75i29sgwbu11cp526uad,N. Topor-Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883431,11,5,1,0,38,7jv344gvcvgqg7oeuc9u554dm,1,64,-1.2,2022-10-21T08:45:49.733Z,2022-10-21T08:58:39Z,3859368211,233,9,3859368179,56,Right,3859368181,347,,,,,,,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883471,12,1,1,0,47,7jv344gvcvgqg7oeuc9u554dm,1,62.3,0,2022-10-21T08:45:58.755Z,2022-10-22T11:06:28Z,3859368359,213,2.6,3861331033,1,,3859368357,212,21.8,3859368355,141,16.3,3859368351,56,Back,3859368349,107,,3859368353,140,44.9,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883481,13,1,1,0,50,7jv344gvcvgqg7oeuc9u554dm,1,46.1,23.6,2022-10-21T08:46:01.762Z,2022-10-22T11:06:35Z,3859368427,212,20.2,3859368421,56,Back,3859368429,213,2.0,3859368423,140,37.6,3859368425,141,50.3,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883515,14,1,1,0,52,7jv344gvcvgqg7oeuc9u554dm,1,38.9,53.6,2022-10-21T08:46:04.211Z,2022-10-22T11:01:00Z,3859368621,213,1.6,3859368611,140,37.8,3859368619,212,16.1,3859368609,56,Back,3859368615,141,77.2,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883525,15,1,1,0,57,7jv344gvcvgqg7oeuc9u554dm,1,38.3,71.2,2022-10-21T08:46:08.499Z,2022-10-21T08:46:10Z,3859368663,140,25.1,3859368665,141,67.2,3859368667,212,14.1,3859368661,56,Back,3859368669,213,3.3,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883541,16,1,1,0,59,7jv344gvcvgqg7oeuc9u554dm,0,26.4,72.4,2022-10-21T08:46:10.835Z,2022-10-21T08:46:12Z,3859368763,213,6.3,3859368759,141,72.0,3859368755,56,Back,3859368757,140,45.4,3859368761,212,20.0,3859368753,155,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883563,10,1,1,1,3,7p460lrzt1kmp4rsofqa47eqy,0,55.7,34.9,2022-10-21T08:46:14.457Z,2022-10-22T11:06:47Z,3859368889,140,73.2,3859368887,56,Center,3859368897,213,0.5,3859368891,141,48.0,3859368885,3,,3859368895,212,20.4,,,,,,,ak7gkgt0ysr3p9e5vvq036i8l,S. Luštica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883569,17,1,1,1,3,7jv344gvcvgqg7oeuc9u554dm,0,29.2,53.4,2022-10-21T08:46:15.186Z,2022-10-22T11:06:49Z,3859368929,140,39.8,3859368937,213,0.7,3859368927,56,Back,3859368931,141,67.9,3859368933,212,14.9,3859368925,3,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883599,11,1,1,1,6,7p460lrzt1kmp4rsofqa47eqy,0,60.1,28.9,2022-10-21T08:46:17.833Z,2022-10-21T08:46:20Z,3859369065,213,5.8,3859369059,140,72.1,3859369057,56,Right,3859369061,141,19.8,3859369063,212,14.0,3859369055,3,,,,,,,,ak7gkgt0ysr3p9e5vvq036i8l,S. Luštica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883611,18,1,1,1,7,7jv344gvcvgqg7oeuc9u554dm,1,31.9,81,2022-10-21T08:46:19.298Z,2022-10-22T11:07:10Z,3859369127,213,4.6,3859369121,140,30.1,3859369125,212,13.5,3859369123,141,61.4,3859369119,56,Back,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883639,19,1,1,1,9,7jv344gvcvgqg7oeuc9u554dm,1,31.3,63.9,2022-10-21T08:46:20.818Z,2022-10-22T11:08:07Z,3859369247,140,24.8,3859369255,213,4.1,3859369245,56,Back,3859369253,212,11.2,3859369251,141,50.9,,,,,,,,,,6f9jrka1qz3j5mfx4x3a5ubfu,J. Skotadis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883645,20,1,1,1,15,7jv344gvcvgqg7oeuc9u554dm,1,29.3,32.5,2022-10-21T08:46:27.314Z,2022-10-21T08:46:34Z,3859369301,212,34.9,3859369293,155,,3859369299,141,4.6,3859369303,213,5.7,3859369297,140,57.2,3859369305,1,,3859369467,189,,3859369295,56,Right,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883649,21,61,1,1,17,7jv344gvcvgqg7oeuc9u554dm,0,57.2,4.6,2022-10-21T08:46:28.898Z,2022-10-22T11:09:29Z,3859369317,56,Right,,,,,,,,,,,,,,,,,,,,,,am6xykrxjymw2qpqli6upysq,A. Toure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883661,12,49,1,1,19,7p460lrzt1kmp4rsofqa47eqy,1,36.3,86.8,2022-10-21T08:46:31.305Z,2022-10-21T08:46:31Z,,,,,,,,,,,,,,,,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883677,13,1,1,1,20,7p460lrzt1kmp4rsofqa47eqy,1,36.3,86.8,2022-10-21T08:46:31.513Z,2022-10-21T08:46:33Z,3859369455,141,95.9,3859369457,212,18.9,3859369451,56,Left,3859369459,213,0.3,3859369453,140,53.3,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883685,14,1,1,1,22,7p460lrzt1kmp4rsofqa47eqy,1,53.3,95.9,2022-10-21T08:46:33.737Z,2022-10-21T08:46:35Z,3859369485,140,57.5,3859369487,141,85.6,3859369481,56,Left,3859369489,212,8.3,3859369491,213,5.3,,,,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883691,15,1,1,1,24,7p460lrzt1kmp4rsofqa47eqy,1,57.8,85.9,2022-10-21T08:46:35.480Z,2022-10-22T11:08:54Z,3859369539,213,0.2,3859369531,56,Left,3859369537,212,32.1,3859369535,141,97.3,3861340209,1,,3859369533,140,87.5,,,,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883717,16,1,1,1,26,7p460lrzt1kmp4rsofqa47eqy,1,88.3,95.2,2022-10-21T08:46:38.233Z,2022-10-22T11:09:59Z,3859369633,141,91.8,3859369635,212,15.7,3859369637,213,3.3,3859369627,56,Left,3859369631,140,73.5,,,,,,,,,,cqwfvlrzbld40ce3s1qmdniz9,C. Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883733,17,1,1,1,29,7p460lrzt1kmp4rsofqa47eqy,1,84.2,90.7,2022-10-21T08:46:41.080Z,2022-10-22T11:10:19Z,3859369729,212,4.7,3859369727,141,97.1,3859369731,213,1.2,3859369723,56,Left,3859369725,140,85.8,,,,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883753,18,1,1,1,33,7p460lrzt1kmp4rsofqa47eqy,1,71.2,78.3,2022-10-21T08:46:44.856Z,2022-10-22T11:10:33Z,3859369797,140,62.7,3859369801,212,9.5,3859369799,141,73.5,3859369803,213,3.5,3859369795,56,Center,,,,,,,,,,cqwfvlrzbld40ce3s1qmdniz9,C. Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883761,19,1,1,1,35,7p460lrzt1kmp4rsofqa47eqy,1,62.7,73.5,2022-10-21T08:46:47.209Z,2022-10-21T08:46:49Z,3859369845,140,76.5,3859369851,213,0.7,3859369847,141,92.0,3859369841,155,,3859369849,212,19.2,3859369843,56,Left,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883777,20,1,1,1,37,7p460lrzt1kmp4rsofqa47eqy,0,82.2,90.5,2022-10-21T08:46:49.240Z,2022-10-22T11:10:50Z,3859369915,141,47.3,3859369907,2,,3859369909,155,,3859369917,212,32.8,3859369911,56,Center,3861347429,224,,3861347431,72,,3859369919,213,5.2,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,3859369913,140,96.1,3859369921,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883811,22,12,1,1,39,7jv344gvcvgqg7oeuc9u554dm,1,2.4,52.4,2022-10-21T08:46:51.315Z,2022-10-22T11:11:05Z,3859370051,141,84.9,3859370055,213,0.9,3859370047,56,Back,3859370049,140,18.2,3859370053,212,27.6,,,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883813,21,61,1,1,44,7p460lrzt1kmp4rsofqa47eqy,0,81.3,13.2,2022-10-21T08:46:55.993Z,2022-10-22T11:11:08Z,3859370057,56,Right,,,,,,,,,,,,,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883821,22,5,1,1,45,7p460lrzt1kmp4rsofqa47eqy,0,88.1,-1.3,2022-10-21T08:46:56.409Z,2022-10-21T08:46:59Z,3859370079,56,Right,3859370081,347,,3859370163,233,23,,,,,,,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883835,23,5,1,1,45,7jv344gvcvgqg7oeuc9u554dm,1,11.9,101.3,2022-10-21T08:46:56.409Z,2022-10-21T08:58:39Z,3859370127,56,Back,3859370141,233,22,3859370129,347,,,,,,,,,,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883839,24,43,1,1,47,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2022-10-21T08:46:58.658Z,2022-10-21T08:47:02Z,3859370237,144,49,,,,,,,,,,,,,,,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883973,25,1,1,2,9,7jv344gvcvgqg7oeuc9u554dm,1,11.5,100,2022-10-21T08:47:20.465Z,2022-10-21T08:47:22Z,3859370745,212,13.5,3859370737,107,,3859370739,56,Back,3859370741,140,22.4,3859370747,213,5.7,3859370743,141,91.4,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474883989,26,1,1,2,10,7jv344gvcvgqg7oeuc9u554dm,1,22.4,91.4,2022-10-21T08:47:22.178Z,2022-10-21T08:47:23Z,3859370815,140,14.5,3859370813,56,Back,3859370821,213,2.8,3859370817,141,96.3,3859370819,212,8.9,,,,,,,,,,4lk250c1xd4xsowjrdi0uuevp,D. De Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474884007,27,1,1,2,12,7jv344gvcvgqg7oeuc9u554dm,0,14.4,96.3,2022-10-21T08:47:23.458Z,2022-10-21T08:47:56Z,3859370915,212,23.5,3859370909,140,36.8,3859370901,157,,3859370923,1,,3859370919,213,6.3,3859370913,141,95.6,3859370905,56,Back,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474884041,28,4,1,2,17,7jv344gvcvgqg7oeuc9u554dm,1,34.2,95.1,2022-10-21T08:47:28.762Z,2022-10-22T11:12:05Z,3859371057,13,,3859371059,294,,3859371099,233,23,3859371065,286,,3859371063,152,,3859371061,56,Back,,,,,,,ebsxh1pvxhmt8olxtapkrf7xl,D. Arzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474884043,23,4,1,2,17,7p460lrzt1kmp4rsofqa47eqy,0,65.8,4.9,2022-10-21T08:47:28.763Z,2022-10-22T11:12:04Z,3859371073,56,Right,3859371069,13,,3859371111,233,28,3859371071,294,,3859371077,285,,3859371075,152,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474884163,29,1,1,2,33,7jv344gvcvgqg7oeuc9u554dm,1,40.5,93.5,2022-10-21T08:47:44.802Z,2022-10-21T08:47:46Z,3859371653,212,17.5,3859371645,152,,3859371651,141,74.1,3859371649,140,29.5,3859371647,56,Back,3859371667,189,,3859371655,213,4.0,3859371643,5,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474884205,30,1,1,2,36,7jv344gvcvgqg7oeuc9u554dm,0,34.5,72.1,2022-10-21T08:47:48.371Z,2022-10-21T08:47:51Z,3859371835,212,55.7,3859371837,213,6.1,3859371831,140,86.9,3859371827,155,,3859371829,56,Center,3859371839,1,,3859371833,141,59.0,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474884223,24,52,1,2,41,7p460lrzt1kmp4rsofqa47eqy,1,12.5,47.5,2022-10-21T08:47:52.745Z,2022-10-22T11:12:20Z,3861352903,377,,,,,,,,,,,,,,,,,,,,,,,do3hflya9zwcdzxiev0m2cclx,J. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474884287,25,1,1,2,44,7p460lrzt1kmp4rsofqa47eqy,1,12.3,46.9,2022-10-21T08:47:55.752Z,2022-10-21T08:47:59Z,3859372161,212,16.3,3859372163,213,5.3,3859372155,56,Back,3859372153,123,,3859372159,141,26.4,3859372157,140,20.4,,,,,,,do3hflya9zwcdzxiev0m2cclx,J. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474884343,26,1,1,2,47,7p460lrzt1kmp4rsofqa47eqy,1,21.2,27.4,2022-10-21T08:47:59.336Z,2022-10-21T08:48:05Z,3859372391,56,Back,3859372397,141,14.9,3859372395,140,41.1,3859372399,212,22.6,3859372401,213,5.9,,,,,,,,,,d2xblktxmr8illac50p2gcmhh,L. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
