id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,keyPass,qualifier/12/value,qualifier/16/value,qualifier/13/value,qualifier/18/value
2506823643,3,74,1,0,13,6j4xzc2g1eeafo6v1f38d4x22,1,79.3,91.3,2023-02-12T06:00:51.108Z,2023-02-13T13:24:18Z,4027524839,56,Left,4027524841,285,,4027524865,233,9,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823649,4,5,1,0,15,6j4xzc2g1eeafo6v1f38d4x22,0,75,101.6,2023-02-12T06:00:53.204Z,2023-02-12T06:00:54Z,4027524929,233,10,4027524881,347,,4027524879,56,Left,,,,,,,,,,,,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823655,10,5,1,0,15,7jv344gvcvgqg7oeuc9u554dm,1,25,-1.6,2023-02-12T06:00:53.204Z,2023-02-12T06:08:23Z,4027524925,233,4,4027524917,347,,4027524915,56,Back,,,,,,,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823677,11,1,1,0,22,7jv344gvcvgqg7oeuc9u554dm,1,24.9,0,2023-02-12T06:01:00.401Z,2023-02-12T06:01:03Z,4027525059,212,14.1,4027525055,140,18.0,4027525053,56,Back,4027525057,141,16.5,4027525061,213,2.1,4027525051,107,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823685,12,1,1,0,24,7jv344gvcvgqg7oeuc9u554dm,1,15.2,16.5,2023-02-12T06:01:02.907Z,2023-02-12T06:01:05Z,4027525091,213,2.0,4027525085,140,7.1,4027525089,212,22.8,4027525083,56,Back,4027525087,141,47.6,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823701,13,1,1,0,27,7jv344gvcvgqg7oeuc9u554dm,1,8.2,47.9,2023-02-12T06:01:05.434Z,2023-02-12T06:01:10Z,4027525161,140,20.8,4027525163,141,92.3,4027525167,213,1.2,4027525169,1,,4027525159,56,Back,4027525165,212,33.0,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823709,14,1,1,0,32,7jv344gvcvgqg7oeuc9u554dm,0,20.8,92.4,2023-02-12T06:01:10.827Z,2023-02-12T06:01:14Z,4027525201,140,56.8,4027525209,1,,4027525197,155,,4027525205,212,38.2,4027525203,141,84.4,4027525207,213,6.1,4027525199,56,Left,,,,6i6sc8ttypctphire7scntu51,A. Šušnjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823715,5,1,1,0,34,6j4xzc2g1eeafo6v1f38d4x22,1,42.7,27.6,2023-02-12T06:01:12.333Z,2023-02-12T06:01:15Z,4027525251,213,5.9,4027525241,3,,4027525249,212,14.3,4027525245,140,55.3,4027525247,141,19.5,4027525243,56,Right,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823717,6,49,1,0,36,6j4xzc2g1eeafo6v1f38d4x22,1,55.3,19.5,2023-02-12T06:01:14.942Z,2023-02-12T06:56:48Z,,,,,,,,,,,,,,,,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823729,7,1,1,0,37,6j4xzc2g1eeafo6v1f38d4x22,1,55.3,19.5,2023-02-12T06:01:15.360Z,2023-02-12T06:56:47Z,4027525351,212,17.4,4027525347,140,40.2,4027525353,213,3.6,4027525345,56,Back,4027525349,141,9.0,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823731,8,1,1,0,41,6j4xzc2g1eeafo6v1f38d4x22,1,36.6,10.8,2023-02-12T06:01:19.181Z,2023-02-12T06:56:52Z,4027525367,141,28.0,4027525363,56,Back,4027525365,140,29.0,4027525371,213,2.2,4027525369,212,14.2,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823739,9,1,1,0,43,6j4xzc2g1eeafo6v1f38d4x22,1,28.8,28,2023-02-12T06:01:21.262Z,2023-02-12T06:01:23Z,4027525413,213,1.6,4027525409,141,57.9,4027525411,212,20.3,4027525405,56,Back,4027525407,140,28.3,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823755,10,1,1,0,45,6j4xzc2g1eeafo6v1f38d4x22,1,28.1,59.5,2023-02-12T06:01:23.742Z,2023-02-12T06:01:26Z,4027525469,212,14.8,4027525471,213,4.7,4027525465,140,28.0,4027525463,56,Back,4027525467,141,37.8,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823773,11,1,1,0,48,6j4xzc2g1eeafo6v1f38d4x22,1,28,37.8,2023-02-12T06:01:26.558Z,2023-02-12T06:01:30Z,4027525545,56,Back,4027525553,213,5.1,4027525549,141,13.1,4027525547,140,34.3,4027525551,212,18.1,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823775,12,1,1,0,52,6j4xzc2g1eeafo6v1f38d4x22,1,31.7,14.8,2023-02-12T06:01:30.318Z,2023-02-12T06:01:31Z,4027525563,56,Back,4027525567,141,5.8,4027525569,212,14.0,4027525571,213,5.8,4027525565,140,43.7,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823779,13,1,1,0,53,6j4xzc2g1eeafo6v1f38d4x22,1,43.7,5.8,2023-02-12T06:01:31.373Z,2023-02-12T06:01:39Z,4027525591,140,30.6,4027525589,56,Back,4027525595,212,13.8,4027525597,213,3.2,4027525593,141,4.6,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823785,14,1,1,0,55,6j4xzc2g1eeafo6v1f38d4x22,1,30.6,4.6,2023-02-12T06:01:33.646Z,2023-02-12T06:57:11Z,4027525633,140,24.6,4027525639,212,12.7,4027525641,213,2.1,4027525635,141,20.9,4027525631,56,Back,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823805,15,1,1,0,58,6j4xzc2g1eeafo6v1f38d4x22,1,24.6,20.9,2023-02-12T06:01:36.366Z,2023-02-12T06:01:38Z,4027525691,56,Back,4027525699,213,1.6,4027525695,141,48.9,4027525697,212,19.0,4027525693,140,24.5,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823817,16,1,1,1,1,6j4xzc2g1eeafo6v1f38d4x22,1,27.6,53,2023-02-12T06:01:39.806Z,2023-02-12T06:01:41Z,4027525751,141,84.5,4027525749,140,30.5,4027525753,212,21.6,4027525755,213,1.4,4027525747,56,Back,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823835,17,1,1,1,3,6j4xzc2g1eeafo6v1f38d4x22,1,29.6,85.5,2023-02-12T06:01:41.678Z,2023-02-12T06:01:44Z,4027525821,141,69.4,4027525823,212,14.3,4027525819,140,20.9,4027525817,56,Back,4027525825,213,4.0,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823855,18,1,1,1,6,6j4xzc2g1eeafo6v1f38d4x22,1,20.9,69.4,2023-02-12T06:01:44.862Z,2023-02-12T06:01:50Z,4027525927,213,4.8,4027525923,141,35.8,4027525919,56,Back,4027525921,140,23.7,4027525925,212,23.0,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823857,19,1,1,1,11,6j4xzc2g1eeafo6v1f38d4x22,0,22.5,24.7,2023-02-12T06:01:49.542Z,2023-02-12T06:02:02Z,4027526113,236,,4027525931,56,Back,4027526115,233,15,4027526119,286,,4027525933,140,27.1,4027525937,212,4.9,4027525939,213,6.2,4027525935,141,23.9,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823881,15,74,1,1,11,7jv344gvcvgqg7oeuc9u554dm,1,73.4,74.4,2023-02-12T06:01:49.543Z,2023-02-13T13:25:02Z,4027526043,285,,4027526041,56,Center,4027526125,233,19,,,,,,,,,,,,,,,,49tycizve9vcx6u78ity42r8q,M. Najjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823897,16,5,1,1,14,7jv344gvcvgqg7oeuc9u554dm,0,100.8,86.8,2023-02-12T06:01:53.069Z,2023-02-12T06:02:06Z,4027526139,346,,4027526179,233,20,4027526137,56,Left,,,,,,,,,,,,,,,,49tycizve9vcx6u78ity42r8q,M. Najjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823867,20,5,1,1,14,6j4xzc2g1eeafo6v1f38d4x22,1,-0.8,13.2,2023-02-12T06:01:53.069Z,2023-02-12T06:08:23Z,4027525971,56,Back,4027526175,233,16,4027525973,346,,,,,,,,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823951,21,1,1,1,40,6j4xzc2g1eeafo6v1f38d4x22,0,4.5,39.8,2023-02-12T06:02:18.543Z,2023-02-12T06:02:25Z,4027526403,212,63.2,4027526407,1,,4027526411,74,,4027526405,213,6.3,4027526395,124,,4027526401,141,38.3,4027526399,140,64.7,4027526397,56,Center,56p368h15z4s1izxoz3pvu4et,O. Sail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823955,17,44,1,1,44,7jv344gvcvgqg7oeuc9u554dm,1,35.2,58.8,2023-02-12T06:02:22.751Z,2023-02-12T06:02:24Z,4027526419,285,,4027526441,233,22,4027526417,56,Back,,,,,,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823963,22,44,1,1,44,6j4xzc2g1eeafo6v1f38d4x22,0,64.8,41.2,2023-02-12T06:02:22.752Z,2023-02-12T06:02:25Z,4027526435,286,,4027526475,233,17,4027526433,56,Center,,,,,,,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823969,18,1,1,1,45,7jv344gvcvgqg7oeuc9u554dm,0,36.2,54.9,2023-02-12T06:02:23.150Z,2023-02-12T06:02:27Z,4027526461,56,Back,4027526467,212,11.4,4027526463,140,46.9,4027526469,213,6.1,4027526459,3,,4027526465,141,51.9,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823977,23,1,1,1,47,6j4xzc2g1eeafo6v1f38d4x22,1,56.1,44.8,2023-02-12T06:02:25.139Z,2023-02-12T06:02:27Z,4027526511,56,Center,4027526519,213,4.4,4027526515,141,32.8,4027526513,140,53.6,4027526517,212,8.6,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823983,24,1,1,1,49,6j4xzc2g1eeafo6v1f38d4x22,1,53.6,32.8,2023-02-12T06:02:27.392Z,2023-02-12T06:57:42Z,4027526543,213,0.8,4027526539,141,57.0,4027526541,212,22.7,4027526535,56,Center,4027526537,140,68.5,4027526533,155,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823985,25,1,1,1,50,6j4xzc2g1eeafo6v1f38d4x22,0,68.4,60.7,2023-02-12T06:02:28.527Z,2023-02-12T06:02:29Z,4027526551,140,73.7,4027526547,3,,4027526555,212,10.0,4027526549,56,Center,4027526553,141,48.5,4027526557,213,5.3,,,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507470753,873,49,1,1,51,7jv344gvcvgqg7oeuc9u554dm,1,27.3,32.9,2023-02-12T06:02:29.132Z,2023-02-13T13:25:50Z,,,,,,,,,,,,,,,,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823991,19,1,1,1,51,7jv344gvcvgqg7oeuc9u554dm,0,31.4,35.2,2023-02-12T06:02:29.710Z,2023-02-12T06:02:31Z,4027526585,56,Center,4027526589,141,34.2,4027526587,140,54.1,4027526593,213,6.3,4027526583,155,,4027526591,212,23.8,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506824003,26,61,1,1,52,6j4xzc2g1eeafo6v1f38d4x22,0,46.2,63.3,2023-02-12T06:02:30.280Z,2023-02-12T06:57:52Z,4027526641,56,Back,,,,,,,,,,,,,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506823995,20,61,1,1,53,7jv344gvcvgqg7oeuc9u554dm,0,47,31.6,2023-02-12T06:02:31.982Z,2023-02-12T06:02:32Z,4027526609,56,Back,,,,,,,,,,,,,,,,,,,,,,f3z4grszald48qd1fidjycidw,J. Drew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506824009,27,50,1,1,54,6j4xzc2g1eeafo6v1f38d4x22,1,47.8,66.4,2023-02-12T06:02:32.717Z,2023-02-12T06:58:17Z,4027526661,286,,4027587051,233,21,4027526659,56,Back,,,,,,,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506824001,21,7,1,1,54,7jv344gvcvgqg7oeuc9u554dm,0,52.2,33.6,2023-02-12T06:02:32.718Z,2023-02-13T13:26:03Z,4027526635,56,Center,4027526677,233,27,4027526637,285,,4030852225,385,,,,,,,,,,,,,,f3z4grszald48qd1fidjycidw,J. Drew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506824021,28,49,1,1,58,6j4xzc2g1eeafo6v1f38d4x22,1,39.2,65.6,2023-02-12T06:02:36.719Z,2023-02-12T06:02:37Z,,,,,,,,,,,,,,,,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506824025,29,1,1,1,59,6j4xzc2g1eeafo6v1f38d4x22,0,39.2,65.6,2023-02-12T06:02:37.280Z,2023-02-12T06:02:37Z,4027526725,141,26.4,4027526729,213,5.8,4027526719,157,,4027526727,212,57.9,4027526723,140,88.2,4027526721,56,Center,4027526731,1,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506824027,22,49,1,2,1,7jv344gvcvgqg7oeuc9u554dm,1,9.2,90.5,2023-02-12T06:02:40.015Z,2023-02-12T06:02:40Z,,,,,,,,,,,,,,,,,,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506824043,23,1,1,2,5,7jv344gvcvgqg7oeuc9u554dm,1,10.3,86.5,2023-02-12T06:02:43.646Z,2023-02-12T06:02:45Z,4027526837,212,14.8,4027526833,140,15.0,4027526831,56,Back,4027526835,141,66.0,4027526839,213,5.1,,,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506824067,24,1,1,2,7,7jv344gvcvgqg7oeuc9u554dm,1,18.4,62.7,2023-02-12T06:02:46.013Z,2023-02-12T06:02:53Z,4027526971,213,4.9,4027526969,212,24.7,4027526965,140,23.3,4027526963,56,Back,4027526967,141,27.1,,,,,,,,,,6i6sc8ttypctphire7scntu51,A. Šušnjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506824073,25,1,1,2,15,7jv344gvcvgqg7oeuc9u554dm,1,43.4,23.3,2023-02-12T06:02:53.807Z,2023-02-12T06:02:57Z,4027527009,212,18.3,4027527011,213,2.7,4027527005,140,27.8,4027527007,141,35.2,4027527003,56,Back,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506824079,26,1,1,2,19,7jv344gvcvgqg7oeuc9u554dm,1,26.1,38.3,2023-02-12T06:02:57.231Z,2023-02-12T06:02:59Z,4027527041,140,27.5,4027527047,213,1.5,4027527039,56,Back,4027527043,141,70.5,4027527045,212,21.9,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506824091,27,1,1,2,20,7jv344gvcvgqg7oeuc9u554dm,1,27.5,70,2023-02-12T06:02:58.991Z,2023-02-12T06:03:01Z,4027527093,141,37.1,4027527097,213,4.6,4027527095,212,22.5,4027527089,56,Back,4027527091,140,25.4,,,,,,,,,,6i6sc8ttypctphire7scntu51,A. Šušnjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
