id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2490003689,4,5,1,0,9,c33jm806py6adse5wv9wx6ch1,0,50.3,101.8,2022-12-10T08:45:51.651Z,2022-12-10T08:49:59Z,3938915155,56,Left,3938915219,233,8,3938915157,347,,,,,,,,,,,,,,,,,7q8urr40blud747zzb3io8w5x,R. van der Venne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003699,8,5,1,0,9,38ui5tfi8anjuh533emny2tz1,1,49.7,-1.8,2022-12-10T08:45:51.651Z,2022-12-10T08:45:58Z,3938915211,233,4,3938915203,347,,3938915201,56,Back,,,,,,,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003705,9,1,1,0,15,38ui5tfi8anjuh533emny2tz1,1,47.2,0,2022-12-10T08:45:58.164Z,2022-12-10T08:46:01Z,3938915241,56,Center,3938915251,1,,3938915239,107,,3938915245,141,31.2,3938915247,212,22.7,3938915243,140,53.0,3938915249,213,1.3,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003725,10,1,1,0,18,38ui5tfi8anjuh533emny2tz1,1,52.2,30,2022-12-10T08:46:00.948Z,2022-12-10T09:37:07Z,3938915357,213,2.4,3938915353,141,58.7,3938915349,56,Back,3938915355,212,28.4,3938915351,140,32.5,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003741,11,1,1,0,22,38ui5tfi8anjuh533emny2tz1,1,31.1,65.5,2022-12-10T08:46:04.835Z,2022-12-10T09:37:15Z,3938915403,140,50.7,3938915409,213,0.8,3938915407,212,28.8,3938915401,56,Left,3938915405,141,95.1,,,,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003747,12,1,1,0,26,38ui5tfi8anjuh533emny2tz1,1,43.8,84.1,2022-12-10T08:46:09.123Z,2022-12-10T09:37:32Z,3938915427,56,Back,3938915435,213,4.6,3938915431,141,64.6,3938915433,212,13.3,3938915429,140,43.0,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003757,13,1,1,0,30,38ui5tfi8anjuh533emny2tz1,1,44.6,64.5,2022-12-10T08:46:13.267Z,2022-12-10T08:46:16Z,3938915521,1,,3938915517,212,51.2,3938915519,213,5.4,3938915513,140,76.1,3938915509,155,,3938915515,141,7.1,3938915511,56,Right,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003761,14,1,1,0,33,38ui5tfi8anjuh533emny2tz1,1,76.1,7.1,2022-12-10T08:46:15.972Z,2022-12-10T08:46:19Z,3938915551,212,9.7,3938915545,56,Right,3938915547,140,84.8,3938915553,213,0.3,3938915549,141,11.7,3938915543,155,,,,,,,,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003767,15,1,1,0,37,38ui5tfi8anjuh533emny2tz1,1,86.2,8.9,2022-12-10T08:46:19.443Z,2022-12-10T09:37:40Z,3938915607,213,3.5,3938915603,141,3.5,3938915599,56,Right,3938915605,212,10.3,3938915601,140,77.0,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003769,16,1,1,0,39,38ui5tfi8anjuh533emny2tz1,1,77,3.5,2022-12-10T08:46:22.084Z,2022-12-10T08:46:23Z,3938915617,212,13.5,3938915615,141,12.9,3938915619,213,2.6,3938915611,56,Right,3938915613,140,65.7,,,,,,,,,,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003775,17,1,1,0,41,38ui5tfi8anjuh533emny2tz1,1,60.6,18.5,2022-12-10T08:46:23.827Z,2022-12-10T08:46:25Z,3938915641,212,6.3,3938915639,141,25.0,3938915637,140,56.3,3938915643,213,2.4,3938915635,56,Center,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003779,18,1,1,0,42,38ui5tfi8anjuh533emny2tz1,1,56.3,25,2022-12-10T08:46:25.188Z,2022-12-10T08:46:27Z,3938915665,212,9.2,3938915661,140,54.0,3938915659,56,Right,3938915663,141,11.9,3938915667,213,4.4,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003783,19,1,1,0,45,38ui5tfi8anjuh533emny2tz1,1,46.6,9.5,2022-12-10T08:46:27.557Z,2022-12-10T08:46:30Z,3938915683,141,21.9,3938915687,213,2.8,3938915679,56,Back,3938915681,140,25.2,3938915685,212,24.0,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003789,20,1,1,0,47,38ui5tfi8anjuh533emny2tz1,1,25.2,21.9,2022-12-10T08:46:30.196Z,2022-12-10T08:46:34Z,3938915751,213,2.4,3938915745,140,7.4,3938915749,212,26.0,3938915743,56,Back,3938915747,141,48.5,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003795,21,1,1,0,51,38ui5tfi8anjuh533emny2tz1,0,10.2,59,2022-12-10T08:46:34.243Z,2022-12-10T08:46:36Z,3938915811,141,100.0,3938915813,212,46.4,3938915807,56,Back,3938915815,213,0.7,3938915817,1,,3938915805,155,,3938915809,140,44.7,,,,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003817,5,5,1,0,53,c33jm806py6adse5wv9wx6ch1,1,52.9,-1.8,2022-12-10T08:46:36.069Z,2022-12-10T08:50:00Z,3938916011,233,22,3938916003,56,Right,3938916005,347,,,,,,,,,,,,,,,,,af7c4t8wp0341io4x0dl02ac5,A. Nabbout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003797,22,5,1,0,53,38ui5tfi8anjuh533emny2tz1,0,47.1,101.8,2022-12-10T08:46:36.069Z,2022-12-10T08:46:47Z,3938915825,347,,3938915823,56,Back,3938916023,233,5,,,,,,,,,,,,,,,,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003823,6,1,1,1,1,c33jm806py6adse5wv9wx6ch1,1,58.5,0,2022-12-10T08:46:44.329Z,2022-12-10T09:39:20Z,3938916043,212,6.2,3938916035,107,,3938916041,141,6.7,3938916045,213,1.3,3938916039,140,60.2,3938916037,56,Right,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003825,7,1,1,1,2,c33jm806py6adse5wv9wx6ch1,0,60.2,6.7,2022-12-10T08:46:45.001Z,2022-12-10T09:39:21Z,3938916067,212,5.9,3938916065,141,1.9,3938916069,213,3.7,3938916063,140,55.5,3938916061,56,Right,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003835,23,12,1,1,4,38ui5tfi8anjuh533emny2tz1,1,38.2,96,2022-12-10T08:46:47.179Z,2022-12-11T07:51:35Z,3938916141,56,Back,3938916143,140,39.5,3938916145,141,97.7,3938916149,213,0.7,3938916147,212,1.8,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003827,8,61,1,1,5,c33jm806py6adse5wv9wx6ch1,1,56,1.9,2022-12-10T08:46:48.249Z,2022-12-10T09:39:27Z,3938916077,56,Right,,,,,,,,,,,,,,,,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003837,24,61,1,1,8,38ui5tfi8anjuh533emny2tz1,1,39.5,97.1,2022-12-10T08:46:50.478Z,2022-12-10T08:47:16Z,3938916155,56,Back,,,,,,,,,,,,,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003849,9,5,1,1,9,c33jm806py6adse5wv9wx6ch1,1,59.1,-1.6,2022-12-10T08:46:51.498Z,2022-12-10T08:47:15Z,3938916229,233,25,3938916225,56,Right,3938916227,347,,,,,,,,,,,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003839,25,5,1,1,9,38ui5tfi8anjuh533emny2tz1,0,40.9,101.6,2022-12-10T08:46:51.498Z,2022-12-10T08:50:00Z,3938916233,233,9,3938916163,347,,3938916161,56,Back,,,,,,,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003853,10,1,1,1,15,c33jm806py6adse5wv9wx6ch1,1,57.8,0,2022-12-10T08:46:58.329Z,2022-12-10T08:46:59Z,3938916251,213,1.1,3938916245,140,61.5,3938916241,107,,3938916247,141,8.8,3938916249,212,8.1,3938916243,56,Right,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003857,11,1,1,1,16,c33jm806py6adse5wv9wx6ch1,1,61.5,8.8,2022-12-10T08:46:59.305Z,2022-12-10T08:47:01Z,3938916273,213,0.3,3938916267,140,65.5,3938916271,212,4.3,3938916269,141,10.4,3938916265,56,Right,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003861,12,1,1,1,21,c33jm806py6adse5wv9wx6ch1,1,65,10.9,2022-12-10T08:47:04.122Z,2022-12-10T08:47:28Z,3938916301,213,0.1,3938916295,140,72.0,3938916293,56,Right,3938916299,212,7.4,3938916297,141,12.3,,,,,,,,,,af7c4t8wp0341io4x0dl02ac5,A. Nabbout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003863,13,1,1,1,22,c33jm806py6adse5wv9wx6ch1,1,72,12.3,2022-12-10T08:47:04.713Z,2022-12-10T08:47:42Z,3938916313,213,6.0,3938916311,212,15.0,3938916307,140,85.7,3938916309,141,5.9,3938916305,56,Right,,,,,,,,,,31v9w4cyk1fxlig452kuc65ed,J. Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003945,16,1,1,1,24,c33jm806py6adse5wv9wx6ch1,1,77,8,2022-12-10T08:47:06.444Z,2022-12-10T08:48:08Z,3938916737,212,14.7,3938916739,213,0.7,3938916733,140,87.9,3938916735,141,21.6,3938916731,56,Center,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003865,14,1,1,1,25,c33jm806py6adse5wv9wx6ch1,0,95.4,25,2022-12-10T08:47:07.418Z,2022-12-11T07:52:06Z,3938916319,140,83.5,3938916321,141,48.2,3938916323,212,20.1,3938916325,213,2.2,3938916317,56,Center,,,,,,,,,,af7c4t8wp0341io4x0dl02ac5,A. Nabbout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003871,26,49,1,1,26,38ui5tfi8anjuh533emny2tz1,1,16.4,46,2022-12-10T08:47:09.236Z,2022-12-10T08:47:09Z,,,,,,,,,,,,,,,,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003877,27,1,1,1,27,38ui5tfi8anjuh533emny2tz1,1,16.7,45.8,2022-12-10T08:47:10.085Z,2022-12-10T09:38:50Z,3938916365,56,Back,3938916369,141,12.2,3938916373,213,5.0,3938916367,140,22.9,3938916371,212,23.8,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003879,28,1,1,1,30,38ui5tfi8anjuh533emny2tz1,1,22.9,12.2,2022-12-10T08:47:13.012Z,2022-12-10T08:47:16Z,3938916393,213,1.0,3938916387,140,35.1,3938916391,212,22.7,3938916385,56,Back,3938916389,141,39.8,,,,,,,,,,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003891,29,1,1,1,33,38ui5tfi8anjuh533emny2tz1,1,42.5,51,2022-12-10T08:47:16.020Z,2022-12-10T08:47:23Z,3938916439,140,58.2,3938916445,213,0.9,3938916441,141,80.3,3938916437,56,Left,3938916443,212,25.9,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003897,30,1,1,1,41,38ui5tfi8anjuh533emny2tz1,1,71.9,75.9,2022-12-10T08:47:23.428Z,2022-12-10T09:06:51Z,3938916473,141,94.2,3938916477,213,1.1,3938916475,212,14.2,3938916471,140,78.4,3938916469,56,Left,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003903,31,1,1,1,43,38ui5tfi8anjuh533emny2tz1,1,76.3,93.6,2022-12-10T08:47:25.523Z,2022-12-10T08:47:28Z,3938916497,141,96.0,3938916493,56,Left,3938916499,212,6.8,3938916501,213,2.9,3938916495,140,70.0,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003909,32,1,1,1,46,38ui5tfi8anjuh533emny2tz1,1,70,96,2022-12-10T08:47:28.547Z,2022-12-10T09:39:12Z,3938916529,140,81.1,3938916533,212,11.7,3938916531,141,97.4,3938916535,213,0.1,3938916527,56,Left,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003985,27,45,1,1,47,c33jm806py6adse5wv9wx6ch1,0,20.7,3.6,2022-12-10T08:47:29.461Z,2022-12-11T07:52:48Z,3938917101,233,34,3938917087,285,,3938917085,56,Back,,,,,,,,,,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003923,34,3,1,1,47,38ui5tfi8anjuh533emny2tz1,1,79.3,96.4,2022-12-10T08:47:29.461Z,2022-12-11T07:52:48Z,3938916611,286,,3940345925,464,,3938917093,233,27,3938916609,56,Left,,,,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003917,33,1,1,1,49,38ui5tfi8anjuh533emny2tz1,1,78.1,89,2022-12-10T08:47:32.115Z,2022-12-11T07:53:29Z,3938916581,141,67.6,3938916583,212,17.9,3938916747,154,,3938916585,213,5.3,3938916577,56,Center,3938916579,140,88.0,3938916745,210,14,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490004933,120,45,1,1,50,c33jm806py6adse5wv9wx6ch1,0,15.5,23,2022-12-10T08:47:32.461Z,2022-12-10T09:07:08Z,3938921481,56,Back,3938921483,285,,3938925953,233,186,,,,,,,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490005775,186,3,1,1,50,38ui5tfi8anjuh533emny2tz1,1,84.5,77,2022-12-10T08:47:32.461Z,2022-12-11T07:53:02Z,3938925939,56,Center,3938925943,233,120,3938925941,286,,3940345989,465,,,,,,,,,,,,,,cuaqqokt0c82wz0bc0tt10rxm,P. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003925,35,14,1,1,53,38ui5tfi8anjuh533emny2tz1,1,89.6,72.6,2022-12-10T08:47:35.403Z,2022-12-11T07:53:29Z,3938916751,29,,3938916759,102,55.2,3938916753,154,,3938916749,73,,3938916615,22,,3938916765,231,51.1,3938916703,20,,3938916755,55,33,cuaqqokt0c82wz0bc0tt10rxm,P. Wood,,3938916619,56,Center,3938916617,64,3938916763,230,99.1,3938916761,103,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003919,15,5,1,1,53,c33jm806py6adse5wv9wx6ch1,1,-1.4,43.7,2022-12-10T08:47:35.597Z,2022-12-10T08:47:39Z,3938916589,56,Back,3938916647,233,36,3938916591,346,,,,,,,,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003929,36,5,1,1,53,38ui5tfi8anjuh533emny2tz1,0,101.4,56.3,2022-12-10T08:47:35.597Z,2022-12-10T09:39:23Z,3938916641,346,,3938916651,233,15,3938916639,56,Center,,,,,,,,,,,,,,,,cuaqqokt0c82wz0bc0tt10rxm,P. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490003949,17,1,1,2,18,c33jm806py6adse5wv9wx6ch1,1,3,52.1,2022-12-10T08:48:01.291Z,2022-12-10T08:48:02Z,3938916805,212,14.4,3938916801,140,10.8,3938916799,56,Back,3938916803,141,69.6,3938916807,213,1.0,3938916811,237,,3938916797,124,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
