id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId
2469407675,32,43,1,1,33,6h553bwfqkoxayuv80uikkn42,1,0,0,2022-10-09T04:04:38.313Z,2022-10-09T04:34:28Z,3830362727,141,84.5,3830362731,213,1.9,3830362723,56,Left,3830362725,140,69.4,3830362729,212,13.7,3830401023,144,1,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407685,33,1,1,1,34,6h553bwfqkoxayuv80uikkn42,1,69.7,72.7,2022-10-09T04:04:39.832Z,2022-10-09T04:34:29Z,3830362785,213,4.1,3830362777,56,Center,3830362783,212,24.6,3830362781,141,43.7,3830362779,140,55.7,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407695,34,1,1,1,36,6h553bwfqkoxayuv80uikkn42,1,60.5,31.5,2022-10-09T04:04:41.353Z,2022-10-10T08:55:40Z,3830362829,56,Center,3830362833,141,36.3,3830362835,212,10.4,3830362831,140,69.9,3830362837,213,0.3,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407697,35,61,1,1,37,6h553bwfqkoxayuv80uikkn42,0,69.9,36.3,2022-10-09T04:04:43.033Z,2022-10-10T08:56:48Z,3830362841,56,Center,,,,,,,,,,,,,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470233469,871,1,1,1,38,cuj4qahgk4idsme4dg8clk6gw,1,34.1,58.5,2022-10-09T04:04:43.801Z,2022-10-10T08:56:42Z,3834736867,56,Back,3834736873,212,6.8,3834736875,213,4.5,3834736869,140,32.7,3834736871,141,48.7,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469416077,421,1,1,1,39,cuj4qahgk4idsme4dg8clk6gw,1,31.5,59.2,2022-10-09T04:04:44.701Z,2022-10-10T08:56:51Z,3834736889,212,5.8,3834736891,213,1.0,3834736885,140,34.6,3830415855,56,Back,3834736887,141,66.2,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469416469,429,49,1,1,41,cuj4qahgk4idsme4dg8clk6gw,1,40,60.6,2022-10-09T04:04:46.668Z,2022-10-09T04:50:06Z,,,,,,,,,,,,,,,,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469416189,424,1,1,1,42,cuj4qahgk4idsme4dg8clk6gw,1,34.4,62.6,2022-10-09T04:04:47.380Z,2022-10-10T08:55:53Z,3830416319,212,12.5,3830416313,56,Back,3830416315,140,39.3,3830416321,213,5.1,3830416317,141,45.8,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407733,13,4,1,1,45,cuj4qahgk4idsme4dg8clk6gw,1,38.7,47.2,2022-10-09T04:04:50.892Z,2022-10-09T04:50:08Z,3830363013,233,36,3830362979,56,Back,3830362981,152,,3830362977,13,,3830362983,265,,3830362985,286,,,,,,,,njzhdtpegev8seam0oe0zpp1,B. Fornaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407735,36,4,1,1,45,6h553bwfqkoxayuv80uikkn42,0,61.3,52.8,2022-10-09T04:04:50.893Z,2022-10-09T04:35:44Z,3830363005,285,,3830363003,265,,3830362997,13,,3830362999,56,Center,3830363049,233,13,3830363001,152,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469416947,440,1,1,2,5,cuj4qahgk4idsme4dg8clk6gw,1,47.7,51.6,2022-10-09T04:05:10.035Z,2022-10-09T04:52:09Z,3830420121,213,4.1,3830420243,189,,3830420117,141,35.8,3830420119,212,12.8,3830420193,5,,3830420203,152,,3830420115,140,41.1,3830420113,56,Back,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
