id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/12/value,qualifier/16/value,qualifier/17/value,assist
2538639455,10,49,1,0,16,38ui5tfi8anjuh533emny2tz1,1,19.3,12.8,2023-04-24T09:10:17.178Z,2023-04-24T09:10:17Z,,,,,,,,,,,,,,,,,,,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639467,11,1,1,0,16,38ui5tfi8anjuh533emny2tz1,1,23.8,4,2023-04-24T09:10:17.474Z,2023-04-24T09:17:45Z,4216890945,213,2.1,4216890941,141,43.5,4216890939,140,7.3,4216890937,56,Back,4216890943,212,32.0,,,,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639495,12,1,1,0,17,38ui5tfi8anjuh533emny2tz1,1,7,46.7,2023-04-24T09:10:18.930Z,2023-04-24T09:17:57Z,4216891053,140,20.9,4216891059,213,1.1,4216891057,212,32.7,4216891061,1,,4216891051,56,Back,4216891055,141,89.7,,,,,,,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639507,13,1,1,0,21,38ui5tfi8anjuh533emny2tz1,1,24.1,92.1,2023-04-24T09:10:22.322Z,2023-04-24T09:17:57Z,4216891119,140,48.2,4216891117,56,Back,4216891121,141,69.9,4216891125,213,5.7,4216891123,212,29.5,,,,,,,,,,9dxuc4hj1ovd3mpjrxombnm22,J. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639535,14,1,1,0,22,38ui5tfi8anjuh533emny2tz1,1,48.2,69.9,2023-04-24T09:10:24.034Z,2023-04-24T09:17:58Z,4216891231,156,,4216891209,140,41.8,4216891217,213,2.3,4216891211,141,81.2,4216891213,212,10.2,4216891207,56,Back,,,,,,,b255io6lia16l5dzuxfpruhud,A. Le Fondre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639569,15,1,1,0,25,38ui5tfi8anjuh533emny2tz1,0,42.1,81.1,2023-04-24T09:10:26.259Z,2023-04-24T09:10:29Z,4216891353,155,,4216891359,141,82.4,4216891363,213,0.0,4216891357,140,83.7,4216891361,212,43.7,4216891365,1,,4216891355,56,Left,,,,4rg5d1oo8rtclemhci81i6xg5,R. Mak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639565,7,49,1,0,28,v046no35g7ebk8lytdjmfb43,1,29.4,18.3,2023-04-24T09:10:29.158Z,2023-04-24T09:10:29Z,,,,,,,,,,,,,,,,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639609,8,1,1,0,31,v046no35g7ebk8lytdjmfb43,0,14.2,8.2,2023-04-24T09:10:33.108Z,2023-04-24T09:10:34Z,4216891547,1,,4216891545,213,0.3,4216891539,141,23.9,4216891533,157,,4216891537,140,46.9,4216891535,56,Back,4216891543,212,36.0,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639617,16,1,1,0,33,38ui5tfi8anjuh533emny2tz1,0,55.9,81.2,2023-04-24T09:10:34.170Z,2023-04-24T09:18:25Z,4216891567,141,66.6,4216891565,140,64.0,4216891561,3,,4216891563,56,Center,4216891569,212,13.1,4216891571,213,5.4,,,,,,,9dxuc4hj1ovd3mpjrxombnm22,J. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639663,9,1,1,0,35,v046no35g7ebk8lytdjmfb43,1,38.6,29.8,2023-04-24T09:10:36.967Z,2023-04-24T09:10:40Z,4216891789,56,Back,4216891797,213,1.7,4216891791,140,36.6,4216891795,212,15.2,4216891793,141,51.9,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639687,10,1,1,0,39,v046no35g7ebk8lytdjmfb43,1,47.4,66.4,2023-04-24T09:10:40.440Z,2023-04-24T09:10:43Z,4216891921,141,93.3,4216891925,213,1.7,4216891923,212,18.5,4216891919,140,44.5,4216891917,56,Back,,,,,,,,,,7nhzkoa6bywrlkj9nc3f5ylii,T. Gomulka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639707,11,1,1,0,41,v046no35g7ebk8lytdjmfb43,1,46.9,94.7,2023-04-24T09:10:42.959Z,2023-04-24T09:10:46Z,4216892029,213,4.4,4216892023,140,43.9,4216892027,212,9.7,4216892021,56,Back,4216892025,141,81.2,,,,,,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639725,12,1,1,0,45,v046no35g7ebk8lytdjmfb43,1,46.6,71.4,2023-04-24T09:10:46.604Z,2023-04-24T09:18:38Z,4216892105,140,33.2,4216892107,141,56.9,4216892111,213,3.8,4216892109,212,17.2,4216892103,56,Back,,,,,,,,,,7nhzkoa6bywrlkj9nc3f5ylii,T. Gomulka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639771,13,1,1,0,47,v046no35g7ebk8lytdjmfb43,1,31.2,54.8,2023-04-24T09:10:48.807Z,2023-04-24T09:10:53Z,4216892323,213,5.0,4216892321,212,21.2,4216892303,140,36.4,4216892301,56,Back,4216892319,141,24.6,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639789,14,1,1,0,52,v046no35g7ebk8lytdjmfb43,0,32.6,19,2023-04-24T09:10:53.682Z,2023-04-24T09:20:23Z,4216892381,212,39.9,4216892385,213,0.5,4216892387,1,,4216892375,140,66.0,4216892377,141,47.0,4216892373,56,Center,,,,,,,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639795,17,49,1,0,53,38ui5tfi8anjuh533emny2tz1,1,30.4,50.4,2023-04-24T09:10:54.349Z,2023-04-25T11:55:35Z,,,,,,,,,,,,,,,,,,,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639815,18,1,1,0,54,38ui5tfi8anjuh533emny2tz1,1,30.4,50.4,2023-04-24T09:10:55.683Z,2023-04-24T09:10:57Z,4216892475,56,Back,4216892477,140,22.7,4216892479,141,75.4,4216892481,212,18.8,4216892483,213,2.0,,,,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639855,19,1,1,0,56,38ui5tfi8anjuh533emny2tz1,1,22.4,75.4,2023-04-24T09:10:57.826Z,2023-04-24T09:11:02Z,4216892637,141,56.9,4216892635,140,5.6,4216892641,213,3.8,4216892633,56,Back,4216892639,212,21.7,,,,,,,,,,9dxuc4hj1ovd3mpjrxombnm22,J. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639881,20,1,1,1,1,38ui5tfi8anjuh533emny2tz1,1,5.6,55.2,2023-04-24T09:11:02.170Z,2023-04-24T09:11:05Z,4216892763,212,27.1,4216892759,140,10.9,4216892761,141,94.2,4216892765,213,1.4,4216892757,56,Back,,,,,,,,,,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639911,21,1,1,1,4,38ui5tfi8anjuh533emny2tz1,1,11.4,95.9,2023-04-24T09:11:05.579Z,2023-04-24T09:19:15Z,4216892925,213,5.8,4216892921,141,81.1,4216892923,212,23.1,4216892919,140,31.2,4216892917,56,Back,,,,,,,,,,9dxuc4hj1ovd3mpjrxombnm22,J. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639929,22,1,1,1,7,38ui5tfi8anjuh533emny2tz1,1,28.1,85,2023-04-24T09:11:08.138Z,2023-04-24T09:11:10Z,4216893003,141,97.7,4216892999,56,Back,4216893007,213,1.7,4216893001,140,27.4,4216893005,212,8.7,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538639989,23,1,1,1,9,38ui5tfi8anjuh533emny2tz1,1,27.7,96.6,2023-04-24T09:11:10.514Z,2023-04-24T09:11:15Z,4216893251,213,6.2,4216893247,141,96.0,4216893245,140,36.2,4216893249,212,8.9,4216893243,56,Back,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640009,24,1,1,1,14,38ui5tfi8anjuh533emny2tz1,1,39,94.7,2023-04-24T09:11:15.314Z,2023-04-24T09:20:47Z,4216893355,56,Back,4216893361,212,4.9,4216893357,140,34.4,4216893363,213,3.0,4216893359,141,95.9,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640029,25,1,1,1,15,38ui5tfi8anjuh533emny2tz1,1,34.4,95.9,2023-04-24T09:11:16.722Z,2023-04-24T09:11:18Z,4216893449,140,38.6,4216893453,212,4.4,4216893451,141,95.7,4216893455,213,6.3,4216893447,56,Back,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640033,26,43,1,1,16,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-04-24T09:11:18.098Z,2023-04-24T09:11:22Z,4216893471,213,6.0,4216893637,144,1,4216893469,212,2.1,4216893463,56,Back,4216893467,141,95.0,4216893465,140,40.5,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640045,27,61,1,1,19,38ui5tfi8anjuh533emny2tz1,0,38,96.5,2023-04-24T09:11:20.347Z,2023-04-24T09:11:20Z,4216893523,56,Back,,,,,,,,,,,,,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640067,15,5,1,1,20,v046no35g7ebk8lytdjmfb43,1,58.3,-2,2023-04-24T09:11:21.259Z,2023-04-24T09:20:49Z,4216893649,56,Right,4216893657,233,28,4216893651,347,,,,,,,,,,,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640049,28,5,1,1,20,38ui5tfi8anjuh533emny2tz1,0,41.7,102,2023-04-24T09:11:21.259Z,2023-04-24T09:11:24Z,4216893573,56,Back,4216893575,347,,4216893665,233,15,,,,,,,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640179,16,1,1,1,33,v046no35g7ebk8lytdjmfb43,1,58.6,0,2023-04-24T09:11:35.100Z,2023-04-24T09:11:38Z,4216894167,213,0.3,4216894157,107,,4216894165,212,13.0,4216894161,140,70.5,4216894163,141,3.4,4216894159,56,Right,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640195,17,1,1,1,36,v046no35g7ebk8lytdjmfb43,0,70.5,3.4,2023-04-24T09:11:37.929Z,2023-04-24T09:20:59Z,4216894219,3,,4216894223,56,Right,4216894229,212,9.3,4216894221,168,,4216894225,140,78.9,4216894231,213,6.0,4216894227,141,0.0,,,,2h9me0kgogb1ke6327y78hk9h,S. Šćepović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640199,18,5,1,1,37,v046no35g7ebk8lytdjmfb43,0,78.8,-1.2,2023-04-24T09:11:38.318Z,2023-04-24T09:20:49Z,4216894241,56,Right,4216894243,347,,4216894277,233,29,,,,,,,,,,,,,,,,2h9me0kgogb1ke6327y78hk9h,S. Šćepović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640185,29,5,1,1,37,38ui5tfi8anjuh533emny2tz1,1,21.2,101.2,2023-04-24T09:11:38.318Z,2023-04-24T09:11:39Z,4216894265,233,18,4216894189,347,,4216894187,56,Back,,,,,,,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640231,30,1,1,1,40,38ui5tfi8anjuh533emny2tz1,1,22.7,100,2023-04-24T09:11:41.717Z,2023-04-24T09:11:43Z,4216894373,212,12.4,4216894375,213,3.8,4216894371,141,91.2,4216894367,56,Back,4216894365,107,,4216894393,189,,4216894369,140,13.0,,,,9dxuc4hj1ovd3mpjrxombnm22,J. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640265,31,1,1,1,43,38ui5tfi8anjuh533emny2tz1,1,12.7,90.6,2023-04-24T09:11:44.242Z,2023-04-24T09:21:09Z,4216894521,213,4.2,4216894519,212,21.1,4216894509,56,Back,4216894515,141,62.9,4216894511,140,3.6,,,,,,,,,,bgzao2jp59jygdic68s5iudat,A. Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640277,32,1,1,1,44,38ui5tfi8anjuh533emny2tz1,0,4.1,63.6,2023-04-24T09:11:45.594Z,2023-04-24T09:21:46Z,4216919629,1,,4216894599,213,0.3,4216894593,140,31.6,4216894597,212,30.3,4216894595,141,77.0,4216894591,56,Back,4216919627,157,,,,,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640299,19,1,1,1,46,v046no35g7ebk8lytdjmfb43,1,63.9,25.6,2023-04-24T09:11:47.817Z,2023-04-24T09:11:49Z,4216894707,140,76.2,4216894705,56,Center,4216894713,213,1.0,4216894711,212,22.6,4216894703,3,,4216894709,141,52.8,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640305,20,49,1,1,48,v046no35g7ebk8lytdjmfb43,1,76.2,52.8,2023-04-24T09:11:49.436Z,2023-04-24T09:11:49Z,,,,,,,,,,,,,,,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640337,21,1,1,1,48,v046no35g7ebk8lytdjmfb43,1,76.2,52.8,2023-04-24T09:11:49.836Z,2023-04-24T09:11:52Z,4216894855,140,85.3,4216894861,213,5.5,4216894857,141,37.4,4216894859,212,14.2,4216894853,56,Center,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640343,22,50,1,1,51,v046no35g7ebk8lytdjmfb43,1,91.2,40.4,2023-04-24T09:11:52.439Z,2023-04-24T09:11:54Z,4216894939,233,33,4216894885,286,,4216894883,56,Center,,,,,,,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640355,33,7,1,1,51,38ui5tfi8anjuh533emny2tz1,0,8.8,59.6,2023-04-24T09:11:52.440Z,2023-04-25T11:57:14Z,4216894921,56,Back,4216894923,285,,4219264039,385,,4216894933,233,22,,,,,,,,,,,,,bgzao2jp59jygdic68s5iudat,A. Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640395,23,1,1,1,54,v046no35g7ebk8lytdjmfb43,1,91.4,14.4,2023-04-24T09:11:55.827Z,2023-04-24T09:11:58Z,4216895089,140,80.3,4216895091,141,26.8,4216895095,213,2.5,4216895093,212,14.4,4216895087,56,Center,,,,,,,,,,1hcnrw2udxcdff6bre73sv1pm,H. Hore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538640403,24,1,1,1,57,v046no35g7ebk8lytdjmfb43,0,81.1,27.9,2023-04-24T09:11:58.377Z,2023-04-24T09:22:15Z,4216895129,140,87.5,4216895133,212,11.7,4216895127,56,Center,4216895135,213,1.0,4216895131,141,41.9,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
