id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/10/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/17/value
2475206133,392,1,1,0,12,chu9blh367xs3yumct5tqto2q,0,69.8,6.4,2022-10-22T06:01:20.473Z,2022-10-22T06:52:32Z,3861052755,212,5.5,3861052747,155,,3861052749,56,Right,3861052751,140,73.8,3861052757,213,5.6,3861052753,141,1.1,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192029,4,49,1,0,13,6j4xzc2g1eeafo6v1f38d4x22,1,27.5,86.6,2022-10-22T06:01:21.554Z,2022-10-22T06:54:22Z,,,,,,,,,,,,,,,,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192791,29,3,1,0,14,6j4xzc2g1eeafo6v1f38d4x22,0,22.4,96,2022-10-22T06:01:23.239Z,2022-10-23T07:46:13Z,3860984637,56,Back,3865532305,211,,3865529609,465,,3865529607,285,,,,,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475193559,55,43,1,0,14,chu9blh367xs3yumct5tqto2q,1,0,0,2022-10-22T06:01:23.239Z,2022-10-23T07:44:05Z,3860989041,233,29,3865529183,144,45,3860988903,56,Center,3860988905,285,0,,,,,,,,,,,,,8q4a3xz1plwm6f06jawwvo5ih,B. Dartsmelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192035,9,43,1,0,16,chu9blh367xs3yumct5tqto2q,1,0,0,2022-10-22T06:01:24.701Z,2022-10-22T06:53:17Z,3860980115,213,5.9,3860980107,56,Right,3861053271,144,1,3860980109,140,75.9,3860980111,141,9.7,3860980113,212,8.4,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192059,11,49,1,0,17,chu9blh367xs3yumct5tqto2q,1,69,5.2,2022-10-22T06:01:25.493Z,2022-10-23T07:44:23Z,,,,,,,,,,,,,,,,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192051,5,43,1,0,19,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2022-10-22T06:01:27.483Z,2022-10-23T07:44:21Z,3860980179,56,Back,3865529625,144,50,3860980181,285,0,,,,,,,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192055,10,43,1,0,19,chu9blh367xs3yumct5tqto2q,1,0,0,2022-10-22T06:01:27.484Z,2022-10-23T07:44:08Z,3865529259,144,7,3860980197,56,Right,3860980205,233,5,3860980199,286,0,,,,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192075,12,1,1,0,19,chu9blh367xs3yumct5tqto2q,1,68.3,5,2022-10-22T06:01:27.853Z,2022-10-23T07:44:28Z,3860980299,213,2.8,3860980291,56,Back,3860980297,212,23.9,3860980295,141,17.3,3860980293,140,47.0,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192109,13,1,1,0,24,chu9blh367xs3yumct5tqto2q,1,45.6,29.9,2022-10-22T06:01:33.204Z,2022-10-22T06:54:20Z,3860980471,213,1.7,3860980463,56,Back,3860980469,212,25.3,3860980467,141,66.6,3860980465,140,41.6,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475206395,393,1,1,0,27,chu9blh367xs3yumct5tqto2q,1,41.1,67.4,2022-10-22T06:01:35.473Z,2022-10-22T06:54:35Z,3861054093,140,39.2,3861054097,212,23.8,3861054091,56,Back,3861054095,141,32.5,3861054099,213,4.6,,,,,,,,,,3gpp1g8587gh95uzripmv9pwq,M. Natta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192121,14,1,1,0,31,chu9blh367xs3yumct5tqto2q,1,39,31.7,2022-10-22T06:01:40.044Z,2022-10-22T06:54:38Z,3860980543,140,47.4,3860980547,212,9.6,3860980541,56,Back,3860980545,141,26.2,3860980549,213,5.9,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192133,15,1,1,0,35,chu9blh367xs3yumct5tqto2q,1,46,16.9,2022-10-22T06:01:44.189Z,2022-10-23T07:44:51Z,3860980639,213,1.6,3860980631,56,Back,3860980637,212,11.9,3860980635,141,34.4,3860980633,140,45.3,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192149,16,1,1,0,41,chu9blh367xs3yumct5tqto2q,1,45,33.5,2022-10-22T06:01:49.644Z,2022-10-22T06:01:52Z,3860980731,141,23.0,3860980727,56,Center,3860980729,140,63.1,3860980733,212,20.3,3860980735,213,5.9,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192169,17,2,1,0,42,chu9blh367xs3yumct5tqto2q,1,61.1,24.6,2022-10-22T06:01:50.556Z,2022-10-23T07:45:07Z,3860982787,7,1u9k9c9uuoj9ktx8ctacv2ajt,3860980853,140,76.6,3860982849,8,,3860980855,141,9.5,3860980851,56,Right,,,,,,,,,,8q4a3xz1plwm6f06jawwvo5ih,B. Dartsmelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192229,7,55,1,0,42,6j4xzc2g1eeafo6v1f38d4x22,1,25.6,82,2022-10-22T06:01:50.557Z,2022-10-23T07:45:09Z,,,,,,,,,,,,,,,,,,,,,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192193,18,43,1,0,49,chu9blh367xs3yumct5tqto2q,1,0,0,2022-10-22T06:01:57.485Z,2022-10-22T06:03:13Z,3860982679,144,2,3860981019,141,52.2,3860981017,140,93.7,3860981577,8,0,3860981579,7,221315,3860981015,56,Center,,,,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192195,19,43,1,0,51,chu9blh367xs3yumct5tqto2q,1,0,0,2022-10-22T06:01:59.597Z,2022-10-22T06:02:25Z,3860981035,56,Center,3860981499,144,38,3860981031,22,0,3860981033,16,0,,,,,,,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192375,8,1,1,1,48,6j4xzc2g1eeafo6v1f38d4x22,0,21.2,77.5,2022-10-22T06:02:56.564Z,2022-10-23T07:48:03Z,3860982247,140,66.5,3860982241,155,,3860982239,5,,3860982249,141,85.4,3860982243,241,,3860982255,1,,3860982245,56,Left,3860982253,213,0.1,56p368h15z4s1izxoz3pvu4et,O. Sail,3860982251,212,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192381,20,44,1,1,51,chu9blh367xs3yumct5tqto2q,1,34.3,14.8,2022-10-22T06:03:00.403Z,2022-10-23T07:49:40Z,3860982277,56,Back,3860982279,285,,3860982285,233,9,,,,,,,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192379,9,44,1,1,51,6j4xzc2g1eeafo6v1f38d4x22,0,65.7,85.2,2022-10-22T06:03:00.404Z,2022-10-23T07:48:03Z,3860982323,233,20,3860982267,56,Left,3860982269,286,,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192385,21,1,1,1,52,chu9blh367xs3yumct5tqto2q,0,34.8,15.2,2022-10-22T06:03:01.013Z,2022-10-23T07:49:40Z,3860982311,212,12.8,3860982313,213,5.3,3860982305,56,Back,3860982303,3,,3860982309,141,0.0,3860982307,140,41.1,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192397,10,5,1,1,53,6j4xzc2g1eeafo6v1f38d4x22,1,60.9,101.4,2022-10-22T06:03:01.814Z,2022-10-23T07:48:03Z,3860982379,56,Left,3860982381,347,,3860982383,233,22,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192387,22,5,1,1,53,chu9blh367xs3yumct5tqto2q,0,39.1,-1.4,2022-10-22T06:03:01.814Z,2022-10-23T07:49:40Z,3860982331,56,Back,3860982403,233,10,3860982333,347,,,,,,,,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192409,11,1,1,1,55,6j4xzc2g1eeafo6v1f38d4x22,1,62.4,100,2022-10-22T06:03:03.958Z,2022-10-23T07:48:02Z,3860982445,212,29.5,3860982443,141,85.1,3860982439,56,Back,3860982441,140,36.5,3860982447,213,3.5,3860982449,1,,3860982437,107,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192427,12,1,1,1,57,6j4xzc2g1eeafo6v1f38d4x22,1,38.4,78.5,2022-10-22T06:03:06.068Z,2022-10-23T07:48:02Z,3860982545,141,47.3,3860982547,212,21.8,3860982541,56,Back,3860982549,213,4.5,3860982543,140,33.8,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192437,13,1,1,2,0,6j4xzc2g1eeafo6v1f38d4x22,1,31.9,53,2022-10-22T06:03:08.708Z,2022-10-23T07:48:02Z,3860982623,140,31.2,3860982627,212,9.7,3860982621,56,Back,3860982629,213,4.6,3860982625,141,38.8,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192445,14,1,1,2,2,6j4xzc2g1eeafo6v1f38d4x22,1,31.6,31.3,2022-10-22T06:03:10.996Z,2022-10-23T07:48:01Z,3860982663,141,41.8,3860982659,56,Back,3860982667,213,0.9,3860982665,212,8.9,3860982661,140,36.6,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192453,15,1,1,2,3,6j4xzc2g1eeafo6v1f38d4x22,1,36.8,40.9,2022-10-22T06:03:11.924Z,2022-10-23T07:48:01Z,3860982715,56,Back,3860982721,212,10.9,3860982717,140,27.8,3860982723,213,3.7,3860982719,141,32.8,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192461,16,1,1,2,6,6j4xzc2g1eeafo6v1f38d4x22,1,29.9,35.4,2022-10-22T06:03:14.756Z,2022-10-23T07:48:01Z,3860982795,140,32.8,3860982793,56,Back,3860982799,212,25.7,3860982801,213,1.5,3860982797,141,73.0,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192467,17,1,1,2,9,6j4xzc2g1eeafo6v1f38d4x22,1,33.9,74.1,2022-10-22T06:03:18.308Z,2022-10-23T07:48:01Z,3860982843,213,4.4,3860982841,212,13.6,3860982839,141,55.1,3860982837,140,29.8,3860982835,56,Back,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192475,18,1,1,2,11,6j4xzc2g1eeafo6v1f38d4x22,1,29.3,50.9,2022-10-22T06:03:20.373Z,2022-10-23T07:48:00Z,3860982887,141,36.9,3860982885,140,29.7,3860982889,212,9.5,3860982883,56,Back,3860982891,213,4.8,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192485,19,2,1,2,15,6j4xzc2g1eeafo6v1f38d4x22,1,33.6,29.1,2022-10-22T06:03:24.213Z,2022-10-23T07:50:13Z,3860983063,7,ekjy3o3ymld0zkjdaynb4itat,3860982947,56,Center,3860982949,140,71.2,3860982957,1,,3860982951,141,48.9,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475195693,122,55,1,2,15,chu9blh367xs3yumct5tqto2q,1,34,47.8,2022-10-22T06:03:24.214Z,2022-10-23T07:50:15Z,,,,,,,,,,,,,,,,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192487,20,43,1,2,21,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2022-10-22T06:03:30.189Z,2022-10-22T06:55:58Z,3861054965,144,61,3860982961,56,Center,,,,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192489,23,43,1,2,22,chu9blh367xs3yumct5tqto2q,1,0,0,2022-10-22T06:03:30.759Z,2022-10-22T06:56:30Z,3861055445,144,52,,,,,,,,,,,,,,,,,,,,,,4epapct9t0a0skf8522jyerjd,M. Weier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192525,24,1,1,2,26,chu9blh367xs3yumct5tqto2q,1,16.1,48.4,2022-10-22T06:03:34.733Z,2022-10-23T07:49:39Z,3860983189,212,14.1,3861055637,189,,3860983187,141,66.6,3860983191,213,1.1,3861055517,5,,3860983183,56,Back,3860983185,140,22.6,3861055731,241,,4epapct9t0a0skf8522jyerjd,M. Weier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192529,25,1,1,2,27,chu9blh367xs3yumct5tqto2q,1,23.8,66.6,2022-10-22T06:03:35.573Z,2022-10-23T07:50:23Z,3860983217,56,Back,3860983219,140,31.8,3860983223,212,18.4,3860983221,141,90.6,3860983225,213,1.1,,,,,,,,,,3gpp1g8587gh95uzripmv9pwq,M. Natta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192537,26,1,1,2,30,chu9blh367xs3yumct5tqto2q,1,32.4,90.6,2022-10-22T06:03:39.004Z,2022-10-23T07:50:28Z,3860983261,141,75.8,3860983263,212,12.7,3860983265,213,5.4,3860983257,56,Back,3860983259,140,39.8,,,,,,,,,,4qdcbp2hdy7ap97sas98x3g0l,J. McGarry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192553,27,1,1,2,34,chu9blh367xs3yumct5tqto2q,1,39.8,75.8,2022-10-22T06:03:43.124Z,2022-10-23T07:50:31Z,3860983369,213,4.3,3860983367,212,22.1,3860983361,56,Back,3860983365,141,45.8,3860983363,140,31.7,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192567,28,1,1,2,37,chu9blh367xs3yumct5tqto2q,1,32.6,39.8,2022-10-22T06:03:45.588Z,2022-10-23T07:49:38Z,3860983453,141,25.7,3860983449,56,Back,3860983457,213,4.9,3860983455,212,9.8,3860983451,140,34.4,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192577,29,1,1,2,42,chu9blh367xs3yumct5tqto2q,1,47,23.8,2022-10-22T06:03:50.644Z,2022-10-23T07:49:38Z,3860983511,141,33.7,3860983513,212,8.1,3860983515,213,2.2,3860983507,56,Back,3860983509,140,42.7,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192583,30,1,1,2,44,chu9blh367xs3yumct5tqto2q,1,42.6,34.7,2022-10-22T06:03:53.252Z,2022-10-23T07:49:37Z,3860983543,140,42.6,3860983549,213,4.7,3860983541,56,Back,3860983547,212,10.4,3860983545,141,19.4,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192601,31,1,1,2,46,chu9blh367xs3yumct5tqto2q,0,42,22.3,2022-10-22T06:03:55.157Z,2022-10-23T07:49:37Z,3860983647,213,6.2,3860983641,140,76.9,3860983639,56,Right,3860983637,155,,3860983649,1,,3860983643,141,20.2,3860983645,212,36.7,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192593,21,49,1,2,50,6j4xzc2g1eeafo6v1f38d4x22,1,25.3,83,2022-10-22T06:03:58.550Z,2022-10-23T07:48:00Z,,,,,,,,,,,,,,,,,,,,,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
