id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2530101387,456,49,2,47,35,v046no35g7ebk8lytdjmfb43,1,37.2,35.7,2023-04-08T08:06:03.343Z,2023-04-09T11:59:22Z,,,,,,,,,,,,,,,,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101393,457,1,2,47,36,v046no35g7ebk8lytdjmfb43,1,37.2,35.7,2023-04-08T08:06:03.487Z,2023-04-09T11:59:22Z,4171569393,141,45.2,4171569395,212,15.7,4171569391,140,23.6,4171569397,213,2.7,4171569389,56,Back,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101395,458,1,2,47,41,v046no35g7ebk8lytdjmfb43,0,24.1,45.2,2023-04-08T08:06:08.569Z,2023-04-09T11:59:22Z,4171569421,1,,4171569405,56,Left,4171569409,141,87.5,4171569403,155,,4171569411,212,50.8,4171569407,140,64.0,4171569415,213,0.6,,,,cb0y1hi0ozn1rx00vx6a1xr6x,J. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101403,534,49,2,47,44,chu9blh367xs3yumct5tqto2q,1,27.4,16.7,2023-04-08T08:06:11.876Z,2023-04-09T12:01:56Z,,,,,,,,,,,,,,,,,,,,,,,,,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101405,535,1,2,47,45,chu9blh367xs3yumct5tqto2q,1,33.7,29.7,2023-04-08T08:06:13.297Z,2023-04-09T12:01:56Z,4171569453,141,26.5,4171569457,213,3.5,4171569451,140,28.9,4171569449,56,Back,4171569455,212,5.5,,,,,,,,,,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101411,536,1,2,47,47,chu9blh367xs3yumct5tqto2q,1,28.9,26.5,2023-04-08T08:06:14.530Z,2023-04-09T12:01:55Z,4171569495,212,19.3,4171569491,140,13.2,4171569497,213,2.6,4171569489,56,Back,4171569493,141,41.2,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101415,537,1,2,47,50,chu9blh367xs3yumct5tqto2q,1,12.4,37.1,2023-04-08T08:06:18.274Z,2023-04-09T12:01:55Z,4171569527,212,11.3,4171569523,140,20.3,4171569525,141,25.8,4171569529,213,5.5,4171569521,56,Back,,,,,,,,,,4epapct9t0a0skf8522jyerjd,M. Weier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101421,538,1,2,47,56,chu9blh367xs3yumct5tqto2q,1,22,25.6,2023-04-08T08:06:23.825Z,2023-04-09T12:01:55Z,4171569561,213,4.9,4171569553,56,Back,4171569559,212,11.9,4171569557,141,8.6,4171569555,140,24.6,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101425,539,1,2,47,59,chu9blh367xs3yumct5tqto2q,1,24.6,8.6,2023-04-08T08:06:26.386Z,2023-04-09T12:01:55Z,4171569579,141,24.0,4171569583,213,0.5,4171569581,212,23.8,4171569577,140,45.0,4171569575,56,Back,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101427,540,1,2,48,1,chu9blh367xs3yumct5tqto2q,1,39.3,16.1,2023-04-08T08:06:28.530Z,2023-04-09T12:01:54Z,4171569597,140,52.9,4171569601,212,15.9,4171569599,141,5.9,4171569603,213,5.8,4171569595,56,Right,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101429,541,3,2,48,3,chu9blh367xs3yumct5tqto2q,0,54.6,5.6,2023-04-08T08:06:30.398Z,2023-04-09T12:18:40Z,4171569645,233,459,4171569609,286,,4176321471,465,,4171569607,56,Right,,,,,,,,,,,,,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101433,459,7,2,48,3,v046no35g7ebk8lytdjmfb43,1,45.4,94.4,2023-04-08T08:06:30.399Z,2023-04-09T12:18:46Z,4171569639,233,541,4171569631,56,Back,4176321785,383,,4171569633,285,,,,,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101435,460,49,2,48,5,v046no35g7ebk8lytdjmfb43,1,29.8,97.5,2023-04-08T08:06:32.495Z,2023-04-09T11:59:21Z,,,,,,,,,,,,,,,,,,,,,,,,,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101437,461,1,2,48,5,v046no35g7ebk8lytdjmfb43,0,30.5,98.1,2023-04-08T08:06:32.783Z,2023-04-09T12:19:02Z,4171569653,212,22.3,4171569647,56,Left,4171569655,213,6.2,4171569651,141,96.0,4171569649,140,51.7,,,,,,,,,,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101443,542,49,2,48,7,chu9blh367xs3yumct5tqto2q,1,50.1,6.8,2023-04-08T08:06:34.883Z,2023-04-09T12:01:54Z,,,,,,,,,,,,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101447,543,1,2,48,7,chu9blh367xs3yumct5tqto2q,1,50.1,6.8,2023-04-08T08:06:35.362Z,2023-04-09T12:01:54Z,4171569707,56,Right,4171569711,141,14.7,4171569715,213,0.6,4171569713,212,9.7,4171569709,140,57.8,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101453,544,1,2,48,9,chu9blh367xs3yumct5tqto2q,1,57.8,14.7,2023-04-08T08:06:36.770Z,2023-04-09T12:01:54Z,4171569743,141,8.2,4171569747,213,4.7,4171569739,56,Right,4171569745,212,4.4,4171569741,140,57.8,,,,,,,,,,6lu5jfgq3rxunqnbbxpu8ztyi,K. Grozos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101455,545,61,2,48,10,chu9blh367xs3yumct5tqto2q,1,57.8,8.2,2023-04-08T08:06:38.068Z,2023-04-09T12:01:53Z,4171569751,56,Right,,,,,,,,,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101575,567,1,2,48,11,chu9blh367xs3yumct5tqto2q,0,61.1,3.1,2023-04-08T08:06:38.644Z,2023-04-09T12:01:53Z,4171570723,213,0.4,4171570731,286,,4171570719,141,4.4,4171570725,236,,4171570717,140,63.1,4171570721,212,2.3,4171570715,56,Right,4171570727,233,462,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101457,462,74,2,48,11,v046no35g7ebk8lytdjmfb43,1,31.9,94.7,2023-04-08T08:06:38.645Z,2023-04-09T11:59:21Z,4171569755,285,,4171569753,56,Back,4171570741,233,567,,,,,,,,,,,,,,,,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101655,488,1,2,48,12,v046no35g7ebk8lytdjmfb43,0,36.9,95.6,2023-04-08T08:06:39.865Z,2023-04-09T17:07:20Z,4176324877,236,,4176324707,213,4.7,4176324701,140,36.9,4176324705,212,0.3,4171571461,56,Back,4176324703,141,95.2,4176324879,286,,4177341145,233,546,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101459,546,74,2,48,12,chu9blh367xs3yumct5tqto2q,1,57.7,5.4,2023-04-08T08:06:39.866Z,2023-04-09T17:07:20Z,4177341161,233,488,4171569759,56,Right,4171569761,285,,,,,,,,,,,,,,,,,6lu5jfgq3rxunqnbbxpu8ztyi,K. Grozos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101461,463,49,2,48,13,v046no35g7ebk8lytdjmfb43,1,34.9,89.1,2023-04-08T08:06:41.297Z,2023-04-09T11:59:20Z,,,,,,,,,,,,,,,,,,,,,,,,,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101469,464,1,2,48,15,v046no35g7ebk8lytdjmfb43,1,45.6,65.5,2023-04-08T08:06:42.495Z,2023-04-09T11:59:20Z,4171569807,140,46.4,4171569811,212,31.3,4171569805,56,Back,4171569803,155,,4171569809,141,19.5,4171569813,213,4.7,,,,,,,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101473,465,1,2,48,18,v046no35g7ebk8lytdjmfb43,0,57.9,19.8,2023-04-08T08:06:45.743Z,2023-04-09T11:59:20Z,4171569835,213,0.1,4171569827,56,Center,4171569831,141,22.5,4171569833,212,17.6,4171569829,140,74.6,,,,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101475,547,49,2,48,21,chu9blh367xs3yumct5tqto2q,1,20.8,79.3,2023-04-08T08:06:48.483Z,2023-04-09T12:01:53Z,,,,,,,,,,,,,,,,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101479,548,1,2,48,22,chu9blh367xs3yumct5tqto2q,1,16,93,2023-04-08T08:06:50.002Z,2023-04-09T12:01:52Z,4171569859,140,28.5,4171569863,212,15.6,4171569861,141,80.5,4171569865,213,5.7,4171569857,56,Back,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101485,549,1,2,48,25,chu9blh367xs3yumct5tqto2q,1,25.3,82.7,2023-04-08T08:06:53.121Z,2023-04-09T12:01:52Z,4171569881,140,14.6,4171569885,212,13.2,4171569887,213,3.7,4171569879,56,Back,4171569883,141,72.4,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101487,550,1,2,48,28,chu9blh367xs3yumct5tqto2q,1,13.5,86.5,2023-04-08T08:06:55.794Z,2023-04-09T12:01:52Z,4171569895,140,15.8,4171569899,212,7.3,4171569893,56,Back,4171569897,141,96.6,4171569901,213,1.2,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101491,551,1,2,48,29,chu9blh367xs3yumct5tqto2q,1,15.8,96.6,2023-04-08T08:06:57.250Z,2023-04-09T12:01:52Z,4171569939,213,5.0,4171569933,140,19.6,4171569931,56,Back,4171569935,141,78.1,4171569937,212,13.2,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101493,552,61,2,48,33,chu9blh367xs3yumct5tqto2q,1,16.7,82.1,2023-04-08T08:07:00.524Z,2023-04-09T12:01:51Z,4171569943,56,Back,,,,,,,,,,,,,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101497,553,1,2,48,36,chu9blh367xs3yumct5tqto2q,1,14,82.1,2023-04-08T08:07:03.730Z,2023-04-09T12:01:51Z,4171569971,212,22.9,4171569969,141,52.8,4171569965,56,Back,4171569973,213,4.2,4171569967,140,3.3,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101503,554,1,2,48,39,chu9blh367xs3yumct5tqto2q,1,3.3,52.8,2023-04-08T08:07:06.581Z,2023-04-09T12:01:51Z,4171570027,213,5.6,4171570025,212,51.8,4171570017,155,,4171570021,140,43.0,4171570023,141,7.7,4171570019,56,Back,4171570029,1,,,,,4epapct9t0a0skf8522jyerjd,M. Weier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101505,555,61,2,48,40,chu9blh367xs3yumct5tqto2q,0,43,7.7,2023-04-08T08:07:08.266Z,2023-04-09T12:01:51Z,4171570033,56,Back,,,,,,,,,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101499,466,49,2,48,42,v046no35g7ebk8lytdjmfb43,1,64.6,94.7,2023-04-08T08:07:10.096Z,2023-04-09T11:59:19Z,,,,,,,,,,,,,,,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101507,467,1,2,48,43,v046no35g7ebk8lytdjmfb43,1,64.6,94.7,2023-04-08T08:07:10.527Z,2023-04-09T11:59:19Z,4171570037,140,66.1,4171570041,212,7.5,4171570043,213,4.9,4171570039,141,83.9,4171570035,56,Left,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101511,468,1,2,48,45,v046no35g7ebk8lytdjmfb43,0,68.2,82.6,2023-04-08T08:07:12.504Z,2023-04-09T17:07:20Z,4176332039,236,,4176331625,141,82.2,4176332041,286,,4177341169,233,716,4176331627,212,0.7,4171570057,56,Left,4176331629,213,5.9,4176331623,140,68.8,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530102939,716,74,2,48,45,chu9blh367xs3yumct5tqto2q,1,35,30.7,2023-04-08T08:07:12.505Z,2023-04-09T17:07:20Z,4171580551,56,Back,4177341189,233,468,4176331713,285,,,,,,,,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101515,469,1,2,48,47,v046no35g7ebk8lytdjmfb43,1,73.2,82.4,2023-04-08T08:07:14.911Z,2023-04-09T11:59:19Z,4171570085,140,88.5,4171570087,141,77.5,4171570089,212,16.4,4171570083,56,Center,4171570091,213,6.1,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101517,470,1,2,48,51,v046no35g7ebk8lytdjmfb43,0,88.6,77.5,2023-04-08T08:07:18.399Z,2023-04-09T11:59:18Z,4171570103,213,3.8,4171570097,140,85.1,4171570099,141,73.3,4171570101,212,4.7,4171570095,56,Center,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101519,557,8,2,48,52,chu9blh367xs3yumct5tqto2q,1,9.3,27.4,2023-04-08T08:07:20.002Z,2023-04-09T12:20:54Z,4171570105,56,Back,4176328379,383,,,,,,,,,,,,,,,,,,,,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101521,558,49,2,48,55,chu9blh367xs3yumct5tqto2q,1,8.5,27.4,2023-04-08T08:07:22.707Z,2023-04-09T12:01:50Z,,,,,,,,,,,,,,,,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101525,559,1,2,48,56,chu9blh367xs3yumct5tqto2q,0,8.5,27.4,2023-04-08T08:07:23.474Z,2023-04-09T12:01:50Z,4171570131,140,30.0,4171570135,212,30.2,4171570129,56,Back,4171570137,213,5.6,4171570133,141,0.0,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101523,471,5,2,48,56,v046no35g7ebk8lytdjmfb43,1,72.8,102,2023-04-08T08:07:23.604Z,2023-04-09T11:59:18Z,4171570125,56,Left,4171570127,347,,4171570143,233,560,,,,,,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101527,560,5,2,48,56,chu9blh367xs3yumct5tqto2q,0,27.2,-2,2023-04-08T08:07:23.604Z,2023-04-09T12:01:49Z,4171570139,56,Back,4171570147,233,471,4171570141,347,,,,,,,,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101533,561,43,2,48,58,chu9blh367xs3yumct5tqto2q,1,0,0,2023-04-08T08:07:25.866Z,2023-04-08T08:22:21Z,4171579763,144,61,4171570215,56,Back,,,,,,,,,,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101543,472,27,2,49,22,v046no35g7ebk8lytdjmfb43,1,0,0,2023-04-08T08:07:49.570Z,2023-04-09T11:59:18Z,4171570267,233,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101541,562,27,2,49,22,chu9blh367xs3yumct5tqto2q,1,0,0,2023-04-08T08:07:49.570Z,2023-04-09T12:01:49Z,4171570287,41,Injury,4171570289,53,37ymn40mii3xfovk1iyg6mthx,4171570273,233,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101559,474,28,2,49,55,v046no35g7ebk8lytdjmfb43,1,0,0,2023-04-08T08:08:22.943Z,2023-04-09T11:59:18Z,4171570441,55,472,4171570467,233,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101561,563,28,2,49,55,chu9blh367xs3yumct5tqto2q,1,0,0,2023-04-08T08:08:22.943Z,2023-04-09T12:01:49Z,4171570475,233,474,4171570459,55,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101565,475,1,2,49,59,v046no35g7ebk8lytdjmfb43,0,75.5,100,2023-04-08T08:08:26.975Z,2023-04-09T11:59:17Z,4171570501,213,5.6,4171570493,56,Left,4171570497,141,93.9,4171570499,212,8.9,4171570491,107,,4171570495,140,82.1,,,,,,,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101567,564,61,2,50,2,chu9blh367xs3yumct5tqto2q,1,22.1,9.2,2023-04-08T08:08:29.827Z,2023-04-09T12:23:50Z,4171570505,56,Back,,,,,,,,,,,,,,,,,,,,,,6lu5jfgq3rxunqnbbxpu8ztyi,K. Grozos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101569,565,49,2,50,3,chu9blh367xs3yumct5tqto2q,1,18.9,10.4,2023-04-08T08:08:30.994Z,2023-04-09T12:01:48Z,,,,,,,,,,,,,,,,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101571,566,1,2,50,3,chu9blh367xs3yumct5tqto2q,0,18.9,10.4,2023-04-08T08:08:31.202Z,2023-04-09T12:01:48Z,4171570511,56,Back,4171570519,213,0.0,4171570515,141,10.6,4171570517,212,8.9,4171570513,140,27.4,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101573,476,49,2,50,4,v046no35g7ebk8lytdjmfb43,1,73.5,90.3,2023-04-08T08:08:32.367Z,2023-04-09T11:59:17Z,,,,,,,,,,,,,,,,,,,,,,,,,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101579,477,1,2,50,5,v046no35g7ebk8lytdjmfb43,1,73.3,90.3,2023-04-08T08:08:32.591Z,2023-04-09T11:59:17Z,4171570541,212,10.3,4171570537,140,76.2,4171570543,213,5.0,4171570539,141,75.9,4171570535,56,Center,,,,,,,,,,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101581,478,4,2,50,7,v046no35g7ebk8lytdjmfb43,1,76.8,75.2,2023-04-08T08:08:34.767Z,2023-04-09T11:59:17Z,4171581391,294,,4171570551,13,,4171570555,152,,4171570591,233,568,4171570553,56,Center,4171570559,286,,,,,,,,2h9me0kgogb1ke6327y78hk9h,S. Šćepović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101585,568,4,2,50,7,chu9blh367xs3yumct5tqto2q,0,23.2,24.8,2023-04-08T08:08:34.768Z,2023-04-09T12:01:48Z,4171570585,285,,4171570577,13,,4171570581,152,,4171570697,294,,4171570603,233,478,4171570579,56,Back,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101601,479,1,2,50,24,v046no35g7ebk8lytdjmfb43,0,74.9,76.9,2023-04-08T08:08:51.817Z,2023-04-09T11:59:16Z,4171570753,152,,4171570761,212,28.5,4171570759,141,37.9,4171570757,140,84.8,4171570755,56,Center,4171570763,213,5.1,4171581581,189,,4171570751,155,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,4171570749,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530103035,726,12,2,50,25,chu9blh367xs3yumct5tqto2q,1,10.8,61.2,2023-04-08T08:08:53.182Z,2023-04-09T12:01:48Z,4171583159,233,638,4171581941,140,15.0,4171581945,212,25.3,4171581947,213,4.9,4171581965,189,,4171581939,56,Back,4171581955,15,,4171581943,141,24.6,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530103283,634,61,2,50,28,v046no35g7ebk8lytdjmfb43,0,85.6,71.7,2023-04-08T08:08:56.107Z,2023-04-09T11:59:16Z,4171582301,56,Center,,,,,,,,,,,,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101603,569,12,2,50,30,chu9blh367xs3yumct5tqto2q,1,16.3,34.6,2023-04-08T08:08:57.459Z,2023-04-09T12:24:55Z,4171570779,213,5.0,4171570773,140,16.7,4171570771,56,Back,4171570775,141,32.8,4171583143,233,638,4171570777,212,1.3,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530103417,638,61,2,50,30,v046no35g7ebk8lytdjmfb43,1,86,52.6,2023-04-08T08:08:57.460Z,2023-04-09T12:24:54Z,4171583131,56,Center,,,,,,,,,,,,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101611,480,1,2,50,33,v046no35g7ebk8lytdjmfb43,1,70.3,77,2023-04-08T08:09:01.279Z,2023-04-09T11:59:16Z,4171570803,56,Center,4171570809,212,15.1,4171570811,213,3.1,4171570807,141,78.4,4171570805,140,55.9,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101615,481,1,2,50,34,v046no35g7ebk8lytdjmfb43,1,55.9,78.5,2023-04-08T08:09:02.303Z,2023-04-09T11:59:15Z,4171570837,212,10.7,4171570831,56,Center,4171570835,141,63.0,4171570833,140,54.2,4171570839,213,4.5,,,,,,,,,,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101625,482,1,2,50,37,v046no35g7ebk8lytdjmfb43,1,54.2,63,2023-04-08T08:09:04.384Z,2023-04-09T11:59:15Z,4171570899,212,30.4,4171570901,213,0.9,4171570893,56,Left,4171570891,155,,4171570895,140,72.7,4171570897,141,97.4,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101627,483,3,2,50,40,v046no35g7ebk8lytdjmfb43,1,76.6,95.1,2023-04-08T08:09:08.047Z,2023-04-09T12:25:22Z,4171570911,286,,4176341821,464,,4171570935,233,570,4171570909,56,Left,,,,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101631,570,45,2,50,40,chu9blh367xs3yumct5tqto2q,0,23.4,4.9,2023-04-08T08:09:08.047Z,2023-04-09T17:07:23Z,4177341333,233,483,4171570929,285,,4171570927,56,Back,,,,,,,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530101641,484,1,2,50,43,v046no35g7ebk8lytdjmfb43,1,73.6,96.8,2023-04-08T08:09:10.559Z,2023-04-09T11:59:15Z,4171570987,141,91.7,4171570985,140,89.1,4171570991,213,6.1,4171570983,56,Left,4171570989,212,16.6,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
