id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2514441761,4,1,1,0,23,6lezh5aazy0xca1800e5dqxwl,1,29.9,100,2023-03-03T08:45:59.298Z,2023-03-03T08:46:00Z,4067731881,56,Back,4067731887,212,15.0,4067731885,141,92.9,4067731889,213,5.9,4067731879,107,,4067731883,140,42.9,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441763,5,1,1,0,24,6lezh5aazy0xca1800e5dqxwl,0,42.9,92.9,2023-03-03T08:46:00.995Z,2023-03-03T08:46:02Z,4067731905,213,5.7,4067731899,140,54.9,4067731893,3,,4067731901,141,81.5,4067731903,212,14.8,4067731895,168,,4067731897,56,Left,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441769,8,49,1,0,26,c33jm806py6adse5wv9wx6ch1,1,45.2,19.9,2023-03-03T08:46:02.396Z,2023-03-03T08:46:02Z,,,,,,,,,,,,,,,,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441787,9,1,1,0,26,c33jm806py6adse5wv9wx6ch1,1,45.2,19.9,2023-03-03T08:46:02.484Z,2023-03-03T08:46:08Z,4067731985,140,37.2,4067731987,141,30.1,4067731993,213,2.5,4067731989,212,10.9,4067731983,56,Back,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441795,10,1,1,0,32,c33jm806py6adse5wv9wx6ch1,1,37.4,34,2023-03-03T08:46:08.492Z,2023-03-03T09:04:29Z,4067732011,56,Back,4067732013,140,39.3,4067732019,213,4.8,4067732017,212,17.4,4067732015,141,8.6,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441801,11,1,1,0,33,c33jm806py6adse5wv9wx6ch1,1,39.3,8.6,2023-03-03T08:46:10.060Z,2023-03-03T08:46:12Z,4067732039,140,41.8,4067732041,141,28.3,4067732043,212,13.7,4067732045,213,1.4,4067732037,56,Back,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441807,12,1,1,0,36,c33jm806py6adse5wv9wx6ch1,1,41.8,29,2023-03-03T08:46:12.220Z,2023-03-03T08:46:14Z,4067732077,141,51.9,4067732075,140,34.9,4067732081,213,2.0,4067732073,56,Back,4067732079,212,17.2,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441819,13,1,1,0,38,c33jm806py6adse5wv9wx6ch1,1,41.4,59.9,2023-03-03T08:46:14.716Z,2023-03-03T08:46:19Z,4067732123,140,56.3,4067732129,213,0.9,4067732121,56,Left,4067732125,141,90.3,4067732127,212,25.9,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441825,14,1,1,0,43,c33jm806py6adse5wv9wx6ch1,1,53,83.6,2023-03-03T08:46:19.548Z,2023-03-03T08:46:22Z,4067732139,56,Back,4067732141,140,35.8,4067732147,213,3.0,4067732145,212,18.1,4067732143,141,86.1,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441831,15,1,1,0,45,c33jm806py6adse5wv9wx6ch1,1,35.8,86.1,2023-03-03T08:46:22.099Z,2023-03-03T08:46:27Z,4067732193,213,6.0,4067732191,212,20.6,4067732189,141,78.5,4067732185,56,Center,4067732187,140,54.8,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441833,16,50,1,0,51,c33jm806py6adse5wv9wx6ch1,1,74.6,73.6,2023-03-03T08:46:27.851Z,2023-03-03T08:46:33Z,4067732203,286,,4067732249,233,6,4067732201,56,Center,,,,,,,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441849,6,7,1,0,51,6lezh5aazy0xca1800e5dqxwl,0,25.4,26.4,2023-03-03T08:46:27.852Z,2023-03-04T04:35:32Z,4069831713,385,,4067732237,233,16,4067732231,285,,4067732229,56,Back,,,,,,,,,,,,,4j4nenchzzxi4a96o7jqdpgid,Z. Clough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441835,17,61,1,0,52,c33jm806py6adse5wv9wx6ch1,1,73.9,71.7,2023-03-03T08:46:28.607Z,2023-03-03T08:46:28Z,4067732205,56,Center,,,,,,,,,,,,,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441851,7,49,1,0,53,6lezh5aazy0xca1800e5dqxwl,1,32.6,16.2,2023-03-03T08:46:30.059Z,2023-03-04T04:35:41Z,,,,,,,,,,,,,,,,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441857,8,1,1,0,54,6lezh5aazy0xca1800e5dqxwl,1,26.5,26.4,2023-03-03T08:46:30.187Z,2023-03-04T04:35:47Z,4067732257,56,Back,4067732265,213,5.4,4067732259,140,39.0,4067732263,212,20.9,4067732261,141,2.5,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441863,9,1,1,0,58,6lezh5aazy0xca1800e5dqxwl,0,39,0.5,2023-03-03T08:46:34.330Z,2023-03-04T04:36:04Z,4067732283,212,10.3,4067732279,140,29.7,4067732285,213,2.8,4067732281,141,5.5,4067732277,56,Back,,,,,,,,,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441871,18,8,1,0,59,c33jm806py6adse5wv9wx6ch1,1,67.9,86.7,2023-03-03T08:46:35.323Z,2023-03-04T04:36:06Z,4069832255,384,,4067732307,56,Left,,,,,,,,,,,,,,,,,,,af7c4t8wp0341io4x0dl02ac5,A. Nabbout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441879,10,4,1,1,2,6lezh5aazy0xca1800e5dqxwl,1,31.9,19.2,2023-03-03T08:46:38.210Z,2023-03-04T07:09:13Z,4067732325,294,,4067732327,56,Back,4067732367,233,19,4067732323,13,,4067732331,285,,4067732329,152,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441889,19,4,1,1,2,c33jm806py6adse5wv9wx6ch1,0,68.1,80.8,2023-03-03T08:46:38.211Z,2023-03-04T07:09:12Z,4067732357,152,,4067732351,13,,4067732355,56,Left,4067732353,294,,4067732385,286,,4067732381,233,10,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441977,11,1,1,1,26,6lezh5aazy0xca1800e5dqxwl,1,30.8,26.2,2023-03-03T08:47:02.676Z,2023-03-04T04:36:51Z,4067732649,1,,4067732643,141,67.5,4067732639,56,Center,4067732633,5,,4067732641,140,64.9,4067732635,155,,4067732637,152,,4067732645,212,45.5,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,4067732647,213,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441985,12,1,1,1,33,6lezh5aazy0xca1800e5dqxwl,1,63,57.5,2023-03-03T08:47:09.189Z,2023-03-03T08:47:12Z,4067732673,141,16.7,4067732669,56,Right,4067732675,212,28.2,4067732671,140,67.6,4067732677,213,4.9,,,,,,,,,,6b31g4lw3ste6xrg1kwwn5iol,H. Ibusuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441987,13,1,1,1,36,6lezh5aazy0xca1800e5dqxwl,1,70.6,30.7,2023-03-03T08:47:12.212Z,2023-03-03T08:47:14Z,4067732697,213,5.7,4067732691,140,87.4,4067732689,56,Right,4067732695,212,21.4,4067732693,141,12.9,,,,,,,,,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441991,14,1,1,1,37,6lezh5aazy0xca1800e5dqxwl,0,89.5,12.2,2023-03-03T08:47:13.196Z,2023-03-04T04:37:08Z,4067732709,2,,4067732711,155,,4067732713,56,Center,4067732719,212,28.0,4067732717,141,51.3,4067732749,233,20,4067732715,140,97.9,4069833461,20,,4j4nenchzzxi4a96o7jqdpgid,Z. Clough,4069833459,224,,4067732721,213,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514441999,20,11,1,1,39,c33jm806py6adse5wv9wx6ch1,1,2.3,51.5,2023-03-03T08:47:15.907Z,2023-03-04T04:37:15Z,4067732739,88,,4069833569,378,,4067732753,233,14,4067732737,56,Back,,,,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442021,21,1,1,1,49,c33jm806py6adse5wv9wx6ch1,1,7,49.1,2023-03-03T08:47:26.043Z,2023-03-04T04:37:31Z,4067732833,141,25.2,4067732829,56,Back,4067732831,140,12.5,4067732827,123,,4067732835,212,17.2,4067732837,213,5.1,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442033,22,1,1,1,51,c33jm806py6adse5wv9wx6ch1,1,15.5,24.8,2023-03-03T08:47:27.931Z,2023-03-04T04:37:40Z,4067732883,213,1.4,4067732879,141,64.3,4067732875,56,Back,4067732877,140,18.7,4067732881,212,27.1,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442041,23,1,1,1,57,c33jm806py6adse5wv9wx6ch1,1,21.4,60.8,2023-03-03T08:47:33.723Z,2023-03-03T08:47:36Z,4067732903,56,Back,4067732909,212,24.0,4067732911,213,1.1,4067732907,141,92.0,4067732905,140,32.0,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442051,24,1,1,1,59,c33jm806py6adse5wv9wx6ch1,1,32.3,92,2023-03-03T08:47:35.963Z,2023-03-03T08:47:38Z,4067732939,56,Back,4067732947,213,4.5,4067732941,140,31.1,4067732945,212,6.8,4067732943,141,82.1,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442055,25,1,1,2,2,c33jm806py6adse5wv9wx6ch1,1,30.3,86.4,2023-03-03T08:47:38.331Z,2023-03-03T08:47:40Z,4067732965,212,8.8,4067732967,213,2.2,4067732961,140,25.4,4067732963,141,96.9,4067732959,56,Back,,,,,,,,,,7q8urr40blud747zzb3io8w5x,R. van der Venne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442063,15,45,1,2,3,6lezh5aazy0xca1800e5dqxwl,0,71.4,7.1,2023-03-03T08:47:39.939Z,2023-03-03T08:47:43Z,4067732991,286,,4067732989,56,Right,4067733001,233,26,,,,,,,,,,,,,,,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442057,26,3,1,2,3,c33jm806py6adse5wv9wx6ch1,1,28.6,92.9,2023-03-03T08:47:39.939Z,2023-03-04T04:37:57Z,4067732973,56,Back,4069834323,464,,4067732977,285,,4067732993,233,15,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442069,27,1,1,2,5,c33jm806py6adse5wv9wx6ch1,1,27,86.3,2023-03-03T08:47:41.338Z,2023-03-03T08:47:43Z,4067733013,141,74.7,4067733015,212,10.0,4067733009,56,Back,4067733017,213,4.0,4067733011,140,21.1,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442073,28,1,1,2,7,c33jm806py6adse5wv9wx6ch1,1,20.1,72,2023-03-03T08:47:43.754Z,2023-03-03T08:47:48Z,4067733037,56,Back,4067733045,213,4.8,4067733043,212,22.8,4067733039,140,21.6,4067733041,141,38.5,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442089,29,1,1,2,12,c33jm806py6adse5wv9wx6ch1,1,23.4,35.3,2023-03-03T08:47:48.755Z,2023-03-03T08:47:54Z,4067733101,140,26.0,4067733107,213,1.4,4067733105,212,17.4,4067733103,141,60.5,4067733099,56,Back,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442101,30,1,1,2,18,c33jm806py6adse5wv9wx6ch1,1,52.5,60.3,2023-03-03T08:47:54.659Z,2023-03-03T08:47:56Z,4067733143,141,77.9,4067733141,140,64.4,4067733147,213,0.8,4067733145,212,17.3,4067733139,56,Center,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442111,31,1,1,2,19,c33jm806py6adse5wv9wx6ch1,1,66.7,77,2023-03-03T08:47:56.059Z,2023-03-03T08:48:01Z,4067733175,141,92.0,4067733171,56,Left,4067733177,212,12.8,4067733173,140,74.1,4067733179,213,0.9,,,,,,,,,,7q8urr40blud747zzb3io8w5x,R. van der Venne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442119,32,1,1,2,25,c33jm806py6adse5wv9wx6ch1,0,69.7,85.4,2023-03-03T08:48:01.539Z,2023-03-03T08:48:03Z,4067733201,140,90.8,4067733207,213,5.6,4067733199,56,Center,4067733205,212,29.0,4067733217,4,,4067733203,141,57.8,,,,,,,af7c4t8wp0341io4x0dl02ac5,A. Nabbout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442123,16,52,1,2,26,6lezh5aazy0xca1800e5dqxwl,1,5.6,39,2023-03-03T08:48:02.707Z,2023-03-04T04:38:26Z,4069834769,377,,,,,,,,,,,,,,,,,,,,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442141,17,1,1,2,30,6lezh5aazy0xca1800e5dqxwl,1,15.5,42.9,2023-03-03T08:48:06.939Z,2023-03-04T04:38:39Z,4067733267,123,,4067733277,213,1.0,4069835065,287,,4067733275,212,34.4,4067733431,189,,4067733273,141,84.4,4067733279,1,,4067733271,140,34.2,8bp03i0tjmh836ud5jekv2aui,J. Gauci,4067733269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442159,18,1,1,2,34,6lezh5aazy0xca1800e5dqxwl,1,46.2,81.4,2023-03-03T08:48:11.012Z,2023-03-03T08:48:15Z,4067733337,213,0.5,4067733331,140,61.9,4067733335,212,19.3,4067733329,56,Left,4067733333,141,96.2,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442161,19,1,1,2,38,6lezh5aazy0xca1800e5dqxwl,0,66.2,98.9,2023-03-03T08:48:14.412Z,2023-03-04T04:39:19Z,4067733347,140,72.2,4067733345,56,Left,4067733351,212,8.2,4067733353,213,5.6,4067733349,141,91.1,4067733343,155,,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442163,33,61,1,2,39,c33jm806py6adse5wv9wx6ch1,1,26.4,8.5,2023-03-03T08:48:15.512Z,2023-03-04T04:39:16Z,4067733357,56,Back,,,,,,,,,,,,,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442181,20,5,1,2,40,6lezh5aazy0xca1800e5dqxwl,1,61.9,101.8,2023-03-03T08:48:16.869Z,2023-03-03T09:03:39Z,4067733425,347,,4067733433,233,34,4067733423,56,Left,,,,,,,,,,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442169,34,5,1,2,40,c33jm806py6adse5wv9wx6ch1,0,38.1,-1.8,2023-03-03T08:48:16.869Z,2023-03-03T08:48:22Z,4067733437,233,20,4067733387,347,,4067733385,56,Back,,,,,,,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442191,21,1,1,2,51,6lezh5aazy0xca1800e5dqxwl,1,58.4,100,2023-03-03T08:48:27.955Z,2023-03-03T08:48:29Z,4067733461,140,62.5,4067733463,141,87.5,4067733459,56,Left,4067733457,107,,4067733465,212,10.7,4067733467,213,5.1,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442195,22,1,1,2,52,6lezh5aazy0xca1800e5dqxwl,1,62.5,87.5,2023-03-03T08:48:28.915Z,2023-03-03T08:48:29Z,4067733477,56,Left,4067733481,141,95.3,4067733483,212,7.3,4067733485,213,2.3,4067733479,140,57.7,,,,,,,,,,6b31g4lw3ste6xrg1kwwn5iol,H. Ibusuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442207,23,1,1,2,53,6lezh5aazy0xca1800e5dqxwl,1,57.7,95.3,2023-03-03T08:48:29.779Z,2023-03-03T08:48:35Z,4067733535,213,4.1,4067733527,56,Back,4067733531,141,61.2,4067733529,140,42.0,4067733533,212,28.5,,,,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514442213,24,1,1,2,59,6lezh5aazy0xca1800e5dqxwl,1,45.4,55.5,2023-03-03T08:48:35.763Z,2023-03-03T08:48:38Z,4067733561,213,1.8,4067733557,141,79.3,4067733555,140,41.1,4067733559,212,16.8,4067733553,56,Back,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
