id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/16/value,qualifier/10/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2536507731,9,1,1,0,19,6h553bwfqkoxayuv80uikkn42,1,36.6,65.4,2023-04-21T09:53:33.689Z,2023-04-21T09:59:18Z,4205571145,213,4.4,4205571143,212,20.2,4205571137,56,Back,4205571139,140,31.0,4205571141,141,37.0,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536507745,10,1,1,0,22,6h553bwfqkoxayuv80uikkn42,1,31.1,30.3,2023-04-21T09:53:36.120Z,2023-04-21T09:59:19Z,4205571201,56,Back,4205571205,141,8.6,4205571209,213,4.9,4205571203,140,34.3,4205571207,212,15.1,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536507773,11,1,1,0,24,6h553bwfqkoxayuv80uikkn42,1,34.3,8.6,2023-04-21T09:53:38.360Z,2023-04-21T09:53:42Z,4205571331,141,4.7,4205571335,213,6.1,4205571329,140,45.0,4205571327,56,Back,4205571333,212,11.5,,,,,,,,,,26h572pq2qiac1raqk6g0jvh0,A. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536507771,3,45,1,0,28,6j4xzc2g1eeafo6v1f38d4x22,0,59.5,91,2023-04-21T09:53:42.023Z,2023-04-21T09:53:43Z,4205571325,285,,4205571323,56,Left,4205571381,233,12,,,,,,,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536507781,12,3,1,0,28,6h553bwfqkoxayuv80uikkn42,1,40.5,9,2023-04-21T09:53:42.023Z,2023-04-21T12:41:15Z,4205571365,56,Back,4205875161,464,,4205571367,286,,4205571373,233,3,,,,,,,,,,,,,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536507795,13,1,1,0,29,6h553bwfqkoxayuv80uikkn42,1,40.1,9.7,2023-04-21T09:53:43.065Z,2023-04-21T09:53:44Z,4205571409,141,17.9,4205571413,213,1.8,4205571405,56,Back,4205571407,140,39.0,4205571411,212,5.7,,,,,,,,,,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536507805,14,1,1,0,30,6h553bwfqkoxayuv80uikkn42,1,39,17.9,2023-04-21T09:53:43.960Z,2023-04-21T09:53:46Z,4205571469,56,Back,4205571473,141,36.4,4205571477,213,2.5,4205571471,140,23.5,4205571475,212,20.6,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536507827,15,1,1,0,32,6h553bwfqkoxayuv80uikkn42,1,23.5,36.4,2023-04-21T09:53:45.992Z,2023-04-21T09:53:50Z,4205571621,140,10.5,4205571625,212,19.7,4205571623,141,57.3,4205571627,213,2.3,4205571619,56,Back,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536507845,16,1,1,0,36,6h553bwfqkoxayuv80uikkn42,1,10.8,57.3,2023-04-21T09:53:50.697Z,2023-04-21T09:53:52Z,4205571709,56,Back,4205571717,141,96.5,4205571721,213,0.7,4205571707,155,,4205571723,1,,4205571719,212,40.6,4205571711,140,40.0,,,,98blyfvs09u1j6m7ltbqai9xx,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536507853,17,44,1,0,38,6h553bwfqkoxayuv80uikkn42,1,40.4,96.7,2023-04-21T09:53:52.216Z,2023-04-21T09:53:53Z,4205571743,56,Back,4205571745,285,,4205571755,233,4,,,,,,,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536507855,4,44,1,0,38,6j4xzc2g1eeafo6v1f38d4x22,0,59.6,3.3,2023-04-21T09:53:52.217Z,2023-04-21T09:53:53Z,4205571761,233,17,4205571749,56,Right,4205571753,286,,,,,,,,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536507885,18,1,1,0,38,6h553bwfqkoxayuv80uikkn42,1,40,96.5,2023-04-21T09:53:52.424Z,2023-04-21T09:53:57Z,4205571911,213,0.0,4205571903,56,Left,4205571907,141,97.5,4205571901,3,,4205571905,140,60.9,4205571909,212,22.0,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536507889,19,61,1,0,43,6h553bwfqkoxayuv80uikkn42,0,60.1,97.8,2023-04-21T09:53:57.721Z,2023-04-21T09:54:06Z,4205571917,56,Left,,,,,,,,,,,,,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536507883,5,5,1,0,45,6j4xzc2g1eeafo6v1f38d4x22,1,42.8,-1.7,2023-04-21T09:53:58.906Z,2023-04-21T09:57:40Z,4205572009,233,20,4205571899,347,,4205571897,56,Back,,,,,,,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536507903,20,5,1,0,45,6h553bwfqkoxayuv80uikkn42,0,57.2,101.7,2023-04-21T09:53:58.906Z,2023-04-21T09:54:00Z,4205571991,347,,4205572017,233,5,4205571989,56,Left,,,,,,,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536507999,6,1,1,1,4,6j4xzc2g1eeafo6v1f38d4x22,1,44.4,0,2023-04-21T09:54:17.925Z,2023-04-21T09:54:19Z,4205572523,56,Right,4205572527,141,8.5,4205572521,107,,4205572531,213,0.4,4205572525,140,58.5,4205572529,212,16.4,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508001,7,1,1,1,5,6j4xzc2g1eeafo6v1f38d4x22,1,58.5,8.8,2023-04-21T09:54:19.253Z,2023-04-21T09:54:20Z,4205572573,156,,4205572557,212,5.1,4205572553,140,54.6,4205572551,56,Right,4205572559,213,3.8,4205572555,141,4.4,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536569273,932,50,1,1,6,6j4xzc2g1eeafo6v1f38d4x22,1,59.2,8.1,2023-04-21T09:54:20.518Z,2023-04-21T12:58:12Z,4205878887,286,,4205878885,56,Right,4205902301,233,1032,,,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536569659,1032,7,1,1,6,6h553bwfqkoxayuv80uikkn42,0,40.8,91.9,2023-04-21T09:54:20.519Z,2023-04-21T12:58:12Z,4205880483,285,,4205902289,233,932,4205880481,56,Back,4205880569,385,,,,,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508035,8,1,1,1,7,6j4xzc2g1eeafo6v1f38d4x22,1,54.6,5.5,2023-04-21T09:54:20.805Z,2023-04-21T10:02:12Z,4205572753,213,3.8,4205572749,141,3.4,4205572747,140,52.7,4205572751,212,2.5,4205572745,56,Right,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508021,21,43,1,1,7,6h553bwfqkoxayuv80uikkn42,1,0,0,2023-04-21T09:54:21.784Z,2023-04-21T10:02:11Z,4205572649,56,Back,4205572651,285,0,4205586643,144,7,,,,,,,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508049,9,1,1,1,10,6j4xzc2g1eeafo6v1f38d4x22,1,39,5.6,2023-04-21T09:54:24.533Z,2023-04-21T09:54:27Z,4205572821,141,3.8,4205572819,140,22.1,4205572825,213,3.2,4205572817,56,Back,4205572823,212,17.8,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508063,10,1,1,1,13,6j4xzc2g1eeafo6v1f38d4x22,1,22.1,5.9,2023-04-21T09:54:27.109Z,2023-04-21T09:54:29Z,4205572895,140,11.5,4205572901,213,2.3,4205572893,56,Back,4205572899,212,16.1,4205572897,141,23.1,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508067,11,1,1,1,15,6j4xzc2g1eeafo6v1f38d4x22,0,11.7,23.1,2023-04-21T09:54:29.654Z,2023-04-21T09:54:32Z,4205572919,56,Back,4205572923,141,34.9,4205572927,213,0.2,4205572917,157,,4205572925,212,33.3,4205572929,1,,4205572921,140,42.5,,,,56p368h15z4s1izxoz3pvu4et,O. Sail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508069,22,49,1,1,16,6h553bwfqkoxayuv80uikkn42,1,58.4,64.5,2023-04-21T09:54:30.504Z,2023-04-21T09:54:30Z,,,,,,,,,,,,,,,,,,,,,,,,,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508087,23,1,1,1,17,6h553bwfqkoxayuv80uikkn42,1,58.4,64.5,2023-04-21T09:54:31.289Z,2023-04-21T09:54:34Z,4205573079,140,57.5,4205573077,56,Left,4205573081,141,86.2,4205573085,213,1.6,4205573083,212,14.8,,,,,,,,,,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508123,24,1,1,1,20,6h553bwfqkoxayuv80uikkn42,1,59.2,91.7,2023-04-21T09:54:34.712Z,2023-04-21T09:54:40Z,4205573285,140,77.2,4205573289,212,19.3,4205573287,141,85.9,4205573291,213,6.1,4205573281,56,Left,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508133,25,1,1,1,26,6h553bwfqkoxayuv80uikkn42,1,69.4,75.7,2023-04-21T09:54:39.961Z,2023-04-21T09:54:41Z,4205573349,212,11.6,4205573343,56,Center,4205573351,213,4.7,4205573347,141,58.7,4205573345,140,69.5,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508145,26,1,1,1,27,6h553bwfqkoxayuv80uikkn42,1,69.5,60.8,2023-04-21T09:54:41.544Z,2023-04-21T09:54:44Z,4205573397,140,79.1,4205573401,212,10.4,4205573399,141,64.5,4205573403,213,0.2,4205573395,56,Center,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508147,27,61,1,1,30,6h553bwfqkoxayuv80uikkn42,1,75.8,62,2023-04-21T09:54:44.353Z,2023-04-21T09:54:44Z,4205573407,56,Center,,,,,,,,,,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508155,28,61,1,1,31,6h553bwfqkoxayuv80uikkn42,0,73.9,57.3,2023-04-21T09:54:45.185Z,2023-04-21T10:02:59Z,4205573431,56,Center,,,,,,,,,,,,,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508173,13,3,1,1,32,6j4xzc2g1eeafo6v1f38d4x22,1,27.6,55,2023-04-21T09:54:46.372Z,2023-04-21T12:45:39Z,4205573539,233,29,4205573515,285,,4205882891,465,,4205573513,56,Back,,,,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508169,29,45,1,1,32,6h553bwfqkoxayuv80uikkn42,0,72.4,45,2023-04-21T09:54:46.372Z,2023-04-21T10:03:22Z,4205573505,56,Center,4205573507,286,,4205573545,233,13,,,,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508153,12,49,1,1,33,6j4xzc2g1eeafo6v1f38d4x22,1,23.7,57.3,2023-04-21T09:54:47.052Z,2023-04-21T10:03:04Z,,,,,,,,,,,,,,,,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508175,14,50,1,1,34,6j4xzc2g1eeafo6v1f38d4x22,1,35.6,53.8,2023-04-21T09:54:48.484Z,2023-04-21T09:54:52Z,4205573643,286,,4205573521,56,Back,4205573639,233,30,,,,,,,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508193,30,7,1,1,34,6h553bwfqkoxayuv80uikkn42,1,64.4,46.2,2023-04-21T09:54:48.485Z,2023-04-21T12:46:00Z,4205573633,233,14,4205573627,285,,4205573625,56,Center,4205883425,384,,,,,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508195,31,49,1,1,37,6h553bwfqkoxayuv80uikkn42,1,34.8,39.5,2023-04-21T09:54:51.385Z,2023-04-21T09:54:51Z,,,,,,,,,,,,,,,,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508203,32,1,1,1,37,6h553bwfqkoxayuv80uikkn42,1,34.8,39.5,2023-04-21T09:54:51.609Z,2023-04-21T10:03:49Z,4205573681,141,53.3,4205573679,140,41.4,4205573677,56,Back,4205573683,212,11.7,4205573685,213,0.9,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508225,33,1,1,1,40,6h553bwfqkoxayuv80uikkn42,1,39.4,37.1,2023-04-21T09:54:54.008Z,2023-04-21T09:54:57Z,4205573785,213,4.5,4205573783,212,17.5,4205573779,140,36.6,4205573777,56,Back,4205573781,141,11.7,,,,,,,,,,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508243,34,1,1,1,43,6h553bwfqkoxayuv80uikkn42,1,46.8,12.9,2023-04-21T09:54:57.769Z,2023-04-21T09:55:01Z,4205573873,213,2.1,4205573871,212,12.5,4205573865,56,Back,4205573867,140,41.1,4205573869,141,29.1,,,,,,,,,,26h572pq2qiac1raqk6g0jvh0,A. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508257,35,1,1,1,47,6h553bwfqkoxayuv80uikkn42,1,46.7,48.1,2023-04-21T09:55:01.240Z,2023-04-21T09:55:03Z,4205573931,141,50.1,4205573929,140,61.3,4205573935,213,0.1,4205573933,212,15.4,4205573927,56,Center,,,,,,,,,,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508265,36,1,1,1,49,6h553bwfqkoxayuv80uikkn42,1,61.3,50.1,2023-04-21T09:55:03.336Z,2023-04-21T09:55:05Z,4205573991,212,20.1,4205573989,141,53.6,4205574013,156,,4205573985,56,Back,4205573987,140,42.3,4205573993,213,3.0,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508295,37,1,1,1,51,6h553bwfqkoxayuv80uikkn42,1,43.6,55.4,2023-04-21T09:55:05.593Z,2023-04-21T09:55:10Z,4205574109,56,Back,4205574117,213,1.5,4205574113,141,78.4,4205574111,140,44.8,4205574115,212,15.7,,,,,,,,,,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508301,38,1,1,1,56,6h553bwfqkoxayuv80uikkn42,1,43.3,93.8,2023-04-21T09:55:09.912Z,2023-04-21T09:55:13Z,4205574153,213,3.8,4205574155,1,,4205574149,141,59.6,4205574151,212,38.5,4205574147,140,14.1,4205574145,56,Back,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508311,39,1,1,1,59,6h553bwfqkoxayuv80uikkn42,1,14,49.4,2023-04-21T09:55:13.608Z,2023-04-21T09:55:14Z,4205574203,141,25.2,4205574207,213,5.2,4205574199,56,Back,4205574205,212,18.8,4205574201,140,22.6,,,,,,,,,,98blyfvs09u1j6m7ltbqai9xx,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508327,40,1,1,2,0,6h553bwfqkoxayuv80uikkn42,1,22.6,25.2,2023-04-21T09:55:14.728Z,2023-04-21T09:55:17Z,4205574283,212,13.9,4205574285,213,0.9,4205574281,141,41.8,4205574277,56,Back,4205574279,140,30.4,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536508343,41,1,1,2,3,6h553bwfqkoxayuv80uikkn42,1,31,41.5,2023-04-21T09:55:17.128Z,2023-04-21T09:55:21Z,4205574363,56,Back,4205574369,212,17.2,4205574367,141,47.3,4205574365,140,46.9,4205574371,213,0.2,,,,,,,,,,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
