id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value
2537741817,9,1,1,0,20,7jv344gvcvgqg7oeuc9u554dm,1,30.9,25.2,2023-04-23T05:09:33.960Z,2023-04-23T05:09:38Z,4212137175,213,1.7,4212137167,56,Back,4212137171,141,59.1,4212137173,212,23.2,4212137169,140,28.8,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741833,10,1,1,0,25,7jv344gvcvgqg7oeuc9u554dm,1,36.6,76.3,2023-04-23T05:09:38.816Z,2023-04-23T05:09:43Z,4212137289,212,17.2,4212137283,56,Back,4212137287,141,96.0,4212137291,213,0.9,4212137285,140,46.8,,,,,,,,,,aeoqbtq15nt9ks5cx50vallhw,O. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741841,11,1,1,0,29,7jv344gvcvgqg7oeuc9u554dm,1,39.6,91.2,2023-04-23T05:09:42.912Z,2023-04-23T05:09:44Z,4212137341,140,26.6,4212137347,213,3.9,4212137345,212,19.7,4212137339,56,Back,4212137343,141,70.3,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741857,12,1,1,0,30,7jv344gvcvgqg7oeuc9u554dm,1,26.6,70.3,2023-04-23T05:09:44.568Z,2023-04-23T05:09:49Z,4212137453,140,10.0,4212137459,213,3.8,4212137455,141,49.6,4212137457,212,22.4,4212137451,56,Back,,,,,,,,,,aeoqbtq15nt9ks5cx50vallhw,O. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741865,13,1,1,0,35,7jv344gvcvgqg7oeuc9u554dm,0,11.7,41.9,2023-04-23T05:09:49.017Z,2023-04-23T05:09:50Z,4212137517,1,,4212137505,56,Right,4212137511,212,51.1,4212137507,140,56.7,4212137503,155,,4212137509,141,13.1,4212137513,213,5.9,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741871,3,49,1,0,37,9xmhnv6im8h7c9e17oqvcx8gl,1,42.5,80.9,2023-04-23T05:09:51.216Z,2023-04-23T05:09:51Z,,,,,,,,,,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741905,4,1,1,0,41,9xmhnv6im8h7c9e17oqvcx8gl,1,40.4,94.5,2023-04-23T05:09:55.576Z,2023-04-23T05:09:59Z,4212137793,212,15.6,4212137789,141,89.4,4212137783,56,Back,4212137797,213,3.4,4212137785,140,25.9,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741935,5,1,1,0,45,9xmhnv6im8h7c9e17oqvcx8gl,1,28.6,90.9,2023-04-23T05:09:59.545Z,2023-04-23T05:10:05Z,4212137969,213,5.2,4212137963,140,31.7,4212137967,212,6.5,4212137961,56,Back,4212137965,141,82.6,,,,,,,,,,2nn6berxelojkxb2rjjnqw4id,L. Broxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741943,6,1,1,0,51,9xmhnv6im8h7c9e17oqvcx8gl,1,23.3,69.9,2023-04-23T05:10:05.200Z,2023-04-23T05:10:07Z,4212138017,140,27.3,4212138023,213,1.0,4212138015,56,Back,4212138021,212,8.2,4212138019,141,80.3,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741967,7,1,1,0,53,9xmhnv6im8h7c9e17oqvcx8gl,1,29.2,79.1,2023-04-23T05:10:07.536Z,2023-04-23T05:10:10Z,4212138183,213,4.0,4212138175,56,Back,4212138177,140,25.0,4212138179,141,70.8,4212138181,212,7.2,,,,,,,,,,2nn6berxelojkxb2rjjnqw4id,L. Broxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741999,8,1,1,0,57,9xmhnv6im8h7c9e17oqvcx8gl,1,26.3,66.7,2023-04-23T05:10:10.840Z,2023-04-23T05:10:15Z,4212138337,140,28.0,4212138341,212,8.8,4212138335,56,Back,4212138343,213,1.4,4212138339,141,79.4,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742019,9,1,1,1,2,9xmhnv6im8h7c9e17oqvcx8gl,1,42.6,70.3,2023-04-23T05:10:15.679Z,2023-04-23T05:10:17Z,4212138449,213,0.1,4212138443,140,61.1,4212138447,212,19.6,4212138441,56,Center,4212138445,141,74.4,,,,,,,,,,2nn6berxelojkxb2rjjnqw4id,L. Broxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742029,10,1,1,1,4,9xmhnv6im8h7c9e17oqvcx8gl,0,63.5,76.3,2023-04-23T05:10:17.808Z,2023-04-23T05:10:19Z,4212138509,56,Left,4212138519,213,1.7,4212138517,212,17.4,4212138511,140,61.7,4212138515,141,100.0,,,,,,,,,,njzhdtpegev8seam0oe0zpp1,B. Fornaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742031,11,5,1,1,6,9xmhnv6im8h7c9e17oqvcx8gl,0,59.3,101.8,2023-04-23T05:10:19.672Z,2023-04-23T05:10:21Z,4212138543,56,Left,4212138613,233,14,4212138545,347,,,,,,,,,,,,,,,,,njzhdtpegev8seam0oe0zpp1,B. Fornaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742037,14,5,1,1,6,7jv344gvcvgqg7oeuc9u554dm,1,40.7,-1.8,2023-04-23T05:10:19.672Z,2023-04-23T06:49:28Z,4212138599,233,11,4212138571,56,Back,4212138573,347,,,,,,,,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742093,15,1,1,1,11,7jv344gvcvgqg7oeuc9u554dm,1,41.1,0,2023-04-23T05:10:25.264Z,2023-04-23T05:10:29Z,4212138845,141,15.6,4212138847,212,23.2,4212138851,1,,4212138841,56,Back,4212138839,107,,4212138843,140,22.2,4212138849,213,2.6,,,,btyconkxo00p1gkf87mn70lpl,J. McGing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742117,16,1,1,1,16,7jv344gvcvgqg7oeuc9u554dm,1,24.1,26.2,2023-04-23T05:10:29.767Z,2023-04-23T05:10:33Z,4212138973,212,23.1,4212138969,140,9.0,4212138967,56,Back,4212138975,213,2.3,4212138971,141,50.9,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742123,17,1,1,1,19,7jv344gvcvgqg7oeuc9u554dm,1,10.9,60.3,2023-04-23T05:10:33.336Z,2023-04-23T05:10:36Z,4212139021,56,Back,4212139027,212,15.9,4212139025,141,72.7,4212139023,140,23.7,4212139029,213,0.6,,,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742143,18,1,1,1,22,7jv344gvcvgqg7oeuc9u554dm,1,24.9,85.4,2023-04-23T05:10:35.936Z,2023-04-23T05:10:40Z,4212139117,56,Back,4212139123,212,10.2,4212139121,141,96.5,4212139125,213,0.8,4212139119,140,31.4,,,,,,,,,,aeoqbtq15nt9ks5cx50vallhw,O. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742151,19,1,1,1,26,7jv344gvcvgqg7oeuc9u554dm,1,42.2,93.2,2023-04-23T05:10:40.561Z,2023-04-23T05:10:42Z,4212139219,141,72.6,4212139221,212,22.0,4212139215,56,Center,4212139223,213,5.6,4212139217,140,58.4,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742161,20,1,1,1,29,7jv344gvcvgqg7oeuc9u554dm,1,59.3,72,2023-04-23T05:10:42.848Z,2023-04-23T05:10:44Z,4212139267,56,Left,4212139275,213,0.4,4212139271,141,81.8,4212139273,212,16.8,4212139269,140,74.0,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742167,21,1,1,1,31,7jv344gvcvgqg7oeuc9u554dm,0,78.9,85.6,2023-04-23T05:10:44.769Z,2023-04-24T18:47:14Z,4218192109,224,,4212139307,2,,4212139313,140,80.2,4212139341,236,,4212139315,141,79.6,4212139317,212,4.3,4212139311,56,Left,4212139345,233,12,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,4212139319,213,5.0,4218192111,72,4212139349,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742163,12,12,1,1,31,9xmhnv6im8h7c9e17oqvcx8gl,1,15.7,18,2023-04-23T05:10:44.869Z,2023-04-23T05:10:46Z,4212139279,185,,4212139281,56,Back,4212139367,233,21,,,,,,,,,,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742177,13,6,1,1,32,9xmhnv6im8h7c9e17oqvcx8gl,0,17.8,19.2,2023-04-23T05:10:46.576Z,2023-04-24T18:47:32Z,4212139455,233,22,4212139375,73,,4212139373,56,Back,,,,,,,,,,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742187,22,6,1,1,32,7jv344gvcvgqg7oeuc9u554dm,1,82.2,80.8,2023-04-23T05:10:46.576Z,2023-04-23T05:32:39Z,4212139443,233,13,4212139407,73,,4212139405,56,Left,,,,,,,,,,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742381,23,1,1,2,3,7jv344gvcvgqg7oeuc9u554dm,0,99.5,99.5,2023-04-23T05:11:17.065Z,2023-04-24T18:48:15Z,4212140373,6,,4212140379,56,Center,4218194601,20,,4212140383,141,61.2,4212140387,213,4.5,4212140381,140,93.6,4212140385,212,26.8,4212140377,223,,906itj33c7nzyzhkvxswvaxas,L. Rose,4212140371,2,,4212140375,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742389,14,12,1,2,6,9xmhnv6im8h7c9e17oqvcx8gl,1,8.7,46.4,2023-04-23T05:11:20.336Z,2023-04-24T21:33:13Z,4212140449,213,5.3,4212140443,140,18.1,4212140447,212,18.9,4212140441,56,Back,4212140445,141,22.7,,,,,,,,,,2nn6berxelojkxb2rjjnqw4id,L. Broxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742403,24,1,1,2,8,7jv344gvcvgqg7oeuc9u554dm,1,77.5,76.9,2023-04-23T05:11:22.472Z,2023-04-23T05:11:25Z,4212140489,56,Left,4212140493,141,85.3,4212140491,140,94.5,4212140497,213,0.3,4212140495,212,18.7,,,,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742409,25,1,1,2,11,7jv344gvcvgqg7oeuc9u554dm,0,97,76.7,2023-04-23T05:11:25.536Z,2023-04-24T21:33:31Z,4212140545,212,15.0,4218467863,72,,4212140541,140,97.2,4212140547,213,4.7,4212140539,56,Center,4212140535,2,,4212140537,155,,4212140543,141,54.6,906itj33c7nzyzhkvxswvaxas,L. Rose,4218467861,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742413,15,12,1,2,12,9xmhnv6im8h7c9e17oqvcx8gl,1,7.4,42.5,2023-04-23T05:11:25.880Z,2023-04-23T05:11:27Z,4212140561,212,16.2,4212140555,56,Back,4212140557,140,22.3,4212140573,15,,4212140559,141,36.1,4212140563,213,6.0,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742419,16,49,1,2,14,9xmhnv6im8h7c9e17oqvcx8gl,1,22.4,36.9,2023-04-23T05:11:27.992Z,2023-04-23T05:11:28Z,,,,,,,,,,,,,,,,,,,,,,,,,cl3z842ngppg6uu3tlusruep5,F. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742449,17,1,1,2,15,9xmhnv6im8h7c9e17oqvcx8gl,1,22.2,36.9,2023-04-23T05:11:28.673Z,2023-04-23T05:11:36Z,4212140765,155,,4212140767,56,Back,4212140773,212,10.5,4212140771,141,26.5,4212140775,213,5.5,4212140769,140,29.6,,,,,,,cl3z842ngppg6uu3tlusruep5,F. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742451,18,50,1,2,22,9xmhnv6im8h7c9e17oqvcx8gl,1,68.6,37,2023-04-23T05:11:36.479Z,2023-04-23T05:11:39Z,4212140817,233,26,4212140783,56,Center,4212140785,286,,,,,,,,,,,,,,,,,c575swutxi9er3j9txklhrzoq,Ben Folami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742453,26,7,1,2,22,7jv344gvcvgqg7oeuc9u554dm,0,31.4,63,2023-04-23T05:11:36.480Z,2023-04-24T21:34:01Z,4212140803,233,18,4218467873,384,,4212140801,285,,4212140799,56,Back,,,,,,,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742471,19,1,1,2,25,9xmhnv6im8h7c9e17oqvcx8gl,1,73.2,48.8,2023-04-23T05:11:39.560Z,2023-04-23T05:11:42Z,4212140909,141,72.3,4212140913,213,1.2,4212140911,212,17.4,4212140905,56,Center,4212140907,140,79.8,,,,,,,,,,c575swutxi9er3j9txklhrzoq,Ben Folami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742741,20,1,1,2,26,9xmhnv6im8h7c9e17oqvcx8gl,1,81,77.2,2023-04-23T05:11:39.807Z,2023-04-24T21:35:06Z,4218467909,72,,4212144121,210,16,4218467897,2,,4212146429,22,,4212142409,140,92.3,4212144123,154,,4212142413,212,20.8,4212142407,56,Center,2wnqoxtt8xlglpndyjb5rb622,Cadete,4212142405,155,,4212142415,213,4218467907,224,1,5.3,4212142411,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742745,21,16,1,2,28,9xmhnv6im8h7c9e17oqvcx8gl,1,91.7,49.5,2023-04-23T05:11:41.656Z,2023-04-24T21:35:06Z,4212146643,17,,4212142661,375,02:27.556,4218467913,395,98.6,4212146445,76,,4212142643,15,,4218467915,396,52.0,4212144131,29,,4212144001,103,10.8,cl3z842ngppg6uu3tlusruep5,F. Romero,4212146449,214,,4212142651,328,4212144011,230,,,4212144133,154,,98.6,4212144135,55,20,4212142429,56,Center,4212142655,374,2023-04-23 06:11:41.133,4212144015,231,50.7,4212143999,102,51.9,4212146437,22,,,,,,,,,,
2537742897,27,1,1,3,41,7jv344gvcvgqg7oeuc9u554dm,1,50.2,50,2023-04-23T05:12:54.592Z,2023-04-23T06:09:20Z,4212143143,213,2.9,4212143135,56,Back,4212143137,140,43.4,4212143139,141,52.1,4212143145,279,G,4212143141,212,7.3,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742909,28,1,1,3,45,7jv344gvcvgqg7oeuc9u554dm,1,44.1,46.4,2023-04-23T05:12:58.673Z,2023-04-23T05:13:00Z,4212143183,141,54.8,4212143193,189,,4212143179,56,Center,4212143185,212,12.2,4212143187,213,0.5,4212143181,140,54.4,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742927,29,1,1,3,47,7jv344gvcvgqg7oeuc9u554dm,1,54.4,54.8,2023-04-23T05:13:00.824Z,2023-04-23T06:09:26Z,4212143261,140,43.4,4212143265,212,11.6,4212143259,56,Back,4212143269,213,3.2,4212143263,141,53.4,,,,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742937,30,1,1,3,48,7jv344gvcvgqg7oeuc9u554dm,1,43.4,53.4,2023-04-23T05:13:02.288Z,2023-04-23T05:13:04Z,4212143329,212,22.0,4212143331,213,1.7,4212143323,56,Back,4212143327,141,85.6,4212143325,140,41.2,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742941,31,1,1,3,50,7jv344gvcvgqg7oeuc9u554dm,1,41.2,85.6,2023-04-23T05:13:03.929Z,2023-04-23T05:13:05Z,4212143353,212,17.8,4212143349,140,29.8,4212143347,56,Back,4212143351,141,66.3,4212143355,213,4.0,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742947,32,1,1,3,51,7jv344gvcvgqg7oeuc9u554dm,1,29.8,66.3,2023-04-23T05:13:05.249Z,2023-04-23T05:13:07Z,4212143391,141,62.4,4212143395,213,6.1,4212143387,56,Back,4212143389,140,41.3,4212143393,212,12.4,,,,,,,,,,aeoqbtq15nt9ks5cx50vallhw,O. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742951,33,1,1,3,53,7jv344gvcvgqg7oeuc9u554dm,1,44.6,66.9,2023-04-23T05:13:06.873Z,2023-04-23T05:13:08Z,4212143421,141,84.7,4212143425,213,0.7,4212143419,140,58.2,4212143417,56,Left,4212143423,212,18.7,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
