id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/12/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2489982679,4,49,1,0,21,6j4xzc2g1eeafo6v1f38d4x22,1,48.3,55.1,2022-12-10T06:00:46.244Z,2022-12-10T06:00:46Z,,,,,,,,,,,,,,,,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982691,5,1,1,0,22,6j4xzc2g1eeafo6v1f38d4x22,1,48.3,55.1,2022-12-10T06:00:46.848Z,2022-12-11T09:24:33Z,3938803857,141,91.4,3938803853,56,Back,3938803859,212,25.0,3938803861,213,1.7,3938803855,140,44.3,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982693,6,1,1,0,25,6j4xzc2g1eeafo6v1f38d4x22,0,43.8,97.5,2022-12-10T06:00:50.252Z,2022-12-11T08:49:05Z,3938803875,212,27.2,3938803873,141,97.5,3938803871,140,69.7,3938803877,213,0,3938803869,56,Left,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982695,8,1,1,0,26,6h553bwfqkoxayuv80uikkn42,0,32.4,1.4,2022-12-10T06:00:51.306Z,2022-12-10T06:00:52Z,3938803887,141,0.0,3938803883,56,Back,3938803885,140,40.1,3938803891,213,6.0,3938803889,212,8.4,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982713,7,5,1,0,27,6j4xzc2g1eeafo6v1f38d4x22,1,58.6,102,2022-12-10T06:00:52.219Z,2022-12-10T06:13:52Z,3938803959,347,,3938803957,56,Left,3938803965,233,9,,,,,,,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982701,9,5,1,0,27,6h553bwfqkoxayuv80uikkn42,0,41.4,-2,2022-12-10T06:00:52.219Z,2022-12-10T06:00:59Z,3938803901,56,Back,3938803903,347,,3938803969,233,7,,,,,,,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982719,8,1,1,0,34,6j4xzc2g1eeafo6v1f38d4x22,0,57.2,100,2022-12-10T06:00:59.332Z,2022-12-10T06:01:01Z,3938803979,56,Left,3938803987,213,5.6,3938803985,212,18.7,3938803981,140,70.9,3938803983,141,84.5,3938803977,107,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982727,10,1,1,0,36,6h553bwfqkoxayuv80uikkn42,1,29.3,12.9,2022-12-10T06:01:00.810Z,2022-12-10T06:01:02Z,3938804019,213,1.1,3938804017,212,11.0,3938804009,3,,3938804013,140,34.5,3938804015,141,27.0,3938804011,56,Back,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982729,11,1,1,0,37,6h553bwfqkoxayuv80uikkn42,1,34.4,26.5,2022-12-10T06:01:02.649Z,2022-12-10T06:49:45Z,3938804029,140,29.9,3938804027,56,Back,3938804035,213,2.6,3938804033,212,5.4,3938804031,141,30.4,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982731,12,49,1,0,38,6h553bwfqkoxayuv80uikkn42,1,29.9,30.4,2022-12-10T06:01:03.153Z,2022-12-11T09:26:23Z,,,,,,,,,,,,,,,,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982739,13,1,1,0,39,6h553bwfqkoxayuv80uikkn42,1,29.9,30.4,2022-12-10T06:01:04.377Z,2022-12-10T06:49:53Z,3938804059,56,Back,3938804061,140,34.2,3938804065,212,6.2,3938804063,141,36.7,3938804067,213,0.8,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982741,14,61,1,0,40,6h553bwfqkoxayuv80uikkn42,0,36.6,40.8,2022-12-10T06:01:05.268Z,2022-12-11T09:27:13Z,3938804071,56,Back,,,,,,,,,,,,,,,,,,,,,,5p3y4bh0mdmymeceltd1fpw8a,R. Najjarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982743,9,1,1,0,41,6j4xzc2g1eeafo6v1f38d4x22,1,62.4,60.8,2022-12-10T06:01:06.269Z,2022-12-11T09:27:24Z,3940398417,140,59.5,3940398421,141,73.2,3940398425,213,1.9,3940398423,212,9.0,3938804079,56,Center,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982745,10,49,1,0,42,6j4xzc2g1eeafo6v1f38d4x22,1,60,64.6,2022-12-10T06:01:07.548Z,2022-12-11T09:27:04Z,,,,,,,,,,,,,,,,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982749,11,1,1,0,42,6j4xzc2g1eeafo6v1f38d4x22,1,60,64.6,2022-12-10T06:01:07.692Z,2022-12-11T09:27:03Z,3938804099,56,Back,3938804107,213,3.9,3938804105,212,21.5,3938804103,141,43.7,3938804101,140,44.6,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982757,12,1,1,0,43,6j4xzc2g1eeafo6v1f38d4x22,1,44.6,43.7,2022-12-10T06:01:07.817Z,2022-12-11T09:27:02Z,3938804149,140,46.6,3938804147,56,Back,3938804155,213,4.8,3938804153,212,21.7,3938804151,141,12.0,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982763,13,1,1,0,46,6j4xzc2g1eeafo6v1f38d4x22,1,49.6,12.9,2022-12-10T06:01:11.156Z,2022-12-10T06:01:14Z,3938804175,56,Right,3938804177,140,65.5,3938804179,141,11.4,3938804183,213,6.2,3938804181,212,16.7,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982765,14,1,1,0,49,6j4xzc2g1eeafo6v1f38d4x22,0,65,22.5,2022-12-10T06:01:14.548Z,2022-12-10T06:01:15Z,3938804193,212,1.3,3938804195,213,1.3,3938804191,141,24.4,3938804187,56,Center,3938804189,140,65.3,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982769,15,49,1,0,52,6h553bwfqkoxayuv80uikkn42,1,34.4,72,2022-12-10T06:01:16.858Z,2022-12-10T06:01:16Z,,,,,,,,,,,,,,,,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982771,16,61,1,0,53,6h553bwfqkoxayuv80uikkn42,1,34.4,72,2022-12-10T06:01:17.900Z,2022-12-10T06:01:18Z,3938804223,56,Back,,,,,,,,,,,,,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982777,17,1,1,0,54,6h553bwfqkoxayuv80uikkn42,1,35.3,74.5,2022-12-10T06:01:18.905Z,2022-12-10T06:01:21Z,3938804265,56,Back,3938804267,140,34.7,3938804273,213,1.8,3938804271,212,3.0,3938804269,141,78.8,,,,,,,,,,2tmu6esf1xub0sja4gwnakvyt,S. Krpić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982779,18,50,1,0,55,6h553bwfqkoxayuv80uikkn42,1,36.1,80.4,2022-12-10T06:01:20.468Z,2022-12-10T06:01:22Z,3938804289,233,15,3938804277,56,Back,3938804279,286,,,,,,,,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982775,15,7,1,0,55,6j4xzc2g1eeafo6v1f38d4x22,0,63.9,19.6,2022-12-10T06:01:20.469Z,2022-12-11T09:28:27Z,3938804285,233,18,3938804253,56,Right,3938804255,285,,3940399679,385,,,,,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982781,19,61,1,0,56,6h553bwfqkoxayuv80uikkn42,1,34.7,78.8,2022-12-10T06:01:21.362Z,2022-12-11T09:30:13Z,3938804283,56,Back,,,,,,,,,,,,,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982785,20,1,1,0,57,6h553bwfqkoxayuv80uikkn42,1,27.1,82.9,2022-12-10T06:01:22.289Z,2022-12-11T09:30:15Z,3938804303,140,20.7,3938804305,141,66.9,3938804301,56,Back,3938804307,212,12.8,3938804309,213,4.2,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982789,21,1,1,0,59,6h553bwfqkoxayuv80uikkn42,1,20.7,66.9,2022-12-10T06:01:24.057Z,2022-12-10T06:01:26Z,3938804333,212,8.5,3938804335,213,5.8,3938804331,141,61.4,3938804327,56,Back,3938804329,140,28.0,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982791,22,1,1,1,1,6h553bwfqkoxayuv80uikkn42,1,32.6,53.3,2022-12-10T06:01:26.585Z,2022-12-10T06:01:29Z,3938804347,140,41.4,3938804343,56,Back,3938804351,141,42.7,3938804355,213,5.6,3938804353,212,11.7,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982797,23,1,1,1,4,6h553bwfqkoxayuv80uikkn42,1,40.1,33.9,2022-12-10T06:01:29.193Z,2022-12-10T06:01:31Z,3938804379,213,5.1,3938804377,212,17.1,3938804371,56,Back,3938804375,141,10.4,3938804373,140,46.0,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982809,24,1,1,1,6,6h553bwfqkoxayuv80uikkn42,1,46,10.4,2022-12-10T06:01:31.385Z,2022-12-10T06:01:35Z,3938804419,213,2.0,3938804417,212,10.6,3938804415,141,24.6,3938804413,140,41.8,3938804411,56,Back,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982811,25,1,1,1,10,6h553bwfqkoxayuv80uikkn42,1,41.8,24.7,2022-12-10T06:01:35.705Z,2022-12-10T06:50:36Z,3938804435,141,46.9,3938804437,212,20.4,3938804431,56,Back,3938804433,140,28.8,3938804439,213,2.3,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982821,26,1,1,1,13,6h553bwfqkoxayuv80uikkn42,1,27.8,45.2,2022-12-10T06:01:38.809Z,2022-12-11T09:30:42Z,3938804489,140,37.3,3938804495,213,1.1,3938804493,212,22.3,3938804491,141,74.5,3938804487,56,Back,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982823,27,1,1,1,17,6h553bwfqkoxayuv80uikkn42,1,43.6,84.4,2022-12-10T06:01:42.089Z,2022-12-10T06:01:43Z,3938804505,212,11.1,3938804501,140,51.4,3938804503,141,95.4,3938804507,213,0.7,3938804499,56,Left,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982829,28,1,1,1,18,6h553bwfqkoxayuv80uikkn42,1,51.4,95.4,2022-12-10T06:01:43.241Z,2022-12-10T06:01:46Z,3938804529,140,38.7,3938804533,212,14.6,3938804535,213,3.6,3938804531,141,86.5,3938804527,56,Back,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982841,29,1,1,1,21,6h553bwfqkoxayuv80uikkn42,1,35.8,84.2,2022-12-10T06:01:46.697Z,2022-12-10T06:50:50Z,3938804585,56,Back,3938804591,212,39.9,3938804593,213,4.6,3938804587,140,31.7,3938804595,1,,3938804589,141,25.9,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982847,30,1,1,1,26,6h553bwfqkoxayuv80uikkn42,0,36.6,23,2022-12-10T06:01:51.513Z,2022-12-10T06:01:53Z,3938804617,155,,3938804627,213,6.3,3938804621,140,65.7,3938804625,212,30.6,3938804623,141,22.5,3938804619,56,Center,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982849,16,1,1,1,28,6j4xzc2g1eeafo6v1f38d4x22,1,35.1,84.8,2022-12-10T06:01:53.351Z,2022-12-10T06:01:54Z,3938804639,141,88.0,3938804637,140,42.2,3938804643,213,0.3,3938804641,212,7.8,3938804633,3,,3938804635,56,Back,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982851,17,49,1,1,29,6j4xzc2g1eeafo6v1f38d4x22,1,42.2,88,2022-12-10T06:01:54.519Z,2022-12-10T06:01:54Z,,,,,,,,,,,,,,,,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982857,18,1,1,1,30,6j4xzc2g1eeafo6v1f38d4x22,1,42.2,88,2022-12-10T06:01:55.645Z,2022-12-11T09:31:57Z,3938804675,56,Back,3938804677,140,45.3,3938804679,141,90.3,3938804681,212,3.6,3938804683,213,0.4,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982859,19,1,1,1,31,6j4xzc2g1eeafo6v1f38d4x22,0,45.3,90.3,2022-12-10T06:01:56.173Z,2022-12-11T09:32:03Z,3938804699,213,3.9,3938804693,140,41.6,3938804695,141,85.0,3938804691,56,Back,3938804697,212,5.3,3938805263,156,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982861,20,1,1,1,32,6j4xzc2g1eeafo6v1f38d4x22,0,41.6,85,2022-12-10T06:01:57.616Z,2022-12-11T09:32:07Z,3938804709,212,1.1,3938804715,233,31,3938804707,141,85.4,3938804703,56,Back,3938804713,236,,3938804711,213,0.3,3938804719,286,,3938804705,140,42.6,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982853,31,74,1,1,32,6h553bwfqkoxayuv80uikkn42,1,54.5,24.4,2022-12-10T06:01:57.617Z,2022-12-11T09:32:08Z,3938804663,56,Center,3938804665,285,,3938804725,233,20,,,,,,,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982867,21,61,1,1,32,6j4xzc2g1eeafo6v1f38d4x22,1,42.6,85.4,2022-12-10T06:01:57.733Z,2022-12-11T09:32:23Z,3938804737,56,Back,,,,,,,,,,,,,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982863,32,49,1,1,33,6h553bwfqkoxayuv80uikkn42,1,47,22.5,2022-12-10T06:01:58.474Z,2022-12-11T09:32:48Z,,,,,,,,,,,,,,,,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982869,33,1,1,1,34,6h553bwfqkoxayuv80uikkn42,1,47.4,23.3,2022-12-10T06:01:59.097Z,2022-12-11T09:32:51Z,3938804739,56,Back,3938804747,213,1.4,3938804745,212,6.2,3938804741,140,48.2,3938804743,141,32.4,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982875,34,1,1,1,35,6h553bwfqkoxayuv80uikkn42,0,49.8,33.1,2022-12-10T06:02:00.426Z,2022-12-10T06:02:02Z,3938804779,213,6.1,3938804769,155,,3938804777,212,30.5,3938804773,140,78.1,3938804775,141,23.0,3938804771,56,Center,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982881,22,1,1,1,38,6j4xzc2g1eeafo6v1f38d4x22,0,25.1,80,2022-12-10T06:02:02.822Z,2022-12-10T06:02:05Z,3938804805,56,Back,3938804811,212,10.3,3938804813,213,0.5,3938804807,140,33.7,3938804803,3,,3938804809,141,87.2,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982891,35,1,1,1,40,6h553bwfqkoxayuv80uikkn42,0,70.3,17.4,2022-12-10T06:02:05.178Z,2022-12-10T06:02:08Z,3938804839,141,22.2,3938804833,3,,3938804841,212,23.5,3938804837,140,92.5,3938804843,213,0.1,3938804835,56,Center,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982889,23,49,1,1,43,6j4xzc2g1eeafo6v1f38d4x22,1,6.6,78.5,2022-12-10T06:02:08.294Z,2022-12-10T06:02:08Z,,,,,,,,,,,,,,,,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489982897,24,1,1,1,44,6j4xzc2g1eeafo6v1f38d4x22,1,6.6,78.5,2022-12-10T06:02:08.846Z,2022-12-11T09:33:17Z,3938804871,141,95.1,3938804875,213,1.4,3938804873,212,11.5,3938804867,56,Back,3938804869,140,8.7,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
