id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/11/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/17/value
2481179495,8,12,1,1,4,chu9blh367xs3yumct5tqto2q,1,10.5,56.1,2022-11-04T08:46:30.896Z,2022-11-04T09:36:58Z,3892619847,15,,3892619829,140,22.6,3892619833,212,14.0,3892619827,56,Back,3892619831,141,47.6,3892619835,213,5.9,,,,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179565,12,1,1,1,6,9xmhnv6im8h7c9e17oqvcx8gl,1,78.5,46.9,2022-11-04T08:46:33.285Z,2022-11-04T08:46:40Z,3892620145,212,7.7,3892620141,140,85.6,3892620143,141,49.7,3892620133,3,,3892620147,213,0.3,3892620137,56,Center,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179579,9,4,1,1,11,chu9blh367xs3yumct5tqto2q,1,12.9,51.6,2022-11-04T08:46:38.644Z,2022-11-04T09:36:56Z,3892620189,294,,3892620191,56,Back,3892620201,233,13,3892620187,13,,3892620193,152,,3892620195,285,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179571,13,4,1,1,11,9xmhnv6im8h7c9e17oqvcx8gl,0,87.1,48.4,2022-11-04T08:46:38.645Z,2022-11-04T08:46:41Z,3892620159,13,,3892620163,56,Center,3892620167,286,,3892620227,233,9,3892620165,152,,3892620161,294,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179659,10,1,1,1,23,chu9blh367xs3yumct5tqto2q,1,12.8,51,2022-11-04T08:46:50.242Z,2022-11-04T08:47:59Z,3892620547,56,Back,3892622757,189,,3892620553,212,16.8,3892620545,152,,3892620549,140,22.7,3892620551,141,70.5,3892620555,213,0.9,3892620541,5,,4epapct9t0a0skf8522jyerjd,M. Weier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179691,11,1,1,1,24,chu9blh367xs3yumct5tqto2q,1,23.6,69.3,2022-11-04T08:46:51.665Z,2022-11-04T08:46:56Z,3892620677,212,21.0,3892620671,56,Back,3892620675,141,43.9,3892620673,140,12.2,3892620679,213,4.1,,,,,,,,,,3gpp1g8587gh95uzripmv9pwq,M. Natta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179735,12,1,1,1,29,chu9blh367xs3yumct5tqto2q,1,13.1,43.6,2022-11-04T08:46:56Z,2022-11-04T08:46:59Z,3892620867,140,26.1,3892620871,212,20.0,3892620873,213,5.5,3892620865,56,Back,3892620869,141,22.2,,,,,,,,,,4epapct9t0a0skf8522jyerjd,M. Weier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179745,13,1,1,1,32,chu9blh367xs3yumct5tqto2q,0,32.5,12,2022-11-04T08:46:59.585Z,2022-11-04T08:47:00Z,3892620909,56,Right,3892620917,213,0.1,3892620913,141,19.4,3892620911,140,69.8,3892620915,212,39.5,3892620907,155,,3892620919,1,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179769,14,1,1,1,35,9xmhnv6im8h7c9e17oqvcx8gl,1,25.6,82.7,2022-11-04T08:47:02.374Z,2022-11-04T08:47:03Z,3892620997,212,5.1,3892620991,56,Back,3892620989,3,,3892620993,140,29.6,3892620999,213,5.7,3892620995,141,78.5,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179795,15,1,1,1,36,9xmhnv6im8h7c9e17oqvcx8gl,0,30.8,78.3,2022-11-04T08:47:03.718Z,2022-11-04T08:47:08Z,3892621103,213,0.1,3892621093,168,,3892621097,140,52.1,3892621095,56,Left,3892621099,141,82.4,3892621101,212,22.5,3892621091,3,,,,,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179841,14,1,1,1,40,chu9blh367xs3yumct5tqto2q,1,52.7,18,2022-11-04T08:47:07.648Z,2022-11-04T08:47:10Z,3892621285,140,31.1,3892621291,213,2.6,3892621289,212,27.2,3892621283,56,Back,3892621287,141,40.1,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179857,15,1,1,1,43,chu9blh367xs3yumct5tqto2q,1,31.6,42.4,2022-11-04T08:47:10.801Z,2022-11-04T08:47:53Z,3892621359,140,35.4,3892621363,212,13.9,3892621365,213,1.3,3892621357,56,Back,3892621361,141,62.0,,,,,,,,,,4epapct9t0a0skf8522jyerjd,M. Weier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179907,16,1,1,1,46,chu9blh367xs3yumct5tqto2q,1,35.9,66.7,2022-11-04T08:47:13.600Z,2022-11-04T08:47:20Z,3892621655,212,12.4,3892621651,140,45.9,3892621653,141,76.4,3892621647,56,Back,3892621657,213,0.6,,,,,,,,,,3gpp1g8587gh95uzripmv9pwq,M. Natta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179911,17,4,1,1,52,chu9blh367xs3yumct5tqto2q,1,41.3,73.2,2022-11-04T08:47:19.478Z,2022-11-04T08:47:21Z,3892621667,295,,3892621671,152,,3892621673,286,,3892621665,13,,3892621717,233,16,3892621669,56,Back,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179917,16,4,1,1,52,9xmhnv6im8h7c9e17oqvcx8gl,0,58.7,26.8,2022-11-04T08:47:19.479Z,2022-11-04T08:47:22Z,3892621693,13,,3892621701,285,,3892621697,56,Center,3892621699,152,,3892621695,295,,3892621729,233,17,,,,,,,2g39f2y5dqwg3q4sw2jf6x6g9,S. Nigro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179973,18,1,1,2,0,chu9blh367xs3yumct5tqto2q,1,43.2,74.8,2022-11-04T08:47:27.233Z,2022-11-04T08:47:29Z,3892621979,213,4.1,3892621967,5,,3892621975,141,56.3,3892621971,56,Back,3892621973,140,34.3,3892621977,212,15.7,3892621969,152,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481179989,19,1,1,2,2,chu9blh367xs3yumct5tqto2q,1,33.6,54.8,2022-11-04T08:47:29.425Z,2022-11-04T08:47:31Z,3892622027,212,15.2,3892622021,56,Back,3892622023,140,33.7,3892622029,213,4.7,3892622025,141,32.5,,,,,,,,,,3gpp1g8587gh95uzripmv9pwq,M. Natta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180011,20,1,1,2,4,chu9blh367xs3yumct5tqto2q,1,35.7,27.9,2022-11-04T08:47:31.697Z,2022-11-04T08:47:39Z,3892622131,56,Back,3892622137,212,15.4,3892622139,213,5.3,3892622133,140,43.8,3892622135,141,9.1,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180019,21,1,1,2,12,chu9blh367xs3yumct5tqto2q,1,39.8,17,2022-11-04T08:47:38.977Z,2022-11-04T09:37:50Z,3892622157,140,32.3,3892622161,212,14.8,3892622159,141,35.4,3892622155,56,Back,3892622163,213,2.1,,,,,,,,,,8q4a3xz1plwm6f06jawwvo5ih,B. Dartsmelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180027,22,1,1,2,13,chu9blh367xs3yumct5tqto2q,1,32.1,41.9,2022-11-04T08:47:40.706Z,2022-11-04T08:47:42Z,3892622205,140,36.1,3892622211,213,1.4,3892622203,56,Back,3892622209,212,20.1,3892622207,141,70.8,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180077,23,1,1,2,19,chu9blh367xs3yumct5tqto2q,0,49.2,90.5,2022-11-04T08:47:46.466Z,2022-11-04T08:47:50Z,3892622415,56,Left,3892622425,1,,3892622419,141,91.1,3892622421,212,54.5,3892622423,213,0.0,3892622413,155,,3892622417,140,100.0,,,,3gpp1g8587gh95uzripmv9pwq,M. Natta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180055,17,5,1,2,21,9xmhnv6im8h7c9e17oqvcx8gl,1,-1.5,8.2,2022-11-04T08:47:48.092Z,2022-11-04T08:47:50Z,3892622329,346,,3892622447,233,24,3892622327,56,Back,,,,,,,,,,,,,,,,cx8wxcop4vdfapgaboyzqrsvd,J. Brimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180079,24,5,1,2,21,chu9blh367xs3yumct5tqto2q,0,101.5,91.8,2022-11-04T08:47:48.092Z,2022-11-04T08:48:53Z,3892622455,233,17,3892622437,346,,3892622435,56,Left,,,,,,,,,,,,,,,,3gpp1g8587gh95uzripmv9pwq,M. Natta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180129,18,1,1,2,30,9xmhnv6im8h7c9e17oqvcx8gl,1,5,37,2022-11-04T08:47:57.015Z,2022-11-04T08:47:58Z,3892622717,213,1.5,3892622709,56,Back,3892622713,141,62.6,3892622711,140,5.6,3892622721,237,,3892622707,124,,3892622715,212,17.4,,,,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180141,19,1,1,2,31,9xmhnv6im8h7c9e17oqvcx8gl,0,5.6,62.6,2022-11-04T08:47:58.488Z,2022-11-04T08:48:02Z,3892622777,212,23.0,3892622771,56,Back,3892622775,141,72.6,3892622773,140,26.5,3892622779,213,0.3,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180151,25,8,1,2,35,chu9blh367xs3yumct5tqto2q,1,67.5,16.8,2022-11-04T08:48:02.514Z,2022-11-04T17:09:15Z,3892622805,56,Right,3893340885,385,,,,,,,,,,,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180169,20,1,1,2,35,9xmhnv6im8h7c9e17oqvcx8gl,1,22.1,74.8,2022-11-04T08:48:02.712Z,2022-11-04T08:48:07Z,3892622905,213,2.0,3892622899,140,16.3,3892622901,141,95.1,3892622903,212,15.1,3892622897,56,Back,,,,,,,,,,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180171,21,61,1,2,38,9xmhnv6im8h7c9e17oqvcx8gl,0,18.8,96.2,2022-11-04T08:48:04.872Z,2022-11-04T17:09:47Z,3892622909,56,Back,,,,,,,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180191,26,1,1,2,40,chu9blh367xs3yumct5tqto2q,0,78.9,6.2,2022-11-04T08:48:06.873Z,2022-11-04T17:09:33Z,3893341569,213,5.4,3892623021,56,Right,3893341565,141,0.0,3893341561,157,,3893341563,140,82.6,3893341571,1,,3893341567,212,6.1,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180205,22,5,1,2,40,9xmhnv6im8h7c9e17oqvcx8gl,1,17.2,101.5,2022-11-04T08:48:07.577Z,2022-11-04T08:48:15Z,3892623097,347,,3892623095,56,Back,3892623099,233,27,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180197,27,5,1,2,40,chu9blh367xs3yumct5tqto2q,0,82.8,-1.5,2022-11-04T08:48:07.577Z,2022-11-04T08:48:54Z,3892623107,233,22,3892623039,347,,3892623037,56,Right,,,,,,,,,,,,,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180211,23,1,1,2,48,9xmhnv6im8h7c9e17oqvcx8gl,1,16.6,100,2022-11-04T08:48:15Z,2022-11-04T08:48:16Z,3892623119,56,Back,3892623125,212,10.2,3892623121,140,17.6,3892623123,141,86.2,3892623117,107,,3892623127,213,4.8,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180225,24,1,1,2,49,9xmhnv6im8h7c9e17oqvcx8gl,1,17.6,86.2,2022-11-04T08:48:16.584Z,2022-11-04T08:48:20Z,3892623187,140,15.3,3892623193,213,1.9,3892623189,141,97.1,3892623191,212,7.8,3892623185,56,Back,,,,,,,,,,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180229,25,1,1,2,53,9xmhnv6im8h7c9e17oqvcx8gl,0,14.3,96.3,2022-11-04T08:48:19.944Z,2022-11-04T08:48:20Z,3892623205,141,96.0,3892623209,213,6.3,3892623203,140,28.9,3892623201,56,Back,3892623207,212,15.3,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180237,28,61,1,2,53,chu9blh367xs3yumct5tqto2q,1,70.7,4.9,2022-11-04T08:48:20.139Z,2022-11-04T08:48:45Z,3892623227,56,Right,,,,,,,,,,,,,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180257,26,5,1,2,54,9xmhnv6im8h7c9e17oqvcx8gl,1,30.5,100.9,2022-11-04T08:48:21.016Z,2022-11-04T08:48:26Z,3892623315,347,,3892623313,56,Back,3892623321,233,29,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481180241,29,5,1,2,54,chu9blh367xs3yumct5tqto2q,0,69.5,-0.9,2022-11-04T08:48:21.016Z,2022-11-04T08:48:54Z,3892623245,347,,3892623341,233,26,3892623243,56,Right,,,,,,,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
