id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/14/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/13/value
2493508827,11,1,1,0,20,6lezh5aazy0xca1800e5dqxwl,1,45,43.7,2022-12-27T09:16:15Z,2022-12-27T09:16:16Z,3957553229,56,Center,3957553235,212,18.9,3957553233,141,27.2,3957553237,213,5.6,3957553231,140,59.5,,,,,,,,,,bdubw4m7kqyerzclhw8s8zpp1,Juande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508841,12,1,1,0,22,6lezh5aazy0xca1800e5dqxwl,1,59.5,27.2,2022-12-27T09:16:16.536Z,2022-12-27T09:16:19Z,3957553275,140,39.1,3957553281,213,3.3,3957553273,56,Back,3957553277,141,22.0,3957553279,212,21.7,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508847,13,1,1,0,25,6lezh5aazy0xca1800e5dqxwl,1,36.4,22.9,2022-12-27T09:16:19.512Z,2022-12-27T09:16:23Z,3957553319,140,36.2,3957553317,56,Back,3957553321,141,37.1,3957553325,213,1.6,3957553323,212,9.7,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508857,14,1,1,0,29,6lezh5aazy0xca1800e5dqxwl,1,45,44.8,2022-12-27T09:16:23.512Z,2022-12-27T09:16:25Z,3957553353,141,22.9,3957553359,213,5.6,3957553349,56,Center,3957553351,140,61.4,3957553357,212,22.8,,,,,,,,,,bdubw4m7kqyerzclhw8s8zpp1,Juande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508859,15,1,1,0,30,6lezh5aazy0xca1800e5dqxwl,1,61.4,22.9,2022-12-27T09:16:25.384Z,2022-12-27T09:16:28Z,3957553379,56,Right,3957553383,141,2.3,3957553385,212,14.1,3957553381,140,63.3,3957553387,213,4.9,,,,,,,,,,4j4nenchzzxi4a96o7jqdpgid,Z. Clough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508873,16,1,1,0,34,6lezh5aazy0xca1800e5dqxwl,1,65.1,2.2,2022-12-27T09:16:28.760Z,2022-12-28T06:47:02Z,3957553435,56,Center,3957553437,140,84.6,3957553439,141,27.7,3957553443,213,0.7,3957553547,210,13,3957553441,212,26.8,3958194799,155,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508875,17,13,1,0,37,6lezh5aazy0xca1800e5dqxwl,1,83.2,28.9,2022-12-27T09:16:31.568Z,2022-12-28T06:47:03Z,3957554247,84,,3957553569,231,45.3,3957553567,230,97.2,3957553553,29,,3957553513,20,,3958195095,108,,3958195093,215,,3957553561,102,41.5,4j4nenchzzxi4a96o7jqdpgid,Z. Clough,,3957553451,22,3957553563,103,12.5,3957553557,55,16,3957553455,56,Center,3957553565,328,3957553453,63,,,,,,,,,,,,,,,,,,,
2493508871,3,5,1,0,39,chu9blh367xs3yumct5tqto2q,1,-1.3,57.7,2022-12-27T09:16:33.503Z,2022-12-27T09:16:44Z,3957553425,56,Back,3957553471,233,18,3957553427,346,,,,,,,,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508877,18,5,1,0,39,6lezh5aazy0xca1800e5dqxwl,0,101.3,42.3,2022-12-27T09:16:33.503Z,2022-12-27T09:16:47Z,3957553469,346,,3957553475,233,3,3957553467,56,Center,,,,,,,,,,,,,,,,4j4nenchzzxi4a96o7jqdpgid,Z. Clough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508911,4,1,1,0,51,chu9blh367xs3yumct5tqto2q,1,4.7,50.1,2022-12-27T09:16:46.308Z,2022-12-27T09:16:53Z,3957553659,212,15.9,3957553651,124,,3957553665,237,,3957553657,141,28.2,3957553653,56,Back,3957553655,140,10.1,3957553661,213,5.1,,,,30x4bcy7zsqgreti63wpds0yd,J. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508917,5,1,1,0,57,chu9blh367xs3yumct5tqto2q,1,26.4,22.5,2022-12-27T09:16:52.104Z,2022-12-28T06:47:27Z,3957553697,1,,3957553685,155,,3957553691,141,29.5,3957553695,213,0.1,3957553687,56,Center,3957553693,212,39.3,3957553689,140,63.6,3957553743,189,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508919,6,61,1,0,59,chu9blh367xs3yumct5tqto2q,0,63.7,29.5,2022-12-27T09:16:53.836Z,2022-12-28T06:47:33Z,3957553701,56,Center,,,,,,,,,,,,,,,,,,,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508923,19,49,1,1,0,6lezh5aazy0xca1800e5dqxwl,1,29.4,50.9,2022-12-27T09:16:55.272Z,2022-12-27T09:16:55Z,,,,,,,,,,,,,,,,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508933,20,1,1,1,2,6lezh5aazy0xca1800e5dqxwl,1,29.6,40.1,2022-12-27T09:16:57.032Z,2022-12-27T09:17:01Z,3957553753,141,31.0,3957553755,212,6.6,3957553749,56,Back,3957553751,140,31.9,3957553757,213,5.1,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508937,21,1,1,1,6,6lezh5aazy0xca1800e5dqxwl,0,34.5,39.7,2022-12-27T09:17:00.840Z,2022-12-27T09:17:03Z,3957553765,56,Back,3957553771,212,1.6,3957553767,140,34.9,3957553773,213,1.3,3957553769,141,41.9,3957553799,286,,3957553793,236,,3957553795,233,7,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508945,7,74,1,1,6,chu9blh367xs3yumct5tqto2q,1,64.2,57.6,2022-12-27T09:17:00.841Z,2022-12-27T09:17:52Z,3957553789,56,Center,3957553801,233,21,3957553791,285,,,,,,,,,,,,,,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508949,8,49,1,1,8,chu9blh367xs3yumct5tqto2q,1,55.6,53.8,2022-12-27T09:17:02.708Z,2022-12-28T06:48:04Z,,,,,,,,,,,,,,,,,,,,,,,,,6lu5jfgq3rxunqnbbxpu8ztyi,K. Grozos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508951,9,1,1,1,10,chu9blh367xs3yumct5tqto2q,1,64.2,53.1,2022-12-27T09:17:04.914Z,2022-12-28T06:48:10Z,3957553829,213,5.5,3957553821,56,Center,3957553827,212,14.0,3957553823,140,73.6,3957553825,141,38.5,,,,,,,,,,6lu5jfgq3rxunqnbbxpu8ztyi,K. Grozos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508953,10,50,1,1,11,chu9blh367xs3yumct5tqto2q,1,77.6,35.6,2022-12-27T09:17:05.988Z,2022-12-27T09:17:08Z,3957553833,56,Center,3957553835,286,,3957553847,233,22,,,,,,,,,,,,,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508955,22,7,1,1,11,6lezh5aazy0xca1800e5dqxwl,1,22.4,64.4,2022-12-27T09:17:05.989Z,2022-12-28T06:48:21Z,3958195739,383,,3957553843,233,10,3957553839,56,Back,3957553841,285,,,,,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508957,23,49,1,1,12,6lezh5aazy0xca1800e5dqxwl,1,11.9,65.6,2022-12-27T09:17:06.727Z,2022-12-28T06:48:56Z,,,,,,,,,,,,,,,,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508963,24,1,1,1,13,6lezh5aazy0xca1800e5dqxwl,1,11.9,65.6,2022-12-27T09:17:07.807Z,2022-12-28T06:48:57Z,3957553863,56,Back,3957553865,140,3.6,3957553871,213,3.7,3957553869,212,10.4,3957553867,141,57.3,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508967,25,1,1,1,15,6lezh5aazy0xca1800e5dqxwl,0,3.6,57.3,2022-12-27T09:17:10.217Z,2022-12-27T09:17:11Z,3957553891,1,,3957553883,140,39.2,3957553885,141,73.7,3957553881,56,Back,3957553889,213,0.3,3957553887,212,39.0,3957553879,157,,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508969,11,49,1,1,16,chu9blh367xs3yumct5tqto2q,1,57.4,31.8,2022-12-27T09:17:10.908Z,2022-12-28T06:49:04Z,,,,,,,,,,,,,,,,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508979,12,1,1,1,17,chu9blh367xs3yumct5tqto2q,1,57.4,31.8,2022-12-27T09:17:12.052Z,2022-12-27T09:17:17Z,3957553925,213,1.1,3957553923,212,16.5,3957553919,140,64.1,3957553921,141,53.7,3957553917,56,Center,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508981,13,1,1,1,22,chu9blh367xs3yumct5tqto2q,0,64.8,72.3,2022-12-27T09:17:17.413Z,2022-12-27T09:17:19Z,3957553945,213,1.1,3957553943,212,22.1,3957553939,140,73.5,3957553937,56,Left,3957553941,141,100.0,,,,,,,,,,8q4a3xz1plwm6f06jawwvo5ih,B. Dartsmelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508983,14,5,1,1,23,chu9blh367xs3yumct5tqto2q,0,74.6,101.4,2022-12-27T09:17:17.735Z,2022-12-27T09:17:53Z,3957553949,347,,3957553947,56,Left,3957554007,233,26,,,,,,,,,,,,,,,,8q4a3xz1plwm6f06jawwvo5ih,B. Dartsmelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493508999,26,5,1,1,23,6lezh5aazy0xca1800e5dqxwl,1,25.4,-1.4,2022-12-27T09:17:17.735Z,2022-12-27T09:17:26Z,3957553993,347,,3957553991,56,Back,3957553999,233,14,,,,,,,,,,,,,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509005,27,1,1,1,30,6lezh5aazy0xca1800e5dqxwl,1,24.2,0,2022-12-27T09:17:24.768Z,2022-12-28T06:49:29Z,3957554033,141,11.6,3957554035,212,17.7,3957554031,140,9.5,3957554037,213,2.6,3957554027,107,,3957554029,56,Back,3957554041,189,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509007,28,1,1,1,32,6lezh5aazy0xca1800e5dqxwl,1,7.9,14,2022-12-27T09:17:27.095Z,2022-12-28T06:49:48Z,3957554043,56,Back,3957554045,140,2.4,3957554051,213,1.9,3957554049,212,19.0,3957554047,141,40.6,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509009,29,1,1,1,33,6lezh5aazy0xca1800e5dqxwl,0,2.7,33,2022-12-27T09:17:28.327Z,2022-12-28T06:50:00Z,3957554055,56,Back,3957554061,212,5.0,3957554079,236,,3957554059,141,25.6,3957554057,140,2.7,3957554063,213,4.7,3957554081,233,15,3957554085,286,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509013,15,74,1,1,33,chu9blh367xs3yumct5tqto2q,1,97.7,64.8,2022-12-27T09:17:28.328Z,2022-12-28T06:50:06Z,3957554077,285,,3957554075,56,Center,3957554087,233,29,,,,,,,,,,,,,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509017,16,5,1,1,35,chu9blh367xs3yumct5tqto2q,0,100.8,69.6,2022-12-27T09:17:30.200Z,2022-12-28T06:50:04Z,3957554105,346,,3957554115,233,30,3957554103,56,Center,,,,,,,,,,,,,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509015,30,5,1,1,35,6lezh5aazy0xca1800e5dqxwl,1,-0.8,30.4,2022-12-27T09:17:30.200Z,2022-12-28T09:01:22Z,3957554097,346,,3957554111,233,16,3957554095,56,Back,,,,,,,,,,,,,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509053,31,1,1,1,52,6lezh5aazy0xca1800e5dqxwl,1,5.2,49.9,2022-12-27T09:17:47.271Z,2022-12-27T09:17:51Z,3957554283,237,,3957554273,140,10.6,3957554275,141,25.7,3957554269,124,,3957554271,56,Back,3957554279,213,5.0,3957554277,212,17.4,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509063,32,2,1,1,56,6lezh5aazy0xca1800e5dqxwl,1,15.1,23.6,2022-12-27T09:17:51.111Z,2022-12-28T06:50:40Z,3957554321,140,58.7,3957554329,1,,3957554493,7,6b31g4lw3ste6xrg1kwwn5iol,3957554319,56,Center,3957554323,141,42.7,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509105,19,55,1,1,56,chu9blh367xs3yumct5tqto2q,1,40.9,63.9,2022-12-27T09:17:51.112Z,2022-12-27T09:19:00Z,3957554773,189,,,,,,,,,,,,,,,,,,,,,,,3gpp1g8587gh95uzripmv9pwq,M. Natta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509071,17,43,1,1,59,chu9blh367xs3yumct5tqto2q,1,0,0,2022-12-27T09:17:54.390Z,2022-12-27T09:18:40Z,3957554907,144,44,3957554345,56,Back,3957554347,285,0,,,,,,,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509069,33,43,1,1,59,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-12-27T09:17:54.391Z,2022-12-27T09:18:08Z,3957554341,56,Center,3957554363,233,17,3957554343,286,0,3957554487,144,44,,,,,,,,,,,,,6b31g4lw3ste6xrg1kwwn5iol,H. Ibusuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509075,18,43,1,2,0,chu9blh367xs3yumct5tqto2q,1,0,0,2022-12-27T09:17:55.221Z,2022-12-27T09:18:39Z,3957554877,144,1,3957554379,213,0.8,3957554371,56,Center,3957554377,212,21.1,3957554373,140,58.6,3957554375,141,75.6,3957554369,3,0,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509081,34,43,1,2,3,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-12-27T09:17:58.311Z,2022-12-27T09:18:06Z,3957554401,140,35.4,3957554407,213,4.6,3957554477,144,1,3957554399,56,Back,3957554403,141,0.0,3957554397,3,0,3957554405,212,18.0,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509083,35,43,1,2,4,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-12-27T09:17:58.909Z,2022-12-27T09:18:02Z,3957554443,144,5,3957554411,347,0,3957554409,56,Back,,,,,,,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509107,20,1,1,2,13,chu9blh367xs3yumct5tqto2q,1,37.2,68.6,2022-12-27T09:18:07.526Z,2022-12-28T06:51:27Z,3957554513,56,Back,3957554515,140,37.0,3957554511,241,,3957554519,212,17.1,3957554509,5,,3957554517,141,43.5,3957554521,213,4.7,,,,3gpp1g8587gh95uzripmv9pwq,M. Natta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509111,21,1,1,2,16,chu9blh367xs3yumct5tqto2q,1,34.4,30.4,2022-12-27T09:18:11.406Z,2022-12-28T06:51:32Z,3957554535,140,42.8,3957554533,56,Back,3957554537,141,11.4,3957554539,212,15.6,3957554541,213,5.3,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509127,22,1,1,2,18,chu9blh367xs3yumct5tqto2q,1,42.8,11.4,2022-12-27T09:18:13.221Z,2022-12-27T09:18:17Z,3957554585,56,Back,3957554591,212,10.6,3957554587,140,44.8,3957554593,213,1.4,3957554589,141,26.7,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493509133,23,1,1,2,23,chu9blh367xs3yumct5tqto2q,1,41.5,15.5,2022-12-27T09:18:17.605Z,2022-12-27T09:18:19Z,3957554619,140,34.6,3957554621,141,6.8,3957554617,56,Back,3957554625,213,3.8,3957554623,212,9.4,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
