id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value,qualifier/18/value
2494564567,9,1,1,0,13,c33jm806py6adse5wv9wx6ch1,1,31.1,31.8,2023-01-02T02:01:12.380Z,2023-01-02T02:51:17Z,3963120207,56,Back,3963120209,140,12.4,3963120213,212,24.6,3963120215,213,2.5,3963120211,141,53.6,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564575,10,1,1,0,16,c33jm806py6adse5wv9wx6ch1,1,12,51.8,2023-01-02T02:01:15.099Z,2023-01-02T02:51:18Z,3963120245,56,Back,3963120247,140,29.2,3963120251,212,18.1,3963120253,213,0.0,3963120249,141,52.1,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564579,11,1,1,0,18,c33jm806py6adse5wv9wx6ch1,1,29.2,52.1,2023-01-02T02:01:17.835Z,2023-01-02T02:51:30Z,3963120267,56,Back,3963120273,212,25.3,3963120269,140,20.3,3963120271,141,17.6,3963120275,213,4.3,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564587,12,1,1,0,20,c33jm806py6adse5wv9wx6ch1,1,20.3,17.6,2023-01-02T02:01:19.547Z,2023-01-02T02:51:32Z,3963120307,141,49.1,3963120305,140,3.2,3963120311,213,2.3,3963120309,212,27.9,3963120303,56,Back,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564595,13,1,1,0,24,c33jm806py6adse5wv9wx6ch1,1,7.4,47.6,2023-01-02T02:01:23.099Z,2023-01-02T02:01:26Z,3963120343,213,6.1,3963120339,141,44.3,3963120337,140,18.8,3963120341,212,12.2,3963120335,56,Back,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564601,14,1,1,0,26,c33jm806py6adse5wv9wx6ch1,1,19.5,40,2023-01-02T02:01:25.963Z,2023-01-02T02:01:27Z,3963120367,213,5.8,3963120365,212,15.2,3963120361,140,32.5,3963120363,141,30.1,3963120359,56,Back,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564603,15,1,1,0,28,c33jm806py6adse5wv9wx6ch1,0,32.5,30.1,2023-01-02T02:01:27.611Z,2023-01-02T02:51:38Z,3963120371,56,Back,3963120377,212,21.4,3963120375,141,53.6,3963120379,213,0.8,3963120373,140,46.0,,,,,,,,,,7q8urr40blud747zzb3io8w5x,R. van der Venne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564605,3,49,1,0,29,6j4xzc2g1eeafo6v1f38d4x22,1,53.4,47,2023-01-02T02:01:28.958Z,2023-01-02T02:01:29Z,,,,,,,,,,,,,,,,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564611,4,1,1,0,30,6j4xzc2g1eeafo6v1f38d4x22,1,53.4,47,2023-01-02T02:01:29.086Z,2023-01-02T02:01:31Z,3963120401,141,34.9,3963120405,213,5.4,3963120399,140,59.8,3963120397,56,Center,3963120403,212,10.6,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564615,5,1,1,0,32,6j4xzc2g1eeafo6v1f38d4x22,1,56.7,38.5,2023-01-02T02:01:31.806Z,2023-01-02T02:01:36Z,3963120421,141,23.6,3963120417,56,Back,3963120425,213,3.7,3963120419,140,40.4,3963120423,212,19.9,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564619,6,1,1,0,37,6j4xzc2g1eeafo6v1f38d4x22,1,38.2,22.4,2023-01-02T02:01:36.319Z,2023-01-02T02:01:39Z,3963120449,212,21.1,3963120447,141,33.0,3963120451,213,2.8,3963120443,56,Back,3963120445,140,19.3,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564625,7,1,1,0,40,6j4xzc2g1eeafo6v1f38d4x22,0,15.7,23.6,2023-01-02T02:01:39.855Z,2023-01-02T02:01:43Z,3963120477,212,46.3,3963120475,141,17.6,3963120469,157,,3963120471,56,Right,3963120473,140,59.6,3963120481,1,,3963120479,213,6.2,,,,56p368h15z4s1izxoz3pvu4et,O. Sail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564629,16,44,1,0,43,c33jm806py6adse5wv9wx6ch1,1,37.6,80.7,2023-01-02T02:01:42.653Z,2023-01-02T02:01:44Z,3963120499,285,,3963120505,233,8,3963120497,56,Back,,,,,,,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564627,8,44,1,0,43,6j4xzc2g1eeafo6v1f38d4x22,0,62.4,19.3,2023-01-02T02:01:42.654Z,2023-01-02T02:01:44Z,3963120489,56,Right,3963120491,286,,3963120509,233,16,,,,,,,,,,,,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564631,17,1,1,0,43,c33jm806py6adse5wv9wx6ch1,1,34.7,79,2023-01-02T02:01:42.659Z,2023-01-03T04:52:30Z,3963120517,56,Left,3963120521,141,87.8,3963120525,213,0.3,3963120519,140,54.6,3963120523,212,21.7,3963120515,3,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564635,18,49,1,0,46,c33jm806py6adse5wv9wx6ch1,1,54.6,87.8,2023-01-02T02:01:45.275Z,2023-01-02T02:01:45Z,,,,,,,,,,,,,,,,,,,,,,,,,7cdvlgpi8g3e8ttspzvr1k251,M. Leckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564639,19,1,1,0,46,c33jm806py6adse5wv9wx6ch1,0,54.6,87.8,2023-01-02T02:01:45.403Z,2023-01-02T02:01:46Z,3963120539,141,72.6,3963120543,213,4.7,3963120541,212,10.3,3963120537,140,54.6,3963120535,56,Center,,,,,,,,,,7cdvlgpi8g3e8ttspzvr1k251,M. Leckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564637,9,8,1,0,47,6j4xzc2g1eeafo6v1f38d4x22,1,43.9,24.9,2023-01-02T02:01:46.446Z,2023-01-03T04:52:40Z,3964267191,384,,3963120533,56,Back,,,,,,,,,,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564641,10,49,1,0,49,6j4xzc2g1eeafo6v1f38d4x22,1,41.7,25.3,2023-01-02T02:01:48.686Z,2023-01-02T02:01:48Z,,,,,,,,,,,,,,,,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564643,11,1,1,0,50,6j4xzc2g1eeafo6v1f38d4x22,1,40.5,41.2,2023-01-02T02:01:49.982Z,2023-01-02T02:01:55Z,3963120577,141,48.5,3963120575,140,32.7,3963120573,56,Back,3963120581,213,2.6,3963120579,212,9.6,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564649,12,1,1,0,56,6j4xzc2g1eeafo6v1f38d4x22,1,34.1,57.8,2023-01-02T02:01:55.294Z,2023-01-02T02:01:57Z,3963120601,213,0.6,3963120597,141,67.3,3963120595,140,43.3,3963120599,212,11.6,3963120593,56,Back,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564655,13,1,1,0,58,6j4xzc2g1eeafo6v1f38d4x22,1,43.3,67.3,2023-01-02T02:01:57.166Z,2023-01-02T02:01:58Z,3963120617,56,Back,3963120621,141,59.4,3963120631,156,,3963120625,213,4.1,3963120619,140,39.5,3963120623,212,6.7,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564657,14,1,1,0,59,6j4xzc2g1eeafo6v1f38d4x22,0,39.9,59.6,2023-01-02T02:01:58.479Z,2023-01-02T02:01:59Z,3963120641,141,73.3,3963120645,213,0.3,3963120637,56,Center,3963120639,140,67.3,3963120643,212,30.2,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564661,20,49,1,1,1,c33jm806py6adse5wv9wx6ch1,1,33.2,14.4,2023-01-02T02:02:00.603Z,2023-01-02T02:02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564675,21,1,1,1,3,c33jm806py6adse5wv9wx6ch1,1,30.5,14.9,2023-01-02T02:02:02.667Z,2023-01-02T02:02:08Z,3963120707,56,Back,3963120709,140,10.7,3963120713,212,25.1,3963120711,141,35.7,3963120715,213,2.5,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564677,22,1,1,1,9,c33jm806py6adse5wv9wx6ch1,1,11.5,38,2023-01-02T02:02:08.395Z,2023-01-02T02:02:09Z,3963120739,213,1.5,3963120737,212,19.7,3963120733,140,12.7,3963120735,141,66.9,3963120731,56,Back,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564687,23,1,1,1,10,c33jm806py6adse5wv9wx6ch1,1,12.7,66.9,2023-01-02T02:02:09.547Z,2023-01-02T02:02:12Z,3963120763,56,Back,3963120765,140,24.1,3963120769,212,22.1,3963120771,213,5.3,3963120767,141,39.5,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564691,24,1,1,1,13,c33jm806py6adse5wv9wx6ch1,1,23.2,38.2,2023-01-02T02:02:12.347Z,2023-01-02T02:02:13Z,3963120787,56,Back,3963120793,212,17.0,3963120791,141,25.8,3963120789,140,9.1,3963120795,213,3.7,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564697,25,1,1,1,14,c33jm806py6adse5wv9wx6ch1,1,8.7,24.7,2023-01-02T02:02:13.883Z,2023-01-02T02:02:17Z,3963120829,213,5.3,3963120827,212,9.5,3963120823,140,13.9,3963120821,56,Back,3963120825,141,13.2,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564705,26,1,1,1,18,c33jm806py6adse5wv9wx6ch1,1,17.9,11.3,2023-01-02T02:02:17.323Z,2023-01-02T02:02:19Z,3963120859,141,39.8,3963120863,213,1.8,3963120861,212,19.8,3963120857,140,13.9,3963120855,56,Back,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564713,27,1,1,1,20,c33jm806py6adse5wv9wx6ch1,1,13.9,39.8,2023-01-02T02:02:19.099Z,2023-01-02T02:02:21Z,3963120899,213,1.3,3963120897,212,21.5,3963120893,140,18.5,3963120891,56,Back,3963120895,141,70.6,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564719,28,1,1,1,22,c33jm806py6adse5wv9wx6ch1,1,20.2,70,2023-01-02T02:02:21.595Z,2023-01-02T02:02:23Z,3963120913,140,32.3,3963120919,213,5.7,3963120917,212,15.2,3963120915,141,57.6,3963120911,56,Back,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564735,29,1,1,1,24,c33jm806py6adse5wv9wx6ch1,1,30.4,55.8,2023-01-02T02:02:23.275Z,2023-01-02T02:02:27Z,3963120983,141,74.4,3963120981,140,34.6,3963120987,213,1.2,3963120979,56,Back,3963120985,212,13.4,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564745,30,1,1,1,28,c33jm806py6adse5wv9wx6ch1,1,34.9,68.5,2023-01-02T02:02:27.659Z,2023-01-02T02:02:31Z,3963121027,1,,3963121013,155,,3963121021,141,11.0,3963121017,56,Right,3963121025,213,5.3,3963121023,212,48.2,3963121019,140,61.7,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564757,31,1,1,1,31,c33jm806py6adse5wv9wx6ch1,1,62,13.2,2023-01-02T02:02:30.987Z,2023-01-02T02:02:36Z,3963121075,213,0.2,3963121071,141,16.8,3963121069,140,73.9,3963121073,212,12.7,3963121067,56,Right,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564763,32,1,1,1,37,c33jm806py6adse5wv9wx6ch1,0,70.9,5.8,2023-01-02T02:02:36.090Z,2023-01-02T02:02:37Z,3963121095,140,92.8,3963121101,213,0.3,3963121097,141,17.9,3963121099,212,24.4,3963121093,56,Right,,,,,,,,,,7q8urr40blud747zzb3io8w5x,R. van der Venne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564765,15,49,1,1,38,6j4xzc2g1eeafo6v1f38d4x22,1,4.5,83.6,2023-01-02T02:02:37.517Z,2023-01-02T02:02:37Z,,,,,,,,,,,,,,,,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564771,16,1,1,1,39,6j4xzc2g1eeafo6v1f38d4x22,0,4.8,89,2023-01-02T02:02:38.607Z,2023-01-02T02:02:42Z,3963121137,1,,3963121127,56,Back,3963121169,233,33,3963121135,213,0.3,3963121125,157,,3963121131,141,90.5,3963121133,212,4.0,3963121173,286,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,3963121167,236,3963121129,140,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564779,33,74,1,1,39,c33jm806py6adse5wv9wx6ch1,1,93.3,11.3,2023-01-02T02:02:38.608Z,2023-01-02T02:15:17Z,3963121165,285,,3963121175,233,16,3963121163,56,Right,,,,,,,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564775,17,5,1,1,41,6j4xzc2g1eeafo6v1f38d4x22,1,-0.7,96.6,2023-01-02T02:02:40.478Z,2023-01-02T02:02:55Z,3963121155,56,Back,3963121277,346,,3963121183,233,34,,,,,,,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564781,34,5,1,1,41,c33jm806py6adse5wv9wx6ch1,0,100.7,3.4,2023-01-02T02:02:40.478Z,2023-01-02T02:15:19Z,3963121187,233,17,3963121179,56,Right,3963121279,346,,,,,,,,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564811,18,1,1,1,58,6j4xzc2g1eeafo6v1f38d4x22,1,4.6,50.9,2023-01-02T02:02:57.967Z,2023-01-02T02:03:02Z,3963121343,141,66.9,3963121339,56,Back,3963121337,124,,3963121345,212,13.4,3963121341,140,12.0,3963121347,213,1.0,3963121351,237,,,,,56p368h15z4s1izxoz3pvu4et,O. Sail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564819,19,1,1,2,3,6j4xzc2g1eeafo6v1f38d4x22,1,23.7,74.7,2023-01-02T02:03:02.366Z,2023-01-02T02:03:04Z,3963121379,212,13.6,3963121381,213,1.4,3963121373,56,Back,3963121375,140,25.9,3963121377,141,94.4,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564827,20,1,1,2,5,6j4xzc2g1eeafo6v1f38d4x22,1,25.9,94.4,2023-01-02T02:03:04.750Z,2023-01-02T02:03:08Z,3963121419,141,95.6,3963121423,212,18.4,3963121413,56,Back,3963121427,213,0.0,3963121415,140,43.4,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564831,21,1,1,2,8,6j4xzc2g1eeafo6v1f38d4x22,0,36.3,95,2023-01-02T02:03:07.902Z,2023-01-03T04:54:40Z,3963121441,140,45.6,3963121445,212,9.8,3963121447,213,6.2,3963121439,56,Back,3963121443,141,94.4,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494564833,35,8,1,2,8,c33jm806py6adse5wv9wx6ch1,1,52.3,6.4,2023-01-02T02:03:07.914Z,2023-01-03T04:54:45Z,3964268301,385,,3963121459,56,Right,,,,,,,,,,,,,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
