id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2518131043,7,5,1,0,15,6lezh5aazy0xca1800e5dqxwl,0,82.4,101.6,2023-03-11T08:45:34.635Z,2023-03-11T08:45:38Z,4087280359,347,,4087280399,233,4,4087280357,56,Left,,,,,,,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131053,5,1,1,0,24,chu9blh367xs3yumct5tqto2q,0,20.9,0,2023-03-11T08:45:43.173Z,2023-03-11T08:45:45Z,4087280467,212,13.9,4087280465,141,5.3,4087280459,107,,4087280461,56,Back,4087280463,140,33.3,4087280469,213,0.4,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131055,8,1,1,0,25,6lezh5aazy0xca1800e5dqxwl,1,59.5,92,2023-03-11T08:45:44.500Z,2023-03-11T08:45:46Z,4087280481,140,58.6,4087280485,212,9.0,4087280487,213,4.6,4087280477,3,,4087280483,141,78.9,4087280479,56,Left,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131057,9,49,1,0,27,6lezh5aazy0xca1800e5dqxwl,1,58.5,78.5,2023-03-11T08:45:46.084Z,2023-03-11T08:45:46Z,,,,,,,,,,,,,,,,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131065,10,1,1,0,28,6lezh5aazy0xca1800e5dqxwl,0,58.5,78.5,2023-03-11T08:45:47.549Z,2023-03-11T08:45:49Z,4087280517,213,5.7,4087280511,140,74.8,4087280515,212,20.9,4087280507,155,,4087280509,56,Center,4087280513,141,60.9,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518170227,908,44,1,0,29,chu9blh367xs3yumct5tqto2q,1,24.1,38.9,2023-03-11T08:45:48.449Z,2023-03-11T11:48:27Z,4087478053,56,Back,4087478079,233,864,4087478055,285,,,,,,,,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518170231,864,44,1,0,29,6lezh5aazy0xca1800e5dqxwl,0,75.9,61.1,2023-03-11T08:45:48.450Z,2023-03-11T11:48:27Z,4087478069,56,Center,4087478071,286,,4087478083,233,908,,,,,,,,,,,,,,,,evf4z0xf7cd5nidnq6q4x8w7o,L. Jovanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131071,6,1,1,0,30,chu9blh367xs3yumct5tqto2q,0,25.3,39.4,2023-03-11T08:45:49.044Z,2023-03-11T11:48:34Z,4087280551,213,0.1,4087280543,56,Back,4087280547,141,40.6,4087280541,3,,4087280545,140,35.3,4087280549,212,10.5,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131075,11,1,1,0,32,6lezh5aazy0xca1800e5dqxwl,1,66.4,53.9,2023-03-11T08:45:51.333Z,2023-03-11T08:45:52Z,4087280571,140,68.0,4087280575,212,3.6,4087280569,56,Center,4087280577,213,1.1,4087280567,3,,4087280573,141,58.5,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131091,12,1,1,0,33,6lezh5aazy0xca1800e5dqxwl,1,68.4,59.9,2023-03-11T08:45:52.173Z,2023-03-11T08:45:58Z,4087280653,140,40.7,4087280659,212,29.1,4087280661,213,3.1,4087280649,56,Back,4087280655,141,62.6,,,,,,,,,,2kig0lwusomobls6p3am0l7qi,L. D'Arrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131101,13,1,1,0,39,6lezh5aazy0xca1800e5dqxwl,1,42.7,67.1,2023-03-11T08:45:58.093Z,2023-03-11T08:46:04Z,4087280733,213,0.9,4087280731,212,23.8,4087280727,140,56.3,4087280725,56,Left,4087280729,141,95.1,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131103,14,43,1,0,46,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-03-11T08:46:05.346Z,2023-03-11T11:49:19Z,4087280749,233,7,4087280739,286,0,4087280737,56,Left,4087479415,144,50,,,,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131099,7,43,1,0,46,chu9blh367xs3yumct5tqto2q,1,0,0,2023-03-11T08:46:05.347Z,2023-03-11T11:49:20Z,4087479449,144,7,4087280699,56,Back,4087280701,285,0,,,,,,,,,,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131111,15,1,1,0,47,6lezh5aazy0xca1800e5dqxwl,1,64.1,98,2023-03-11T08:46:06.357Z,2023-03-11T08:46:08Z,4087280777,141,94.4,4087280775,140,64.4,4087280781,213,4.8,4087280773,56,Left,4087280779,212,2.5,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131119,16,1,1,0,50,6lezh5aazy0xca1800e5dqxwl,1,67.9,95.4,2023-03-11T08:46:08.782Z,2023-03-11T08:46:11Z,4087280813,56,Left,4087280819,212,26.4,4087280817,141,87.8,4087280815,140,92.6,4087280821,213,6.1,,,,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131125,17,1,1,0,52,6lezh5aazy0xca1800e5dqxwl,0,92.6,87.8,2023-03-11T08:46:10.926Z,2023-03-11T11:49:29Z,4087280859,212,32.9,4087280851,155,,4087280855,140,83.5,4087280857,141,41.5,4087280863,1,,4087280853,56,Center,4087280861,213,4.4,4087280849,2,,9p4eptchs6yk33mzve5acbth,R. Kitto,4087479545,224,4087479547,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131139,8,12,1,0,54,chu9blh367xs3yumct5tqto2q,1,13.4,54.5,2023-03-11T08:46:13.347Z,2023-03-11T11:50:03Z,4087280953,140,20.6,4087280959,213,1.0,4087280957,212,14.7,4087280955,141,73.0,4087280951,56,Back,,,,,,,,,,305har0fmf8wye7e3wbpfqcid,M. Saitō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131129,18,1,1,0,57,6lezh5aazy0xca1800e5dqxwl,1,80.5,26.8,2023-03-11T08:46:15.998Z,2023-03-11T11:51:57Z,4087280907,56,Center,4087280911,141,22.3,4087280915,213,6.0,4087281653,210,15,4087280909,140,89.7,4087280913,212,10.1,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131131,19,15,1,1,1,6lezh5aazy0xca1800e5dqxwl,1,87.3,28.2,2023-03-11T08:46:20.606Z,2023-03-11T11:51:57Z,4087281485,72,,4087281657,29,,4087281663,102,49.5,4087281665,103,19,4087280921,22,,4087281671,147,30.9,4087281669,146,88.9,4087281491,82,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,4087281673,230,4087280923,63,,98.2,4087281689,233,9,4087281659,55,18,4087281655,78,4087281667,215,4087280925,56,Center,4087281675,231,44.8,,,,,,,,,,
2518131143,9,10,1,1,2,chu9blh367xs3yumct5tqto2q,1,11.7,70.6,2023-03-11T08:46:20.706Z,2023-03-11T08:47:07Z,4087281503,233,19,4087280971,56,Back,4087280969,94,,,,,,,,,,,,,,,,,305har0fmf8wye7e3wbpfqcid,M. Saitō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131135,20,43,1,1,3,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-03-11T08:46:22.135Z,2023-03-11T08:47:53Z,4087280943,56,Center,4087282009,144,61,,,,,,,,,,,,,,,,,,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131149,21,1,1,1,9,6lezh5aazy0xca1800e5dqxwl,1,95.7,4,2023-03-11T08:46:27.677Z,2023-03-11T11:52:21Z,4087281047,213,3.1,4087281045,212,17.8,4087281041,140,78.8,4087281043,141,5.0,4087281039,56,Right,,,,,,,,,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131151,22,1,1,1,11,6lezh5aazy0xca1800e5dqxwl,1,79.6,5.6,2023-03-11T08:46:30.086Z,2023-03-11T11:52:28Z,4087281059,213,6.1,4087281051,56,Right,4087281055,141,2.7,4087281057,212,9.2,4087281053,140,88.2,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131155,23,1,1,1,13,6lezh5aazy0xca1800e5dqxwl,1,89.4,2.9,2023-03-11T08:46:32.086Z,2023-03-11T08:46:34Z,4087281073,141,4.6,4087281071,140,79.4,4087281075,212,10.6,4087281069,56,Right,4087281077,213,3.0,,,,,,,,,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131165,24,1,1,1,15,6lezh5aazy0xca1800e5dqxwl,1,78.9,5.6,2023-03-11T08:46:34.094Z,2023-03-11T08:46:37Z,4087281139,140,67.1,4087281143,212,27.6,4087281137,56,Center,4087281141,141,41.9,4087281145,213,2.0,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131169,25,1,1,1,18,6lezh5aazy0xca1800e5dqxwl,1,67,52.7,2023-03-11T08:46:37.582Z,2023-03-11T08:46:39Z,4087281165,56,Center,4087281167,140,68.4,4087281169,141,68.3,4087281171,212,10.7,4087281173,213,1.4,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131175,26,1,1,1,20,6lezh5aazy0xca1800e5dqxwl,1,68.1,76.7,2023-03-11T08:46:39.470Z,2023-03-11T11:52:41Z,4087281201,141,93.3,4087281205,213,0.8,4087281197,56,Left,4087281203,212,15.2,4087281199,140,77.8,,,,,,,,,,2kig0lwusomobls6p3am0l7qi,L. D'Arrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131187,27,1,1,1,22,6lezh5aazy0xca1800e5dqxwl,1,77.9,93.5,2023-03-11T08:46:41.622Z,2023-03-11T08:46:47Z,4087281273,212,18.0,4087281267,56,Left,4087281265,155,,4087281271,141,81.5,4087281275,213,5.8,4087281269,140,93.2,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131189,28,1,1,1,29,6lezh5aazy0xca1800e5dqxwl,1,85.3,91.5,2023-03-11T08:46:47.710Z,2023-03-11T08:46:49Z,4087281295,213,4.4,4087281291,141,66.8,4087281293,212,17.7,4087281287,56,Center,4087281289,140,80.1,,,,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131199,29,2,1,1,30,6lezh5aazy0xca1800e5dqxwl,1,80.1,66.8,2023-03-11T08:46:49.478Z,2023-03-11T08:47:24Z,4087281347,56,Center,4087281351,140,95.5,4087281703,7,9p4eptchs6yk33mzve5acbth,4087281353,141,72.3,,,,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131201,10,55,1,1,30,chu9blh367xs3yumct5tqto2q,1,9.1,16.3,2023-03-11T08:46:49.479Z,2023-03-11T08:48:20Z,,,,,,,,,,,,,,,,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131205,30,43,1,1,37,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-03-11T08:46:56.439Z,2023-03-11T08:47:21Z,4087281377,22,0,4087281651,144,39,4087281379,64,0,4087281387,250,0,4087281381,56,Center,,,,,,,,,,evf4z0xf7cd5nidnq6q4x8w7o,L. Jovanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131207,31,43,1,1,39,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-03-11T08:46:58.232Z,2023-03-11T08:47:18Z,4087281399,56,Center,4087281627,144,61,,,,,,,,,,,,,,,,,,,evf4z0xf7cd5nidnq6q4x8w7o,L. Jovanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131269,11,1,1,1,58,chu9blh367xs3yumct5tqto2q,1,12.2,42.4,2023-03-11T08:47:16.966Z,2023-03-11T08:47:35Z,4087281731,212,18.2,4087281727,140,21.2,4087281721,5,,4087281725,56,Back,4087281729,141,65.2,4087281829,189,,4087281733,213,1.0,4087281723,241,,30x4bcy7zsqgreti63wpds0yd,J. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131271,12,61,1,1,59,chu9blh367xs3yumct5tqto2q,1,21.2,65.2,2023-03-11T08:47:17.660Z,2023-03-11T08:47:35Z,4087281741,56,Back,4087281821,189,,,,,,,,,,,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131275,13,61,1,2,9,chu9blh367xs3yumct5tqto2q,1,57.6,98.1,2023-03-11T08:47:28.614Z,2023-03-11T08:47:37Z,4087281771,56,Left,4087281845,189,,,,,,,,,,,,,,,,,,,,305har0fmf8wye7e3wbpfqcid,M. Saitō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131279,14,5,1,2,10,chu9blh367xs3yumct5tqto2q,0,58.4,101.8,2023-03-11T08:47:29.056Z,2023-03-11T08:47:52Z,4087281777,56,Left,4087281875,233,32,4087281779,347,,,,,,,,,,,,,,,,,305har0fmf8wye7e3wbpfqcid,M. Saitō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131297,32,5,1,2,10,6lezh5aazy0xca1800e5dqxwl,1,41.6,-1.8,2023-03-11T08:47:29.056Z,2023-03-11T08:47:51Z,4087281857,56,Back,4087281859,347,,4087281861,233,14,,,,,,,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131305,33,1,1,2,20,6lezh5aazy0xca1800e5dqxwl,1,44.4,0,2023-03-11T08:47:38.904Z,2023-03-11T08:47:43Z,4087281909,213,3.0,4087281901,56,Back,4087281905,141,4.9,4087281907,212,29.6,4087281911,1,,4087281899,107,,4087281903,140,16.5,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131309,34,1,1,2,24,6lezh5aazy0xca1800e5dqxwl,1,16.5,4.9,2023-03-11T08:47:43Z,2023-03-11T08:47:46Z,4087281935,212,26.7,4087281931,140,4.9,4087281937,213,2.0,4087281933,141,39.8,4087281929,56,Back,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131315,35,12,1,2,27,6lezh5aazy0xca1800e5dqxwl,1,9.4,44,2023-03-11T08:47:46.304Z,2023-03-11T11:54:35Z,4087281969,213,1.2,4087281963,140,24.1,4087485717,167,,4087281967,212,41.8,4087281965,141,100.0,4087281961,56,Back,,,,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131319,15,5,1,2,30,chu9blh367xs3yumct5tqto2q,1,73.2,-1.1,2023-03-11T08:47:48.847Z,2023-03-11T08:47:52Z,4087281981,233,36,4087281977,56,Right,4087281979,347,,,,,,,,,,,,,,,,,305har0fmf8wye7e3wbpfqcid,M. Saitō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131317,36,5,1,2,30,6lezh5aazy0xca1800e5dqxwl,0,26.8,101.1,2023-03-11T08:47:48.847Z,2023-03-11T08:47:50Z,4087281973,56,Back,4087281987,233,15,4087281975,347,,,,,,,,,,,,,,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131339,16,1,1,2,36,chu9blh367xs3yumct5tqto2q,1,73.4,0,2023-03-11T08:47:55.030Z,2023-03-11T08:48:12Z,4087282107,1,,4087282105,213,0.4,4087282101,141,14.1,4087282099,140,96.4,4087282103,212,26.4,4087282097,56,Right,4087282095,107,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131341,17,61,1,2,39,chu9blh367xs3yumct5tqto2q,0,97.9,12.9,2023-03-11T08:47:58.551Z,2023-03-11T08:48:17Z,4087282111,56,Right,,,,,,,,,,,,,,,,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131343,18,5,1,2,40,chu9blh367xs3yumct5tqto2q,0,100.3,11.4,2023-03-11T08:47:59.270Z,2023-03-11T08:48:19Z,4087282125,56,Right,4087282215,233,37,4087282127,346,,,,,,,,,,,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131333,37,5,1,2,40,6lezh5aazy0xca1800e5dqxwl,1,-0.3,88.6,2023-03-11T08:47:59.270Z,2023-03-11T08:48:24Z,4087282075,346,,4087282135,233,18,4087282073,56,Back,,,,,,,,,,,,,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131365,38,1,1,2,53,6lezh5aazy0xca1800e5dqxwl,1,5.4,53,2023-03-11T08:48:12.227Z,2023-03-11T08:48:16Z,4087282261,140,16.9,4087282265,212,30.1,4087282267,213,5.1,4087282277,189,,4087282271,237,,4087282259,56,Back,4087282257,124,,4087282263,141,12.5,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518131373,39,1,1,2,58,6lezh5aazy0xca1800e5dqxwl,1,24.5,7.6,2023-03-11T08:48:16.873Z,2023-03-11T08:48:18Z,4087282311,56,Back,4087282315,141,3.4,4087282317,212,23.8,4087282313,140,47.0,4087282319,213,6.2,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
