id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/16/value
2517753265,377,1,1,42,21,6h553bwfqkoxayuv80uikkn42,1,59.3,65.3,2023-03-10T11:42:30.895Z,2023-03-10T11:42:32Z,4085261347,56,Center,4085261355,213,6.3,4085261353,212,9.9,4085261349,140,68.7,4085261351,141,65.0,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753273,378,1,1,42,22,6h553bwfqkoxayuv80uikkn42,1,68.7,65,2023-03-10T11:42:32.255Z,2023-03-10T11:42:33Z,4085261389,212,8.9,4085261383,56,Center,4085261385,140,60.3,4085261391,213,3.0,4085261387,141,66.2,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753279,379,1,1,42,23,6h553bwfqkoxayuv80uikkn42,1,60.3,66.3,2023-03-10T11:42:33.791Z,2023-03-10T11:42:34Z,4085261421,56,Left,4085261429,213,1.4,4085261425,141,86.6,4085261427,212,14.1,4085261423,140,63.0,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753333,380,1,1,42,24,6h553bwfqkoxayuv80uikkn42,1,63.1,86.7,2023-03-10T11:42:34.607Z,2023-03-10T11:42:40Z,4085261719,141,96.8,4085261723,213,0.4,4085261721,212,17.0,4085261717,140,77.9,4085261715,56,Left,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753353,381,1,1,42,30,6h553bwfqkoxayuv80uikkn42,1,80.8,86.1,2023-03-10T11:42:40.431Z,2023-03-10T11:42:43Z,4085261835,213,3.4,4085261827,56,Left,4085261831,141,81.3,4085261829,140,67.4,4085261833,212,14.4,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753383,382,1,1,42,33,6h553bwfqkoxayuv80uikkn42,1,66.8,80.3,2023-03-10T11:42:43.279Z,2023-03-10T11:42:46Z,4085261965,141,57.5,4085261967,212,18.4,4085261963,140,57.3,4085261961,56,Center,4085261969,213,4.1,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753425,383,1,1,42,36,6h553bwfqkoxayuv80uikkn42,1,57.3,57.5,2023-03-10T11:42:46.223Z,2023-03-10T11:42:52Z,4085262157,213,6.2,4085262155,212,8.4,4085262153,141,56.4,4085262149,56,Center,4085262151,140,65.3,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753451,384,1,1,42,42,6h553bwfqkoxayuv80uikkn42,1,65.3,53.4,2023-03-10T11:42:51.951Z,2023-03-10T11:42:55Z,4085262265,212,21.9,4085262267,213,1.3,4085262259,56,Left,4085262263,141,84.6,4085262261,140,70.6,,,,,,,,,,6fx6x1x0v02v094w754htlfx1,O. Bozanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753459,385,1,1,42,45,6h553bwfqkoxayuv80uikkn42,1,71.1,84.8,2023-03-10T11:42:55.151Z,2023-03-10T11:42:57Z,4085262329,141,72.8,4085262331,212,13.3,4085262333,213,5.6,4085262327,140,81.1,4085262325,56,Center,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753483,386,1,1,42,47,6h553bwfqkoxayuv80uikkn42,1,85.8,71.1,2023-03-10T11:42:57.343Z,2023-03-10T11:43:00Z,4085262449,56,Center,4085262451,140,79.7,4085262453,141,64.5,4085262455,212,7.8,4085262457,213,3.8,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753513,387,1,1,42,50,6h553bwfqkoxayuv80uikkn42,1,78.3,51.2,2023-03-10T11:43:00.687Z,2023-03-11T19:56:00Z,4085262607,56,Center,4085262609,140,87.3,4085262617,213,5.3,4085264255,210,15,4085264257,154,,4085262615,212,16.3,4085262613,141,31.6,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2517753517,388,15,1,42,54,6h553bwfqkoxayuv80uikkn42,1,87.1,41.6,2023-03-10T11:43:04.303Z,2023-03-11T19:56:00Z,4085264269,102,49.8,4085263233,82,,4085264261,29,,4085264273,215,,4085264281,231,47.5,4085263229,72,,4085262629,17,,4085264275,146,89.8,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,4085264259,78,,4085264277,147,4085262631,56,Center,,4085264265,55,4085264271,103,43.3,4085264279,230,97.3,4085263265,233,4085264263,154,,387,19,4085262625,22,,,,320,
2517753525,320,10,1,42,54,cuj4qahgk4idsme4dg8clk6gw,1,12,50.6,2023-03-10T11:43:04.403Z,2023-03-10T11:44:54Z,4085262659,94,,4085262661,56,Back,4085263269,233,388,,,,,,,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753555,321,49,1,42,57,cuj4qahgk4idsme4dg8clk6gw,1,22.2,20.4,2023-03-10T11:43:07.344Z,2023-03-10T11:52:47Z,,,,,,,,,,,,,,,,,,,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753569,322,3,1,42,59,cuj4qahgk4idsme4dg8clk6gw,1,23,13.4,2023-03-10T11:43:09.039Z,2023-03-11T19:56:09Z,4085262891,285,,4085262923,233,389,4090185663,464,,4085262889,56,Back,,,,,,,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753553,389,45,1,42,59,6h553bwfqkoxayuv80uikkn42,0,77,86.6,2023-03-10T11:43:09.039Z,2023-03-10T11:43:12Z,4085262811,286,,4085262927,233,322,4085262809,56,Left,,,,,,,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753573,323,3,1,43,1,cuj4qahgk4idsme4dg8clk6gw,0,21.7,8.3,2023-03-10T11:43:11.792Z,2023-03-11T19:56:13Z,4085262911,56,Back,4085262913,285,,4090185865,465,,4085262917,211,,,,,,,,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753601,390,43,1,43,5,6h553bwfqkoxayuv80uikkn42,1,0,0,2023-03-10T11:43:15.296Z,2023-03-10T11:43:23Z,4085263343,144,49,,,,,,,,,,,,,,,,,,,,,,6fx6x1x0v02v094w754htlfx1,O. Bozanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753635,391,43,1,43,5,6h553bwfqkoxayuv80uikkn42,1,0,0,2023-03-10T11:43:15.359Z,2023-03-10T11:43:22Z,4085263185,213,0.4,4085263183,212,11.0,4085263179,140,78.2,4085263175,56,Left,4085263299,144,1,4085263181,141,90.8,,,,,,,6fx6x1x0v02v094w754htlfx1,O. Bozanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753687,392,4,1,43,12,6h553bwfqkoxayuv80uikkn42,1,77.5,87.2,2023-03-10T11:43:21.920Z,2023-03-10T11:43:26Z,4085263421,56,Left,4085263427,286,,4085263435,233,324,4085263425,265,,4085263419,13,,4085263423,152,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753659,324,4,1,43,12,cuj4qahgk4idsme4dg8clk6gw,0,22.5,12.8,2023-03-10T11:43:21.921Z,2023-03-10T11:43:26Z,4085263297,285,,4085263295,265,,4085263293,152,,4085263465,233,392,4085263289,13,,4085263291,56,Back,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517753685,325,17,1,43,14,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-03-10T11:43:23.920Z,2023-03-10T11:43:25Z,4085263413,31,,4085263415,392,,4085263417,13,243,,,,,,,,,,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754039,393,43,1,44,12,6h553bwfqkoxayuv80uikkn42,1,0,0,2023-03-10T11:44:22.638Z,2023-03-10T11:44:27Z,4085265231,286,0,4085265337,144,3,4085265229,56,Left,,,,,,,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754041,394,1,1,44,14,6h553bwfqkoxayuv80uikkn42,0,75.1,88.5,2023-03-10T11:44:24.286Z,2023-03-11T19:56:41Z,4085265257,141,45.5,4085265255,140,90.2,4085265249,2,,4085265259,212,33.3,4085265251,155,,4090187009,72,,4085265261,213,5.2,4085265253,56,Center,6fx6x1x0v02v094w754htlfx1,O. Bozanic,4085265397,5,,4085265399,152,4085265267,1,,,4090187007,224,,,,,,,,,,,,,,,,,,,,
2517754043,326,12,1,44,15,cuj4qahgk4idsme4dg8clk6gw,1,11.7,41.7,2023-03-10T11:44:25.151Z,2023-03-10T11:53:38Z,4085265299,15,,4085265277,212,10.0,4085265273,141,56.1,4085265283,213,1.8,4085265271,140,9.7,4085265269,56,Back,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754053,327,12,1,44,16,cuj4qahgk4idsme4dg8clk6gw,1,10.1,56.1,2023-03-10T11:44:26.559Z,2023-03-10T11:53:36Z,4085265343,141,50.9,4085265341,140,20.2,4085265347,213,6.0,4085265339,56,Back,4085265345,212,11.2,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754055,328,49,1,44,17,cuj4qahgk4idsme4dg8clk6gw,1,19.6,52.2,2023-03-10T11:44:27.696Z,2023-03-10T11:53:37Z,,,,,,,,,,,,,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754069,329,12,1,44,19,cuj4qahgk4idsme4dg8clk6gw,1,19.3,53,2023-03-10T11:44:28.976Z,2023-03-10T11:53:44Z,4085265439,212,34.2,4085265433,56,Back,4085265441,213,0.8,4085265437,141,88.7,4085265435,140,42.3,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754107,395,49,1,44,21,6h553bwfqkoxayuv80uikkn42,1,57.5,11.2,2023-03-10T11:44:31.391Z,2023-03-11T19:57:04Z,,,,,,,,,,,,,,,,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754109,396,1,1,44,22,6h553bwfqkoxayuv80uikkn42,1,57.5,11.2,2023-03-10T11:44:32.566Z,2023-03-11T19:57:07Z,4085265653,213,1.8,4085265649,141,39.4,4085265645,56,Center,4085265647,140,54.0,4085265651,212,19.5,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754139,397,1,1,44,26,6h553bwfqkoxayuv80uikkn42,1,53.8,39.8,2023-03-10T11:44:36.175Z,2023-03-10T11:44:39Z,4085265777,141,6.7,4085265775,140,62.8,4085265779,212,24.4,4085265781,213,5.1,4085265773,56,Right,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754141,398,1,1,44,29,6h553bwfqkoxayuv80uikkn42,0,65.6,8.3,2023-03-10T11:44:39.487Z,2023-03-10T11:44:39Z,4085265793,141,15.4,4085265787,155,,4085265791,140,71.9,4085265797,213,0.6,4085265795,212,8.2,4085265789,56,Right,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754143,330,61,1,44,30,cuj4qahgk4idsme4dg8clk6gw,1,33.7,80.6,2023-03-10T11:44:40.120Z,2023-03-10T11:44:40Z,4085265799,56,Back,,,,,,,,,,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754155,331,44,1,44,32,cuj4qahgk4idsme4dg8clk6gw,1,11.8,51.2,2023-03-10T11:44:42.461Z,2023-03-10T11:44:43Z,4085265839,56,Back,4085265881,233,399,4085265841,285,,,,,,,,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754159,399,44,1,44,32,6h553bwfqkoxayuv80uikkn42,0,88.2,48.8,2023-03-10T11:44:42.462Z,2023-03-10T11:44:43Z,4085265847,286,,4085265845,56,Center,4085265885,233,331,,,,,,,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754165,332,12,1,44,32,cuj4qahgk4idsme4dg8clk6gw,1,11.8,48.1,2023-03-10T11:44:42.672Z,2023-03-10T11:53:58Z,4085265865,140,23.0,4085265877,15,,4085265867,141,53.0,4085265863,56,Back,4085265871,213,0.3,4085265869,212,12.2,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754187,400,1,1,44,34,6h553bwfqkoxayuv80uikkn42,1,73.4,52.5,2023-03-10T11:44:44.190Z,2023-03-10T11:44:47Z,4085265995,213,5.4,4085265983,140,80.8,4085265987,141,38.5,4085265981,56,Center,4085265991,212,12.3,4085265977,3,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754203,401,1,1,44,37,6h553bwfqkoxayuv80uikkn42,1,80.2,38.6,2023-03-10T11:44:47.102Z,2023-03-10T11:44:49Z,4085266101,140,84.4,4085266103,141,63.6,4085266099,56,Center,4085266105,212,17.6,4085266107,213,1.3,,,,,,,,,,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754207,402,1,1,44,39,6h553bwfqkoxayuv80uikkn42,0,82.3,65.3,2023-03-10T11:44:49.312Z,2023-03-10T11:44:50Z,4085266127,56,Center,4085266165,286,,4085266135,213,5.1,4085266159,236,,4085266125,155,,4085266133,212,2.6,4085266129,140,83.2,4085266161,233,333,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,4085266131,141,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754209,333,74,1,44,39,cuj4qahgk4idsme4dg8clk6gw,1,20.4,34.3,2023-03-10T11:44:49.313Z,2023-03-10T11:53:54Z,4085266139,56,Back,4085266141,285,,4085266177,233,402,,,,,,,,,,,,,,,,5pjrdhytzrteyqxxcvxxhjqax,J. Koutroumbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754251,403,1,1,44,41,6h553bwfqkoxayuv80uikkn42,1,75.6,50,2023-03-10T11:44:50.894Z,2023-03-11T19:57:47Z,4085267167,210,13,4085266363,212,14.7,4085266365,213,0.4,4085266359,140,88.7,4085266355,3,,4085266361,141,57.5,4085266357,56,Center,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2517754255,404,13,1,44,43,6h553bwfqkoxayuv80uikkn42,1,85.4,55.5,2023-03-10T11:44:53.159Z,2023-03-11T19:57:47Z,4085267185,230,98.2,4085267187,231,51.4,4085267019,20,,4085267173,83,,4085267181,102,56.3,4085266387,17,,4085266385,22,,4085267183,103,6.9,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,4085267177,55,403,4085266389,56,4085267175,29,,,,,,,Center,,,,,,,,,,,,,,,,,
2517754247,334,5,1,44,44,cuj4qahgk4idsme4dg8clk6gw,1,-1.5,42.2,2023-03-10T11:44:54.480Z,2023-03-10T11:44:56Z,4085266341,346,,4085266437,233,405,4085266339,56,Back,,,,,,,,,,,,,,,,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754261,405,5,1,44,44,6h553bwfqkoxayuv80uikkn42,0,101.5,57.8,2023-03-10T11:44:54.480Z,2023-03-10T11:53:58Z,4085266423,346,,4085266463,233,334,4085266421,56,Center,,,,,,,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754441,335,70,1,45,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-03-10T11:45:10.289Z,2023-03-11T19:57:51Z,4085267317,277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754501,336,1,1,45,21,cuj4qahgk4idsme4dg8clk6gw,1,4.4,39.8,2023-03-10T11:45:31.488Z,2023-03-11T19:58:05Z,4085267655,124,,4085267671,1,,4085267669,213,6.1,4085267663,140,62.8,4085267665,141,19.0,4085267667,212,62.9,4085267675,74,,4085267659,56,Right,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754507,337,44,1,45,24,cuj4qahgk4idsme4dg8clk6gw,1,64,19,2023-03-10T11:45:34.591Z,2023-03-11T19:58:08Z,4085267687,286,,4085267717,233,406,4085267685,56,Right,,,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754511,406,44,1,45,24,6h553bwfqkoxayuv80uikkn42,0,36,81,2023-03-10T11:45:34.592Z,2023-03-11T19:58:08Z,4085267699,285,,4085267725,233,337,4085267697,56,Back,,,,,,,,,,,,,,,,3ivpa9dqlbrg7dc71nsmaw1d5,T. Beadling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754515,338,1,1,45,24,cuj4qahgk4idsme4dg8clk6gw,0,60.7,19.8,2023-03-10T11:45:34.849Z,2023-03-11T19:58:10Z,4085267737,140,71.9,4085267743,213,0.8,4085267735,56,Center,4085267733,168,,4085267741,212,16.3,4085267739,141,36.3,4085267731,3,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754523,407,49,1,45,26,6h553bwfqkoxayuv80uikkn42,1,28.3,57,2023-03-10T11:45:36.847Z,2023-03-10T11:45:36Z,,,,,,,,,,,,,,,,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754561,408,1,1,45,27,6h553bwfqkoxayuv80uikkn42,1,28.3,57,2023-03-10T11:45:37.022Z,2023-03-10T11:45:42Z,4085267955,56,Back,4085267961,141,24.7,4085267957,140,32.5,4085267963,212,22.4,4085267967,213,4.9,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754565,409,1,1,45,32,6h553bwfqkoxayuv80uikkn42,0,51.5,20.6,2023-03-10T11:45:42.590Z,2023-03-10T11:45:43Z,4085267995,213,0.5,4085267989,140,63.6,4085267993,212,14.4,4085267987,56,Center,4085267991,141,30.5,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754573,339,1,1,45,35,cuj4qahgk4idsme4dg8clk6gw,1,28.9,64.7,2023-03-10T11:45:45.823Z,2023-03-10T11:48:20Z,4085273569,213,0.4,4085273561,56,Back,4085273567,212,11.3,4085273565,141,71.7,4085273563,140,38.7,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754579,340,49,1,45,36,cuj4qahgk4idsme4dg8clk6gw,1,37,73,2023-03-10T11:45:45.935Z,2023-03-10T11:48:19Z,,,,,,,,,,,,,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754589,341,1,1,45,37,cuj4qahgk4idsme4dg8clk6gw,1,38.1,61.4,2023-03-10T11:45:47.759Z,2023-03-10T11:48:18Z,4085268085,213,4.7,4085268077,56,Back,4085268083,212,18.0,4085268079,140,38.5,4085268081,141,34.9,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754615,342,1,1,45,39,cuj4qahgk4idsme4dg8clk6gw,1,39,33,2023-03-10T11:45:49.471Z,2023-03-10T11:45:51Z,4085268193,141,14.1,4085268191,140,30.3,4085268197,213,4.1,4085268195,212,15.8,4085268189,56,Back,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754647,343,1,1,45,41,cuj4qahgk4idsme4dg8clk6gw,1,30.3,15.3,2023-03-10T11:45:51.071Z,2023-03-10T11:45:55Z,4085268383,140,28.7,4085268385,141,28.5,4085268387,212,9.1,4085268381,56,Back,4085268389,213,1.8,,,,,,,,,,5pjrdhytzrteyqxxcvxxhjqax,J. Koutroumbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754663,344,1,1,45,45,cuj4qahgk4idsme4dg8clk6gw,0,23.2,9.7,2023-03-10T11:45:55.664Z,2023-03-10T11:45:57Z,4085268491,141,14.7,4085268489,140,60.1,4085268487,56,Right,4085268493,212,38.9,4085268485,155,,4085268495,213,0.1,4085268497,1,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754683,410,49,1,45,48,6h553bwfqkoxayuv80uikkn42,1,36.3,83.6,2023-03-10T11:45:58.734Z,2023-03-10T11:45:58Z,,,,,,,,,,,,,,,,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754729,411,1,1,45,49,6h553bwfqkoxayuv80uikkn42,1,36.3,83.6,2023-03-10T11:45:58.894Z,2023-03-10T11:46:04Z,4085268783,213,3.5,4085268779,141,69.8,4085268781,212,28.0,4085268775,56,Back,4085268777,140,11.2,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754759,412,1,1,45,54,6h553bwfqkoxayuv80uikkn42,1,11.1,85.4,2023-03-10T11:46:04.239Z,2023-03-10T11:46:07Z,4085268913,140,40.3,4085268917,212,30.8,4085268915,141,81.2,4085268907,155,,4085268919,213,6.2,4085268911,56,Back,,,,,,,98blyfvs09u1j6m7ltbqai9xx,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754773,413,1,1,45,57,6h553bwfqkoxayuv80uikkn42,0,39.9,83.4,2023-03-10T11:46:07.806Z,2023-03-10T11:46:08Z,4085268967,212,12.9,4085268965,141,100.0,4085268963,140,35.1,4085268969,213,2.0,4085268961,56,Back,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754817,345,5,1,45,58,cuj4qahgk4idsme4dg8clk6gw,1,62.6,-1.2,2023-03-10T11:46:08.372Z,2023-03-10T11:53:58Z,4085269219,233,414,4085269185,56,Right,4085269187,347,,,,,,,,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754777,414,5,1,45,58,6h553bwfqkoxayuv80uikkn42,0,37.4,101.2,2023-03-10T11:46:08.372Z,2023-03-10T11:46:14Z,4085268991,56,Back,4085268993,347,,4085269231,233,345,,,,,,,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754957,346,1,1,46,19,cuj4qahgk4idsme4dg8clk6gw,1,60.2,0,2023-03-10T11:46:28.975Z,2023-03-10T11:54:23Z,4085269847,140,73.7,4085269845,56,Right,4085269843,107,,4085269851,212,15.4,4085269849,141,6.8,4085269853,213,0.4,,,,,,,5pjrdhytzrteyqxxcvxxhjqax,J. Koutroumbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754963,347,44,1,46,20,cuj4qahgk4idsme4dg8clk6gw,1,74.2,4.8,2023-03-10T11:46:30.860Z,2023-03-10T11:50:21Z,4085269867,56,Right,4085269869,286,,4085277561,233,458,,,,,,,,,,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517756599,458,44,1,46,21,6h553bwfqkoxayuv80uikkn42,0,25.8,95.2,2023-03-10T11:46:30.861Z,2023-03-10T11:50:21Z,4085277537,56,Back,4085277565,233,347,4085277539,285,,,,,,,,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754971,348,1,1,46,21,cuj4qahgk4idsme4dg8clk6gw,0,73.6,6.8,2023-03-10T11:46:31.119Z,2023-03-12T08:37:01Z,4085269891,56,Center,4085269893,140,85.3,4085269899,213,0.7,4085269889,3,,4085269895,141,22.4,4085269897,212,16.2,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517754977,415,49,1,46,24,6h553bwfqkoxayuv80uikkn42,1,12.1,72,2023-03-10T11:46:33.907Z,2023-03-10T11:46:34Z,,,,,,,,,,,,,,,,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
