id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2503589545,6,1,1,0,12,chu9blh367xs3yumct5tqto2q,0,18.7,27.1,2023-02-04T11:31:15.305Z,2023-02-04T11:43:10Z,4010543929,56,Back,4010543933,141,34.2,4010543937,213,0.3,4010543931,140,35.7,4010543935,212,18.5,4010557459,155,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589535,6,8,1,0,12,cuj4qahgk4idsme4dg8clk6gw,1,60.7,77.9,2023-02-04T11:31:16.270Z,2023-02-04T18:09:04Z,4010543893,56,Center,4012828205,383,,,,,,,,,,,,,,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589539,7,49,1,0,13,cuj4qahgk4idsme4dg8clk6gw,1,60.7,77.9,2023-02-04T11:31:16.718Z,2023-02-04T11:31:16Z,,,,,,,,,,,,,,,,,,,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589575,8,1,1,0,13,cuj4qahgk4idsme4dg8clk6gw,1,60.7,77.9,2023-02-04T11:31:16.894Z,2023-02-04T11:31:20Z,4010544057,212,9.8,4010544051,56,Left,4010544053,140,68.1,4010544059,213,0.7,4010544055,141,86.6,,,,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589603,8,45,1,0,16,chu9blh367xs3yumct5tqto2q,0,26.9,23.9,2023-02-04T11:31:19.998Z,2023-02-04T11:48:38Z,4010544177,285,,4010544205,233,9,4010544175,56,Back,,,,,,,,,,,,,,,,uqoseczs2k03doablx2zuusq,M. Al-Taay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589581,9,3,1,0,16,cuj4qahgk4idsme4dg8clk6gw,1,73.1,76.1,2023-02-04T11:31:19.998Z,2023-02-04T18:09:11Z,4010544185,233,8,4010544083,56,Center,4012828611,464,,4010544085,286,,,,,,,,,,,,,,4oqiyxgv3i7lhki54wqjtyqz8,J. Forde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589589,10,61,1,0,17,cuj4qahgk4idsme4dg8clk6gw,0,74.8,82.8,2023-02-04T11:31:20.942Z,2023-02-04T18:09:25Z,4010544103,56,Left,,,,,,,,,,,,,,,,,,,,,,4oqiyxgv3i7lhki54wqjtyqz8,J. Forde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589599,7,1,1,0,17,chu9blh367xs3yumct5tqto2q,0,22.5,23.9,2023-02-04T11:31:20.943Z,2023-02-04T18:09:32Z,4012829981,212,4.3,4012829977,140,23.8,4010544159,56,Back,4012829979,141,29.9,4012829983,213,1.2,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589639,11,3,1,0,19,cuj4qahgk4idsme4dg8clk6gw,1,70.8,73.4,2023-02-04T11:31:22.366Z,2023-02-04T18:09:37Z,4012830291,464,,4010544345,286,,4010549541,233,47,4010544343,56,Center,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590525,47,45,1,0,19,chu9blh367xs3yumct5tqto2q,0,29.2,26.6,2023-02-04T11:31:22.366Z,2023-02-04T12:27:02Z,4010696619,233,11,4010549519,285,,4010549517,56,Back,,,,,,,,,,,,,,,,uqoseczs2k03doablx2zuusq,M. Al-Taay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589667,12,1,1,0,24,cuj4qahgk4idsme4dg8clk6gw,1,82.6,74.7,2023-02-04T11:31:27.950Z,2023-02-04T18:10:07Z,4010544455,212,4.8,4010544721,210,13,4010544451,140,80.9,4010544449,56,Center,4010544457,213,4.3,4010544453,141,68.1,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589683,9,45,1,0,28,chu9blh367xs3yumct5tqto2q,0,10.8,38.2,2023-02-04T11:31:32.094Z,2023-02-04T11:31:34Z,4010544533,285,,4010544531,56,Back,4010544571,233,13,,,,,,,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589677,13,3,1,0,28,cuj4qahgk4idsme4dg8clk6gw,1,89.2,61.8,2023-02-04T11:31:32.094Z,2023-02-04T18:10:17Z,4010544503,286,,4010544567,233,9,4012832139,465,,4010544501,56,Center,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589681,14,13,1,0,29,cuj4qahgk4idsme4dg8clk6gw,1,95.2,59.4,2023-02-04T11:31:32.591Z,2023-02-04T18:10:08Z,4010544735,230,99.1,4012831645,61,,4010544511,22,,4010546439,215,,4010544733,103,22.2,4010546437,214,,4010544737,231,52.3,4010544515,56,Center,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,4010544725,29,4010544723,83,4010544731,102,56.6,4010544727,55,12,4010544629,72,,,,,,,,,,,,,,,,,,,,,,
2503589701,10,5,1,0,30,chu9blh367xs3yumct5tqto2q,1,-1.1,41.2,2023-02-04T11:31:34.014Z,2023-02-04T11:59:18Z,4010544625,233,15,4010544607,346,,4010544605,56,Back,,,,,,,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589689,15,5,1,0,30,cuj4qahgk4idsme4dg8clk6gw,0,101.1,58.8,2023-02-04T11:31:34.014Z,2023-02-04T11:31:36Z,4010544557,56,Center,4010544651,233,10,4010544559,346,,,,,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589799,11,1,1,0,46,chu9blh367xs3yumct5tqto2q,0,3.7,56.3,2023-02-04T11:31:50.017Z,2023-02-04T12:27:27Z,4010545155,1,,4010545145,56,Back,4010545143,124,,4010545151,212,49.5,4010545149,141,90.7,4010545157,74,,4010545147,140,45.3,4010545309,189,,30x4bcy7zsqgreti63wpds0yd,J. Duncan,,4010545153,213,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,
2503589813,16,61,1,0,50,cuj4qahgk4idsme4dg8clk6gw,1,42.6,9.1,2023-02-04T11:31:54.130Z,2023-02-04T11:32:02Z,4010545213,56,Back,4010545333,189,,,,,,,,,,,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589827,12,1,1,0,51,chu9blh367xs3yumct5tqto2q,0,30.9,81,2023-02-04T11:31:54.626Z,2023-02-04T12:27:40Z,4010545255,212,25.6,4010545251,140,51.4,4010545249,56,Left,4010545257,213,0.6,4010545253,141,100.0,,,,,,,,,,uqoseczs2k03doablx2zuusq,M. Al-Taay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589829,13,5,1,0,54,chu9blh367xs3yumct5tqto2q,0,51.8,101.3,2023-02-04T11:31:57.790Z,2023-02-04T11:59:18Z,4010545261,347,,4010545259,56,Left,4010545615,233,17,,,,,,,,,,,,,,,,uqoseczs2k03doablx2zuusq,M. Al-Taay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589825,17,5,1,0,54,cuj4qahgk4idsme4dg8clk6gw,1,48.2,-1.3,2023-02-04T11:31:57.790Z,2023-02-04T11:32:10Z,4010545245,56,Back,4010545595,233,13,4010545247,347,,,,,,,,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589867,18,1,1,1,2,cuj4qahgk4idsme4dg8clk6gw,0,49.5,0,2023-02-04T11:32:05.297Z,2023-02-04T11:32:13Z,4010545479,213,0.5,4010545671,1,,4010545473,140,70.9,4010545471,56,Right,4010545477,212,25.2,4010545475,141,15.5,4010545669,107,,,,,982owm0ccito2d1x2pkvpqeh,A. Burke-Gilroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589871,14,1,1,1,3,chu9blh367xs3yumct5tqto2q,0,24,94.1,2023-02-04T11:32:06.992Z,2023-02-04T11:32:08Z,4010545507,140,35.3,4010545513,213,0.4,4010545505,56,Back,4010545509,141,100.0,4010545511,212,13.0,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589875,15,5,1,1,4,chu9blh367xs3yumct5tqto2q,0,36.8,101.7,2023-02-04T11:32:08.140Z,2023-02-04T11:32:11Z,4010545525,347,,4010545635,233,19,4010545523,56,Back,,,,,,,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589889,19,5,1,1,4,cuj4qahgk4idsme4dg8clk6gw,1,63.2,-1.7,2023-02-04T11:32:08.140Z,2023-02-04T11:59:18Z,4010545587,56,Right,4010545627,233,15,4010545589,347,,,,,,,,,,,,,,,,,982owm0ccito2d1x2pkvpqeh,A. Burke-Gilroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589927,20,1,1,1,12,cuj4qahgk4idsme4dg8clk6gw,0,62.5,0,2023-02-04T11:32:15.280Z,2023-02-04T18:11:17Z,4010545769,141,6.2,4010545773,213,0.2,4010545763,107,,4010545765,56,Right,4010545771,212,24.1,4010545767,140,84.9,4012835431,1,,,,,982owm0ccito2d1x2pkvpqeh,A. Burke-Gilroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504031997,919,49,1,1,14,chu9blh367xs3yumct5tqto2q,1,19.7,92.8,2023-02-04T11:32:17.927Z,2023-02-04T18:11:32Z,,,,,,,,,,,,,,,,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589935,16,1,1,1,15,chu9blh367xs3yumct5tqto2q,0,20.2,93.9,2023-02-04T11:32:18.473Z,2023-02-04T11:32:19Z,4010545827,140,32.1,4010545835,213,0.1,4010545837,1,,4010545825,56,Back,4010545823,157,,4010545833,212,12.6,4010545829,141,96.0,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589939,21,49,1,1,16,cuj4qahgk4idsme4dg8clk6gw,1,75.7,5.6,2023-02-04T11:32:19.824Z,2023-02-04T18:11:49Z,,,,,,,,,,,,,,,,,,,,,,,,,982owm0ccito2d1x2pkvpqeh,A. Burke-Gilroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504032085,780,61,1,1,16,cuj4qahgk4idsme4dg8clk6gw,0,67.3,2.9,2023-02-04T11:32:20.270Z,2023-02-04T18:11:44Z,4012836531,56,Right,,,,,,,,,,,,,,,,,,,,,,982owm0ccito2d1x2pkvpqeh,A. Burke-Gilroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589961,17,3,1,1,17,chu9blh367xs3yumct5tqto2q,0,26,96.7,2023-02-04T11:32:20.929Z,2023-02-04T18:11:54Z,4010546031,233,22,4010545971,285,,4012836943,464,,4010545969,56,Back,,,,,,,,,,,,,djh55twz4lsp63j6858ea97xm,D. Stynes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589969,22,7,1,1,17,cuj4qahgk4idsme4dg8clk6gw,1,74,3.3,2023-02-04T11:32:20.930Z,2023-02-04T18:11:58Z,4010546001,167,,4010546015,233,17,4010546003,56,Right,4010546005,286,,4012837053,385,,,,,,,,,,,982owm0ccito2d1x2pkvpqeh,A. Burke-Gilroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589997,18,5,1,1,18,chu9blh367xs3yumct5tqto2q,1,21.6,101.6,2023-02-04T11:32:22.079Z,2023-02-04T11:59:18Z,4010546161,233,23,4010546157,56,Back,4010546159,347,,,,,,,,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589979,23,5,1,1,18,cuj4qahgk4idsme4dg8clk6gw,0,78.4,-1.6,2023-02-04T11:32:22.079Z,2023-02-04T11:32:27Z,4010546047,56,Right,4010546165,233,18,4010546049,347,,,,,,,,,,,,,,,,,982owm0ccito2d1x2pkvpqeh,A. Burke-Gilroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590085,19,1,1,1,34,chu9blh367xs3yumct5tqto2q,1,26.9,100,2023-02-04T11:32:38.241Z,2023-02-04T11:32:41Z,4010546595,56,Back,4010546603,213,6.0,4010546601,212,23.6,4010546597,140,48.6,4010546599,141,92.6,4010546605,1,,4010546593,107,,,,,ccof41jyzj4bnh14u8goyjutx,J. Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590095,20,1,1,1,36,chu9blh367xs3yumct5tqto2q,1,48.6,92.4,2023-02-04T11:32:39.345Z,2023-02-04T12:28:02Z,4010546675,213,5.9,4010546665,168,,4010546671,141,84.5,4010546667,56,Left,4010546669,140,59.8,4010546673,212,12.9,4010546663,3,,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590109,21,1,1,1,38,chu9blh367xs3yumct5tqto2q,1,58,83.2,2023-02-04T11:32:42.265Z,2023-02-04T12:28:03Z,4010546737,56,Center,4010546743,212,16.8,4010546745,213,5.0,4010546741,141,59.6,4010546739,140,62.7,,,,,,,,,,djh55twz4lsp63j6858ea97xm,D. Stynes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590153,22,1,1,1,40,chu9blh367xs3yumct5tqto2q,1,62.7,59.4,2023-02-04T11:32:44.272Z,2023-02-04T11:32:50Z,4010546927,140,73.4,4010546931,212,20.6,4010546925,56,Center,4010546929,141,34.0,4010546933,213,5.3,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590161,23,1,1,1,47,chu9blh367xs3yumct5tqto2q,1,79.3,27.1,2023-02-04T11:32:50.536Z,2023-02-04T11:32:53Z,4010546983,213,3.9,4010546979,141,21.9,4010546977,140,75.6,4010546981,212,5.3,4010546975,56,Center,,,,,,,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590163,24,1,1,1,49,chu9blh367xs3yumct5tqto2q,1,75.3,23.1,2023-02-04T11:32:52.911Z,2023-02-04T11:32:54Z,4010546997,140,74.5,4010546995,56,Center,4010547003,213,2.0,4010547001,212,1.9,4010546999,141,25.6,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590177,25,1,1,1,50,chu9blh367xs3yumct5tqto2q,1,74.5,26.2,2023-02-04T11:32:53.999Z,2023-02-04T11:32:56Z,4010547077,140,74.5,4010547081,212,6.7,4010547083,213,4.7,4010547079,141,16.4,4010547075,56,Right,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590201,26,1,1,1,53,chu9blh367xs3yumct5tqto2q,1,74.3,7.6,2023-02-04T11:32:56.712Z,2023-02-04T11:33:00Z,4010547209,141,20.9,4010547211,212,11.6,4010547207,140,67.4,4010547213,213,2.2,4010547205,56,Right,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590215,27,1,1,1,56,chu9blh367xs3yumct5tqto2q,1,70.6,38.6,2023-02-04T11:33:00.232Z,2023-02-04T11:33:02Z,4010547281,56,Center,4010547287,212,8.1,4010547289,213,0.9,4010547283,140,75.2,4010547285,141,48.1,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590233,28,1,1,1,59,chu9blh367xs3yumct5tqto2q,1,72.1,52.2,2023-02-04T11:33:02.464Z,2023-02-04T11:33:05Z,4010547375,56,Center,4010547379,141,53.7,4010547383,213,3.1,4010547381,212,18.4,4010547377,140,54.6,,,,,,,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590245,29,1,1,2,2,chu9blh367xs3yumct5tqto2q,1,54.6,53.7,2023-02-04T11:33:05.872Z,2023-02-04T11:33:07Z,4010547435,141,34.8,4010547431,56,Center,4010547437,212,13.1,4010547439,213,4.9,4010547433,140,56.9,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590279,30,1,1,2,4,chu9blh367xs3yumct5tqto2q,1,56.9,34.5,2023-02-04T11:33:07.664Z,2023-02-04T11:33:10Z,4010547587,212,29.2,4010547581,56,Right,4010547583,140,75.5,4010547589,213,5.4,4010547585,141,2.6,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590297,31,1,1,2,7,chu9blh367xs3yumct5tqto2q,1,74.5,2.6,2023-02-04T11:33:10.839Z,2023-02-04T11:33:12Z,4010547663,141,9.8,4010547659,56,Right,4010547667,213,2.6,4010547661,140,66.8,4010547665,212,9.5,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590315,32,1,1,2,9,chu9blh367xs3yumct5tqto2q,1,66.4,11.9,2023-02-04T11:33:12.800Z,2023-02-04T11:33:15Z,4010547757,141,25.0,4010547761,213,2.6,4010547755,140,51.5,4010547753,56,Center,4010547759,212,18.0,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
