id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2475227909,7,1,1,0,19,c33jm806py6adse5wv9wx6ch1,1,81.3,0,2022-10-22T08:47:01.540Z,2022-10-22T08:47:03Z,3861163415,213,0.8,3861163407,56,Right,3861163403,107,,3861163411,141,16.2,3861163409,140,91.7,3861163413,212,16.5,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475227913,8,1,1,0,21,c33jm806py6adse5wv9wx6ch1,1,93.3,16.4,2022-10-22T08:47:03.188Z,2022-10-22T08:47:04Z,3861163445,156,,3861163425,56,Right,3861163433,213,3.2,3861163431,212,6.2,3861163429,141,15.9,3861163427,140,87.4,,,,,,,31v9w4cyk1fxlig452kuc65ed,J. Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475227927,9,1,1,0,22,c33jm806py6adse5wv9wx6ch1,1,85.5,15.9,2022-10-22T08:47:04.252Z,2022-10-22T13:17:06Z,3861163481,141,5.3,3861163483,212,7.3,3861163479,140,84.6,3861163485,213,4.6,3861163477,56,Right,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475227929,10,1,1,0,25,c33jm806py6adse5wv9wx6ch1,1,85.6,2.9,2022-10-22T08:47:07.100Z,2022-10-22T09:35:13Z,3861163493,56,Center,3861163507,213,2.1,3861163499,141,22.3,3861163495,140,77.9,3861163503,212,15.5,,,,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475227933,11,50,1,0,26,c33jm806py6adse5wv9wx6ch1,1,78.1,24.3,2022-10-22T08:47:08.740Z,2022-10-26T12:19:10Z,3861163517,56,Center,3873668261,286,,,,,,,,,,,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475227949,6,7,1,0,27,9xmhnv6im8h7c9e17oqvcx8gl,1,29.2,68.2,2022-10-22T08:47:09.082Z,2022-10-26T12:19:17Z,3873668537,384,,3861163581,56,Back,3873668325,285,,,,,,,,,,,,,,,,,abz6occh9zmu2tcsejm5uiyg9,N. D'Agostino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475227939,5,43,1,0,28,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2022-10-22T08:47:09.970Z,2022-10-22T13:17:18Z,3861879239,144,49,,,,,,,,,,,,,,,,,,,,,,abz6occh9zmu2tcsejm5uiyg9,N. D'Agostino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475227965,7,1,1,0,28,9xmhnv6im8h7c9e17oqvcx8gl,1,25.8,78.1,2022-10-22T08:47:10.115Z,2022-10-22T13:17:26Z,3861163647,212,11.9,3861163645,141,75.6,3861163643,140,37.0,3861163641,56,Back,3861163649,213,6.1,,,,,,,,,,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475365409,903,49,1,0,29,9xmhnv6im8h7c9e17oqvcx8gl,1,42.4,75.2,2022-10-22T08:47:11.091Z,2022-10-22T13:17:31Z,,,,,,,,,,,,,,,,,,,,,,,,,cx8wxcop4vdfapgaboyzqrsvd,J. Brimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475227967,8,1,1,0,31,9xmhnv6im8h7c9e17oqvcx8gl,0,41,77.5,2022-10-22T08:47:12.971Z,2022-10-22T08:56:43Z,3861163669,286,,3861163655,140,41.9,3861163661,213,0.2,3861163663,236,,3861163665,233,12,3861163659,212,1.0,3861163653,56,Back,3861163657,141,77.8,cx8wxcop4vdfapgaboyzqrsvd,J. Brimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475227955,12,74,1,0,31,c33jm806py6adse5wv9wx6ch1,1,55.3,26.7,2022-10-22T08:47:12.972Z,2022-10-22T09:35:35Z,3861163617,56,Center,3861163619,285,,3861163673,233,8,,,,,,,,,,,,,,,,7cdvlgpi8g3e8ttspzvr1k251,M. Leckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475227981,9,1,1,0,33,9xmhnv6im8h7c9e17oqvcx8gl,1,61.8,89.3,2022-10-22T08:47:15.683Z,2022-10-22T08:47:21Z,3861163721,56,Left,3861163729,213,0.8,3861163723,140,65.6,3861163727,212,5.9,3861163725,141,95.6,,,,,,,,,,nf5y7om644176c52n91ptsyd,Nani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475227987,10,1,1,0,39,9xmhnv6im8h7c9e17oqvcx8gl,1,69.2,96,2022-10-22T08:47:20.763Z,2022-10-22T13:18:18Z,3861163763,212,2.9,3861163761,141,96.8,3861163757,56,Left,3861163759,140,71.9,3861163765,213,0.2,,,,,,,,,,91lwbi9gd4crrnmt30yld307p,C. Ikonomidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475227995,11,1,1,0,40,9xmhnv6im8h7c9e17oqvcx8gl,1,71.9,96.8,2022-10-22T08:47:22.563Z,2022-10-22T08:47:24Z,3861163795,140,61.9,3861163797,141,74.2,3861163799,212,18.6,3861163801,213,4.1,3861163793,56,Center,,,,,,,,,,nf5y7om644176c52n91ptsyd,Nani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228017,12,1,1,0,42,9xmhnv6im8h7c9e17oqvcx8gl,1,61.9,74.2,2022-10-22T08:47:24.595Z,2022-10-22T08:47:30Z,3861163875,140,63.1,3861163877,141,56.6,3861163881,213,4.8,3861163873,56,Center,3861163879,212,12.0,,,,,,,,,,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228027,13,1,1,0,47,9xmhnv6im8h7c9e17oqvcx8gl,1,70.6,49.1,2022-10-22T08:47:29.275Z,2022-10-22T13:18:29Z,3861163925,140,77.8,3861163923,56,Left,3861163933,1,,3861163931,213,1.3,3861163929,212,34.3,3861163927,141,98.3,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228031,14,1,1,0,50,9xmhnv6im8h7c9e17oqvcx8gl,0,78.2,99.5,2022-10-22T08:47:32.363Z,2022-10-22T09:44:19Z,3861163947,212,14.4,3861163945,141,78.4,3861163941,56,Center,3861163949,213,4.6,3861163943,140,76.9,,,,,,,,,,91lwbi9gd4crrnmt30yld307p,C. Ikonomidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475233947,440,50,1,0,51,c33jm806py6adse5wv9wx6ch1,1,24.2,22.8,2022-10-22T08:47:32.745Z,2022-10-22T09:44:18Z,3861196791,233,15,3861196775,56,Back,3861196777,285,,,,,,,,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228039,15,7,1,0,51,9xmhnv6im8h7c9e17oqvcx8gl,0,75.8,77.2,2022-10-22T08:47:32.746Z,2022-10-22T13:18:36Z,3861884685,385,,3861196787,233,440,3861163975,56,Center,3861163977,286,,,,,,,,,,,,,,cx8wxcop4vdfapgaboyzqrsvd,J. Brimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228037,13,49,1,0,54,c33jm806py6adse5wv9wx6ch1,1,28.4,25,2022-10-22T08:47:35.941Z,2022-10-22T13:18:59Z,,,,,,,,,,,,,,,,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228045,14,1,1,0,55,c33jm806py6adse5wv9wx6ch1,1,29,23.3,2022-10-22T08:47:37.301Z,2022-10-22T09:36:23Z,3861163995,141,13.8,3861163999,213,5.8,3861163991,56,Back,3861163993,140,42.3,3861163997,212,15.4,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228047,15,3,1,0,56,c33jm806py6adse5wv9wx6ch1,1,41.7,17,2022-10-22T08:47:37.883Z,2022-10-22T13:19:03Z,3861164005,286,,3861164011,233,16,3861164003,56,Back,3861886611,465,,,,,,,,,,,,,,af7c4t8wp0341io4x0dl02ac5,A. Nabbout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228043,16,45,1,0,56,9xmhnv6im8h7c9e17oqvcx8gl,0,58.3,83,2022-10-22T08:47:37.883Z,2022-10-22T13:51:28Z,3861164015,233,15,3861163987,56,Left,3861163989,285,,,,,,,,,,,,,,,,,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228049,16,50,1,1,0,c33jm806py6adse5wv9wx6ch1,1,42.8,24,2022-10-22T08:47:41.957Z,2022-10-22T08:47:44Z,3861164043,233,17,3861164007,56,Back,3861164009,286,,,,,,,,,,,,,,,,,af7c4t8wp0341io4x0dl02ac5,A. Nabbout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228053,17,7,1,1,0,9xmhnv6im8h7c9e17oqvcx8gl,0,57.2,76,2022-10-22T08:47:41.958Z,2022-10-22T13:19:40Z,3861164023,56,Center,3861164025,285,,3861164035,233,16,3861889089,385,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228059,17,1,1,1,3,c33jm806py6adse5wv9wx6ch1,1,43.6,28.2,2022-10-22T08:47:45.565Z,2022-10-22T09:36:38Z,3861164055,141,20.7,3861164057,212,5.5,3861164053,140,41.6,3861164051,56,Back,3861164059,213,4.3,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228065,18,1,1,1,5,c33jm806py6adse5wv9wx6ch1,1,41.6,20.7,2022-10-22T08:47:47.669Z,2022-10-22T09:36:45Z,3861164091,213,1.6,3861164093,1,,3861164085,140,41.7,3861164083,56,Back,3861164079,155,,3861164089,212,44.9,3861164081,196,,3861164087,141,86.8,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228077,19,1,1,1,9,c33jm806py6adse5wv9wx6ch1,1,41.6,88.9,2022-10-22T08:47:50.789Z,2022-10-22T08:47:59Z,3861164131,141,76.0,3861164129,140,26.6,3861164133,212,18.0,3861164135,213,3.6,3861164127,56,Back,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228079,20,1,1,1,17,c33jm806py6adse5wv9wx6ch1,1,26.6,76,2022-10-22T08:47:59.558Z,2022-10-22T09:37:03Z,3861164143,140,28.5,3861164149,213,4.8,3861164141,56,Back,3861164145,141,39.2,3861164147,212,25.1,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228085,21,1,1,1,18,c33jm806py6adse5wv9wx6ch1,1,28.5,39.2,2022-10-22T08:48:00.677Z,2022-10-22T09:37:07Z,3861164175,141,71.5,3861164177,212,22.0,3861164173,140,28.1,3861164179,213,1.6,3861164171,56,Back,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228101,22,1,1,1,20,c33jm806py6adse5wv9wx6ch1,1,27.5,68.7,2022-10-22T08:48:02.582Z,2022-10-22T09:37:16Z,3861164225,56,Back,3861164227,140,27.8,3861164233,213,4.7,3861164231,212,24.7,3861164229,141,32.4,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228105,23,1,1,1,25,c33jm806py6adse5wv9wx6ch1,1,27.8,32.2,2022-10-22T08:48:07.582Z,2022-10-22T08:48:10Z,3861164253,213,2.6,3861164249,141,49.1,3861164251,212,20.6,3861164247,140,11.5,3861164245,56,Back,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228109,24,1,1,1,28,c33jm806py6adse5wv9wx6ch1,1,8.8,53.3,2022-10-22T08:48:10.262Z,2022-10-22T08:48:12Z,3861164275,141,70.2,3861164277,212,20.8,3861164279,213,0.6,3861164271,56,Back,3861164273,140,25.3,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228117,25,1,1,1,31,c33jm806py6adse5wv9wx6ch1,1,25.6,70.2,2022-10-22T08:48:12.838Z,2022-10-22T09:37:27Z,3861164325,1,,3861164315,56,Left,3861164321,212,59.1,3861164319,141,84.1,3861164313,155,,3861164323,213,0.2,3861164317,140,81.2,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228119,26,61,1,1,37,c33jm806py6adse5wv9wx6ch1,0,86.9,86.5,2022-10-22T08:48:19.574Z,2022-10-22T08:48:19Z,3861164329,56,Left,,,,,,,,,,,,,,,,,,,,,,31v9w4cyk1fxlig452kuc65ed,J. Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228123,18,49,1,1,39,9xmhnv6im8h7c9e17oqvcx8gl,1,15.2,18.8,2022-10-22T08:48:20.990Z,2022-10-22T13:20:12Z,,,,,,,,,,,,,,,,,,,,,,,,,7h5zy4yqn4pilij1tsmm2qmzt,G. Timotheou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228125,19,1,1,1,40,9xmhnv6im8h7c9e17oqvcx8gl,1,15.2,18.8,2022-10-22T08:48:22.165Z,2022-10-22T08:48:24Z,3861164341,140,38.1,3861164343,141,46.9,3861164345,212,30.7,3861164347,213,0.7,3861164339,56,Back,,,,,,,,,,7h5zy4yqn4pilij1tsmm2qmzt,G. Timotheou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228127,20,1,1,1,41,9xmhnv6im8h7c9e17oqvcx8gl,1,38.1,46.9,2022-10-22T08:48:23.245Z,2022-10-22T13:20:59Z,3861164357,212,6.3,3861164359,213,3.7,3861164351,56,Back,3861164353,140,32.9,3861164355,141,42.4,,,,,,,,,,cx8wxcop4vdfapgaboyzqrsvd,J. Brimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228129,21,1,1,1,44,9xmhnv6im8h7c9e17oqvcx8gl,1,32.3,42.1,2022-10-22T08:48:26.405Z,2022-10-22T13:21:31Z,3861164391,141,75.0,3861164581,210,15,3861164393,212,26.4,3861164389,140,45.6,3861164395,213,1.0,3861164387,56,Back,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228133,22,3,1,1,45,9xmhnv6im8h7c9e17oqvcx8gl,1,43.8,72.2,2022-10-22T08:48:27.462Z,2022-10-22T13:21:16Z,3861164415,286,,3861164413,56,Back,3861896785,464,,3861164431,233,27,,,,,,,,,,,,,91lwbi9gd4crrnmt30yld307p,C. Ikonomidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228131,27,45,1,1,45,c33jm806py6adse5wv9wx6ch1,0,56.2,27.8,2022-10-22T08:48:27.462Z,2022-10-22T09:38:12Z,3861164407,285,,3861164405,56,Center,3861164435,233,22,,,,,,,,,,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228135,23,15,1,1,52,9xmhnv6im8h7c9e17oqvcx8gl,1,85.7,71.5,2022-10-22T08:48:34.222Z,2022-10-22T13:21:31Z,3861164593,103,19,3861164545,82,,3861164587,55,21,3861164419,22,,3861164591,102,45.6,3861164551,233,28,3861164595,215,,3861164585,29,,91lwbi9gd4crrnmt30yld307p,C. Ikonomidis,,3861164603,231,52.7,3861164539,20,3861164421,64,3861164599,147,66.4,3861164597,146,88.5,3861164583,80,3861164601,230,97.7,3861164423,56,Center,,,,,,,,,,,,,,
2475228143,28,10,1,1,52,c33jm806py6adse5wv9wx6ch1,1,15.4,41.6,2022-10-22T08:48:34.322Z,2022-10-22T13:21:24Z,3861164555,233,23,3861164455,94,,3861164457,56,Back,,,,,,,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228147,24,1,1,1,55,9xmhnv6im8h7c9e17oqvcx8gl,1,86.1,68.4,2022-10-22T08:48:37.222Z,2022-10-22T13:22:04Z,3861164471,56,Center,3861164479,213,4.9,3861164473,140,88.9,3861164477,212,13.3,3861165831,210,15,3861164475,141,49.4,3861165833,154,,,,,91lwbi9gd4crrnmt30yld307p,C. Ikonomidis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228149,25,15,1,1,56,9xmhnv6im8h7c9e17oqvcx8gl,1,88.3,52.4,2022-10-22T08:48:38.141Z,2022-10-22T13:22:05Z,3861165837,154,,3861164535,147,51.6,3861165839,55,24,3861164497,72,,3861165835,29,,3861164523,78,,3861164525,102,50.6,3861164485,22,,abz6occh9zmu2tcsejm5uiyg9,N. D'Agostino,,3861164561,233,29,3861164489,56,3861164527,103,3861164533,146,98.1,3861164487,17,,3861164529,328,,,,,,,Center,1.3,,,,,,,,,,,,
2475228153,29,10,1,1,56,c33jm806py6adse5wv9wx6ch1,1,1.6,50,2022-10-22T08:48:38.241Z,2022-10-22T13:22:12Z,3861164549,180,,3861164565,233,25,3861164547,177,,3861164513,56,Back,3861901423,376,,3861164511,182,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475228155,30,52,1,1,57,c33jm806py6adse5wv9wx6ch1,1,1.9,52.1,2022-10-22T08:48:39.416Z,2022-10-22T13:22:15Z,3861901691,376,,,,,,,,,,,,,,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
