id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2508945879,8,1,1,0,49,7jv344gvcvgqg7oeuc9u554dm,0,10.2,5.8,2023-02-18T07:01:04.010Z,2023-02-18T07:01:04Z,4038751051,213,0.1,4038751041,157,,4038751049,212,2.4,4038751043,56,Back,4038751047,141,6.1,4038751045,140,12.5,4038751053,1,,,,,6cke7ckocw7epjg5gj6exuytx,C. Noone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508945885,9,61,1,0,50,chu9blh367xs3yumct5tqto2q,1,91,97.7,2023-02-18T07:01:04.263Z,2023-02-18T15:35:28Z,4038751075,56,Left,,,,,,,,,,,,,,,,,,,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508945915,9,5,1,0,51,7jv344gvcvgqg7oeuc9u554dm,1,12.8,-1.2,2023-02-18T07:01:05.337Z,2023-02-18T07:01:14Z,4038751161,347,,4038751173,233,10,4038751159,56,Back,,,,,,,,,,,,,,,,6cke7ckocw7epjg5gj6exuytx,C. Noone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508945891,10,5,1,0,51,chu9blh367xs3yumct5tqto2q,0,87.2,101.2,2023-02-18T07:01:05.337Z,2023-02-18T09:30:54Z,4038751177,233,9,4038751085,56,Left,4038751087,347,,,,,,,,,,,,,,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508945947,10,1,1,1,4,7jv344gvcvgqg7oeuc9u554dm,0,19.3,0,2023-02-18T07:01:18.203Z,2023-02-18T07:15:31Z,4038751321,213,0.2,4038751315,140,44.5,4038751311,107,,4038751313,56,Back,4038751319,212,27.0,4038751317,141,6.8,4038751323,1,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946947,43,8,1,1,5,chu9blh367xs3yumct5tqto2q,1,62.4,91.7,2023-02-18T07:01:19.241Z,2023-02-18T15:35:37Z,4040031499,384,,4038754415,56,Left,,,,,,,,,,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508945951,11,1,1,1,7,chu9blh367xs3yumct5tqto2q,0,56.3,87.8,2023-02-18T07:01:21.986Z,2023-02-18T07:01:24Z,4038751353,141,85.9,4038751357,213,6.2,4038751347,3,,4038751355,212,14.0,4038751349,56,Left,4038751351,140,69.6,,,,,,,ccof41jyzj4bnh14u8goyjutx,J. Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508945959,11,1,1,1,10,7jv344gvcvgqg7oeuc9u554dm,0,33.3,11.6,2023-02-18T07:01:24.505Z,2023-02-18T07:23:33Z,4038751377,3,,4038751387,213,1.0,4038751379,56,Back,4038751383,141,21.2,4038751381,140,37.6,4038751385,212,7.9,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508945961,12,43,1,1,12,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2023-02-18T07:01:26.314Z,2023-02-18T07:23:35Z,4038751393,286,0,4038751415,233,12,4038775147,144,50,4038751391,56,Back,,,,,,,,,,,,,4lk250c1xd4xsowjrdi0uuevp,D. De Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508945965,12,1,1,1,12,chu9blh367xs3yumct5tqto2q,0,69.1,66.6,2023-02-18T07:01:26.315Z,2023-02-18T07:23:38Z,4038751399,56,Center,4038775181,140,76.4,4038775183,141,65.1,4038775185,212,7.7,4038775187,213,6.2,,,,,,,,,,uqoseczs2k03doablx2zuusq,M. Al-Taay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508945971,13,1,1,1,14,7jv344gvcvgqg7oeuc9u554dm,1,26.5,29.5,2023-02-18T07:01:28.489Z,2023-02-18T07:01:29Z,4038751433,212,5.5,4038751427,56,Back,4038751429,140,26.7,4038751435,213,4.8,4038751431,141,21.4,,,,,,,,,,6i6sc8ttypctphire7scntu51,A. Šušnjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508945981,14,1,1,1,15,7jv344gvcvgqg7oeuc9u554dm,0,26.1,21.7,2023-02-18T07:01:29.546Z,2023-02-18T07:01:31Z,4038751469,213,5.8,4038751463,140,51.9,4038751467,212,31.2,4038751459,155,,4038751465,141,0.0,4038751461,56,Right,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946021,13,5,1,1,17,chu9blh367xs3yumct5tqto2q,1,50.3,101.4,2023-02-18T07:01:31.314Z,2023-02-18T07:01:49Z,4038751581,347,,4038751579,56,Left,4038751589,233,15,,,,,,,,,,,,,,,,uqoseczs2k03doablx2zuusq,M. Al-Taay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508945983,15,5,1,1,17,7jv344gvcvgqg7oeuc9u554dm,0,49.7,-1.4,2023-02-18T07:01:31.314Z,2023-02-18T09:30:54Z,4038751471,56,Back,4038751593,233,13,4038751473,347,,,,,,,,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946061,14,1,1,1,47,chu9blh367xs3yumct5tqto2q,1,47.9,100,2023-02-18T07:02:01.794Z,2023-02-18T07:02:03Z,4038751721,141,85.1,4038751715,107,,4038751725,213,3.8,4038751717,56,Back,4038751719,140,34.8,4038751723,212,17.9,,,,,,,ccof41jyzj4bnh14u8goyjutx,J. Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946081,15,1,1,1,49,chu9blh367xs3yumct5tqto2q,1,34.8,85.1,2023-02-18T07:02:03.698Z,2023-02-18T07:02:08Z,4038751767,140,38.3,4038751765,56,Back,4038751773,213,4.9,4038751769,141,55.2,4038751771,212,20.7,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946101,16,1,1,1,54,chu9blh367xs3yumct5tqto2q,1,45.5,39.4,2023-02-18T07:02:08.369Z,2023-02-18T07:02:11Z,4038751821,213,4.6,4038751815,140,42.9,4038751817,141,14.4,4038751819,212,17.2,4038751813,56,Back,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946111,17,1,1,1,57,chu9blh367xs3yumct5tqto2q,1,42.5,25.3,2023-02-18T07:02:11.618Z,2023-02-18T07:02:13Z,4038751849,213,2.9,4038751843,140,34.5,4038751845,141,28.8,4038751847,212,8.7,4038751841,56,Back,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946143,18,1,1,1,59,chu9blh367xs3yumct5tqto2q,1,34.9,32.5,2023-02-18T07:02:13.666Z,2023-02-18T07:02:20Z,4038751923,212,20.7,4038751919,140,34.1,4038751917,56,Back,4038751925,213,1.6,4038751921,141,62.9,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946155,19,1,1,2,6,chu9blh367xs3yumct5tqto2q,0,53.8,66.4,2023-02-18T07:02:20.450Z,2023-02-18T07:02:21Z,4038751967,213,5.1,4038751959,56,Right,4038751963,141,0.0,4038751969,1,,4038751957,196,,4038751961,140,72.1,4038751965,212,50.1,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946173,16,5,1,2,7,7jv344gvcvgqg7oeuc9u554dm,1,30,101.5,2023-02-18T07:02:21.839Z,2023-02-18T09:30:54Z,4038752009,347,,4038752015,233,20,4038752007,56,Back,,,,,,,,,,,,,,,,du99hpqe1ikml2wohv8ei0hxx,B. Arabuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946161,20,5,1,2,7,chu9blh367xs3yumct5tqto2q,0,70,-1.5,2023-02-18T07:02:21.839Z,2023-02-18T07:02:27Z,4038752019,233,16,4038751979,56,Right,4038751981,347,,,,,,,,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946217,17,1,1,2,21,7jv344gvcvgqg7oeuc9u554dm,1,32.4,100,2023-02-18T07:02:35.913Z,2023-02-18T07:02:36Z,4038752123,140,36.4,4038752129,213,5.4,4038752127,212,6.5,4038752119,107,,4038752125,141,94.1,4038752121,56,Back,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946227,18,1,1,2,22,7jv344gvcvgqg7oeuc9u554dm,1,36.4,94.1,2023-02-18T07:02:36.729Z,2023-02-18T15:36:23Z,4038752151,140,30.7,4038752149,56,Back,4038752155,212,6.2,4040041457,156,,4038752157,213,2.9,4038752153,141,96.5,,,,,,,4lk250c1xd4xsowjrdi0uuevp,D. De Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946231,19,1,1,2,23,7jv344gvcvgqg7oeuc9u554dm,1,30.7,96.5,2023-02-18T07:02:38.153Z,2023-02-18T07:02:39Z,4038752167,56,Back,4038752173,212,17.3,4038752169,140,46.7,4038752165,155,,4038752175,213,6.0,4038752171,141,90.6,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946239,20,1,1,2,25,7jv344gvcvgqg7oeuc9u554dm,1,46.5,92.3,2023-02-18T07:02:39.321Z,2023-02-18T07:02:42Z,4038752199,141,98.6,4038752203,213,1.1,4038752195,56,Back,4038752197,140,48.8,4038752201,212,4.9,,,,,,,,,,du99hpqe1ikml2wohv8ei0hxx,B. Arabuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946241,21,61,1,2,27,7jv344gvcvgqg7oeuc9u554dm,0,48.8,98.6,2023-02-18T07:02:42.025Z,2023-02-18T07:02:42Z,4038752207,56,Back,,,,,,,,,,,,,,,,,,,,,,am6xykrxjymw2qpqli6upysq,A. Toure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946297,21,5,1,2,28,chu9blh367xs3yumct5tqto2q,1,34.7,-1.4,2023-02-18T07:02:43.089Z,2023-02-18T07:02:56Z,4038752343,56,Back,4038752347,233,22,4038752345,347,,,,,,,,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946245,22,5,1,2,28,7jv344gvcvgqg7oeuc9u554dm,0,65.3,101.4,2023-02-18T07:02:43.089Z,2023-02-18T09:30:54Z,4038752351,233,21,4038752213,56,Left,4038752215,347,,,,,,,,,,,,,,,,,am6xykrxjymw2qpqli6upysq,A. Toure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946303,22,1,1,2,41,chu9blh367xs3yumct5tqto2q,0,40,0,2023-02-18T07:02:55.698Z,2023-02-18T07:02:58Z,4038752371,140,58.2,4038752375,212,19.4,4038752367,107,,4038752373,141,3.4,4038752369,56,Right,4038752377,213,0.2,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509202857,989,44,1,2,43,7jv344gvcvgqg7oeuc9u554dm,1,36.3,93.4,2023-02-18T07:02:57.807Z,2023-02-21T13:13:44Z,4040047773,285,,4047551035,233,749,4040047771,56,Back,,,,,,,,,,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509202765,749,44,1,2,43,chu9blh367xs3yumct5tqto2q,0,63.7,6.6,2023-02-18T07:02:57.808Z,2023-02-21T13:13:45Z,4040047187,56,Right,4047551039,233,989,4040047191,286,,,,,,,,,,,,,,,,,6lu5jfgq3rxunqnbbxpu8ztyi,K. Grozos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946309,23,61,1,2,44,7jv344gvcvgqg7oeuc9u554dm,1,38.7,96.5,2023-02-18T07:02:58.741Z,2023-02-21T13:12:00Z,4038752395,56,Back,,,,,,,,,,,,,,,,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946321,24,1,1,2,47,7jv344gvcvgqg7oeuc9u554dm,0,30.1,93.6,2023-02-18T07:03:01.258Z,2023-02-18T07:15:51Z,4038752421,212,30.1,4038752415,56,Left,4038752417,140,58.4,4038752413,157,,4038752419,141,86.6,4038752425,1,,4038752423,213,6.1,,,,6i6sc8ttypctphire7scntu51,A. Šušnjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946319,23,61,1,2,47,chu9blh367xs3yumct5tqto2q,1,46.7,13.8,2023-02-18T07:03:01.681Z,2023-02-18T07:17:14Z,4038752411,56,Back,,,,,,,,,,,,,,,,,,,,,,uqoseczs2k03doablx2zuusq,M. Al-Taay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946335,24,50,1,2,49,chu9blh367xs3yumct5tqto2q,1,52.4,3.6,2023-02-18T07:03:03.640Z,2023-02-18T07:03:12Z,4038752481,233,25,4038752447,56,Right,4038752449,286,,,,,,,,,,,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946331,25,7,1,2,49,7jv344gvcvgqg7oeuc9u554dm,1,47.6,96.4,2023-02-18T07:03:03.641Z,2023-02-18T15:37:01Z,4040049793,383,,4038752443,56,Back,4038752445,285,,4038752471,233,24,,,,,,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946333,26,49,1,2,50,7jv344gvcvgqg7oeuc9u554dm,1,53.5,94.2,2023-02-18T07:03:04.169Z,2023-02-18T07:03:04Z,,,,,,,,,,,,,,,,,,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946363,28,61,1,2,51,7jv344gvcvgqg7oeuc9u554dm,0,54.9,98,2023-02-18T07:03:05.256Z,2023-02-18T07:17:07Z,4038752563,56,Left,,,,,,,,,,,,,,,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946345,27,43,1,2,51,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2023-02-18T07:03:05.769Z,2023-02-18T07:03:11Z,4038752581,144,1,4038752501,140,60.9,4038752505,212,6.6,4038752507,213,6.1,4038752499,56,Left,4038752503,141,95.6,4038752497,155,0,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946379,25,5,1,2,53,chu9blh367xs3yumct5tqto2q,1,46,-0.8,2023-02-18T07:03:08.146Z,2023-02-18T07:03:12Z,4038752611,233,29,4038752595,56,Back,4038752597,347,,,,,,,,,,,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946367,29,5,1,2,53,7jv344gvcvgqg7oeuc9u554dm,0,54,100.8,2023-02-18T07:03:08.146Z,2023-02-18T09:30:55Z,4038752615,233,25,4038752569,56,Left,4038752571,347,,,,,,,,,,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946409,26,1,1,3,4,chu9blh367xs3yumct5tqto2q,1,49.5,0,2023-02-18T07:03:18.659Z,2023-02-18T07:03:21Z,4038752709,140,55.3,4038752713,212,9.9,4038752707,56,Right,4038752711,141,9.4,4038752705,107,,4038752715,213,0.9,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946411,27,61,1,3,6,chu9blh367xs3yumct5tqto2q,0,55.3,9.4,2023-02-18T07:03:20.945Z,2023-02-18T07:03:29Z,4038752719,56,Right,,,,,,,,,,,,,,,,,,,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946415,30,1,1,3,7,7jv344gvcvgqg7oeuc9u554dm,0,46.4,93.1,2023-02-18T07:03:21.857Z,2023-02-18T07:17:35Z,4038768437,236,,4038768153,213,4.8,4038768439,233,28,4038768151,212,2.1,4038752729,56,Back,4038768443,286,,4038768149,141,90.1,4038768147,140,46.6,am6xykrxjymw2qpqli6upysq,A. Toure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946431,28,74,1,3,7,chu9blh367xs3yumct5tqto2q,1,54,7.4,2023-02-18T07:03:21.858Z,2023-02-18T07:17:37Z,4038768457,233,30,4038752785,285,,4038752783,56,Right,,,,,,,,,,,,,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508946435,29,5,1,3,9,chu9blh367xs3yumct5tqto2q,0,52.4,-1.4,2023-02-18T07:03:23.257Z,2023-02-18T09:30:55Z,4038752911,233,31,4038752795,56,Right,4038752797,347,,,,,,,,,,,,,,,,,uqoseczs2k03doablx2zuusq,M. Al-Taay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
