id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value
2508578019,9,1,1,0,19,6j4xzc2g1eeafo6v1f38d4x22,1,26.4,86.8,2023-02-17T08:45:38.727Z,2023-02-17T08:45:40Z,4036791187,141,72.1,4036791189,212,10.7,4036791191,213,4.4,4036791183,56,Back,4036791185,140,22.8,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578027,10,1,1,0,20,6j4xzc2g1eeafo6v1f38d4x22,1,23.1,71.4,2023-02-17T08:45:40.552Z,2023-02-17T08:45:45Z,4036791265,212,10.9,4036791263,141,55.4,4036791261,140,23.5,4036791259,56,Back,4036791267,213,4.8,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578033,11,1,1,0,25,6j4xzc2g1eeafo6v1f38d4x22,1,26.9,66.7,2023-02-17T08:45:45.576Z,2023-02-17T08:45:48Z,4036791297,213,1.8,4036791289,56,Back,4036791291,140,25.0,4036791293,141,78.1,4036791295,212,8.0,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578043,12,1,1,0,28,6j4xzc2g1eeafo6v1f38d4x22,1,25.2,80.8,2023-02-17T08:45:47.976Z,2023-02-17T08:45:51Z,4036791367,212,40.9,4036791369,213,0.2,4036791359,155,,4036791361,56,Left,4036791363,140,63.5,4036791371,1,,4036791365,141,91.5,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578049,13,61,1,0,31,6j4xzc2g1eeafo6v1f38d4x22,0,63.4,92.1,2023-02-17T08:45:51.496Z,2023-02-17T08:45:51Z,4036791385,56,Left,,,,,,,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578073,3,5,1,0,32,7p460lrzt1kmp4rsofqa47eqy,1,31.8,-1.6,2023-02-17T08:45:52.088Z,2023-02-17T08:50:33Z,4036791517,347,,4036791525,233,14,4036791515,56,Back,,,,,,,,,,,,,,,,8sknvoifu8w9wpso5xije0b56,N. Botić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578051,14,5,1,0,32,6j4xzc2g1eeafo6v1f38d4x22,0,68.2,101.6,2023-02-17T08:45:52.088Z,2023-02-17T08:46:02Z,4036791529,233,3,4036791391,347,,4036791389,56,Left,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578079,4,1,1,0,41,7p460lrzt1kmp4rsofqa47eqy,1,31.8,0,2023-02-17T08:46:01.575Z,2023-02-17T08:46:04Z,4036791559,107,,4036791561,56,Back,4036791563,140,13.9,4036791571,1,,4036791567,212,21.6,4036791569,213,2.6,4036791565,141,14.3,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578085,5,1,1,0,45,7p460lrzt1kmp4rsofqa47eqy,1,14,14,2023-02-17T08:46:04.786Z,2023-02-17T08:46:06Z,4036791599,212,10.5,4036791597,141,3.2,4036791601,213,5.5,4036791595,140,21.2,4036791593,56,Back,,,,,,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578095,6,1,1,0,46,7p460lrzt1kmp4rsofqa47eqy,0,21.2,3.2,2023-02-17T08:46:06.524Z,2023-02-17T08:46:09Z,4036791669,140,43.2,4036791667,56,Back,4036791671,141,23.7,4036791665,155,,4036791675,213,0.5,4036791673,212,27.0,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578099,15,1,1,0,50,6j4xzc2g1eeafo6v1f38d4x22,1,56.7,77.3,2023-02-17T08:46:09.624Z,2023-02-17T08:46:11Z,4036791695,140,54.6,4036791701,213,1.8,4036791691,3,,4036791693,56,Left,4036791697,141,93.2,4036791699,212,11.0,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578103,16,49,1,0,51,6j4xzc2g1eeafo6v1f38d4x22,1,54.7,92.9,2023-02-17T08:46:11.255Z,2023-02-17T08:46:11Z,,,,,,,,,,,,,,,,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578107,17,1,1,0,52,6j4xzc2g1eeafo6v1f38d4x22,1,53.8,92.4,2023-02-17T08:46:11.703Z,2023-02-17T08:46:13Z,4036791747,212,10.4,4036791749,213,4.0,4036791741,56,Back,4036791743,140,47.0,4036791745,141,81.2,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578113,18,1,1,0,53,6j4xzc2g1eeafo6v1f38d4x22,1,44.7,80.5,2023-02-17T08:46:12.951Z,2023-02-17T08:46:16Z,4036791783,56,Back,4036791785,140,32.3,4036791789,212,14.1,4036791791,213,2.7,4036791787,141,88.6,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578127,19,1,1,0,56,6j4xzc2g1eeafo6v1f38d4x22,1,34.3,86.6,2023-02-17T08:46:16.583Z,2023-02-17T08:46:20Z,4036791855,141,71.2,4036791859,213,4.7,4036791857,212,10.5,4036791853,140,34.5,4036791851,56,Back,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578141,20,1,1,1,0,6j4xzc2g1eeafo6v1f38d4x22,1,27.7,85.6,2023-02-17T08:46:20.264Z,2023-02-17T08:46:24Z,4036791925,213,3.8,4036791917,56,Back,4036791919,140,11.0,4036791923,212,22.2,4036791921,141,65.5,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578145,21,1,1,1,4,6j4xzc2g1eeafo6v1f38d4x22,1,11.6,58.8,2023-02-17T08:46:24.168Z,2023-02-17T08:46:25Z,4036791955,213,4.9,4036791953,212,16.0,4036791951,141,35.7,4036791947,56,Back,4036791949,140,14.6,,,,,,,,,,56p368h15z4s1izxoz3pvu4et,O. Sail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578167,22,1,1,1,5,6j4xzc2g1eeafo6v1f38d4x22,1,12.6,32.7,2023-02-17T08:46:25.351Z,2023-02-17T08:46:35Z,4036792115,213,5.2,4036792113,212,20.8,4036792111,141,5.0,4036792107,56,Back,4036792109,140,21.1,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578169,23,1,1,1,15,6j4xzc2g1eeafo6v1f38d4x22,1,35.2,7.7,2023-02-17T08:46:35.480Z,2023-02-17T08:46:37Z,4036792173,140,27.2,4036792171,56,Back,4036792179,213,3.0,4036792177,212,8.5,4036792175,141,9.8,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578181,24,1,1,1,18,6j4xzc2g1eeafo6v1f38d4x22,1,28.6,14.6,2023-02-17T08:46:37.864Z,2023-02-17T08:46:40Z,4036792221,140,24.5,4036792223,141,60.3,4036792225,212,31.4,4036792227,213,1.7,4036792219,56,Back,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578185,25,1,1,1,20,6j4xzc2g1eeafo6v1f38d4x22,1,25.2,71.1,2023-02-17T08:46:40.359Z,2023-02-17T08:46:43Z,4036792255,56,Back,4036792265,213,0.7,4036792263,212,27.2,4036792257,140,45.7,4036792261,141,95.6,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578191,26,1,1,1,22,6j4xzc2g1eeafo6v1f38d4x22,0,55.6,96.9,2023-02-17T08:46:42.031Z,2023-02-17T08:46:48Z,4036792279,212,13.3,4036792277,141,82.4,4036792273,56,Left,4036792281,213,5.4,4036792275,140,64.1,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578189,7,49,1,1,23,7p460lrzt1kmp4rsofqa47eqy,1,34.6,24.3,2023-02-17T08:46:43.506Z,2023-02-17T08:46:43Z,,,,,,,,,,,,,,,,,,,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578201,8,1,1,1,24,7p460lrzt1kmp4rsofqa47eqy,1,34.6,24.3,2023-02-17T08:46:43.775Z,2023-02-17T08:46:46Z,4036792335,140,37.4,4036792341,213,0.5,4036792333,56,Back,4036792337,141,26.4,4036792339,212,3.3,,,,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578213,9,1,1,1,27,7p460lrzt1kmp4rsofqa47eqy,1,35.9,23.4,2023-02-17T08:46:46.692Z,2023-02-17T08:46:48Z,4036792383,213,2.9,4036792375,56,Back,4036792381,212,10.4,4036792377,140,26.3,4036792379,141,27.0,,,,,,,,,,d9fmhxd6637ihfqc9qvsnmjth,T. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578221,10,1,1,1,29,7p460lrzt1kmp4rsofqa47eqy,1,27.1,27.9,2023-02-17T08:46:48.706Z,2023-02-17T08:46:52Z,4036792427,140,30.9,4036792429,141,34.9,4036792433,213,0.9,4036792425,56,Back,4036792431,212,6.2,,,,,,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578237,11,1,1,1,32,7p460lrzt1kmp4rsofqa47eqy,1,34,41,2023-02-17T08:46:51.937Z,2023-02-17T08:46:56Z,4036792503,212,30.8,4036792501,141,85.9,4036792505,213,1.7,4036792497,56,Back,4036792499,140,30.5,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578249,12,1,1,1,36,7p460lrzt1kmp4rsofqa47eqy,1,30.5,85.9,2023-02-17T08:46:56.114Z,2023-02-17T08:46:59Z,4036792543,213,4.2,4036792541,212,6.9,4036792535,56,Back,4036792537,140,27.2,4036792539,141,77.2,,,,,,,,,,dgffw31wnpl5u0304dpdet52h,C. O'Toole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578265,13,1,1,1,40,7p460lrzt1kmp4rsofqa47eqy,1,28.1,64.3,2023-02-17T08:46:59.706Z,2023-02-17T08:47:02Z,4036792591,140,31.5,4036792589,56,Back,4036792595,212,16.6,4036792593,141,40.4,4036792597,213,4.9,,,,,,,,,,d2xblktxmr8illac50p2gcmhh,L. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578267,14,1,1,1,42,7p460lrzt1kmp4rsofqa47eqy,1,31.8,38.5,2023-02-17T08:47:02.567Z,2023-02-17T08:47:05Z,4036792621,140,36.6,4036792625,212,21.6,4036792623,141,7.6,4036792627,213,4.9,4036792619,56,Back,,,,,,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578275,15,1,1,1,45,7p460lrzt1kmp4rsofqa47eqy,1,37.3,7.3,2023-02-17T08:47:05.514Z,2023-02-17T08:47:07Z,4036792649,212,13.3,4036792647,141,20.9,4036792645,140,46.4,4036792643,56,Back,4036792651,213,0.8,,,,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578293,16,1,1,1,47,7p460lrzt1kmp4rsofqa47eqy,1,46.4,20.9,2023-02-17T08:47:06.906Z,2023-02-17T08:47:08Z,4036792711,140,36.5,4036792713,141,5.9,4036792715,212,14.6,4036792717,213,3.9,4036792709,56,Back,,,,,,,,,,d9fmhxd6637ihfqc9qvsnmjth,T. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578311,17,1,1,1,49,7p460lrzt1kmp4rsofqa47eqy,1,36.7,5.8,2023-02-17T08:47:08.859Z,2023-02-17T08:47:13Z,4036792821,140,47.1,4036792823,141,18.6,4036792825,212,14.0,4036792819,56,Back,4036792827,213,0.7,,,,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578323,18,1,1,1,53,7p460lrzt1kmp4rsofqa47eqy,1,42.1,19.5,2023-02-17T08:47:13.517Z,2023-02-17T08:47:14Z,4036792855,140,46.0,4036792853,56,Back,4036792857,141,3.7,4036792861,213,5.1,4036792859,212,11.5,,,,,,,,,,d9fmhxd6637ihfqc9qvsnmjth,T. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578333,19,1,1,1,55,7p460lrzt1kmp4rsofqa47eqy,1,46,3.7,2023-02-17T08:47:14.697Z,2023-02-17T08:47:18Z,4036792919,56,Back,4036792929,213,2.3,4036792921,140,29.6,4036792925,212,25.6,4036792923,141,31.5,,,,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578345,20,1,1,1,58,7p460lrzt1kmp4rsofqa47eqy,1,29.9,31.9,2023-02-17T08:47:17.898Z,2023-02-17T08:47:20Z,4036792967,212,11.3,4036792969,213,0.2,4036792961,56,Back,4036792963,140,40.5,4036792965,141,34.5,,,,,,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578369,21,1,1,2,0,7p460lrzt1kmp4rsofqa47eqy,1,40.4,36.1,2023-02-17T08:47:19.962Z,2023-02-17T08:47:27Z,4036793091,212,18.6,4036793089,141,59.7,4036793087,140,31.4,4036793093,213,2.1,4036793085,56,Back,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578379,22,1,1,2,7,7p460lrzt1kmp4rsofqa47eqy,1,37.8,91.2,2023-02-17T08:47:27.610Z,2023-02-17T08:47:30Z,4036793133,56,Back,4036793141,213,4.5,4036793135,140,34.7,4036793137,141,70.8,4036793139,212,14.2,,,,,,,,,,d2xblktxmr8illac50p2gcmhh,L. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578391,23,1,1,2,10,7p460lrzt1kmp4rsofqa47eqy,1,32.6,61.8,2023-02-17T08:47:30.564Z,2023-02-17T08:47:34Z,4036793201,212,14.4,4036793193,56,Back,4036793203,213,4.5,4036793199,141,41.0,4036793197,140,30.0,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578403,24,1,1,2,14,7p460lrzt1kmp4rsofqa47eqy,0,33.2,35.2,2023-02-17T08:47:33.888Z,2023-02-17T08:47:37Z,4036793255,140,73.7,4036793253,56,Center,4036793251,155,,4036793261,213,0.6,4036793259,212,51.7,4036793257,141,78.5,4036793263,1,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578413,27,1,1,2,17,6j4xzc2g1eeafo6v1f38d4x22,1,27.5,9.8,2023-02-17T08:47:37.560Z,2023-02-17T08:47:39Z,4036793293,212,13.8,4036793287,56,Back,4036793289,140,39.5,4036793291,141,18.0,4036793295,213,0.4,4036793285,3,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578415,28,49,1,2,19,6j4xzc2g1eeafo6v1f38d4x22,1,37.5,19.1,2023-02-17T08:47:39.175Z,2023-02-17T08:47:39Z,,,,,,,,,,,,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578427,29,1,1,2,20,6j4xzc2g1eeafo6v1f38d4x22,0,37.5,19.1,2023-02-17T08:47:39.704Z,2023-02-17T08:47:40Z,4036793333,56,Back,4036793331,155,,4036793339,212,3.0,4036793337,141,20.4,4036793335,140,40.2,4036793341,213,0.3,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578429,25,8,1,2,20,7p460lrzt1kmp4rsofqa47eqy,1,64.6,74.5,2023-02-17T08:47:40.507Z,2023-02-18T12:28:05Z,4039020221,385,,4036793343,56,Center,4039020127,15,,,,,,,,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578455,30,1,1,2,22,6j4xzc2g1eeafo6v1f38d4x22,0,47.1,23.7,2023-02-17T08:47:42.600Z,2023-02-17T08:47:44Z,4036793437,155,,4036793439,56,Center,4036793447,213,0.5,4036793443,141,42.2,4036793445,212,25.4,4036793441,140,68.1,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508578471,26,1,1,2,25,7p460lrzt1kmp4rsofqa47eqy,1,24.5,64.6,2023-02-17T08:47:44.849Z,2023-02-17T08:47:47Z,4036793501,140,26.0,4036793503,141,88.4,4036793507,213,1.5,4036793505,212,16.3,4036793499,56,Back,4036793497,3,,,,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
