id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,assist,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2550900881,9,1,1,0,11,38ui5tfi8anjuh533emny2tz1,0,6.8,40.9,2023-05-19T09:46:59.391Z,2023-05-19T09:47:01Z,4289198255,212,42.5,4289198251,140,41.0,4289198259,1,,4289198253,141,7.6,4289198247,157,,4289198257,213,5.7,4289198249,56,Back,,,,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550900891,3,1,1,0,14,c33jm806py6adse5wv9wx6ch1,0,57.9,97.1,2023-05-19T09:47:01.517Z,2023-05-19T09:47:04Z,4289198321,212,16.1,4289198323,213,6.2,4289198317,140,73.2,4289198313,3,,4289198319,141,95.3,4289198315,56,Left,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550900917,10,1,1,0,16,38ui5tfi8anjuh533emny2tz1,0,29.5,4.4,2023-05-19T09:47:04.111Z,2023-05-19T09:47:07Z,4289198477,212,23.9,4289198481,1,,4289198469,157,,4289198475,141,5.8,4289198473,140,52.2,4289198479,213,0.0,4289198471,56,Right,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550900915,4,44,1,0,18,c33jm806py6adse5wv9wx6ch1,1,47,93.3,2023-05-19T09:47:05.851Z,2023-05-19T09:47:07Z,4289198533,233,11,4289198467,285,,4289198465,56,Back,,,,,,,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550900923,11,44,1,0,18,38ui5tfi8anjuh533emny2tz1,0,53,6.7,2023-05-19T09:47:05.852Z,2023-05-19T09:47:07Z,4289198511,286,,4289198509,56,Right,4289198565,233,4,,,,,,,,,,,,,,,,b255io6lia16l5dzuxfpruhud,A. Le Fondre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550900941,5,1,1,0,18,c33jm806py6adse5wv9wx6ch1,1,46.2,92.4,2023-05-19T09:47:06.236Z,2023-05-19T09:47:08Z,4289198611,141,78.8,4289198613,212,21.5,4289198607,56,Center,4289198617,213,5.8,4289198609,140,64.7,4289198605,3,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550900955,6,1,1,0,21,c33jm806py6adse5wv9wx6ch1,0,64.7,78.7,2023-05-19T09:47:08.651Z,2023-05-19T09:47:10Z,4289198699,141,100.0,4289198693,157,,4289198695,56,Left,4289198701,212,27.3,4289198703,213,0.6,4289198697,140,86.1,4289198705,1,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550900959,7,5,1,0,23,c33jm806py6adse5wv9wx6ch1,0,82.9,101.8,2023-05-19T09:47:10.576Z,2023-05-19T09:47:13Z,4289198821,233,12,4289198723,347,,4289198721,56,Left,,,,,,,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550900987,12,5,1,0,23,38ui5tfi8anjuh533emny2tz1,1,17.1,-1.8,2023-05-19T09:47:10.576Z,2023-05-19T09:49:50Z,4289198811,347,,4289198817,233,7,4289198809,56,Back,,,,,,,,,,,,,,,,b255io6lia16l5dzuxfpruhud,A. Le Fondre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901033,13,1,1,0,30,38ui5tfi8anjuh533emny2tz1,0,23,0,2023-05-19T09:47:18.260Z,2023-05-19T09:47:20Z,4289199111,213,0.2,4289199113,1,,4289199107,141,5.2,4289199105,140,45.6,4289199103,56,Back,4289199101,107,,4289199109,212,24.2,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901041,8,8,1,0,32,c33jm806py6adse5wv9wx6ch1,1,53.8,94.2,2023-05-19T09:47:20.266Z,2023-05-19T12:55:49Z,4289199169,56,Left,4289611791,384,,4289202905,15,,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901047,9,1,1,0,34,c33jm806py6adse5wv9wx6ch1,0,57.7,84.2,2023-05-19T09:47:21.772Z,2023-05-19T09:47:23Z,4289199209,56,Left,4289199217,213,0.7,4289199213,141,93.6,4289199207,3,,4289199211,140,65.0,4289199215,212,10.0,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901081,14,1,1,0,35,38ui5tfi8anjuh533emny2tz1,0,40.2,5.2,2023-05-19T09:47:23.313Z,2023-05-19T09:47:26Z,4289199391,1,,4289199385,141,25.0,4289199389,213,0.4,4289199381,140,71.2,4289199387,212,35.2,4289199375,56,Center,4289199371,3,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901071,10,49,1,0,38,c33jm806py6adse5wv9wx6ch1,1,30.8,69.1,2023-05-19T09:47:25.851Z,2023-05-19T09:47:26Z,,,,,,,,,,,,,,,,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901105,11,1,1,0,39,c33jm806py6adse5wv9wx6ch1,1,29.4,65.2,2023-05-19T09:47:26.667Z,2023-05-19T09:47:30Z,4289199529,141,44.5,4289199531,212,17.6,4289199533,213,4.1,4289199525,56,Back,4289199527,140,19.3,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901115,12,1,1,0,42,c33jm806py6adse5wv9wx6ch1,1,22.2,36.9,2023-05-19T09:47:30.395Z,2023-05-19T09:48:49Z,4289199567,212,16.5,4289199569,213,5.6,4289199561,140,34.5,4289199557,56,Back,4289199565,141,21.7,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901151,13,1,1,0,47,c33jm806py6adse5wv9wx6ch1,1,34.6,16.8,2023-05-19T09:47:34.715Z,2023-05-19T09:47:37Z,4289199739,213,0.3,4289199731,56,Back,4289199733,140,44.0,4289199735,141,20.7,4289199737,212,10.2,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901191,14,1,1,0,49,c33jm806py6adse5wv9wx6ch1,1,40.1,25.2,2023-05-19T09:47:37.114Z,2023-05-19T09:50:22Z,4289199939,140,22.3,4289199937,56,Back,4289199945,213,2.9,4289199941,141,33.3,4289199943,212,19.5,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901211,15,1,1,0,54,c33jm806py6adse5wv9wx6ch1,1,40.8,22.8,2023-05-19T09:47:42.315Z,2023-05-19T09:50:28Z,4289200035,212,22.4,4289200039,213,0.9,4289200031,141,49.1,4289200027,140,53.6,4289200023,56,Center,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901245,16,1,1,0,57,c33jm806py6adse5wv9wx6ch1,1,52.3,54.5,2023-05-19T09:47:44.506Z,2023-05-19T09:47:48Z,4289200201,212,23.3,4289200203,213,2.5,4289200195,56,Back,4289200197,140,35.0,4289200199,141,76.0,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901261,17,1,1,1,0,c33jm806py6adse5wv9wx6ch1,1,44.5,80.2,2023-05-19T09:47:47.978Z,2023-05-19T09:47:51Z,4289200295,212,32.1,4289200289,56,Left,4289200291,140,73.0,4289200299,1,,4289200293,141,97.4,4289200297,213,0.4,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901263,18,1,1,1,4,c33jm806py6adse5wv9wx6ch1,0,83.3,91.1,2023-05-19T09:47:51.738Z,2023-05-19T09:47:54Z,4289200313,141,88.7,4289200411,233,15,4289200307,56,Left,4289200319,213,5.3,4289200415,286,,4289200309,140,84.3,4289200409,236,,4289200317,212,1.9,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901279,15,74,1,1,4,38ui5tfi8anjuh533emny2tz1,1,26.2,7,2023-05-19T09:47:51.739Z,2023-05-19T09:49:53Z,4289200393,56,Back,4289200419,233,18,4289200395,285,,,,,,,,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901281,16,5,1,1,6,38ui5tfi8anjuh533emny2tz1,0,20,-2,2023-05-19T09:47:54.148Z,2023-05-19T09:47:55Z,4289200401,347,,4289200399,56,Back,4289200499,233,19,,,,,,,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901287,19,5,1,1,6,c33jm806py6adse5wv9wx6ch1,1,80,102,2023-05-19T09:47:54.148Z,2023-05-19T09:49:50Z,4289200437,56,Left,4289200481,233,16,4289200441,347,,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901349,20,1,1,1,14,c33jm806py6adse5wv9wx6ch1,1,87.3,100,2023-05-19T09:48:02.107Z,2023-05-19T09:48:03Z,4289200701,56,Left,4289200709,213,4.5,4289200703,140,85.9,4289200705,141,90.6,4289200699,107,,4289200707,212,7.6,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901351,21,1,1,1,15,c33jm806py6adse5wv9wx6ch1,1,85.9,90.6,2023-05-19T09:48:03.034Z,2023-05-19T09:48:04Z,4289200719,140,80.1,4289200721,141,97.5,4289200723,212,7.7,4289200725,213,2.5,4289200717,56,Left,4289200741,156,,,,,,,,7cdvlgpi8g3e8ttspzvr1k251,M. Leckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901403,22,1,1,1,17,c33jm806py6adse5wv9wx6ch1,1,75.4,95.6,2023-05-19T09:48:05.195Z,2023-05-19T09:48:08Z,4289200967,140,55.9,4289200965,56,Left,4289200973,213,3.1,4289200971,212,20.5,4289200969,141,98.0,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901435,23,1,1,1,20,c33jm806py6adse5wv9wx6ch1,1,54.5,91.4,2023-05-19T09:48:08.218Z,2023-05-19T09:48:12Z,4289201099,140,40.6,4289201097,56,Back,4289201105,213,4.2,4289201103,212,27.6,4289201101,141,57.0,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901455,24,1,1,1,25,c33jm806py6adse5wv9wx6ch1,1,44.1,54.2,2023-05-19T09:48:12.763Z,2023-05-19T09:48:16Z,4289201213,56,Center,4289201211,155,,4289201219,212,50.1,4289201215,140,91.3,4289201221,213,0.1,4289201223,1,,4289201217,141,64.5,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901471,25,1,1,1,28,c33jm806py6adse5wv9wx6ch1,0,91.9,65.4,2023-05-19T09:48:16.331Z,2023-05-19T09:54:48Z,4289201315,212,10.1,4289201311,140,96.6,4289201307,3,,4289201313,141,52.4,4289201317,213,5.2,4289201309,56,Center,,,,,,,7cdvlgpi8g3e8ttspzvr1k251,M. Leckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901463,17,52,1,1,30,38ui5tfi8anjuh533emny2tz1,1,4.8,44.5,2023-05-19T09:48:17.720Z,2023-05-19T13:16:47Z,4289666979,377,,,,,,,,,,,,,,,,,,,,,,,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901573,18,80,1,1,44,38ui5tfi8anjuh533emny2tz1,0,11.8,44.5,2023-05-19T09:48:31.832Z,2023-05-19T09:48:31Z,,,,,,,,,,,,,,,,,,,,,,,,,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901629,19,1,1,1,45,38ui5tfi8anjuh533emny2tz1,0,11.1,26.8,2023-05-19T09:48:33.129Z,2023-05-19T09:48:57Z,4289202105,157,,4289202117,213,6.1,4289202109,56,Right,4289202111,140,59.6,4289202119,1,,4289202113,141,9.5,4289202107,198,,4289202115,212,52.3,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901613,26,43,1,1,51,c33jm806py6adse5wv9wx6ch1,1,0,0,2023-05-19T09:48:38.955Z,2023-05-19T09:48:52Z,4289202491,144,49,,,,,,,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901617,27,61,1,1,51,c33jm806py6adse5wv9wx6ch1,0,43.8,96.3,2023-05-19T09:48:39.404Z,2023-05-19T09:48:39Z,4289202043,56,Back,,,,,,,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901633,20,43,1,1,53,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-05-19T09:48:40.824Z,2023-05-19T09:48:49Z,4289202137,56,Right,4289202371,144,61,,,,,,,,,,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901653,21,5,1,1,53,38ui5tfi8anjuh533emny2tz1,1,57.8,-2,2023-05-19T09:48:40.890Z,2023-05-19T09:49:50Z,4289202187,56,Right,4289202329,233,28,4289202189,347,,,,,,,,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901637,28,5,1,1,53,c33jm806py6adse5wv9wx6ch1,0,42.2,102,2023-05-19T09:48:40.890Z,2023-05-19T09:48:49Z,4289202357,233,21,4289202151,347,,4289202149,56,Back,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901697,22,1,1,2,2,38ui5tfi8anjuh533emny2tz1,1,60.6,0,2023-05-19T09:48:49.992Z,2023-05-19T09:48:51Z,4289202445,140,61.3,4289202441,107,,4289202449,212,12.3,4289202443,56,Right,4289202447,141,16.7,4289202451,213,1.5,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901739,23,1,1,2,3,38ui5tfi8anjuh533emny2tz1,0,61.3,16.7,2023-05-19T09:48:51.282Z,2023-05-19T09:49:02Z,4289202661,213,5.8,4289202653,56,Right,4289202659,212,9.0,4289202655,140,69.0,4289202657,141,10.9,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901735,29,1,1,2,10,c33jm806py6adse5wv9wx6ch1,0,41.1,93.9,2023-05-19T09:48:57.853Z,2023-05-19T09:48:59Z,4289202647,213,4.1,4289202691,233,24,4289202689,236,,4289202639,56,Back,4289202695,286,,4289202645,212,2.3,4289202643,141,91.2,4289202641,140,39.8,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901741,24,74,1,2,10,38ui5tfi8anjuh533emny2tz1,1,68.4,11,2023-05-19T09:48:57.854Z,2023-05-19T09:49:54Z,4289202701,233,29,4289202667,285,,4289202665,56,Right,,,,,,,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901745,25,5,1,2,11,38ui5tfi8anjuh533emny2tz1,0,61.8,-1.2,2023-05-19T09:48:58.897Z,2023-05-19T09:49:00Z,4289202741,233,30,4289202683,347,,4289202681,56,Right,,,,,,,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901755,30,5,1,2,11,c33jm806py6adse5wv9wx6ch1,1,38.2,101.2,2023-05-19T09:48:58.897Z,2023-05-19T09:49:51Z,4289202715,56,Back,4289202731,233,25,4289202717,347,,,,,,,,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901835,31,1,1,2,21,c33jm806py6adse5wv9wx6ch1,1,41.6,100,2023-05-19T09:49:09.035Z,2023-05-19T09:49:14Z,4289203167,213,3.5,4289203159,56,Back,4289203165,212,25.6,4289203157,107,,4289203163,141,88.1,4289203161,140,18.9,4289203169,1,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901857,32,1,1,2,26,c33jm806py6adse5wv9wx6ch1,1,19.6,88,2023-05-19T09:49:13.931Z,2023-05-19T09:49:16Z,4289203295,140,5.0,4289203301,213,4.1,4289203293,56,Back,4289203299,212,28.5,4289203297,141,52.7,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901903,33,1,1,2,28,c33jm806py6adse5wv9wx6ch1,1,6.4,52.2,2023-05-19T09:49:15.850Z,2023-05-19T09:49:22Z,4289203491,212,19.8,4289203493,213,5.2,4289203487,140,15.1,4289203485,56,Back,4289203489,141,26.4,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901921,34,1,1,2,34,c33jm806py6adse5wv9wx6ch1,1,37.2,17.1,2023-05-19T09:49:22.267Z,2023-05-19T09:49:24Z,4289203605,212,32.0,4289203603,141,7.4,4289203601,140,67.0,4289203599,56,Right,4289203607,213,6.1,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901923,35,3,1,2,37,c33jm806py6adse5wv9wx6ch1,0,61.4,8.2,2023-05-19T09:49:24.618Z,2023-05-19T13:46:31Z,4289203611,56,Right,4289203613,286,,4289737903,465,,4289203743,233,26,,,,,,,,,,,,,af7c4t8wp0341io4x0dl02ac5,A. Nabbout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550901947,26,7,1,2,37,38ui5tfi8anjuh533emny2tz1,1,38.6,91.8,2023-05-19T09:49:24.619Z,2023-05-19T13:46:36Z,4289203701,285,,4289203699,56,Back,4289738007,385,,4289203735,233,35,,,,,,,,,,,,,53g522ox4zpljnu57fcf4meei,A. Segecic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
