id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2457934785,20,1,1,1,43,1c7qokc1j5z50cjj4tcu32haa,1,33.9,6.9,2022-09-10T13:31:56.844Z,2022-09-10T22:49:07Z,3769247215,141,14.1,3769247219,212,7.7,3769247211,140,28.2,3769247221,213,2.5,3769247209,56,Back,3771412857,178,,,,,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457934819,21,1,1,1,46,1c7qokc1j5z50cjj4tcu32haa,1,29.6,10.4,2022-09-10T13:31:59.713Z,2022-09-10T22:49:59Z,3771413611,178,,3769247371,141,33.2,3769247365,155,,3769966031,1,,3769247373,212,35.0,3769247367,56,Center,3769247375,213,0.5,3769247369,140,59.5,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457934839,22,1,1,1,48,1c7qokc1j5z50cjj4tcu32haa,0,59.3,34.7,2022-09-10T13:32:01.521Z,2022-09-10T22:50:04Z,3769247487,212,12.1,3769528191,168,,3769247489,213,6.2,3769247485,141,33.8,3771415171,388,,3769247483,140,70.8,3769247475,3,,3769247479,56,Center,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457934857,9,12,1,1,49,4l9mrqzmajz5crzlz50mtbt6x,1,30.5,64.3,2022-09-10T13:32:02.827Z,2022-09-10T22:50:14Z,3769247601,141,80.8,3769247597,56,Back,3769247599,140,34.6,3769247605,213,1.2,3771415639,178,,3769247603,212,12.0,3769247657,15,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457934889,10,49,1,1,51,4l9mrqzmajz5crzlz50mtbt6x,1,35.2,80.8,2022-09-10T13:32:04.318Z,2022-09-10T22:50:23Z,,,,,,,,,,,,,,,,,,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457934923,11,1,1,1,51,4l9mrqzmajz5crzlz50mtbt6x,0,33.9,80.4,2022-09-10T13:32:04.374Z,2022-09-10T22:50:29Z,3769247907,56,Center,3769247909,140,72.9,3769247905,157,,3769247911,141,54.4,3769247917,1,,3769247913,212,44.6,3769247915,213,5.9,3771416457,178,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457934945,24,59,1,1,54,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-09-10T13:32:07.581Z,2022-09-10T22:50:55Z,3769529331,56,Back,,,,,,,,,,,,,,,,,,,,,,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935001,25,61,1,1,55,1c7qokc1j5z50cjj4tcu32haa,1,29.8,51.3,2022-09-10T13:32:08.129Z,2022-09-10T22:51:02Z,3771417839,178,,3769248309,56,Back,3771417837,21,,,,,,,,,,,,,,,,,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457991009,381,49,1,1,56,1c7qokc1j5z50cjj4tcu32haa,1,31.5,51.5,2022-09-10T13:32:09.307Z,2022-09-10T22:51:10Z,,,,,,,,,,,,,,,,,,,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457991117,382,1,1,1,56,1c7qokc1j5z50cjj4tcu32haa,1,31.9,52.4,2022-09-10T13:32:09.313Z,2022-09-10T22:51:16Z,3769530813,56,Back,3769530815,140,38.6,3769530817,141,90.5,3769530819,212,26.8,3769530821,213,1.3,3771418431,178,,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935049,26,1,1,2,0,1c7qokc1j5z50cjj4tcu32haa,1,37.6,87.8,2022-09-10T13:32:13.280Z,2022-09-10T22:51:23Z,3769248585,141,96.4,3769248583,140,61.1,3769248587,212,25.4,3769248589,213,0.2,3771418727,178,,3769248581,56,Left,,,,,,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458472913,1012,83,1,2,2,4l9mrqzmajz5crzlz50mtbt6x,1,44.9,4,2022-09-10T13:32:15.737Z,2022-09-11T03:42:30Z,3772191243,399,202857,,,,,,,,,,,,,,,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935053,27,4,1,2,4,1c7qokc1j5z50cjj4tcu32haa,1,53,96.4,2022-09-10T13:32:17.321Z,2022-09-10T22:51:30Z,3769248985,295,,3769248983,13,,3769248593,56,Left,3769249019,233,13,3769248987,152,,3769248989,286,,,,,,,,d9q12xp4h8nhtjxl5il3vufh1,A. Fulgini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935101,13,4,1,2,4,4l9mrqzmajz5crzlz50mtbt6x,0,47,3.6,2022-09-10T13:32:17.322Z,2022-09-10T22:51:30Z,3769248831,295,,3769249029,233,27,3771419087,178,,3769248829,13,,3769248835,152,,3769248833,56,Back,3769248837,285,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935059,12,43,1,2,5,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-09-10T13:32:18.912Z,2022-09-10T13:32:22Z,3769248869,144,49,,,,,,,,,,,,,,,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935387,28,1,1,2,18,1c7qokc1j5z50cjj4tcu32haa,1,53.7,98.3,2022-09-10T13:32:31.024Z,2022-09-10T22:51:36Z,3769250181,212,36.6,3769250163,155,,3769250165,152,,3769250167,56,Back,3769250175,141,53.0,3769250191,1,,3769250161,5,,3769250171,140,34.8,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,3771419441,178,3769250187,213,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935437,29,1,1,2,23,1c7qokc1j5z50cjj4tcu32haa,1,36.8,61.4,2022-09-10T13:32:36.950Z,2022-09-10T22:51:44Z,3769250457,141,82.6,3769250453,140,31.6,3771419847,178,,3769250461,212,15.4,3769250465,213,1.9,3769250451,56,Back,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935633,30,1,1,2,27,1c7qokc1j5z50cjj4tcu32haa,1,32.8,89.6,2022-09-10T13:32:40.298Z,2022-09-10T22:51:53Z,3769251475,56,Back,3769251477,140,11.7,3771420339,178,,3769251479,141,62.0,3769251481,212,29.0,3769251483,213,3.8,,,,,,,cjok1odm3twxo7sqye3hua6eh,M. Leitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935669,31,1,1,2,38,1c7qokc1j5z50cjj4tcu32haa,0,14.1,56.7,2022-09-10T13:32:51.528Z,2022-09-10T22:51:59Z,3771420613,178,,3769251623,155,,3769251625,56,Center,3769251629,141,70.7,3769251627,140,61.3,3769251633,213,0.2,3769251635,1,,3769251631,212,50.5,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935679,14,1,1,2,40,4l9mrqzmajz5crzlz50mtbt6x,0,39.5,30.3,2022-09-10T13:32:53.934Z,2022-09-10T22:52:05Z,3769251681,3,,3769251687,141,54.8,3771420795,388,,3769251689,212,21.7,3769251685,140,52.8,3769251683,56,Center,3769251691,213,0.9,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935807,32,1,1,2,44,1c7qokc1j5z50cjj4tcu32haa,1,58.1,33.6,2022-09-10T13:32:57.825Z,2022-09-10T22:52:14Z,3769252295,141,54.4,3769252293,140,71.5,3771421197,178,,3769252299,213,0.8,3769252297,212,20.0,3769252291,56,Center,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935813,33,61,1,2,46,1c7qokc1j5z50cjj4tcu32haa,0,71.5,55.3,2022-09-10T13:32:59.161Z,2022-09-10T22:52:27Z,3771421503,178,,3769252337,56,Center,,,,,,,,,,,,,,,,,,,d3tfdqfnab7bqxfdh3399y06i,J. Burkardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935799,15,49,1,2,47,4l9mrqzmajz5crzlz50mtbt6x,1,28.6,55.5,2022-09-10T13:33:00.425Z,2022-09-10T22:52:36Z,,,,,,,,,,,,,,,,,,,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935923,16,1,1,2,47,4l9mrqzmajz5crzlz50mtbt6x,1,28.1,47.2,2022-09-10T13:33:00.446Z,2022-09-10T22:52:45Z,3769252821,56,Back,3769252831,1,,3769252823,140,41.0,3769252825,141,59.8,3771422399,178,,3769252829,213,0.6,3769252827,212,16.0,3769252819,157,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
