id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/12/value,assist,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value
2498966619,847,5,2,75,16,apoawtpvac4zqlancmvw4nk4o,0,86.8,-1.9,2023-01-20T21:07:54.643Z,2023-01-21T03:54:50Z,3986328705,56,Right,3986328707,347,,3986328801,233,687,,,,,,,,,,,,,,,,1u1u438ql6xrordkb65wsxo7p,K. Coman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966713,688,1,2,75,39,9gefq4dz9b2hl8rqrxwrlrzmp,0,23.5,100,2023-01-20T21:08:17.596Z,2023-01-21T03:54:54Z,3986329267,140,36.9,3986329271,212,14.6,3986329273,213,6.0,3986329263,107,,3986329269,141,96.5,3986329265,56,Back,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966741,848,1,2,75,41,apoawtpvac4zqlancmvw4nk4o,1,58.4,4,2023-01-20T21:08:19.243Z,2023-01-21T03:55:05Z,3986569637,388,,3986329341,213,6.2,3986329333,56,Right,3986329339,212,12.5,3986329337,141,1.6,3986329331,3,,3986329335,140,70.2,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966745,849,49,2,75,43,apoawtpvac4zqlancmvw4nk4o,1,70.1,1.6,2023-01-20T21:08:21.117Z,2023-01-21T03:55:14Z,,,,,,,,,,,,,,,,,,,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966763,850,1,2,75,43,apoawtpvac4zqlancmvw4nk4o,1,70.1,1.6,2023-01-20T21:08:21.141Z,2023-01-21T03:55:20Z,3986329443,140,73.3,3986329449,213,1.2,3986329441,56,Right,3986329447,212,10.2,3986329439,155,,3986329445,141,15.8,3986569741,178,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966767,851,50,2,75,44,apoawtpvac4zqlancmvw4nk4o,1,73.2,17.2,2023-01-20T21:08:22.683Z,2023-01-21T03:55:39Z,3986329465,56,Right,3986329495,233,689,3986329467,286,,,,,,,,,,,,,,,,,4603xrdk721lqhd1ejn62x5n9,L. Sané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966769,689,7,2,75,45,9gefq4dz9b2hl8rqrxwrlrzmp,1,26.8,82.8,2023-01-20T21:08:23.310Z,2023-01-21T03:55:43Z,3986329469,56,Back,3986329483,233,851,3986569911,178,,3986508153,384,,3986329471,285,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966771,690,49,2,75,45,9gefq4dz9b2hl8rqrxwrlrzmp,1,30.8,85.6,2023-01-20T21:08:23.588Z,2023-01-21T03:55:48Z,,,,,,,,,,,,,,,,,,,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966781,691,1,2,75,47,9gefq4dz9b2hl8rqrxwrlrzmp,1,30.3,86,2023-01-20T21:08:25.065Z,2023-01-21T03:55:51Z,3986569941,178,,3986329529,213,0.8,3986329523,140,38.0,3986329527,212,11.2,3986329521,56,Back,3986329525,141,97.5,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966791,692,1,2,75,49,9gefq4dz9b2hl8rqrxwrlrzmp,1,36.1,97.1,2023-01-20T21:08:27.547Z,2023-01-21T03:55:55Z,3986329573,213,0.0,3986569965,178,,3986329569,141,97.4,3986329565,56,Back,3986329567,140,41.1,3986329571,212,5.3,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966799,693,3,2,75,51,9gefq4dz9b2hl8rqrxwrlrzmp,0,40.2,97,2023-01-20T21:08:29.183Z,2023-01-21T03:56:09Z,3986329599,286,,3986508217,464,,3986329605,233,852,3986570131,178,,3986329597,56,Back,,,,,,,,,,2pjr6yz65f4uqvwniy4vphn85,T. Werner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966797,852,7,2,75,51,apoawtpvac4zqlancmvw4nk4o,1,59.8,3,2023-01-20T21:08:29.424Z,2023-01-21T03:56:17Z,3986329595,285,,3986329601,233,693,3986329593,56,Right,3986508211,383,,3986570231,178,,,,,,,,,,,4603xrdk721lqhd1ejn62x5n9,L. Sané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966801,853,49,2,75,51,apoawtpvac4zqlancmvw4nk4o,1,58.6,5.2,2023-01-20T21:08:29.874Z,2023-01-21T03:56:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4603xrdk721lqhd1ejn62x5n9,L. Sané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966827,854,1,2,75,53,apoawtpvac4zqlancmvw4nk4o,1,56.8,10.3,2023-01-20T21:08:31.448Z,2023-01-21T03:56:34Z,3986329705,141,7.4,3986329701,56,Right,3986329707,212,7.3,3986329703,140,63.5,3986329709,213,6.0,3986570413,178,,,,,,,,4603xrdk721lqhd1ejn62x5n9,L. Sané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966859,855,1,2,75,57,apoawtpvac4zqlancmvw4nk4o,1,63.6,8.2,2023-01-20T21:08:35.842Z,2023-01-21T03:56:41Z,3986329871,141,35.4,3986329867,140,56.5,3986329877,213,2.0,3986329865,56,Center,3986570485,178,,3986329873,212,19.9,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966893,856,1,2,76,1,apoawtpvac4zqlancmvw4nk4o,1,59.8,46.7,2023-01-20T21:08:39.567Z,2023-01-21T03:56:45Z,3986330019,140,56.9,3986330025,213,1.7,3986330021,141,71.7,3986570525,178,,3986330023,212,17.3,3986330017,56,Center,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966897,857,1,2,76,7,apoawtpvac4zqlancmvw4nk4o,1,71.7,81.2,2023-01-20T21:08:45.814Z,2023-01-21T03:56:50Z,3986570573,178,,3986330047,140,68.3,3986330053,213,4.3,3986330045,56,Center,3986330051,212,9.3,3986330049,141,68.5,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966927,858,1,2,76,9,apoawtpvac4zqlancmvw4nk4o,1,68.3,67.9,2023-01-20T21:08:47.704Z,2023-01-21T03:56:53Z,3986570595,178,,3986330221,141,56.4,3986330219,140,65.3,3986330225,213,4.3,3986330217,56,Center,3986330223,212,8.4,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966939,859,1,2,76,13,apoawtpvac4zqlancmvw4nk4o,1,62.8,53,2023-01-20T21:08:51.786Z,2023-01-21T03:57:04Z,3986330267,141,68.1,3986330271,213,1.3,3986330263,56,Center,3986330269,212,10.6,3986330265,140,65.4,3986570649,178,,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966955,860,1,2,76,15,apoawtpvac4zqlancmvw4nk4o,1,65.2,69.9,2023-01-20T21:08:53.409Z,2023-01-21T03:57:06Z,3986330347,140,77.2,3986330353,213,1.0,3986330345,56,Left,3986570677,178,,3986330351,212,21.9,3986330349,141,96.2,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966981,861,1,2,76,19,apoawtpvac4zqlancmvw4nk4o,1,78.2,93.9,2023-01-20T21:08:57.304Z,2023-01-21T03:57:10Z,3986330517,212,21.2,3986330511,56,Left,3986330515,141,81.1,3986570727,178,,3986330519,213,5.9,3986330513,140,96.6,,,,,,,1u1u438ql6xrordkb65wsxo7p,K. Coman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499000387,1043,3,2,76,21,apoawtpvac4zqlancmvw4nk4o,0,92.4,86.2,2023-01-20T21:08:59.864Z,2023-01-21T03:57:15Z,3986508423,56,Left,3986508429,467,1qthvf5krys0pzk24h8wtr9at,3986570803,178,,3986508427,464,,3986508425,286,,,,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498966999,862,1,2,76,23,apoawtpvac4zqlancmvw4nk4o,1,89.3,87.2,2023-01-20T21:09:01.642Z,2023-01-21T03:57:26Z,3986330599,140,77.5,3986330603,212,13.0,3986570965,178,,3986330601,141,93.0,3986330597,56,Left,3986330605,213,2.8,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967031,863,1,2,76,25,apoawtpvac4zqlancmvw4nk4o,1,77.3,94.8,2023-01-20T21:09:03.740Z,2023-01-21T03:57:29Z,3986330783,212,9.7,3986570995,178,,3986330777,56,Left,3986330785,213,3.8,3986330779,140,70.3,3986330781,141,85.6,,,,,,,1u1u438ql6xrordkb65wsxo7p,K. Coman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967047,864,1,2,76,29,apoawtpvac4zqlancmvw4nk4o,1,71.4,72.3,2023-01-20T21:09:07.449Z,2023-01-21T03:57:32Z,3986571051,178,,3986330833,141,41.2,3986330837,213,4.2,3986330831,140,60.5,3986330829,56,Center,3986330835,212,24.0,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967065,865,1,2,76,32,apoawtpvac4zqlancmvw4nk4o,1,61,34,2023-01-20T21:09:10.748Z,2023-01-21T03:57:44Z,3986330923,141,10.0,3986330921,140,74.6,3986330927,213,5.4,3986571189,178,,3986330925,212,21.7,3986330919,56,Right,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967079,866,1,2,76,34,apoawtpvac4zqlancmvw4nk4o,1,74.6,10,2023-01-20T21:09:12.452Z,2023-01-21T03:57:48Z,3986330987,141,12.3,3986330985,140,66.3,3986330991,213,3.0,3986571215,178,,3986330983,56,Right,3986330989,212,8.9,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967085,867,1,2,76,36,apoawtpvac4zqlancmvw4nk4o,1,66.3,12.3,2023-01-20T21:09:14.671Z,2023-01-21T03:57:51Z,3986331015,141,26.5,3986331017,212,10.6,3986331011,56,Center,3986331019,213,1.1,3986331013,140,70.5,3986571259,178,,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967105,868,1,2,76,38,apoawtpvac4zqlancmvw4nk4o,1,70.5,26.5,2023-01-20T21:09:16.556Z,2023-01-21T03:57:54Z,3986331095,212,8.7,3986331097,213,0.1,3986571307,178,,3986331091,140,78.8,3986331093,141,27.3,3986331089,56,Center,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967109,869,50,2,76,40,apoawtpvac4zqlancmvw4nk4o,1,74.9,17.8,2023-01-20T21:09:17.987Z,2023-01-21T03:58:06Z,3986331209,233,694,3986331111,56,Right,3986331113,286,,,,,,,,,,,,,,,,,4603xrdk721lqhd1ejn62x5n9,L. Sané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967125,694,7,2,76,40,9gefq4dz9b2hl8rqrxwrlrzmp,1,25.1,82.2,2023-01-20T21:09:18.717Z,2023-01-21T03:58:11Z,3986571477,178,,3986331171,285,,3986508465,384,,3986331169,56,Back,3986331197,233,869,,,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967129,695,49,2,76,41,9gefq4dz9b2hl8rqrxwrlrzmp,1,32.3,89.9,2023-01-20T21:09:19.292Z,2023-01-21T03:58:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967135,696,50,2,76,42,9gefq4dz9b2hl8rqrxwrlrzmp,1,30,84.6,2023-01-20T21:09:20.750Z,2023-01-21T03:58:55Z,3986331217,56,Back,3986331219,285,,3986331241,233,870,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967139,870,7,2,76,42,apoawtpvac4zqlancmvw4nk4o,1,70,15.4,2023-01-20T21:09:20.756Z,2023-01-21T03:58:59Z,3986331233,233,696,3986331225,56,Right,3986571939,178,,3986331227,286,,3986508485,384,,,,,,,,,,,4603xrdk721lqhd1ejn62x5n9,L. Sané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967141,871,49,2,76,43,apoawtpvac4zqlancmvw4nk4o,1,66.6,23.4,2023-01-20T21:09:21.890Z,2023-01-21T03:59:09Z,,,,,,,,,,,,,,,,,,,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967147,872,1,2,76,43,apoawtpvac4zqlancmvw4nk4o,1,68,24.4,2023-01-20T21:09:21.927Z,2023-01-21T03:59:15Z,3986572073,178,,3986331269,155,,3986331279,213,6.2,3986331273,140,79.7,3986331277,212,12.4,3986331271,56,Center,3986331275,141,22.4,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499031183,1077,83,2,76,46,9gefq4dz9b2hl8rqrxwrlrzmp,1,23.2,81.7,2023-01-20T21:09:24.044Z,2023-01-21T05:35:59Z,3986663141,399,133798,,,,,,,,,,,,,,,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967155,873,1,2,76,46,apoawtpvac4zqlancmvw4nk4o,1,76.9,19.2,2023-01-20T21:09:24.069Z,2023-01-21T03:59:21Z,3986332011,213,5.4,3986332007,141,2.1,3986332005,140,85.9,3986332009,212,15.0,3986572149,178,,3986331293,56,Right,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967159,697,43,2,76,46,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2023-01-20T21:09:24.584Z,2023-01-20T21:09:55Z,3986331309,56,Back,3986331311,285,0,3986331317,233,873,3986332017,144,7,,,,,,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967173,874,1,2,76,47,apoawtpvac4zqlancmvw4nk4o,0,83.6,5.6,2023-01-20T21:09:25.815Z,2023-01-21T03:59:25Z,3986508499,20,,3986331377,2,,3986331383,140,90.5,3986331389,213,1.4,3986331387,212,34.9,3986331381,56,Center,3986331391,1,,3986331385,141,55.8,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,3986508497,224,,3986331379,155,,3986572185,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967179,698,12,2,76,49,9gefq4dz9b2hl8rqrxwrlrzmp,1,9.8,46.3,2023-01-20T21:09:27.793Z,2023-01-21T03:59:36Z,3986331409,140,8.8,3986331413,212,32.2,3986331421,167,,3986331415,213,4.7,3986331407,56,Back,3986572267,388,,3986331443,15,,3986331411,141,0.0,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967181,699,5,2,76,53,9gefq4dz9b2hl8rqrxwrlrzmp,0,9.7,-1.2,2023-01-20T21:09:31.424Z,2023-01-21T03:59:41Z,3986331419,347,,3986331495,233,875,3986331417,56,Back,,,,,,,,,,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967187,875,5,2,76,53,apoawtpvac4zqlancmvw4nk4o,1,90.3,101.2,2023-01-20T21:09:31.424Z,2023-01-21T03:59:41Z,3986331479,347,,3986331481,233,699,3986331477,56,Left,,,,,,,,,,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967391,876,1,2,77,23,apoawtpvac4zqlancmvw4nk4o,1,86,100,2023-01-20T21:10:01.565Z,2023-01-21T04:00:27Z,3986332391,141,88.9,3986332385,107,,3986332387,56,Left,3986332395,213,4.4,3986332389,140,83.8,3986332393,212,8.2,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967393,877,61,2,77,24,apoawtpvac4zqlancmvw4nk4o,0,84.2,93,2023-01-20T21:10:02.328Z,2023-01-21T04:00:24Z,3986572561,178,,3986332399,56,Left,,,,,,,,,,,,,,,,,,,1u1u438ql6xrordkb65wsxo7p,K. Coman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967385,700,49,2,77,26,9gefq4dz9b2hl8rqrxwrlrzmp,1,15.7,7.7,2023-01-20T21:10:04.116Z,2023-01-21T04:00:49Z,,,,,,,,,,,,,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967401,701,1,2,77,26,9gefq4dz9b2hl8rqrxwrlrzmp,1,15.7,7.7,2023-01-20T21:10:04.141Z,2023-01-21T04:00:53Z,3986332425,212,14.5,3986332419,56,Back,3986332421,140,27.9,3986332427,213,0.5,3986332423,141,17.7,3986573117,178,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967413,702,1,2,77,28,9gefq4dz9b2hl8rqrxwrlrzmp,1,28.5,16.3,2023-01-20T21:10:06.788Z,2023-01-21T04:00:58Z,3986332495,140,32.5,3986573173,178,,3986332501,213,1.3,3986332497,141,36.5,3986332499,212,14.4,3986332493,56,Back,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967417,703,1,2,77,30,9gefq4dz9b2hl8rqrxwrlrzmp,0,33.8,36.6,2023-01-20T21:10:08.022Z,2023-01-21T04:01:02Z,3986332527,213,6.0,3986332521,140,80.1,3986332519,56,Right,3986573243,178,,3986332525,212,50.0,3986332517,155,,3986332523,141,19.5,3986332529,1,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967421,878,49,2,77,34,apoawtpvac4zqlancmvw4nk4o,1,17.9,81.8,2023-01-20T21:10:12.709Z,2023-01-21T04:01:06Z,,,,,,,,,,,,,,,,,,,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967433,879,1,2,77,34,apoawtpvac4zqlancmvw4nk4o,1,19,80.9,2023-01-20T21:10:12.728Z,2023-01-21T04:01:08Z,3986332595,141,82.1,3986573345,178,,3986332591,56,Back,3986332597,212,10.4,3986332593,140,28.9,3986332599,213,0.1,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967475,880,1,2,77,39,apoawtpvac4zqlancmvw4nk4o,1,30.5,78.4,2023-01-20T21:10:17.086Z,2023-01-21T04:01:10Z,3986332793,213,4.8,3986332789,141,31.6,3986573363,178,,3986332787,140,32.1,3986332785,56,Back,3986332791,212,31.9,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967495,881,1,2,77,44,apoawtpvac4zqlancmvw4nk4o,1,33.4,30.6,2023-01-20T21:10:22.215Z,2023-01-21T04:01:13Z,3986332913,212,25.7,3986332909,140,33.4,3986332911,141,68.4,3986332907,56,Back,3986332915,213,1.6,3986573397,178,,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967513,882,1,2,77,47,apoawtpvac4zqlancmvw4nk4o,1,36.8,68.7,2023-01-20T21:10:25.025Z,2023-01-21T04:01:16Z,3986333015,140,46.6,3986333017,141,95.6,3986333019,212,21.0,3986333013,56,Back,3986573485,178,,3986333021,213,1.1,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967541,883,1,2,77,49,apoawtpvac4zqlancmvw4nk4o,1,50.9,95.9,2023-01-20T21:10:27.750Z,2023-01-21T04:01:24Z,3986333187,212,28.5,3986333181,56,Left,3986333179,155,,3986333185,141,93.6,3986573647,178,,3986333183,140,78.0,3986333189,213,6.2,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967547,884,1,2,77,56,apoawtpvac4zqlancmvw4nk4o,1,89.6,83.8,2023-01-20T21:10:34.868Z,2023-01-21T07:41:31Z,3986333231,213,4.5,3986333223,56,Center,3986333229,212,14.0,3986333227,141,63.7,3986573757,178,,3986333933,210,15,3986333225,140,86.8,,,,1u1u438ql6xrordkb65wsxo7p,K. Coman,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967583,705,45,2,77,58,9gefq4dz9b2hl8rqrxwrlrzmp,0,8.4,34.4,2023-01-20T21:10:36.687Z,2023-01-21T04:01:41Z,3986333413,56,Back,3986333415,285,,3986333445,233,885,,,,,,,,,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967559,885,3,2,77,58,apoawtpvac4zqlancmvw4nk4o,1,91.6,65.6,2023-01-20T21:10:36.687Z,2023-01-21T04:01:40Z,3986573849,178,,3986333279,286,,3986508687,465,,3986333277,56,Center,3986333437,233,705,,,,,,,,,,e5mjphb52suw89189nyca72z9,E. Choupo-Moting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967561,886,15,2,77,59,apoawtpvac4zqlancmvw4nk4o,1,91.8,66.9,2023-01-20T21:10:37.810Z,2023-01-21T07:41:32Z,3986333953,147,64.8,3986333941,29,,3986333947,102,51.5,3986333365,72,,3986333955,230,99.3,3986333949,103,19,3986333943,55,884,3986333951,146,92.9,e5mjphb52suw89189nyca72z9,E. Choupo-Moting,3986333957,231,54.0,3986333371,82,,3986508733,78,,,3986333389,233,3986573901,178,3986333289,56,Center,3986333285,22,3986333287,64,,,,,704,,,,,,,,,,
2498967573,704,10,2,77,59,9gefq4dz9b2hl8rqrxwrlrzmp,1,7,35.9,2023-01-20T21:10:37.876Z,2023-01-21T04:01:50Z,3986574003,178,,3986333359,56,Back,3986333403,233,886,3986333357,94,,,,,,,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967639,887,1,2,78,6,apoawtpvac4zqlancmvw4nk4o,1,92,81.2,2023-01-20T21:10:44.061Z,2023-01-21T04:01:55Z,3986333659,212,14.5,3986333653,56,Left,3986333661,213,3.1,3986574111,178,,3986333655,140,78.2,3986333657,141,81.2,,,,,,,1u1u438ql6xrordkb65wsxo7p,K. Coman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967645,888,1,2,78,11,apoawtpvac4zqlancmvw4nk4o,1,72.5,70,2023-01-20T21:10:49.067Z,2023-01-21T04:01:58Z,3986574191,178,,3986333681,213,5.5,3986333673,56,Center,3986333679,212,11.0,3986333677,141,58.7,3986333675,140,80.0,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967651,889,1,2,78,11,apoawtpvac4zqlancmvw4nk4o,1,80,58.8,2023-01-20T21:10:49.664Z,2023-01-21T04:02:03Z,3986333689,56,Center,3986333693,141,54.3,3986333697,213,3.7,3986333691,140,75.4,3986574225,178,,3986333695,212,5.7,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967667,890,1,2,78,13,apoawtpvac4zqlancmvw4nk4o,1,75.4,54.3,2023-01-20T21:10:51.159Z,2023-01-21T04:02:08Z,3986333743,56,Center,3986333749,212,21.6,3986333745,140,79.7,3986333751,213,4.9,3986574253,178,,3986333747,141,23.3,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498967689,891,1,2,78,17,apoawtpvac4zqlancmvw4nk4o,1,76.9,26.8,2023-01-20T21:10:55.390Z,2023-01-21T04:02:13Z,3986333823,140,80.9,3986333829,213,5.7,3986574291,178,,3986333825,141,22.8,3986333827,212,5.0,3986333821,56,Center,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
