id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2465504233,9,1,1,0,18,9gefq4dz9b2hl8rqrxwrlrzmp,1,40.6,92.6,2022-10-01T13:30:28.980Z,2022-10-01T20:30:05Z,3809420971,140,35.9,3809420977,213,4.2,3809420969,56,Back,3812145547,178,,3809420973,141,79.0,3809420975,212,10.5,,,,,,,1j0a3ml1zglc9s31yentfckb9,C. Nkunku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504247,10,3,1,0,19,9gefq4dz9b2hl8rqrxwrlrzmp,0,45,74.4,2022-10-01T13:30:29.671Z,2022-10-01T20:31:02Z,3811276471,465,,3812148867,178,,3809421061,286,,3809421083,233,3,3809421059,56,Back,,,,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504223,3,7,1,0,20,eq1oq6y61xnzq88zu0cnw131z,0,55,25.6,2022-10-01T13:30:30.665Z,2022-10-01T20:31:35Z,3812051409,233,10,3809420947,285,,3811279337,383,,3812150565,178,,3809420945,56,Center,,,,,,,,,,mwircq9nydmi192o497r9n85,J. Góralski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466194663,1112,67,1,0,22,9gefq4dz9b2hl8rqrxwrlrzmp,1,57.6,78.9,2022-10-01T13:30:32.681Z,2022-10-02T10:00:44Z,3813184575,233,659,,,,,,,,,,,,,,,,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466194659,659,67,1,0,22,eq1oq6y61xnzq88zu0cnw131z,0,42.4,21.1,2022-10-01T13:30:32.682Z,2022-10-02T03:03:18Z,3813184585,233,1112,,,,,,,,,,,,,,,,,,,,,,f577akgydk4t6ui45iyab2a22,T. Oermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504253,11,1,1,0,22,9gefq4dz9b2hl8rqrxwrlrzmp,0,58.5,79.6,2022-10-01T13:30:32.780Z,2022-10-02T10:00:44Z,3809421079,213,5.6,3809421073,140,60.4,3809421071,56,Center,3812152547,178,,3809421077,212,2.7,3809421249,233,4,3809421075,141,77.0,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504267,4,61,1,0,22,eq1oq6y61xnzq88zu0cnw131z,1,34.5,30.2,2022-10-01T13:30:32.851Z,2022-10-01T20:32:34Z,3812153343,178,,3809421177,56,Back,,,,,,,,,,,,,,,,,,,f577akgydk4t6ui45iyab2a22,T. Oermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466194731,1113,43,1,0,23,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2022-10-01T13:30:34.045Z,2022-10-02T03:03:36Z,3813185021,144,67,3813184947,233,660,,,,,,,,,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466194729,660,43,1,0,23,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-10-01T13:30:34.046Z,2022-10-02T03:03:36Z,3813185013,144,67,3813184957,233,1113,,,,,,,,,,,,,,,,,,,f577akgydk4t6ui45iyab2a22,T. Oermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466194799,1114,67,1,0,23,9gefq4dz9b2hl8rqrxwrlrzmp,1,64,71.8,2022-10-01T13:30:34.154Z,2022-10-02T10:00:45Z,3813185409,233,661,,,,,,,,,,,,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466194797,661,67,1,0,23,eq1oq6y61xnzq88zu0cnw131z,0,36,28.2,2022-10-01T13:30:34.155Z,2022-10-02T03:03:55Z,3813185415,233,1114,,,,,,,,,,,,,,,,,,,,,,mwircq9nydmi192o497r9n85,J. Góralski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465857313,1093,61,1,0,24,9gefq4dz9b2hl8rqrxwrlrzmp,1,64.3,70.6,2022-10-01T13:30:34.222Z,2022-10-02T10:00:45Z,3812155849,178,,3811283791,56,Center,,,,,,,,,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465857421,648,61,1,0,24,eq1oq6y61xnzq88zu0cnw131z,1,35.7,29.4,2022-10-01T13:30:34.253Z,2022-10-01T20:33:32Z,3812156487,389,,3811284371,56,Back,,,,,,,,,,,,,,,,,,,mwircq9nydmi192o497r9n85,J. Góralski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504305,12,3,1,0,24,9gefq4dz9b2hl8rqrxwrlrzmp,0,62.9,71.8,2022-10-01T13:30:35.050Z,2022-10-01T20:33:51Z,3809421351,56,Center,3809421353,286,,3809421443,211,,3811287733,464,,3812157453,178,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504359,6,1,1,0,25,eq1oq6y61xnzq88zu0cnw131z,1,30.1,36.5,2022-10-01T13:30:35.714Z,2022-10-01T20:34:13Z,3809421621,140,44.3,3809421627,213,0.7,3809421629,1,,3812158611,178,,3809421617,157,,3809421619,56,Back,3809421623,141,55.1,3809421625,212,19.6,mwircq9nydmi192o497r9n85,J. Góralski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504313,5,43,1,0,26,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-10-01T13:30:36.376Z,2022-10-01T17:22:39Z,3809421399,212,1.1,3809802813,1,0,3809421391,140,30.8,3809421401,213,6.0,3809421395,141,35.0,3811289049,144,1,3809802807,157,0,3809421389,56,Back,mwircq9nydmi192o497r9n85,J. Góralski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504365,7,49,1,0,27,eq1oq6y61xnzq88zu0cnw131z,1,44.2,55.1,2022-10-01T13:30:37.779Z,2022-10-01T20:34:21Z,,,,,,,,,,,,,,,,,,,,,,,,,3nins3wtqjz9vt8q06s087vth,G. Holtmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504445,8,1,1,0,31,eq1oq6y61xnzq88zu0cnw131z,1,42.2,50.1,2022-10-01T13:30:41.342Z,2022-10-01T20:34:27Z,3809422061,56,Back,3812159289,178,,3809422067,212,15.3,3809422069,213,3.2,3809422063,140,27.6,3809422065,141,49.5,,,,,,,3nins3wtqjz9vt8q06s087vth,G. Holtmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504479,9,1,1,0,33,eq1oq6y61xnzq88zu0cnw131z,1,27.3,42.7,2022-10-01T13:30:44.056Z,2022-10-01T20:34:38Z,3809422189,141,22.7,3809422187,140,28.3,3809422191,212,13.6,3812159757,178,,3809422181,56,Back,3809422195,213,4.8,,,,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504597,10,1,1,0,36,eq1oq6y61xnzq88zu0cnw131z,1,29.1,17.5,2022-10-01T13:30:46.532Z,2022-10-01T20:34:44Z,3809422717,140,33.7,3809422719,141,5.2,3809422723,213,5.2,3809422721,212,9.7,3809422715,56,Back,3812160143,178,,,,,,,,f577akgydk4t6ui45iyab2a22,T. Oermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504611,11,1,1,0,40,eq1oq6y61xnzq88zu0cnw131z,0,26.4,8.9,2022-10-01T13:30:51.060Z,2022-10-01T20:34:53Z,3809422789,157,,3809422793,140,28.8,3809422799,213,0,3809422801,1,,3809422821,286,,3809422815,236,,3809422795,141,8.9,3809422817,233,13,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,3809422791,56,Back,3809422797,212,2.5,3812160617,178,,,,,,,,,,,,,,,,,,,,,,,,
2465504613,13,74,1,0,40,9gefq4dz9b2hl8rqrxwrlrzmp,1,79.3,95.4,2022-10-01T13:30:51.178Z,2022-10-01T20:35:05Z,3809422855,233,11,3809422807,285,,3812161419,178,,3809422805,56,Left,,,,,,,,,,,,,2pjr6yz65f4uqvwniy4vphn85,T. Werner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504661,12,1,1,0,43,eq1oq6y61xnzq88zu0cnw131z,0,11.5,11.9,2022-10-01T13:30:53.885Z,2022-10-01T20:35:13Z,3809423105,286,,3809423055,56,Back,3809423063,213,6.1,3809423057,140,12.8,3812161849,178,,3809423053,157,,3809423065,1,,3809423091,236,,f577akgydk4t6ui45iyab2a22,T. Oermann,3809423059,141,11.5,3809423061,212,1.4,3809423097,233,14,,,,,,,,,,,,,,,,,,,,,,,
2465504645,14,74,1,0,43,9gefq4dz9b2hl8rqrxwrlrzmp,1,89.1,92.1,2022-10-01T13:30:53.927Z,2022-10-01T20:35:20Z,3809423149,233,12,3809422971,56,Left,3809422973,285,,3812162179,178,,,,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504685,13,5,1,0,45,eq1oq6y61xnzq88zu0cnw131z,1,-1.6,16,2022-10-01T13:30:55.721Z,2022-10-01T20:35:27Z,3809423193,233,15,3809423163,56,Back,3809423165,346,,,,,,,,,,,,,,,,,f577akgydk4t6ui45iyab2a22,T. Oermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504663,15,5,1,0,45,9gefq4dz9b2hl8rqrxwrlrzmp,0,101.6,84,2022-10-01T13:30:55.721Z,2022-10-01T20:35:27Z,3809423067,56,Left,3809423241,233,13,3809423069,346,,,,,,,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505309,14,1,1,1,10,eq1oq6y61xnzq88zu0cnw131z,1,4.9,51.9,2022-10-01T13:31:21.115Z,2022-10-01T20:35:37Z,3809426295,141,37.6,3809426287,56,Center,3809426311,74,,3809426303,1,,3809426297,212,67.3,3809426299,213,6.1,3809426285,124,,3809426291,140,68.3,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505323,15,1,1,1,16,eq1oq6y61xnzq88zu0cnw131z,0,68.1,37.6,2022-10-01T13:31:26.484Z,2022-10-01T20:36:14Z,3809426361,3,,3809426371,140,79.5,3812164549,388,,3809426369,56,Center,3809426377,213,5.8,3809426375,212,13.6,3809426365,168,,3809426373,141,28.0,3nins3wtqjz9vt8q06s087vth,G. Holtmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505307,16,49,1,1,19,9gefq4dz9b2hl8rqrxwrlrzmp,1,19.2,80.2,2022-10-01T13:31:30.192Z,2022-10-01T20:36:29Z,,,,,,,,,,,,,,,,,,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505485,17,1,1,1,25,9gefq4dz9b2hl8rqrxwrlrzmp,1,10.6,89.6,2022-10-01T13:31:35.294Z,2022-10-01T20:36:46Z,3809427081,212,39.0,3809427075,56,Back,3809427073,155,,3812166017,178,,3809427085,1,,3809427083,213,5.0,3809427079,141,34.6,3809427077,140,21.1,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505559,18,1,1,1,28,9gefq4dz9b2hl8rqrxwrlrzmp,1,22.3,30.1,2022-10-01T13:31:38.499Z,2022-10-01T20:38:03Z,3809427447,141,6.1,3809427449,212,24.9,3809427443,56,Back,3809427445,140,40.2,3812169167,178,,3809427451,213,5.6,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505565,19,3,1,1,30,9gefq4dz9b2hl8rqrxwrlrzmp,0,45.2,5.8,2022-10-01T13:31:40.376Z,2022-10-01T20:38:20Z,3811295749,465,,3809427473,56,Back,3809427629,233,16,3809427475,286,,3812169765,178,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505583,16,7,1,1,31,eq1oq6y61xnzq88zu0cnw131z,1,54.8,94.2,2022-10-01T13:31:41.971Z,2022-10-01T20:38:30Z,3809427561,56,Left,3811295969,385,,3809427559,167,,3809427619,233,19,3812170283,178,,3809427563,285,,,,,,,,brs96wp9u2t10tsqfdwcyhnth,J. Horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505595,17,5,1,1,32,eq1oq6y61xnzq88zu0cnw131z,0,53.8,101.6,2022-10-01T13:31:42.315Z,2022-10-01T20:38:38Z,3809427597,56,Left,3809427601,347,,3809428085,233,20,,,,,,,,,,,,,,,,brs96wp9u2t10tsqfdwcyhnth,J. Horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505695,20,5,1,1,32,9gefq4dz9b2hl8rqrxwrlrzmp,1,46.2,-1.6,2022-10-01T13:31:42.315Z,2022-10-01T20:38:38Z,3809428049,347,,3809428047,56,Back,3809428067,233,17,,,,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505719,21,1,1,1,41,9gefq4dz9b2hl8rqrxwrlrzmp,1,43.5,0,2022-10-01T13:31:51.528Z,2022-10-01T20:38:45Z,3809428163,213,1.5,3809428147,56,Back,3809428155,141,12.0,3809428151,140,44.0,3809428159,212,9.3,3809428145,107,,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505745,22,1,1,1,42,9gefq4dz9b2hl8rqrxwrlrzmp,1,43.5,12,2022-10-01T13:31:52.598Z,2022-10-01T20:38:52Z,3809428289,56,Back,3812171237,178,,3809428293,141,2.3,3809428295,212,8.2,3809428291,140,38.9,3809428297,213,4.1,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505765,23,1,1,1,44,9gefq4dz9b2hl8rqrxwrlrzmp,1,38.9,2.3,2022-10-01T13:31:54.432Z,2022-10-01T20:39:03Z,3812171729,178,,3809428397,213,0.3,3809428391,140,42.6,3809428395,212,4.0,3809428393,141,3.8,3809428387,56,Back,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505805,24,1,1,1,45,9gefq4dz9b2hl8rqrxwrlrzmp,1,43,4,2022-10-01T13:31:55.435Z,2022-10-01T20:39:13Z,3809428613,213,2.6,3809428605,56,Back,3812172215,178,,3809428609,141,9.4,3809428607,140,36.6,3809428611,212,7.7,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505879,25,1,1,1,46,9gefq4dz9b2hl8rqrxwrlrzmp,1,37.3,17.7,2022-10-01T13:31:57.189Z,2022-10-01T20:39:21Z,3809428961,213,2.3,3809428951,56,Back,3809428957,141,35.7,3809428959,212,16.9,3812172487,178,,3809428955,140,26.2,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505955,26,1,1,1,49,9gefq4dz9b2hl8rqrxwrlrzmp,1,23.3,39.5,2022-10-01T13:31:59.520Z,2022-10-01T20:39:30Z,3809429353,213,1.4,3809429355,1,,3809429347,140,29.8,3809429349,141,92.1,3809429351,212,36.4,3809429345,56,Back,3809429343,155,,3812172715,178,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505997,27,1,1,1,54,9gefq4dz9b2hl8rqrxwrlrzmp,1,24.2,91.2,2022-10-01T13:32:04.915Z,2022-10-01T20:39:35Z,3809429605,213,5.3,3809429599,212,12.7,3809429587,56,Back,3809429589,140,30.6,3812172897,178,,3809429595,141,75.3,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466196297,1124,67,1,1,55,9gefq4dz9b2hl8rqrxwrlrzmp,1,31.4,75.4,2022-10-01T13:32:05.846Z,2022-10-02T10:00:46Z,3813193573,233,678,,,,,,,,,,,,,,,,,,,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466196293,678,67,1,1,55,eq1oq6y61xnzq88zu0cnw131z,0,68.6,24.6,2022-10-01T13:32:05.847Z,2022-10-02T03:09:09Z,3813193597,233,1124,,,,,,,,,,,,,,,,,,,,,,4y167h8sn9cnyrvb097lf8lbd,P. Osterhage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465506017,28,1,1,1,55,9gefq4dz9b2hl8rqrxwrlrzmp,1,31.4,74.5,2022-10-01T13:32:05.899Z,2022-10-02T10:00:46Z,3809429685,213,2.8,3812173045,178,,3809429683,212,7.5,3809429679,140,24.6,3809429677,56,Back,3809429717,156,,3809429681,141,77.8,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465506083,29,1,1,1,58,9gefq4dz9b2hl8rqrxwrlrzmp,0,24.1,63.7,2022-10-01T13:32:08.229Z,2022-10-01T20:39:53Z,3809430031,155,,3809430043,213,5.0,3809430037,140,24.6,3809430039,141,61.4,3809430041,212,1.6,3809430035,56,Back,3812173415,178,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465506049,18,61,1,1,58,eq1oq6y61xnzq88zu0cnw131z,1,74.7,43.1,2022-10-01T13:32:08.237Z,2022-10-01T20:40:10Z,3812173809,389,,3809429809,56,Center,,,,,,,,,,,,,,,,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465506097,30,1,1,2,2,9gefq4dz9b2hl8rqrxwrlrzmp,1,37.1,3.7,2022-10-01T13:32:12.587Z,2022-10-01T20:40:16Z,3809430119,140,40.9,3809430133,212,8.8,3809430109,56,Back,3809430141,213,1.1,3812174213,178,,3809430127,141,15.2,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
