id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,assist,qualifier/17/value
2500581531,6,1,1,0,30,6k5zscdm9ufw0tguvzyjlp5hq,1,7.8,41.3,2023-01-25T19:31:48.697Z,2023-01-26T05:58:24Z,3994778019,140,52.8,3995265833,178,,3994778027,1,,3994778021,141,4.4,3994778025,213,5.8,3994778015,157,,3994778023,212,53.5,3994778017,56,Right,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581541,7,1,1,0,33,6k5zscdm9ufw0tguvzyjlp5hq,1,52.8,4.4,2023-01-25T19:31:51.686Z,2023-01-26T05:58:34Z,3994778091,213,0.3,3994778083,56,Right,3995265883,388,,3994778089,212,17.5,3994778087,141,13.1,3994778081,3,,3994778085,140,68.5,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581543,8,61,1,0,34,6k5zscdm9ufw0tguvzyjlp5hq,0,68.5,13.1,2023-01-25T19:31:53.155Z,2023-01-26T05:58:50Z,3995265955,178,,3994778095,56,Right,,,,,,,,,,,,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581571,6,5,1,0,37,c5hderjlkcoaze51e5wgvptk,1,36.3,101.2,2023-01-25T19:31:55.363Z,2023-01-26T05:58:56Z,3994778179,347,,3994778177,56,Back,3994778197,233,9,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581557,9,5,1,0,37,6k5zscdm9ufw0tguvzyjlp5hq,0,63.7,-1.2,2023-01-25T19:31:55.363Z,2023-01-26T05:58:57Z,3994778123,347,,3994778205,233,6,3994778121,56,Right,,,,,,,,,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581601,7,1,1,0,40,c5hderjlkcoaze51e5wgvptk,1,36.5,100,2023-01-25T19:31:59.183Z,2023-01-26T05:59:02Z,3994778343,212,19.4,3994778333,56,Back,3994778331,107,,3994778345,213,3.4,3994778341,141,94.7,3994778337,140,18.6,,,,,,,3qy1qlzezgfkxeom5n1r9h13p,C. Lenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581627,8,1,1,0,48,c5hderjlkcoaze51e5wgvptk,0,21.8,88.5,2023-01-25T19:32:06.905Z,2023-01-26T05:59:06Z,3994778451,1,,3994778447,212,41.3,3994778441,56,Center,3994778445,141,74.3,3995266021,178,,3994778439,155,,3994778443,140,60.0,3994778449,213,6.0,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581665,10,1,1,0,51,6k5zscdm9ufw0tguvzyjlp5hq,0,31.2,25.5,2023-01-25T19:32:10.067Z,2023-01-26T05:59:10Z,3994778605,213,6.1,3994778595,3,,3994778601,141,19.1,3995266047,178,,3994778597,56,Right,3994778603,212,25.5,3994778599,140,55.1,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581675,9,44,1,0,54,c5hderjlkcoaze51e5wgvptk,1,43.4,80.4,2023-01-25T19:32:12.334Z,2023-01-26T10:46:00Z,3994778627,285,,3994778625,56,Back,3994778651,233,11,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581679,11,44,1,0,54,6k5zscdm9ufw0tguvzyjlp5hq,0,56.6,19.6,2023-01-25T19:32:12.335Z,2023-01-26T05:59:14Z,3994778659,233,9,3994778631,56,Right,3994778633,286,,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581677,10,1,1,0,54,c5hderjlkcoaze51e5wgvptk,0,43.6,89.6,2023-01-25T19:32:12.357Z,2023-01-26T10:46:00Z,3994785525,140,42.3,3995266073,388,,3994785527,141,100.0,3994785523,3,,3994785529,212,7.9,3994778629,56,Back,3994785531,213,1.7,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581689,11,5,1,0,56,c5hderjlkcoaze51e5wgvptk,0,38.6,101.6,2023-01-25T19:32:14.610Z,2023-01-26T05:59:22Z,3994778667,56,Back,3994778729,233,12,3994778669,347,,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581699,12,5,1,0,56,6k5zscdm9ufw0tguvzyjlp5hq,1,61.4,-1.6,2023-01-25T19:32:14.610Z,2023-01-26T05:59:22Z,3994778713,233,11,3994778681,56,Right,3994778683,347,,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581829,13,1,1,1,10,6k5zscdm9ufw0tguvzyjlp5hq,1,59.4,0,2023-01-25T19:32:28.941Z,2023-01-26T05:59:26Z,3994779245,107,,3994779257,1,,3994779255,213,1.7,3994779247,56,Center,3994779251,141,62.6,3994779249,140,55.4,3994779253,212,43.7,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581869,14,1,1,1,17,6k5zscdm9ufw0tguvzyjlp5hq,1,62.7,78.8,2023-01-25T19:32:35.388Z,2023-01-26T05:59:34Z,3994779427,141,94.7,3994779425,140,68.5,3994779431,213,1.1,3995266193,178,,3994779429,212,12.4,3994779423,56,Left,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581875,16,1,1,1,18,6k5zscdm9ufw0tguvzyjlp5hq,0,68.5,94.7,2023-01-25T19:32:36.430Z,2023-01-26T05:59:39Z,3994779441,155,,3994779445,140,86.0,3994779451,213,5.4,3994779447,141,63.9,3995266223,178,,3994779443,56,Center,3994779449,212,27.9,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581851,12,44,1,1,20,c5hderjlkcoaze51e5wgvptk,1,14.8,37.2,2023-01-25T19:32:38.848Z,2023-01-26T10:46:01Z,3994779359,56,Back,3994779535,233,17,3994779361,285,,,,,,,,,,,,,,,,,7iqt50eaixxatz08dh54p81gq,H. Smolčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581883,17,44,1,1,20,6k5zscdm9ufw0tguvzyjlp5hq,0,85.2,62.8,2023-01-25T19:32:38.849Z,2023-01-26T05:59:44Z,3994779479,56,Center,3994779553,233,12,3994779481,286,,,,,,,,,,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581861,13,12,1,1,20,c5hderjlkcoaze51e5wgvptk,1,15.1,36.5,2023-01-25T19:32:38.890Z,2023-01-26T10:46:01Z,3994779383,140,21.9,3994779389,213,0.5,3995266263,388,,3994779387,212,8.1,3994779417,15,,3994779381,56,Back,3994779385,141,42.2,,,,7iqt50eaixxatz08dh54p81gq,H. Smolčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500680657,1061,67,1,1,21,c5hderjlkcoaze51e5wgvptk,1,22.5,42.8,2023-01-25T19:32:39.810Z,2023-01-26T10:46:02Z,3995285317,233,918,,,,,,,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500680655,918,67,1,1,21,6k5zscdm9ufw0tguvzyjlp5hq,0,77.5,57.2,2023-01-25T19:32:39.811Z,2023-01-26T06:34:04Z,3995285321,233,1061,,,,,,,,,,,,,,,,,,,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581889,14,1,1,1,21,c5hderjlkcoaze51e5wgvptk,1,21.2,40.3,2023-01-25T19:32:39.824Z,2023-01-26T10:46:02Z,3995266365,178,,3994779507,56,Back,3994779513,212,6.9,3994779515,213,5.6,3994779511,141,33.7,3994779509,140,26.2,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581893,15,49,1,1,23,c5hderjlkcoaze51e5wgvptk,1,25.2,33.8,2023-01-25T19:32:41.639Z,2023-01-26T06:00:13Z,,,,,,,,,,,,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581897,16,1,1,1,23,c5hderjlkcoaze51e5wgvptk,1,25.2,33.8,2023-01-25T19:32:41.642Z,2023-01-26T06:00:15Z,3994779561,141,13.0,3994779565,213,4.9,3994779563,212,14.4,3994779557,56,Back,3995266425,178,,3994779559,140,28.0,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581899,17,1,1,1,24,c5hderjlkcoaze51e5wgvptk,0,28,13,2023-01-25T19:32:42.377Z,2023-01-26T06:00:21Z,3995266461,178,,3994779577,213,0.8,3994779571,140,36.0,3994779575,212,11.9,3994779569,56,Back,3994779573,141,25.4,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581871,15,49,1,1,25,6k5zscdm9ufw0tguvzyjlp5hq,1,65.8,66.6,2023-01-25T19:32:43.542Z,2023-01-26T06:00:28Z,,,,,,,,,,,,,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581923,18,1,1,1,26,6k5zscdm9ufw0tguvzyjlp5hq,1,65.1,71.5,2023-01-25T19:32:45.105Z,2023-01-26T06:00:32Z,3994779669,212,6.7,3994779657,56,Center,3994779663,140,58.9,3994779667,141,73.9,3994779671,213,2.9,3995266523,178,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581963,20,1,1,1,27,6k5zscdm9ufw0tguvzyjlp5hq,1,58.9,73.9,2023-01-25T19:32:46.092Z,2023-01-26T06:00:37Z,3994779789,140,43.4,3994779795,213,3.6,3994779791,141,61.2,3994779793,212,18.4,3995266561,178,,3994779787,56,Back,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581931,19,43,1,1,29,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2023-01-25T19:32:47.381Z,2023-01-25T21:38:02Z,3995046965,144,49,,,,,,,,,,,,,,,,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581997,21,1,1,1,30,6k5zscdm9ufw0tguvzyjlp5hq,0,44,59.7,2023-01-25T19:32:49.233Z,2023-01-26T06:00:41Z,3994780013,155,,3994780019,141,44.5,3994780021,212,41.7,3994780025,1,,3994780015,56,Center,3995266585,178,,3994780023,213,6.0,3994780017,140,82.5,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581985,18,1,1,1,33,c5hderjlkcoaze51e5wgvptk,0,17.2,54.3,2023-01-25T19:32:52.111Z,2023-01-26T06:00:47Z,3994779931,56,Back,3994779935,141,48.7,3994779937,212,13.8,3994779929,3,,3995266615,178,,3994779939,213,6.0,3994779933,140,29.8,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582005,22,1,1,1,35,6k5zscdm9ufw0tguvzyjlp5hq,1,75.7,53.3,2023-01-25T19:32:53.848Z,2023-01-26T06:00:57Z,3994780061,3,,3994780065,140,81.9,3994780067,141,43.7,3994780071,213,5.5,3994780063,56,Center,3994780069,212,9.2,3995266693,388,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582009,23,1,1,1,36,6k5zscdm9ufw0tguvzyjlp5hq,1,81.9,43.7,2023-01-25T19:32:54.728Z,2023-01-26T06:01:05Z,3994780091,213,1.0,3994780083,56,Center,3994780089,212,19.9,3994780087,141,68.4,3995266757,178,,3994780085,140,92.0,3994780081,155,,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582013,24,1,1,1,38,6k5zscdm9ufw0tguvzyjlp5hq,0,92,68.4,2023-01-25T19:32:57.005Z,2023-01-26T06:01:15Z,3994780105,56,Center,3994780113,213,4.5,3994780107,140,91.2,3994780109,141,61.4,3994780111,212,4.8,3995266817,178,,,,,,,,bsyv3fmihshve4jcr11qmtmfp,L. Höler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582011,19,12,1,1,39,c5hderjlkcoaze51e5wgvptk,1,10.8,38.8,2023-01-25T19:32:57.598Z,2023-01-26T06:01:29Z,3995266935,178,,3994780099,141,32.3,3994780095,56,Back,3994780097,140,13.6,3994780101,212,5.3,3994780103,213,5.3,3994780115,15,,,,,7iqt50eaixxatz08dh54p81gq,H. Smolčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582029,20,12,1,1,40,c5hderjlkcoaze51e5wgvptk,1,11.5,32.6,2023-01-25T19:32:58.838Z,2023-01-26T06:01:35Z,3994780209,213,0.6,3994780203,140,17.4,3994780201,56,Back,3995266997,178,,3994780205,141,39.5,3994780207,212,7.8,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582027,25,61,1,1,41,6k5zscdm9ufw0tguvzyjlp5hq,0,84,57.8,2023-01-25T19:33:00.207Z,2023-01-26T06:01:46Z,3995267065,178,,3994780193,56,Center,,,,,,,,,,,,,,,,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582069,21,12,1,1,42,c5hderjlkcoaze51e5wgvptk,1,11.7,35.6,2023-01-25T19:33:00.804Z,2023-01-26T06:01:49Z,3994780339,140,24.5,3994780343,212,18.5,3995267089,178,,3994780341,141,17.0,3994780345,213,5.5,3994780337,56,Back,,,,,,,7iqt50eaixxatz08dh54p81gq,H. Smolčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582059,26,1,1,1,44,6k5zscdm9ufw0tguvzyjlp5hq,1,74.4,74.7,2023-01-25T19:33:02.802Z,2023-01-26T06:01:54Z,3994780285,3,,3994780287,56,Center,3995267121,388,,3994780293,212,4.6,3994780289,140,76.5,3994780291,141,68.8,3994780295,213,5.2,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582075,27,1,1,1,46,6k5zscdm9ufw0tguvzyjlp5hq,1,76.5,68.8,2023-01-25T19:33:04.597Z,2023-01-26T06:02:16Z,3995267267,388,,3994780371,140,78.2,3994780367,168,,3994780375,212,2.6,3994780365,3,,3994780377,213,5.5,3994780373,141,66.0,3994780369,56,Center,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582079,28,44,1,1,47,6k5zscdm9ufw0tguvzyjlp5hq,1,78.2,67.4,2023-01-25T19:33:06.137Z,2023-01-26T10:46:03Z,3994780389,286,,3994780387,56,Center,3994780403,233,22,,,,,,,,,,,,,,,,bsyv3fmihshve4jcr11qmtmfp,L. Höler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582073,22,44,1,1,47,c5hderjlkcoaze51e5wgvptk,0,21.8,32.6,2023-01-25T19:33:06.138Z,2023-01-26T06:02:20Z,3994780409,233,28,3994780361,56,Back,3994780363,285,,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582087,29,1,1,1,47,6k5zscdm9ufw0tguvzyjlp5hq,1,78.2,66,2023-01-25T19:33:06.155Z,2023-01-26T10:46:03Z,3995267311,388,,3994780431,213,3.1,3994780429,212,2.3,3994780423,56,Center,3994780427,141,66.0,3994780421,3,,3994780425,140,76.0,,,,bsyv3fmihshve4jcr11qmtmfp,L. Höler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582091,30,50,1,1,48,6k5zscdm9ufw0tguvzyjlp5hq,1,76.4,68.4,2023-01-25T19:33:06.978Z,2023-01-26T06:02:32Z,3994780435,56,Center,3994780455,233,23,3994780437,286,,,,,,,,,,,,,,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582085,23,7,1,1,49,c5hderjlkcoaze51e5wgvptk,1,23.6,31.6,2023-01-25T19:33:07.500Z,2023-01-26T06:02:39Z,3995267401,178,,3994780419,285,,3994780451,233,30,3994780417,56,Back,3995151841,383,,,,,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582089,24,49,1,1,50,c5hderjlkcoaze51e5wgvptk,1,24,28.9,2023-01-25T19:33:08.391Z,2023-01-26T06:02:49Z,,,,,,,,,,,,,,,,,,,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582111,25,1,1,1,50,c5hderjlkcoaze51e5wgvptk,0,24,28.9,2023-01-25T19:33:08.432Z,2023-01-26T06:02:52Z,3994780543,56,Center,3994780549,212,51.4,3994780553,1,,3995267483,178,,3994780545,140,70.3,3994780541,157,,3994780551,213,0.3,3994780547,141,53.4,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
