id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/14/value,qualifier/11/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2537033009,23,74,1,1,0,apoawtpvac4zqlancmvw4nk4o,1,28.3,84.5,2023-04-22T13:31:57.263Z,2023-04-23T03:27:47Z,4212016091,178,,4208338417,56,Back,4208338419,285,,4208338509,233,8,,,,,,,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033025,24,49,1,1,1,apoawtpvac4zqlancmvw4nk4o,1,28.4,83,2023-04-22T13:31:58.722Z,2023-04-23T03:27:51Z,,,,,,,,,,,,,,,,,,,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033101,25,1,1,1,4,apoawtpvac4zqlancmvw4nk4o,1,30.8,74.2,2023-04-22T13:32:01.568Z,2023-04-23T03:27:56Z,4208338921,212,13.3,4212016369,178,,4208338917,140,25.2,4208338923,213,4.3,4208338919,141,56.7,4208338915,56,Back,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033201,26,1,1,1,7,apoawtpvac4zqlancmvw4nk4o,1,25.2,52.8,2023-04-22T13:32:04.017Z,2023-04-23T03:28:01Z,4208339345,212,18.3,4208339339,56,Back,4208339343,141,28.9,4208339347,213,5.2,4208339341,140,33.3,4212016517,178,,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033237,27,1,1,1,14,apoawtpvac4zqlancmvw4nk4o,1,41.8,41.2,2023-04-22T13:32:11.758Z,2023-04-23T03:28:05Z,4208339535,140,37.3,4208339539,212,25.7,4208339537,141,78.4,4212016633,178,,4208339541,213,1.8,4208339533,56,Back,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033267,28,1,1,1,18,apoawtpvac4zqlancmvw4nk4o,1,39.7,77.9,2023-04-22T13:32:14.990Z,2023-04-23T03:28:08Z,4208339693,56,Left,4208339697,141,82.0,4208339701,213,0.2,4208339699,212,16.4,4212016709,178,,4208339695,140,55.1,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033399,29,1,1,1,20,apoawtpvac4zqlancmvw4nk4o,1,55.7,82.7,2023-04-22T13:32:16.829Z,2023-04-23T03:28:14Z,4208340317,56,Left,4208340323,212,12.0,4208340319,140,62.8,4208340321,141,96.6,4212016935,178,,4208340325,213,0.9,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537423541,1182,3,1,1,23,apoawtpvac4zqlancmvw4nk4o,0,63.9,84.4,2023-04-22T13:32:20.527Z,2023-04-23T03:28:20Z,4210406017,465,,4212017099,178,,4210406015,286,,4210406019,467,l469vtpe0jbgg5sq1v2e67e1,4210406013,56,Left,,,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033403,30,4,1,1,24,apoawtpvac4zqlancmvw4nk4o,1,66.2,84.5,2023-04-22T13:32:21Z,2023-04-23T03:28:26Z,4208340353,56,Left,4208340347,13,,4208340357,286,,4208340351,295,,4208340355,152,,4208340551,233,9,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033433,9,4,1,1,24,1c7qokc1j5z50cjj4tcu32haa,0,33.8,15.5,2023-04-22T13:32:21.001Z,2023-04-23T03:28:25Z,4212017225,178,,4208340523,13,,4208340563,233,30,4208340531,285,,4208340527,56,Back,4208340529,152,,4208340525,295,,,,,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033601,31,1,1,1,39,apoawtpvac4zqlancmvw4nk4o,1,70.6,85.7,2023-04-22T13:32:35.945Z,2023-04-23T03:28:27Z,4208347125,189,,4208341367,213,4.5,4208341365,212,13.0,4208341363,141,67.0,4208341355,5,,4208341359,56,Center,4212017271,178,,4208341357,152,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,4208341361,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033609,32,1,1,1,40,apoawtpvac4zqlancmvw4nk4o,1,67.8,66.4,2023-04-22T13:32:37.750Z,2023-04-23T03:28:30Z,4208347049,189,,4208341397,141,24.8,4208341399,212,28.3,4212017325,178,,4208341395,140,67.5,4208341401,213,4.7,4208341393,56,Center,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033677,33,1,1,1,44,apoawtpvac4zqlancmvw4nk4o,1,67.6,17.4,2023-04-22T13:32:41.316Z,2023-04-23T03:28:36Z,4208341713,140,75.9,4208341715,141,4.3,4208341719,213,5.5,4212017537,178,,4208341711,56,Right,4208341717,212,12.5,,,,,,,4skrm2y64va3y5jk70gz4ylpm,J. Stanišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033705,34,1,1,1,46,apoawtpvac4zqlancmvw4nk4o,1,75.9,4.3,2023-04-22T13:32:43.362Z,2023-04-23T03:28:40Z,4208341843,56,Center,4208341851,213,0.9,4208341847,141,25.2,4208341845,140,86.8,4208341849,212,18.2,4212017617,178,,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537727695,1321,67,1,1,48,apoawtpvac4zqlancmvw4nk4o,1,87.7,24.5,2023-04-22T13:32:44.890Z,2023-04-23T06:31:19Z,4212056185,233,720,,,,,,,,,,,,,,,,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537727691,720,67,1,1,48,1c7qokc1j5z50cjj4tcu32haa,0,12.3,75.5,2023-04-22T13:32:44.891Z,2023-04-23T03:54:33Z,4212056201,233,1321,,,,,,,,,,,,,,,,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033739,35,1,1,1,49,apoawtpvac4zqlancmvw4nk4o,0,93.8,18.3,2023-04-22T13:32:46.421Z,2023-04-23T03:28:46Z,4208342009,213,1.8,4208342005,141,33.0,4208341997,2,,4208341999,155,,4208342007,212,10.2,4208342001,56,Center,4210409967,386,,4212017735,178,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,4208342003,140,91.7,4210409965,225,4210409969,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033735,10,12,1,1,50,1c7qokc1j5z50cjj4tcu32haa,1,5.3,67,2023-04-22T13:32:46.803Z,2023-04-23T03:28:53Z,4208341987,56,Back,4210412027,212,18.5,4210412025,141,53.2,4210412029,213,5.8,4210412023,140,20.5,4210412151,15,,4212017989,178,,,,,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033789,36,1,1,1,51,apoawtpvac4zqlancmvw4nk4o,1,75.2,41.6,2023-04-22T13:32:48.593Z,2023-04-23T03:29:03Z,4212018221,388,,4208342233,3,,4208342243,213,1.0,4208344361,154,,4208342239,141,68.5,4208342235,56,Center,4208342241,212,21.4,4208342237,140,85.7,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,4208344359,210,15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033791,37,15,1,1,53,apoawtpvac4zqlancmvw4nk4o,1,85.7,68.7,2023-04-22T13:32:50.168Z,2023-04-23T03:29:04Z,4208344369,29,,4208342421,82,,4208344401,230,98.8,4208344393,108,,4208344367,78,,4208342253,56,Center,4208342409,20,,4208344395,328,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,4208344375,55,36,4208344387,103,4208342431,233,,19,11,4208342251,64,4212018291,178,4208344403,231,52.2,4208344371,154,4208344385,102,51.1,4208344399,147,64.4,4208342249,22,4208344397,146,89.1,,,,,,,,
2537033797,11,10,1,1,53,1c7qokc1j5z50cjj4tcu32haa,1,11.2,37.3,2023-04-22T13:32:50.405Z,2023-04-23T03:29:11Z,4208342289,94,,4212018463,21,,4208342291,56,Back,4212018461,178,,4208342443,233,37,,,,,,,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033879,38,1,1,1,57,apoawtpvac4zqlancmvw4nk4o,1,77.1,86.5,2023-04-22T13:32:54.612Z,2023-04-23T03:29:17Z,4208342693,213,3.5,4212018561,178,,4208342687,140,68.3,4208342691,212,9.9,4208342689,141,81.1,4208342685,56,Left,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033885,39,1,1,2,0,apoawtpvac4zqlancmvw4nk4o,1,67.8,74.8,2023-04-22T13:32:57.373Z,2023-04-23T03:29:22Z,4208342721,212,9.6,4208342723,213,5.1,4208342717,140,71.6,4208342715,56,Center,4208342719,141,62.0,4212018745,178,,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033917,40,1,1,2,1,apoawtpvac4zqlancmvw4nk4o,1,71.6,62,2023-04-22T13:32:58.150Z,2023-04-23T03:29:26Z,4208342895,140,65.8,4208342899,212,8.9,4212018893,178,,4208342897,141,71.5,4208342893,56,Center,4208342901,213,2.3,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
