id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/16/value,qualifier/17/value
2530215015,9,1,1,0,12,a8d2gb2nag8fy0itbuxmcibh2,0,80.4,78.5,2023-04-08T13:30:31.878Z,2023-04-09T09:38:36Z,4175429857,388,,4172138229,3,,4172138235,141,65.2,4172138231,56,Center,4172138239,213,5.7,4172138237,212,17.7,4172138233,140,94.9,,,,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215021,5,52,1,0,14,dt4pinj0vw0t0cvz7za6mhmzy,1,2.2,35.1,2023-04-08T13:30:34.394Z,2023-04-09T06:35:34Z,4175429977,178,,4174293113,377,,,,,,,,,,,,,,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215115,6,1,1,0,18,dt4pinj0vw0t0cvz7za6mhmzy,1,8.3,45.7,2023-04-08T13:30:38.301Z,2023-04-09T06:35:38Z,4172138689,213,1.1,4172138681,56,Back,4172138677,123,,4175430217,178,,4172138687,212,38.8,4172138701,287,,4172138685,141,95.4,4172138691,1,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,4172138683,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215177,7,1,1,0,22,dt4pinj0vw0t0cvz7za6mhmzy,1,30.8,94.7,2023-04-08T13:30:41.927Z,2023-04-09T06:35:42Z,4175430321,178,,4172138989,212,7.7,4172138991,213,5.3,4172138985,140,34.9,4172138983,56,Back,4172138987,141,85.4,,,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215243,8,1,1,0,25,dt4pinj0vw0t0cvz7za6mhmzy,1,33.9,81.2,2023-04-08T13:30:44.990Z,2023-04-09T06:35:46Z,4172139273,212,11.8,4172139271,141,65.4,4172139263,56,Back,4172139275,213,4.3,4172139267,140,29.2,4175430515,178,,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215289,9,1,1,0,27,dt4pinj0vw0t0cvz7za6mhmzy,1,30,59.6,2023-04-08T13:30:47.156Z,2023-04-09T06:35:50Z,4172139489,213,5.2,4172139481,140,38.3,4172139485,212,19.5,4172139483,141,34.0,4172139479,56,Back,4175430737,178,,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215319,10,1,1,0,29,dt4pinj0vw0t0cvz7za6mhmzy,1,42,25.2,2023-04-08T13:30:49.790Z,2023-04-09T06:35:54Z,4172139635,213,5.0,4172139625,140,45.4,4172139629,141,7.4,4172139623,56,Back,4172139633,212,12.6,4175430893,178,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215383,11,1,1,0,32,dt4pinj0vw0t0cvz7za6mhmzy,1,44.9,6.8,2023-04-08T13:30:52.014Z,2023-04-09T06:35:58Z,4175431053,178,,4172139933,212,10.5,4172139927,56,Back,4172139929,140,38.2,4172139931,141,18.3,4172139935,213,2.3,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215405,12,1,1,0,35,dt4pinj0vw0t0cvz7za6mhmzy,1,42.2,16.5,2023-04-08T13:30:54.891Z,2023-04-09T06:36:05Z,4175431231,178,,4172140055,213,6.2,4172140051,141,15.2,4172140049,140,54.6,4172140047,56,Right,4172140053,212,13.0,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215411,13,1,1,0,36,dt4pinj0vw0t0cvz7za6mhmzy,1,53.5,13.4,2023-04-08T13:30:55.978Z,2023-04-09T06:36:10Z,4175431599,178,,4174293857,156,,4172140077,140,43.4,4172140081,212,12.1,4172140079,141,4.9,4172140083,213,3.6,4172140075,56,Back,,,,7q96z3aaee5jyccb8pjthi8kp,D. Malen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215447,14,1,1,0,37,dt4pinj0vw0t0cvz7za6mhmzy,1,43.2,4.9,2023-04-08T13:30:57.258Z,2023-04-09T06:36:15Z,4172140269,140,33.6,4172140273,212,11.7,4172140271,141,13.7,4172140275,213,2.6,4172140267,56,Back,4175431751,178,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215451,15,1,1,0,40,dt4pinj0vw0t0cvz7za6mhmzy,0,35.2,9.8,2023-04-08T13:31:00.400Z,2023-04-09T06:36:29Z,4172140547,233,11,4172140551,286,,4172140545,236,,4172140281,56,Back,4172140289,213,5.2,4172140285,141,9.2,4175432437,178,,4172140283,140,35.4,4vy3j1o829f561jf4fqum7ob9,N. Süle,4172140287,212,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215491,11,74,1,0,40,a8d2gb2nag8fy0itbuxmcibh2,1,68.8,86.3,2023-04-08T13:31:00.629Z,2023-04-09T06:36:35Z,4172140595,233,15,4175432609,178,,4172140497,56,Left,4175432607,21,,4172140499,285,,,,,,,,,,,7424gvk9hiq5up61dj181y66t,K. Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269125,334,49,1,0,41,a8d2gb2nag8fy0itbuxmcibh2,1,77.8,90,2023-04-08T13:31:01.713Z,2023-04-09T06:36:50Z,,,,,,,,,,,,,,,,,,,,,,,,,cywgibmici8hwp1ad1nhk3ufp,S. Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215593,12,4,1,0,42,a8d2gb2nag8fy0itbuxmcibh2,1,71.4,88,2023-04-08T13:31:02.227Z,2023-04-09T06:36:57Z,4172140969,233,16,4172140953,295,,4172140957,152,,4172140951,13,,4172140959,286,,4172140955,56,Left,,,,,,,cywgibmici8hwp1ad1nhk3ufp,S. Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215561,16,4,1,0,42,dt4pinj0vw0t0cvz7za6mhmzy,0,28.6,12,2023-04-08T13:31:02.228Z,2023-04-09T06:36:57Z,4175433431,178,,4172140837,285,,4172140981,233,12,4172140833,56,Back,4172140835,152,,4172140831,295,,4172140829,13,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215585,17,17,1,0,47,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2023-04-08T13:31:07.816Z,2023-04-09T06:37:01Z,4172140915,31,,4172140919,13,243,4172141203,393,,,,,,,,,,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216101,13,1,1,1,31,a8d2gb2nag8fy0itbuxmcibh2,1,78.8,93.2,2023-04-08T13:31:51.367Z,2023-04-09T06:37:05Z,4172143445,2,,4172143455,140,86.5,4172143453,56,Center,4175433779,178,,4172143461,213,5.0,4174295525,20,,4172143459,212,26.9,4172143451,152,,9kxuwgequrilkom3ru6sdxall,J. Juranović,4172143449,155,,4172143457,141,55.5,4172143447,5,4174295523,223,,,,,,,,,,,,,,,,,,,,,,,,,
2530216113,14,1,1,1,33,a8d2gb2nag8fy0itbuxmcibh2,0,86.5,55.5,2023-04-08T13:31:53.201Z,2023-04-09T06:37:08Z,4172143507,140,88.4,4172143503,168,,4172143505,56,Center,4172143501,3,,4172143509,141,40.9,4172143513,213,4.9,4175433913,388,,4172143511,212,10.1,9qzxygb9hyzag1szans0k2jth,M. Thorsby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216167,19,12,1,1,34,dt4pinj0vw0t0cvz7za6mhmzy,1,14.2,49.7,2023-04-08T13:31:54.719Z,2023-04-09T07:05:19Z,4172143901,15,,4172143757,212,16.7,4175434097,388,,4172143753,140,7.1,4172143755,141,71.7,4172143759,213,2.0,4172143751,56,Back,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530851435,1067,67,1,1,37,dt4pinj0vw0t0cvz7za6mhmzy,1,7.2,72.1,2023-04-08T13:31:57.067Z,2023-04-09T09:38:36Z,4175499657,233,804,,,,,,,,,,,,,,,,,,,,,,cy0lv5u16obr2ne4xiins43x1,S. Haller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530851431,804,67,1,1,37,a8d2gb2nag8fy0itbuxmcibh2,0,92.8,27.9,2023-04-08T13:31:57.068Z,2023-04-09T07:05:34Z,4175499661,233,1067,,,,,,,,,,,,,,,,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216177,20,12,1,1,37,dt4pinj0vw0t0cvz7za6mhmzy,1,6.6,72.9,2023-04-08T13:31:57.072Z,2023-04-09T09:38:36Z,4172143845,167,,4172143799,56,Back,4172143807,213,1.4,4172143803,141,100.0,4172143805,212,19.2,4172143801,140,9.5,4175434495,178,,,,,cy0lv5u16obr2ne4xiins43x1,S. Haller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216235,16,5,1,1,38,a8d2gb2nag8fy0itbuxmcibh2,1,85.3,-0.8,2023-04-08T13:31:58.731Z,2023-04-09T06:37:22Z,4172144019,347,,4172144119,233,21,4172144017,56,Right,,,,,,,,,,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216183,21,5,1,1,38,dt4pinj0vw0t0cvz7za6mhmzy,0,14.7,100.8,2023-04-08T13:31:58.731Z,2023-04-09T06:37:22Z,4172143831,56,Back,4172144125,233,16,4172143833,347,,,,,,,,,,,,,,,,,cy0lv5u16obr2ne4xiins43x1,S. Haller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216175,15,43,1,1,39,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-04-08T13:31:59.201Z,2023-04-08T14:24:06Z,4172143787,140,90.3,4172143793,213,5.1,4172403245,144,1,4172143791,212,3.4,4172143785,56,Center,4172143789,141,33.0,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216759,17,1,1,2,9,a8d2gb2nag8fy0itbuxmcibh2,0,88.3,0,2023-04-08T13:32:29.210Z,2023-04-09T06:37:28Z,4172146337,56,Center,4172146343,212,27.5,4172146347,1,,4172146341,141,38.0,4172146335,107,,4172146339,140,92.8,4172146345,213,1.4,,,,9kxuwgequrilkom3ru6sdxall,J. Juranović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216741,22,44,1,2,11,dt4pinj0vw0t0cvz7za6mhmzy,1,7,64.8,2023-04-08T13:32:31.056Z,2023-04-09T09:38:37Z,4172146277,56,Back,4172146279,285,,4172146419,233,18,,,,,,,,,,,,,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216767,18,44,1,2,11,a8d2gb2nag8fy0itbuxmcibh2,0,93,35.2,2023-04-08T13:32:31.057Z,2023-04-09T06:37:31Z,4172146377,56,Center,4172146437,233,22,4172146379,286,,,,,,,,,,,,,,,,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216763,23,12,1,2,11,dt4pinj0vw0t0cvz7za6mhmzy,1,7.3,67.6,2023-04-08T13:32:31.131Z,2023-04-09T09:38:37Z,4172151527,15,,4172151315,212,14.2,4172151311,140,20.8,4175435219,388,,4172151317,213,0.0,4172151313,141,67.8,4172146361,56,Back,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216809,19,1,1,2,12,a8d2gb2nag8fy0itbuxmcibh2,0,80.1,29.9,2023-04-08T13:32:32.465Z,2023-04-09T06:37:44Z,4172146547,140,96.4,4172146543,3,,4172146553,213,0.7,4172146545,56,Center,4172146551,212,21.6,4172146549,141,49.3,4175435773,178,,,,,87jamhsc8ps9kh5432u36kjc9,P. Jaeckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216805,24,52,1,2,15,dt4pinj0vw0t0cvz7za6mhmzy,1,2.6,49,2023-04-08T13:32:35.725Z,2023-04-09T06:37:54Z,4175436143,388,,4174295945,377,,,,,,,,,,,,,,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216917,25,1,1,2,17,dt4pinj0vw0t0cvz7za6mhmzy,1,8,44,2023-04-08T13:32:37.074Z,2023-04-09T06:38:21Z,4175437267,178,,4172147083,212,28.5,4172147075,123,,4172147079,140,24.2,4172147077,56,Back,4172147081,141,10.4,4172147085,213,5.4,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216955,26,1,1,2,23,dt4pinj0vw0t0cvz7za6mhmzy,1,41.4,8.3,2023-04-08T13:32:43.702Z,2023-04-09T06:38:26Z,4172147267,212,14.6,4172147263,140,29.5,4172147265,141,19.4,4172147269,213,2.6,4172147261,56,Back,4175437489,178,,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216989,27,1,1,2,25,dt4pinj0vw0t0cvz7za6mhmzy,1,27.8,24,2023-04-08T13:32:45.673Z,2023-04-09T06:38:31Z,4175437687,178,,4172147435,141,30.7,4172147439,213,0.8,4172147431,56,Back,4172147437,212,6.3,4172147433,140,32.0,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217047,28,1,1,2,28,dt4pinj0vw0t0cvz7za6mhmzy,1,33.8,37.9,2023-04-08T13:32:48.084Z,2023-04-09T06:38:38Z,4175438129,178,,4172147753,141,64.0,4172147757,213,1.6,4172147749,56,Back,4172147751,140,32.7,4172147755,212,17.8,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217079,29,1,1,2,31,dt4pinj0vw0t0cvz7za6mhmzy,1,34.1,71.5,2023-04-08T13:32:51.169Z,2023-04-09T06:38:49Z,4172147899,213,1.0,4172147891,56,Back,4172147895,141,96.9,4172147893,140,44.0,4175438527,178,,4172147897,212,20.2,,,,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217101,30,1,1,2,33,dt4pinj0vw0t0cvz7za6mhmzy,1,45.7,95.6,2023-04-08T13:32:53.590Z,2023-04-09T06:38:54Z,4172148009,212,8.8,4175438773,178,,4172148005,140,52.7,4172148003,56,Left,4172148007,141,88.4,4172148011,213,5.7,,,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217219,31,1,1,2,35,dt4pinj0vw0t0cvz7za6mhmzy,1,45.4,87.2,2023-04-08T13:32:55.233Z,2023-04-09T06:38:59Z,4172148605,141,43.3,4172148601,56,Back,4172148609,213,4.3,4172148607,212,32.8,4172148603,140,32.4,4172148611,1,,4175438995,178,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217301,32,1,1,2,42,dt4pinj0vw0t0cvz7za6mhmzy,1,64.4,29.2,2023-04-08T13:33:02.386Z,2023-04-09T06:39:04Z,4175439251,178,,4172149035,56,Right,4172149041,212,14.8,4172149039,141,7.4,4172149037,140,64.3,4172149043,213,4.7,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217367,33,1,1,2,47,dt4pinj0vw0t0cvz7za6mhmzy,1,65.3,12.2,2023-04-08T13:33:07.252Z,2023-04-09T06:39:08Z,4172149381,56,Right,4172149389,213,2.7,4172149385,141,18.5,4172149383,140,57.1,4175439451,178,,4172149387,212,9.6,,,,,,,7q96z3aaee5jyccb8pjthi8kp,D. Malen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
