id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value
2540670395,4,49,1,0,8,c5hderjlkcoaze51e5wgvptk,1,24.8,69.5,2023-04-29T13:30:55.736Z,2023-04-30T05:07:03Z,,,,,,,,,,,,,,,,,,,,,,,,,f5lfo1hz7u5bk494w53arcacq,E. Ebimbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670431,5,1,1,0,8,c5hderjlkcoaze51e5wgvptk,1,24.4,68.8,2023-04-29T13:30:55.987Z,2023-04-30T05:07:08Z,4234686315,213,0.1,4234686313,212,20.7,4234686309,140,44.1,4234686311,141,70.5,4238625053,178,,4234686307,56,Back,,,,,,,f5lfo1hz7u5bk494w53arcacq,E. Ebimbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670503,6,1,1,0,10,c5hderjlkcoaze51e5wgvptk,1,44.1,70.5,2023-04-29T13:30:57.785Z,2023-04-30T05:07:15Z,4234686613,212,5.0,4234686615,213,3.3,4234686609,140,39.4,4234730243,156,,4238625203,178,,4234686607,56,Back,4234686611,141,69.3,,,,2x5f35hk2urqlgoito1vgb3yt,R. Borré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670507,7,61,1,0,11,c5hderjlkcoaze51e5wgvptk,0,39.5,68.4,2023-04-29T13:30:58.656Z,2023-04-30T05:07:28Z,4234686639,56,Back,4238625339,178,,,,,,,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540736373,427,1,1,0,12,ex3psl8e3ajeypwjy4xfltpx6,0,58.9,31.3,2023-04-29T13:30:59.287Z,2023-04-30T05:07:35Z,4235015675,140,59.5,4235016135,233,108,4235015683,213,5.1,4238625527,178,,4235015679,141,29.3,4235015671,56,Center,4235016139,286,,4235015681,212,1.5,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,4235016133,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540680803,108,74,1,0,12,c5hderjlkcoaze51e5wgvptk,1,40.4,75.2,2023-04-29T13:30:59.325Z,2023-04-30T05:07:41Z,4234737115,56,Back,4235016199,233,427,4238625639,178,,4235015965,285,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541417377,808,43,1,0,14,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-04-29T13:31:01.266Z,2023-04-30T06:52:24Z,4238710879,144,67,4238678067,233,986,,,,,,,,,,,,,,,,,,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541417373,986,43,1,0,14,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-04-29T13:31:01.267Z,2023-04-30T06:52:23Z,4238710867,144,67,4238678071,233,808,,,,,,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670519,8,1,1,0,14,ex3psl8e3ajeypwjy4xfltpx6,0,55.7,45.6,2023-04-29T13:31:01.299Z,2023-04-30T05:08:27Z,4238626385,389,,4234686687,157,,4234686699,1,,4234686691,140,70.5,4234686697,213,0.1,4234686689,56,Center,4234686695,212,15.7,4234686693,141,49.0,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670583,8,1,1,0,15,c5hderjlkcoaze51e5wgvptk,1,28.2,49.9,2023-04-29T13:31:03.115Z,2023-04-30T05:08:21Z,4234687037,140,41.0,4234687045,213,5.5,4234687043,212,19.7,4234687035,56,Back,4238625965,178,,4234749001,155,,4234687039,141,28.7,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670653,9,1,1,0,18,c5hderjlkcoaze51e5wgvptk,1,41,28.5,2023-04-29T13:31:05.496Z,2023-04-30T05:08:39Z,4234687409,141,28.3,4238626513,178,,4234687413,213,6.3,4234687405,56,Back,4234687407,140,49.0,4234687411,212,8.4,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670665,10,1,1,0,19,c5hderjlkcoaze51e5wgvptk,1,47.4,28.7,2023-04-29T13:31:06.796Z,2023-04-30T05:08:50Z,4234687501,213,5.2,4234687499,212,16.7,4234687497,141,6.9,4234687495,140,54.7,4238626647,178,,4234687493,56,Right,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540737945,469,1,1,0,23,c5hderjlkcoaze51e5wgvptk,0,59.3,10.6,2023-04-29T13:31:10.216Z,2023-04-30T05:08:59Z,4238626855,178,,4235023971,140,65.9,4235023977,213,1.1,4235023969,56,Center,4235023973,141,29.9,4235023975,212,14.8,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541417413,809,67,1,0,24,ex3psl8e3ajeypwjy4xfltpx6,1,34.6,70.5,2023-04-29T13:31:11.324Z,2023-04-30T09:47:56Z,4238678217,233,988,,,,,,,,,,,,,,,,,,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541417409,988,67,1,0,24,c5hderjlkcoaze51e5wgvptk,0,65.4,29.5,2023-04-29T13:31:11.325Z,2023-04-30T06:14:09Z,4238678221,233,809,,,,,,,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670673,9,8,1,0,24,ex3psl8e3ajeypwjy4xfltpx6,1,30.8,66.3,2023-04-29T13:31:11.335Z,2023-04-30T09:47:57Z,4234687527,56,Back,4236524711,385,,4238626927,178,,,,,,,,,,,,,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540737997,428,49,1,0,25,ex3psl8e3ajeypwjy4xfltpx6,1,32,68,2023-04-29T13:31:12.391Z,2023-04-30T05:09:13Z,,,,,,,,,,,,,,,,,,,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540738209,429,1,1,0,25,ex3psl8e3ajeypwjy4xfltpx6,0,33.5,68.1,2023-04-29T13:31:12.755Z,2023-04-30T05:09:33Z,4235025449,212,3.8,4235025451,213,3.9,4235025447,141,64.2,4235025443,56,Back,4235025445,140,30.9,4238627273,178,,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670731,11,1,1,0,26,c5hderjlkcoaze51e5wgvptk,1,70.8,41.5,2023-04-29T13:31:13.526Z,2023-04-30T05:09:42Z,4234687807,56,Center,4234687811,141,43.3,4234687809,140,67.3,4234687813,212,3.9,4234687815,213,2.8,4238627373,178,,,,,,,,2x5f35hk2urqlgoito1vgb3yt,R. Borré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540738525,470,49,1,0,26,c5hderjlkcoaze51e5wgvptk,1,68.8,55,2023-04-29T13:31:13.965Z,2023-04-30T05:09:51Z,,,,,,,,,,,,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670763,12,1,1,0,29,c5hderjlkcoaze51e5wgvptk,0,71.9,63.5,2023-04-29T13:31:16.465Z,2023-04-30T05:10:03Z,4234687967,141,70.7,4238627587,178,,4234687965,140,100.0,4234687971,213,0.2,4234687969,212,31.7,4234687963,56,Center,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670775,10,5,1,0,32,ex3psl8e3ajeypwjy4xfltpx6,1,-1.2,29.2,2023-04-29T13:31:19.247Z,2023-04-30T05:10:09Z,4234688025,346,,4234688023,56,Back,4234688031,233,13,,,,,,,,,,,,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670773,13,5,1,0,32,c5hderjlkcoaze51e5wgvptk,0,101.2,70.8,2023-04-29T13:31:19.247Z,2023-04-30T05:10:09Z,4234688083,233,10,4234688011,56,Center,4234688013,346,,,,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671127,11,1,1,0,52,ex3psl8e3ajeypwjy4xfltpx6,1,5,45.7,2023-04-29T13:31:40.166Z,2023-04-30T05:10:16Z,4234689701,237,,4234689687,124,,4234689691,140,8.5,4234689697,213,1.4,4234689693,141,74.3,4234689689,56,Back,4234689695,212,19.8,,,,840353qq4b6ufh0hhm9o0n45x,T. Koubek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671155,12,1,1,0,55,ex3psl8e3ajeypwjy4xfltpx6,1,8.5,81.8,2023-04-29T13:31:42.463Z,2023-04-30T05:10:25Z,4234689837,213,0.7,4234689833,141,96.3,4234689835,212,15.9,4238627877,178,,4234689829,56,Back,4234689831,140,20.4,,,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671201,13,1,1,0,57,ex3psl8e3ajeypwjy4xfltpx6,1,20.4,96.3,2023-04-29T13:31:44.786Z,2023-04-30T05:10:30Z,4234690047,140,9.4,4238628015,178,,4234690051,212,11.9,4234690045,56,Back,4234690053,213,3.4,4234690049,141,91.8,,,,,,,bfdtduknquzhr2br7ahlgvvo4,Renato Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671223,14,1,1,0,58,ex3psl8e3ajeypwjy4xfltpx6,0,9.4,91.8,2023-04-29T13:31:46.143Z,2023-04-30T05:10:36Z,4234690141,56,Back,4234690149,213,5.9,4236531589,157,,4234690145,141,69.5,4234690143,140,44.2,4234690147,212,39.6,4234690151,1,,4238628113,178,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671277,14,1,1,1,2,c5hderjlkcoaze51e5wgvptk,1,52.6,33.6,2023-04-29T13:31:49.401Z,2023-04-30T05:10:48Z,4234690397,140,56.7,4234690401,212,12.0,4234690393,3,,4234690395,56,Right,4238628239,178,,4234690399,141,17.1,4234690403,213,5.1,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671289,15,49,1,1,3,c5hderjlkcoaze51e5wgvptk,1,56.8,17.1,2023-04-29T13:31:51.035Z,2023-04-30T05:10:55Z,,,,,,,,,,,,,,,,,,,,,,,,,f5lfo1hz7u5bk494w53arcacq,E. Ebimbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541417517,991,67,1,1,3,c5hderjlkcoaze51e5wgvptk,1,59,17.3,2023-04-29T13:31:51.080Z,2023-04-30T09:47:57Z,4238678629,233,813,,,,,,,,,,,,,,,,,,,,,,f5lfo1hz7u5bk494w53arcacq,E. Ebimbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541417513,813,67,1,1,3,ex3psl8e3ajeypwjy4xfltpx6,0,41,82.7,2023-04-29T13:31:51.081Z,2023-04-30T06:15:11Z,4238678633,233,991,,,,,,,,,,,,,,,,,,,,,,4zrut521fzw9fddqt74pnl756,R. Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671305,16,1,1,1,3,c5hderjlkcoaze51e5wgvptk,1,56.8,17.1,2023-04-29T13:31:51.097Z,2023-04-30T09:47:57Z,4234690517,56,Back,4234690523,212,12.5,4238628385,178,,4235030657,156,,4234690521,141,11.0,4234690525,213,3.5,4234690519,140,45.6,,,,f5lfo1hz7u5bk494w53arcacq,E. Ebimbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671311,17,1,1,1,5,c5hderjlkcoaze51e5wgvptk,0,45.6,11,2023-04-29T13:31:52.617Z,2023-04-30T05:11:09Z,4235032639,236,,4235032641,233,15,4234690555,213,5.8,4234690553,212,0.6,4234690549,140,46.1,4234690551,141,10.6,4234690547,56,Back,4235032645,286,,bd4p670s36cp1dh4fadv84qcq,Tuta,4238628463,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671333,15,74,1,1,5,ex3psl8e3ajeypwjy4xfltpx6,1,53.8,92.6,2023-04-29T13:31:52.686Z,2023-04-30T05:11:13Z,4235032697,233,17,4234690647,56,Left,4238628531,178,,4235032571,285,,,,,,,,,,,,,,4zrut521fzw9fddqt74pnl756,R. Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671347,16,5,1,1,6,ex3psl8e3ajeypwjy4xfltpx6,0,55.5,101.1,2023-04-29T13:31:53.857Z,2023-04-30T05:11:21Z,4234690719,347,,4234691687,233,18,4234690717,56,Left,,,,,,,,,,,,,,,,4zrut521fzw9fddqt74pnl756,R. Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671533,18,5,1,1,6,c5hderjlkcoaze51e5wgvptk,1,44.5,-1.1,2023-04-29T13:31:53.857Z,2023-04-30T05:11:20Z,4234691647,233,16,4234691617,347,,4234691615,56,Back,,,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671549,19,1,1,1,13,c5hderjlkcoaze51e5wgvptk,1,42.7,0,2023-04-29T13:32:00.258Z,2023-04-30T05:11:27Z,4234691711,140,31.9,4235034485,1,,4234691707,107,,4234691709,56,Back,4234691717,213,2.1,4234691715,212,22.7,4234691713,141,27.7,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671609,21,1,1,1,17,c5hderjlkcoaze51e5wgvptk,1,37.7,28.9,2023-04-29T13:32:05.156Z,2023-04-30T05:11:40Z,4234691999,212,9.3,4238628813,178,,4234691995,140,38.3,4234691993,56,Back,4234691997,141,15.3,4234692001,213,4.8,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671581,20,43,1,1,19,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-04-29T13:32:06.380Z,2023-04-29T14:20:19Z,4234691855,56,Back,4234691861,212,11.7,4234691859,141,28.9,4234691863,213,1.7,4234691857,140,37.7,4235034777,144,1,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671627,22,1,1,1,21,c5hderjlkcoaze51e5wgvptk,0,39.2,14.9,2023-04-29T13:32:08.846Z,2023-04-30T05:11:48Z,4238628985,178,,4234692137,140,70.0,4234692139,141,14.9,4234692133,155,,4234692141,212,32.3,4234692135,56,Right,4234692143,213,0,4234692145,1,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671727,17,1,1,1,23,ex3psl8e3ajeypwjy4xfltpx6,0,28.6,83.3,2023-04-29T13:32:10.537Z,2023-04-30T05:12:00Z,4234692687,141,100.0,4234692683,140,29.7,4234692691,212,12.6,4234692677,56,Back,4238629129,178,,4234692693,213,1.5,4234692673,3,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671737,18,5,1,1,25,ex3psl8e3ajeypwjy4xfltpx6,0,29.5,101.4,2023-04-29T13:32:12.854Z,2023-04-30T05:12:03Z,4234692747,347,,4234718063,233,23,4234692745,56,Back,,,,,,,,,,,,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671765,23,5,1,1,25,c5hderjlkcoaze51e5wgvptk,1,70.5,-1.4,2023-04-29T13:32:12.854Z,2023-04-30T05:12:03Z,4234692927,56,Right,4234718051,233,18,4234692929,347,,,,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671845,24,1,1,1,32,c5hderjlkcoaze51e5wgvptk,1,66.6,0,2023-04-29T13:32:19.407Z,2023-04-30T05:12:14Z,4234693325,213,2.1,4234693313,56,Right,4234693317,140,59.3,4234693309,107,,4234693321,212,14.7,4234693319,141,16.5,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540672015,25,1,1,1,33,c5hderjlkcoaze51e5wgvptk,0,59.4,16.7,2023-04-29T13:32:20.807Z,2023-04-30T05:12:22Z,4234694187,140,85.1,4234694191,212,33.4,4234694183,157,,4234694185,56,Center,4238629335,178,,4234694195,1,,4234694189,141,45.6,4234694193,213,0.6,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540740703,430,44,1,1,36,ex3psl8e3ajeypwjy4xfltpx6,1,14.2,47,2023-04-29T13:32:23.678Z,2023-04-30T09:47:58Z,4235039687,233,471,4235039301,285,,4235039299,56,Back,,,,,,,,,,,,,,,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540740685,471,44,1,1,36,c5hderjlkcoaze51e5wgvptk,0,85.8,53,2023-04-29T13:32:23.679Z,2023-04-30T05:12:30Z,4235039187,286,,4235039775,233,430,4235039185,56,Center,,,,,,,,,,,,,,,,2x5f35hk2urqlgoito1vgb3yt,R. Borré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671927,19,12,1,1,36,ex3psl8e3ajeypwjy4xfltpx6,1,14.4,47,2023-04-29T13:32:23.698Z,2023-04-30T09:47:58Z,4234693701,56,Back,4234693709,213,4.7,4238629661,388,,4234693703,140,14.6,4234693705,141,21.7,4234693707,212,17.2,4234693801,15,,,,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
