id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/15/value,keyPass,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2445324101,477,1,1,0,6,c5hderjlkcoaze51e5wgvptk,1,70.2,61.5,2022-08-13T13:31:17.862Z,2022-08-14T01:00:42Z,3702165773,141,68.7,3702165777,213,1.5,3702165771,140,70.7,3702165769,56,Center,3702165775,212,4.9,3704958269,388,,3702165767,3,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258013,7,1,1,0,8,c5hderjlkcoaze51e5wgvptk,0,64.7,71.5,2022-08-13T13:31:19.460Z,2022-08-14T01:00:47Z,3701829811,56,Center,3704959481,388,,3701829809,3,,3701829813,140,70.0,3701829817,212,8.5,3701829819,213,5.4,3701829815,141,62.1,,,,3qy1qlzezgfkxeom5n1r9h13p,C. Lenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258015,5,1,1,0,9,f0w62l8zql3tukxsy8fqwp72x,0,26.6,60,2022-08-13T13:31:20.681Z,2022-08-14T01:00:52Z,3701829833,213,5.5,3701829827,140,46.9,3701829831,212,28.8,3704959729,178,,3701829825,56,Back,3701981925,1,,3701829829,141,31.5,3701981913,157,,6q2mf0qrkt51z28b46wltxal1,M. Mittelstädt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258075,8,1,1,0,15,c5hderjlkcoaze51e5wgvptk,1,53.4,90.6,2022-08-13T13:31:26.010Z,2022-08-14T01:00:59Z,3701830109,213,0.4,3701830105,141,96.8,3701830101,56,Left,3704960011,178,,3701830103,140,62.5,3701830107,212,10.4,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258117,9,1,1,0,16,c5hderjlkcoaze51e5wgvptk,1,62.5,96.8,2022-08-13T13:31:27.814Z,2022-08-14T01:01:06Z,3704960363,178,,3701830277,141,90.2,3701830273,56,Left,3701830279,212,5.0,3701830281,213,5.2,3701830275,140,64.7,,,,,,,3qy1qlzezgfkxeom5n1r9h13p,C. Lenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258125,10,4,1,0,17,c5hderjlkcoaze51e5wgvptk,1,67.6,86.3,2022-08-13T13:31:28.585Z,2022-08-14T01:01:24Z,3701830307,56,Left,3701830487,233,6,3701830313,286,,3701830305,13,,3701830311,265,,3701830309,152,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258153,6,4,1,0,17,f0w62l8zql3tukxsy8fqwp72x,0,32.4,13.7,2022-08-13T13:31:28.586Z,2022-08-14T01:01:23Z,3701830465,152,,3704961339,178,,3701830535,233,10,3701830469,285,,3701830463,56,Back,3701830467,265,,3701830461,13,,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445939031,756,43,1,0,19,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-08-13T13:31:30.161Z,2022-08-14T05:31:41Z,3705499545,178,0,3705499613,144,82,,,,,,,,,,,,,,,,,,,1zo6iikznwkd2vuhqykt7jw7p,F. Uremović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258385,11,1,1,0,46,c5hderjlkcoaze51e5wgvptk,0,68.3,92.4,2022-08-13T13:31:57.426Z,2022-08-14T01:01:32Z,3701831545,155,,3704961617,178,,3701831557,213,5.4,3701831549,56,Center,3701831547,152,,3701831559,1,,3701831555,212,38.0,3701831551,140,92.6,eqtsanns36za56h4pfqhbnh05,M. Götze,3701831553,141,51.0,3704259483,20,3701831543,5,3704259481,223,3701831541,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258401,7,12,1,0,48,f0w62l8zql3tukxsy8fqwp72x,1,4,48.7,2022-08-13T13:31:59.137Z,2022-08-14T01:02:04Z,3701831617,140,0.0,3704963043,388,,3701831621,212,17.1,3701831615,56,Back,3701831623,213,1.9,3701831815,167,,3701831619,141,72.5,3701831637,15,,1zo6iikznwkd2vuhqykt7jw7p,F. Uremović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258439,8,6,1,0,50,f0w62l8zql3tukxsy8fqwp72x,0,3.1,60.8,2022-08-13T13:32:01.815Z,2022-08-14T01:02:09Z,3701831821,233,12,3701831795,73,,3701831793,56,Back,,,,,,,,,,,,,,,,1zo6iikznwkd2vuhqykt7jw7p,F. Uremović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258415,12,6,1,0,50,c5hderjlkcoaze51e5wgvptk,1,96.9,39.2,2022-08-13T13:32:01.815Z,2022-08-14T01:02:09Z,3701831677,56,Center,3701831817,233,8,3701831679,75,,,,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258719,13,1,1,1,16,c5hderjlkcoaze51e5wgvptk,0,99.5,0.5,2022-08-13T13:32:27.755Z,2022-08-14T01:02:22Z,3704964115,178,,3701833077,140,93.8,3704259693,72,,3701833079,141,44.0,3701833081,212,30.2,3701833075,56,Center,3701833069,6,,3701833071,155,,3qy1qlzezgfkxeom5n1r9h13p,C. Lenz,3701833085,213,1.8,3701833073,223,3701833067,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258757,9,12,1,1,18,f0w62l8zql3tukxsy8fqwp72x,1,4.8,54,2022-08-13T13:32:29.049Z,2022-08-14T01:02:35Z,3701833229,15,,3701833217,140,24.5,3701833215,56,Back,3701833221,212,28.3,3701833219,141,25.6,3701833223,213,5.5,3704964777,388,,,,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258761,14,1,1,1,21,c5hderjlkcoaze51e5wgvptk,0,73.3,74.4,2022-08-13T13:32:32.280Z,2022-08-14T01:02:44Z,3701833243,155,,3704965071,178,,3701833247,140,85.7,3701833245,56,Center,3701833251,212,17.9,3701833253,213,5.5,3701833249,141,56.4,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258777,10,12,1,1,22,f0w62l8zql3tukxsy8fqwp72x,1,14.6,43.5,2022-08-13T13:32:33.724Z,2022-08-14T01:02:51Z,3701833353,15,,3701833345,212,17.7,3704965431,388,,3701833341,140,28.0,3701833347,213,5.6,3701833339,56,Back,3701833343,141,27.8,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258819,11,1,1,1,24,f0w62l8zql3tukxsy8fqwp72x,0,28,27.8,2022-08-13T13:32:34.980Z,2022-08-14T01:02:59Z,3701833523,212,22.5,3701833519,140,46.9,3701833515,3,,3701833521,141,43.5,3701833525,213,0.5,3704965835,388,,3701833517,56,Back,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445939155,916,43,1,1,26,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-08-13T13:32:37.317Z,2022-08-14T05:32:18Z,3705500443,144,82,3705500341,178,0,,,,,,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258843,15,1,1,1,26,c5hderjlkcoaze51e5wgvptk,1,54.3,61.2,2022-08-13T13:32:37.342Z,2022-08-14T01:04:44Z,3701833659,213,2.3,3701833655,141,79.1,3701833651,56,Back,3704966189,178,,3701833657,212,16.4,3701833653,140,43.8,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258901,16,1,1,1,28,c5hderjlkcoaze51e5wgvptk,1,42.6,80,2022-08-13T13:32:39.365Z,2022-08-14T01:04:49Z,3701833841,213,3.7,3701833835,140,21.1,3701833839,212,26.2,3704972739,178,,3701833837,141,60.5,3701833833,56,Back,,,,,,,abuvjv3bhb402yf8p92kucez9,A. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258943,17,1,1,1,34,c5hderjlkcoaze51e5wgvptk,0,21.3,58.2,2022-08-13T13:32:45.593Z,2022-08-14T01:04:54Z,3701834031,141,20.7,3701834027,56,Right,3701834037,1,,3701834033,212,63.1,3701834029,140,76.3,3704973089,178,,3701834035,213,5.9,3701834025,155,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258969,12,49,1,1,40,f0w62l8zql3tukxsy8fqwp72x,1,23.4,74.5,2022-08-13T13:32:51.284Z,2022-08-14T01:05:42Z,,,,,,,,,,,,,,,,,,,,,,,,,6q2mf0qrkt51z28b46wltxal1,M. Mittelstädt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445258991,13,1,1,1,40,f0w62l8zql3tukxsy8fqwp72x,0,23.4,74.5,2022-08-13T13:32:51.306Z,2022-08-14T01:05:48Z,3701834241,140,58.0,3701834239,56,Center,3701834253,213,6.1,3701834257,1,,3701834237,157,,3701834249,212,36.9,3704975933,178,,3701834245,141,64.6,6q2mf0qrkt51z28b46wltxal1,M. Mittelstädt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259075,19,49,1,1,42,c5hderjlkcoaze51e5wgvptk,1,43.2,30.5,2022-08-13T13:32:53.712Z,2022-08-14T01:06:01Z,,,,,,,,,,,,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259073,18,1,1,1,42,c5hderjlkcoaze51e5wgvptk,1,44.2,31.2,2022-08-13T13:32:53.770Z,2022-08-14T01:06:03Z,3701834577,140,51.1,3704976665,178,,3701834583,213,0.5,3701834575,56,Center,3701834579,141,37.3,3701834581,212,8.3,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259089,20,1,1,1,45,c5hderjlkcoaze51e5wgvptk,1,46.1,33.9,2022-08-13T13:32:56.001Z,2022-08-14T01:06:08Z,3701834643,141,27.4,3701834647,213,4.0,3701834639,56,Back,3701834641,140,42.4,3704976919,178,,3701834645,212,5.9,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259113,21,1,1,1,47,c5hderjlkcoaze51e5wgvptk,1,40.3,25.4,2022-08-13T13:32:58.398Z,2022-08-14T01:06:13Z,3701834753,213,1.2,3701834749,141,54.8,3701834751,212,21.8,3701834745,56,Back,3704977113,178,,3701834747,140,48.6,,,,,,,abuvjv3bhb402yf8p92kucez9,A. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259149,22,1,1,1,50,c5hderjlkcoaze51e5wgvptk,0,53.3,57.6,2022-08-13T13:33:01.649Z,2022-08-14T01:06:20Z,3701834945,213,0.2,3701834937,56,Center,3704977481,178,,3701834939,140,68.6,3701834943,212,16.5,3701834941,141,62.9,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259151,14,8,1,1,51,f0w62l8zql3tukxsy8fqwp72x,1,22.9,28.8,2022-08-13T13:33:02.628Z,2022-08-14T01:06:27Z,3701834949,56,Back,3704260595,384,,3704977945,178,,,,,,,,,,,,,,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259163,15,52,1,1,54,f0w62l8zql3tukxsy8fqwp72x,1,15.2,50.8,2022-08-13T13:33:05.288Z,2022-08-14T01:06:30Z,3704260747,376,,3704978141,178,,,,,,,,,,,,,,,,,,,,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259257,16,1,1,1,56,f0w62l8zql3tukxsy8fqwp72x,1,15.2,52.1,2022-08-13T13:33:07.207Z,2022-08-14T01:06:34Z,3704978381,178,,3701835377,140,23.1,3701835373,123,,3701835383,213,1.2,3701835375,56,Back,3701835381,212,21.8,3701835379,141,81.8,,,,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259289,17,1,1,2,3,f0w62l8zql3tukxsy8fqwp72x,1,22.6,80.9,2022-08-13T13:33:14.312Z,2022-08-14T01:06:38Z,3701835555,141,55.8,3704978643,178,,3701835559,213,4.0,3701835557,212,22.1,3701835553,140,9.3,3701835551,56,Back,,,,,,,6q2mf0qrkt51z28b46wltxal1,M. Mittelstädt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259325,18,1,1,2,6,f0w62l8zql3tukxsy8fqwp72x,1,9.5,47.9,2022-08-13T13:33:17.792Z,2022-08-14T01:06:43Z,3701835707,141,17.7,3701835703,56,Back,3701835709,212,30.1,3704978949,178,,3701835711,213,5.5,3701835705,140,30.5,,,,,,,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259359,19,1,1,2,10,f0w62l8zql3tukxsy8fqwp72x,1,36,17.2,2022-08-13T13:33:21.627Z,2022-08-14T01:06:57Z,3701835837,213,0.1,3701835827,155,,3701835833,141,20.2,3701835831,140,68.0,3701835835,212,33.7,3704979537,178,,3701835829,56,Right,3701835839,1,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259365,20,61,1,2,12,f0w62l8zql3tukxsy8fqwp72x,1,68,20.2,2022-08-13T13:33:23.002Z,2022-08-14T01:07:02Z,3704979811,178,,3701835853,56,Right,,,,,,,,,,,,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259391,21,1,1,2,13,f0w62l8zql3tukxsy8fqwp72x,1,68.7,20.1,2022-08-13T13:33:24.657Z,2022-08-14T01:07:12Z,3704980279,178,,3701835979,56,Right,3701835981,140,78.4,3701835987,213,5.8,3701835983,141,12.7,3701835985,212,11.4,,,,,,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445939619,765,43,1,2,13,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-08-13T13:33:24.684Z,2022-08-14T05:34:28Z,3705503279,144,82,3705503189,178,0,,,,,,,,,,,,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445939715,923,83,1,2,16,c5hderjlkcoaze51e5wgvptk,1,20.6,91.4,2022-08-13T13:33:27.526Z,2022-08-14T05:34:57Z,3705503853,399,219002,,,,,,,,,,,,,,,,,,,,,,3qy1qlzezgfkxeom5n1r9h13p,C. Lenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259395,22,1,1,2,17,f0w62l8zql3tukxsy8fqwp72x,0,80,10,2022-08-13T13:33:28.197Z,2022-08-14T01:07:19Z,3701835993,56,Right,3701836001,213,0.2,3701835997,141,13.3,3701835999,212,10.9,3701835995,140,90.2,3704980737,178,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445939729,924,43,1,2,18,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-08-13T13:33:29.298Z,2022-08-14T05:35:06Z,3705503969,178,0,3705504003,144,82,,,,,,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259413,23,49,1,2,18,c5hderjlkcoaze51e5wgvptk,1,10.6,90.9,2022-08-13T13:33:29.514Z,2022-08-14T01:07:34Z,,,,,,,,,,,,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445939753,926,43,1,2,19,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-08-13T13:33:30.057Z,2022-08-14T05:35:20Z,3705504113,178,0,3705504281,144,82,,,,,,,,,,,,,,,,,,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259467,24,1,1,2,20,c5hderjlkcoaze51e5wgvptk,1,5.4,89.9,2022-08-13T13:33:31.462Z,2022-08-14T05:35:31Z,3701836321,56,Back,3701836323,140,4.2,3701836327,212,21.3,3704982425,178,,3701836329,213,4.7,3701836325,141,58.7,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259505,25,1,1,2,24,c5hderjlkcoaze51e5wgvptk,1,5.3,52.5,2022-08-13T13:33:35.466Z,2022-08-14T01:07:55Z,3704983001,178,,3701836475,212,12.0,3701836471,140,8.3,3701836469,56,Back,3701836473,141,35.4,3701836477,213,5.0,,,,,,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259547,26,1,1,2,27,c5hderjlkcoaze51e5wgvptk,1,9,30.7,2022-08-13T13:33:38.355Z,2022-08-14T01:08:00Z,3701836689,56,Back,3704983319,178,,3701836695,212,17.8,3701836691,140,23.8,3701836693,141,43.4,3701836697,213,0.5,,,,,,,abuvjv3bhb402yf8p92kucez9,A. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445259607,27,1,1,2,32,c5hderjlkcoaze51e5wgvptk,1,25.5,44.9,2022-08-13T13:33:43.423Z,2022-08-14T01:08:32Z,3704983759,178,,3701836977,140,25.2,3701836973,56,Back,3701836979,141,71.4,3701836981,212,18.0,3701836983,213,1.6,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
