id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2502046689,7,1,1,0,13,8q1ul09cygzswb7tb456bmifv,0,62.3,28,2023-01-29T14:30:56.438Z,2023-01-30T04:13:32Z,4002391385,233,6,4002391257,141,31.7,4002391259,212,7.9,4004015307,178,,4002391253,56,Center,4002391261,213,0.3,4002391255,140,69.4,,,,ojqb7kv87o0cidbckgtg1rdh,E. Skhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502046697,5,1,1,0,15,cz4a6wmzx2obyisadhgaccx7b,0,32,64.5,2023-01-29T14:30:57.880Z,2023-01-30T04:14:43Z,4004016073,178,,4002391297,213,6.0,4002391289,140,39.9,4002391293,141,60.8,4002391295,212,8.7,4002391285,56,Back,,,,,,,8n0dskalmx94ofiq6jewa22tx,D. Latza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502046711,8,1,1,0,16,8q1ul09cygzswb7tb456bmifv,0,62.4,43.7,2023-01-29T14:30:59.014Z,2023-01-30T04:14:59Z,4002392091,236,,4002391335,140,65.4,4004015549,178,,4002392297,233,6,4002392093,286,,4002391333,56,Center,4002391339,212,3.1,4002391341,213,0.0,ojqb7kv87o0cidbckgtg1rdh,E. Skhiri,4002391337,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502046719,6,74,1,0,16,cz4a6wmzx2obyisadhgaccx7b,1,31.1,59.1,2023-01-29T14:30:59.214Z,2023-01-30T04:15:20Z,4002391409,233,8,4002391365,285,,4002391363,56,Back,4004016493,178,,,,,,,,,,,,,,8n0dskalmx94ofiq6jewa22tx,D. Latza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502060215,130,61,1,0,16,8q1ul09cygzswb7tb456bmifv,1,62.1,39,2023-01-29T14:30:59.494Z,2023-01-30T04:15:29Z,4002462511,56,Center,4004016589,178,,,,,,,,,,,,,,,,,,,,ojqb7kv87o0cidbckgtg1rdh,E. Skhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502046733,7,49,1,0,18,cz4a6wmzx2obyisadhgaccx7b,1,42.9,37.3,2023-01-29T14:31:00.966Z,2023-01-30T04:15:59Z,,,,,,,,,,,,,,,,,,,,,,,,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502046769,8,1,1,0,19,cz4a6wmzx2obyisadhgaccx7b,1,45.2,40.4,2023-01-29T14:31:01.810Z,2023-01-30T04:16:16Z,4002391637,141,59.8,4002391639,212,13.5,4002391641,213,1.4,4002391635,140,47.9,4002391633,56,Back,4004017067,178,,,,,,,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502046775,9,1,1,0,21,cz4a6wmzx2obyisadhgaccx7b,1,48.7,55.9,2023-01-29T14:31:04.043Z,2023-01-30T04:16:28Z,4004017175,178,,4002391669,213,3.4,4002391667,212,5.2,4002391661,56,Back,4002391665,141,53.6,4002391663,140,44.0,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502046853,10,1,1,0,22,cz4a6wmzx2obyisadhgaccx7b,1,44.7,51.8,2023-01-29T14:31:04.810Z,2023-01-30T04:16:35Z,4002392065,141,87.0,4002392063,140,47.3,4002392061,56,Back,4004017223,178,,4002392067,212,24.1,4002392069,213,1.5,,,,,,,8n0dskalmx94ofiq6jewa22tx,D. Latza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502046877,11,1,1,0,27,cz4a6wmzx2obyisadhgaccx7b,1,56.3,91.8,2023-01-29T14:31:10.196Z,2023-01-30T04:16:44Z,4002392207,213,3.9,4004017315,178,,4002392199,56,Back,4002392203,141,73.6,4002392205,212,17.7,4002392201,140,44.3,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502046905,12,1,1,0,29,cz4a6wmzx2obyisadhgaccx7b,1,44.5,73.5,2023-01-29T14:31:12.150Z,2023-01-30T04:17:04Z,4002392381,213,4.3,4002392377,141,33.0,4002392379,212,29.8,4004017463,178,,4002392375,140,33.7,4002392373,56,Back,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502046935,13,1,1,0,32,cz4a6wmzx2obyisadhgaccx7b,0,34.7,30.3,2023-01-29T14:31:15.454Z,2023-01-30T04:17:20Z,4002392525,141,31.9,4002392537,1,,4004017573,178,,4002392521,140,69.8,4002392519,56,Center,4002392529,212,36.9,4002392533,213,0.0,4002392517,155,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047001,9,1,1,0,34,8q1ul09cygzswb7tb456bmifv,1,30.5,67.2,2023-01-29T14:31:17.181Z,2023-01-30T04:17:37Z,4002392895,140,63.7,4004017701,178,,4002392891,56,Center,4002392909,1,,4002392901,212,34.9,4002392899,141,68.5,4002392887,157,,4002392905,213,0.0,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047033,10,44,1,0,38,8q1ul09cygzswb7tb456bmifv,1,63.4,67.9,2023-01-29T14:31:20.890Z,2023-01-30T09:32:47Z,4002393045,56,Center,4002393083,233,14,4002393047,286,,,,,,,,,,,,,,,,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502046977,14,44,1,0,38,cz4a6wmzx2obyisadhgaccx7b,0,36.6,32.1,2023-01-29T14:31:20.891Z,2023-01-30T04:18:00Z,4002392747,56,Back,4002392749,285,,4002393091,233,10,,,,,,,,,,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047041,11,1,1,0,38,8q1ul09cygzswb7tb456bmifv,0,59.4,68.4,2023-01-29T14:31:20.971Z,2023-01-30T09:32:48Z,4002393101,168,,4004018193,388,,4002393103,56,Center,4002393105,140,69.1,4002393111,213,0.0,4002393099,3,,4002393109,212,10.2,4002393107,141,68.6,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047029,15,44,1,0,40,cz4a6wmzx2obyisadhgaccx7b,1,31.5,31.4,2023-01-29T14:31:23.170Z,2023-01-30T09:32:48Z,4002393023,56,Back,4002393025,285,,4002393279,233,12,,,,,,,,,,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047065,12,44,1,0,40,8q1ul09cygzswb7tb456bmifv,0,68.5,68.6,2023-01-29T14:31:23.171Z,2023-01-30T04:18:36Z,4002393213,286,,4002393291,233,15,4002393211,56,Center,,,,,,,,,,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047047,16,1,1,0,40,cz4a6wmzx2obyisadhgaccx7b,1,31.6,33.4,2023-01-29T14:31:23.192Z,2023-01-30T09:32:48Z,4002393119,3,,4002393125,141,39.2,4002393121,56,Back,4004018575,388,,4002393127,212,4.6,4002393129,213,1.0,4002393123,140,33.8,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047071,17,1,1,0,42,cz4a6wmzx2obyisadhgaccx7b,1,35.3,41.9,2023-01-29T14:31:24.644Z,2023-01-30T04:19:14Z,4002393247,212,11.6,4002393249,213,2.9,4004018655,178,,4002393245,141,46.0,4002393243,140,24.6,4002393241,56,Back,4002393239,3,,,,,8n0dskalmx94ofiq6jewa22tx,D. Latza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047127,18,1,1,0,43,cz4a6wmzx2obyisadhgaccx7b,1,25.4,46.6,2023-01-29T14:31:26.479Z,2023-01-30T04:19:23Z,4002393541,212,18.9,4002393535,56,Back,4002393539,141,73.0,4004018769,178,,4002393537,140,30.9,4002393543,213,1.3,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047211,19,1,1,0,47,cz4a6wmzx2obyisadhgaccx7b,1,36.6,82.4,2023-01-29T14:31:30.491Z,2023-01-30T04:19:41Z,4002393985,213,0.2,4002393983,212,62.3,4002393977,56,Left,4002393979,140,95.2,4002393981,141,96.9,4004018963,178,,4002393987,1,,4002393975,155,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047215,20,1,1,0,53,cz4a6wmzx2obyisadhgaccx7b,0,93.6,97.7,2023-01-29T14:31:35.640Z,2023-01-30T04:19:52Z,4002393993,155,,4003316479,386,,4002393995,56,Left,4002394003,213,4.7,4003316477,225,,4003316481,72,,4002394001,212,4.8,4002393991,2,,8prrhz0d1i4vxkhgro8p42bxl,T. Skarke,4002393999,141,90.7,4004019081,178,4002393997,140,93.5,,,,,,,,,,,,,,,,,,,,,,,,,
2502047219,13,49,1,0,53,8q1ul09cygzswb7tb456bmifv,1,10.6,12.1,2023-01-29T14:31:35.917Z,2023-01-30T04:20:05Z,,,,,,,,,,,,,,,,,,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047283,14,1,1,0,55,8q1ul09cygzswb7tb456bmifv,1,13.8,2.9,2023-01-29T14:31:38.588Z,2023-01-30T04:20:24Z,4002394337,213,0.7,4004019415,178,,4002394331,140,33.0,4002394335,212,25.7,4002394333,141,26.4,4002394329,56,Back,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047287,15,61,1,0,57,8q1ul09cygzswb7tb456bmifv,0,31.9,21.4,2023-01-29T14:31:39.641Z,2023-01-30T04:20:56Z,4002394345,56,Back,4004019723,178,,,,,,,,,,,,,,,,,,,,2hb1dyg1auzdfbi3lg9ysap9m,M. Olesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047295,21,49,1,0,58,cz4a6wmzx2obyisadhgaccx7b,1,67.6,83.6,2023-01-29T14:31:41.472Z,2023-01-30T08:11:24Z,,,,,,,,,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047345,22,1,1,1,1,cz4a6wmzx2obyisadhgaccx7b,0,74.4,76.5,2023-01-29T14:31:44.336Z,2023-01-30T04:21:17Z,4002394653,140,77.8,4002394891,233,16,4002394655,141,80.4,4002394895,286,,4002394651,56,Left,4004019891,178,,4002394657,212,4.4,4002394889,236,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,4002394659,213,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047371,16,74,1,1,2,8q1ul09cygzswb7tb456bmifv,1,23.6,19.8,2023-01-29T14:31:44.718Z,2023-01-30T04:21:27Z,4002394911,233,22,4002394791,285,,4004019961,178,,4002394789,56,Back,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047421,23,1,1,1,4,cz4a6wmzx2obyisadhgaccx7b,1,76.1,83.2,2023-01-29T14:31:46.826Z,2023-01-30T04:21:43Z,4004020087,178,,4002395051,56,Left,4002395055,141,95.7,4002395053,140,69.8,4002395059,213,2.2,4002395057,212,10.8,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047485,24,4,1,1,6,cz4a6wmzx2obyisadhgaccx7b,1,71.4,94.1,2023-01-29T14:31:49.522Z,2023-01-30T04:22:02Z,4002395459,152,,4002395457,56,Left,4002395497,233,17,4002395461,265,,4002395455,13,,4002395463,286,,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047461,17,4,1,1,6,8q1ul09cygzswb7tb456bmifv,0,28.6,5.9,2023-01-29T14:31:49.523Z,2023-01-30T04:22:02Z,4002395299,13,,4002395543,233,24,4002395309,265,,4004020191,178,,4002395313,285,,4002395305,152,,4002395303,56,Back,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502047967,25,1,1,1,42,cz4a6wmzx2obyisadhgaccx7b,0,73.9,96.9,2023-01-29T14:32:25.128Z,2023-01-30T04:22:11Z,4002398017,141,44.2,4002398019,212,40.9,4002398013,56,Center,4002398021,213,5.2,4002398005,2,,4002398009,155,,4002398007,5,,4002398015,140,92.7,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,4002398023,1,,4004020265,178,4003338197,224,,4002398011,152,4003338199,72,,,,,,,,,,,,,,,,,,,,,
2502048013,18,12,1,1,44,8q1ul09cygzswb7tb456bmifv,1,6.5,56.3,2023-01-29T14:32:27.220Z,2023-01-30T04:23:42Z,4002398245,15,,4002398225,140,16.8,4002398223,56,Back,4002398231,212,20.2,4002398227,141,81.4,4002398235,213,1.0,4004020399,178,,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502048027,26,1,1,1,48,cz4a6wmzx2obyisadhgaccx7b,1,85.5,15.5,2023-01-29T14:32:30.876Z,2023-01-30T09:32:49Z,4002398289,2,,4002398301,213,1.3,4002398295,140,92.9,4002401667,154,,4002398291,155,,4002401665,210,15,4002398299,212,26.0,4003339599,224,,8prrhz0d1i4vxkhgro8p42bxl,T. Skarke,4002398297,141,52.0,4004021051,178,4003339601,20,,4002398293,56,,,1,Center,,,,,,,,,,,,,,,,,,,
2502048077,27,44,1,1,50,cz4a6wmzx2obyisadhgaccx7b,1,91.9,52,2023-01-29T14:32:32.783Z,2023-01-30T09:32:49Z,4002398539,56,Center,4002398543,286,,4002398655,233,19,,,,,,,,,,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502048095,19,44,1,1,50,8q1ul09cygzswb7tb456bmifv,0,8.1,48,2023-01-29T14:32:32.784Z,2023-01-30T04:24:02Z,4002398625,285,,4002398623,56,Back,4002398673,233,27,,,,,,,,,,,,,,,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502048087,28,15,1,1,50,cz4a6wmzx2obyisadhgaccx7b,1,91.9,51.7,2023-01-29T14:32:32.808Z,2023-01-30T09:32:49Z,4002401261,24,,4002398583,17,,4002401295,233,20,4002401265,15,,4002401729,147,49.6,4002401723,102,52.1,4002401715,29,,4002401271,328,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,4002401717,154,,4004021515,388,4002401727,146,99.7,4002398587,56,4002401719,55,,Center,26,4002401725,103,17.1,4002401713,76,,,,,,,,,,,,,
2502048127,20,10,1,1,50,8q1ul09cygzswb7tb456bmifv,1,1.2,49,2023-01-29T14:32:33.348Z,2023-01-30T04:24:51Z,4003340081,377,,4002399309,174,,4002401337,233,28,4002398761,182,,4002398763,56,Back,4002399311,179,,,,,,,,4zfgh6wq7svx418tzwf0gfavp,M. Schwäbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502048223,21,12,1,1,51,8q1ul09cygzswb7tb456bmifv,1,4.8,38.4,2023-01-29T14:32:34.517Z,2023-01-30T04:25:17Z,4002399237,213,6.2,4002399235,212,29.8,4002399233,141,33.6,4004021867,178,,4002399229,56,Back,4002399231,140,33.0,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502048231,29,1,1,1,56,cz4a6wmzx2obyisadhgaccx7b,1,68.4,68.1,2023-01-29T14:32:39.044Z,2023-01-30T04:25:46Z,4002399257,56,Left,4002399259,140,65.6,4004022245,178,,4002399265,213,1.8,4002399263,212,15.0,4002399261,141,89.7,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502048297,30,1,1,1,59,cz4a6wmzx2obyisadhgaccx7b,1,67.1,86.6,2023-01-29T14:32:41.841Z,2023-01-30T04:25:57Z,4002399637,1,,4002399625,155,,4004022389,178,,4002399631,141,40.9,4002399629,140,77.0,4002399635,213,5.0,4002399627,56,Center,4002399633,212,32.8,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502048329,31,1,1,2,1,cz4a6wmzx2obyisadhgaccx7b,0,77,40.9,2023-01-29T14:32:43.800Z,2023-01-30T04:26:12Z,4002399801,56,Center,4002399803,140,92.3,4002399805,141,54.5,4004022523,178,,4002399799,155,,4002399809,213,0.5,4002399807,212,18.5,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502048275,22,52,1,2,3,8q1ul09cygzswb7tb456bmifv,1,6.5,41.7,2023-01-29T14:32:46.248Z,2023-01-30T04:26:53Z,4003340749,377,,4004022635,178,,,,,,,,,,,,,,,,,,,,4zfgh6wq7svx418tzwf0gfavp,M. Schwäbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502048583,23,1,1,2,6,8q1ul09cygzswb7tb456bmifv,1,12.6,52.7,2023-01-29T14:32:48.928Z,2023-01-30T04:27:02Z,4002401003,213,1.3,4004023053,178,,4002400999,141,76.6,4002400997,140,16.2,4002401001,212,16.7,4002400995,56,Back,4002400993,123,,4002402769,189,,4zfgh6wq7svx418tzwf0gfavp,M. Schwäbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502048617,24,1,1,2,17,8q1ul09cygzswb7tb456bmifv,1,16.9,80.4,2023-01-29T14:33:00.280Z,2023-01-30T04:27:07Z,4002401197,212,14.0,4002402637,189,,4002401199,213,0.7,4002401193,140,27.3,4004023101,178,,4002401195,141,93.3,4002401191,56,Back,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
