id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/13/value
2533598211,5,5,1,0,14,8q1ul09cygzswb7tb456bmifv,0,42.8,-1.7,2023-04-15T13:31:07.541Z,2023-04-15T21:17:24Z,4190122235,56,Back,4190122743,233,7,4190122237,347,,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598297,7,5,1,0,14,1c7qokc1j5z50cjj4tcu32haa,1,57.2,101.7,2023-04-15T13:31:07.541Z,2023-04-15T21:17:24Z,4190122735,233,5,4190122699,56,Left,4190122701,347,,,,,,,,,,,,,,,,,6u47fsriz3ejlf72hxtsew5bd,A. Caci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598321,8,1,1,0,25,1c7qokc1j5z50cjj4tcu32haa,1,59.2,100,2023-04-15T13:31:17.713Z,2023-04-15T21:17:28Z,4190122837,107,,4190122845,212,11.0,4190122843,141,86.8,4190122841,140,62.9,4190122839,56,Left,4190122847,213,5.1,,,,,,,6u47fsriz3ejlf72hxtsew5bd,A. Caci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598365,9,1,1,0,25,1c7qokc1j5z50cjj4tcu32haa,1,62.9,86.8,2023-04-15T13:31:18.580Z,2023-04-15T21:17:34Z,4190123055,141,96.5,4192745655,388,,4190123053,140,58.5,4190123057,212,8.1,4190123059,213,2.2,4190123051,56,Left,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598505,10,1,1,0,28,1c7qokc1j5z50cjj4tcu32haa,1,56.6,96.5,2023-04-15T13:31:21.672Z,2023-04-15T21:17:43Z,4192745875,178,,4190123759,141,50.6,4190123765,1,,4190123763,213,4.2,4190123757,140,39.7,4190123761,212,35.9,4190123755,56,Back,,,,6u47fsriz3ejlf72hxtsew5bd,A. Caci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598555,11,1,1,0,36,1c7qokc1j5z50cjj4tcu32haa,1,47.8,33.4,2023-04-15T13:31:29.013Z,2023-04-15T21:17:47Z,4190123995,213,5.2,4190123987,140,55.6,4190123993,212,18.2,4192745993,178,,4190123985,56,Right,4190123991,141,9.5,,,,,,,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598609,12,1,1,0,39,1c7qokc1j5z50cjj4tcu32haa,0,59.2,9.5,2023-04-15T13:31:31.914Z,2023-04-15T21:17:51Z,4190124227,56,Center,4190124231,141,40.9,4190124225,155,,4190124235,213,0.8,4190124233,212,28.9,4192746023,178,,4190124229,140,77.7,,,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598629,6,1,1,0,41,8q1ul09cygzswb7tb456bmifv,0,22.5,55.7,2023-04-15T13:31:34.326Z,2023-04-15T21:17:56Z,4190124347,212,17.2,4190124343,140,36.3,4192746145,178,,4190124345,141,69.4,4190124341,56,Back,4190124339,3,,4190124349,213,0.6,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598717,13,1,1,0,43,1c7qokc1j5z50cjj4tcu32haa,0,64,29.7,2023-04-15T13:31:36.125Z,2023-04-15T21:18:06Z,4190124779,213,6.2,4192746391,388,,4190124771,56,Center,4190124775,141,27.2,4190124773,140,76.5,4190124769,3,,4190124777,212,13.2,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598727,7,8,1,0,46,8q1ul09cygzswb7tb456bmifv,1,23.7,75.6,2023-04-15T13:31:38.710Z,2023-04-15T21:18:28Z,4190124805,56,Back,4191485779,384,,4192746943,178,,,,,,,,,,,,,,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598829,8,49,1,0,48,8q1ul09cygzswb7tb456bmifv,1,10.4,78.5,2023-04-15T13:31:41.631Z,2023-04-15T21:19:02Z,,,,,,,,,,,,,,,,,,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598849,9,1,1,0,51,8q1ul09cygzswb7tb456bmifv,0,7.9,83.9,2023-04-15T13:31:44.105Z,2023-04-15T21:19:09Z,4190125389,213,6.3,4190125381,56,Back,4190125383,140,31.5,4190125379,157,,4190125391,1,,4190125385,141,82.7,4190125387,212,24.8,4192748029,178,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598863,14,49,1,0,53,1c7qokc1j5z50cjj4tcu32haa,1,67.4,19.6,2023-04-15T13:31:45.952Z,2023-04-15T21:19:38Z,,,,,,,,,,,,,,,,,,,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598881,15,1,1,0,53,1c7qokc1j5z50cjj4tcu32haa,1,65.4,18.2,2023-04-15T13:31:45.992Z,2023-04-15T21:19:51Z,4190125561,141,33.6,4190125557,56,Center,4192749225,178,,4190125563,212,12.8,4190125565,213,1.0,4190125559,140,72.4,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598891,16,1,1,0,54,1c7qokc1j5z50cjj4tcu32haa,0,67.8,33,2023-04-15T13:31:47.314Z,2023-04-15T21:19:56Z,4190125609,141,25.4,4192749415,178,,4190125611,212,5.4,4190125605,56,Center,4190125613,213,5.0,4190125607,140,69.4,,,,,,,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598901,10,61,1,0,55,8q1ul09cygzswb7tb456bmifv,1,29.5,76,2023-04-15T13:31:47.753Z,2023-04-15T21:20:02Z,4190125661,56,Back,4192749553,388,,,,,,,,,,,,,,,,,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598943,17,1,1,0,56,1c7qokc1j5z50cjj4tcu32haa,0,73.5,21.5,2023-04-15T13:31:48.842Z,2023-04-15T21:20:10Z,4190125841,212,19.7,4190125839,141,40.7,4190125837,140,87.6,4192749759,178,,4190125843,213,0.7,4190125833,3,,4190125835,56,Center,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598957,11,12,1,0,57,8q1ul09cygzswb7tb456bmifv,1,14.1,59.7,2023-04-15T13:31:50.533Z,2023-04-15T21:20:14Z,4190125895,56,Back,4190125901,212,28.8,4190125897,140,9.8,4190125979,167,,4192749821,178,,4190125903,213,1.7,4190125899,141,100.0,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598967,12,5,1,1,0,8q1ul09cygzswb7tb456bmifv,0,11.2,101.8,2023-04-15T13:31:52.834Z,2023-04-15T21:20:18Z,4190125951,56,Back,4190125953,347,,4190127491,233,18,,,,,,,,,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599277,18,5,1,1,0,1c7qokc1j5z50cjj4tcu32haa,1,88.8,-1.8,2023-04-15T13:31:52.834Z,2023-04-15T21:20:18Z,4190127481,233,12,4190127449,347,,4190127447,56,Right,,,,,,,,,,,,,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599371,19,1,1,1,17,1c7qokc1j5z50cjj4tcu32haa,0,87.4,0,2023-04-15T13:32:09.771Z,2023-04-15T21:20:27Z,4190127905,1,,4190127899,141,54.9,4190127903,213,1.6,4190127901,212,38.7,4190127897,140,86.9,4190127895,56,Center,4190127893,107,,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599365,13,44,1,1,20,8q1ul09cygzswb7tb456bmifv,1,12,49.1,2023-04-15T13:32:13.272Z,2023-04-16T08:19:11Z,4190127873,56,Back,4190127875,285,,4190128051,233,20,,,,,,,,,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599377,20,44,1,1,20,1c7qokc1j5z50cjj4tcu32haa,0,88,50.9,2023-04-15T13:32:13.273Z,2023-04-15T21:20:31Z,4190127927,56,Center,4190128147,233,13,4190127929,286,,,,,,,,,,,,,,,,,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599385,14,12,1,1,20,8q1ul09cygzswb7tb456bmifv,1,12.4,49.3,2023-04-15T13:32:13.463Z,2023-04-16T08:19:12Z,4190127949,141,43.9,4190127951,212,13.3,4190127945,56,Back,4190128023,15,,4190127953,213,6.0,4192751219,388,,4190127947,140,24.6,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599497,21,1,1,1,22,1c7qokc1j5z50cjj4tcu32haa,1,72.8,56.9,2023-04-15T13:32:15.371Z,2023-04-15T21:21:16Z,4192751525,178,,4190128483,213,1.4,4190128479,141,60.8,4190128477,140,73.2,4190128481,212,2.7,4190128473,3,,4190128475,56,Center,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534321681,968,83,1,1,24,8q1ul09cygzswb7tb456bmifv,1,22.2,33.8,2023-04-15T13:32:17.289Z,2023-04-16T05:55:11Z,4194019451,399,232240,,,,,,,,,,,,,,,,,,,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599501,22,61,1,1,24,1c7qokc1j5z50cjj4tcu32haa,0,72.4,58.1,2023-04-15T13:32:17.300Z,2023-04-16T05:55:01Z,4190128491,56,Center,4192752295,178,,,,,,,,,,,,,,,,,,,,6u47fsriz3ejlf72hxtsew5bd,A. Caci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599519,15,1,1,1,25,8q1ul09cygzswb7tb456bmifv,1,20.6,41.5,2023-04-15T13:32:18.376Z,2023-04-15T21:22:28Z,4190128565,213,1.0,4190128563,212,11.6,4190128553,56,Back,4190128555,140,26.5,4190128557,141,56.0,4192753007,178,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599523,16,49,1,1,26,8q1ul09cygzswb7tb456bmifv,1,27.5,57.6,2023-04-15T13:32:19.617Z,2023-04-15T21:22:39Z,,,,,,,,,,,,,,,,,,,,,,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599557,17,1,1,1,28,8q1ul09cygzswb7tb456bmifv,0,26.1,61.4,2023-04-15T13:32:21.093Z,2023-04-15T21:22:15Z,4190128749,213,6.0,4190128739,155,,4190128741,56,Center,4190128743,140,56.8,4191493485,1,,4190128745,141,50.1,4192752719,178,,4190128747,212,33.1,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599687,23,49,1,1,30,1c7qokc1j5z50cjj4tcu32haa,1,42.9,50.3,2023-04-15T13:32:23.093Z,2023-04-15T21:22:47Z,,,,,,,,,,,,,,,,,,,,,,,,,dnt7ahwfj8endqngxwfll1tjp,A. Hanche-Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599747,24,1,1,1,32,1c7qokc1j5z50cjj4tcu32haa,0,40.3,32,2023-04-15T13:32:25.419Z,2023-04-15T21:22:51Z,4190129597,140,86.0,4190129601,212,53.0,4190129593,155,,4190129595,56,Right,4190129599,141,0.0,4192753393,178,,4190129603,213,5.8,4190129605,1,,dnt7ahwfj8endqngxwfll1tjp,A. Hanche-Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533600261,18,5,1,1,39,8q1ul09cygzswb7tb456bmifv,1,13.6,100.9,2023-04-15T13:32:32.216Z,2023-04-15T21:23:00Z,4190132181,347,,4190132285,233,25,4190132179,56,Back,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599783,25,5,1,1,39,1c7qokc1j5z50cjj4tcu32haa,0,86.4,-0.9,2023-04-15T13:32:32.216Z,2023-04-15T21:23:01Z,4190132289,233,18,4190129801,56,Right,4190129803,347,,,,,,,,,,,,,,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533600593,19,1,1,2,19,8q1ul09cygzswb7tb456bmifv,0,13,100,2023-04-15T13:33:12.500Z,2023-04-15T21:23:09Z,4190133815,213,6.1,4190133813,212,23.5,4190133803,107,,4190133817,1,,4190133807,56,Back,4190133809,140,34.9,4190133811,141,94.4,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533600637,26,44,1,2,21,1c7qokc1j5z50cjj4tcu32haa,1,63.4,6.4,2023-04-15T13:33:14.241Z,2023-04-16T08:19:12Z,4190134051,233,20,4190134027,286,,4190134025,56,Right,,,,,,,,,,,,,,,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533600607,20,44,1,2,21,8q1ul09cygzswb7tb456bmifv,0,36.6,93.6,2023-04-15T13:33:14.242Z,2023-04-15T21:23:13Z,4190133887,285,,4190133883,56,Back,4190134095,233,26,,,,,,,,,,,,,,,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533600655,27,1,1,2,21,1c7qokc1j5z50cjj4tcu32haa,0,64.7,5.2,2023-04-15T13:33:14.307Z,2023-04-16T08:19:12Z,4190134141,213,0.9,4190134139,212,9.1,4190134131,3,,4190134133,56,Right,4190134135,140,70.2,4192753875,388,,4190134137,141,15.5,,,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534321849,982,67,1,2,22,8q1ul09cygzswb7tb456bmifv,1,27.9,78.3,2023-04-15T13:33:15.354Z,2023-04-16T08:19:13Z,4194020491,233,890,,,,,,,,,,,,,,,,,,,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534321843,890,67,1,2,22,1c7qokc1j5z50cjj4tcu32haa,0,72.1,21.7,2023-04-15T13:33:15.355Z,2023-04-16T05:56:17Z,4194020509,233,982,,,,,,,,,,,,,,,,,,,,,,am0pcyvtaws1i69jt09dgnsnp,L. Ajorque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533600639,21,1,1,2,22,8q1ul09cygzswb7tb456bmifv,0,28.5,87,2023-04-15T13:33:15.390Z,2023-04-16T08:19:13Z,4190134029,155,,4190134037,212,10.0,4192754143,178,,4190134035,141,91.7,4190134033,140,37.5,4190134031,56,Back,4190134039,213,0.3,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533600703,28,49,1,2,24,1c7qokc1j5z50cjj4tcu32haa,1,63,10.2,2023-04-15T13:33:16.822Z,2023-04-15T21:23:39Z,,,,,,,,,,,,,,,,,,,,,,,,,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533600719,29,1,1,2,24,1c7qokc1j5z50cjj4tcu32haa,0,60.7,8.9,2023-04-15T13:33:16.870Z,2023-04-15T21:23:43Z,4190134419,155,,4190134421,56,Right,4190134429,213,0.3,4192754375,178,,4190134427,212,29.1,4190134425,141,21.1,4190134423,140,87.3,,,,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533600747,22,1,1,2,26,8q1ul09cygzswb7tb456bmifv,1,14.5,82.3,2023-04-15T13:33:19.499Z,2023-04-15T21:23:54Z,4190134549,140,15.6,4192754495,388,,4190134551,141,90.6,4190134553,212,5.8,4190134543,3,,4190134547,56,Back,4190134557,213,1.4,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533600755,23,49,1,2,28,8q1ul09cygzswb7tb456bmifv,1,14.5,92,2023-04-15T13:33:20.898Z,2023-04-15T21:23:59Z,,,,,,,,,,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533600807,24,1,1,2,28,8q1ul09cygzswb7tb456bmifv,0,15,93.2,2023-04-15T13:33:20.963Z,2023-04-15T21:24:03Z,4190134855,140,43.7,4190134853,56,Back,4190134857,141,74.8,4190134861,213,5.9,4190134863,1,,4192754719,178,,4190134859,212,32.6,4190134851,157,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533600871,30,1,1,2,32,1c7qokc1j5z50cjj4tcu32haa,1,56,29.1,2023-04-15T13:33:24.954Z,2023-04-15T21:24:18Z,4190135151,56,Center,4190135149,3,,4192755145,178,,4190135159,213,1.3,4190135157,212,6.5,4190135153,140,57.6,4190135155,141,38.4,,,,dnt7ahwfj8endqngxwfll1tjp,A. Hanche-Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
