id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/16/value,qualifier/17/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2451454387,6,1,1,0,15,ex3psl8e3ajeypwjy4xfltpx6,0,92.3,99.3,2022-08-27T13:30:51.324Z,2022-08-27T23:31:53Z,3734706177,233,5,3734706121,141,96.2,3734706175,236,,3734706113,2,,3734706181,286,,3734706117,56,Left,3737038057,224,,3734706125,213,4.9,avk9yje6h4nndg3cufnbu2imt,E. Demirović,3734706119,140,92.7,3737038059,72,3734706123,212,2.1,3737854439,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454401,5,12,1,0,15,4l9mrqzmajz5crzlz50mtbt6x,1,7.8,2.8,2022-08-27T13:30:51.394Z,2022-08-27T23:32:03Z,3734706201,233,6,3737854759,178,,3734706167,185,,3734706169,56,Back,,,,,,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454411,6,6,1,0,17,4l9mrqzmajz5crzlz50mtbt6x,0,8.4,6.7,2022-08-27T13:30:52.761Z,2022-08-27T23:32:10Z,3734706213,73,,3734706247,233,7,3734706211,56,Back,,,,,,,,,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454413,7,6,1,0,17,ex3psl8e3ajeypwjy4xfltpx6,1,91.6,93.3,2022-08-27T13:30:52.761Z,2022-08-27T23:32:10Z,3734706217,73,,3734706215,56,Left,3734706219,233,6,,,,,,,,,,,,,,,,avk9yje6h4nndg3cufnbu2imt,E. Demirović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454575,8,1,1,0,36,ex3psl8e3ajeypwjy4xfltpx6,1,99.6,99.5,2022-08-27T13:31:11.990Z,2022-08-27T23:32:29Z,3734706999,213,3.4,3734706997,212,9.4,3734706993,140,90.9,3734706991,56,Left,3734714125,189,,3737855989,178,,3734706989,6,,3734706995,141,96.4,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454593,9,1,1,0,37,ex3psl8e3ajeypwjy4xfltpx6,1,90.3,97.7,2022-08-27T13:31:13.081Z,2022-08-27T23:32:47Z,3734707085,141,95.6,3737856869,178,,3734707081,56,Left,3734707083,140,74.1,3734707087,212,17.1,3734707089,213,3.2,,,,,,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454611,10,1,1,0,39,ex3psl8e3ajeypwjy4xfltpx6,1,75.1,96.6,2022-08-27T13:31:15.509Z,2022-08-27T23:33:01Z,3734707161,141,99.1,3734707165,213,0.1,3734707157,56,Left,3734707163,212,11.5,3737857255,178,,3734707159,140,85.9,,,,,,,9bzlvn0twr2b5z30k30gugw5x,F. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454635,11,1,1,0,41,ex3psl8e3ajeypwjy4xfltpx6,0,88.2,98.5,2022-08-27T13:31:17.679Z,2022-08-27T23:33:10Z,3734707335,233,8,3734707273,212,35.2,3734707275,213,5.0,3737042295,224,,3734707265,155,,3734707271,141,48.2,3734707269,140,96.2,3737042297,72,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,3734707263,2,,3734707267,56,3737858009,178,,3737042299,1,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454643,8,11,1,0,43,4l9mrqzmajz5crzlz50mtbt6x,1,3.3,51.5,2022-08-27T13:31:19.404Z,2022-08-27T23:33:26Z,3734707301,56,Back,3734707361,233,11,3737858919,388,,3737042631,378,,3734707303,88,,,,,,,,,,,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454699,9,1,1,0,46,4l9mrqzmajz5crzlz50mtbt6x,0,9.9,53.1,2022-08-27T13:31:22.058Z,2022-08-27T23:33:39Z,3734707559,56,Center,3734707567,213,5.9,3734707563,141,22.5,3734707569,1,,3734707557,199,,3734707565,212,55.5,3734707561,140,58.9,,,,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454727,12,1,1,0,49,ex3psl8e3ajeypwjy4xfltpx6,1,45.3,76.9,2022-08-27T13:31:25.296Z,2022-08-27T23:33:54Z,3734707643,3,,3734707647,140,59.7,3734707649,141,97.9,3734707653,213,0.8,3737860489,388,,3734707651,212,20.8,3734707645,56,Left,,,,4gmknefwu0tt33z88tu75xmg9,Iago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454731,13,49,1,0,51,ex3psl8e3ajeypwjy4xfltpx6,1,60.1,94.4,2022-08-27T13:31:27.388Z,2022-08-27T23:34:24Z,,,,,,,,,,,,,,,,,,,,,,,,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454741,14,1,1,0,51,ex3psl8e3ajeypwjy4xfltpx6,0,58.3,99.1,2022-08-27T13:31:27.467Z,2022-08-27T23:34:31Z,3734707717,141,89.6,3734707713,56,Left,3734707719,212,10.5,3737862549,178,,3734707723,213,5.6,3734707715,140,66.2,3734707711,155,,,,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454747,10,49,1,0,54,4l9mrqzmajz5crzlz50mtbt6x,1,29,20.7,2022-08-27T13:31:30.117Z,2022-08-27T23:34:44Z,,,,,,,,,,,,,,,,,,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454789,11,1,1,0,56,4l9mrqzmajz5crzlz50mtbt6x,1,29.9,21.9,2022-08-27T13:31:31.756Z,2022-08-27T23:34:59Z,3734707905,141,28.7,3737863925,178,,3734707901,56,Back,3734707907,212,7.3,3734707903,140,24.5,3734707909,213,2.5,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454869,12,1,1,0,58,4l9mrqzmajz5crzlz50mtbt6x,1,23.2,30.7,2022-08-27T13:31:34.038Z,2022-08-27T23:35:10Z,3737864385,178,,3734708225,140,33.0,3734708231,213,0.1,3734708229,212,10.3,3734708223,56,Back,3734708227,141,31.6,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454887,13,1,1,1,4,4l9mrqzmajz5crzlz50mtbt6x,1,52.3,47.6,2022-08-27T13:31:40.457Z,2022-08-27T23:35:19Z,3734708323,213,1.7,3734708315,56,Back,3734708321,212,20.3,3734708319,141,77.1,3734708317,140,49.3,3737864857,178,,,,,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454937,14,1,1,1,7,4l9mrqzmajz5crzlz50mtbt6x,0,52.4,83.9,2022-08-27T13:31:43.597Z,2022-08-27T23:35:28Z,3734708513,212,15.5,3734708515,213,0.9,3737865219,178,,3734708507,56,Left,3734708509,140,61.7,3734708511,141,100.0,,,,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455045,15,5,1,1,9,ex3psl8e3ajeypwjy4xfltpx6,1,36.2,-2,2022-08-27T13:31:44.762Z,2022-08-27T23:35:38Z,3734708971,347,,3734708969,56,Back,3734708985,233,15,,,,,,,,,,,,,,,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454943,15,5,1,1,9,4l9mrqzmajz5crzlz50mtbt6x,0,63.8,102,2022-08-27T13:31:44.762Z,2022-08-27T23:35:39Z,3734708989,233,15,3734708537,347,,3734708535,56,Left,,,,,,,,,,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455059,16,1,1,1,24,ex3psl8e3ajeypwjy4xfltpx6,1,33.5,0,2022-08-27T13:32:00.337Z,2022-08-27T23:35:49Z,3734709051,140,36.1,3734709055,212,12.0,3734709047,107,,3734709053,141,15.2,3734709049,56,Back,3734709057,213,1.3,,,,,,,89hc9e27swp796vy7yvylg3x1,R. Framberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455109,17,1,1,1,25,ex3psl8e3ajeypwjy4xfltpx6,0,36.1,15.2,2022-08-27T13:32:01.196Z,2022-08-27T23:35:56Z,3734709261,56,Center,3734709265,141,36.1,3737866605,178,,3734709269,213,0.4,3734709271,1,,3734709263,140,68.7,3734709267,212,37.1,3734709259,155,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455149,16,1,1,1,29,4l9mrqzmajz5crzlz50mtbt6x,1,28.4,69.9,2022-08-27T13:32:05.450Z,2022-08-27T23:36:05Z,3734709467,141,76.0,3734709463,56,Back,3734709469,212,26.9,3734709471,213,3.0,3734709465,140,3.1,3734709461,3,,3737866969,388,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455159,17,52,1,1,34,4l9mrqzmajz5crzlz50mtbt6x,1,3.1,76,2022-08-27T13:32:09.905Z,2022-08-27T23:36:21Z,3737867579,178,,3737052999,377,,,,,,,,,,,,,,,,,,,,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455211,18,1,1,1,35,4l9mrqzmajz5crzlz50mtbt6x,1,3.1,70.3,2022-08-27T13:32:11.487Z,2022-08-27T23:37:10Z,3734709767,140,21.5,3734709763,123,,3734709775,1,,3734709769,141,26.4,3734709771,212,35.6,3734709799,287,,3734709773,213,5.3,3734709765,56,Back,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,3737869741,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455287,19,1,1,1,39,4l9mrqzmajz5crzlz50mtbt6x,1,24.6,25.6,2022-08-27T13:32:14.712Z,2022-08-27T23:37:22Z,3734710127,56,Back,3734710133,212,23.0,3734710129,140,46.4,3734710131,141,29.3,3737870265,178,,3734710135,213,0.1,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455295,20,4,1,1,41,4l9mrqzmajz5crzlz50mtbt6x,1,39.2,25.9,2022-08-27T13:32:17.247Z,2022-08-27T23:37:31Z,3734710159,152,,3734710163,265,,3734710153,13,,3734710157,56,Back,3734710309,233,18,3734710165,286,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455327,18,4,1,1,41,ex3psl8e3ajeypwjy4xfltpx6,0,60.8,74.1,2022-08-27T13:32:17.248Z,2022-08-27T23:37:30Z,3734710303,152,,3734710307,285,,3737870657,178,,3734710305,265,,3734710585,233,20,3734710301,56,Center,3734710299,13,,,,,4gmknefwu0tt33z88tu75xmg9,Iago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455469,21,1,1,2,2,4l9mrqzmajz5crzlz50mtbt6x,1,39.2,26.2,2022-08-27T13:32:37.923Z,2022-08-27T23:37:40Z,3734710987,140,32.1,3737871063,178,,3734710983,152,,3734710989,141,50.0,3734710991,212,17.8,3734710985,56,Back,3734710993,213,2.0,3734710981,5,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455523,22,1,1,2,6,4l9mrqzmajz5crzlz50mtbt6x,1,36,47.3,2022-08-27T13:32:41.868Z,2022-08-27T23:37:49Z,3734711259,213,5.3,3737871435,178,,3734711257,212,18.7,3734711253,140,45.8,3734711251,56,Back,3734711255,141,24.4,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455557,23,1,1,2,9,4l9mrqzmajz5crzlz50mtbt6x,1,46,25.3,2022-08-27T13:32:44.893Z,2022-08-27T23:38:00Z,3734711425,140,40.1,3734711431,213,2.1,3734711423,56,Back,3734711427,141,40.9,3737871951,178,,3734711429,212,12.3,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455603,24,1,1,2,13,4l9mrqzmajz5crzlz50mtbt6x,1,43.9,45.7,2022-08-27T13:32:48.867Z,2022-08-27T23:38:08Z,3737872467,178,,3734711605,212,21.6,3734711601,140,52.2,3734711599,56,Center,3734711607,213,1.2,3734711603,141,74.7,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455647,25,1,1,2,15,4l9mrqzmajz5crzlz50mtbt6x,1,52.9,75.6,2022-08-27T13:32:51.403Z,2022-08-27T23:38:21Z,3734711825,56,Left,3734711831,212,19.1,3734711827,140,63.9,3737873163,178,,3734711829,141,98.0,3734711833,213,0.9,,,,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455679,26,1,1,2,18,4l9mrqzmajz5crzlz50mtbt6x,1,61.8,95.1,2022-08-27T13:32:54.240Z,2022-08-27T23:38:38Z,3734711957,212,24.4,3734711953,140,39.8,3734711959,213,3.5,3734711955,141,83.5,3737873753,178,,3734711951,56,Back,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455769,27,1,1,2,21,4l9mrqzmajz5crzlz50mtbt6x,1,37.8,80.6,2022-08-27T13:32:57.328Z,2022-08-27T23:38:47Z,3734712361,213,3.9,3734712355,140,18.4,3734712357,141,49.9,3734712349,56,Back,3737874485,178,,3734712359,212,29.2,,,,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455795,28,1,1,2,33,4l9mrqzmajz5crzlz50mtbt6x,1,22.4,44.2,2022-08-27T13:33:09.368Z,2022-08-27T23:38:55Z,3737874767,178,,3734712485,140,41.0,3734712489,212,23.5,3734712491,213,5.7,3734712483,56,Back,3734712487,141,25.0,,,,,,,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455833,29,1,1,2,38,4l9mrqzmajz5crzlz50mtbt6x,1,38.3,31.6,2022-08-27T13:33:13.868Z,2022-08-27T23:39:03Z,3737875227,178,,3734712681,212,8.1,3734712677,140,31.2,3734712675,56,Back,3734712679,141,36.4,3734712683,213,2.7,,,,,,,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455847,30,1,1,2,40,4l9mrqzmajz5crzlz50mtbt6x,1,34.2,40.1,2022-08-27T13:33:16.388Z,2022-08-27T23:39:14Z,3734712797,140,31.7,3734712803,213,1.7,3734712799,141,65.1,3737876037,178,,3734712795,56,Back,3734712801,212,17.2,,,,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455907,31,1,1,2,44,4l9mrqzmajz5crzlz50mtbt6x,1,32.9,61.7,2022-08-27T13:33:20.398Z,2022-08-27T23:39:30Z,3734713099,140,46.5,3734713101,141,28.2,3734713097,56,Back,3734713105,213,5.3,3737876563,178,,3734713103,212,26.9,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455931,32,1,1,2,48,4l9mrqzmajz5crzlz50mtbt6x,0,56.4,24.6,2022-08-27T13:33:24.121Z,2022-08-27T23:39:37Z,3734713227,155,,3734713239,1,,3737877723,178,,3734713229,56,Center,3734713237,213,0.1,3734713233,141,28.5,3734713231,140,100.0,3734713235,212,47.1,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455951,19,5,1,2,51,ex3psl8e3ajeypwjy4xfltpx6,1,-1.2,68.8,2022-08-27T13:33:27.481Z,2022-08-27T23:39:46Z,3734713321,56,Back,3734713359,233,33,3734713323,346,,,,,,,,,,,,,,,,,bs6f5ag1f47ropxefrybtaktl,M. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455933,33,5,1,2,51,4l9mrqzmajz5crzlz50mtbt6x,0,101.2,31.2,2022-08-27T13:33:27.481Z,2022-08-27T23:39:46Z,3734713243,346,,3734713241,56,Center,3734713389,233,19,,,,,,,,,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451456211,20,1,1,3,15,ex3psl8e3ajeypwjy4xfltpx6,1,4.4,46,2022-08-27T13:33:51.342Z,2022-08-27T23:39:55Z,3734714633,212,66.5,3734714637,1,,3734714629,140,64.3,3734714627,56,Right,3734714641,74,,3734714635,213,6.0,3734714625,124,,3734714631,141,14.3,61xxo4zsk6hby0swa756l3wlx,R. Gikiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451456215,21,61,1,3,18,ex3psl8e3ajeypwjy4xfltpx6,0,64.1,23.3,2022-08-27T13:33:54.496Z,2022-08-27T23:40:21Z,3734714643,56,Center,3737881133,178,,,,,,,,,,,,,,,,,,,,emglxnqrlqskt8krglv7sziwa,R. Pepi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
