id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2446614923,1059,67,1,1,11,a8d2gb2nag8fy0itbuxmcibh2,0,63.8,7.3,2022-08-14T13:32:07.095Z,2022-08-15T08:32:33Z,3709146299,233,1015,,,,,,,,,,,,,,,,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446177793,377,1,1,1,11,1c7qokc1j5z50cjj4tcu32haa,0,30.9,91.7,2022-08-14T13:32:07.122Z,2022-08-15T10:30:30Z,3708973933,178,,3706695851,213,0,3706695845,140,33.2,3706696167,286,,3706695847,141,91.7,3706695849,212,2.4,3706696163,233,11,3706696161,236,,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,3706695843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446140415,11,74,1,1,11,a8d2gb2nag8fy0itbuxmcibh2,1,61,4.2,2022-08-14T13:32:07.138Z,2022-08-15T08:31:36Z,3706695871,233,377,3706502483,56,Right,3706695559,285,,3708974003,178,,,,,,,,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446140503,13,5,1,1,12,a8d2gb2nag8fy0itbuxmcibh2,0,67.6,-1.4,2022-08-14T13:32:08.196Z,2022-08-15T05:12:41Z,3706502893,56,Right,3706508123,233,14,3706502895,347,,,,,,,,,,,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446140537,14,5,1,1,12,1c7qokc1j5z50cjj4tcu32haa,1,32.4,101.4,2022-08-14T13:32:08.196Z,2022-08-15T05:12:41Z,3706508075,233,13,3706503093,347,,3706503091,56,Back,,,,,,,,,,,,,,,,cjok1odm3twxo7sqye3hua6eh,M. Leitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446140419,12,43,1,1,12,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-08-14T13:32:08.425Z,2022-08-14T14:28:09Z,3706502511,56,Right,3706695811,144,61,,,,,,,,,,,,,,,,,,,8l1mv5qd9vwade754v3l8epjp,F. Rønnow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446140559,15,1,1,1,22,1c7qokc1j5z50cjj4tcu32haa,1,27.8,100,2022-08-14T13:32:18.597Z,2022-08-15T05:13:37Z,3706503185,213,4.2,3706503183,212,11.9,3706503179,140,22.4,3706503177,56,Back,3706503181,141,86.0,3706503175,107,,,,,,,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446140575,16,1,1,1,23,1c7qokc1j5z50cjj4tcu32haa,0,22.4,86,2022-08-14T13:32:19.418Z,2022-08-15T05:13:42Z,3706503307,141,69.0,3706503309,212,25.7,3706503305,140,44.3,3708974755,178,,3706503313,1,,3706503303,56,Back,3706503311,213,5.8,3706503301,157,,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446140611,14,1,1,1,26,a8d2gb2nag8fy0itbuxmcibh2,0,54.9,27.7,2022-08-14T13:32:22.064Z,2022-08-15T05:13:48Z,3706503463,212,14.3,3708974817,388,,3706503461,141,33.1,3706503459,140,68.1,3706503457,56,Center,3706503465,213,0.3,3706503455,3,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446140651,17,1,1,1,28,1c7qokc1j5z50cjj4tcu32haa,1,29.9,58.2,2022-08-14T13:32:24.605Z,2022-08-15T05:13:53Z,3706503645,140,21.6,3706503651,213,4.2,3706503647,141,34.8,3706503649,212,18.1,3706503641,3,,3708974873,178,,3706503643,56,Back,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446140691,18,1,1,1,32,1c7qokc1j5z50cjj4tcu32haa,1,19.3,29.4,2022-08-14T13:32:27.924Z,2022-08-15T05:13:58Z,3706503855,213,5.2,3706503851,141,7.0,3706503847,56,Back,3706503849,140,26.1,3706503853,212,16.8,3708974911,178,,,,,,,,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446140715,19,1,1,1,35,1c7qokc1j5z50cjj4tcu32haa,0,22.8,8.6,2022-08-14T13:32:30.617Z,2022-08-15T05:14:09Z,3706503955,141,5.3,3706503959,213,6.1,3706503957,212,11.8,3708285355,155,,3706503951,56,Back,3706503953,140,33.8,3708975019,178,,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446140787,15,4,1,1,37,a8d2gb2nag8fy0itbuxmcibh2,1,64.2,87.2,2022-08-14T13:32:32.901Z,2022-08-15T08:34:05Z,3706504953,152,,3706504949,13,,3706504951,294,,3706505011,233,20,3706504277,56,Left,3706504955,286,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446140813,20,4,1,1,37,1c7qokc1j5z50cjj4tcu32haa,0,35.8,12.8,2022-08-14T13:32:32.902Z,2022-08-15T08:34:05Z,3706505057,233,15,3706504379,285,,3706504377,152,,3706504375,56,Back,3706504373,294,,3708975121,178,,3706504371,13,,,,,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446140793,16,43,1,1,42,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-08-14T13:32:38.068Z,2022-08-14T13:32:43Z,3706504705,144,5,3706504313,56,Left,3706504317,347,0,,,,,,,,,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141125,17,1,1,1,59,a8d2gb2nag8fy0itbuxmcibh2,1,61.9,95.6,2022-08-14T13:32:54.661Z,2022-08-15T05:14:38Z,3706505949,152,,3706505953,140,21.6,3706505955,141,70.2,3706505959,213,3.5,3706505961,1,,3706505951,56,Back,3706505947,5,,3706505957,212,45.7,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,3708975167,178,,3706511869,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141129,18,61,1,2,1,a8d2gb2nag8fy0itbuxmcibh2,1,21.6,70.2,2022-08-14T13:32:56.834Z,2022-08-15T05:14:34Z,3706505977,56,Back,3706511783,189,,3708975325,178,,,,,,,,,,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141169,19,1,1,2,3,a8d2gb2nag8fy0itbuxmcibh2,1,14.3,31.6,2022-08-14T13:32:59.576Z,2022-08-15T05:14:43Z,3706506173,141,12.2,3706506171,140,20.7,3708975411,178,,3706506177,213,5.2,3706506169,56,Back,3706506175,212,14.8,,,,,,,8l1mv5qd9vwade754v3l8epjp,F. Rønnow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141255,20,1,1,2,6,a8d2gb2nag8fy0itbuxmcibh2,1,21.7,12,2022-08-14T13:33:01.954Z,2022-08-15T05:14:49Z,3706506667,141,6.1,3706506669,212,47.8,3708975497,178,,3706506665,140,67.1,3706506671,213,6.2,3708288161,155,,3706506663,56,Right,3706506673,1,,87jamhsc8ps9kh5432u36kjc9,P. Jaeckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141259,21,4,1,2,9,a8d2gb2nag8fy0itbuxmcibh2,1,66.9,7.8,2022-08-14T13:33:05.084Z,2022-08-15T08:33:48Z,3706506695,295,,3706506701,286,,3706506699,152,,3706506697,56,Right,3706506693,13,,3706506889,233,21,,,,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141263,21,4,1,2,9,1c7qokc1j5z50cjj4tcu32haa,0,33.1,92.2,2022-08-14T13:33:05.085Z,2022-08-15T08:33:47Z,3706506715,152,,3706506709,13,,3706506717,285,,3706506711,295,,3708975573,178,,3706506713,56,Back,3706506783,233,21,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141703,22,1,1,2,45,a8d2gb2nag8fy0itbuxmcibh2,1,66,7.1,2022-08-14T13:33:41.298Z,2022-08-15T05:15:46Z,3706508773,5,,3706508775,152,,3706508781,141,7.9,3706699763,278,,3706508779,140,64.8,3706508785,213,2.7,3708975891,178,,3706508777,56,Right,cywgibmici8hwp1ad1nhk3ufp,S. Becker,3706508783,212,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141741,23,1,1,2,46,a8d2gb2nag8fy0itbuxmcibh2,1,64.7,5,2022-08-14T13:33:42.128Z,2022-08-15T05:15:50Z,3706508965,141,28.1,3708975995,178,,3706508969,213,1.4,3706508967,212,15.9,3706508961,56,Center,3706508963,140,67.0,,,,,,,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141743,24,1,1,2,47,a8d2gb2nag8fy0itbuxmcibh2,0,65.5,23.7,2022-08-14T13:33:43.476Z,2022-08-15T05:15:58Z,3706508981,141,11.9,3706508983,212,18.6,3706508977,56,Right,3706508979,140,81.5,3708976313,178,,3706508985,213,5.8,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141747,22,8,1,2,48,1c7qokc1j5z50cjj4tcu32haa,1,24.2,83.3,2022-08-14T13:33:44.280Z,2022-08-15T05:16:04Z,3706508995,56,Back,3708291177,384,,3708976401,178,,,,,,,,,,,,,,,,,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141759,23,49,1,2,50,1c7qokc1j5z50cjj4tcu32haa,1,38.9,92.3,2022-08-14T13:33:46.237Z,2022-08-15T05:16:09Z,,,,,,,,,,,,,,,,,,,,,,,,,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141777,24,61,1,2,50,1c7qokc1j5z50cjj4tcu32haa,0,41.2,97.7,2022-08-14T13:33:46.375Z,2022-08-15T05:16:18Z,3706509111,56,Back,3708976581,178,,,,,,,,,,,,,,,,,,,,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141787,25,49,1,2,51,a8d2gb2nag8fy0itbuxmcibh2,1,65.6,3.8,2022-08-14T13:33:46.989Z,2022-08-15T05:16:23Z,,,,,,,,,,,,,,,,,,,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141837,26,1,1,2,52,a8d2gb2nag8fy0itbuxmcibh2,1,63.7,4.8,2022-08-14T13:33:48.227Z,2022-08-15T05:16:26Z,3706509405,56,Back,3706509409,141,18.0,3706509407,140,38.2,3706509411,212,28.2,3706509413,213,2.8,3708976679,178,,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141851,27,1,1,2,55,a8d2gb2nag8fy0itbuxmcibh2,1,38.3,18.8,2022-08-14T13:33:51.423Z,2022-08-15T05:16:33Z,3708976755,178,,3706509501,212,24.9,3706509497,140,35.0,3706509499,141,55.0,3706509495,56,Back,3706509503,213,1.7,,,,,,,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141855,28,43,1,2,59,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-08-14T13:33:54.714Z,2022-08-14T14:30:23Z,3706509519,56,Back,3706703909,144,61,,,,,,,,,,,,,,,,,,,87jamhsc8ps9kh5432u36kjc9,P. Jaeckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446141919,29,1,1,2,59,a8d2gb2nag8fy0itbuxmcibh2,1,34.7,55.4,2022-08-14T13:33:55.433Z,2022-08-15T05:16:38Z,3706509811,56,Back,3708976817,178,,3706509813,140,32.7,3706509815,141,35.4,3706509817,212,13.8,3706509819,213,4.6,,,,,,,87jamhsc8ps9kh5432u36kjc9,P. Jaeckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
