id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/18/value
2475375531,5,1,1,0,9,9gefq4dz9b2hl8rqrxwrlrzmp,1,27.2,43.1,2022-10-22T13:30:18.547Z,2022-10-23T04:35:26Z,3861936259,213,6.1,3861936251,56,Back,3861936255,141,40.5,3861936249,3,,3861936253,140,38.8,3865278055,178,,3861936257,212,12.3,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375545,6,1,1,0,12,9gefq4dz9b2hl8rqrxwrlrzmp,0,38.8,40.5,2022-10-22T13:30:20.916Z,2022-10-23T04:35:31Z,3865278135,388,,3861936307,56,Back,3861936305,168,,3861936315,213,0.1,3861936311,141,42.1,3861936309,140,47.8,3861936303,3,,3861936313,212,9.5,8l0am8k4pg2s9g9qbkhwte6dx,Y. Poulsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375573,7,1,1,0,13,ex3psl8e3ajeypwjy4xfltpx6,1,51.4,54.6,2022-10-22T13:30:22.445Z,2022-10-23T04:35:40Z,3865278285,388,,3861936437,141,56.1,3861936441,213,0.2,3861936433,56,Center,3861936439,212,4.7,3861936431,3,,3861936435,140,55.8,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375577,8,43,1,0,15,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-10-22T13:30:23.619Z,2022-10-22T16:21:05Z,3863415631,144,44,3861936483,233,7,3861936457,286,0,3861936455,56,Center,,,,,,,,,,,,,8ls8npa774mbrxje10ff46sb9,C. Gruezo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375553,7,43,1,0,15,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2022-10-22T13:30:23.620Z,2022-10-22T16:21:06Z,3861936351,285,0,3863415775,144,44,3861936349,56,Back,,,,,,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375621,9,1,1,0,15,ex3psl8e3ajeypwjy4xfltpx6,1,55.7,58.3,2022-10-22T13:30:23.952Z,2022-10-23T04:35:57Z,3861936671,3,,3861936675,140,47.0,3861936679,212,25.2,3861936673,56,Back,3861936681,213,1.9,3865278591,388,,3861936677,141,92.9,,,,8ls8npa774mbrxje10ff46sb9,C. Gruezo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375657,10,1,1,0,19,ex3psl8e3ajeypwjy4xfltpx6,1,54,96.9,2022-10-22T13:30:27.636Z,2022-10-23T04:36:05Z,3861936827,56,Left,3865278751,178,,3861936833,212,17.8,3861936829,140,68.1,3861936835,213,5.7,3861936831,141,82.4,,,,,,,4gmknefwu0tt33z88tu75xmg9,Iago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375701,11,1,1,0,21,ex3psl8e3ajeypwjy4xfltpx6,1,68.5,89,2022-10-22T13:30:30.138Z,2022-10-23T04:36:15Z,3861936973,141,96.5,3861936975,212,5.6,3861936971,140,70.6,3861936977,213,1.2,3861936969,56,Left,3865278959,178,,,,,,,,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375727,12,1,1,0,23,ex3psl8e3ajeypwjy4xfltpx6,0,73.6,94.6,2022-10-22T13:30:32.549Z,2022-10-23T04:36:21Z,3863418881,224,,3861937091,213,5.2,3861937087,141,62.9,3865279031,178,,3863418883,72,,3861937079,2,,3861937083,56,Center,3861937089,212,25.0,4gmknefwu0tt33z88tu75xmg9,Iago,3861937085,140,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375807,8,12,1,0,25,9gefq4dz9b2hl8rqrxwrlrzmp,1,14.1,40.7,2022-10-22T13:30:33.759Z,2022-10-23T04:36:27Z,3865279129,178,,3861937517,212,32.5,3861937511,56,Back,3861937515,141,35.3,3861937519,213,6.2,3861937513,140,44.9,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375855,9,1,1,0,27,9gefq4dz9b2hl8rqrxwrlrzmp,1,43.9,34.7,2022-10-22T13:30:36.306Z,2022-10-23T04:36:34Z,3865279213,388,,3861937743,3,,3861937751,141,24.5,3861937755,213,5.7,3861937753,212,12.8,3861937749,140,54.2,3861937745,168,,3861937747,56,Center,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475457201,444,49,1,0,30,9gefq4dz9b2hl8rqrxwrlrzmp,1,57.7,28.5,2022-10-22T13:30:38.856Z,2022-10-23T04:36:40Z,,,,,,,,,,,,,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375861,10,50,1,0,32,9gefq4dz9b2hl8rqrxwrlrzmp,1,71.3,32.1,2022-10-22T13:30:41.052Z,2022-10-23T04:38:52Z,3861937791,56,Center,3861937793,286,,3861938189,233,13,,,,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375935,13,7,1,0,32,ex3psl8e3ajeypwjy4xfltpx6,0,28.7,67.9,2022-10-22T13:30:41.110Z,2022-10-23T04:39:34Z,3865282023,178,,3861938171,233,10,3863422989,385,,3861938165,285,,3861938163,56,Back,,,,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375927,11,3,1,0,34,9gefq4dz9b2hl8rqrxwrlrzmp,0,75.6,20.4,2022-10-22T13:30:43.120Z,2022-10-23T04:39:43Z,3861938109,286,,3863423697,465,,3865281133,178,,3862360411,233,14,3861938107,56,Right,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375961,14,7,1,0,34,ex3psl8e3ajeypwjy4xfltpx6,1,24.4,79.6,2022-10-22T13:30:43.288Z,2022-10-23T04:39:53Z,3863423901,383,,3861938301,233,11,3861938267,56,Back,3865282307,178,,3861938269,285,,,,,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375965,15,49,1,0,36,ex3psl8e3ajeypwjy4xfltpx6,1,17.8,91.2,2022-10-22T13:30:45.316Z,2022-10-23T04:40:00Z,,,,,,,,,,,,,,,,,,,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376165,16,1,1,0,40,ex3psl8e3ajeypwjy4xfltpx6,0,20.5,89.4,2022-10-22T13:30:48.836Z,2022-10-23T04:40:03Z,3861939227,212,49.1,3865282437,178,,3861939223,140,67.2,3861939221,56,Left,3861939231,1,,3861939225,141,92.3,3861939219,155,,3861939229,213,0.0,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376129,12,1,1,0,43,9gefq4dz9b2hl8rqrxwrlrzmp,1,40.3,24.5,2022-10-22T13:30:51.662Z,2022-10-23T04:40:08Z,3865282533,388,,3861939085,56,Center,3861939089,141,29.9,3861939083,3,,3861939093,213,0.2,3861939091,212,19.8,3861939087,140,58.8,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376139,13,61,1,0,45,9gefq4dz9b2hl8rqrxwrlrzmp,0,58.3,29.7,2022-10-22T13:30:54.471Z,2022-10-23T04:40:18Z,3865282707,178,,3865282705,21,,3861939115,56,Center,,,,,,,,,,,,,,,,8l0am8k4pg2s9g9qbkhwte6dx,Y. Poulsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376209,17,1,1,0,47,ex3psl8e3ajeypwjy4xfltpx6,1,37.1,66.6,2022-10-22T13:30:55.604Z,2022-10-23T04:40:24Z,3865282769,178,,3861939397,56,Back,3861939399,140,38.3,3861939401,141,90.2,3861939405,213,1.5,3861939395,3,,3861939403,212,16.1,,,,bs6f5ag1f47ropxefrybtaktl,M. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376227,18,1,1,0,50,ex3psl8e3ajeypwjy4xfltpx6,0,40.6,89.8,2022-10-22T13:30:59.217Z,2022-10-23T04:40:28Z,3861939483,56,Back,3861939489,212,2.4,3861939485,140,42.2,3861939641,233,14,3861939645,286,,3861939491,213,5.5,3861939487,141,87.2,3861939639,236,,4gmknefwu0tt33z88tu75xmg9,Iago,3865282815,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376247,14,74,1,0,50,9gefq4dz9b2hl8rqrxwrlrzmp,1,56.4,9.1,2022-10-22T13:30:59.356Z,2022-10-23T04:40:36Z,3861939555,56,Right,3861939559,285,,3865282947,178,,3861939655,233,18,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376273,15,49,1,0,52,9gefq4dz9b2hl8rqrxwrlrzmp,1,42.7,18.2,2022-10-22T13:31:00.814Z,2022-10-23T04:40:45Z,,,,,,,,,,,,,,,,,,,,,,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376301,16,1,1,0,52,9gefq4dz9b2hl8rqrxwrlrzmp,1,42.4,18.4,2022-10-22T13:31:00.881Z,2022-10-23T04:40:52Z,3861939827,140,44.9,3865283169,178,,3861939833,213,5.1,3861939829,141,9.2,3861939831,212,6.8,3861939825,56,Back,,,,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376329,17,1,1,0,53,9gefq4dz9b2hl8rqrxwrlrzmp,1,44.9,9.2,2022-10-22T13:31:02.425Z,2022-10-23T04:40:58Z,3861939953,140,42.7,3861939959,213,1.9,3861939955,141,19.4,3861939951,56,Back,3861939957,212,7.3,3865283249,178,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376423,18,1,1,0,54,9gefq4dz9b2hl8rqrxwrlrzmp,0,42.8,19.2,2022-10-22T13:31:03.084Z,2022-10-23T04:41:05Z,3861940441,1,,3861940437,212,62.6,3861940431,56,Right,3861940435,141,8.8,3861940439,213,6.2,3861940429,157,,3861940433,140,100.0,3865283371,178,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376457,19,56,1,1,2,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-10-22T13:31:11.493Z,2022-10-23T04:41:16Z,3861940559,56,Back,,,,,,,,,,,,,,,,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376431,19,5,1,1,3,9gefq4dz9b2hl8rqrxwrlrzmp,0,101.8,8.2,2022-10-22T13:31:12.041Z,2022-10-23T04:41:20Z,3861940693,233,20,3861940469,346,,3861940467,56,Right,,,,,,,,,,,,,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376479,20,5,1,1,3,ex3psl8e3ajeypwjy4xfltpx6,1,-1.8,91.8,2022-10-22T13:31:12.041Z,2022-10-23T04:41:20Z,3861940647,346,,3861940669,233,19,3861940645,56,Back,,,,,,,,,,,,,,,,4gmknefwu0tt33z88tu75xmg9,Iago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377027,21,1,1,1,33,ex3psl8e3ajeypwjy4xfltpx6,0,2.7,53.2,2022-10-22T13:31:41.966Z,2022-10-23T04:41:22Z,3861943429,141,64.5,3861943435,74,,3861943431,212,58.7,3861943425,56,Center,3861943433,213,0.1,3861943423,124,,3862009053,1,,3861943427,140,58.1,840353qq4b6ufh0hhm9o0n45x,T. Koubek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377047,20,1,1,1,36,9gefq4dz9b2hl8rqrxwrlrzmp,0,33.1,27.1,2022-10-22T13:31:45.505Z,2022-10-23T04:41:34Z,3861943509,141,29.9,3861943511,212,9.8,3861943513,213,0.2,3861943503,56,Back,3865283723,178,,3861943499,3,,3861943507,140,42.3,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377141,22,1,1,1,37,ex3psl8e3ajeypwjy4xfltpx6,1,60.8,72,2022-10-22T13:31:46.098Z,2022-10-23T04:41:41Z,3865283845,178,,3861943957,213,1.3,3861943949,56,Left,3861943953,141,88.4,3861943955,212,11.7,3861943951,140,64.2,3861943943,155,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377151,23,50,1,1,39,ex3psl8e3ajeypwjy4xfltpx6,1,65.4,90.2,2022-10-22T13:31:47.928Z,2022-10-23T04:41:51Z,3861943985,286,,3861944061,233,21,3861943983,56,Left,,,,,,,,,,,,,,,,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377099,21,7,1,1,39,9gefq4dz9b2hl8rqrxwrlrzmp,0,34.6,9.8,2022-10-22T13:31:48.483Z,2022-10-23T04:41:57Z,3861943761,56,Back,3861944031,233,23,3861943763,285,,3865284091,178,,3863433619,385,,,,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377189,24,1,1,1,40,ex3psl8e3ajeypwjy4xfltpx6,0,63,95.2,2022-10-22T13:31:49.584Z,2022-10-23T04:42:02Z,3861944139,141,96.0,3865284165,178,,3861944137,140,86.6,3861944143,212,24.8,3861944133,56,Left,3861944147,213,0.0,,,,,,,4gmknefwu0tt33z88tu75xmg9,Iago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377181,22,49,1,1,44,9gefq4dz9b2hl8rqrxwrlrzmp,1,13.4,2.7,2022-10-22T13:31:52.962Z,2022-10-23T04:42:08Z,,,,,,,,,,,,,,,,,,,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476036551,1449,43,1,1,44,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2022-10-22T13:31:52.984Z,2022-10-23T06:43:19Z,3865446475,178,0,3865446655,144,82,,,,,,,,,,,,,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377211,23,1,1,1,44,9gefq4dz9b2hl8rqrxwrlrzmp,0,9.4,6.6,2022-10-22T13:31:53.497Z,2022-10-23T04:42:20Z,3865284439,178,,3861944227,213,0.4,3861944487,236,,3861944229,1,,3861944489,233,25,3861944215,56,Back,3861944213,157,,3861944493,286,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,3861944217,140,11.4,3861944221,141,8.0,3861944225,212,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377249,25,74,1,1,44,ex3psl8e3ajeypwjy4xfltpx6,1,87.3,96.9,2022-10-22T13:31:53.522Z,2022-10-23T04:42:34Z,3865284505,178,,3861944439,285,,3861944499,233,23,3861944437,56,Left,,,,,,,,,,,,,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377341,24,1,1,1,47,9gefq4dz9b2hl8rqrxwrlrzmp,1,13.5,15,2022-10-22T13:31:55.667Z,2022-10-23T04:43:53Z,3861944959,141,2.2,3861944955,140,26.7,3861944951,56,Back,3861944949,157,,3861944963,213,5.7,3865284933,178,,3861944965,1,,3861944961,212,16.4,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377361,25,1,1,1,49,9gefq4dz9b2hl8rqrxwrlrzmp,1,25.4,2.6,2022-10-22T13:31:58.188Z,2022-10-23T04:44:01Z,3861945067,56,Back,3861945073,141,6.0,3861945079,213,2.9,3865286239,388,,3861945077,212,11.8,3861945069,140,14.4,3862368835,3,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377383,26,1,1,1,50,9gefq4dz9b2hl8rqrxwrlrzmp,1,14.4,6,2022-10-22T13:31:59.019Z,2022-10-23T04:44:06Z,3861945217,1,,3861945187,157,,3861945191,140,26.5,3861945199,141,10.6,3861945203,212,13.1,3865286313,178,,3861945209,213,0.2,3861945189,56,Back,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377369,26,43,1,1,52,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-10-22T13:32:00.623Z,2022-10-22T13:32:22Z,3861945117,56,Left,3861945119,347,0,3861946979,144,5,,,,,,,,,,,,,,,,avk9yje6h4nndg3cufnbu2imt,E. Demirović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
