id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2448383715,9,1,1,0,19,4l9mrqzmajz5crzlz50mtbt6x,1,9.6,58.8,2022-08-20T13:30:51.331Z,2022-08-20T20:13:25Z,3718428961,56,Back,3718428967,212,18.8,3718428963,140,13.0,3720714915,178,,3718428969,213,4.9,3718428965,141,31.6,,,,,,,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383749,10,1,1,0,21,4l9mrqzmajz5crzlz50mtbt6x,1,13.8,30,2022-08-20T13:30:53.941Z,2022-08-20T20:13:27Z,3718429101,56,Back,3718429107,212,24.8,3718429103,140,31.0,3720715141,178,,3718429105,141,5.0,3718429109,213,5.5,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383785,11,1,1,0,24,4l9mrqzmajz5crzlz50mtbt6x,0,30.3,5.8,2022-08-20T13:30:56.575Z,2022-08-20T20:13:33Z,3718429283,212,49.8,3718429287,1,,3718429279,140,62.0,3718429275,155,,3718429281,141,60.3,3720715621,178,,3718429285,213,0.8,3718429277,56,Center,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383797,3,1,1,0,27,7ad69ngbpjuyzv96drf8d9sn2,0,33.5,42.4,2022-08-20T13:30:59.255Z,2022-08-20T20:13:40Z,3720716061,178,,3718429343,56,Back,3718429349,212,9.2,3718429345,140,41.3,3718429347,141,36.4,3718429351,213,5.8,3718429341,3,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383805,12,44,1,0,29,4l9mrqzmajz5crzlz50mtbt6x,1,57.6,63.4,2022-08-20T13:31:01.086Z,2022-08-21T05:44:34Z,3718429379,233,4,3718429373,286,,3718429371,56,Center,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383799,4,44,1,0,29,7ad69ngbpjuyzv96drf8d9sn2,0,42.4,36.6,2022-08-20T13:31:01.087Z,2022-08-20T20:13:44Z,3718429421,233,12,3718429355,56,Back,3718429357,285,,,,,,,,,,,,,,,,,8wlyh0e8178je0hylqjifbkr9,C. Aránguiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383809,13,1,1,0,29,4l9mrqzmajz5crzlz50mtbt6x,1,58.3,64.3,2022-08-20T13:31:01.095Z,2022-08-21T05:44:35Z,3718429393,213,0.4,3718429391,212,12.8,3718429389,141,71.7,3718429385,56,Center,3718429383,3,,3720716639,388,,3718429387,140,69.5,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449054659,882,43,1,0,30,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-20T13:31:02.492Z,2022-08-21T04:03:31Z,3722051251,178,0,3722052511,144,82,,,,,,,,,,,,,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449054821,890,43,1,0,30,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-20T13:31:02.502Z,2022-08-21T04:03:06Z,3722052075,178,0,3722052111,144,82,,,,,,,,,,,,,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449042345,778,67,1,0,30,4l9mrqzmajz5crzlz50mtbt6x,1,69.4,72.8,2022-08-20T13:31:02.532Z,2022-08-21T05:44:35Z,3721984291,233,824,,,,,,,,,,,,,,,,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449042341,824,67,1,0,30,7ad69ngbpjuyzv96drf8d9sn2,0,30.6,27.2,2022-08-20T13:31:02.533Z,2022-08-21T03:36:01Z,3721984339,233,778,,,,,,,,,,,,,,,,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383845,14,4,1,0,30,4l9mrqzmajz5crzlz50mtbt6x,1,71.2,75.2,2022-08-20T13:31:02.774Z,2022-08-20T20:13:53Z,3718429567,56,Center,3718750001,286,,3718429569,152,,3718429565,13,,3718429585,233,5,3718429571,265,,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383841,5,4,1,0,30,7ad69ngbpjuyzv96drf8d9sn2,0,28.8,24.8,2022-08-20T13:31:02.775Z,2022-08-20T20:13:52Z,3720716941,178,,3718429547,265,,3718429541,13,,3718429543,56,Back,3718429593,233,14,3718429545,152,,3718750013,285,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383989,15,1,1,0,43,4l9mrqzmajz5crzlz50mtbt6x,1,59.2,69.9,2022-08-20T13:31:15.389Z,2022-08-20T20:13:54Z,3718430303,1,,3718430301,213,0.5,3718430295,140,87.7,3718430299,212,34.0,3718430287,152,,3720717113,178,,3718431231,189,,3718430285,5,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,3718430297,141,93.6,3718430291,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384013,16,1,1,0,50,4l9mrqzmajz5crzlz50mtbt6x,1,87.9,93.8,2022-08-20T13:31:22.115Z,2022-08-20T20:14:01Z,3718430433,213,2.9,3718430431,212,5.2,3718430429,141,95.6,3718430425,56,Left,3720717621,178,,3718430427,140,83.1,,,,,,,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384021,17,1,1,0,51,4l9mrqzmajz5crzlz50mtbt6x,0,83.2,91.5,2022-08-20T13:31:23.754Z,2022-08-20T20:14:04Z,3718430477,155,,3718430487,213,5.1,3718430479,56,Center,3720131035,224,,3720131037,72,,3718430485,212,24.2,3720717849,178,,3718430475,2,,9uthj64y9f77y63tq7did539x,Angeliño,3718430481,140,91.6,3718430483,141,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384077,6,12,1,0,52,7ad69ngbpjuyzv96drf8d9sn2,1,11.2,35.1,2022-08-20T13:31:24.633Z,2022-08-20T20:14:07Z,3718430695,15,,3718430663,56,Back,3718430667,141,51.2,3720718097,388,,3718430671,213,1.7,3718430665,140,9.7,3718430669,212,11.1,,,,59pu8nnghyxvvt8r3zyndpfpx,S. Azmoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384041,18,13,1,0,53,4l9mrqzmajz5crzlz50mtbt6x,1,92.5,45.2,2022-08-20T13:31:25.360Z,2022-08-20T20:14:15Z,3718431089,103,30.6,3718431087,102,36.1,3718431093,230,98.9,3720718659,388,,3718431091,458,,3718430545,56,Center,3718430721,328,,3718430717,15,,e8ekkg0yayhhmmhinl0v9une,G. Rutter,3718431085,75,,3718430543,17,,3718430541,22,3718431095,231,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384085,7,5,1,0,54,7ad69ngbpjuyzv96drf8d9sn2,1,-1.1,59,2022-08-20T13:31:26.571Z,2022-08-20T20:14:21Z,3718430715,346,,3718430749,233,19,3718430713,56,Back,,,,,,,,,,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384065,19,5,1,0,54,4l9mrqzmajz5crzlz50mtbt6x,0,101.1,41,2022-08-20T13:31:26.571Z,2022-08-20T20:14:22Z,3718430643,56,Center,3718430753,233,7,3718430645,346,,,,,,,,,,,,,,,,,e8ekkg0yayhhmmhinl0v9une,G. Rutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384219,8,1,1,1,13,7ad69ngbpjuyzv96drf8d9sn2,1,4.4,60.3,2022-08-20T13:31:45.793Z,2022-08-20T20:14:28Z,3718431383,124,,3718431387,140,4.6,3718431393,213,4.8,3718431397,237,,3718431385,56,Back,3718431389,141,52.4,3718431391,212,5.4,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384229,9,1,1,1,16,7ad69ngbpjuyzv96drf8d9sn2,1,4.8,52.4,2022-08-20T13:31:48.236Z,2022-08-20T20:14:31Z,3718431453,213,6.3,3718431451,212,10.4,3718431449,141,52.1,3718431445,56,Back,3720720017,178,,3718431447,140,14.7,,,,,,,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384251,10,1,1,1,16,7ad69ngbpjuyzv96drf8d9sn2,1,14.7,52.1,2022-08-20T13:31:48.920Z,2022-08-20T20:14:39Z,3720720419,178,,3718431543,213,4.6,3718431539,141,25.9,3718431535,56,Back,3718431541,212,18.0,3718431537,140,12.2,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384267,11,1,1,1,20,7ad69ngbpjuyzv96drf8d9sn2,1,16.5,17.9,2022-08-20T13:31:52.737Z,2022-08-20T20:14:42Z,3720720903,178,,3718431633,213,5.3,3718431629,141,3.1,3718431625,56,Back,3718431631,212,12.2,3718431627,140,23.0,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384293,12,1,1,1,22,7ad69ngbpjuyzv96drf8d9sn2,1,22.7,4,2022-08-20T13:31:54.777Z,2022-08-20T20:14:44Z,3720721079,178,,3718431733,140,14.3,3718431731,56,Back,3718431737,212,11.8,3718431739,213,2.4,3718431735,141,15.6,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384309,13,1,1,1,24,7ad69ngbpjuyzv96drf8d9sn2,1,13.6,16.4,2022-08-20T13:31:56.148Z,2022-08-20T20:14:48Z,3718431813,140,8.8,3718431811,56,Back,3718431817,212,16.9,3720721405,178,,3718431815,141,40.1,3718431819,213,1.9,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384343,14,1,1,1,27,7ad69ngbpjuyzv96drf8d9sn2,1,11.7,44.2,2022-08-20T13:31:59.153Z,2022-08-20T20:14:52Z,3718431947,56,Back,3718431955,213,1.2,3720721629,178,,3718431951,141,79.7,3718431949,140,21.8,3718431953,212,26.4,,,,,,,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384359,15,1,1,1,30,7ad69ngbpjuyzv96drf8d9sn2,1,37.4,83.5,2022-08-20T13:32:02.441Z,2022-08-20T20:14:55Z,3718432029,213,1.0,3718432025,141,96.9,3718432023,140,42.6,3718432021,56,Back,3720721897,178,,3718432027,212,10.6,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384389,16,1,1,1,32,7ad69ngbpjuyzv96drf8d9sn2,0,43.7,96.3,2022-08-20T13:32:04.868Z,2022-08-20T20:14:58Z,3718432189,212,21.6,3718432185,141,94.1,3718432177,56,Left,3718432193,213,6.2,3720722185,178,,3718432179,140,64.2,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384399,20,49,1,1,34,4l9mrqzmajz5crzlz50mtbt6x,1,37.8,3.5,2022-08-20T13:32:05.995Z,2022-08-20T20:15:01Z,,,,,,,,,,,,,,,,,,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384421,21,1,1,1,37,4l9mrqzmajz5crzlz50mtbt6x,0,43.7,5.3,2022-08-20T13:32:09.317Z,2022-08-20T20:15:07Z,3718432497,236,,3718432411,213,0.2,3718432405,140,45.6,3718432409,212,2.0,3718432503,286,,3720722857,178,,3718432499,233,17,3718432407,141,5.9,arwidogdfccsjv8fxa1veezf9,R. Skov,3718432403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384443,17,74,1,1,37,7ad69ngbpjuyzv96drf8d9sn2,1,56.1,97.1,2022-08-20T13:32:09.416Z,2022-08-20T20:15:12Z,3720723247,178,,3718432493,56,Left,3718432495,285,,3718432509,233,21,,,,,,,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384515,19,61,1,1,39,7ad69ngbpjuyzv96drf8d9sn2,0,54.7,96.9,2022-08-20T13:32:11.305Z,2022-08-20T20:15:19Z,3718432865,56,Left,3720723791,178,,,,,,,,,,,,,,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384529,20,5,1,1,40,7ad69ngbpjuyzv96drf8d9sn2,0,54,101,2022-08-20T13:32:12.122Z,2022-08-20T20:15:23Z,3718432903,56,Left,3718432905,347,,3718432915,233,23,,,,,,,,,,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384483,23,5,1,1,40,4l9mrqzmajz5crzlz50mtbt6x,1,46,-1,2022-08-20T13:32:12.122Z,2022-08-20T20:15:24Z,3718432737,347,,3718432735,56,Back,3718432911,233,20,,,,,,,,,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384505,18,43,1,1,41,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-08-20T13:32:13.548Z,2022-08-20T13:32:29Z,3718432823,286,0,3718433391,144,50,3718432821,56,Left,,,,,,,,,,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384455,22,43,1,1,41,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-20T13:32:13.549Z,2022-08-20T13:32:21Z,3718432839,233,18,3718432929,144,7,3718432539,56,Back,3718432541,285,0,,,,,,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384593,24,1,1,1,50,4l9mrqzmajz5crzlz50mtbt6x,1,47.2,0,2022-08-20T13:32:22.464Z,2022-08-20T20:15:29Z,3718433165,141,6.5,3718433159,107,,3718433171,213,2.8,3718433167,212,16.8,3718433161,56,Back,3718433163,140,32.0,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384641,25,1,1,1,54,4l9mrqzmajz5crzlz50mtbt6x,1,31.4,11.3,2022-08-20T13:32:26.160Z,2022-08-20T20:15:33Z,3718433397,141,26.2,3718433393,56,Back,3718433401,213,1.9,3720725031,178,,3718433399,212,10.7,3718433395,140,28.0,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384659,26,1,1,1,58,4l9mrqzmajz5crzlz50mtbt6x,1,29.3,24.9,2022-08-20T13:32:30.199Z,2022-08-20T20:15:38Z,3718433491,141,11.3,3718433489,140,27.5,3718433493,212,9.4,3718433495,213,4.5,3718433487,56,Back,3720725525,178,,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384675,27,1,1,2,0,4l9mrqzmajz5crzlz50mtbt6x,1,27.9,8.3,2022-08-20T13:32:32.554Z,2022-08-20T20:15:41Z,3718433569,141,4.0,3718433573,213,5.7,3718433565,56,Back,3718433567,140,31.9,3720725751,178,,3718433571,212,5.1,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384717,28,1,1,2,1,4l9mrqzmajz5crzlz50mtbt6x,0,31.9,4,2022-08-20T13:32:33.420Z,2022-08-20T20:15:47Z,3718433777,140,55.3,3718433779,141,9.2,3718433775,56,Right,3718433781,212,24.8,3720726183,178,,3718433783,213,0.1,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449043679,830,67,1,2,2,7ad69ngbpjuyzv96drf8d9sn2,1,46.9,92.6,2022-08-20T13:32:34.734Z,2022-08-21T05:44:36Z,3721992053,233,790,,,,,,,,,,,,,,,,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449043675,790,67,1,2,2,4l9mrqzmajz5crzlz50mtbt6x,0,53.1,7.4,2022-08-20T13:32:34.735Z,2022-08-21T03:39:15Z,3721992073,233,830,,,,,,,,,,,,,,,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384723,21,8,1,2,2,7ad69ngbpjuyzv96drf8d9sn2,1,47.7,92,2022-08-20T13:32:34.759Z,2022-08-21T05:44:36Z,3720726723,178,,3720135305,383,,3718433801,56,Back,,,,,,,,,,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
