id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2509094741,9,1,1,0,15,9gefq4dz9b2hl8rqrxwrlrzmp,1,33.7,55.7,2023-02-18T14:30:35.151Z,2023-02-19T07:42:24Z,4039477011,213,1.1,4042799379,178,,4039477007,141,91.5,4039477005,140,46.8,4039477009,212,28.0,4039477003,56,Back,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509094761,10,1,1,0,19,9gefq4dz9b2hl8rqrxwrlrzmp,1,54.2,89.3,2023-02-18T14:30:39.548Z,2023-02-19T07:42:27Z,4042799407,178,,4039477111,212,17.0,4039477107,140,39.4,4039477109,141,79.2,4039477105,56,Back,4039477113,213,3.6,,,,,,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509094803,11,1,1,0,21,9gefq4dz9b2hl8rqrxwrlrzmp,1,39,79.1,2023-02-18T14:30:41.037Z,2023-02-19T07:42:31Z,4039477343,213,6.2,4039477337,140,46.0,4039477335,56,Back,4039477339,141,78.3,4039477341,212,7.4,4042799485,178,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509722857,1046,67,1,0,22,9gefq4dz9b2hl8rqrxwrlrzmp,1,45.4,78,2023-02-18T14:30:42.113Z,2023-02-19T08:46:27Z,4042827311,233,872,,,,,,,,,,,,,,,,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509722855,872,67,1,0,22,a8l3w3n0j99qjlsxj3jnmgkz1,0,54.6,22,2023-02-18T14:30:42.114Z,2023-02-19T08:16:23Z,4042827319,233,1046,,,,,,,,,,,,,,,,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509094829,12,1,1,0,22,9gefq4dz9b2hl8rqrxwrlrzmp,1,46,78.3,2023-02-18T14:30:42.166Z,2023-02-19T08:46:27Z,4039477495,141,43.7,4042799549,178,,4039477499,213,4.3,4039477493,140,35.3,4039477497,212,26.1,4039477491,56,Back,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509094873,13,1,1,0,25,9gefq4dz9b2hl8rqrxwrlrzmp,1,37.1,41.6,2023-02-18T14:30:45.294Z,2023-02-19T07:42:37Z,4039477741,141,8.9,4042799575,178,,4039477747,1,,4039477735,56,Right,4039477739,140,62.3,4039477743,212,34.6,4039477745,213,5.6,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509094889,14,1,1,0,29,9gefq4dz9b2hl8rqrxwrlrzmp,1,63.5,9.4,2023-02-18T14:30:49.151Z,2023-02-19T07:42:40Z,4042799601,178,,4039477821,140,62.3,4039477819,56,Right,4039477827,213,1.8,4039477823,141,18.4,4039477825,212,6.2,,,,,,,3igg6gfmomgh1t5ohwzbpb5cl,L. Klostermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509094915,15,1,1,0,30,9gefq4dz9b2hl8rqrxwrlrzmp,1,62.2,18.4,2023-02-18T14:30:50.265Z,2023-02-19T07:42:43Z,4039477955,141,9.1,4039477959,213,4.7,4039477953,140,61.9,4042799641,178,,4039477957,212,6.3,4039477951,56,Right,,,,,,,7o3fumeufgigw092b7i5n4f6x,A. Haidara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509094983,16,1,1,0,31,9gefq4dz9b2hl8rqrxwrlrzmp,1,57.4,8.6,2023-02-18T14:30:51.338Z,2023-02-19T07:42:51Z,4042799723,178,,4039478311,141,23.8,4039478313,212,17.2,4039478309,140,44.3,4039478315,213,2.5,4039478307,56,Back,,,,,,,3igg6gfmomgh1t5ohwzbpb5cl,L. Klostermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095059,17,1,1,0,34,9gefq4dz9b2hl8rqrxwrlrzmp,1,44.3,29.3,2023-02-18T14:30:54.230Z,2023-02-19T07:43:01Z,4039478701,212,20.5,4042799859,178,,4039478703,213,1.6,4039478697,140,43.5,4039478695,56,Back,4039478699,141,59.4,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095155,18,1,1,0,38,9gefq4dz9b2hl8rqrxwrlrzmp,1,45.3,64.5,2023-02-18T14:30:58.151Z,2023-02-19T07:43:03Z,4039479197,141,44.3,4039479195,140,45.0,4042799893,178,,4039479201,213,4.7,4039479199,212,13.7,4039479193,56,Back,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095223,19,1,1,0,43,9gefq4dz9b2hl8rqrxwrlrzmp,1,47.4,71.6,2023-02-18T14:31:03.322Z,2023-02-19T07:43:07Z,4039479559,141,97.1,4039479555,56,Left,4039479557,140,52.1,4039479563,213,1.3,4042799947,178,,4039479561,212,18.0,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095261,20,1,1,0,46,9gefq4dz9b2hl8rqrxwrlrzmp,1,52.1,97.1,2023-02-18T14:31:05.791Z,2023-02-19T07:43:13Z,4039479741,140,41.4,4039479747,213,3.7,4039479739,56,Back,4042800065,178,,4039479743,141,85.8,4039479745,212,13.6,,,,,,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095303,21,1,1,0,50,9gefq4dz9b2hl8rqrxwrlrzmp,1,38,83.3,2023-02-18T14:31:10.036Z,2023-02-19T07:43:16Z,4042800119,178,,4039479961,56,Back,4039479967,212,15.4,4039479963,140,32.8,4039479969,213,4.4,4039479965,141,62.1,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095341,22,1,1,0,52,9gefq4dz9b2hl8rqrxwrlrzmp,1,36.7,65.7,2023-02-18T14:31:12.264Z,2023-02-19T07:43:19Z,4039480125,213,0.7,4039480123,212,9.7,4042800157,178,,4039480119,140,43.5,4039480121,141,75.3,4039480117,56,Back,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095393,23,1,1,0,54,9gefq4dz9b2hl8rqrxwrlrzmp,1,43.9,75.9,2023-02-18T14:31:13.808Z,2023-02-19T07:43:24Z,4039480399,140,47.4,4039480397,56,Back,4039480403,212,13.7,4042800235,178,,4039480405,213,1.3,4039480401,141,95.3,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095455,24,1,1,0,59,9gefq4dz9b2hl8rqrxwrlrzmp,1,46.9,95.9,2023-02-18T14:31:18.915Z,2023-02-19T07:43:28Z,4039480761,212,22.5,4039480765,213,3.6,4039480757,140,27.8,4039480755,56,Back,4042800289,178,,4039480759,141,81.0,,,,,,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095473,25,1,1,1,2,9gefq4dz9b2hl8rqrxwrlrzmp,1,27.8,81,2023-02-18T14:31:22.032Z,2023-02-19T07:43:32Z,4039480887,213,4.8,4039480885,212,20.7,4039480883,141,50.7,4042800351,178,,4039480879,56,Back,4039480881,140,29.6,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095499,26,1,1,1,4,9gefq4dz9b2hl8rqrxwrlrzmp,1,29.4,47.6,2023-02-18T14:31:24.547Z,2023-02-19T07:43:35Z,4042800377,178,,4039481073,213,4.9,4039481067,140,34.2,4039481065,56,Back,4039481071,212,21.9,4039481069,141,16.3,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095577,27,1,1,1,7,9gefq4dz9b2hl8rqrxwrlrzmp,1,34.3,15.8,2023-02-18T14:31:26.853Z,2023-02-19T07:43:39Z,4039481415,140,48.3,4039481419,141,11.9,4039481423,212,14.9,4042800455,178,,4039481411,56,Back,4039481425,213,6.1,,,,,,,3igg6gfmomgh1t5ohwzbpb5cl,L. Klostermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095607,28,1,1,1,10,9gefq4dz9b2hl8rqrxwrlrzmp,1,38.5,16.3,2023-02-18T14:31:30.378Z,2023-02-19T07:43:45Z,4039481605,140,27.8,4039481613,213,2.5,4039481609,141,28.4,4039481611,212,13.9,4042800571,178,,4039481601,56,Back,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095691,29,1,1,1,13,9gefq4dz9b2hl8rqrxwrlrzmp,1,27.1,30.2,2023-02-18T14:31:33.486Z,2023-02-19T07:43:47Z,4039482001,56,Back,4042800643,178,,4039482009,213,2.4,4039482003,140,13.6,4039482005,141,49.4,4039482007,212,19.3,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095729,30,1,1,1,18,9gefq4dz9b2hl8rqrxwrlrzmp,1,14.1,50,2023-02-18T14:31:37.820Z,2023-02-19T07:43:50Z,4039482159,141,50.9,4039482155,56,Back,4039482157,140,22.9,4039482163,213,0.1,4042800681,178,,4039482161,212,9.3,,,,,,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095749,31,1,1,1,19,9gefq4dz9b2hl8rqrxwrlrzmp,1,22.9,50.9,2023-02-18T14:31:39.223Z,2023-02-19T07:43:55Z,4039482301,56,Back,4039482307,212,12.4,4042800747,178,,4039482303,140,11.1,4039482309,213,3.2,4039482305,141,50.7,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095849,32,1,1,1,22,9gefq4dz9b2hl8rqrxwrlrzmp,1,11.2,49.7,2023-02-18T14:31:41.852Z,2023-02-19T07:43:58Z,4039482667,212,20.1,4039482669,213,5.8,4042800765,178,,4039482657,56,Back,4039482665,141,37.0,4039482661,140,28.5,,,,,,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095869,33,1,1,1,26,9gefq4dz9b2hl8rqrxwrlrzmp,1,41.2,28.7,2023-02-18T14:31:45.691Z,2023-02-19T07:44:01Z,4039482773,212,11.4,4039482775,213,5.0,4039482771,141,12.4,4039482769,140,43.9,4039482767,56,Back,4042800803,178,,,,,,,,7o3fumeufgigw092b7i5n4f6x,A. Haidara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095949,34,1,1,1,28,9gefq4dz9b2hl8rqrxwrlrzmp,1,43.9,12.4,2023-02-18T14:31:48.197Z,2023-02-19T07:44:04Z,4039483147,56,Right,4039483153,212,17.9,4039483149,140,60.9,4039483155,213,6.2,4042800829,178,,4039483151,141,11.2,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095957,35,1,1,1,29,9gefq4dz9b2hl8rqrxwrlrzmp,0,60.9,11.2,2023-02-18T14:31:49.443Z,2023-02-19T07:44:06Z,4039483215,213,1.7,4039483209,140,60.6,4039483213,212,3.8,4039483211,141,16.7,4039483207,56,Right,4042800849,178,,,,,,,,3igg6gfmomgh1t5ohwzbpb5cl,L. Klostermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509723045,873,67,1,1,30,a8l3w3n0j99qjlsxj3jnmgkz1,1,41.5,70.8,2023-02-18T14:31:50.621Z,2023-02-19T08:46:27Z,4042828607,233,1070,,,,,,,,,,,,,,,,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509723043,1070,67,1,1,30,9gefq4dz9b2hl8rqrxwrlrzmp,0,58.5,29.2,2023-02-18T14:31:50.622Z,2023-02-19T08:18:31Z,4042828611,233,873,,,,,,,,,,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095947,3,1,1,1,30,a8l3w3n0j99qjlsxj3jnmgkz1,0,40.7,73.1,2023-02-18T14:31:50.643Z,2023-02-19T08:46:28Z,4039502245,236,,4039483137,56,Back,4039483143,212,2.5,4039483139,140,42.8,4039483145,213,0.5,4039502247,233,50,4039502251,286,,4042800925,178,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,4039483141,141,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097329,50,74,1,1,30,9gefq4dz9b2hl8rqrxwrlrzmp,1,61.5,21.1,2023-02-18T14:31:50.668Z,2023-02-19T07:44:27Z,4042801133,178,,4039502213,285,,4039489801,56,Right,4039502283,233,3,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095981,4,49,1,1,32,a8l3w3n0j99qjlsxj3jnmgkz1,1,43.2,66.7,2023-02-18T14:31:52.255Z,2023-02-19T07:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096153,7,4,1,1,32,a8l3w3n0j99qjlsxj3jnmgkz1,1,43.1,72,2023-02-18T14:31:52.537Z,2023-02-19T07:44:45Z,4039484145,233,39,4039484127,152,,4039484129,265,,4039484131,286,,4039484123,13,,4039484125,56,Back,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096143,39,4,1,1,32,9gefq4dz9b2hl8rqrxwrlrzmp,0,56.9,28,2023-02-18T14:31:52.538Z,2023-02-19T07:44:44Z,4039484097,152,,4039484383,233,7,4039484099,265,,4039484093,13,,4039484101,285,,4039484095,56,Center,4042801411,178,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096003,5,43,1,1,33,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-02-18T14:31:53.539Z,2023-02-18T14:32:46Z,4039483423,141,70.3,4039483425,212,14.0,4039483427,213,0.2,4039487619,144,1,4039483421,140,56.3,4039483419,56,Center,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095991,36,43,1,1,34,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2023-02-18T14:31:54.240Z,2023-02-18T14:32:09Z,4039484669,144,61,4039483365,56,Right,,,,,,,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096017,6,43,1,1,35,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-02-18T14:31:54.836Z,2023-02-18T14:32:44Z,4039483625,236,0,4039483495,141,64.3,4039483499,213,4.1,4039483493,140,55.7,4039487491,144,1,4039483497,212,4.5,4039483491,56,Center,4039483631,286,0,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096039,37,43,1,1,36,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2023-02-18T14:31:56.676Z,2023-02-18T14:32:10Z,4039483645,233,6,4039483585,56,Back,4039483587,285,0,4039484763,144,74,,,,,,,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096055,38,43,1,1,38,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2023-02-18T14:31:57.972Z,2023-02-18T14:32:07Z,4039484429,144,49,,,,,,,,,,,,,,,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096305,8,1,1,1,48,a8l3w3n0j99qjlsxj3jnmgkz1,1,50.4,66.1,2023-02-18T14:32:07.726Z,2023-02-19T07:44:49Z,4039484943,212,25.6,4042801521,178,,4039484937,56,Back,4039484945,213,4.3,4039484935,152,,4039484939,140,40.4,4039484941,141,31.7,4039484931,5,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
