id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,qualifier/10/value
2451454441,6,44,1,0,20,a8l3w3n0j99qjlsxj3jnmgkz1,1,58.8,89.8,2022-08-27T13:30:54.356Z,2022-08-28T05:56:24Z,3734706339,56,Left,3734706341,286,,3734706373,233,6,,,,,,,,,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454431,6,44,1,0,20,9gefq4dz9b2hl8rqrxwrlrzmp,0,41.2,10.2,2022-08-27T13:30:54.357Z,2022-08-27T22:49:00Z,3734706315,56,Back,3734706393,233,6,3734706317,285,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454449,7,61,1,0,20,a8l3w3n0j99qjlsxj3jnmgkz1,1,52.4,88.2,2022-08-27T13:30:54.379Z,2022-08-28T05:56:24Z,3737723109,178,,3737723107,15,,3734706365,56,Left,,,,,,,,,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452226887,1215,83,1,0,22,9gefq4dz9b2hl8rqrxwrlrzmp,1,39.4,5.6,2022-08-27T13:30:56.399Z,2022-08-28T05:53:56Z,3738890701,399,109219,,,,,,,,,,,,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454461,8,61,1,0,22,a8l3w3n0j99qjlsxj3jnmgkz1,0,58.2,93.9,2022-08-27T13:30:56.459Z,2022-08-27T22:49:25Z,3734706421,56,Left,3737724175,178,,,,,,,,,,,,,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454469,7,5,1,0,23,9gefq4dz9b2hl8rqrxwrlrzmp,1,42.2,-1.3,2022-08-27T13:30:57.864Z,2022-08-27T22:49:31Z,3734706451,347,,3734706503,233,9,3734706449,56,Back,,,,,,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454473,9,5,1,0,23,a8l3w3n0j99qjlsxj3jnmgkz1,0,57.8,101.3,2022-08-27T13:30:57.864Z,2022-08-27T22:49:31Z,3734706467,347,,3734706465,56,Left,3734706513,233,7,,,,,,,,,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454493,8,1,1,0,25,9gefq4dz9b2hl8rqrxwrlrzmp,1,42.4,0,2022-08-27T13:30:59.786Z,2022-08-27T22:49:38Z,3734706577,213,1.4,3734706569,56,Back,3734706567,107,,3734706573,141,27.9,3734706575,212,20.5,3734706571,140,46.0,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454499,9,44,1,0,27,9gefq4dz9b2hl8rqrxwrlrzmp,1,48.1,23.1,2022-08-27T13:31:01.958Z,2022-08-28T05:56:24Z,3734706599,56,Back,3736528999,285,,3734706691,233,10,,,,,,,,,,,,,,,,1j0a3ml1zglc9s31yentfckb9,C. Nkunku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454513,10,44,1,0,27,a8l3w3n0j99qjlsxj3jnmgkz1,0,51.9,76.9,2022-08-27T13:31:01.959Z,2022-08-27T22:49:52Z,3736528957,286,,3734706701,233,9,3734706677,56,Center,,,,,,,,,,,,,,,,bjhgmcai5irlexe7oa1g0e5sl,J. Guilavogui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454505,10,1,1,0,27,9gefq4dz9b2hl8rqrxwrlrzmp,0,46.9,28,2022-08-27T13:31:02.077Z,2022-08-28T05:56:25Z,3737725655,388,,3734706635,212,13.8,3734706631,140,59.5,3734706633,141,22.2,3734706629,56,Center,3734706627,3,,3734706637,213,6.0,,,,1j0a3ml1zglc9s31yentfckb9,C. Nkunku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454531,11,1,1,0,28,a8l3w3n0j99qjlsxj3jnmgkz1,1,43.6,80.6,2022-08-27T13:31:03.220Z,2022-08-27T22:50:03Z,3737726099,178,,3734706763,212,21.4,3734706765,213,5.2,3734706761,141,53.4,3734706755,157,,3734706767,1,,3734706759,140,53.8,3734706757,56,Center,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454537,12,44,1,0,32,a8l3w3n0j99qjlsxj3jnmgkz1,1,57,50.7,2022-08-27T13:31:06.595Z,2022-08-28T05:56:25Z,3734706797,286,,3734706795,56,Center,3734706801,233,11,,,,,,,,,,,,,,,,c82gu4dg85nwgkp7quzwqvefp,M. Kruse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454529,11,44,1,0,32,9gefq4dz9b2hl8rqrxwrlrzmp,0,43,49.3,2022-08-27T13:31:06.596Z,2022-08-27T22:50:10Z,3734706751,56,Back,3734706753,285,,3734706805,233,12,,,,,,,,,,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454547,13,1,1,0,32,a8l3w3n0j99qjlsxj3jnmgkz1,0,60.2,51.6,2022-08-27T13:31:06.665Z,2022-08-28T05:56:25Z,3737726881,388,,3734706845,56,Center,3734706855,213,6.1,3734706851,212,10.1,3734706843,3,,3734706849,141,49.0,3734706847,140,69.7,,,,c82gu4dg85nwgkp7quzwqvefp,M. Kruse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454565,12,1,1,0,33,9gefq4dz9b2hl8rqrxwrlrzmp,1,32.7,50.6,2022-08-27T13:31:07.585Z,2022-08-27T22:50:39Z,3734706943,140,29.3,3734706941,56,Back,3734706945,141,91.1,3734706947,212,27.8,3734706949,213,1.7,3737727795,178,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454583,13,1,1,0,38,9gefq4dz9b2hl8rqrxwrlrzmp,1,26.6,89.6,2022-08-27T13:31:12.726Z,2022-08-27T22:51:02Z,3737728765,178,,3734707039,140,6.7,3734707037,56,Back,3734707043,212,22.9,3734707041,141,75.7,3734707045,213,3.6,,,,,,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454623,14,1,1,0,41,9gefq4dz9b2hl8rqrxwrlrzmp,0,8.4,84.7,2022-08-27T13:31:15.554Z,2022-08-27T22:51:14Z,3737729321,178,,3734707219,56,Back,3734707217,157,,3734707225,212,41.2,3734707223,141,100.0,3734707221,140,46.2,3734707227,213,0.3,3734707229,1,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454655,14,5,1,0,43,a8l3w3n0j99qjlsxj3jnmgkz1,1,51.8,-0.9,2022-08-27T13:31:18.090Z,2022-08-27T22:51:22Z,3734707395,347,,3734707393,56,Right,3734707409,233,15,,,,,,,,,,,,,,,,c82gu4dg85nwgkp7quzwqvefp,M. Kruse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454627,15,5,1,0,43,9gefq4dz9b2hl8rqrxwrlrzmp,0,48.2,100.9,2022-08-27T13:31:18.090Z,2022-08-27T22:51:22Z,3734707233,347,,3734707231,56,Back,3734707435,233,14,,,,,,,,,,,,,,,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454693,15,1,1,0,47,a8l3w3n0j99qjlsxj3jnmgkz1,1,48.9,0,2022-08-27T13:31:21.586Z,2022-08-27T22:51:35Z,3734707533,107,,3734707545,1,,3734707543,213,2.5,3734707541,212,21.7,3734707535,56,Back,3734707537,140,32.3,3734707539,141,17.9,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454729,16,1,1,0,49,a8l3w3n0j99qjlsxj3jnmgkz1,1,32.3,17.9,2022-08-27T13:31:24.205Z,2022-08-27T22:51:46Z,3737730669,178,,3734707661,56,Back,3734707663,140,11.3,3734707665,141,48.7,3734707669,213,2.4,3734707667,212,30.4,,,,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454767,17,1,1,0,53,a8l3w3n0j99qjlsxj3jnmgkz1,1,12.1,49.4,2022-08-27T13:31:27.397Z,2022-08-27T22:52:03Z,3734707831,212,16.1,3734707833,213,1.1,3737731215,178,,3734707825,56,Back,3734707827,140,18.9,3734707829,141,70.7,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454813,18,1,1,0,56,a8l3w3n0j99qjlsxj3jnmgkz1,1,20.1,71.1,2022-08-27T13:31:31.086Z,2022-08-27T22:52:14Z,3734707991,141,38.9,3734707993,212,22.0,3734707995,213,4.8,3734707989,140,21.8,3737732135,178,,3734707987,56,Back,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454829,19,1,1,0,59,a8l3w3n0j99qjlsxj3jnmgkz1,1,22.6,37,2022-08-27T13:31:33.630Z,2022-08-27T22:52:20Z,3734708077,213,5.0,3734708069,56,Back,3737732491,178,,3734708071,140,27.4,3734708075,212,17.5,3734708073,141,12.4,,,,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454879,20,1,1,1,1,a8l3w3n0j99qjlsxj3jnmgkz1,1,27.4,11.9,2022-08-27T13:31:35.815Z,2022-08-27T22:52:26Z,3734708267,213,0.4,3734708259,56,Center,3737732789,178,,3734708261,140,55.9,3734708263,141,28.4,3734708265,212,32.0,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452202791,934,43,1,1,3,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-08-27T13:31:37.247Z,2022-08-28T05:55:20Z,3738892803,144,67,3738769955,233,787,,,,,,,,,,,,,,,,,,,embn1jhcly07i6pjcvcdiavo5,L. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452202789,787,43,1,1,3,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2022-08-27T13:31:37.248Z,2022-08-28T05:55:19Z,3738769959,233,934,3738892793,144,67,,,,,,,,,,,,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454881,21,1,1,1,3,a8l3w3n0j99qjlsxj3jnmgkz1,0,55.9,28.4,2022-08-27T13:31:37.388Z,2022-08-27T22:52:55Z,3734708299,236,,3734708277,56,Center,3734708279,140,57.3,3734708275,168,,3734708281,141,31.3,3734708283,212,2.5,3734708285,213,0.9,3737734217,388,,embn1jhcly07i6pjcvcdiavo5,L. Nmecha,3734708305,286,3734708301,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454847,16,74,1,1,3,9gefq4dz9b2hl8rqrxwrlrzmp,1,46.7,80.9,2022-08-27T13:31:37.410Z,2022-08-27T23:26:13Z,3737836913,178,,3734708311,233,21,3734708133,56,Back,3734708135,285,,,,,,,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454867,17,49,1,1,5,9gefq4dz9b2hl8rqrxwrlrzmp,1,63.6,80.6,2022-08-27T13:31:39.326Z,2022-08-27T22:56:46Z,,,,,,,,,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454889,18,1,1,1,5,9gefq4dz9b2hl8rqrxwrlrzmp,0,63.6,80.6,2022-08-27T13:31:39.417Z,2022-08-27T22:56:52Z,3734708333,140,78.2,3734708331,56,Center,3734708335,141,66.9,3734708339,213,5.7,3734708337,212,17.9,3737745031,178,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452202933,936,67,1,1,8,a8l3w3n0j99qjlsxj3jnmgkz1,1,21.3,33.8,2022-08-27T13:31:42.745Z,2022-08-28T05:56:26Z,3738770663,233,792,,,,,,,,,,,,,,,,,,,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452202931,792,67,1,1,8,9gefq4dz9b2hl8rqrxwrlrzmp,0,78.7,66.2,2022-08-27T13:31:42.746Z,2022-08-28T04:31:40Z,3738770667,233,936,,,,,,,,,,,,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454921,22,12,1,1,8,a8l3w3n0j99qjlsxj3jnmgkz1,1,19.9,32.8,2022-08-27T13:31:42.781Z,2022-08-28T05:56:26Z,3734708441,213,3.3,3734708433,56,Back,3734708435,140,0.0,3734708471,167,,3734708437,141,28.3,3734708439,212,22.6,3737747823,178,,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454911,19,6,1,1,10,9gefq4dz9b2hl8rqrxwrlrzmp,1,89.6,69.4,2022-08-27T13:31:45.114Z,2022-08-27T22:58:05Z,3734708473,233,23,3734708389,56,Center,3734708391,73,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454925,23,6,1,1,10,a8l3w3n0j99qjlsxj3jnmgkz1,0,10.4,30.6,2022-08-27T13:31:45.114Z,2022-08-27T22:58:05Z,3734708459,73,,3734708457,56,Back,3734708477,233,19,,,,,,,,,,,,,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455207,20,1,1,1,34,9gefq4dz9b2hl8rqrxwrlrzmp,1,99.5,99.5,2022-08-27T13:32:08.936Z,2022-08-27T22:58:31Z,3737749279,178,,3734709759,213,3.8,3734709749,6,,3734709757,212,30.9,3734709755,141,72.6,3734709751,56,Center,3734709753,140,75.8,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455239,21,1,1,1,38,9gefq4dz9b2hl8rqrxwrlrzmp,1,77.8,71.2,2022-08-27T13:32:12.791Z,2022-08-27T22:58:43Z,3737749845,178,,3734712783,212,14.0,3734712785,213,0.6,3734709881,56,Left,3734709885,141,82.1,3734709883,140,89.1,,,,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455269,22,43,1,1,40,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2022-08-27T13:32:14.508Z,2022-08-27T13:32:53Z,3734710029,213,4.8,3734710027,212,18.0,3734710025,141,53.7,3734710021,56,Center,3734710023,140,89.7,3734710017,2,0,3734710019,155,0,3734711865,144,1,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455941,23,1,1,1,40,9gefq4dz9b2hl8rqrxwrlrzmp,0,82.1,85.1,2022-08-27T13:32:15.186Z,2022-08-27T22:58:54Z,3734715279,2,,3736535743,223,,3736535745,20,,3734716387,343,2,3734730411,213,5.2,3737750447,178,,3734713283,140,90.3,3734713285,141,59.1,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,3734713281,56,3734730409,212,19.7,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451456275,24,4,1,1,41,9gefq4dz9b2hl8rqrxwrlrzmp,1,87.2,61.2,2022-08-27T13:32:16.056Z,2022-08-27T22:59:25Z,3734714885,286,,3734714881,152,,3734714875,9,,3734719175,233,24,3734714879,56,Center,3734719267,343,3,3734715955,10,,3734718505,348,1j0a3ml1zglc9s31yentfckb9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455281,24,4,1,1,41,a8l3w3n0j99qjlsxj3jnmgkz1,0,12.8,38.8,2022-08-27T13:32:16.057Z,2022-08-27T22:59:25Z,3734718735,343,3,3734712883,56,Back,3737751699,178,,3734714767,285,,3734714761,9,,3734714765,152,,3734714763,10,,3734719191,233,24,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451456401,25,27,1,1,44,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2022-08-27T13:32:19.125Z,2022-08-27T23:01:04Z,3734715453,364,,3734715451,207,,3734715449,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451456437,26,65,1,3,15,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2022-08-27T13:33:50.174Z,2022-08-27T23:01:51Z,3734715617,365,23,3734715783,336,,3734715615,331,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451456465,27,28,1,3,22,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2022-08-27T13:33:57.117Z,2022-08-27T23:02:35Z,3734715753,55,25,3734715751,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
