id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2476403827,8,1,1,0,16,f0w62l8zql3tukxsy8fqwp72x,1,64,93.8,2022-10-23T15:30:53.478Z,2022-10-24T01:03:15Z,3867341087,140,48.6,3867341085,56,Back,3867341089,141,97.5,3869053237,178,,3867341091,212,16.4,3867341093,213,3.0,,,,,,,6ufkq71qh9wrfyaez5yi94e09,C. Ejuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476403907,9,1,1,0,19,f0w62l8zql3tukxsy8fqwp72x,1,47,96.6,2022-10-23T15:30:56.055Z,2022-10-24T01:03:20Z,3867341451,56,Back,3869053349,178,,3867341459,213,3.7,3867341453,140,28.8,3867341455,141,78.4,3867341457,212,22.8,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476403939,10,1,1,0,22,f0w62l8zql3tukxsy8fqwp72x,1,27.7,69.7,2022-10-23T15:30:58.980Z,2022-10-24T01:03:23Z,3869053397,178,,3867341633,141,34.6,3867341631,140,25.6,3867341635,212,24.0,3867341637,213,4.6,3867341629,56,Back,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476403993,11,1,1,0,25,f0w62l8zql3tukxsy8fqwp72x,1,26.7,30,2022-10-23T15:31:01.662Z,2022-10-24T01:03:28Z,3869053525,178,,3867341981,56,Back,3867341983,140,33.8,3867341989,213,5.1,3867341987,212,18.6,3867341985,141,4.9,,,,,,,c2bhdypnqifsl8eiovtfdmyg9,A. Rogel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476404119,12,1,1,0,27,f0w62l8zql3tukxsy8fqwp72x,1,35,4.7,2022-10-23T15:31:04.361Z,2022-10-24T01:03:33Z,3867342605,155,,3867342607,56,Right,3867342611,141,15.6,3867342613,212,66.6,3867342615,213,0.1,3867342617,1,,3867342609,140,98.0,3869053589,178,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476404127,13,61,1,0,33,f0w62l8zql3tukxsy8fqwp72x,1,98,15.6,2022-10-23T15:31:10.248Z,2022-10-24T01:03:43Z,3869053821,178,,3867342661,56,Right,,,,,,,,,,,,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476404167,4,61,1,0,33,cz4a6wmzx2obyisadhgaccx7b,1,3.3,82.6,2022-10-23T15:31:10.264Z,2022-10-24T01:03:47Z,3869053921,178,,3867342891,56,Back,,,,,,,,,,,,,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476404207,5,6,1,0,34,cz4a6wmzx2obyisadhgaccx7b,0,0.8,82.1,2022-10-23T15:31:11.023Z,2022-10-24T01:03:50Z,3867344187,233,14,3867343151,73,,3867343107,56,Back,,,,,,,,,,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476404133,14,6,1,0,34,f0w62l8zql3tukxsy8fqwp72x,1,99.2,17.9,2022-10-23T15:31:11.023Z,2022-10-24T01:03:51Z,3867342707,56,Right,3867344153,233,5,3867344123,73,,,,,,,,,,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476404981,15,1,1,1,17,f0w62l8zql3tukxsy8fqwp72x,0,99.7,0.4,2022-10-23T15:31:53.925Z,2022-10-24T01:03:55Z,3867347333,140,96.4,3867347327,155,,3867347329,223,,3869054103,178,,3867347335,141,37.3,3867347331,56,Center,3867347339,213,1.7,3867347325,6,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,3868136779,72,,3867347323,2,3867347337,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476405023,6,12,1,1,18,cz4a6wmzx2obyisadhgaccx7b,1,5,63.3,2022-10-23T15:31:55.202Z,2022-10-24T01:03:59Z,3867347517,212,21.5,3867347515,141,62.6,3869054173,388,,3867347511,56,Back,3867347519,213,6.3,3867347541,15,,3867347513,140,25.5,,,,2rsdnuf5kuu8kxybsjq7ogbje,M. Aydın,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476405113,16,1,1,1,21,f0w62l8zql3tukxsy8fqwp72x,0,71.4,38.8,2022-10-23T15:31:58.137Z,2022-10-24T01:04:03Z,3867348055,140,71.2,3867348063,212,27.7,3869054237,178,,3867348067,213,4.7,3867348059,141,0.0,3867348051,56,Right,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476405429,7,5,1,1,24,cz4a6wmzx2obyisadhgaccx7b,1,27.6,101.8,2022-10-23T15:32:00.942Z,2022-10-24T01:04:05Z,3867349693,347,,3867349691,56,Back,3867349755,233,17,,,,,,,,,,,,,,,,2rsdnuf5kuu8kxybsjq7ogbje,M. Aydın,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476405119,17,5,1,1,24,f0w62l8zql3tukxsy8fqwp72x,0,72.4,-1.8,2022-10-23T15:32:00.942Z,2022-10-24T01:04:05Z,3867349797,233,7,3867348105,347,,3867348103,56,Right,,,,,,,,,,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476405471,8,1,1,1,40,cz4a6wmzx2obyisadhgaccx7b,0,24.2,100,2022-10-23T15:32:17.140Z,2022-10-24T01:04:10Z,3867349929,56,Back,3867349935,212,25.9,3867349937,213,6.0,3867349931,140,47.7,3867349939,1,,3867349933,141,90.2,3867349927,107,,,,,8kydif03gk6apce8xwl9w3ht5,T. Ouwejan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476405509,18,1,1,1,41,f0w62l8zql3tukxsy8fqwp72x,1,51.9,7.3,2022-10-23T15:32:18.432Z,2022-10-24T01:04:14Z,3867350171,141,21.9,3867350169,140,68.5,3869054475,388,,3867350173,212,20.1,3867350165,3,,3867350167,56,Center,3867350175,213,0.5,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476405535,19,1,1,1,43,f0w62l8zql3tukxsy8fqwp72x,1,68.5,22.1,2022-10-23T15:32:20.340Z,2022-10-24T01:04:24Z,3867350303,213,1.2,3869054645,388,,3867350301,212,9.0,3867350299,141,34.6,3867350297,140,71.4,3867350295,56,Center,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476732907,938,67,1,1,45,f0w62l8zql3tukxsy8fqwp72x,1,72.8,35.9,2022-10-23T15:32:21.758Z,2022-10-24T06:15:49Z,3869089619,233,842,,,,,,,,,,,,,,,,,,,,,,6ufkq71qh9wrfyaez5yi94e09,C. Ejuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476732903,842,67,1,1,45,cz4a6wmzx2obyisadhgaccx7b,0,27.2,64.1,2022-10-23T15:32:21.759Z,2022-10-24T01:33:16Z,3869089651,233,938,,,,,,,,,,,,,,,,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476405569,20,1,1,1,45,f0w62l8zql3tukxsy8fqwp72x,1,72.3,35.2,2022-10-23T15:32:21.773Z,2022-10-24T06:15:49Z,3867350487,140,75.7,3867350489,141,35.4,3867350491,212,3.6,3869054763,178,,3867350485,56,Center,3867350483,168,,3867350493,213,0.0,,,,6ufkq71qh9wrfyaez5yi94e09,C. Ejuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476405571,21,49,1,1,45,f0w62l8zql3tukxsy8fqwp72x,1,75.7,35.4,2022-10-23T15:32:22.482Z,2022-10-24T01:04:35Z,,,,,,,,,,,,,,,,,,,,,,,,,a7x5shoc3g4ne9has4hys20ut,S. Jovetić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476405633,22,1,1,1,46,f0w62l8zql3tukxsy8fqwp72x,1,75.7,35.4,2022-10-23T15:32:23.435Z,2022-10-24T01:04:45Z,3867350779,140,86.6,3867350781,141,57.6,3869055055,178,,3867350783,212,18.9,3867350785,213,0.9,3867351765,210,15,3867350777,56,Center,,,,a7x5shoc3g4ne9has4hys20ut,S. Jovetić,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476405649,23,15,1,1,49,f0w62l8zql3tukxsy8fqwp72x,1,85.3,57.2,2022-10-23T15:32:26.288Z,2022-10-24T01:04:46Z,3867351117,72,,3867358687,328,,3867351817,215,,3867351819,146,98.8,3867350825,56,Center,3867351815,103,4.4,3867351813,102,50.6,3867351797,78,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,3867351821,147,50.7,3867350823,17,3869055181,178,,,3867351805,55,22,3867351801,29,3867350821,22,3867351945,233,9,,,,,,,,,,,,,,,,,,,
2476405665,9,10,1,1,50,cz4a6wmzx2obyisadhgaccx7b,1,1.2,49.3,2022-10-23T15:32:26.910Z,2022-10-24T01:04:49Z,3867350899,178,,3867351275,177,,3868139651,376,,3867350901,182,,3867351425,233,23,3867350903,56,Back,,,,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476405685,10,52,1,1,50,cz4a6wmzx2obyisadhgaccx7b,1,1.2,49.3,2022-10-23T15:32:26.970Z,2022-10-24T01:04:54Z,3869055323,178,,3868139697,376,,,,,,,,,,,,,,,,,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406047,11,80,1,2,5,cz4a6wmzx2obyisadhgaccx7b,0,15.5,41.9,2022-10-23T15:32:42.197Z,2022-10-24T01:04:59Z,3869055453,178,,,,,,,,,,,,,,,,,,,,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406087,12,1,1,2,8,cz4a6wmzx2obyisadhgaccx7b,0,17.9,42.2,2022-10-23T15:32:44.855Z,2022-10-24T01:05:03Z,3867353203,157,,3867353209,56,Center,3867353217,213,0.0,3867353215,212,55.0,3867353213,141,45.4,3867353219,1,,3869055539,178,,3867353211,140,70.2,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,3867353205,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476408179,46,44,1,2,11,f0w62l8zql3tukxsy8fqwp72x,1,30.6,54.2,2022-10-23T15:32:48.573Z,2022-10-24T06:15:50Z,3867364111,56,Back,3867364241,233,13,3867364115,285,,,,,,,,,,,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406185,13,44,1,2,11,cz4a6wmzx2obyisadhgaccx7b,0,69.4,45.8,2022-10-23T15:32:48.574Z,2022-10-24T01:05:08Z,3867353769,286,,3867364273,233,46,3867353767,56,Center,,,,,,,,,,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406173,24,61,1,2,11,f0w62l8zql3tukxsy8fqwp72x,1,34.1,42.8,2022-10-23T15:32:48.604Z,2022-10-24T06:15:50Z,3869055781,21,,3869055783,388,,3867353711,56,Back,,,,,,,,,,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406325,14,61,1,2,13,cz4a6wmzx2obyisadhgaccx7b,0,71.3,24.6,2022-10-23T15:32:50.497Z,2022-10-24T01:05:20Z,3867354483,56,Center,3869055869,178,,,,,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406301,25,12,1,2,15,f0w62l8zql3tukxsy8fqwp72x,1,26.4,78.7,2022-10-23T15:32:51.782Z,2022-10-24T01:05:28Z,3867354373,141,100.0,3867354403,167,,3867354369,56,Back,3867354371,140,30.9,3867354377,213,1.3,3867354375,212,16.5,3869056011,178,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406467,15,5,1,2,17,cz4a6wmzx2obyisadhgaccx7b,1,66.5,-1.2,2022-10-23T15:32:54.234Z,2022-10-24T01:05:30Z,3867355305,56,Right,3867355331,233,26,3867355307,347,,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406309,26,5,1,2,17,f0w62l8zql3tukxsy8fqwp72x,0,33.5,101.2,2022-10-23T15:32:54.234Z,2022-10-24T01:05:31Z,3867354393,56,Back,3867355349,233,15,3867354395,347,,,,,,,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406515,16,1,1,2,25,cz4a6wmzx2obyisadhgaccx7b,1,63.9,0,2022-10-23T15:33:02.514Z,2022-10-24T01:05:33Z,3867355473,141,6.8,3867355471,140,54.7,3867355469,56,Right,3867355475,212,11.4,3867355477,213,2.6,3867355467,107,,,,,,,,2rsdnuf5kuu8kxybsjq7ogbje,M. Aydın,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406589,17,1,1,2,29,cz4a6wmzx2obyisadhgaccx7b,0,56.1,7,2022-10-23T15:33:05.821Z,2022-10-24T01:05:37Z,3867355851,141,24.0,3867355853,212,27.2,3867355849,140,79.6,3867355847,56,Center,3867355845,155,,3869056203,178,,3867355855,213,0.4,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406549,27,44,1,2,31,f0w62l8zql3tukxsy8fqwp72x,1,18.9,74.8,2022-10-23T15:33:07.958Z,2022-10-24T06:15:50Z,3867355961,233,18,3867355615,56,Back,3867355617,285,,,,,,,,,,,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406603,18,44,1,2,31,cz4a6wmzx2obyisadhgaccx7b,0,81.1,25.2,2022-10-23T15:33:07.959Z,2022-10-24T01:06:02Z,3867355905,286,,3867356067,233,27,3867355903,56,Center,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406587,28,1,1,2,31,f0w62l8zql3tukxsy8fqwp72x,1,17.4,73.9,2022-10-23T15:33:07.999Z,2022-10-24T06:15:51Z,3867355839,212,12.5,3867355831,3,,3867355841,213,1.1,3867355837,141,89.9,3867355833,56,Back,3869056363,388,,3867355835,140,23.3,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406599,29,61,1,2,31,f0w62l8zql3tukxsy8fqwp72x,1,24.4,90.9,2022-10-23T15:33:08.166Z,2022-10-24T01:05:53Z,3869056513,178,,3867355881,56,Back,,,,,,,,,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476733103,943,43,1,2,32,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-10-23T15:33:09.181Z,2022-10-24T01:33:56Z,3869090441,178,0,3869090477,144,82,,,,,,,,,,,,,,,,,,,6ufkq71qh9wrfyaez5yi94e09,C. Ejuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406639,30,49,1,2,33,f0w62l8zql3tukxsy8fqwp72x,1,24.5,94.1,2022-10-23T15:33:10.298Z,2022-10-24T01:06:07Z,,,,,,,,,,,,,,,,,,,,,,,,,6ufkq71qh9wrfyaez5yi94e09,C. Ejuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406643,31,1,1,2,33,f0w62l8zql3tukxsy8fqwp72x,0,24.5,94.1,2022-10-23T15:33:10.441Z,2022-10-24T01:06:21Z,3867356103,213,5.0,3867356101,212,2.9,3867356097,140,25.2,3867356095,56,Back,3869057107,178,,3867356099,141,89.9,,,,,,,6ufkq71qh9wrfyaez5yi94e09,C. Ejuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476733141,851,43,1,2,34,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-10-23T15:33:10.737Z,2022-10-24T01:34:19Z,3869090705,144,82,3869090529,178,0,,,,,,,,,,,,,,,,,,,2rsdnuf5kuu8kxybsjq7ogbje,M. Aydın,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476406663,19,49,1,2,34,cz4a6wmzx2obyisadhgaccx7b,1,71.5,9.4,2022-10-23T15:33:10.957Z,2022-10-24T06:35:45Z,,,,,,,,,,,,,,,,,,,,,,,,,2rsdnuf5kuu8kxybsjq7ogbje,M. Aydın,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476733151,852,43,1,2,34,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-10-23T15:33:11.279Z,2022-10-24T01:34:12Z,3869090563,178,0,3869090589,144,82,,,,,,,,,,,,,,,,,,,2rsdnuf5kuu8kxybsjq7ogbje,M. Aydın,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
