id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,keyPass,qualifier/13/value,qualifier/12/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value,qualifier/19/value
2500297441,8,43,1,0,12,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-01-24T17:31:13.165Z,2023-01-24T17:31:16Z,3993317121,286,0,3993317119,56,Left,3993317209,144,50,,,,,,,,,,,,,,,,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297527,4,1,1,0,25,9gefq4dz9b2hl8rqrxwrlrzmp,0,35.1,24.9,2023-01-24T17:31:25.906Z,2023-01-25T01:08:47Z,3993317607,141,18.9,3993317603,56,Right,3993317609,212,42.3,3993317611,213,6.2,3993317601,241,,3993317599,155,,3994017743,178,,3993317597,5,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,3993317613,1,3993317605,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297549,9,1,1,0,27,cz4a6wmzx2obyisadhgaccx7b,1,29.9,80.4,2023-01-24T17:31:27.902Z,2023-01-25T01:09:21Z,3993317757,213,5.6,3993317753,212,8.0,3993317743,56,Back,3993317749,141,73.2,3993317745,140,35.9,3994018049,388,,3993317741,3,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297555,10,49,1,0,28,cz4a6wmzx2obyisadhgaccx7b,1,39,73.9,2023-01-24T17:31:29.234Z,2023-01-25T01:10:06Z,,,,,,,,,,,,,,,,,,,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297561,11,50,1,0,28,cz4a6wmzx2obyisadhgaccx7b,1,34.8,74.7,2023-01-24T17:31:29.285Z,2023-01-25T01:10:17Z,3993317795,56,Back,3993317797,286,,3993317873,233,5,,,,,,,,,,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297567,5,7,1,0,29,9gefq4dz9b2hl8rqrxwrlrzmp,1,65.2,25.3,2023-01-24T17:31:29.820Z,2023-01-25T01:10:22Z,3994018621,178,,3993737459,383,,3993317855,285,,3993317825,56,Center,3993317851,233,11,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297599,7,49,1,0,30,9gefq4dz9b2hl8rqrxwrlrzmp,1,69.7,23.9,2023-01-24T17:31:31.216Z,2023-01-25T01:11:37Z,,,,,,,,,,,,,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297571,6,1,1,0,31,9gefq4dz9b2hl8rqrxwrlrzmp,1,65.7,21.7,2023-01-24T17:31:31.821Z,2023-01-25T01:12:00Z,3993424071,141,15.5,3993317833,56,Right,3994019215,178,,3993424075,213,4.9,3993424069,140,66.5,3993424073,212,4.3,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297619,8,1,1,0,32,9gefq4dz9b2hl8rqrxwrlrzmp,1,76.9,12.9,2023-01-24T17:31:33.038Z,2023-01-25T01:12:05Z,3993318069,212,19.6,3993318063,56,Right,3994019313,178,,3993318067,141,8.5,3993318071,213,6.1,3993318065,140,95.3,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297639,9,1,1,0,35,9gefq4dz9b2hl8rqrxwrlrzmp,0,92.9,8.1,2023-01-24T17:31:35.414Z,2023-01-25T01:12:11Z,3993318173,140,97.0,3993318177,212,23.9,3993318171,56,Center,3993318179,213,1.4,3993318175,141,42.7,3994019369,178,,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297637,12,52,1,0,37,cz4a6wmzx2obyisadhgaccx7b,1,3.5,55.1,2023-01-24T17:31:37.385Z,2023-01-25T01:12:19Z,3993739873,376,,3994019433,178,,,,,,,,,,,,,,,,,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297693,13,1,1,0,43,cz4a6wmzx2obyisadhgaccx7b,1,12.2,45.1,2023-01-24T17:31:43.445Z,2023-01-25T01:12:59Z,3993318427,213,5.2,3993318423,141,14.7,3993318419,56,Back,3993318417,123,,3993318421,140,23.2,3994019669,178,,3993318425,212,23.7,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297717,14,1,1,0,47,cz4a6wmzx2obyisadhgaccx7b,1,26,11.1,2023-01-24T17:31:47.513Z,2023-01-25T01:13:14Z,3993318575,213,2.5,3993318571,141,23.7,3994019761,178,,3993318573,212,15.2,3993318569,140,14.1,3993318567,56,Back,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297751,15,1,1,0,49,cz4a6wmzx2obyisadhgaccx7b,1,6.8,24,2023-01-24T17:31:49.476Z,2023-01-25T01:13:16Z,3993318745,141,47.9,3993318741,56,Back,3993318747,212,17.1,3993318743,140,1.8,3994019785,178,,3993318749,213,1.9,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297799,16,1,1,0,52,cz4a6wmzx2obyisadhgaccx7b,1,2.3,50.9,2023-01-24T17:31:52.486Z,2023-01-25T01:13:20Z,3993318971,141,87.4,3993318965,56,Back,3993318975,213,1.2,3994019819,178,,3993318973,212,26.7,3993318969,140,11.7,,,,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297801,17,12,1,0,54,cz4a6wmzx2obyisadhgaccx7b,1,14.2,90.9,2023-01-24T17:31:54.986Z,2023-01-25T01:13:29Z,3993318995,141,100.0,3993318991,56,Back,3993741407,167,,3993318993,140,27.6,3994019853,178,,3993318997,212,15.8,3993318999,213,0.5,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297831,10,5,1,0,55,9gefq4dz9b2hl8rqrxwrlrzmp,1,74,-1.5,2023-01-24T17:31:56.056Z,2023-01-25T01:13:33Z,3993319135,233,18,3993319113,347,,3993319111,56,Right,,,,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297803,18,5,1,0,55,cz4a6wmzx2obyisadhgaccx7b,0,26,101.5,2023-01-24T17:31:56.056Z,2023-01-25T01:13:34Z,3993319005,347,,3993319001,56,Back,3993319161,233,10,,,,,,,,,,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297881,11,1,1,1,3,9gefq4dz9b2hl8rqrxwrlrzmp,1,75,0,2023-01-24T17:32:04.181Z,2023-01-25T01:13:36Z,3993319359,212,6.3,3993319357,141,6.5,3993319353,56,Right,3993319355,140,71.9,3993319361,213,2.1,3993319351,107,,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297895,12,1,1,1,5,9gefq4dz9b2hl8rqrxwrlrzmp,1,70.1,8,2023-01-24T17:32:05.696Z,2023-01-25T01:13:40Z,3993319441,141,3.8,3993319445,213,4.6,3993319439,140,69.9,3993319443,212,2.9,3993319437,56,Right,3994019919,178,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297905,13,1,1,1,6,9gefq4dz9b2hl8rqrxwrlrzmp,1,69.9,3.8,2023-01-24T17:32:06.535Z,2023-01-25T01:13:46Z,3993319481,213,0.7,3993319475,140,75.7,3993319479,212,8.3,3993319473,56,Right,3993319477,141,12.0,3994020003,178,,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297927,14,1,1,1,7,9gefq4dz9b2hl8rqrxwrlrzmp,1,75.7,12,2023-01-24T17:32:07.448Z,2023-01-25T01:13:56Z,3993319591,212,4.7,3993319585,56,Right,3993319623,156,,3993319587,140,73.3,3994020055,178,,3993319589,141,6.2,3993319593,213,4.1,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500381707,891,3,1,1,7,9gefq4dz9b2hl8rqrxwrlrzmp,0,81.5,13,2023-01-24T17:32:08.257Z,2023-01-25T01:14:09Z,3993743411,286,,3993743413,464,,3993743409,56,Right,3993743415,467,8n0dskalmx94ofiq6jewa22tx,3994020069,178,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297949,15,3,1,1,9,9gefq4dz9b2hl8rqrxwrlrzmp,0,85,15.4,2023-01-24T17:32:09.720Z,2023-01-25T01:14:22Z,3993319695,286,,3993743689,464,,3993319693,56,Right,3993319707,211,,3994020127,178,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297989,19,1,1,1,10,cz4a6wmzx2obyisadhgaccx7b,0,15.2,76.1,2023-01-24T17:32:11.344Z,2023-01-25T01:14:27Z,3993319843,141,94.0,3993319847,213,1.0,3993319839,56,Back,3993319841,140,23.2,3993319845,212,14.8,3994020151,178,,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297973,16,49,1,1,12,9gefq4dz9b2hl8rqrxwrlrzmp,1,75.9,6.8,2023-01-24T17:32:12.536Z,2023-01-25T01:14:32Z,,,,,,,,,,,,,,,,,,,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500297991,17,1,1,1,12,9gefq4dz9b2hl8rqrxwrlrzmp,1,75.9,6.8,2023-01-24T17:32:12.553Z,2023-01-25T01:14:35Z,3993319857,140,77.5,3993319863,212,9.3,3994020181,178,,3993319861,141,20.3,3993319855,56,Right,3993319865,213,1.4,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298013,18,1,1,1,13,9gefq4dz9b2hl8rqrxwrlrzmp,1,77.5,20.3,2023-01-24T17:32:13.982Z,2023-01-25T01:14:39Z,3993319969,212,8.8,3993319963,56,Right,3993319967,141,19.1,3993319965,140,85.8,3993319971,213,6.2,3994020199,178,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298025,19,1,1,1,15,9gefq4dz9b2hl8rqrxwrlrzmp,0,85.8,19.1,2023-01-24T17:32:15.447Z,2023-01-25T01:14:43Z,3994020231,178,,3993320033,212,40.2,3993320023,2,,3993320099,345,,3993744409,20,,3993320031,141,76.3,3993744407,224,,3993320035,213,1.3,1qthvf5krys0pzk24h8wtr9at,K. Laimer,3993320025,155,3993320037,1,,3993320029,140,95.5,3993320027,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298037,20,49,1,1,19,cz4a6wmzx2obyisadhgaccx7b,1,10.5,10.7,2023-01-24T17:32:20.165Z,2023-01-25T01:14:58Z,,,,,,,,,,,,,,,,,,,,,,,,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298047,21,1,1,1,19,cz4a6wmzx2obyisadhgaccx7b,0,8.4,9.7,2023-01-24T17:32:20.234Z,2023-01-25T01:15:04Z,3993320153,1,,3993320149,212,50.7,3993320143,56,Right,3993320147,141,14.6,3993320151,213,0.1,3993320145,140,56.6,3994020363,178,,3993320141,157,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298071,20,1,1,1,22,9gefq4dz9b2hl8rqrxwrlrzmp,0,40.8,90,2023-01-24T17:32:23.336Z,2023-01-25T01:15:20Z,3993320261,140,53.4,3993320265,212,14.1,3994020421,388,,3993320267,213,0.4,3993320263,141,97.2,3993320259,56,Left,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298077,22,1,1,1,25,cz4a6wmzx2obyisadhgaccx7b,0,45,4,2023-01-24T17:32:26.354Z,2023-01-25T01:15:29Z,3993320303,213,0.6,3993320295,56,Right,3994020513,178,,3993320301,212,17.4,3993320293,155,,3993320297,140,58.3,3993320299,141,19.2,,,,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298079,21,49,1,1,27,9gefq4dz9b2hl8rqrxwrlrzmp,1,42.3,83.7,2023-01-24T17:32:27.654Z,2023-01-25T01:15:33Z,,,,,,,,,,,,,,,,,,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298109,22,50,1,1,31,9gefq4dz9b2hl8rqrxwrlrzmp,1,65.2,74,2023-01-24T17:32:31.408Z,2023-01-25T01:16:09Z,3993320515,233,23,3993320441,286,,3993320439,56,Center,,,,,,,,,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298123,23,7,1,1,31,cz4a6wmzx2obyisadhgaccx7b,1,34.8,26,2023-01-24T17:32:32.248Z,2023-01-25T01:16:13Z,3993320505,56,Back,3993320509,233,22,3993320507,285,,3993746327,383,,3994020847,178,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298125,24,49,1,1,32,cz4a6wmzx2obyisadhgaccx7b,1,32.8,26.1,2023-01-24T17:32:32.466Z,2023-01-25T01:16:19Z,,,,,,,,,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298135,25,1,1,1,33,cz4a6wmzx2obyisadhgaccx7b,1,33,25.9,2023-01-24T17:32:33.752Z,2023-01-25T01:16:23Z,3993320551,212,10.7,3993320545,56,Back,3994020941,178,,3993320549,141,19.2,3993320547,140,42.2,3993320553,213,5.8,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298147,23,45,1,1,35,9gefq4dz9b2hl8rqrxwrlrzmp,0,55.3,78.8,2023-01-24T17:32:36.013Z,2023-01-25T01:16:53Z,3993320633,56,Center,3993320635,285,,3993320701,233,26,,,,,,,,,,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298155,26,3,1,1,35,cz4a6wmzx2obyisadhgaccx7b,1,44.7,21.2,2023-01-24T17:32:36.013Z,2023-01-25T01:16:53Z,3993747189,464,,3993320681,286,,3993320679,56,Back,3993320683,233,23,3994021033,178,,,,,,,,,,,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298167,27,1,1,1,38,cz4a6wmzx2obyisadhgaccx7b,0,60.9,28.3,2023-01-24T17:32:39.013Z,2023-01-25T01:17:00Z,3993320749,212,26.1,3993320743,56,Center,3993320747,141,65.2,3994021095,178,,3993320751,213,1.3,3993320745,140,67.6,,,,,,,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298177,24,61,1,1,39,9gefq4dz9b2hl8rqrxwrlrzmp,1,26,40.9,2023-01-24T17:32:40.054Z,2023-01-25T01:17:09Z,3993320829,56,Back,3994021191,178,,,,,,,,,,,,,,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298191,25,49,1,1,42,9gefq4dz9b2hl8rqrxwrlrzmp,1,36,44.9,2023-01-24T17:32:42.752Z,2023-01-25T01:18:24Z,,,,,,,,,,,,,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500298205,26,1,1,1,42,9gefq4dz9b2hl8rqrxwrlrzmp,1,34.6,42.9,2023-01-24T17:32:42.789Z,2023-01-25T01:18:29Z,3993320969,213,2.0,3993320963,140,31.1,3993320967,212,8.5,3994021735,178,,3993320961,56,Back,3993320965,141,54.2,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
