id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2465504161,6,49,1,0,10,a8d2gb2nag8fy0itbuxmcibh2,1,64.5,85.3,2022-10-01T13:30:25.974Z,2022-10-02T03:19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504209,7,1,1,0,10,a8d2gb2nag8fy0itbuxmcibh2,1,67,89.4,2022-10-01T13:30:26.178Z,2022-10-02T03:19:13Z,3809420889,141,95.8,3809420885,56,Left,3813216223,178,,3809420893,213,1.3,3809420891,212,4.5,3809420887,140,68.2,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504325,8,1,1,0,13,a8d2gb2nag8fy0itbuxmcibh2,0,78.9,97.9,2022-10-01T13:30:29.116Z,2022-10-02T03:19:22Z,3809422499,155,,3813216505,178,,3811140899,386,,3809421453,140,90.9,3809421457,212,25.4,3811140901,72,,3811140897,225,,3809422497,2,,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,3809421459,213,5.2,3809421451,56,Center,3809421455,141,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504211,6,49,1,0,14,c5hderjlkcoaze51e5wgvptk,1,8.3,34.2,2022-10-01T13:30:30.403Z,2022-10-02T03:19:29Z,,,,,,,,,,,,,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504321,7,1,1,0,16,c5hderjlkcoaze51e5wgvptk,1,4.7,22.3,2022-10-01T13:30:32.269Z,2022-10-02T03:19:36Z,3809421423,141,6.6,3809421427,213,4.8,3813216915,178,,3809421419,140,5.1,3809421415,56,Back,3809421425,212,10.7,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466343359,1462,83,1,0,17,a8d2gb2nag8fy0itbuxmcibh2,1,89.8,92.6,2022-10-01T13:30:33.816Z,2022-10-02T11:07:49Z,3813877515,399,470615,,,,,,,,,,,,,,,,,,,,,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466343371,1468,43,1,0,17,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-10-01T13:30:33.816Z,2022-10-02T11:07:53Z,3813877775,144,82,3813877585,178,0,,,,,,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504333,8,1,1,0,19,c5hderjlkcoaze51e5wgvptk,0,5.1,1.9,2022-10-01T13:30:35.316Z,2022-10-02T03:19:46Z,3809421487,212,3.2,3809421479,155,,3809421483,140,8.1,3809421485,141,2.1,3809421481,56,Back,3809421489,213,0.0,3813217301,178,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504329,9,61,1,0,19,a8d2gb2nag8fy0itbuxmcibh2,1,92,97.5,2022-10-01T13:30:35.386Z,2022-10-02T03:20:01Z,3813217943,21,,3813217947,178,,3809421473,56,Left,,,,,,,,,,,,,,,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504369,9,5,1,0,21,c5hderjlkcoaze51e5wgvptk,1,18.4,-2,2022-10-01T13:30:36.894Z,2022-10-02T03:20:22Z,3809421695,233,10,3809421665,347,,3809421663,56,Back,,,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504345,10,5,1,0,21,a8d2gb2nag8fy0itbuxmcibh2,0,81.6,102,2022-10-01T13:30:36.894Z,2022-10-02T03:20:23Z,3809421545,56,Left,3809421737,233,9,3809421551,347,,,,,,,,,,,,,,,,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504715,10,1,1,0,42,c5hderjlkcoaze51e5wgvptk,0,26.1,0,2022-10-01T13:30:58.398Z,2022-10-02T03:20:31Z,3809423319,213,0.3,3809423315,141,5.3,3809423311,56,Back,3809423317,212,14.7,3809423309,107,,3809423313,140,39.5,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504807,11,1,1,0,44,a8d2gb2nag8fy0itbuxmcibh2,1,60.5,95.8,2022-10-01T13:31:00.163Z,2022-10-02T03:20:45Z,3809423737,56,Center,3809423743,212,20.1,3809423745,213,5.4,3809423741,141,73.6,3809423735,3,,3809423739,140,73.1,3813219801,388,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504811,12,49,1,0,46,a8d2gb2nag8fy0itbuxmcibh2,1,73.7,73.9,2022-10-01T13:31:02.336Z,2022-10-02T03:21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504873,11,45,1,0,49,c5hderjlkcoaze51e5wgvptk,0,25.6,19.8,2022-10-01T13:31:05.457Z,2022-10-02T03:21:25Z,3809424081,285,,3809424079,56,Back,3809424165,233,13,,,,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504879,13,3,1,0,49,a8d2gb2nag8fy0itbuxmcibh2,1,74.4,80.2,2022-10-01T13:31:05.457Z,2022-10-02T03:21:25Z,3809424091,56,Left,3809424095,286,,3809424139,233,11,3811445507,464,,3813221731,178,,,,,,,,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504885,14,50,1,0,50,a8d2gb2nag8fy0itbuxmcibh2,1,92.2,96.2,2022-10-01T13:31:06.759Z,2022-10-02T03:21:43Z,3809424379,233,12,3809424119,56,Left,3809424121,286,,,,,,,,,,,,,,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504915,12,7,1,0,51,c5hderjlkcoaze51e5wgvptk,1,7.8,3.8,2022-10-01T13:31:07.025Z,2022-10-02T03:21:50Z,3809424331,233,14,3813222685,178,,3809424243,285,,3809424239,167,,3809424241,56,Back,3811453495,385,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504921,13,5,1,0,51,c5hderjlkcoaze51e5wgvptk,0,13.9,-1.2,2022-10-01T13:31:07.394Z,2022-10-02T03:21:55Z,3809424277,347,,3809424275,56,Back,3809424537,233,15,,,,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504959,15,5,1,0,51,a8d2gb2nag8fy0itbuxmcibh2,1,86.1,101.2,2022-10-01T13:31:07.394Z,2022-10-02T03:21:55Z,3809424483,233,13,3809424439,56,Left,3809424441,347,,,,,,,,,,,,,,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505215,16,1,1,1,8,a8d2gb2nag8fy0itbuxmcibh2,1,89.7,100,2022-10-01T13:31:24.306Z,2022-10-02T03:22:48Z,3809425787,212,8.5,3809425779,107,,3809425783,140,88.5,3809425789,213,4.6,3809425781,56,Left,3809425785,141,89.6,,,,,,,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505263,17,1,1,1,9,a8d2gb2nag8fy0itbuxmcibh2,1,88.1,88.9,2022-10-01T13:31:25.269Z,2022-10-02T03:22:53Z,3809425989,212,5.2,3809425981,56,Left,3809425985,140,87.6,3809833613,156,,3809425991,213,1.7,3809425987,141,96.5,3813225489,178,,,,,cywgibmici8hwp1ad1nhk3ufp,S. Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505275,18,3,1,1,10,a8d2gb2nag8fy0itbuxmcibh2,0,91,95,2022-10-01T13:31:26.822Z,2022-10-02T03:23:20Z,3811455533,464,,3809426083,56,Left,3809427415,233,14,3813226009,178,,3809426085,286,,,,,,,,,,,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505409,14,7,1,1,11,c5hderjlkcoaze51e5wgvptk,1,9,5,2022-10-01T13:31:26.979Z,2022-10-02T03:23:25Z,3809426727,56,Back,3809427383,233,18,3811456021,383,,3809426729,285,,3813226177,178,,,,,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505415,15,49,1,1,13,c5hderjlkcoaze51e5wgvptk,1,7.8,4.2,2022-10-01T13:31:29.393Z,2022-10-02T03:23:35Z,,,,,,,,,,,,,,,,,,,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505431,16,1,1,1,15,c5hderjlkcoaze51e5wgvptk,0,2.7,5.6,2022-10-01T13:31:31.332Z,2022-10-02T03:23:48Z,3809426809,56,Back,3809426813,141,5.3,3809426817,213,6.2,3809426911,233,19,3809426919,286,,3809426909,236,,3813227651,178,,3809426811,140,4.8,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,3809426815,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505353,19,74,1,1,15,a8d2gb2nag8fy0itbuxmcibh2,1,93.9,97.1,2022-10-01T13:31:31.457Z,2022-10-02T03:23:55Z,3809426905,233,16,3813227899,178,,3809426515,56,Left,3809426517,285,,,,,,,,,,,,,,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505465,17,5,1,1,17,c5hderjlkcoaze51e5wgvptk,1,-1.7,1.9,2022-10-01T13:31:33.145Z,2022-10-02T03:24:01Z,3809426971,346,,3809426969,56,Back,3809426995,233,20,,,,,,,,,,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505381,20,5,1,1,17,a8d2gb2nag8fy0itbuxmcibh2,0,101.7,98.1,2022-10-01T13:31:33.145Z,2022-10-02T03:24:01Z,3809427005,233,17,3809426613,346,,3809426609,56,Left,,,,,,,,,,,,,,,,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505771,18,1,1,1,36,c5hderjlkcoaze51e5wgvptk,0,2.9,50,2022-10-01T13:31:52.145Z,2022-10-02T03:24:06Z,3809428447,213,6.3,3809428437,124,,3809428453,74,,3809428443,141,49.6,3809428449,1,,3809428439,56,Back,3809428445,212,46.3,3809428441,140,47.0,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505787,21,44,1,1,38,a8d2gb2nag8fy0itbuxmcibh2,1,52.5,51,2022-10-01T13:31:54.781Z,2022-10-02T10:59:15Z,3809428555,233,19,3809428509,56,Center,3809428511,286,,,,,,,,,,,,,,,,,d3xe46be1ajvxzxzboiaoy385,T. Baumgartl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505775,19,44,1,1,38,c5hderjlkcoaze51e5wgvptk,0,47.5,49,2022-10-01T13:31:54.782Z,2022-10-02T03:24:14Z,3809428467,56,Back,3809428621,233,21,3809428469,285,,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505797,22,1,1,1,38,a8d2gb2nag8fy0itbuxmcibh2,1,51.9,51.5,2022-10-01T13:31:54.852Z,2022-10-02T10:59:16Z,3809428577,56,Back,3809428581,141,70.9,3809428583,212,15.3,3809428579,140,44.6,3813228863,388,,3809428585,213,2.1,3809428575,3,,,,,d3xe46be1ajvxzxzboiaoy385,T. Baumgartl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505823,23,1,1,1,41,a8d2gb2nag8fy0itbuxmcibh2,1,43.2,71.7,2022-10-01T13:31:57.052Z,2022-10-02T03:24:28Z,3809428713,213,2.5,3809428709,141,79.6,3809428701,56,Back,3813229155,178,,3809428705,140,36.8,3809428699,3,,3809428711,212,8.6,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505833,24,49,1,1,42,a8d2gb2nag8fy0itbuxmcibh2,1,37.1,79.4,2022-10-01T13:31:58.414Z,2022-10-02T10:30:54Z,,,,,,,,,,,,,,,,,,,,,,,,,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466282813,1293,67,1,1,42,a8d2gb2nag8fy0itbuxmcibh2,1,36.1,80.2,2022-10-01T13:31:58.421Z,2022-10-02T10:59:16Z,3813575447,233,1312,,,,,,,,,,,,,,,,,,,,,,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466282809,1312,67,1,1,42,c5hderjlkcoaze51e5wgvptk,0,63.9,19.8,2022-10-01T13:31:58.422Z,2022-10-02T10:31:14Z,3813575453,233,1293,,,,,,,,,,,,,,,,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505847,25,1,1,1,42,a8d2gb2nag8fy0itbuxmcibh2,0,37.2,82.4,2022-10-01T13:31:58.434Z,2022-10-02T10:59:16Z,3813230409,178,,3809428815,212,1.5,3809429531,286,,3809429525,236,,3809428817,213,6.2,3809428809,56,Back,3809428813,141,82.2,3809429527,233,20,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,3809429465,155,,3809428811,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505865,20,74,1,1,42,c5hderjlkcoaze51e5wgvptk,1,62,16.3,2022-10-01T13:31:58.501Z,2022-10-02T03:24:59Z,3809428875,56,Right,3813230635,21,,3809428949,233,25,3813230637,178,,3809428877,285,,,,,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505889,21,5,1,1,44,c5hderjlkcoaze51e5wgvptk,0,56.2,-1.2,2022-10-01T13:32:00.697Z,2022-10-02T03:25:05Z,3809429477,233,26,3809428981,347,,3809428979,56,Right,,,,,,,,,,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505975,26,5,1,1,44,a8d2gb2nag8fy0itbuxmcibh2,1,43.8,101.2,2022-10-01T13:32:00.697Z,2022-10-02T03:25:05Z,3809429419,56,Back,3809429439,233,21,3809429421,347,,,,,,,,,,,,,,,,,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465506053,27,1,1,1,51,a8d2gb2nag8fy0itbuxmcibh2,1,41.6,100,2022-10-01T13:32:07.804Z,2022-10-02T03:25:12Z,3809429847,212,14.3,3809429843,140,29.6,3809429849,213,3.6,3809429839,107,,3809429845,141,91.7,3809429841,56,Back,,,,,,,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465506085,28,1,1,1,54,a8d2gb2nag8fy0itbuxmcibh2,1,28.7,84.2,2022-10-01T13:32:10.505Z,2022-10-02T03:25:18Z,3809430049,56,Back,3813231305,178,,3809430051,140,30.6,3809430055,212,24.6,3809430053,141,48.2,3809430057,213,4.8,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465506101,29,1,1,1,58,a8d2gb2nag8fy0itbuxmcibh2,1,28.9,43.3,2022-10-01T13:32:14.252Z,2022-10-02T03:25:25Z,3809430143,213,5.1,3809430113,56,Back,3809430137,212,19.1,3809430121,140,35.4,3809430131,141,17.1,3813231527,178,,,,,,,,87jamhsc8ps9kh5432u36kjc9,P. Jaeckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465506145,30,1,1,2,0,a8d2gb2nag8fy0itbuxmcibh2,1,36.6,15.9,2022-10-01T13:32:16.657Z,2022-10-02T03:25:35Z,3809430357,141,28.6,3813231789,178,,3809430353,56,Back,3809430355,140,26.0,3809430359,212,14.1,3809430361,213,2.5,,,,,,,52t6t7cdsr0fjs9ukmwo9y7rp,C. Trimmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465506219,31,1,1,2,3,a8d2gb2nag8fy0itbuxmcibh2,1,25.4,30.6,2022-10-01T13:32:19.109Z,2022-10-02T03:25:45Z,3809430761,212,25.0,3809430755,140,26.2,3809430751,56,Back,3809430757,141,67.3,3809430763,213,1.5,3813232071,178,,,,,,,,87jamhsc8ps9kh5432u36kjc9,P. Jaeckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465506311,32,1,1,2,9,a8d2gb2nag8fy0itbuxmcibh2,1,27.4,70.5,2022-10-01T13:32:25.412Z,2022-10-02T03:25:58Z,3809431207,141,20.1,3813232471,178,,3809431211,213,4.8,3809431203,56,Back,3809431213,1,,3809431205,140,31.8,3809431209,212,34.6,,,,d3xe46be1ajvxzxzboiaoy385,T. Baumgartl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
