id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/18/value
2458109301,315,61,1,39,40,cz4a6wmzx2obyisadhgaccx7b,0,69.4,79.4,2022-09-10T17:10:31.220Z,2022-09-11T04:09:25Z,3772230477,178,,3770158735,56,Left,3772230475,21,,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458109305,352,1,1,39,41,eq1oq6y61xnzq88zu0cnw131z,0,25.3,32.7,2022-09-10T17:10:32.127Z,2022-09-11T04:09:31Z,3770158747,141,21.9,3770158743,56,Back,3770158745,140,30.4,3770158741,3,,3772230675,178,,3770158751,213,5.3,3770158749,212,9.1,,,,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458109473,316,1,1,39,50,cz4a6wmzx2obyisadhgaccx7b,1,66.4,89.6,2022-09-10T17:10:41.070Z,2022-09-11T04:09:37Z,3770159753,141,97.7,3770159749,56,Left,3770159757,213,0.9,3770159751,140,71.0,3770159755,212,7.3,3772230751,178,,,,,,,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458109489,317,1,1,39,52,cz4a6wmzx2obyisadhgaccx7b,0,75.3,95.9,2022-09-10T17:10:44.005Z,2022-09-11T04:09:39Z,3771087605,72,,3771087603,224,,3770159863,56,Center,3770159867,141,60.2,3770159865,140,88.1,3770159871,213,5.2,3770159861,155,,3770159869,212,27.7,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,3772230803,178,,3770159859,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458109527,353,61,1,39,54,eq1oq6y61xnzq88zu0cnw131z,1,10.3,43.1,2022-09-10T17:10:45.277Z,2022-09-11T04:09:51Z,3770160039,56,Back,3772231137,21,,3772230955,389,,,,,,,,,,,,,,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458109565,354,49,1,39,57,eq1oq6y61xnzq88zu0cnw131z,1,2.2,18.5,2022-09-10T17:10:48.179Z,2022-09-11T04:09:57Z,,,,,,,,,,,,,,,,,,,,,,,,,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458109617,355,1,1,39,58,eq1oq6y61xnzq88zu0cnw131z,0,2.2,17.4,2022-09-10T17:10:49.183Z,2022-09-11T04:09:59Z,3770160543,213,6.1,3770160541,212,54.6,3772231275,178,,3770160545,1,,3770160533,155,,3770160537,140,52.9,3770160535,56,Right,3770160539,141,0.0,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458110209,318,5,1,40,0,cz4a6wmzx2obyisadhgaccx7b,1,52.6,101.4,2022-09-10T17:10:52.015Z,2022-09-11T04:10:03Z,3770163525,347,,3770163521,56,Left,3770163611,233,356,,,,,,,,,,,,,,,,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458109621,356,5,1,40,0,eq1oq6y61xnzq88zu0cnw131z,0,47.4,-1.4,2022-09-10T17:10:52.015Z,2022-09-11T04:10:03Z,3770160561,347,,3770163641,233,318,3770160559,56,Back,,,,,,,,,,,,,,,,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458110263,319,1,1,40,30,cz4a6wmzx2obyisadhgaccx7b,1,58.6,100,2022-09-10T17:11:21.384Z,2022-09-11T04:10:06Z,3770163787,140,57.1,3770163783,107,,3770163785,56,Left,3770163789,141,88.4,3770163791,212,9.4,3770163793,213,4.5,,,,,,,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458110315,320,1,1,40,32,cz4a6wmzx2obyisadhgaccx7b,1,55.7,88.9,2022-09-10T17:11:23.252Z,2022-09-11T04:10:10Z,3770164069,141,91.7,3772231555,178,,3770164077,213,3.0,3770164073,212,11.5,3770164063,56,Back,3770164065,140,44.9,,,,,,,58jjd14yvf4d6tvqcz4xo3a7e,F. Flick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458110521,321,1,1,40,34,cz4a6wmzx2obyisadhgaccx7b,1,44.2,91.1,2022-09-10T17:11:25.219Z,2022-09-11T04:10:13Z,3770165181,212,36.0,3770165187,1,,3770165183,213,4.1,3772231633,178,,3770165179,141,48.8,3770165175,56,Back,3770165177,140,23.6,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458110565,322,1,1,40,42,cz4a6wmzx2obyisadhgaccx7b,0,26,38.3,2022-09-10T17:11:33.759Z,2022-09-11T04:10:16Z,3770165389,140,68.1,3770165395,212,48.1,3770165391,141,66.0,3772231689,178,,3770165387,56,Center,3770165385,155,,3770165399,213,0.4,3770165403,1,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458110655,357,1,1,40,45,eq1oq6y61xnzq88zu0cnw131z,1,32.1,39.1,2022-09-10T17:11:36.539Z,2022-09-11T04:10:22Z,3770165851,213,5.9,3770165849,212,24.5,3770165843,56,Center,3770165847,141,26.9,3770165841,3,,3770165845,140,54.1,3772231881,388,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458110671,358,1,1,40,47,eq1oq6y61xnzq88zu0cnw131z,0,54.1,26.9,2022-09-10T17:11:39.068Z,2022-09-11T04:10:31Z,3770165919,213,2.7,3770165909,3,,3770165917,212,6.0,3772232163,388,,3770165913,140,49.0,3770165915,141,30.8,3770165911,56,Back,,,,9xftmtdsxbuu2itzhi3v1xbdh,S. Zoller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458110809,323,1,1,40,48,cz4a6wmzx2obyisadhgaccx7b,1,51,70.6,2022-09-10T17:11:40.056Z,2022-09-11T04:10:35Z,3770166739,56,Left,3772232263,388,,3770166737,3,,3770166743,141,83.9,3770166747,213,1.0,3770166745,212,10.9,3770166741,140,56.8,,,,58jjd14yvf4d6tvqcz4xo3a7e,F. Flick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458110861,324,3,1,40,56,cz4a6wmzx2obyisadhgaccx7b,1,66,91.5,2022-09-10T17:11:47.076Z,2022-09-11T04:10:43Z,3770167057,286,,3770167055,56,Left,3771089625,464,,3772232425,178,,3770167079,233,359,,,,,,,,,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458110817,359,45,1,40,56,eq1oq6y61xnzq88zu0cnw131z,0,34,8.5,2022-09-10T17:11:47.076Z,2022-09-11T04:10:43Z,3770166815,285,,3770166813,56,Back,3770167137,233,324,,,,,,,,,,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458110891,325,3,1,40,58,cz4a6wmzx2obyisadhgaccx7b,1,74.9,90,2022-09-10T17:11:49.358Z,2022-09-11T04:10:47Z,3770167247,233,360,3770167227,56,Left,3772232573,178,,3771090119,464,,3770167229,286,,,,,,,,,,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458110879,360,45,1,40,58,eq1oq6y61xnzq88zu0cnw131z,0,25.1,10,2022-09-10T17:11:49.358Z,2022-09-11T04:10:47Z,3770167155,285,,3770167283,233,325,3770167153,56,Back,,,,,,,,,,,,,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458110947,326,1,1,41,0,cz4a6wmzx2obyisadhgaccx7b,1,92.8,89.9,2022-09-10T17:11:51.155Z,2022-09-11T04:10:52Z,3770167577,140,87.6,3770167575,56,Center,3771090473,224,,3770167573,155,,3770167571,2,,3771090475,72,,3770167583,213,4.4,3772232665,178,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,3770167581,212,20.9,3770167579,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458111899,328,44,1,41,1,cz4a6wmzx2obyisadhgaccx7b,1,89.8,47.4,2022-09-10T17:11:52.975Z,2022-09-11T07:45:13Z,3770172761,233,361,3770172731,56,Center,3770172733,286,,,,,,,,,,,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458110963,361,44,1,41,1,eq1oq6y61xnzq88zu0cnw131z,0,10.2,52.6,2022-09-10T17:11:52.976Z,2022-09-11T04:10:58Z,3770172767,233,328,3770167639,56,Back,3770171321,285,,,,,,,,,,,,,,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458111971,329,61,1,41,1,cz4a6wmzx2obyisadhgaccx7b,1,88.9,49.3,2022-09-10T17:11:52.995Z,2022-09-11T07:45:13Z,3772233011,15,,3772233013,388,,3770173059,56,Center,,,,,,,,,,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458110965,327,15,1,41,4,cz4a6wmzx2obyisadhgaccx7b,1,90,49.1,2022-09-10T17:11:55.658Z,2022-09-11T04:11:09Z,3770167645,22,,3770171405,72,,3772233117,178,,3770172131,102,50.6,3770172147,147,49.3,3770167649,56,Center,3770171409,82,,3770172123,29,,aahyom322jdc6f21960ycuzth,J. Larsson,3770172135,103,19,3770167647,17,,,3770171469,233,3770172155,231,3770172125,55,329,3770172145,146,3770172151,230,50,362,3770176335,78,3770172137,215,,91.2,,,,98.6,,,,,,,,,,
2458111017,362,10,1,41,4,eq1oq6y61xnzq88zu0cnw131z,1,12.2,57.6,2022-09-10T17:11:55.689Z,2022-09-11T04:11:11Z,3770167877,56,Back,3772233189,178,,3770167875,94,,3770171501,233,327,,,,,,,,,,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458111055,363,49,1,41,9,eq1oq6y61xnzq88zu0cnw131z,1,12.1,96.8,2022-09-10T17:12:00.304Z,2022-09-11T04:11:17Z,,,,,,,,,,,,,,,,,,,,,,,,,3nins3wtqjz9vt8q06s087vth,G. Holtmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458111141,364,1,1,41,9,eq1oq6y61xnzq88zu0cnw131z,1,16.2,97,2022-09-10T17:12:00.394Z,2022-09-11T04:11:27Z,3770168639,141,67.8,3772233357,178,,3770168643,213,5.7,3770168641,212,35.5,3770168645,1,,3770168633,155,,3770168637,140,44.2,3770168635,56,Back,3nins3wtqjz9vt8q06s087vth,G. Holtmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458111147,365,61,1,41,11,eq1oq6y61xnzq88zu0cnw131z,0,44.2,67.8,2022-09-10T17:12:02.817Z,2022-09-11T04:11:34Z,3772233645,178,,3770168657,56,Back,,,,,,,,,,,,,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458112831,366,68,1,42,46,eq1oq6y61xnzq88zu0cnw131z,0,0,0,2022-09-10T17:13:37.308Z,2022-09-11T04:11:42Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458112815,330,68,1,42,46,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-09-10T17:13:37.656Z,2022-09-11T04:11:48Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458112965,333,49,1,42,47,cz4a6wmzx2obyisadhgaccx7b,1,45.3,45.1,2022-09-10T17:13:38.500Z,2022-09-11T04:11:51Z,,,,,,,,,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458112945,331,1,1,42,47,cz4a6wmzx2obyisadhgaccx7b,1,48.1,43.6,2022-09-10T17:13:38.577Z,2022-09-11T04:12:00Z,3772234077,178,,3770178359,141,35.5,3770178363,213,3.6,3770178361,212,12.8,3770178357,140,37.1,3770178355,56,Back,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458112961,332,1,1,42,51,cz4a6wmzx2obyisadhgaccx7b,1,37.1,35.5,2022-09-10T17:13:42.123Z,2022-09-11T04:12:06Z,3772234219,178,,3770178459,140,10.1,3770178463,212,30.1,3770178465,213,2.8,3770178461,141,50.4,3770178457,56,Back,,,,,,,58ixsja4yf7pskmshzo7ohwfe,S. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113077,334,1,1,42,58,cz4a6wmzx2obyisadhgaccx7b,0,12.9,48.4,2022-09-10T17:13:49.771Z,2022-09-11T04:12:08Z,3772234283,178,,3770179085,157,,3770179087,56,Center,3770179099,1,,3770179089,140,72.5,3770179093,212,65.8,3770179091,141,78.1,3770179095,213,0.3,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113107,367,1,1,43,3,eq1oq6y61xnzq88zu0cnw131z,1,30.7,25.4,2022-09-10T17:13:55.012Z,2022-09-11T04:12:13Z,3770179309,213,4.8,3772234399,388,,3770179303,140,31.4,3770179307,212,11.6,3770179305,141,8.4,3770179301,56,Back,3770179299,3,,,,,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113109,368,49,1,43,5,eq1oq6y61xnzq88zu0cnw131z,1,31.4,8.4,2022-09-10T17:13:56.457Z,2022-09-11T04:12:18Z,,,,,,,,,,,,,,,,,,,,,,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113141,369,1,1,43,6,eq1oq6y61xnzq88zu0cnw131z,1,31.4,8.4,2022-09-10T17:13:57.371Z,2022-09-11T04:12:21Z,3772234659,178,,3770179465,56,Back,3770179471,212,19.5,3770179467,140,48.9,3770179463,155,,3770179473,213,0.3,3770179469,141,17.9,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113161,370,1,1,43,7,eq1oq6y61xnzq88zu0cnw131z,0,48.9,17.9,2022-09-10T17:13:58.474Z,2022-09-11T04:12:30Z,3770179591,213,0.7,3770179575,3,,3770179577,168,,3770179581,140,59.9,3770179583,141,33.0,3770179587,212,15.5,3770179579,56,Center,3772234931,388,,9xftmtdsxbuu2itzhi3v1xbdh,S. Zoller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113171,335,8,1,43,9,cz4a6wmzx2obyisadhgaccx7b,1,38.4,66.1,2022-09-10T17:14:00.170Z,2022-09-11T04:12:37Z,3771093979,384,,3770179705,15,,3770179655,56,Back,3772235081,178,,,,,,,,,,,,,,58ixsja4yf7pskmshzo7ohwfe,S. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113205,336,49,1,43,11,cz4a6wmzx2obyisadhgaccx7b,1,32.6,84.4,2022-09-10T17:14:02.908Z,2022-09-11T04:12:41Z,,,,,,,,,,,,,,,,,,,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113275,337,1,1,43,12,cz4a6wmzx2obyisadhgaccx7b,1,30,86.6,2022-09-10T17:14:03.455Z,2022-09-11T04:12:44Z,3770180221,56,Back,3770180225,141,64.3,3770180227,212,23.7,3770180223,140,12.7,3772235281,178,,3770180229,213,3.8,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113357,338,1,1,43,16,cz4a6wmzx2obyisadhgaccx7b,0,9.5,77.2,2022-09-10T17:14:07.801Z,2022-09-11T04:12:46Z,3770180699,141,96.6,3772235335,178,,3770180693,157,,3770180697,140,58.2,3770180695,56,Left,3770180703,213,0.3,3770180701,212,52.8,3770180705,1,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113365,371,44,1,43,19,eq1oq6y61xnzq88zu0cnw131z,1,41.8,8.8,2022-09-10T17:14:10.896Z,2022-09-11T07:45:14Z,3770180741,56,Back,3770180743,285,,3770180809,233,339,,,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113373,339,44,1,43,19,cz4a6wmzx2obyisadhgaccx7b,0,58.2,91.2,2022-09-10T17:14:10.897Z,2022-09-11T04:12:51Z,3770180851,233,371,3770180769,56,Left,3770180773,286,,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113383,372,1,1,43,19,eq1oq6y61xnzq88zu0cnw131z,1,42.3,14.3,2022-09-10T17:14:10.933Z,2022-09-11T07:45:14Z,3772235617,388,,3770180833,140,53.6,3770180837,212,11.9,3770180835,141,15.3,3770180831,56,Right,3770180829,3,,3770180839,213,0.1,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113393,373,1,1,43,21,eq1oq6y61xnzq88zu0cnw131z,0,55.1,18,2022-09-10T17:14:12.589Z,2022-09-11T04:13:13Z,3772235965,178,,3770180889,212,5.3,3770180891,213,0.6,3770180887,141,22.6,3770180883,56,Center,3770180885,140,59.2,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113401,340,61,1,43,21,cz4a6wmzx2obyisadhgaccx7b,1,45.3,89,2022-09-10T17:14:12.768Z,2022-09-11T04:13:20Z,3772236099,178,,3772236097,21,,3770180945,56,Back,,,,,,,,,,,,,,,,58jjd14yvf4d6tvqcz4xo3a7e,F. Flick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113405,374,49,1,43,22,eq1oq6y61xnzq88zu0cnw131z,1,56.8,25.8,2022-09-10T17:14:13.943Z,2022-09-11T04:13:31Z,,,,,,,,,,,,,,,,,,,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113471,375,1,1,43,22,eq1oq6y61xnzq88zu0cnw131z,1,56.8,25.8,2022-09-10T17:14:14.003Z,2022-09-11T04:13:35Z,3770181321,212,7.0,3770181323,213,2.3,3770181319,141,33.5,3772236473,178,,3770181317,140,52.4,3770181315,56,Center,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113499,376,1,1,43,26,eq1oq6y61xnzq88zu0cnw131z,1,51.7,31.3,2022-09-10T17:14:17.185Z,2022-09-11T04:13:39Z,3770181477,140,65.9,3770181473,155,,3770181475,56,Right,3770181483,213,5.4,3770181481,212,23.7,3772236603,178,,3770181479,141,4.2,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113507,377,61,1,43,27,eq1oq6y61xnzq88zu0cnw131z,0,65.9,4.2,2022-09-10T17:14:18.821Z,2022-09-11T04:13:47Z,3770181517,56,Right,3772236729,388,,3772236727,15,,,,,,,,,,,,,,,,,9xftmtdsxbuu2itzhi3v1xbdh,S. Zoller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113535,341,5,1,43,29,cz4a6wmzx2obyisadhgaccx7b,1,31.6,101.8,2022-09-10T17:14:20.361Z,2022-09-11T04:13:49Z,3770181719,233,378,3770181687,347,,3770181685,56,Back,,,,,,,,,,,,,,,,58jjd14yvf4d6tvqcz4xo3a7e,F. Flick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113517,378,5,1,43,29,eq1oq6y61xnzq88zu0cnw131z,0,68.4,-1.8,2022-09-10T17:14:20.361Z,2022-09-11T04:13:49Z,3770181737,233,341,3770181573,347,,3770181571,56,Right,,,,,,,,,,,,,,,,9xftmtdsxbuu2itzhi3v1xbdh,S. Zoller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113955,342,1,1,43,49,cz4a6wmzx2obyisadhgaccx7b,1,35.6,100,2022-09-10T17:14:40.734Z,2022-09-11T04:13:53Z,3770184029,212,24.7,3770184021,107,,3770184025,140,58.4,3770184033,213,6.0,3770184027,141,93.0,3770184035,1,,3770184023,56,Left,,,,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113967,343,44,1,43,51,cz4a6wmzx2obyisadhgaccx7b,1,56.4,88.4,2022-09-10T17:14:42.550Z,2022-09-11T07:45:14Z,3770184087,56,Left,3770184089,286,,3770184105,233,379,,,,,,,,,,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113963,379,44,1,43,51,eq1oq6y61xnzq88zu0cnw131z,0,43.6,11.6,2022-09-10T17:14:42.551Z,2022-09-11T04:13:58Z,3770184063,285,,3770184061,56,Back,3770184111,233,343,,,,,,,,,,,,,,,,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113973,344,1,1,43,51,cz4a6wmzx2obyisadhgaccx7b,0,58.9,92.6,2022-09-10T17:14:42.576Z,2022-09-11T07:45:15Z,3770184129,213,5.8,3770184115,3,,3770184117,168,,3770184123,141,79.1,3770184127,212,18.6,3770184121,140,74.3,3772237073,388,,3770184119,56,Left,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458113995,380,49,1,43,54,eq1oq6y61xnzq88zu0cnw131z,1,30.3,23.7,2022-09-10T17:14:45.131Z,2022-09-11T04:14:08Z,,,,,,,,,,,,,,,,,,,,,,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458114103,381,1,1,43,56,eq1oq6y61xnzq88zu0cnw131z,1,30.3,32.5,2022-09-10T17:14:47.397Z,2022-09-11T04:14:12Z,3770184821,213,2.3,3772237233,178,,3770184813,56,Back,3770184817,141,58.6,3770184815,140,14.8,3770184819,212,24.1,,,,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458114179,382,1,1,44,0,eq1oq6y61xnzq88zu0cnw131z,1,13.9,55.6,2022-09-10T17:14:51.439Z,2022-09-11T04:14:16Z,3770185209,140,41.5,3772237303,178,,3770185213,212,45.7,3770185217,1,,3770185215,213,5.4,3770185211,141,3.7,3770185205,155,,3770185207,56,Back,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458114187,383,44,1,44,3,eq1oq6y61xnzq88zu0cnw131z,1,43.7,3,2022-09-10T17:14:54.327Z,2022-09-11T07:45:15Z,3770185251,56,Back,3770185255,285,,3770185469,233,345,,,,,,,,,,,,,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458114211,345,44,1,44,3,cz4a6wmzx2obyisadhgaccx7b,0,56.3,97,2022-09-10T17:14:54.328Z,2022-09-11T04:14:21Z,3770185371,56,Left,3770185373,286,,3770185473,233,383,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458114203,384,1,1,44,3,eq1oq6y61xnzq88zu0cnw131z,0,41.5,3.7,2022-09-10T17:14:54.378Z,2022-09-11T07:45:16Z,3770185333,213,6.0,3770185321,56,Right,3770185327,140,55.3,3770185331,212,14.9,3770185329,141,0.0,3772237533,388,,3770185317,3,,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458114405,346,5,1,44,5,cz4a6wmzx2obyisadhgaccx7b,1,46,101.8,2022-09-10T17:14:56.392Z,2022-09-11T04:14:28Z,3770186313,233,385,3770186293,347,,3770186291,56,Back,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
