id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,keyPass,qualifier/13/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2481728603,6,1,1,0,11,a8l3w3n0j99qjlsxj3jnmgkz1,0,30.7,78.3,2022-11-05T14:31:01.467Z,2022-11-05T19:59:04Z,3895487199,155,,3895487203,140,63.6,3895487209,213,0.1,3895487201,56,Left,3897289329,178,,3895487205,141,81.2,3895487207,212,34.6,3895487211,1,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728625,6,1,1,0,14,1c7qokc1j5z50cjj4tcu32haa,0,36.2,23,2022-11-05T14:31:03.907Z,2022-11-05T19:59:19Z,3895487321,212,17.2,3895487323,213,5.1,3895487319,141,0.0,3897289733,21,,3897289731,388,,3895487315,56,Back,3895487317,140,42.4,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728769,7,5,1,0,16,a8l3w3n0j99qjlsxj3jnmgkz1,1,59.4,100.8,2022-11-05T14:31:06.034Z,2022-11-05T19:59:23Z,3895488131,347,,3895488129,56,Left,3895488189,233,7,,,,,,,,,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728635,7,5,1,0,16,1c7qokc1j5z50cjj4tcu32haa,0,40.6,-0.8,2022-11-05T14:31:06.034Z,2022-11-05T19:59:23Z,3895488209,233,7,3895487377,347,,3895487375,56,Back,,,,,,,,,,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728851,8,1,1,0,25,a8l3w3n0j99qjlsxj3jnmgkz1,1,54.9,100,2022-11-05T14:31:15.132Z,2022-11-05T19:59:29Z,3895488595,212,27.1,3895488597,213,3.4,3895488587,107,,3895488589,56,Back,3895488591,140,29.8,3895488599,1,,3895488593,141,92.3,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728917,9,1,1,0,28,a8l3w3n0j99qjlsxj3jnmgkz1,1,29.1,91.5,2022-11-05T14:31:18.571Z,2022-11-05T19:59:33Z,3895488891,141,38.9,3895488893,212,36.0,3895488889,140,25.6,3895488887,56,Back,3895488897,1,,3897290191,178,,3895488895,213,4.6,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728995,10,1,1,0,31,a8l3w3n0j99qjlsxj3jnmgkz1,1,25.9,32.9,2022-11-05T14:31:21.612Z,2022-11-05T19:59:37Z,3895489363,140,31.6,3895489369,213,5.0,3895489361,56,Back,3895489367,212,20.5,3897290289,178,,3895489365,141,4.0,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729013,11,1,1,0,36,a8l3w3n0j99qjlsxj3jnmgkz1,1,36.9,5.3,2022-11-05T14:31:26.383Z,2022-11-05T20:00:29Z,3895489455,56,Back,3895489465,212,15.3,3895489457,140,24.9,3895489467,213,2.5,3895489461,141,18.1,3897291767,178,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729089,12,1,1,0,38,a8l3w3n0j99qjlsxj3jnmgkz1,1,24.9,18.1,2022-11-05T14:31:28.613Z,2022-11-05T20:00:41Z,3895489865,56,Back,3895489867,140,8.6,3897292159,178,,3895489869,141,40.0,3895489871,212,22.7,3895489873,213,2.4,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729163,13,1,1,0,41,a8l3w3n0j99qjlsxj3jnmgkz1,1,8.6,40.4,2022-11-05T14:31:31.688Z,2022-11-05T20:00:45Z,3895490235,1,,3895490227,140,22.8,3895490225,56,Back,3895490231,212,38.7,3895490233,213,1.2,3895490229,141,92.9,3897292363,178,,3895490223,155,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729187,14,1,1,0,45,a8l3w3n0j99qjlsxj3jnmgkz1,0,22.8,93,2022-11-05T14:31:35.283Z,2022-11-05T20:01:04Z,3895490335,56,Back,3897293055,178,,3895490337,140,39.4,3895490339,141,90.8,3895490343,213,6.2,3895490341,212,17.5,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729215,8,49,1,0,46,1c7qokc1j5z50cjj4tcu32haa,1,72.5,3.7,2022-11-05T14:31:36.388Z,2022-11-05T20:01:36Z,,,,,,,,,,,,,,,,,,,,,,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729253,9,1,1,0,46,1c7qokc1j5z50cjj4tcu32haa,1,72.5,3.7,2022-11-05T14:31:36.432Z,2022-11-05T20:01:21Z,3897293687,178,,3895490665,213,1.1,3895490657,56,Right,3895490663,212,8.2,3895490661,141,14.4,3895490659,140,76.0,,,,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729271,10,1,1,0,48,1c7qokc1j5z50cjj4tcu32haa,1,76,14.4,2022-11-05T14:31:38.290Z,2022-11-05T20:01:47Z,3897293245,178,,3895490761,212,13.4,3895490763,213,3.1,3895490759,141,14.6,3895490757,140,63.2,3895490755,56,Right,,,,,,,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729333,11,1,1,0,50,1c7qokc1j5z50cjj4tcu32haa,1,62.7,16.7,2022-11-05T14:31:39.940Z,2022-11-05T20:02:00Z,3895491075,140,55.4,3897295551,178,,3895491077,141,42.7,3895491079,212,19.3,3895491073,56,Center,3895491081,213,2.0,,,,,,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729429,12,1,1,0,53,1c7qokc1j5z50cjj4tcu32haa,0,55.3,43.7,2022-11-05T14:31:42.786Z,2022-11-05T20:02:04Z,3895491515,140,96.6,3895491517,141,32.2,3897295819,178,,3895491521,213,6.1,3895491523,1,,3895491511,155,,3895491519,212,44.1,3895491513,56,Center,6u47fsriz3ejlf72hxtsew5bd,A. Caci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729389,15,52,1,0,56,a8l3w3n0j99qjlsxj3jnmgkz1,1,2.1,62.7,2022-11-05T14:31:46.360Z,2022-11-05T20:02:10Z,3896768993,376,,3897296049,178,,,,,,,,,,,,,,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729561,16,1,1,1,1,a8l3w3n0j99qjlsxj3jnmgkz1,1,12.9,47.8,2022-11-05T14:31:51.744Z,2022-11-05T20:02:12Z,3895492095,141,2.9,3895492087,56,Back,3895492091,140,25.5,3895492099,212,33.3,3895492083,123,,3897296119,178,,3895492103,213,5.1,3895492105,1,,bfpax581lm91ebz4xgz40a191,K. Casteels,3895492121,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729625,17,1,1,1,5,a8l3w3n0j99qjlsxj3jnmgkz1,1,26.7,3.1,2022-11-05T14:31:55.570Z,2022-11-05T20:02:15Z,3895492427,140,12.3,3895492425,56,Back,3897296297,178,,3895492431,212,15.4,3895492433,213,3.0,3895492429,141,7.4,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729629,18,1,1,1,9,a8l3w3n0j99qjlsxj3jnmgkz1,0,13.7,6.1,2022-11-05T14:31:58.843Z,2022-11-05T20:02:22Z,3897296661,178,,3895492453,56,Back,3895492693,233,13,3895492691,236,,3895492459,212,2.7,3895492451,155,,3895492457,141,5.5,3895492697,286,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,3895492455,140,16.2,3895492461,213,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729671,13,74,1,1,9,1c7qokc1j5z50cjj4tcu32haa,1,86.5,90,2022-11-05T14:31:58.950Z,2022-11-05T20:02:27Z,3895492663,56,Left,3895492717,233,18,3895492665,285,,3897296967,178,,,,,,,,,,,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729687,14,5,1,1,9,1c7qokc1j5z50cjj4tcu32haa,0,81.7,102,2022-11-05T14:31:59.556Z,2022-11-05T20:02:36Z,3895492747,56,Left,3895493073,233,19,3895492749,347,,,,,,,,,,,,,,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729743,19,5,1,1,9,a8l3w3n0j99qjlsxj3jnmgkz1,1,18.3,-2,2022-11-05T14:31:59.556Z,2022-11-05T20:02:35Z,3895493037,56,Back,3895493059,233,14,3895493039,347,,,,,,,,,,,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729765,20,1,1,1,18,a8l3w3n0j99qjlsxj3jnmgkz1,1,20.9,0,2022-11-05T14:32:08.203Z,2022-11-05T20:02:39Z,3895493111,140,23.6,3895493113,141,5.5,3895493107,107,,3895493109,56,Back,3895493117,213,1.0,3895493115,212,5.4,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729771,21,1,1,1,19,a8l3w3n0j99qjlsxj3jnmgkz1,1,23.6,5.5,2022-11-05T14:32:09.081Z,2022-11-05T20:02:57Z,3895493157,213,3.5,3897298911,178,,3895493145,140,18.5,3895493141,56,Back,3895493193,156,,3895493153,212,5.8,3895493149,141,2.2,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729837,22,1,1,1,20,a8l3w3n0j99qjlsxj3jnmgkz1,0,18,2.8,2022-11-05T14:32:10.387Z,2022-11-05T20:03:04Z,3895493457,212,24.6,3895493455,141,14.5,3897299353,178,,3895493459,213,0.3,3895493451,56,Back,3895493453,140,40.2,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729953,15,1,1,1,22,1c7qokc1j5z50cjj4tcu32haa,0,57,74.4,2022-11-05T14:32:12.175Z,2022-11-05T20:03:09Z,3895493987,213,6.1,3895493977,157,,3895493985,212,47.1,3895493979,56,Center,3897299607,178,,3895493989,1,,3895493981,140,100.0,3895493983,141,61.6,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730153,16,5,1,1,25,1c7qokc1j5z50cjj4tcu32haa,0,100.6,67.8,2022-11-05T14:32:15.537Z,2022-11-05T20:03:13Z,3895495033,346,,3895495385,233,23,3895495029,56,Center,,,,,,,,,,,,,,,,6u47fsriz3ejlf72hxtsew5bd,A. Caci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729905,23,5,1,1,25,a8l3w3n0j99qjlsxj3jnmgkz1,1,-0.6,32.2,2022-11-05T14:32:15.537Z,2022-11-05T20:03:13Z,3895493753,346,,3895493751,56,Back,3895495377,233,16,,,,,,,,,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730023,24,43,1,1,28,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-11-05T14:32:18.727Z,2022-11-05T14:32:25Z,3895494325,237,0,3895494315,140,10.1,3895494317,141,90.6,3895494615,144,1,3895494311,124,0,3895494319,212,30.1,3895494313,56,Back,3895494321,213,1.3,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730231,25,1,1,1,41,a8l3w3n0j99qjlsxj3jnmgkz1,1,5,51.5,2022-11-05T14:32:31.099Z,2022-11-05T20:03:15Z,3895495439,140,16.9,3895495451,237,,3895495441,141,3.2,3895495443,212,35.1,3895495435,124,,3895495447,1,,3895495437,56,Back,3895495445,213,5.1,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730253,26,1,1,1,44,a8l3w3n0j99qjlsxj3jnmgkz1,1,17.3,3.4,2022-11-05T14:32:33.908Z,2022-11-05T20:03:21Z,3895495565,56,Back,3895495567,140,31.4,3897300331,178,,3895495569,141,6.1,3895495571,212,14.9,3895495573,213,0.1,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730273,27,1,1,1,45,a8l3w3n0j99qjlsxj3jnmgkz1,0,30.4,5.3,2022-11-05T14:32:35.052Z,2022-11-05T20:03:28Z,3895495665,140,32.4,3895495663,56,Back,3895495669,212,6.0,3897300645,178,,3895495671,213,1.2,3895495667,141,13.6,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730319,17,8,1,1,46,1c7qokc1j5z50cjj4tcu32haa,1,65.5,82.4,2022-11-05T14:32:36.769Z,2022-11-05T20:03:35Z,3896770817,384,,3897301037,389,,3895495843,56,Left,,,,,,,,,,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482097397,831,67,1,1,48,a8l3w3n0j99qjlsxj3jnmgkz1,1,30.1,7.1,2022-11-05T14:32:37.979Z,2022-11-05T21:23:57Z,3897434333,233,917,,,,,,,,,,,,,,,,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482097395,917,67,1,1,48,1c7qokc1j5z50cjj4tcu32haa,0,69.9,92.9,2022-11-05T14:32:37.980Z,2022-11-05T20:41:57Z,3897434353,233,831,,,,,,,,,,,,,,,,,,,,,,6u47fsriz3ejlf72hxtsew5bd,A. Caci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730439,28,1,1,1,48,a8l3w3n0j99qjlsxj3jnmgkz1,1,31,8.6,2022-11-05T14:32:38.010Z,2022-11-05T21:23:58Z,3897301613,178,,3895496427,56,Back,3895496435,213,0.1,3895496429,140,45.1,3895496431,141,10.1,3895496433,212,14.8,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730461,29,1,1,1,54,a8l3w3n0j99qjlsxj3jnmgkz1,1,57.4,9.8,2022-11-05T14:32:43.934Z,2022-11-05T20:03:50Z,3897301891,178,,3895496517,213,1.0,3895496509,56,Right,3895496515,212,5.7,3895496513,141,16.6,3895496511,140,60.5,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730475,30,1,1,1,54,a8l3w3n0j99qjlsxj3jnmgkz1,1,60.6,16.6,2022-11-05T14:32:44.536Z,2022-11-05T20:03:58Z,3897302531,178,,3895496619,212,8.0,3895496613,56,Right,3895496621,213,5.7,3895496617,141,10.1,3895496615,140,66.9,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730507,31,1,1,1,56,a8l3w3n0j99qjlsxj3jnmgkz1,1,66.9,10.1,2022-11-05T14:32:45.893Z,2022-11-05T20:04:04Z,3895496771,141,5.8,3895496773,212,3.0,3895496769,140,67.3,3895496767,56,Right,3895496775,213,4.9,3897302811,178,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730515,32,61,1,1,56,a8l3w3n0j99qjlsxj3jnmgkz1,0,67.2,4.9,2022-11-05T14:32:46.269Z,2022-11-05T20:04:11Z,3897303167,178,,3895496809,56,Right,,,,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730793,18,5,1,1,58,1c7qokc1j5z50cjj4tcu32haa,1,28.9,101.2,2022-11-05T14:32:48.030Z,2022-11-05T20:04:14Z,3895498107,347,,3895498105,56,Back,3895498171,233,33,,,,,,,,,,,,,,,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730545,33,5,1,1,58,a8l3w3n0j99qjlsxj3jnmgkz1,0,71.1,-1.2,2022-11-05T14:32:48.030Z,2022-11-05T20:04:14Z,3895496975,347,,3895496973,56,Right,3895498179,233,18,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730837,19,1,1,2,11,1c7qokc1j5z50cjj4tcu32haa,1,30.4,100,2022-11-05T14:33:01.548Z,2022-11-05T20:04:25Z,3895498299,212,15.6,3895498301,213,5.9,3895498291,107,,3895498293,56,Back,3895498297,141,91.7,3895498295,140,44.0,,,,,,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
