id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,keyPass,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2476017235,1106,43,1,0,9,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-10-22T13:30:30.774Z,2022-10-23T05:55:39Z,3865368173,144,67,3865368171,233,1475,,,,,,,,,,,,,,,,,,,2dxsntw3djezptdjqzu0oxi7e,K. Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375689,5,49,1,0,9,7ad69ngbpjuyzv96drf8d9sn2,1,31.3,93.9,2022-10-22T13:30:30.791Z,2022-10-23T02:46:56Z,,,,,,,,,,,,,,,,,,,,,,,,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476017247,1476,43,1,0,9,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-10-22T13:30:30.813Z,2022-10-23T05:55:41Z,3865368201,233,1107,3865368229,144,67,,,,,,,,,,,,,,,,,,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476017243,1107,43,1,0,9,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-10-22T13:30:30.814Z,2022-10-23T05:55:41Z,3865368219,144,67,3865368211,233,1476,,,,,,,,,,,,,,,,,,,2dxsntw3djezptdjqzu0oxi7e,K. Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375719,6,3,1,0,9,7ad69ngbpjuyzv96drf8d9sn2,0,30.3,96,2022-10-22T13:30:30.829Z,2022-10-23T02:47:00Z,3861937061,285,,3865176561,178,,3863500935,465,,3861937219,233,6,3861937057,56,Back,,,,,,,,,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375731,6,7,1,0,9,a8l3w3n0j99qjlsxj3jnmgkz1,1,69.7,4,2022-10-22T13:30:30.861Z,2022-10-23T02:47:08Z,3861937127,56,Right,3861937125,167,,3861937129,286,,3861937181,233,6,3865176805,178,,3863501133,385,,,,,,,,2dxsntw3djezptdjqzu0oxi7e,K. Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375753,7,5,1,0,12,a8l3w3n0j99qjlsxj3jnmgkz1,0,66.9,-2,2022-10-22T13:30:33.857Z,2022-10-23T02:47:11Z,3861937389,233,7,3861937231,56,Right,3861937233,347,,,,,,,,,,,,,,,,,2dxsntw3djezptdjqzu0oxi7e,K. Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375777,7,5,1,0,12,7ad69ngbpjuyzv96drf8d9sn2,1,33.1,102,2022-10-22T13:30:33.857Z,2022-10-23T02:47:10Z,3861937351,347,,3861937349,56,Back,3861937359,233,7,,,,,,,,,,,,,,,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375853,8,1,1,0,15,7ad69ngbpjuyzv96drf8d9sn2,1,36.4,100,2022-10-22T13:30:37Z,2022-10-23T02:47:12Z,3861937733,141,87.1,3861937729,56,Back,3861937727,107,,3861937737,213,3.6,3861937735,212,24.5,3861937731,140,15.2,3861937739,1,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375891,9,1,1,0,20,7ad69ngbpjuyzv96drf8d9sn2,1,22.2,82,2022-10-22T13:30:41.737Z,2022-10-23T02:47:15Z,3861937939,141,74.8,3861937937,140,29.0,3861937935,56,Back,3861937943,213,5.7,3865176963,178,,3861937941,212,8.7,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375979,10,1,1,0,21,7ad69ngbpjuyzv96drf8d9sn2,1,29,74.8,2022-10-22T13:30:42.905Z,2022-10-23T02:47:18Z,3861938381,212,5.7,3861938377,140,23.7,3861938375,56,Back,3861938379,141,76.8,3865177035,178,,3861938383,213,2.9,,,,,,,2cq6ocr7j487do4nrm3sreg9h,K. Demirbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376007,11,1,1,0,25,7ad69ngbpjuyzv96drf8d9sn2,1,24.2,66.5,2022-10-22T13:30:47.017Z,2022-10-23T02:47:23Z,3865177111,178,,3861938531,212,21.4,3861938525,56,Back,3861938527,140,20.9,3861938533,213,4.5,3861938529,141,35.5,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376035,12,1,1,0,28,7ad69ngbpjuyzv96drf8d9sn2,1,21.3,32.3,2022-10-22T13:30:49.552Z,2022-10-23T02:47:26Z,3861938681,141,13.1,3861938685,213,4.8,3861938677,56,Back,3865177221,178,,3861938679,140,22.2,3861938683,212,13.1,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376111,13,1,1,0,30,7ad69ngbpjuyzv96drf8d9sn2,1,22.8,10.7,2022-10-22T13:30:51.809Z,2022-10-23T02:47:31Z,3861939009,212,31.3,3865177313,178,,3861939001,140,51.9,3861939005,141,20.8,3861939013,213,0.2,3861938997,56,Right,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475993513,904,67,1,0,32,7ad69ngbpjuyzv96drf8d9sn2,1,56.6,21.9,2022-10-22T13:30:53.686Z,2022-10-23T05:38:08Z,3865259519,233,757,,,,,,,,,,,,,,,,,,,,,,e4vr28e9cbq3q5nux1jlpuuei,A. Hložek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475993511,757,67,1,0,32,a8l3w3n0j99qjlsxj3jnmgkz1,0,43.4,78.1,2022-10-22T13:30:53.687Z,2022-10-23T04:17:35Z,3865259527,233,904,,,,,,,,,,,,,,,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376119,14,61,1,0,32,7ad69ngbpjuyzv96drf8d9sn2,0,51.9,20.8,2022-10-22T13:30:53.727Z,2022-10-23T05:38:08Z,3861939045,56,Right,3865177381,178,,,,,,,,,,,,,,,,,,,,e4vr28e9cbq3q5nux1jlpuuei,A. Hložek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376133,8,49,1,0,34,a8l3w3n0j99qjlsxj3jnmgkz1,1,57,85.4,2022-10-22T13:30:55.284Z,2022-10-23T02:47:41Z,,,,,,,,,,,,,,,,,,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376173,9,1,1,0,34,a8l3w3n0j99qjlsxj3jnmgkz1,1,57.2,85.6,2022-10-22T13:30:55.328Z,2022-10-23T02:47:45Z,3861939283,140,44.0,3861939287,212,14.8,3865177609,178,,3861939285,141,77.8,3861939281,56,Back,3861939289,213,3.5,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376225,10,1,1,0,36,a8l3w3n0j99qjlsxj3jnmgkz1,1,44.1,77.6,2022-10-22T13:30:57.352Z,2022-10-23T02:47:47Z,3861939477,212,23.8,3861939471,56,Back,3861939475,141,44.6,3861939479,213,4.4,3861939473,140,36.6,3865177637,178,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376295,11,1,1,0,38,a8l3w3n0j99qjlsxj3jnmgkz1,1,36.5,42.8,2022-10-22T13:31:00.014Z,2022-10-23T02:47:51Z,3861939801,213,5.1,3861939793,56,Back,3865177721,178,,3861939799,212,23.1,3861939795,140,44.2,3861939797,141,11.0,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376335,12,1,1,0,42,a8l3w3n0j99qjlsxj3jnmgkz1,1,43.4,13.4,2022-10-22T13:31:03.526Z,2022-10-23T02:47:54Z,3861939997,213,2.5,3861939995,212,14.3,3865177827,178,,3861939991,140,32.8,3861939993,141,26.5,3861939989,56,Back,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376377,13,1,1,0,45,a8l3w3n0j99qjlsxj3jnmgkz1,1,34,32.2,2022-10-22T13:31:06.318Z,2022-10-23T02:47:57Z,3861940199,141,74.7,3861940197,140,32.4,3861940203,213,1.6,3861940195,56,Back,3865177873,178,,3861940201,212,28.9,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376419,14,1,1,0,48,a8l3w3n0j99qjlsxj3jnmgkz1,1,34.7,72.3,2022-10-22T13:31:09.372Z,2022-10-23T02:48:01Z,3861940389,140,33.0,3861940393,212,17.5,3861940387,56,Back,3865177949,178,,3861940395,213,4.6,3861940391,141,46.7,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376485,15,1,1,0,50,a8l3w3n0j99qjlsxj3jnmgkz1,1,35.1,42.1,2022-10-22T13:31:12.007Z,2022-10-23T02:48:05Z,3861940689,213,5.1,3861940687,212,27.6,3861940685,141,5.2,3861940681,56,Back,3865178025,178,,3861940683,140,46.0,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376565,16,1,1,0,53,a8l3w3n0j99qjlsxj3jnmgkz1,1,44.7,9.2,2022-10-22T13:31:15.182Z,2022-10-23T02:48:08Z,3865178079,178,,3861941113,141,31.9,3861941109,56,Back,3861941121,213,2.2,3861941111,140,33.5,3861941117,212,19.4,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376625,17,1,1,0,59,a8l3w3n0j99qjlsxj3jnmgkz1,0,37.4,27.9,2022-10-22T13:31:20.372Z,2022-10-23T02:48:13Z,3861941395,56,Center,3861941397,140,96.1,3861941401,212,61.6,3861941405,1,,3865178203,178,,3861941399,141,28.3,3861941393,155,,3861941403,213,0.0,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376631,15,52,1,1,3,7ad69ngbpjuyzv96drf8d9sn2,1,2.6,69.7,2022-10-22T13:31:25.014Z,2022-10-23T02:48:19Z,3863509793,378,,3865178261,178,,,,,,,,,,,,,,,,,,,,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376885,16,1,1,1,8,7ad69ngbpjuyzv96drf8d9sn2,1,13,64.6,2022-10-22T13:31:29.824Z,2022-10-23T02:48:27Z,3861942637,212,7.1,3861942631,56,Back,3861942635,141,72.9,3865178469,178,,3861942633,140,17.1,3861942641,213,0.9,3861942627,123,,,,,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376943,17,1,1,1,18,7ad69ngbpjuyzv96drf8d9sn2,0,34.7,68.2,2022-10-22T13:31:39.573Z,2022-10-23T02:48:32Z,3861942983,141,57.7,3865178555,178,,3861942989,1,,3861942979,56,Center,3861942987,213,6.1,3861942981,140,69.0,3861942985,212,36.7,3861942977,155,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377013,18,1,1,1,20,a8l3w3n0j99qjlsxj3jnmgkz1,1,36.5,39.8,2022-10-22T13:31:42.104Z,2022-10-23T02:48:37Z,3861943395,212,12.0,3861943391,140,26.9,3861943397,213,3.7,3865178631,388,,3861943389,56,Back,3861943393,141,30.1,3861943385,3,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377019,19,49,1,1,22,a8l3w3n0j99qjlsxj3jnmgkz1,1,26.8,28.6,2022-10-22T13:31:43.945Z,2022-10-23T02:48:52Z,,,,,,,,,,,,,,,,,,,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377073,20,1,1,1,23,a8l3w3n0j99qjlsxj3jnmgkz1,1,26.8,28.6,2022-10-22T13:31:44.847Z,2022-10-23T02:48:57Z,3861943651,212,13.1,3861943647,140,32.0,3861943645,56,Back,3861943653,213,5.1,3865178935,178,,3861943649,141,11.1,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377057,18,43,1,1,26,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-10-22T13:31:47.764Z,2022-10-22T13:33:05Z,3861951197,144,61,3861943547,56,Center,,,,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377147,21,1,1,1,27,a8l3w3n0j99qjlsxj3jnmgkz1,0,32,5.9,2022-10-22T13:31:48.297Z,2022-10-23T02:48:59Z,3861943967,140,73.5,3861943965,56,Right,3861943973,213,0.2,3861943969,141,20.7,3861943963,155,,3865178967,178,,3861943975,1,,3861943971,212,44.7,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377195,19,49,1,1,32,7ad69ngbpjuyzv96drf8d9sn2,1,30.2,80.2,2022-10-22T13:31:53.351Z,2022-10-23T02:49:08Z,,,,,,,,,,,,,,,,,,,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377269,20,1,1,1,33,7ad69ngbpjuyzv96drf8d9sn2,1,28.4,66.8,2022-10-22T13:31:55.098Z,2022-10-23T02:49:13Z,3865179227,178,,3861944539,141,58.2,3861944543,213,5.3,3861944535,56,Back,3861944537,140,32.4,3861944541,212,7.2,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377311,21,1,1,1,35,7ad69ngbpjuyzv96drf8d9sn2,1,32.4,58.2,2022-10-22T13:31:56.393Z,2022-10-23T02:49:16Z,3861944779,212,8.0,3865179327,178,,3861944775,141,59.9,3861944771,56,Back,3861944773,140,24.9,3861944783,213,3.0,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377379,22,1,1,1,38,7ad69ngbpjuyzv96drf8d9sn2,1,25.8,55.3,2022-10-22T13:31:59.392Z,2022-10-23T02:49:20Z,3861945177,140,20.4,3861945181,212,28.9,3861945175,56,Back,3865179419,178,,3861945179,141,13.7,3861945183,213,4.5,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377429,23,1,1,1,40,7ad69ngbpjuyzv96drf8d9sn2,1,20.4,13.7,2022-10-22T13:32:02.192Z,2022-10-23T02:49:23Z,3865179495,178,,3861945371,141,6.3,3861945377,212,10.2,3861945383,213,5.8,3861945365,140,28.9,3861945359,56,Back,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377445,24,1,1,1,42,7ad69ngbpjuyzv96drf8d9sn2,1,29.6,7.3,2022-10-22T13:32:04.192Z,2022-10-23T02:49:24Z,3865179543,178,,3861945463,212,5.8,3861945457,56,Back,3861945459,140,28.3,3861945461,141,15.6,3861945465,213,1.8,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377481,25,1,1,1,43,7ad69ngbpjuyzv96drf8d9sn2,1,28.3,15.6,2022-10-22T13:32:05.135Z,2022-10-23T02:49:27Z,3861945693,56,Back,3861945695,140,17.9,3861945701,213,3.3,3861945697,141,13.4,3865179587,178,,3861945699,212,11.0,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377533,26,1,1,1,45,7ad69ngbpjuyzv96drf8d9sn2,1,17.9,13.4,2022-10-22T13:32:06.264Z,2022-10-23T02:49:31Z,3861945977,1,,3861945975,213,1.9,3861945971,141,59.2,3865179625,178,,3861945973,212,32.9,3861945969,140,7.8,3861945967,56,Back,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377621,27,1,1,1,47,7ad69ngbpjuyzv96drf8d9sn2,1,7.8,59.2,2022-10-22T13:32:09.160Z,2022-10-23T02:49:36Z,3861946379,56,Back,3861946387,213,0.8,3861946381,140,19.8,3861946385,212,17.6,3865179705,178,,3861946383,141,77.3,,,,,,,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
