id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/21/id,qualifier/21/qualifierId
2544357367,7,44,1,0,9,c5hderjlkcoaze51e5wgvptk,0,67,54,2023-05-06T13:30:22.391Z,2023-05-07T06:37:02Z,4254338131,233,5,4254337955,286,,4254337953,56,Center,,,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357341,6,1,1,0,9,4l9mrqzmajz5crzlz50mtbt6x,1,32.9,48.1,2023-05-06T13:30:22.480Z,2023-05-07T09:49:56Z,4254337857,141,45.8,4254337859,212,5.6,4254337853,56,Back,4254337851,3,,4254337855,140,38.0,4257435411,388,,4254337861,213,6.0,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357345,7,49,1,0,10,4l9mrqzmajz5crzlz50mtbt6x,1,39.1,46.7,2023-05-06T13:30:23.573Z,2023-05-07T06:37:32Z,,,,,,,,,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357383,8,1,1,0,10,4l9mrqzmajz5crzlz50mtbt6x,1,39.1,46.7,2023-05-06T13:30:23.603Z,2023-05-07T12:39:42Z,4254338023,213,2.0,4254338015,56,Back,4258529423,388,,4254338019,141,60.0,4254338017,140,34.9,4254338021,212,10.1,4254548973,156,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357405,9,1,1,0,11,4l9mrqzmajz5crzlz50mtbt6x,0,34.8,60.3,2023-05-06T13:30:24.459Z,2023-05-07T06:37:42Z,4254338153,141,53.0,4254338163,1,,4254338157,212,31.2,4257436619,178,,4254338147,157,,4254338151,140,64.1,4254338149,56,Center,4254338161,213,6.1,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357477,8,1,1,0,14,c5hderjlkcoaze51e5wgvptk,1,31.3,49.6,2023-05-06T13:30:27.363Z,2023-05-07T06:37:49Z,4254338473,56,Back,4257436839,178,,4254338481,213,4.7,4254338477,141,12.3,4254338479,212,25.4,4254338471,3,,4254338475,140,31.7,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357481,9,49,1,0,18,c5hderjlkcoaze51e5wgvptk,1,31.7,12,2023-05-06T13:30:31.245Z,2023-05-07T06:37:55Z,,,,,,,,,,,,,,,,,,,,,,,,,abuvjv3bhb402yf8p92kucez9,A. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357547,10,1,1,0,19,c5hderjlkcoaze51e5wgvptk,1,29.3,11.6,2023-05-06T13:30:32.586Z,2023-05-07T06:38:01Z,4254338839,56,Back,4254338847,213,2.6,4254338845,212,30.9,4254338841,140,4.3,4257437189,178,,4254338843,141,35.5,,,,,,,abuvjv3bhb402yf8p92kucez9,A. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357577,11,1,1,0,23,c5hderjlkcoaze51e5wgvptk,0,7.1,35.7,2023-05-06T13:30:36.566Z,2023-05-07T06:38:05Z,4254339019,155,,4254339023,140,56.4,4254339031,1,,4257437315,178,,4254339029,213,6.1,4254339027,212,52.6,4254339025,141,21.7,4254339021,56,Center,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357667,10,1,1,0,26,4l9mrqzmajz5crzlz50mtbt6x,1,42,72.1,2023-05-06T13:30:39.604Z,2023-05-07T06:38:16Z,4254339421,212,27.3,4257437545,178,,4254339413,3,,4254339423,213,6.0,4254339419,141,59.1,4254339417,140,66.6,4254339415,56,Center,,,,980t379w5cp7umv1eltwlfca1,S. Nsoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357673,11,44,1,0,28,4l9mrqzmajz5crzlz50mtbt6x,1,67.8,58.4,2023-05-06T13:30:41.837Z,2023-05-07T09:49:57Z,4254339455,56,Center,4254339457,286,,4254339469,233,12,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357669,12,44,1,0,28,c5hderjlkcoaze51e5wgvptk,0,32.2,41.6,2023-05-06T13:30:41.838Z,2023-05-07T06:38:22Z,4254339475,233,11,4254339437,56,Back,4254339439,285,,,,,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357695,12,1,1,0,28,4l9mrqzmajz5crzlz50mtbt6x,0,66.6,59,2023-05-06T13:30:41.889Z,2023-05-07T09:49:57Z,4254339559,141,52.7,4254339557,140,87.0,4254339567,213,6.1,4254339553,168,,4254339563,212,21.8,4254339555,56,Center,4254339551,3,,4257438029,388,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357777,13,1,1,0,33,c5hderjlkcoaze51e5wgvptk,1,12.8,47,2023-05-06T13:30:46.855Z,2023-05-07T06:38:40Z,4257438323,178,,4254339901,213,1.4,4254339893,56,Back,4254339899,212,14.6,4254339897,141,68.2,4254339895,140,14.8,,,,,,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357805,14,1,1,0,36,c5hderjlkcoaze51e5wgvptk,1,13.4,67.6,2023-05-06T13:30:49.174Z,2023-05-07T06:38:46Z,4254340043,141,91.4,4257438519,178,,4254340045,212,17.6,4254340041,140,20.1,4254340039,56,Back,4254340047,213,1.2,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357843,15,1,1,0,38,c5hderjlkcoaze51e5wgvptk,1,20.1,91.4,2023-05-06T13:30:51.274Z,2023-05-07T06:38:52Z,4257438657,178,,4254340163,141,77.2,4254340159,56,Back,4254340167,213,5.2,4254340165,212,10.9,4254340161,140,24.9,,,,,,,3qy1qlzezgfkxeom5n1r9h13p,C. Lenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357855,16,1,1,0,38,c5hderjlkcoaze51e5wgvptk,0,26.3,75,2023-05-06T13:30:51.946Z,2023-05-07T06:38:57Z,4254340243,1,,4254340233,56,Left,4254340237,141,82.1,4254340239,212,35.8,4254340235,140,60.1,4254340231,155,,4254340241,213,0.1,4257438805,178,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357867,13,49,1,0,41,4l9mrqzmajz5crzlz50mtbt6x,1,38.2,19.5,2023-05-06T13:30:54.947Z,2023-05-07T06:39:04Z,,,,,,,,,,,,,,,,,,,,,,,,,a5kkysp7c5f577ji17q5v2k0l,J. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544357969,14,1,1,0,43,4l9mrqzmajz5crzlz50mtbt6x,1,35,10.3,2023-05-06T13:30:56.275Z,2023-05-07T06:39:08Z,4254340691,212,27.6,4257439111,178,,4254340693,213,2.4,4254340685,56,Back,4254340687,140,15.4,4254340689,141,37.4,,,,,,,a5kkysp7c5f577ji17q5v2k0l,J. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358027,15,1,1,0,47,4l9mrqzmajz5crzlz50mtbt6x,1,15.2,39.2,2023-05-06T13:31:00.740Z,2023-05-07T06:39:14Z,4254340933,141,65.5,4257439277,178,,4254340935,212,18.1,4254340931,140,18.1,4254340937,213,1.4,4254340929,56,Back,,,,,,,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358095,16,1,1,0,51,4l9mrqzmajz5crzlz50mtbt6x,1,17.8,62.9,2023-05-06T13:31:04.316Z,2023-05-07T06:39:17Z,4254341259,56,Back,4257439309,178,,4254341267,213,4.9,4254341265,212,25.0,4254341261,140,23.2,4254341263,141,27.1,,,,,,,980t379w5cp7umv1eltwlfca1,S. Nsoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358157,17,1,1,0,58,4l9mrqzmajz5crzlz50mtbt6x,1,28.8,36.6,2023-05-06T13:31:11.291Z,2023-05-07T06:39:21Z,4254341549,213,1.7,4254341547,212,23.2,4254341541,56,Back,4254341545,141,70.5,4257439371,178,,4254341543,140,26.1,,,,,,,a5kkysp7c5f577ji17q5v2k0l,J. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358239,18,1,1,1,1,4l9mrqzmajz5crzlz50mtbt6x,1,27.4,71.5,2023-05-06T13:31:15.045Z,2023-05-07T06:39:24Z,4254341889,141,91.4,4254341887,140,34.3,4254341885,56,Back,4257439453,178,,4254341893,213,1.1,4254341891,212,15.3,,,,,,,980t379w5cp7umv1eltwlfca1,S. Nsoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358253,19,1,1,1,6,4l9mrqzmajz5crzlz50mtbt6x,1,58.5,92.6,2023-05-06T13:31:19.902Z,2023-05-07T06:39:28Z,4257439541,178,,4254341951,213,0.2,4254341947,141,95.0,4254341949,212,9.1,4254341945,140,67.0,4254341943,56,Left,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358269,20,1,1,1,7,4l9mrqzmajz5crzlz50mtbt6x,1,67.1,95,2023-05-06T13:31:20.715Z,2023-05-07T06:39:35Z,4254342027,212,9.4,4254342029,213,3.6,4254342025,141,88.3,4254342023,140,59.3,4254342019,56,Left,4257439741,178,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358319,21,1,1,1,8,4l9mrqzmajz5crzlz50mtbt6x,1,59.1,88.3,2023-05-06T13:31:21.408Z,2023-05-07T06:39:40Z,4257439901,178,,4254342253,212,9.1,4254342255,213,6.2,4254342247,56,Left,4254342251,141,87.8,4254342249,140,67.8,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358325,22,4,1,1,8,4l9mrqzmajz5crzlz50mtbt6x,1,74.2,89.4,2023-05-06T13:31:21.994Z,2023-05-07T06:39:49Z,4254342305,233,17,4254342287,286,,4254342281,56,Left,4254342285,265,,4254342279,13,,4254342283,152,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358307,17,4,1,1,8,c5hderjlkcoaze51e5wgvptk,0,25.8,10.6,2023-05-06T13:31:21.995Z,2023-05-07T06:39:49Z,4254342339,233,22,4254342197,285,,4254342191,56,Back,4254342195,265,,4254342189,13,,4257440243,178,,4254342193,152,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358877,23,1,1,1,54,4l9mrqzmajz5crzlz50mtbt6x,0,70.5,90.6,2023-05-06T13:32:07.349Z,2023-05-07T06:39:59Z,4254344963,212,34.1,4254344953,155,,4256287281,224,,4254344967,1,,4254344957,56,Center,4254344959,140,91.8,4257440423,178,,4254344961,141,52.7,9uthj64y9f77y63tq7did539x,Angeliño,4254344965,213,5.4,4254344949,2,4254344951,5,4254344955,152,4256287283,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358907,18,12,1,1,55,c5hderjlkcoaze51e5wgvptk,1,8.4,47.2,2023-05-06T13:32:08.811Z,2023-05-07T06:40:10Z,4254345093,141,42.3,4254345087,56,Back,4254345099,15,,4254345097,213,6.1,4257440789,388,,4254345095,212,20.1,4254345091,140,27.3,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358947,24,1,1,1,58,4l9mrqzmajz5crzlz50mtbt6x,1,71.3,56.6,2023-05-06T13:32:11.355Z,2023-05-07T06:40:17Z,4254345283,141,62.1,4257441081,178,,4254345281,140,79.9,4254345279,56,Center,4254345277,3,,4254345285,212,9.8,4254345287,213,0.4,,,,bkbmygo5f1glcs6xssawl26z9,I. Bebou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359063,25,1,1,1,59,4l9mrqzmajz5crzlz50mtbt6x,1,79.9,62.1,2023-05-06T13:32:12.722Z,2023-05-07T06:40:30Z,4257441227,178,,4254345837,141,53.6,4254345835,140,76.1,4254345841,212,7.0,4254346465,210,13,4254345833,56,Center,4254346467,154,,4254345843,213,4.1,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359077,27,13,1,2,1,4l9mrqzmajz5crzlz50mtbt6x,1,76,53.6,2023-05-06T13:32:14.116Z,2023-05-07T06:40:30Z,4254346515,108,,4254345893,18,,4254346499,29,,4254346519,230,97.6,4257441437,178,,4254345895,56,Center,4254346011,24,,4254346513,103,25,57c808184l80uuuv7z3flcu6t,G. Prömel,4254382219,215,,4254346511,102,4254346501,154,4254346497,75,4254346521,231,,35.8,50,4254346517,328,4254346015,20,4254346507,55,25,,,,,,,,,,,,,,,,,,,,,,
2544358971,19,5,1,2,2,c5hderjlkcoaze51e5wgvptk,1,-0.6,58.4,2023-05-06T13:32:15.498Z,2023-05-07T06:40:33Z,4254345381,56,Back,4254345383,346,,4254346805,233,26,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359067,26,5,1,2,2,4l9mrqzmajz5crzlz50mtbt6x,0,100.6,41.6,2023-05-06T13:32:15.498Z,2023-05-07T06:40:32Z,4254345853,346,,4254346845,233,19,4254345851,56,Center,,,,,,,,,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359303,20,1,1,2,15,c5hderjlkcoaze51e5wgvptk,1,4.1,52.2,2023-05-06T13:32:28.997Z,2023-05-07T06:40:54Z,4254346955,140,7.8,4254346951,124,,4254346957,141,27.1,4254346959,212,17.5,4254346965,237,,4254346961,213,4.9,4254346953,56,Back,,,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359329,21,1,1,2,22,c5hderjlkcoaze51e5wgvptk,1,15.7,19.2,2023-05-06T13:32:35.877Z,2023-05-07T06:41:00Z,4254347081,56,Back,4254347085,141,5.4,4254347083,140,14.4,4254347087,212,9.5,4254347089,213,4.6,4257442207,178,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359349,22,1,1,2,24,c5hderjlkcoaze51e5wgvptk,0,12,5.9,2023-05-06T13:32:37.723Z,2023-05-07T06:41:04Z,4254347175,56,Back,4254347185,213,0.3,4254347177,140,15.6,4254347179,141,7.6,4257442333,178,,4254347173,155,,4254347183,212,4.0,,,,abuvjv3bhb402yf8p92kucez9,A. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544727161,648,61,1,2,24,4l9mrqzmajz5crzlz50mtbt6x,1,84.1,93.6,2023-05-06T13:32:37.757Z,2023-05-07T06:41:17Z,4256301869,56,Left,4257442747,178,,,,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359437,29,49,1,2,28,4l9mrqzmajz5crzlz50mtbt6x,1,65.7,61.6,2023-05-06T13:32:41.287Z,2023-05-07T06:41:31Z,,,,,,,,,,,,,,,,,,,,,,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359429,28,1,1,2,28,4l9mrqzmajz5crzlz50mtbt6x,1,59.4,62.7,2023-05-06T13:32:41.396Z,2023-05-07T06:41:41Z,4254347671,212,12.7,4257443521,178,,4254347669,141,77.9,4254347667,140,52.3,4254347665,56,Center,4254347673,213,2.2,,,,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359471,30,1,1,2,29,4l9mrqzmajz5crzlz50mtbt6x,1,52.3,77.9,2023-05-06T13:32:42.875Z,2023-05-07T06:41:45Z,4254347893,213,3.1,4254347885,141,80.3,4254347879,56,Back,4254347881,140,30.3,4254347889,212,23.2,4257443657,178,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
