id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/14/value,qualifier/10/value,qualifier/16/value,qualifier/9/value,assist,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2478975947,7,1,1,0,10,dt4pinj0vw0t0cvz7za6mhmzy,0,14.2,75.3,2022-10-29T16:32:24.345Z,2022-10-30T08:28:01Z,3881022847,213,5.8,3881022841,140,46.1,3881022839,56,Back,3881022849,1,,3881022843,141,49.3,3881022845,212,37.9,3881022837,157,,3882692909,178,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976017,5,1,1,0,11,c5hderjlkcoaze51e5wgvptk,0,55,46.8,2022-10-29T16:32:26.166Z,2022-10-30T08:28:07Z,3881023125,213,5.4,3881023119,140,78.7,3881023123,212,41.2,3881023115,157,,3882692955,178,,3881023117,56,Right,3881023121,141,0.0,3881023127,1,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976025,6,5,1,0,15,c5hderjlkcoaze51e5wgvptk,0,80,-1.4,2022-10-29T16:32:30.125Z,2022-10-30T08:28:10Z,3881023163,347,,3881023299,233,8,3881023161,56,Right,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976047,8,5,1,0,15,dt4pinj0vw0t0cvz7za6mhmzy,1,20,101.4,2022-10-29T16:32:30.125Z,2022-10-30T08:28:10Z,3881023289,347,,3881023291,233,6,3881023287,56,Back,,,,,,,,,,,,,,,,3y9nm18as1wxhizq3fyazb2t,T. Hazard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976185,9,1,1,0,27,dt4pinj0vw0t0cvz7za6mhmzy,1,18.1,100,2022-10-29T16:32:41.408Z,2022-10-30T08:28:14Z,3881024057,140,21.1,3881024061,212,10.9,3881024053,107,,3881024059,141,85.7,3881024063,213,5.0,3881024055,56,Back,,,,,,,3y9nm18as1wxhizq3fyazb2t,T. Hazard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976211,10,1,1,0,27,dt4pinj0vw0t0cvz7za6mhmzy,1,21.1,85.6,2022-10-29T16:32:42.056Z,2022-10-30T08:28:16Z,3882693081,178,,3881024219,212,8.3,3881024213,56,Back,3881024215,140,19.0,3881024221,213,1.8,3881024217,141,97.4,,,,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976217,11,1,1,0,28,dt4pinj0vw0t0cvz7za6mhmzy,1,19,97.2,2022-10-29T16:32:42.628Z,2022-10-30T08:28:22Z,3881024259,155,,3881024265,141,44.2,3881024269,213,4.5,3881024263,140,12.4,3881024261,56,Back,3882693173,178,,3881024271,1,,3881024267,212,36.7,3y9nm18as1wxhizq3fyazb2t,T. Hazard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976239,12,1,1,0,31,dt4pinj0vw0t0cvz7za6mhmzy,1,12.4,44.2,2022-10-29T16:32:46.009Z,2022-10-30T08:28:27Z,3881024413,212,9.7,3881024407,56,Back,3881024415,213,2.8,3882693257,178,,3881024409,140,3.6,3881024411,141,48.5,3881024405,3,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976243,13,52,1,0,32,dt4pinj0vw0t0cvz7za6mhmzy,1,6.3,47.5,2022-10-29T16:32:46.987Z,2022-10-30T08:28:29Z,3881915945,376,,3882693275,178,,,,,,,,,,,,,,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976325,14,1,1,0,36,dt4pinj0vw0t0cvz7za6mhmzy,1,13,50.3,2022-10-29T16:32:50.891Z,2022-10-30T08:28:31Z,3881024921,141,75.9,3881024917,56,Back,3882693313,178,,3881024925,213,1.5,3881024919,140,15.0,3881024915,123,,3881024923,212,17.5,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976373,15,1,1,0,41,dt4pinj0vw0t0cvz7za6mhmzy,1,20.7,71.1,2022-10-29T16:32:55.589Z,2022-10-30T08:28:36Z,3881025229,140,21.4,3881025233,212,21.0,3881025235,213,4.7,3882693437,178,,3881025227,56,Back,3881025231,141,40.3,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976421,16,1,1,0,44,dt4pinj0vw0t0cvz7za6mhmzy,1,21.4,39.5,2022-10-29T16:32:58.628Z,2022-10-30T08:28:37Z,3881025493,212,24.4,3881025489,140,25.0,3881025495,213,4.9,3881025491,141,4.0,3881025487,56,Back,3882693467,178,,,,,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976493,17,1,1,0,48,dt4pinj0vw0t0cvz7za6mhmzy,1,31.6,8.2,2022-10-29T16:33:02.526Z,2022-10-30T08:28:39Z,3881025791,213,1.9,3882693505,178,,3881025787,141,35.5,3881025785,140,26.1,3881025789,212,19.4,3881025783,56,Back,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976539,18,1,1,0,50,dt4pinj0vw0t0cvz7za6mhmzy,1,27.3,35.8,2022-10-29T16:33:05.063Z,2022-10-30T08:28:43Z,3881026043,213,5.0,3882693569,178,,3881026037,140,32.1,3881026035,56,Back,3881921213,155,,3881026039,141,7.3,3881026041,212,20.0,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976601,19,1,1,0,54,dt4pinj0vw0t0cvz7za6mhmzy,1,32.1,7.3,2022-10-29T16:33:08.298Z,2022-10-30T08:28:46Z,3881026381,56,Back,3881026391,212,20.4,3882693621,178,,3881026387,141,33.4,3881026385,140,22.5,3881026395,213,2.1,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976643,20,1,1,0,57,dt4pinj0vw0t0cvz7za6mhmzy,1,24.2,37.3,2022-10-29T16:33:11.569Z,2022-10-30T08:28:49Z,3881026605,213,1.2,3881026595,196,,3881026603,212,43.4,3881026599,140,37.8,3882693659,178,,3881026601,141,97.5,3881026597,56,Back,3881026607,1,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976677,21,1,1,1,0,dt4pinj0vw0t0cvz7za6mhmzy,1,38,96.3,2022-10-29T16:33:15.068Z,2022-10-30T08:28:55Z,3881026771,212,14.6,3881026767,140,29.2,3881026765,56,Back,3881026773,213,4.0,3882693725,178,,3881026769,141,79.7,,,,,,,3y9nm18as1wxhizq3fyazb2t,T. Hazard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976705,22,1,1,1,3,dt4pinj0vw0t0cvz7za6mhmzy,1,27.7,78.8,2022-10-29T16:33:17.853Z,2022-10-30T08:29:00Z,3881026967,140,35.7,3882693807,178,,3881026981,213,1.0,3881026973,141,97.2,3881026963,56,Back,3881026979,212,15.1,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976755,23,1,1,1,6,dt4pinj0vw0t0cvz7za6mhmzy,1,34.5,96.8,2022-10-29T16:33:20.602Z,2022-10-30T08:29:09Z,3881027197,141,85.9,3881027193,56,Back,3881027201,213,5.1,3881027199,212,8.0,3882693927,178,,3881027195,140,37.3,,,,,,,3y9nm18as1wxhizq3fyazb2t,T. Hazard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976797,24,1,1,1,8,dt4pinj0vw0t0cvz7za6mhmzy,1,33.2,85.6,2022-10-29T16:33:22.492Z,2022-10-30T08:29:12Z,3881027451,141,74.8,3881027449,140,25.9,3882693969,178,,3881027455,213,3.9,3881027453,212,10.6,3881027447,56,Back,,,,,,,7q96z3aaee5jyccb8pjthi8kp,D. Malen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976887,25,1,1,1,10,dt4pinj0vw0t0cvz7za6mhmzy,1,30.6,67.2,2022-10-29T16:33:25.206Z,2022-10-30T08:29:15Z,3881027903,212,40.2,3881027905,213,4.7,3882693997,178,,3881027907,1,,3881027893,56,Back,3881027895,140,28.4,3881027901,141,8.2,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976921,26,1,1,1,15,dt4pinj0vw0t0cvz7za6mhmzy,0,32.9,6.5,2022-10-29T16:33:30.099Z,2022-10-30T08:29:18Z,3881028093,213,0.6,3881028089,212,34.4,3881028083,141,35.7,3882694049,178,,3881028097,1,,3881028075,56,Center,3881028079,140,59.6,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976935,7,8,1,1,17,c5hderjlkcoaze51e5wgvptk,1,35,65.9,2022-10-29T16:33:31.797Z,2022-10-30T08:29:27Z,3881921791,384,,3882694141,389,,3881028141,56,Back,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976975,9,1,1,1,18,c5hderjlkcoaze51e5wgvptk,0,32.7,72.1,2022-10-29T16:33:32.884Z,2022-10-30T08:29:38Z,3881028307,155,,3882694281,178,,3881028319,212,12.2,3881028311,140,42.6,3881028317,141,81.5,3881028309,56,Back,3881028321,213,0.6,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976949,8,49,1,1,18,c5hderjlkcoaze51e5wgvptk,1,32.7,72.1,2022-10-29T16:33:32.922Z,2022-10-30T08:29:33Z,,,,,,,,,,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478976997,27,49,1,1,20,dt4pinj0vw0t0cvz7za6mhmzy,1,61.1,13.1,2022-10-29T16:33:34.392Z,2022-10-30T08:29:44Z,,,,,,,,,,,,,,,,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977031,28,1,1,1,24,dt4pinj0vw0t0cvz7za6mhmzy,0,64.4,7.6,2022-10-29T16:33:38.339Z,2022-10-30T08:29:52Z,3881028655,56,Right,3881028663,213,2.9,3881028659,141,9.4,3882694477,178,,3881028661,212,5.7,3881028657,140,59.1,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977037,10,61,1,1,24,c5hderjlkcoaze51e5wgvptk,1,35.6,93.2,2022-10-29T16:33:38.534Z,2022-10-30T08:29:56Z,3882694541,178,,3881028687,56,Back,,,,,,,,,,,,,,,,,,,d7xdtkzw3h749ngi4sobn6kmh,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977057,11,5,1,1,26,c5hderjlkcoaze51e5wgvptk,0,41.3,101,2022-10-29T16:33:40.395Z,2022-10-30T08:29:59Z,3881028801,56,Back,3881028805,347,,3881029295,233,29,,,,,,,,,,,,,,,,d7xdtkzw3h749ngi4sobn6kmh,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977157,29,5,1,1,26,dt4pinj0vw0t0cvz7za6mhmzy,1,58.7,-1,2022-10-29T16:33:40.395Z,2022-10-30T08:29:58Z,3881029265,347,,3881029271,233,11,3881029263,56,Right,,,,,,,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977241,30,1,1,1,36,dt4pinj0vw0t0cvz7za6mhmzy,1,56.2,0,2022-10-29T16:33:50.343Z,2022-10-30T08:30:03Z,3881029681,56,Right,3881029679,107,,3881029687,212,10.0,3881029685,141,7.7,3881029689,213,0.7,3881029683,140,63.7,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977259,31,1,1,1,37,dt4pinj0vw0t0cvz7za6mhmzy,1,63.7,7.7,2022-10-29T16:33:51.297Z,2022-10-30T08:30:15Z,3881029785,212,7.1,3881032251,156,,3881029783,141,4.1,3881029781,140,57.4,3881029787,213,3.5,3881029779,56,Right,3882694805,178,,,,,ebj6t5jqzixrnww1z7qofznu2,K. Adeyemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977273,32,1,1,1,37,dt4pinj0vw0t0cvz7za6mhmzy,0,57.4,4.1,2022-10-29T16:33:52.192Z,2022-10-30T08:30:19Z,3881029879,213,0.7,3881029873,140,76.3,3881029869,155,,3881029875,141,31.0,3882694839,178,,3881029877,212,27.0,3881029871,56,Center,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977309,12,1,1,1,40,c5hderjlkcoaze51e5wgvptk,0,24.7,72.9,2022-10-29T16:33:54.620Z,2022-10-30T08:30:24Z,3881030061,141,72.3,3881030057,56,Back,3881030059,140,37.4,3881030065,213,6.3,3881030055,3,,3882694915,388,,3881030063,212,13.3,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977421,33,1,1,1,42,dt4pinj0vw0t0cvz7za6mhmzy,1,63.7,33.9,2022-10-29T16:33:56.548Z,2022-10-30T08:30:31Z,3881030427,213,2.8,3881030421,140,59.3,3881030423,141,36.0,3882695013,178,,3881030425,212,4.8,3881030419,56,Center,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977441,34,1,1,1,43,dt4pinj0vw0t0cvz7za6mhmzy,1,59.3,36,2022-10-29T16:33:57.339Z,2022-10-30T08:30:38Z,3881030521,141,28.2,3881030517,56,Center,3881030519,140,69.1,3881030525,213,5.8,3882695125,178,,3881030515,3,,3881030523,212,11.6,,,,emvi36y613e4lqlat3wfdih9l,S. Özcan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977453,35,1,1,1,44,dt4pinj0vw0t0cvz7za6mhmzy,1,69.1,28.2,2022-10-29T16:33:58.923Z,2022-10-30T08:30:42Z,3881030613,212,15.1,3881030607,56,Right,3881030611,141,8.6,3882695193,178,,3881030617,213,4.2,3881030609,140,62.4,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977463,36,1,1,1,45,dt4pinj0vw0t0cvz7za6mhmzy,0,62.4,8,2022-10-29T16:34:00.244Z,2022-10-30T08:30:50Z,3881030653,140,68.6,3881030659,213,0.7,3881030655,141,16.1,3882695313,178,,3881030657,212,8.5,3881030651,56,Right,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977461,13,49,1,1,47,c5hderjlkcoaze51e5wgvptk,1,29.8,88.6,2022-10-29T16:34:01.935Z,2022-10-30T08:30:56Z,,,,,,,,,,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977485,14,1,1,1,47,c5hderjlkcoaze51e5wgvptk,1,29.8,88.6,2022-10-29T16:34:01.975Z,2022-10-30T08:31:15Z,3881030731,56,Back,3881030737,212,4.7,3881030735,141,94.6,3882695765,178,,3881030739,213,1.1,3881030733,140,32.0,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977505,15,1,1,1,48,c5hderjlkcoaze51e5wgvptk,1,32,94.6,2022-10-29T16:34:03.221Z,2022-10-30T08:31:17Z,3881030801,56,Back,3881030807,212,4.7,3881030805,141,87.7,3882695799,178,,3881030809,213,4.8,3881030803,140,32.5,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977515,16,1,1,1,50,c5hderjlkcoaze51e5wgvptk,0,33.3,87.5,2022-10-29T16:34:04.603Z,2022-10-30T08:31:22Z,3881030853,213,5.3,3881030847,140,38.0,3882695863,178,,3881030849,141,76.9,3881030845,56,Back,3881030851,212,8.7,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977527,37,49,1,1,50,dt4pinj0vw0t0cvz7za6mhmzy,1,62.2,27.4,2022-10-29T16:34:05.150Z,2022-10-30T08:31:26Z,,,,,,,,,,,,,,,,,,,,,,,,,emvi36y613e4lqlat3wfdih9l,S. Özcan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478977543,38,1,1,1,52,dt4pinj0vw0t0cvz7za6mhmzy,1,62.2,27.4,2022-10-29T16:34:06.284Z,2022-10-30T08:31:33Z,3881031011,56,Right,3882696025,178,,3881031017,212,14.5,3881031015,141,11.3,3881031019,213,5.4,3881031013,140,71.3,,,,,,,emvi36y613e4lqlat3wfdih9l,S. Özcan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479290741,1018,43,1,1,52,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2022-10-29T16:34:06.923Z,2022-10-30T12:02:39Z,3883040873,144,82,3882738361,178,0,,,,,,,,,,,,,,,,,,,ebj6t5jqzixrnww1z7qofznu2,K. Adeyemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
