id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2533597435,6,43,1,0,9,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-04-15T13:30:24.024Z,2023-04-15T13:30:30Z,4190118373,56,Center,4190118797,144,44,4190118375,286,0,,,,,,,,,,,,,,,,1ic5mnwhm510mptrxz04zmtm2,D. Beljo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597705,6,1,1,0,25,9gefq4dz9b2hl8rqrxwrlrzmp,0,21.7,66.3,2023-04-15T13:30:40.284Z,2023-04-16T06:24:03Z,4190119869,212,54.4,4190119867,141,84.0,4194051725,178,,4190119871,213,0.2,4190119865,140,72.2,4190119857,5,,4190119861,241,,4190119859,155,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,4190119863,56,Left,4190119873,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597741,7,1,1,0,28,ex3psl8e3ajeypwjy4xfltpx6,1,26.5,31,2023-04-15T13:30:43.719Z,2023-04-16T06:24:07Z,4190120019,56,Back,4190120017,3,,4190120023,141,41.8,4194051791,178,,4190120027,213,0.7,4190120021,140,35.0,4190120025,212,11.6,,,,bs6f5ag1f47ropxefrybtaktl,M. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597759,8,1,1,0,30,ex3psl8e3ajeypwjy4xfltpx6,0,34.1,41.8,2023-04-15T13:30:45.074Z,2023-04-16T06:24:13Z,4190120075,3,,4194051877,178,,4190120083,212,9.5,4190120079,140,41.7,4190120077,56,Back,4190120085,213,5.7,4190120081,141,34.2,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597843,7,1,1,0,31,9gefq4dz9b2hl8rqrxwrlrzmp,1,56.7,79.5,2023-04-15T13:30:46.079Z,2023-04-16T06:24:15Z,4190120435,56,Left,4190120437,140,63.8,4190120441,212,10.8,4190120439,141,90.9,4194051915,178,,4190120443,213,0.8,,,,,,,7o3fumeufgigw092b7i5n4f6x,A. Haidara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597857,8,1,1,0,31,9gefq4dz9b2hl8rqrxwrlrzmp,1,63.8,91.2,2023-04-15T13:30:46.750Z,2023-04-16T06:24:19Z,4190120505,213,3.7,4190120499,140,44.7,4194052005,178,,4190120497,56,Back,4190120501,141,72.6,4190120503,212,23.7,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597877,9,1,1,0,34,9gefq4dz9b2hl8rqrxwrlrzmp,1,44.7,72.6,2023-04-15T13:30:48.984Z,2023-04-16T06:24:21Z,4194052041,178,,4190120627,56,Back,4190120633,212,27.7,4190120629,140,44.7,4190120631,141,31.9,4190120635,213,4.7,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597913,10,1,1,0,37,9gefq4dz9b2hl8rqrxwrlrzmp,1,44.7,31.9,2023-04-15T13:30:51.965Z,2023-04-16T06:24:24Z,4190120789,212,13.8,4190120787,141,15.1,4190120785,140,52.1,4190120791,213,5.3,4190120783,56,Right,4194052081,178,,,,,,,,3igg6gfmomgh1t5ohwzbpb5cl,L. Klostermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597963,11,1,1,0,40,9gefq4dz9b2hl8rqrxwrlrzmp,1,44.8,33.1,2023-04-15T13:30:55.534Z,2023-04-16T06:24:26Z,4190121031,56,Back,4190121035,141,42.5,4190121037,212,11.7,4190121039,213,2.6,4194052133,178,,4190121033,140,35.5,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597999,12,1,1,0,43,9gefq4dz9b2hl8rqrxwrlrzmp,1,34.7,44.2,2023-04-15T13:30:57.980Z,2023-04-16T06:24:28Z,4190121225,213,1.6,4194052149,178,,4190121221,141,74.6,4190121217,56,Back,4190121223,212,20.7,4190121219,140,34.2,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598011,13,1,1,0,44,9gefq4dz9b2hl8rqrxwrlrzmp,1,36.3,81,2023-04-15T13:30:59.909Z,2023-04-16T06:24:31Z,4190121311,212,22.7,4190121315,213,0.2,4190121299,56,Left,4190121303,140,57.5,4194052181,178,,4190121307,141,87.3,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598063,14,1,1,0,46,9gefq4dz9b2hl8rqrxwrlrzmp,1,57.5,87.3,2023-04-15T13:31:01.320Z,2023-04-16T06:24:34Z,4190121573,141,71.4,4190121577,213,5.2,4190121569,56,Center,4190121571,140,63.5,4194052227,178,,4190121575,212,12.5,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598085,15,1,1,0,47,9gefq4dz9b2hl8rqrxwrlrzmp,1,63.5,71.4,2023-04-15T13:31:02.631Z,2023-04-16T06:24:37Z,4194052275,178,,4190121673,212,5.4,4190121661,56,Center,4190121675,213,3.1,4190121665,140,58.4,4190121669,141,71.4,,,,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598139,16,1,1,0,48,9gefq4dz9b2hl8rqrxwrlrzmp,1,58.4,71.6,2023-04-15T13:31:03.529Z,2023-04-16T06:24:41Z,4190121917,141,78.5,4190515265,4,,4190121911,56,Center,4190121923,213,0.1,4190121925,1,,4190121921,212,37.7,4190121909,155,,4194052371,178,,7o3fumeufgigw092b7i5n4f6x,A. Haidara,4190121913,140,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598147,17,1,1,0,53,9gefq4dz9b2hl8rqrxwrlrzmp,0,95.5,77.1,2023-04-15T13:31:08.729Z,2023-04-16T06:26:04Z,4190121953,141,76.5,4190121949,56,Center,4194053707,178,,4190122043,236,,4190121957,213,5.2,4190122045,233,9,4190121951,140,95.7,4190121955,212,0.5,2pjr6yz65f4uqvwniy4vphn85,T. Werner,4190122049,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598145,9,74,1,0,53,ex3psl8e3ajeypwjy4xfltpx6,1,4.6,27.7,2023-04-15T13:31:08.798Z,2023-04-16T06:26:07Z,4190121941,56,Back,4194053771,178,,4190121943,285,,4190122063,233,17,,,,,,,,,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598181,18,61,1,0,53,9gefq4dz9b2hl8rqrxwrlrzmp,1,95.7,76.5,2023-04-15T13:31:08.886Z,2023-04-16T06:26:11Z,4194053859,178,,4190122113,56,Center,,,,,,,,,,,,,,,,,,,2pjr6yz65f4uqvwniy4vphn85,T. Werner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598169,10,49,1,0,55,ex3psl8e3ajeypwjy4xfltpx6,1,5.6,27.3,2023-04-15T13:31:10.209Z,2023-04-16T06:26:15Z,,,,,,,,,,,,,,,,,,,,,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598255,11,1,1,0,56,ex3psl8e3ajeypwjy4xfltpx6,1,12.3,26.2,2023-04-15T13:31:11.274Z,2023-04-16T06:26:18Z,4194053967,178,,4190122453,56,Back,4190122469,213,5.8,4190122467,212,20.9,4190122457,140,30.0,4190122461,141,12.2,,,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598301,12,1,1,0,57,ex3psl8e3ajeypwjy4xfltpx6,1,30,12.2,2023-04-15T13:31:12.846Z,2023-04-16T06:26:22Z,4190122727,212,6.5,4194054053,178,,4190122721,56,Back,4190122725,141,19.7,4190122723,140,33.8,4190541919,168,,4190122731,213,0.9,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598395,13,1,1,0,59,ex3psl8e3ajeypwjy4xfltpx6,1,33.3,19.4,2023-04-15T13:31:14.277Z,2023-04-16T06:26:28Z,4190123193,141,33.0,4190123195,212,21.4,4190123191,140,51.7,4190123187,56,Center,4190123197,213,0.4,4194054163,178,,,,,,,,b6woton2db3w4rm67vu69buy2,A. Engels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598415,14,1,1,1,6,ex3psl8e3ajeypwjy4xfltpx6,1,62.7,8.2,2023-04-15T13:31:21.402Z,2023-04-16T06:26:33Z,4190123297,213,3.5,4190123289,56,Right,4190123295,212,9.6,4190123291,140,54.0,4190123293,141,3.8,4194054259,178,,,,,,,,1ic5mnwhm510mptrxz04zmtm2,D. Beljo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598437,15,1,1,1,8,ex3psl8e3ajeypwjy4xfltpx6,1,54,3.8,2023-04-15T13:31:23.271Z,2023-04-16T06:26:37Z,4190123431,213,2.6,4190123423,141,12.3,4190123417,56,Back,4194054351,178,,4190123421,140,45.6,4190123427,212,10.5,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598487,16,1,1,1,9,ex3psl8e3ajeypwjy4xfltpx6,1,45.6,12.3,2023-04-15T13:31:24.844Z,2023-04-16T06:26:40Z,4190123645,56,Center,4190123647,140,53.4,4190123653,213,1.0,4190123649,141,30.9,4190123651,212,15.1,4194054415,178,,,,,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598551,17,1,1,1,12,ex3psl8e3ajeypwjy4xfltpx6,1,45.8,32.2,2023-04-15T13:31:27.609Z,2023-04-16T06:26:47Z,4190123973,140,31.9,4190123977,212,16.8,4190123979,213,2.6,4194054493,178,,4190123971,56,Back,4190123975,141,44.5,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598583,18,1,1,1,16,ex3psl8e3ajeypwjy4xfltpx6,1,31.9,41.2,2023-04-15T13:31:31.665Z,2023-04-16T06:26:49Z,4190124135,212,19.3,4194054537,178,,4190124131,140,39.2,4190124137,213,5.1,4190124133,141,15.2,4190124129,56,Back,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598641,19,1,1,1,18,ex3psl8e3ajeypwjy4xfltpx6,1,39.2,15.2,2023-04-15T13:31:33.401Z,2023-04-16T06:26:51Z,4190124407,56,Right,4190124413,212,18.5,4190124409,140,55.0,4194054587,178,,4190124411,141,3.1,4190124415,213,5.8,,,,,,,bs6f5ag1f47ropxefrybtaktl,M. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598649,20,3,1,1,20,ex3psl8e3ajeypwjy4xfltpx6,0,55.7,3.5,2023-04-15T13:31:35.280Z,2023-04-16T06:26:54Z,4190124483,211,,4190124455,56,Right,4192864597,465,,4194054647,178,,4190124457,286,,,,,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598983,19,5,1,1,22,9gefq4dz9b2hl8rqrxwrlrzmp,1,37.2,100.9,2023-04-15T13:31:37.578Z,2023-04-16T06:26:57Z,4190126031,347,,4190126053,233,21,4190126029,56,Back,,,,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533598671,21,5,1,1,22,ex3psl8e3ajeypwjy4xfltpx6,0,62.8,-0.9,2023-04-15T13:31:37.578Z,2023-04-16T06:26:57Z,4190124549,56,Right,4190124553,347,,4190126093,233,19,,,,,,,,,,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599061,20,1,1,1,38,9gefq4dz9b2hl8rqrxwrlrzmp,1,39.6,100,2023-04-15T13:31:53.612Z,2023-04-16T06:27:06Z,4190126473,140,27.4,4190126479,213,3.5,4190126477,212,13.9,4190126469,107,,4190126475,141,92.4,4190126471,56,Back,,,,,,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599095,21,1,1,1,41,9gefq4dz9b2hl8rqrxwrlrzmp,1,32.4,72.2,2023-04-15T13:31:56.731Z,2023-04-16T06:27:09Z,4194055023,178,,4190126583,56,Back,4190126591,213,4.4,4190126585,140,28.5,4190126587,141,53.0,4190126589,212,13.7,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599141,22,1,1,1,45,9gefq4dz9b2hl8rqrxwrlrzmp,1,29.3,42.4,2023-04-15T13:32:00.028Z,2023-04-16T06:27:16Z,4190126813,141,19.3,4194055153,178,,4190126809,56,Back,4190126815,212,17.8,4190126811,140,37.3,4190126817,213,5.2,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599229,23,1,1,1,48,9gefq4dz9b2hl8rqrxwrlrzmp,0,37.3,19.3,2023-04-15T13:32:03.135Z,2023-04-16T06:27:22Z,4190127251,213,6.2,4190127243,56,Right,4190127241,155,,4194055255,178,,4190127245,140,78.5,4190127247,141,14.2,4190127253,1,,4190127249,212,43.4,3igg6gfmomgh1t5ohwzbpb5cl,L. Klostermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599239,24,43,1,1,50,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2023-04-15T13:32:05.543Z,2023-04-15T14:23:36Z,4190127303,56,Right,4190526485,144,61,,,,,,,,,,,,,,,,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599251,22,49,1,1,51,ex3psl8e3ajeypwjy4xfltpx6,1,13.4,94.4,2023-04-15T13:32:06.052Z,2023-04-16T06:49:34Z,,,,,,,,,,,,,,,,,,,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599297,23,1,1,1,53,ex3psl8e3ajeypwjy4xfltpx6,1,12.8,94.8,2023-04-15T13:32:08.783Z,2023-04-16T06:45:39Z,4190127567,213,4.2,4190127559,56,Back,4190127561,140,4.3,4190127565,212,19.5,4190127563,141,69.3,4194079743,178,,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599349,24,1,1,1,55,ex3psl8e3ajeypwjy4xfltpx6,0,4.3,69.3,2023-04-15T13:32:10.244Z,2023-04-16T06:46:11Z,4194055471,178,,4190127809,1,,4190127807,213,0.1,4190127805,212,35.7,4190127793,155,,4190127801,141,72.3,4190127795,56,Back,4190127797,140,38.2,840353qq4b6ufh0hhm9o0n45x,T. Koubek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599395,25,1,1,1,57,9gefq4dz9b2hl8rqrxwrlrzmp,0,56.1,28.1,2023-04-15T13:32:12.664Z,2023-04-16T06:46:20Z,4190127981,3,,4194055881,388,,4190127991,213,1.1,4190127985,140,63.0,4190127987,141,49.3,4190127989,212,16.1,4190127983,56,Center,,,,3igg6gfmomgh1t5ohwzbpb5cl,L. Klostermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599389,25,49,1,1,59,ex3psl8e3ajeypwjy4xfltpx6,1,33,55.8,2023-04-15T13:32:14.772Z,2023-04-16T06:28:09Z,,,,,,,,,,,,,,,,,,,,,,,,,b6woton2db3w4rm67vu69buy2,A. Engels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599425,26,1,1,1,59,ex3psl8e3ajeypwjy4xfltpx6,0,33,55.8,2023-04-15T13:32:14.794Z,2023-04-16T06:28:10Z,4190128137,212,13.1,4190128133,140,45.3,4190128139,213,6.1,4190128131,56,Back,4194056035,178,,4190128135,141,52.2,,,,,,,b6woton2db3w4rm67vu69buy2,A. Engels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534333045,1045,67,1,2,0,9gefq4dz9b2hl8rqrxwrlrzmp,1,56.5,47.6,2023-04-15T13:32:15.813Z,2023-04-16T07:32:30Z,4194086611,233,848,,,,,,,,,,,,,,,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534333043,848,67,1,2,0,ex3psl8e3ajeypwjy4xfltpx6,0,43.5,52.4,2023-04-15T13:32:15.814Z,2023-04-16T06:50:02Z,4194086621,233,1045,,,,,,,,,,,,,,,,,,,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599453,26,8,1,2,0,9gefq4dz9b2hl8rqrxwrlrzmp,1,55.2,46.1,2023-04-15T13:32:15.846Z,2023-04-16T07:32:30Z,4190128295,56,Center,4194056055,178,,4192868437,383,,,,,,,,,,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599463,27,49,1,2,2,9gefq4dz9b2hl8rqrxwrlrzmp,1,58.4,44.5,2023-04-15T13:32:17.149Z,2023-04-16T06:28:15Z,,,,,,,,,,,,,,,,,,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
