id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2442477887,7,1,1,0,42,eq1oq6y61xnzq88zu0cnw131z,0,66.4,72.9,2022-08-06T13:33:02.638Z,2022-08-07T02:03:01Z,3687010113,155,,3687010119,141,37.1,3687010121,212,34.7,3687010117,140,89.9,3687010123,213,5.5,3689296863,72,,3687010109,2,,3687010125,1,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,3689296861,224,3687010115,56,Center,3690117587,178,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442477911,5,12,1,0,44,1c7qokc1j5z50cjj4tcu32haa,1,8.3,59.1,2022-08-06T13:33:04.287Z,2022-08-07T02:03:09Z,3687010239,140,34.0,3687010237,56,Back,3687010243,212,27.2,3687010245,213,0.1,3690117877,388,,3687010263,15,,3687010241,141,64.2,,,,cjok1odm3twxo7sqye3hua6eh,M. Leitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442477971,8,1,1,0,47,eq1oq6y61xnzq88zu0cnw131z,0,68.7,37.7,2022-08-06T13:33:07.144Z,2022-08-07T02:03:21Z,3687010485,140,71.1,3690118333,178,,3687010487,141,38.2,3687010491,213,0.1,3687010489,212,2.5,3687010483,56,Center,,,,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442547019,425,61,1,0,47,1c7qokc1j5z50cjj4tcu32haa,1,29.8,61.6,2022-08-06T13:33:07.248Z,2022-08-07T02:03:27Z,3687362067,56,Back,3690118577,388,,,,,,,,,,,,,,,,,,,,d9q12xp4h8nhtjxl5il3vufh1,A. Fulgini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442477999,9,1,1,0,50,eq1oq6y61xnzq88zu0cnw131z,0,88.9,16.5,2022-08-06T13:33:10.739Z,2022-08-07T02:03:35Z,3687010591,56,Right,3689298319,20,,3687010597,212,2.2,3687010593,140,89.5,3689298317,224,,3687010599,213,1.3,3687010589,155,,3687010595,141,19.6,82r0liyptyapc8rfuo32qcqtx,A. Losilla,3687010587,2,3690118899,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478047,8,61,1,0,50,1c7qokc1j5z50cjj4tcu32haa,1,10,81.2,2022-08-06T13:33:10.768Z,2022-08-07T02:03:47Z,3687010823,56,Back,3690119277,178,,,,,,,,,,,,,,,,,,,,cjok1odm3twxo7sqye3hua6eh,M. Leitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478029,6,12,1,0,52,1c7qokc1j5z50cjj4tcu32haa,1,1.7,59.2,2022-08-06T13:33:12.408Z,2022-08-07T02:03:55Z,3687010733,212,7.7,3690119553,178,,3687010727,56,Back,3687010795,167,,3687010731,141,69.8,3687010729,140,0.0,3687010735,213,1.9,,,,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478037,7,6,1,0,53,1c7qokc1j5z50cjj4tcu32haa,0,4.2,75,2022-08-06T13:33:13.727Z,2022-08-07T02:04:07Z,3687010769,73,,3687010805,233,10,3687010767,56,Back,,,,,,,,,,,,,,,,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478043,10,6,1,0,53,eq1oq6y61xnzq88zu0cnw131z,1,95.8,25,2022-08-06T13:33:13.727Z,2022-08-07T02:04:07Z,3687010799,75,,3687010797,56,Center,3687010801,233,7,,,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478417,11,1,1,1,26,eq1oq6y61xnzq88zu0cnw131z,0,99.6,0.5,2022-08-06T13:33:46.638Z,2022-08-07T02:04:12Z,3689299613,72,,3687012551,140,93.6,3687012541,2,,3687012559,213,1.8,3687012553,141,34.2,3687012557,212,23.8,3687012543,6,,3687012549,56,Center,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,3687012545,155,3690120025,178,,3687382191,223,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478431,9,12,1,1,27,1c7qokc1j5z50cjj4tcu32haa,1,2.8,66.4,2022-08-06T13:33:47.579Z,2022-08-07T02:04:19Z,3687012607,56,Back,3687012613,212,16.6,3687012609,140,18.2,3687012625,15,,3687012611,141,60.8,3690120377,388,,3687012615,213,6.1,,,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443108121,986,67,1,1,30,eq1oq6y61xnzq88zu0cnw131z,1,81.9,39.3,2022-08-06T13:33:50.775Z,2022-08-07T09:16:10Z,3690402743,233,828,,,,,,,,,,,,,,,,,,,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443108113,828,67,1,1,30,1c7qokc1j5z50cjj4tcu32haa,0,18.1,60.7,2022-08-06T13:33:50.776Z,2022-08-07T04:01:21Z,3690402761,233,986,,,,,,,,,,,,,,,,,,,,,,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478453,12,1,1,1,30,eq1oq6y61xnzq88zu0cnw131z,0,84.3,40,2022-08-06T13:33:50.779Z,2022-08-07T09:16:10Z,3687012713,141,39.0,3690120531,178,,3687012813,286,,3687012717,213,5.7,3687012715,212,1.2,3687012707,56,Center,3687012807,236,,3687012709,140,85.2,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,3687012809,233,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478455,10,74,1,1,30,1c7qokc1j5z50cjj4tcu32haa,1,14,59,2022-08-06T13:33:50.783Z,2022-08-07T02:04:38Z,3687012721,285,,3687012719,56,Back,3690120903,178,,3687012795,233,12,,,,,,,,,,,,,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478513,11,49,1,1,32,1c7qokc1j5z50cjj4tcu32haa,1,25.2,77,2022-08-06T13:33:52.053Z,2022-08-07T08:12:39Z,,,,,,,,,,,,,,,,,,,,,,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443163573,1190,43,1,1,33,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-08-06T13:33:53.693Z,2022-08-07T08:12:24Z,3690672861,178,0,3690672869,144,82,,,,,,,,,,,,,,,,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478527,12,1,1,1,33,1c7qokc1j5z50cjj4tcu32haa,1,25.2,77,2022-08-06T13:33:53.816Z,2022-08-07T02:04:50Z,3687013097,212,9.9,3687013085,56,Back,3687013099,213,2.0,3690121201,178,,3687013093,141,90.0,3687013089,140,20.9,,,,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478537,13,1,1,1,35,1c7qokc1j5z50cjj4tcu32haa,0,20.9,90,2022-08-06T13:33:55.625Z,2022-08-07T02:04:57Z,3687013129,56,Back,3687013137,141,87.4,3687013139,212,2.5,3687013133,140,22.6,3687013231,236,,3687013145,213,5.5,3687013233,233,13,3690121377,178,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,3687013237,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443109439,1005,43,1,1,35,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-08-06T13:33:55.636Z,2022-08-07T08:12:48Z,3690673273,144,67,3690409743,233,840,,,,,,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443109437,840,43,1,1,35,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-08-06T13:33:55.637Z,2022-08-07T08:12:47Z,3690409759,233,1005,3690673271,144,67,,,,,,,,,,,,,,,,,,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478549,13,74,1,1,35,eq1oq6y61xnzq88zu0cnw131z,1,77.8,11.4,2022-08-06T13:33:55.646Z,2022-08-07T02:05:01Z,3687013179,285,,3687013253,233,13,3687013177,56,Right,3690121457,178,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478571,14,5,1,1,36,eq1oq6y61xnzq88zu0cnw131z,0,82.7,-1.6,2022-08-06T13:33:56.696Z,2022-08-07T02:05:06Z,3687013633,233,14,3687013273,347,,3687013271,56,Right,,,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478639,14,5,1,1,36,1c7qokc1j5z50cjj4tcu32haa,1,17.3,101.6,2022-08-06T13:33:56.696Z,2022-08-07T02:05:05Z,3687013587,56,Back,3687013615,233,14,3687013589,347,,,,,,,,,,,,,,,,,cjok1odm3twxo7sqye3hua6eh,M. Leitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478757,15,1,1,1,48,1c7qokc1j5z50cjj4tcu32haa,1,26.4,100,2022-08-06T13:34:08.697Z,2022-08-07T02:05:20Z,3687014135,212,10.2,3687014129,56,Back,3687014131,140,17.9,3687014127,107,,3687014137,213,3.7,3687014133,141,93.8,,,,,,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478785,16,1,1,1,50,1c7qokc1j5z50cjj4tcu32haa,1,17.1,92.7,2022-08-06T13:34:10.077Z,2022-08-07T02:05:24Z,3687014289,212,25.5,3687014283,56,Back,3687014287,141,85.3,3687014291,213,6.1,3689313761,155,,3690122179,178,,3687014285,140,40.9,,,,cjok1odm3twxo7sqye3hua6eh,M. Leitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478787,17,61,1,1,52,1c7qokc1j5z50cjj4tcu32haa,0,39.9,86,2022-08-06T13:34:12.213Z,2022-08-07T02:05:33Z,3690122511,388,,3687014303,56,Back,,,,,,,,,,,,,,,,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443163725,1623,67,1,1,53,eq1oq6y61xnzq88zu0cnw131z,1,54.7,28.9,2022-08-06T13:34:13.806Z,2022-08-07T09:16:11Z,3690673701,233,1191,,,,,,,,,,,,,,,,,,,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443163723,1191,67,1,1,53,1c7qokc1j5z50cjj4tcu32haa,0,45.3,71.1,2022-08-06T13:34:13.807Z,2022-08-07T08:13:14Z,3690673707,233,1623,,,,,,,,,,,,,,,,,,,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478877,15,1,1,1,53,eq1oq6y61xnzq88zu0cnw131z,0,56.6,28.8,2022-08-06T13:34:13.831Z,2022-08-07T09:16:11Z,3687014793,213,5.6,3690123023,389,,3687014785,56,Right,3687014791,212,32.8,3687014795,1,,3687014789,141,0.0,3687014783,157,,3687014787,140,80.7,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442478883,16,5,1,1,56,eq1oq6y61xnzq88zu0cnw131z,0,81.3,-1.9,2022-08-06T13:34:16.167Z,2022-08-07T02:05:49Z,3687016045,233,18,3687014823,56,Right,3687014825,347,,,,,,,,,,,,,,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479133,18,5,1,1,56,1c7qokc1j5z50cjj4tcu32haa,1,18.7,101.9,2022-08-06T13:34:16.167Z,2022-08-07T02:05:49Z,3687015995,56,Back,3687015997,347,,3687016011,233,16,,,,,,,,,,,,,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479159,19,1,1,2,20,1c7qokc1j5z50cjj4tcu32haa,1,29.7,100,2022-08-06T13:34:40.458Z,2022-08-07T02:06:01Z,3687016123,56,Back,3687016129,212,15.7,3687016131,213,3.6,3687016127,141,89.7,3687016121,107,,3687016125,140,16.6,,,,,,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479185,20,1,1,2,23,1c7qokc1j5z50cjj4tcu32haa,1,16.6,89.7,2022-08-06T13:34:42.951Z,2022-08-07T02:06:06Z,3687016269,141,71.7,3687016271,212,12.4,3690124019,178,,3687016267,140,18.6,3687016273,213,4.9,3687016265,56,Back,,,,,,,cjok1odm3twxo7sqye3hua6eh,M. Leitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479243,21,1,1,2,28,1c7qokc1j5z50cjj4tcu32haa,0,19.9,72.2,2022-08-06T13:34:47.878Z,2022-08-07T02:06:10Z,3687016569,140,85.9,3687016571,141,53.7,3690124205,178,,3687016575,213,6.1,3687016567,56,Center,3687016573,212,70.4,3687016565,155,,3687016577,1,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479245,17,52,1,2,33,eq1oq6y61xnzq88zu0cnw131z,1,12,46.2,2022-08-06T13:34:52.852Z,2022-08-07T02:06:13Z,3689314507,377,,3690124347,178,,,,,,,,,,,,,,,,,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479275,18,80,1,2,35,eq1oq6y61xnzq88zu0cnw131z,0,12,46.9,2022-08-06T13:34:55.146Z,2022-08-07T02:06:20Z,3690124549,178,,,,,,,,,,,,,,,,,,,,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479355,19,1,1,2,39,eq1oq6y61xnzq88zu0cnw131z,1,14.6,42.8,2022-08-06T13:34:59.541Z,2022-08-07T02:06:28Z,3687017129,140,19.5,3687017141,213,5.3,3690124851,178,,3687017133,141,31.5,3687017125,56,Back,3687017137,212,9.2,,,,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479401,20,1,1,2,41,eq1oq6y61xnzq88zu0cnw131z,1,20.9,29.3,2022-08-06T13:35:01.653Z,2022-08-07T02:06:33Z,3687017369,213,5.0,3687017363,140,25.5,3687017367,212,17.2,3687017361,56,Back,3687017365,141,5.0,3690124935,178,,,,,,,,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479441,21,1,1,2,43,eq1oq6y61xnzq88zu0cnw131z,1,25.5,5,2022-08-06T13:35:03.807Z,2022-08-07T02:06:37Z,3687017517,56,Right,3687017525,213,0.2,3690125081,178,,3687017519,140,67.7,3687017521,141,18.1,3687017515,155,,3687017527,1,,3687017523,212,45.2,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479461,22,44,1,2,46,eq1oq6y61xnzq88zu0cnw131z,1,67.6,17,2022-08-06T13:35:06.523Z,2022-08-07T09:16:11Z,3687017591,233,22,3687017575,56,Right,3687017579,286,,,,,,,,,,,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479427,22,44,1,2,46,1c7qokc1j5z50cjj4tcu32haa,0,32.4,83,2022-08-06T13:35:06.524Z,2022-08-07T02:06:43Z,3687017607,233,22,3687017479,285,,3687017477,56,Back,,,,,,,,,,,,,,,,cjok1odm3twxo7sqye3hua6eh,M. Leitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479491,23,1,1,2,46,eq1oq6y61xnzq88zu0cnw131z,0,67.7,18.1,2022-08-06T13:35:06.617Z,2022-08-07T09:16:12Z,3690125551,388,,3687017727,212,21.8,3687017723,140,88.3,3687017729,213,0.1,3687017717,3,,3687017725,141,21.5,3687017719,168,,3687017721,56,Center,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479511,23,52,1,2,51,1c7qokc1j5z50cjj4tcu32haa,1,6,76.2,2022-08-06T13:35:10.901Z,2022-08-07T02:06:53Z,3689315151,376,,3690125707,178,,,,,,,,,,,,,,,,,,,,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479647,24,1,1,2,56,1c7qokc1j5z50cjj4tcu32haa,1,13.3,53.8,2022-08-06T13:35:16.560Z,2022-08-07T02:06:56Z,3687018411,56,Back,3687018415,141,67.0,3687018413,140,16.1,3690125807,178,,3687018419,213,1.3,3687018409,123,,3687018417,212,9.4,,,,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479731,25,1,1,3,1,1c7qokc1j5z50cjj4tcu32haa,1,18.7,62.4,2022-08-06T13:35:20.863Z,2022-08-07T02:07:00Z,3687018851,212,13.4,3687018855,213,4.2,3690125943,178,,3687018847,141,45.3,3687018839,56,Back,3687018843,140,12.3,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442479799,26,1,1,3,11,1c7qokc1j5z50cjj4tcu32haa,0,20.4,38.7,2022-08-06T13:35:30.847Z,2022-08-07T02:07:05Z,3687019173,212,60.6,3690126191,178,,3687019165,155,,3687019177,1,,3687019169,140,76.4,3687019171,141,17.0,3687019167,56,Right,3687019175,213,6.0,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
