id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/15/value
2499203949,425,61,1,0,8,1c7qokc1j5z50cjj4tcu32haa,1,21.9,76.9,2023-01-21T14:33:05.793Z,2023-01-22T04:47:19Z,3987558993,56,Back,3989358463,178,,,,,,,,,,,,,,,,,,,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143441,7,61,1,0,10,3dwlvz6cl4lcavvrg0y2dycrt,0,81.9,23,2023-01-21T14:33:08.290Z,2023-01-22T04:47:31Z,3989358761,389,,3989358759,21,,3987256167,56,Center,,,,,,,,,,,,,,,,9fd19beamnr8qmhqdvzr7fcyy,S. Katompa Mvumpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143449,4,49,1,0,11,1c7qokc1j5z50cjj4tcu32haa,1,10.1,84.1,2023-01-21T14:33:09.092Z,2023-01-22T04:47:41Z,,,,,,,,,,,,,,,,,,,,,,,,,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143499,5,1,1,0,13,1c7qokc1j5z50cjj4tcu32haa,0,7.4,94.1,2023-01-21T14:33:11.331Z,2023-01-22T04:47:52Z,3987256493,140,39.8,3987256491,56,Back,3987256489,157,,3989359083,178,,3987256501,1,,3987256499,213,0.2,3987256495,141,100.0,3987256497,212,34.4,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143503,6,5,1,0,15,1c7qokc1j5z50cjj4tcu32haa,0,32,101.6,2023-01-21T14:33:13.080Z,2023-01-22T04:47:58Z,3987256511,56,Back,3987256513,347,,3987257679,233,8,,,,,,,,,,,,,,,,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143735,8,5,1,0,15,3dwlvz6cl4lcavvrg0y2dycrt,1,68,-1.6,2023-01-21T14:33:13.080Z,2023-01-22T04:47:58Z,3987257629,56,Right,3987257651,233,6,3987257631,347,,,,,,,,,,,,,,,,,9fd19beamnr8qmhqdvzr7fcyy,S. Katompa Mvumpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143815,9,1,1,0,33,3dwlvz6cl4lcavvrg0y2dycrt,1,86.4,0,2023-01-21T14:33:30.882Z,2023-01-22T04:48:07Z,3987258009,56,Back,3987258007,107,,3987258017,212,42.4,3987258013,141,3.2,3987258011,140,46.1,3987258021,213,3.1,3987258023,1,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143839,10,1,1,0,36,3dwlvz6cl4lcavvrg0y2dycrt,1,45,10.4,2023-01-21T14:33:34.672Z,2023-01-22T04:48:16Z,3987258203,213,1.6,3987258201,212,42.3,3987258197,140,43.4,3987258199,141,72.6,3987258195,56,Back,3987258207,1,,3987258193,196,,3989359371,178,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143939,11,1,1,0,40,3dwlvz6cl4lcavvrg0y2dycrt,1,43.1,83.9,2023-01-21T14:33:38.395Z,2023-01-22T04:48:21Z,3987258689,140,63.7,3987258685,56,Left,3987258693,212,23.5,3987258691,141,97.5,3987258695,213,0.4,3989359489,178,,,,,,,,1en0bgq0u842snszevlkscxk9,N. Nartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143955,12,1,1,0,42,3dwlvz6cl4lcavvrg0y2dycrt,1,54.7,94.2,2023-01-21T14:33:40.700Z,2023-01-22T04:48:27Z,3987258745,56,Back,3989359617,178,,3987258749,141,93.5,3987258747,140,38.6,3987258751,212,16.9,3987258753,213,3.2,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143961,13,1,1,0,45,3dwlvz6cl4lcavvrg0y2dycrt,1,38.6,93.5,2023-01-21T14:33:43.375Z,2023-01-22T04:48:33Z,3987258773,56,Back,3989359719,178,,3987258779,212,16.5,3987258775,140,34.9,3987258781,213,4.5,3987258777,141,69.9,,,,,,,1en0bgq0u842snszevlkscxk9,N. Nartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143975,14,1,1,0,47,3dwlvz6cl4lcavvrg0y2dycrt,1,34.9,69.9,2023-01-21T14:33:45.502Z,2023-01-22T04:48:39Z,3987258851,140,39.5,3987258853,141,95.1,3987258849,56,Back,3987258855,212,17.8,3989359787,178,,3987258857,213,1.3,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144001,15,1,1,0,50,3dwlvz6cl4lcavvrg0y2dycrt,1,40.4,95.6,2023-01-21T14:33:47.974Z,2023-01-22T04:48:46Z,3989359901,178,,3987259009,212,22.1,3987259005,141,87.7,3987259001,140,60.8,3987258997,56,Left,3987259013,213,6.0,,,,,,,1en0bgq0u842snszevlkscxk9,N. Nartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144011,16,1,1,0,51,3dwlvz6cl4lcavvrg0y2dycrt,1,60.8,87.7,2023-01-21T14:33:49.722Z,2023-01-22T04:48:54Z,3987259063,141,97.2,3987259061,140,71.6,3987259059,56,Left,3989360081,178,,3987259065,212,13.1,3987259067,213,0.5,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144041,17,1,1,0,52,3dwlvz6cl4lcavvrg0y2dycrt,0,71.6,97.2,2023-01-21T14:33:50.266Z,2023-01-22T04:49:03Z,3987259205,213,5.0,3987259199,140,73.4,3989360213,178,,3987259197,56,Left,3987259201,141,88.9,3987259203,212,6.0,,,,,,,9ic8hvnkzj9p0ikh6bwaeoqju,Tiago Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499547059,845,67,1,0,53,1c7qokc1j5z50cjj4tcu32haa,1,33.5,13.6,2023-01-21T14:33:51.127Z,2023-01-22T05:31:20Z,3989387041,233,1026,,,,,,,,,,,,,,,,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499547057,1026,67,1,0,53,3dwlvz6cl4lcavvrg0y2dycrt,0,66.5,86.4,2023-01-21T14:33:51.128Z,2023-01-22T05:15:10Z,3989387049,233,845,,,,,,,,,,,,,,,,,,,,,,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144045,7,8,1,0,53,1c7qokc1j5z50cjj4tcu32haa,1,42.6,10,2023-01-21T14:33:51.133Z,2023-01-22T05:31:20Z,3989360359,178,,3989018981,385,,3987259213,56,Back,,,,,,,,,,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144079,18,1,1,0,54,3dwlvz6cl4lcavvrg0y2dycrt,0,68.3,90.5,2023-01-21T14:33:51.994Z,2023-01-22T04:49:17Z,3987259347,3,,3987259349,56,Left,3987259357,213,6.3,3987259355,212,19.1,3987259351,140,86.5,3989360451,178,,3987259353,141,89.7,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144181,8,1,1,0,56,1c7qokc1j5z50cjj4tcu32haa,0,19.2,15.2,2023-01-21T14:33:54.720Z,2023-01-22T04:49:33Z,3989360681,178,,3987259847,157,,3987259855,141,34.5,3987259861,1,,3987259859,213,0.6,3987259857,212,24.0,3987259851,56,Back,3987259853,140,38.3,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144149,19,44,1,1,0,3dwlvz6cl4lcavvrg0y2dycrt,1,64.6,67.7,2023-01-21T14:33:58.172Z,2023-01-22T05:31:21Z,3987260015,233,9,3987259669,286,,3987259667,56,Center,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144191,9,44,1,1,0,1c7qokc1j5z50cjj4tcu32haa,0,35.4,32.3,2023-01-21T14:33:58.173Z,2023-01-22T04:49:43Z,3987260045,233,19,3987259877,285,,3987259875,56,Back,,,,,,,,,,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144177,20,1,1,1,0,3dwlvz6cl4lcavvrg0y2dycrt,0,67.8,68.4,2023-01-21T14:33:58.238Z,2023-01-22T05:31:21Z,3987259833,213,0.8,3987259831,212,19.3,3987259823,3,,3989360903,388,,3987259827,140,80.0,3987259829,141,89.7,3987259825,56,Left,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144215,10,49,1,1,3,1c7qokc1j5z50cjj4tcu32haa,1,29.7,4.3,2023-01-21T14:34:00.829Z,2023-01-22T04:49:58Z,,,,,,,,,,,,,,,,,,,,,,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144249,11,1,1,1,4,1c7qokc1j5z50cjj4tcu32haa,0,30.3,2.9,2023-01-21T14:34:02.371Z,2023-01-22T04:50:10Z,3987260101,212,18.7,3989361183,178,,3987260093,155,,3987260103,213,0.1,3987260095,56,Back,3987260099,141,5.8,3987260097,140,48.0,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144279,21,1,1,1,6,3dwlvz6cl4lcavvrg0y2dycrt,1,55.2,93,2023-01-21T14:34:04.212Z,2023-01-22T04:50:19Z,3987260189,3,,3987260191,56,Left,3989361363,178,,3987260193,140,64.0,3987260197,212,9.7,3987260199,213,6.0,3987260195,141,88.9,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144311,23,49,1,1,7,3dwlvz6cl4lcavvrg0y2dycrt,1,66.7,85.1,2023-01-21T14:34:05.172Z,2023-01-22T04:51:59Z,,,,,,,,,,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144303,22,1,1,1,7,3dwlvz6cl4lcavvrg0y2dycrt,1,64,88.9,2023-01-21T14:34:05.292Z,2023-01-22T04:52:06Z,3987260321,140,70.4,3989363115,178,,3987260323,141,74.1,3987260319,56,Center,3987260327,213,5.3,3987260325,212,12.1,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144319,24,1,1,1,8,3dwlvz6cl4lcavvrg0y2dycrt,1,70.4,74.1,2023-01-21T14:34:06.724Z,2023-01-22T04:52:15Z,3987260413,141,88.0,3987260411,140,67.8,3987260419,213,1.9,3987260415,212,9.8,3989363343,178,,3987260409,56,Left,,,,,,,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144325,25,1,1,1,10,3dwlvz6cl4lcavvrg0y2dycrt,0,67.8,88,2023-01-21T14:34:07.919Z,2023-01-22T04:52:21Z,3987260453,56,Left,3987260457,141,100.0,3987260461,213,1.0,3987260455,140,73.2,3987260459,212,10.7,3989363493,178,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144341,12,5,1,1,11,1c7qokc1j5z50cjj4tcu32haa,1,27.7,-1.4,2023-01-21T14:34:09.578Z,2023-01-22T04:52:26Z,3987260533,56,Back,3987260541,233,26,3987260535,347,,,,,,,,,,,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144331,26,5,1,1,11,3dwlvz6cl4lcavvrg0y2dycrt,0,72.3,101.4,2023-01-21T14:34:09.578Z,2023-01-22T04:52:26Z,3987260473,56,Left,3987260477,347,,3987260939,233,12,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144577,13,1,1,1,25,1c7qokc1j5z50cjj4tcu32haa,1,36,0,2023-01-21T14:34:23.632Z,2023-01-22T04:52:45Z,3987261763,212,19.7,3987261759,140,54.3,3987261761,141,4.7,3987261755,107,,3987261757,56,Right,3987261765,213,0.2,,,,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144587,14,1,1,1,27,1c7qokc1j5z50cjj4tcu32haa,0,55.9,5.8,2023-01-21T14:34:25.632Z,2023-01-22T04:52:54Z,3987261829,140,54.9,3987261825,3,,3987261827,56,Right,3989364111,388,,3987261835,213,1.7,3987261831,141,14.7,3987261833,212,6.1,,,,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144655,28,1,1,1,29,3dwlvz6cl4lcavvrg0y2dycrt,1,43.3,82,2023-01-21T14:34:27.163Z,2023-01-22T04:53:26Z,3987262167,140,13.9,3987262165,56,Back,3987262169,141,56.6,3989022545,1,,3987262173,213,3.7,3987262171,212,35.4,3989364509,178,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144599,27,49,1,1,29,3dwlvz6cl4lcavvrg0y2dycrt,1,43.4,81.4,2023-01-21T14:34:27.174Z,2023-01-22T04:53:09Z,,,,,,,,,,,,,,,,,,,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144675,29,1,1,1,32,3dwlvz6cl4lcavvrg0y2dycrt,1,14.3,56.3,2023-01-21T14:34:30.432Z,2023-01-22T04:56:06Z,3987262337,56,Back,3987262351,213,5.4,3987262341,140,31.3,3987262349,212,28.1,3987262345,141,24.3,3989366795,178,,,,,,,,5bzowvtg5vhntcx1w3roriehh,F. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144701,30,1,1,1,36,3dwlvz6cl4lcavvrg0y2dycrt,1,33.5,23.4,2023-01-21T14:34:34Z,2023-01-22T04:56:15Z,3987262491,213,1.8,3987262485,140,31.7,3987262489,212,8.6,3987262487,141,35.8,3987262483,56,Back,3989367137,178,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144733,31,1,1,1,37,3dwlvz6cl4lcavvrg0y2dycrt,1,31.7,35.8,2023-01-21T14:34:34.998Z,2023-01-22T04:56:28Z,3987262655,213,5.4,3987262649,140,44.6,3987262647,56,Back,3989367257,178,,3987262653,212,21.8,3987262651,141,10.6,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144833,32,1,1,1,41,3dwlvz6cl4lcavvrg0y2dycrt,1,42.9,9.7,2023-01-21T14:34:39.095Z,2023-01-22T04:56:31Z,3989367279,178,,3987263151,56,Back,3987263153,140,32.9,3987263157,212,15.8,3987263155,141,27.1,3987263159,213,2.3,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144855,33,1,1,1,44,3dwlvz6cl4lcavvrg0y2dycrt,1,32.4,41,2023-01-21T14:34:42.133Z,2023-01-22T04:56:38Z,3989367419,178,,3987263251,141,69.9,3987263253,212,20.1,3987263247,56,Back,3987263249,140,28.5,3987263255,213,1.8,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144877,34,1,1,1,47,3dwlvz6cl4lcavvrg0y2dycrt,1,28.5,69.9,2023-01-21T14:34:44.870Z,2023-01-22T04:56:42Z,3989367511,178,,3987263343,56,Back,3987263351,213,1.1,3987263347,141,96.5,3987263345,140,38.2,3987263349,212,20.8,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144911,35,1,1,1,49,3dwlvz6cl4lcavvrg0y2dycrt,1,38.2,96.5,2023-01-21T14:34:47.142Z,2023-01-22T04:56:52Z,3987263503,213,5.0,3987263501,212,8.2,3989367663,178,,3987263495,56,Back,3987263499,141,85.0,3987263497,140,40.7,,,,,,,1en0bgq0u842snszevlkscxk9,N. Nartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499144945,36,1,1,1,51,3dwlvz6cl4lcavvrg0y2dycrt,1,40,88.9,2023-01-21T14:34:49.172Z,2023-01-22T04:57:01Z,3987263675,213,2.6,3989367815,178,,3987263667,56,Back,3987263669,140,32.2,3987263673,212,9.8,3987263671,141,96.8,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
