id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/14/value,qualifier/15/value,qualifier/11/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2471682531,4,1,1,0,3,cz4a6wmzx2obyisadhgaccx7b,0,29.1,54,2022-10-14T18:30:50.813Z,2022-10-15T07:28:27Z,3842453519,233,6,3842453517,236,,3842453415,141,55.8,3842453417,212,2.7,3843094027,178,,3842453411,56,Back,3842453413,140,31.4,3842453419,213,0.5,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,3842453523,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471682547,6,74,1,0,3,4l9mrqzmajz5crzlz50mtbt6x,1,64.1,53.4,2022-10-14T18:30:50.829Z,2022-10-15T04:52:45Z,3842453489,285,,3842453487,56,Center,3843094093,178,,3842453557,233,4,,,,,,,,,,,,,e9c0v3ik308t91njildxzc6vp,M. Dabbur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471682565,7,61,1,0,4,4l9mrqzmajz5crzlz50mtbt6x,1,72.7,37.7,2022-10-14T18:30:51.126Z,2022-10-15T04:52:50Z,3842454075,56,Center,3843094155,178,,,,,,,,,,,,,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471682597,8,1,1,0,6,4l9mrqzmajz5crzlz50mtbt6x,1,76.5,44.4,2022-10-14T18:30:53.009Z,2022-10-15T04:53:06Z,3843094325,178,,3842453707,140,86.8,3842453709,141,23.9,3842453705,56,Center,3842453711,212,17.6,3842453713,213,5.4,,,,,,,e9c0v3ik308t91njildxzc6vp,M. Dabbur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471682603,9,1,1,0,7,4l9mrqzmajz5crzlz50mtbt6x,0,86.8,23.9,2022-10-14T18:30:54.317Z,2022-10-15T04:53:10Z,3842453743,213,1.4,3842453735,56,Center,3842453739,141,28.1,3842453741,212,2.9,3842453737,140,87.4,3843094365,178,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471682585,5,12,1,0,7,cz4a6wmzx2obyisadhgaccx7b,1,11.7,67,2022-10-14T18:30:54.722Z,2022-10-15T04:53:17Z,3842453657,56,Back,3843094463,178,,3842454331,212,15.9,3842454327,140,0.0,3842454333,213,2.6,3842454325,167,,3842454329,141,79.1,,,,1n0y675l767w55pipq5lgj1zp,F. Mollet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471682611,6,6,1,0,9,cz4a6wmzx2obyisadhgaccx7b,0,5.8,74.2,2022-10-14T18:30:56.653Z,2022-10-15T04:53:22Z,3842453811,56,Back,3842453813,73,,3842453893,233,10,,,,,,,,,,,,,,,,1n0y675l767w55pipq5lgj1zp,F. Mollet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471682621,10,6,1,0,9,4l9mrqzmajz5crzlz50mtbt6x,1,94.2,25.8,2022-10-14T18:30:56.653Z,2022-10-15T04:53:21Z,3842453869,56,Center,3842453873,233,6,3842453871,75,,,,,,,,,,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471682863,11,1,1,0,32,4l9mrqzmajz5crzlz50mtbt6x,0,99.5,0.5,2022-10-14T18:31:19.057Z,2022-10-15T04:53:26Z,3842455295,223,,3843030395,72,,3843094627,178,,3842455299,140,95.8,3842455291,155,,3842455283,2,,3842455297,56,Center,3842455287,6,,arwidogdfccsjv8fxa1veezf9,R. Skov,3842455307,213,1.7,3842455301,141,41.2,3842455303,212,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471682911,7,12,1,0,33,cz4a6wmzx2obyisadhgaccx7b,1,4.6,61.8,2022-10-14T18:31:20.267Z,2022-10-15T04:53:32Z,3842455565,140,8.8,3842455573,213,4.9,3842455571,212,24.5,3842455567,141,26.4,3842455561,56,Back,3842455589,15,,3843094713,388,,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471800509,785,83,1,0,38,cz4a6wmzx2obyisadhgaccx7b,1,11.4,15.2,2022-10-14T18:31:25.832Z,2022-10-15T05:17:21Z,3843107587,399,463067,,,,,,,,,,,,,,,,,,,,,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471682971,8,45,1,0,38,cz4a6wmzx2obyisadhgaccx7b,0,10.4,13.8,2022-10-14T18:31:25.932Z,2022-10-15T04:53:43Z,3842455891,285,,3842456003,233,12,3842455889,56,Back,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471682989,12,3,1,0,38,4l9mrqzmajz5crzlz50mtbt6x,1,89.6,86.2,2022-10-14T18:31:25.932Z,2022-10-15T04:53:43Z,3842455937,56,Left,3842455949,233,8,3843030947,464,,3843094925,178,,3842455939,286,,,,,,,,,,,e8ekkg0yayhhmmhinl0v9une,G. Rutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683027,13,1,1,0,41,4l9mrqzmajz5crzlz50mtbt6x,0,98.6,76.7,2022-10-14T18:31:28.418Z,2022-10-15T04:53:57Z,3842456151,2,,3842456157,140,96.4,3843031289,386,,3842456153,155,,3843031291,72,,3842456155,56,Center,3842456161,212,14.5,3842456159,141,55.7,e8ekkg0yayhhmmhinl0v9une,G. Rutter,3842456163,213,4.6,3843031287,225,,3843095213,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683051,10,12,1,0,42,cz4a6wmzx2obyisadhgaccx7b,1,5.5,41,2022-10-14T18:31:29.440Z,2022-10-15T04:54:02Z,3842456317,212,13.8,3843095301,388,,3842456311,56,Back,3842456313,140,0.0,3842456353,167,,3842456319,213,4.2,3842456315,141,23.1,3842456459,15,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683009,9,43,1,0,43,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-10-14T18:31:30.152Z,2022-10-15T00:32:59Z,3842456063,56,Back,3843031393,144,61,,,,,,,,,,,,,,,,,,,8kydif03gk6apce8xwl9w3ht5,T. Ouwejan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683053,11,6,1,0,44,cz4a6wmzx2obyisadhgaccx7b,0,0.6,23.6,2022-10-14T18:31:31.782Z,2022-10-15T04:54:04Z,3842456407,233,14,3842456321,56,Back,3842456325,73,,,,,,,,,,,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683049,14,6,1,0,44,4l9mrqzmajz5crzlz50mtbt6x,1,99.4,76.4,2022-10-14T18:31:31.782Z,2022-10-15T04:54:04Z,3842456299,56,Center,3842456303,73,,3842456387,233,11,,,,,,,,,,,,,,,,e8ekkg0yayhhmmhinl0v9une,G. Rutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683435,15,1,1,1,11,4l9mrqzmajz5crzlz50mtbt6x,0,99.5,99.5,2022-10-14T18:31:58.672Z,2022-10-15T04:55:51Z,3843031667,72,,3842458455,2,,3842458471,141,54.7,3842458461,224,,3842458469,140,92.2,3842458479,213,4.5,3842458459,155,,3842458475,212,31.4,arwidogdfccsjv8fxa1veezf9,R. Skov,3842458465,56,Center,3842458457,6,,3843096321,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471788459,778,44,1,1,13,cz4a6wmzx2obyisadhgaccx7b,1,7.6,44.1,2022-10-14T18:32:00.100Z,2022-10-15T07:28:27Z,3843032463,285,,3843032461,56,Back,3843082271,233,787,,,,,,,,,,,,,,,,64x38pccgfsuz4ywoveh2ksbu,L. Greiml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471788471,787,44,1,1,13,4l9mrqzmajz5crzlz50mtbt6x,0,92.4,55.9,2022-10-14T18:32:00.101Z,2022-10-15T04:55:55Z,3843032521,286,,3843082275,233,778,3843032519,56,Center,,,,,,,,,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683447,12,12,1,1,13,cz4a6wmzx2obyisadhgaccx7b,1,8.3,45.7,2022-10-14T18:32:00.219Z,2022-10-15T07:28:28Z,3842458525,140,22.6,3842458529,212,15.9,3843096423,388,,3842458531,213,5.9,3842458527,141,37.9,3842458523,56,Back,3842458553,15,,,,,64x38pccgfsuz4ywoveh2ksbu,L. Greiml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683471,16,15,1,1,15,4l9mrqzmajz5crzlz50mtbt6x,1,78.6,61.2,2022-10-14T18:32:02.010Z,2022-10-15T04:56:05Z,3842459613,103,19,3842459609,102,51.7,3842459617,215,,3842459603,78,,3842459631,147,59.6,3842459633,230,98.2,3842458665,56,Center,3842459625,328,,9uthj64y9f77y63tq7did539x,Angeliño,3843096469,178,,3842459111,25,,3842459117,82,,3842459113,72,3842459161,233,13,3842459621,108,3842459627,458,3842458663,18,3842459635,231,51.3,3842459629,146,82.3,,,,,,,,,,,,,
2471683467,13,10,1,1,15,cz4a6wmzx2obyisadhgaccx7b,1,22.6,37.9,2022-10-14T18:32:02.094Z,2022-10-15T04:56:09Z,3842458635,94,,3842459189,233,16,3843096515,178,,3842458637,56,Back,,,,,,,,,,,,,1n0y675l767w55pipq5lgj1zp,F. Mollet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683493,14,49,1,1,16,cz4a6wmzx2obyisadhgaccx7b,1,22.3,46.4,2022-10-14T18:32:03.011Z,2022-10-15T04:56:17Z,,,,,,,,,,,,,,,,,,,,,,,,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683519,15,1,1,1,16,cz4a6wmzx2obyisadhgaccx7b,1,19.2,49.7,2022-10-14T18:32:03.866Z,2022-10-15T04:56:23Z,3843096653,178,,3842458903,56,Back,3842458907,141,29.7,3842458909,212,16.2,3842458911,213,5.3,3842458905,140,27.6,,,,,,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683527,16,1,1,1,20,cz4a6wmzx2obyisadhgaccx7b,1,34.6,7.1,2022-10-14T18:32:07.790Z,2022-10-15T04:56:28Z,3843096697,178,,3842458931,56,Back,3842458937,212,10.3,3842458933,140,24.8,3842458935,141,7.1,3842458939,213,3.1,,,,,,,1n0y675l767w55pipq5lgj1zp,F. Mollet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683553,17,1,1,1,22,cz4a6wmzx2obyisadhgaccx7b,1,24.7,7.1,2022-10-14T18:32:09.381Z,2022-10-15T04:56:33Z,3842459073,213,2.2,3842459063,140,14.3,3842459059,56,Back,3842459067,141,31.5,3842459071,212,19.9,3843096759,178,,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683595,18,1,1,1,24,cz4a6wmzx2obyisadhgaccx7b,1,14.4,31.3,2022-10-14T18:32:11.152Z,2022-10-15T04:56:43Z,3843096849,178,,3842459337,140,4.9,3842459335,56,Back,3842459339,141,40.9,3842459341,212,11.9,3842459343,213,2.6,,,,,,,64x38pccgfsuz4ywoveh2ksbu,L. Greiml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683663,19,1,1,1,25,cz4a6wmzx2obyisadhgaccx7b,1,4.9,41,2022-10-14T18:32:12.616Z,2022-10-15T04:56:47Z,3842459797,141,34.2,3842459803,1,,3843096893,178,,3842459789,56,Center,3842459785,157,,3842459795,140,51.8,3842459801,213,6.2,3842459799,212,49.5,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683667,20,61,1,1,29,cz4a6wmzx2obyisadhgaccx7b,0,51.8,34,2022-10-14T18:32:16.051Z,2022-10-15T04:56:54Z,3842459821,56,Center,3843096979,178,,3843096977,21,,,,,,,,,,,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683687,17,49,1,1,31,4l9mrqzmajz5crzlz50mtbt6x,1,55.3,58.8,2022-10-14T18:32:18.148Z,2022-10-15T04:57:01Z,,,,,,,,,,,,,,,,,,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683737,18,1,1,1,31,4l9mrqzmajz5crzlz50mtbt6x,1,55.3,58.8,2022-10-14T18:32:18.864Z,2022-10-15T04:57:05Z,3842460139,213,3.2,3842460135,141,57.9,3843097115,178,,3842460137,212,19.4,3842460131,56,Back,3842460133,140,36.8,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683809,19,1,1,1,34,4l9mrqzmajz5crzlz50mtbt6x,1,36.8,57.9,2022-10-14T18:32:21.456Z,2022-10-15T04:57:13Z,3842460473,212,22.6,3842460467,56,Back,3842460471,141,88.4,3843097159,178,,3842460475,213,1.2,3842460469,140,45.3,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683847,20,1,1,1,36,4l9mrqzmajz5crzlz50mtbt6x,1,44.8,94.7,2022-10-14T18:32:23.744Z,2022-10-15T04:57:17Z,3842460685,212,16.3,3842460683,141,96.3,3842460681,140,60.3,3843097225,178,,3842460687,213,0.1,3842460679,56,Left,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683855,21,3,1,1,40,4l9mrqzmajz5crzlz50mtbt6x,0,69.4,95.8,2022-10-14T18:32:27.784Z,2022-10-15T04:57:24Z,3842460735,286,,3843097309,178,,3842460733,56,Left,3842460799,233,21,3843034079,464,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683859,21,7,1,1,40,cz4a6wmzx2obyisadhgaccx7b,0,30.6,4.2,2022-10-14T18:32:27.833Z,2022-10-15T04:57:29Z,3843097355,178,,3842460781,233,21,3842460741,56,Back,3842460743,285,,3843034117,385,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683861,22,61,1,1,40,4l9mrqzmajz5crzlz50mtbt6x,1,62.9,96.3,2022-10-14T18:32:27.932Z,2022-10-15T04:57:33Z,3843097395,178,,3842460745,56,Left,,,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683883,22,49,1,1,43,cz4a6wmzx2obyisadhgaccx7b,1,23.9,4,2022-10-14T18:32:29.962Z,2022-10-15T04:57:40Z,,,,,,,,,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683973,23,1,1,1,43,cz4a6wmzx2obyisadhgaccx7b,1,24.8,4.3,2022-10-14T18:32:30.817Z,2022-10-15T04:57:45Z,3842461355,140,34.4,3842461361,213,0.1,3842461359,212,10.1,3842461353,56,Back,3842461357,141,5.3,3843097515,178,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471684639,30,1,1,1,45,cz4a6wmzx2obyisadhgaccx7b,1,36.7,4.1,2022-10-14T18:32:31.946Z,2022-10-15T04:57:50Z,3842464763,56,Back,3843097557,178,,3842464771,213,0.3,3842464767,141,7.3,3842464769,212,8.4,3842464765,140,44.4,,,,,,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683987,24,1,1,1,46,cz4a6wmzx2obyisadhgaccx7b,1,46.1,6.1,2022-10-14T18:32:33.597Z,2022-10-15T04:57:59Z,3842461423,140,41.4,3843097643,178,,3842461427,212,5.8,3842461421,56,Back,3842461431,213,2.6,3842461425,141,10.7,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471683993,25,3,1,1,48,cz4a6wmzx2obyisadhgaccx7b,0,43,12.8,2022-10-14T18:32:35.648Z,2022-10-15T04:58:08Z,3842461455,286,,3842461923,233,23,3843097723,178,,3842461453,56,Back,3843034497,464,,,,,,,,,,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471684081,23,7,1,1,48,4l9mrqzmajz5crzlz50mtbt6x,1,57,87.2,2022-10-14T18:32:35.688Z,2022-10-15T04:58:12Z,3842461867,233,25,3843034561,385,,3842461825,56,Left,3843097767,178,,3842461827,285,,3842461823,167,,,,,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471684091,24,5,1,1,50,4l9mrqzmajz5crzlz50mtbt6x,0,50.4,101.7,2022-10-14T18:32:37.356Z,2022-10-15T04:58:19Z,3842461855,347,,3842461853,56,Left,3842461951,233,26,,,,,,,,,,,,,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
