id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/12/value,assist,qualifier/17/value,qualifier/18/value,qualifier/19/value
2448624073,8,1,1,0,14,9gefq4dz9b2hl8rqrxwrlrzmp,1,47.3,18.8,2022-08-20T16:31:36.255Z,2022-08-21T01:45:57Z,3721665091,178,,3719671613,212,9.5,3719671611,141,7.9,3719671615,213,4.0,3719671609,140,41.7,3719671607,56,Back,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624129,9,1,1,0,17,9gefq4dz9b2hl8rqrxwrlrzmp,1,41.7,7.9,2022-08-20T16:31:38.817Z,2022-08-21T01:46:00Z,3719671963,1,,3719671961,213,2.6,3719671957,141,33.3,3719671959,212,33.5,3721665305,178,,3719671953,56,Back,3719671955,140,14.4,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624159,10,1,1,0,20,9gefq4dz9b2hl8rqrxwrlrzmp,1,14.3,33.4,2022-08-20T16:31:41.626Z,2022-08-21T01:46:11Z,3719672075,213,1.2,3721665933,178,,3719672073,212,26.3,3719672071,141,69.3,3719672069,140,23.7,3719672067,56,Back,,,,,,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624225,11,1,1,0,23,9gefq4dz9b2hl8rqrxwrlrzmp,1,28,72.3,2022-08-20T16:31:45.430Z,2022-08-21T01:46:14Z,3719672325,140,40.9,3719672323,56,Back,3719672329,212,21.3,3719672327,141,96.5,3721666103,178,,3719672331,213,0.9,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624297,12,1,1,0,27,9gefq4dz9b2hl8rqrxwrlrzmp,1,40.9,95,2022-08-20T16:31:48.683Z,2022-08-21T01:46:19Z,3719672587,212,21.4,3719672589,213,4.4,3719672585,141,65.2,3721666401,178,,3719672581,56,Back,3719672583,140,34.4,,,,,,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624339,13,1,1,0,32,9gefq4dz9b2hl8rqrxwrlrzmp,1,38.3,55.5,2022-08-20T16:31:53.748Z,2022-08-21T01:47:00Z,3719672789,213,1.2,3719672787,212,23.7,3719672785,141,87.4,3719672781,56,Back,3719672783,140,47.4,3721666931,178,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624355,14,1,1,0,35,9gefq4dz9b2hl8rqrxwrlrzmp,1,52.2,91.7,2022-08-20T16:31:56.861Z,2022-08-21T01:47:07Z,3719672869,56,Center,3719672877,213,5.8,3721669281,178,,3719672871,140,68.9,3719672873,141,77.9,3719672875,212,19.9,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624361,15,61,1,0,36,9gefq4dz9b2hl8rqrxwrlrzmp,0,68.9,77.9,2022-08-20T16:31:57.643Z,2022-08-21T01:47:18Z,3721669861,178,,3719672891,56,Center,,,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624385,3,49,1,0,37,a8d2gb2nag8fy0itbuxmcibh2,1,32.5,13.1,2022-08-20T16:31:58.846Z,2022-08-21T01:47:22Z,,,,,,,,,,,,,,,,,,,,,,,,,87jamhsc8ps9kh5432u36kjc9,P. Jaeckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624399,4,1,1,0,38,a8d2gb2nag8fy0itbuxmcibh2,1,32.5,13.1,2022-08-20T16:31:59.975Z,2022-08-21T01:47:26Z,3721670185,178,,3719673095,140,40.7,3719673093,56,Back,3719673101,213,5.9,3719673097,141,8.0,3719673099,212,9.3,,,,,,,87jamhsc8ps9kh5432u36kjc9,P. Jaeckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625747,13,61,1,0,39,a8d2gb2nag8fy0itbuxmcibh2,0,59.4,13.7,2022-08-20T16:32:00.621Z,2022-08-21T01:47:29Z,3719679709,56,Right,3721670373,178,,,,,,,,,,,,,,,,,,,,cywgibmici8hwp1ad1nhk3ufp,S. Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624401,16,1,1,0,40,9gefq4dz9b2hl8rqrxwrlrzmp,0,64.7,86.8,2022-08-20T16:32:01.596Z,2022-08-21T01:47:35Z,3719673105,140,63.8,3719673263,236,,3719673111,213,3.1,3719673265,233,5,3719673103,56,Left,3719673107,141,86.8,3719673109,212,0.9,3719673269,286,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,3721670591,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624423,5,74,1,0,40,a8d2gb2nag8fy0itbuxmcibh2,1,37.4,9.8,2022-08-20T16:32:01.755Z,2022-08-21T01:47:38Z,3721670759,178,,3719673217,285,,3719682729,233,16,3719673215,56,Back,,,,,,,,,,,,,f0x3pa532agezdjdzcsp94l49,A. Schäfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624435,6,5,1,0,41,a8d2gb2nag8fy0itbuxmcibh2,0,38,-1.4,2022-08-20T16:32:03.028Z,2022-08-21T01:47:44Z,3719673517,233,17,3719673305,347,,3719673303,56,Back,,,,,,,,,,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624461,17,5,1,0,41,9gefq4dz9b2hl8rqrxwrlrzmp,1,62,101.4,2022-08-20T16:32:03.028Z,2022-08-21T01:47:44Z,3719673459,347,,3719673457,56,Left,3719673499,233,6,,,,,,,,,,,,,,,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624515,18,1,1,0,45,9gefq4dz9b2hl8rqrxwrlrzmp,1,63.5,100,2022-08-20T16:32:06.729Z,2022-08-21T01:47:50Z,3719673685,140,45.3,3719673691,213,3.4,3719673681,107,,3719673683,56,Back,3719673689,212,19.8,3719673687,141,92.9,,,,,,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624599,19,1,1,0,48,9gefq4dz9b2hl8rqrxwrlrzmp,1,43.6,84.7,2022-08-20T16:32:10.390Z,2022-08-21T01:47:57Z,3719674045,212,11.6,3719674043,141,68.1,3719674039,140,46.3,3721671927,178,,3719674037,56,Back,3719674047,213,5.0,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624647,20,1,1,0,53,9gefq4dz9b2hl8rqrxwrlrzmp,1,46.8,59.7,2022-08-20T16:32:15.478Z,2022-08-21T01:48:01Z,3719674299,56,Back,3719674307,213,1.5,3721672077,178,,3719674305,212,17.9,3719674301,140,48.6,3719674303,141,85.9,,,,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624723,21,1,1,0,58,9gefq4dz9b2hl8rqrxwrlrzmp,1,48,83.3,2022-08-20T16:32:19.875Z,2022-08-21T01:48:06Z,3719674745,213,4.6,3719674743,212,40.9,3719674741,141,23.7,3719674737,56,Back,3719674739,140,43.1,3719674747,1,,3721672413,178,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624731,22,1,1,1,3,9gefq4dz9b2hl8rqrxwrlrzmp,0,58.8,13.1,2022-08-20T16:32:25.432Z,2022-08-21T01:48:12Z,3719674773,141,18.2,3719674771,140,64.8,3719674775,212,7.2,3719674769,56,Right,3721672789,178,,3719674777,213,0.5,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624753,7,61,1,1,3,a8d2gb2nag8fy0itbuxmcibh2,1,36.8,82.1,2022-08-20T16:32:25.508Z,2022-08-21T01:48:19Z,3719674845,56,Back,3721673129,178,,,,,,,,,,,,,,,,,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624815,23,1,1,1,5,9gefq4dz9b2hl8rqrxwrlrzmp,1,58.7,15.6,2022-08-20T16:32:26.918Z,2022-08-21T01:48:23Z,3719674997,213,2.1,3719674989,56,Center,3719674995,212,11.1,3721673377,178,,3719674993,141,29.5,3719674991,140,53.2,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624835,24,1,1,1,7,9gefq4dz9b2hl8rqrxwrlrzmp,1,52.5,29.5,2022-08-20T16:32:28.818Z,2022-08-21T01:48:27Z,3719675113,56,Back,3719675115,140,38.6,3719675121,213,2.9,3719675119,212,15.2,3719675117,141,35.7,3721673585,178,,,,,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624863,25,1,1,1,8,9gefq4dz9b2hl8rqrxwrlrzmp,1,38.6,35.7,2022-08-20T16:32:30.185Z,2022-08-21T01:48:31Z,3719675243,213,1.9,3719675241,212,14.4,3719675239,141,56.0,3719675237,140,34.7,3721673723,178,,3719675235,56,Back,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624925,26,1,1,1,11,9gefq4dz9b2hl8rqrxwrlrzmp,1,34.1,52.8,2022-08-20T16:32:32.711Z,2022-08-21T01:48:35Z,3719675595,141,13.5,3719675593,140,44.6,3721673909,178,,3719675591,56,Back,3719675597,212,28.9,3719675599,213,5.1,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624991,27,1,1,1,15,9gefq4dz9b2hl8rqrxwrlrzmp,0,51.3,12.9,2022-08-20T16:32:37.254Z,2022-08-21T01:48:44Z,3719675935,155,,3719675947,1,,3719675941,141,22.7,3719675939,140,100.0,3719675937,56,Center,3719675943,212,52.3,3719675945,213,0.1,3721674571,178,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624987,8,5,1,1,20,a8d2gb2nag8fy0itbuxmcibh2,1,-0.6,77.2,2022-08-20T16:32:42.444Z,2022-08-21T01:48:50Z,3719675921,346,,3719675919,56,Back,3719676019,233,28,,,,,,,,,,,,,,,,8l1mv5qd9vwade754v3l8epjp,F. Rønnow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624995,28,5,1,1,20,9gefq4dz9b2hl8rqrxwrlrzmp,0,100.6,22.8,2022-08-20T16:32:42.444Z,2022-08-21T01:48:49Z,3719676029,233,8,3719675961,56,Center,3719675963,346,,,,,,,,,,,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625505,9,1,1,1,54,a8d2gb2nag8fy0itbuxmcibh2,0,4.6,49.3,2022-08-20T16:33:15.886Z,2022-08-21T01:48:58Z,3719678543,74,,3719678537,213,0.0,3719678539,1,,3719678529,56,Center,3719678527,124,,3719678535,212,65.5,3719678533,141,49.7,3719678531,140,67.0,8l1mv5qd9vwade754v3l8epjp,F. Rønnow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625507,29,44,1,1,57,9gefq4dz9b2hl8rqrxwrlrzmp,1,32.9,49,2022-08-20T16:33:18.909Z,2022-08-21T05:09:55Z,3719678549,56,Back,3719678551,285,,3719678609,233,10,,,,,,,,,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625509,10,44,1,1,57,a8d2gb2nag8fy0itbuxmcibh2,0,67.1,51,2022-08-20T16:33:18.910Z,2022-08-21T01:49:07Z,3719678555,286,,3719678553,56,Center,3719678747,233,29,,,,,,,,,,,,,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625533,30,1,1,1,57,9gefq4dz9b2hl8rqrxwrlrzmp,0,31.9,46.1,2022-08-20T16:33:19.012Z,2022-08-21T05:09:55Z,3719678707,212,11.7,3719678709,213,5.4,3719678703,140,38.7,3719678699,3,,3719678701,56,Back,3721676253,388,,3719678705,141,32.4,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625569,11,61,1,1,59,a8d2gb2nag8fy0itbuxmcibh2,0,63.2,69.4,2022-08-20T16:33:20.771Z,2022-08-21T01:49:27Z,3721676913,21,,3719678903,56,Center,3721676915,178,,,,,,,,,,,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625571,31,49,1,2,1,9gefq4dz9b2hl8rqrxwrlrzmp,1,37.4,22.1,2022-08-20T16:33:22.943Z,2022-08-21T01:49:37Z,,,,,,,,,,,,,,,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625603,32,1,1,2,1,9gefq4dz9b2hl8rqrxwrlrzmp,1,37.4,22.1,2022-08-20T16:33:22.965Z,2022-08-21T01:49:44Z,3719679033,140,28.8,3721677613,178,,3719679029,56,Back,3719679035,141,26.1,3719679039,213,2.8,3719679037,212,9.4,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625613,33,1,1,2,3,9gefq4dz9b2hl8rqrxwrlrzmp,0,28.8,26.1,2022-08-20T16:33:25.108Z,2022-08-21T01:49:49Z,3719679081,213,2.8,3721677801,178,,3719679079,212,1.3,3719679077,141,26.8,3719679073,56,Back,3719679075,140,27.6,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625607,12,61,1,2,3,a8d2gb2nag8fy0itbuxmcibh2,1,75.6,65.2,2022-08-20T16:33:25.135Z,2022-08-21T01:49:56Z,3719679055,56,Center,3721678151,178,,,,,,,,,,,,,,,,,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625693,34,1,1,2,6,9gefq4dz9b2hl8rqrxwrlrzmp,1,12.1,43,2022-08-20T16:33:27.796Z,2022-08-21T01:50:09Z,3719679467,212,16.8,3719679469,213,1.4,3721678817,178,,3719679465,141,67.2,3719679461,56,Back,3719679463,140,15.4,,,,,,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625737,35,1,1,2,9,9gefq4dz9b2hl8rqrxwrlrzmp,1,23.5,70.2,2022-08-20T16:33:31.171Z,2022-08-21T01:50:14Z,3719679681,141,60.6,3719679683,212,9.6,3719679685,213,5.5,3719679677,56,Back,3719679679,140,30.2,3721679083,178,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625765,36,1,1,2,13,9gefq4dz9b2hl8rqrxwrlrzmp,1,32.4,68.5,2022-08-20T16:33:35.159Z,2022-08-21T01:50:17Z,3719679823,141,83.3,3719679821,140,32.3,3719679825,212,10.1,3719679819,56,Back,3721679299,178,,3719679827,213,1.6,,,,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625797,37,1,1,2,16,9gefq4dz9b2hl8rqrxwrlrzmp,1,32.4,83.6,2022-08-20T16:33:37.972Z,2022-08-21T01:50:21Z,3719679955,140,45.0,3719679953,56,Back,3719679961,213,5.9,3719679959,212,14.2,3719679957,141,76.1,3721679507,178,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625841,38,1,1,2,19,9gefq4dz9b2hl8rqrxwrlrzmp,1,45.3,76.9,2022-08-20T16:33:40.583Z,2022-08-21T01:50:23Z,3719680195,56,Left,3721679681,178,,3719680201,212,14.2,3719680203,213,1.1,3719680197,140,51.6,3719680199,141,95.3,,,,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625951,39,1,1,2,22,9gefq4dz9b2hl8rqrxwrlrzmp,1,40.5,92.6,2022-08-20T16:33:44.012Z,2022-08-21T01:50:28Z,3719680687,212,24.8,3719680689,213,4.3,3719680685,141,59.3,3719680681,56,Back,3721680049,178,,3719680683,140,30.9,,,,,,,1j0a3ml1zglc9s31yentfckb9,C. Nkunku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625961,40,1,1,2,27,9gefq4dz9b2hl8rqrxwrlrzmp,1,39.6,60.5,2022-08-20T16:33:48.793Z,2022-08-21T01:50:49Z,3719680755,140,46.8,3719680753,56,Back,3719680761,213,1.1,3719680757,141,84.8,3719680759,212,18.2,3721681541,178,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625987,41,1,1,2,29,9gefq4dz9b2hl8rqrxwrlrzmp,1,46.8,84.8,2022-08-20T16:33:51.169Z,2022-08-21T01:50:56Z,3721681915,178,,3719680915,56,Center,3719680923,213,5.8,3719680921,212,20.7,3719680919,141,70.9,3719680917,140,64.3,,,,,,,1j0a3ml1zglc9s31yentfckb9,C. Nkunku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
