id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/18/value,assist
2461007909,6,5,1,0,10,3dwlvz6cl4lcavvrg0y2dycrt,0,61.1,-1.1,2022-09-17T13:32:55.691Z,2022-09-17T22:03:47Z,3785588467,233,5,3785586929,56,Right,3785586931,347,,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008209,6,1,1,0,28,c5hderjlkcoaze51e5wgvptk,1,35.2,100,2022-09-17T13:33:13.330Z,2022-09-17T22:03:54Z,3785588533,56,Back,3785588531,107,,3785588537,141,84.9,3785588535,140,35.0,3785588539,212,10.8,3785588541,213,4.7,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008307,7,1,1,0,29,c5hderjlkcoaze51e5wgvptk,1,34.6,86.7,2022-09-17T13:33:14.245Z,2022-09-17T22:03:59Z,3785589059,56,Back,3785589065,212,5.0,3785589063,141,93.9,3785589067,213,1.7,3785589061,140,33.9,3788271977,178,,,,,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008351,8,1,1,0,33,c5hderjlkcoaze51e5wgvptk,1,25.3,96.5,2022-09-17T13:33:19.022Z,2022-09-17T22:04:14Z,3785589373,213,4.1,3785589365,56,Back,3785589371,212,38.3,3785589369,141,50.6,3785589367,140,4.2,3788272473,178,,3785589375,1,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008393,9,1,1,0,36,c5hderjlkcoaze51e5wgvptk,1,4.2,50.6,2022-09-17T13:33:21.874Z,2022-09-17T22:04:27Z,3785589607,56,Back,3785589609,140,21.1,3785589615,213,5.5,3788272613,178,,3785589613,212,24.7,3785589611,141,25.3,,,,,,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008415,10,1,1,0,39,c5hderjlkcoaze51e5wgvptk,1,21.9,24.7,2022-09-17T13:33:24.456Z,2022-09-17T22:04:39Z,3785589725,140,25.7,3785589723,56,Back,3785589731,213,5.0,3785589727,141,7.6,3788273225,178,,3785589729,212,12.3,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008443,11,1,1,0,41,c5hderjlkcoaze51e5wgvptk,1,25.7,7.6,2022-09-17T13:33:26.722Z,2022-09-17T22:04:45Z,3785589891,141,6.5,3785589887,56,Back,3785589889,140,32.9,3785589893,212,7.6,3785589895,213,6.2,3788273407,178,,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461705513,1655,83,1,0,44,3dwlvz6cl4lcavvrg0y2dycrt,1,69.8,94.8,2022-09-17T13:33:29.292Z,2022-09-18T06:32:30Z,3789330677,399,209400,,,,,,,,,,,,,,,,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008517,12,1,1,0,44,c5hderjlkcoaze51e5wgvptk,1,28.4,7.6,2022-09-17T13:33:29.320Z,2022-09-17T22:04:51Z,3785590313,140,29.4,3785590319,213,1.3,3788273649,178,,3785590317,212,4.7,3785590315,141,14.3,3785590311,56,Back,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008525,13,3,1,0,45,c5hderjlkcoaze51e5wgvptk,0,32.2,7.2,2022-09-17T13:33:31.002Z,2022-09-17T22:07:38Z,3785590913,233,7,3787068005,464,,3788275573,178,,3785590367,56,Back,3785590369,285,,,,,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008535,7,7,1,0,46,3dwlvz6cl4lcavvrg0y2dycrt,0,67.8,92.8,2022-09-17T13:33:31.182Z,2022-09-17T22:07:43Z,3787071059,383,,3785590967,233,13,3788275735,178,,3785590393,56,Left,3785590395,286,,,,,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008529,14,50,1,0,46,c5hderjlkcoaze51e5wgvptk,1,31.5,8.4,2022-09-17T13:33:31.931Z,2022-09-17T22:08:58Z,3787069327,285,,3787070307,233,947,3785590375,56,Back,,,,,,,,,,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461288317,947,7,1,0,46,3dwlvz6cl4lcavvrg0y2dycrt,1,68.5,91.6,2022-09-17T13:33:32.094Z,2022-09-17T22:08:44Z,3788279515,178,,3787070159,233,14,3787070109,286,,3787071535,383,,3787070107,56,Left,,,,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461636253,975,43,1,0,47,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-09-17T13:33:33.022Z,2022-09-18T03:14:16Z,3789022025,178,0,3789022795,144,82,,,,,,,,,,,,,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008541,8,49,1,0,47,3dwlvz6cl4lcavvrg0y2dycrt,1,65.8,92.9,2022-09-17T13:33:33.042Z,2022-09-18T03:14:07Z,,,,,,,,,,,,,,,,,,,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008587,9,1,1,0,47,3dwlvz6cl4lcavvrg0y2dycrt,1,68.9,94.6,2022-09-17T13:33:33.080Z,2022-09-17T22:09:22Z,3785590539,140,76.8,3785590541,141,95.2,3788280281,178,,3785590537,56,Left,3785590543,212,8.3,3785590545,213,0.0,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008631,10,1,1,0,50,3dwlvz6cl4lcavvrg0y2dycrt,0,75.1,97.5,2022-09-17T13:33:35.281Z,2022-09-17T22:09:34Z,3788280587,178,,3785590725,213,2.9,3785590723,212,10.6,3785590719,140,65.4,3785590717,56,Left,3785590721,141,100.0,,,,,,,9dnne0ny6o6d5c6w3ayoo4vvu,N. Ahamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008639,11,5,1,0,51,3dwlvz6cl4lcavvrg0y2dycrt,0,66.8,101.3,2022-09-17T13:33:36.571Z,2022-09-17T22:09:40Z,3785590759,347,,3785590757,56,Left,3785591309,233,15,,,,,,,,,,,,,,,,9fd19beamnr8qmhqdvzr7fcyy,S. Katompa Mvumpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008745,15,5,1,0,51,c5hderjlkcoaze51e5wgvptk,1,33.2,-1.3,2022-09-17T13:33:36.571Z,2022-09-17T22:09:39Z,3785591257,56,Back,3785591271,233,11,3785591259,347,,,,,,,,,,,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008923,16,1,1,1,4,c5hderjlkcoaze51e5wgvptk,1,32.2,0,2022-09-17T13:33:50.025Z,2022-09-17T22:09:44Z,3785592181,213,1.6,3785592171,141,19.0,3785592165,107,,3785592175,212,14.1,3785592169,140,32.2,3785592167,56,Back,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461018801,81,50,1,1,6,c5hderjlkcoaze51e5wgvptk,1,31.6,24.6,2022-09-17T13:33:51.396Z,2022-09-17T22:11:05Z,3785643015,56,Back,3785643017,285,,3785643397,233,37,,,,,,,,,,,,,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461014519,37,7,1,1,6,3dwlvz6cl4lcavvrg0y2dycrt,0,68.4,75.4,2022-09-17T13:33:52.048Z,2022-09-17T22:11:27Z,3785621361,56,Center,3787077519,384,,3788283163,178,,3785643327,233,81,3785643331,286,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461290157,839,61,1,1,7,c5hderjlkcoaze51e5wgvptk,1,28.1,13.8,2022-09-17T13:33:53.129Z,2022-09-17T22:11:36Z,3788283705,178,,3787079287,56,Back,,,,,,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008977,17,43,1,1,8,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-09-17T13:33:54.089Z,2022-09-17T13:42:10Z,3785592433,140,18.0,3785643533,144,1,3785592429,56,Back,3785592439,213,3.5,3785592435,141,10.6,3785592437,212,16.0,,,,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008933,12,49,1,1,9,3dwlvz6cl4lcavvrg0y2dycrt,1,77.6,87.2,2022-09-17T13:33:55.095Z,2022-09-17T22:11:45Z,,,,,,,,,,,,,,,,,,,,,,,,,9fd19beamnr8qmhqdvzr7fcyy,S. Katompa Mvumpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461008969,13,50,1,1,10,3dwlvz6cl4lcavvrg0y2dycrt,1,83.3,88.1,2022-09-17T13:33:55.279Z,2022-09-17T22:11:51Z,3785592385,286,,3785592975,233,18,3785592383,56,Left,,,,,,,,,,,,,,,,9fd19beamnr8qmhqdvzr7fcyy,S. Katompa Mvumpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461009051,18,7,1,1,10,c5hderjlkcoaze51e5wgvptk,1,16.7,11.9,2022-09-17T13:33:55.615Z,2022-09-17T22:11:59Z,3785592801,167,,3785592803,56,Back,3785592805,285,,3785592947,233,13,3787080691,383,,3788284247,178,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461009069,14,5,1,1,12,3dwlvz6cl4lcavvrg0y2dycrt,1,91.9,101.3,2022-09-17T13:33:57.912Z,2022-09-17T22:12:03Z,3785592989,233,19,3785592881,347,,3785592877,56,Left,,,,,,,,,,,,,,,,9fd19beamnr8qmhqdvzr7fcyy,S. Katompa Mvumpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461009057,19,5,1,1,12,c5hderjlkcoaze51e5wgvptk,0,8.1,-1.3,2022-09-17T13:33:57.912Z,2022-09-17T22:12:03Z,3785592841,347,,3785592839,56,Back,3785593043,233,14,,,,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461009477,15,1,1,1,29,3dwlvz6cl4lcavvrg0y2dycrt,1,89.3,100,2022-09-17T13:34:14.340Z,2022-09-17T22:12:06Z,3785594963,140,63.5,3785594967,212,27.7,3785594961,56,Left,3785594969,213,3.3,3785594959,107,,3785594971,1,,3785594965,141,93.5,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461009611,16,1,1,1,32,3dwlvz6cl4lcavvrg0y2dycrt,1,62.3,91.2,2022-09-17T13:34:17.185Z,2022-09-17T22:12:27Z,3785595805,56,Center,3785595813,213,4.2,3785595811,212,20.8,3785595807,140,52.0,3785595809,141,65.1,3788284769,178,,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461009637,17,1,1,1,39,3dwlvz6cl4lcavvrg0y2dycrt,1,46.8,31.2,2022-09-17T13:34:24.796Z,2022-09-17T22:12:35Z,3785595953,141,8.8,3785595949,56,Right,3785595951,140,54.3,3785595957,213,5.2,3785595955,212,17.1,3788285063,178,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461009689,18,1,1,1,42,3dwlvz6cl4lcavvrg0y2dycrt,1,55.2,8,2022-09-17T13:34:27.520Z,2022-09-17T22:12:43Z,3785596267,56,Back,3788285247,178,,3785596269,140,42.3,3785596275,213,2.3,3785596273,212,20.9,3785596271,141,31.5,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461009733,19,1,1,1,44,3dwlvz6cl4lcavvrg0y2dycrt,1,42.4,33.3,2022-09-17T13:34:29.931Z,2022-09-17T22:12:53Z,3785596501,56,Back,3785596507,212,15.1,3785596509,213,1.5,3785596503,140,43.6,3785596505,141,55.4,3788285431,178,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461009799,20,1,1,1,47,3dwlvz6cl4lcavvrg0y2dycrt,1,45.4,53.3,2022-09-17T13:34:32.502Z,2022-09-17T22:13:05Z,3788285587,178,,3785596881,56,Right,3785596887,140,75.5,3785596909,1,,3785596893,141,14.3,3785596907,213,5.6,3785596877,155,,3785596899,212,41.3,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461292709,948,44,1,1,49,3dwlvz6cl4lcavvrg0y2dycrt,1,74.5,17.9,2022-09-17T13:34:34.928Z,2022-09-18T04:10:32Z,3787092161,286,,3787092159,56,Right,3787092267,233,840,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461292725,840,44,1,1,49,c5hderjlkcoaze51e5wgvptk,0,25.5,82.1,2022-09-17T13:34:34.929Z,2022-09-17T22:13:12Z,3787092223,56,Back,3787092225,285,,3787092295,233,948,,,,,,,,,,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461009813,21,1,1,1,49,3dwlvz6cl4lcavvrg0y2dycrt,0,75.5,14.3,2022-09-17T13:34:34.943Z,2022-09-18T04:10:32Z,3785597013,141,27.1,3785597017,213,2.1,3785597011,140,70.5,3788286433,178,,3785597007,3,,3785597009,56,Center,3785597015,212,10.2,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461009913,21,4,1,1,52,c5hderjlkcoaze51e5wgvptk,1,28,69.4,2022-09-17T13:34:37.241Z,2022-09-17T22:13:33Z,3785597591,152,,3785597589,56,Back,3785597593,265,,3785597847,233,22,3785597587,13,,3785597595,285,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461009945,22,4,1,1,52,3dwlvz6cl4lcavvrg0y2dycrt,0,72,30.6,2022-09-17T13:34:37.242Z,2022-09-17T22:13:33Z,3788286703,178,,3785597873,233,21,3785597773,13,,3785597781,286,,3785597779,265,,3785597777,152,,3785597775,56,Center,,,,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461009855,20,43,1,1,54,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-09-17T13:34:39.928Z,2022-09-17T13:34:44Z,3785597257,56,Back,3785597819,144,61,,,,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461010075,22,1,1,2,2,c5hderjlkcoaze51e5wgvptk,1,19,65.9,2022-09-17T13:34:48.078Z,2022-09-17T22:13:45Z,3785598513,212,15.4,3785598505,152,,3785598511,141,85.5,3788286891,178,,3785598507,56,Back,3785598509,140,26.3,3785598515,213,1.0,3785598503,5,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461010117,23,1,1,2,6,c5hderjlkcoaze51e5wgvptk,0,28.4,87.8,2022-09-17T13:34:51.859Z,2022-09-17T22:13:48Z,3788286931,178,,3785598775,213,6.2,3785598769,140,64.7,3785598767,56,Left,3785598779,1,,3785598771,141,82.2,3785598765,155,,3785598773,212,38.3,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461010139,23,61,1,2,9,3dwlvz6cl4lcavvrg0y2dycrt,0,33.7,5.6,2022-09-17T13:34:54.332Z,2022-09-17T22:14:01Z,3788287183,178,,3785598887,56,Back,3788287181,21,,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461010425,24,5,1,2,10,c5hderjlkcoaze51e5wgvptk,1,65.2,101.1,2022-09-17T13:34:55.967Z,2022-09-17T22:14:09Z,3785600137,347,,3785600135,56,Left,3785600161,233,24,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461010169,24,5,1,2,10,3dwlvz6cl4lcavvrg0y2dycrt,0,34.8,-1.1,2022-09-17T13:34:55.967Z,2022-09-17T22:14:10Z,3785600199,233,24,3785598993,56,Back,3785598995,347,,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461010461,25,1,1,2,20,c5hderjlkcoaze51e5wgvptk,1,67.1,100,2022-09-17T13:35:05.711Z,2022-09-17T22:14:16Z,3785600325,140,68.4,3785600323,56,Center,3785600329,212,16.4,3785600321,107,,3785600327,141,77.6,3785600331,213,4.8,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461010467,26,43,1,2,22,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-09-17T13:35:08.003Z,2022-09-17T13:37:47Z,3785616413,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
