id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2485319785,5,1,1,0,8,1c7qokc1j5z50cjj4tcu32haa,1,28.9,59,2022-11-13T14:31:36.534Z,2022-11-14T06:41:24Z,3914211427,140,22.9,3914211429,141,59.0,3914211423,3,,3914211425,56,Back,3916081995,388,,3914211431,212,6.3,3914211433,213,3.1,,,,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485319795,6,1,1,0,9,1c7qokc1j5z50cjj4tcu32haa,0,26.9,56.6,2022-11-13T14:31:37.932Z,2022-11-14T02:31:32Z,3914211483,213,5.3,3914211477,140,32.4,3914211479,141,42.8,3916082053,388,,3914211475,56,Back,3914211473,3,,3914211481,212,11.0,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485319845,7,1,1,0,11,c5hderjlkcoaze51e5wgvptk,1,65,58.5,2022-11-13T14:31:40.321Z,2022-11-14T02:31:39Z,3914211687,141,74.2,3914211681,3,,3914211689,212,11.0,3914211685,140,62.3,3914211683,56,Center,3914211691,213,1.8,3916082097,388,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485319891,8,1,1,0,14,c5hderjlkcoaze51e5wgvptk,1,59.1,76.9,2022-11-13T14:31:42.581Z,2022-11-14T02:31:46Z,3914211897,140,62.5,3914211895,56,Left,3914211901,141,89.8,3916082149,178,,3914211907,213,1.2,3914211905,212,9.5,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485319899,9,3,1,0,16,c5hderjlkcoaze51e5wgvptk,0,63.7,94.8,2022-11-13T14:31:44.870Z,2022-11-14T02:31:59Z,3916082225,178,,3914493711,233,11,3914212553,286,,3915908739,465,,3914211921,56,Left,,,,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320493,11,7,1,0,16,1c7qokc1j5z50cjj4tcu32haa,0,36.3,5.2,2022-11-13T14:31:44.961Z,2022-11-14T02:32:06Z,3916082247,178,,3915908849,383,,3914227147,233,9,3914215117,56,Back,3914215119,285,,,,,,,,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485319931,10,1,1,0,18,c5hderjlkcoaze51e5wgvptk,0,57.1,84.4,2022-11-13T14:31:46.702Z,2022-11-14T02:32:14Z,3914212123,140,60.4,3914227095,233,7,3914226807,286,,3914212125,141,88.7,3914226805,236,,3914212129,213,0.7,3914212127,212,4.5,3914212121,56,Left,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,3916082287,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485319995,7,74,1,0,18,1c7qokc1j5z50cjj4tcu32haa,1,37.7,7,2022-11-13T14:31:46.851Z,2022-11-14T02:32:23Z,3916082325,178,,3914212439,56,Back,3914212601,233,10,3914212441,285,,,,,,,,,,,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320033,8,49,1,0,19,1c7qokc1j5z50cjj4tcu32haa,1,38.7,4.1,2022-11-13T14:31:47.792Z,2022-11-14T02:33:02Z,,,,,,,,,,,,,,,,,,,,,,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320039,9,61,1,0,20,1c7qokc1j5z50cjj4tcu32haa,0,38.7,4.1,2022-11-13T14:31:48.432Z,2022-11-14T02:33:36Z,3916082767,178,,3914212701,56,Back,,,,,,,,,,,,,,,,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320055,10,5,1,0,20,1c7qokc1j5z50cjj4tcu32haa,0,38.1,-1.5,2022-11-13T14:31:48.942Z,2022-11-14T02:33:41Z,3914212765,347,,3914212879,233,11,3914212763,56,Back,,,,,,,,,,,,,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320051,11,5,1,0,20,c5hderjlkcoaze51e5wgvptk,1,61.9,101.5,2022-11-13T14:31:48.942Z,2022-11-14T02:33:41Z,3914212825,233,10,3914212747,56,Left,3914212749,347,,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320163,12,1,1,0,26,c5hderjlkcoaze51e5wgvptk,1,57.7,100,2022-11-13T14:31:54.811Z,2022-11-14T02:33:47Z,3914213309,212,22.0,3914213313,1,,3914213301,107,,3914213307,141,81.5,3914213311,213,3.8,3914213303,56,Back,3914213305,140,41.5,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320221,13,1,1,0,31,c5hderjlkcoaze51e5wgvptk,1,41.3,72.3,2022-11-13T14:31:59.981Z,2022-11-14T02:33:54Z,3914213629,56,Back,3914213635,212,20.2,3914213633,141,47.2,3916082877,178,,3914213631,140,31.0,3914213637,213,4.1,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320279,14,1,1,0,34,c5hderjlkcoaze51e5wgvptk,1,30.3,43.9,2022-11-13T14:32:02.491Z,2022-11-14T02:33:59Z,3914213891,140,35.9,3914213897,213,5.2,3914213895,212,13.2,3914213893,141,26.5,3916082923,178,,3914213887,56,Back,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320297,15,1,1,0,36,c5hderjlkcoaze51e5wgvptk,1,33,27.9,2022-11-13T14:32:05.411Z,2022-11-14T02:34:06Z,3914214005,212,9.2,3914213999,140,38.9,3914214003,141,37.9,3914214009,213,0.8,3916082995,178,,3914213995,56,Back,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320311,16,1,1,0,38,c5hderjlkcoaze51e5wgvptk,1,38.8,38.3,2022-11-13T14:32:06.441Z,2022-11-14T02:34:11Z,3914214113,140,32.0,3914214115,141,33.9,3914214111,56,Back,3914214117,212,7.7,3914214119,213,3.5,3916083051,178,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320353,17,1,1,0,39,c5hderjlkcoaze51e5wgvptk,1,35.3,40.9,2022-11-13T14:32:08.382Z,2022-11-14T02:34:17Z,3914214351,213,1.5,3916083117,178,,3914214349,212,24.5,3914214347,141,76.7,3914214345,140,37.5,3914214343,56,Back,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320409,18,1,1,0,43,c5hderjlkcoaze51e5wgvptk,1,37.2,77.6,2022-11-13T14:32:11.491Z,2022-11-14T02:34:29Z,3914214659,213,1.0,3914214651,56,Back,3914214657,212,14.4,3916083215,178,,3914214653,140,44.7,3914214655,141,95.3,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320447,19,1,1,0,45,c5hderjlkcoaze51e5wgvptk,1,44.5,95.3,2022-11-13T14:32:13.781Z,2022-11-14T02:34:33Z,3914214861,141,85.3,3914214855,56,Back,3914214865,213,4.0,3914214863,212,9.0,3914214857,140,38.9,3916083251,178,,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320487,20,1,1,0,47,c5hderjlkcoaze51e5wgvptk,1,37.7,83.9,2022-11-13T14:32:16.200Z,2022-11-14T02:34:38Z,3914215077,140,43.8,3914215083,213,5.3,3914215079,141,69.9,3916083307,178,,3914215075,56,Back,3914215081,212,11.5,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320529,21,1,1,0,49,c5hderjlkcoaze51e5wgvptk,1,43.8,69.9,2022-11-13T14:32:17.702Z,2022-11-14T02:34:47Z,3914215327,56,Back,3914215329,140,36.3,3914215331,141,85.1,3914215335,213,2.2,3916083397,178,,3914215333,212,13.0,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320557,22,1,1,0,53,c5hderjlkcoaze51e5wgvptk,1,41.3,86.5,2022-11-13T14:32:21.582Z,2022-11-14T02:34:53Z,3914215451,140,44.2,3914215457,213,5.1,3916083463,178,,3914215455,212,8.7,3914215453,141,74.5,3914215449,56,Back,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320585,23,1,1,0,54,c5hderjlkcoaze51e5wgvptk,1,43.9,74.8,2022-11-13T14:32:23.391Z,2022-11-14T02:35:03Z,3914215659,213,3.8,3914215651,56,Back,3914215657,212,16.7,3914215653,140,31.8,3914215655,141,58.8,3916083529,178,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320667,24,1,1,0,57,c5hderjlkcoaze51e5wgvptk,1,31.8,58.8,2022-11-13T14:32:25.699Z,2022-11-14T02:35:11Z,3916083589,178,,3914216091,140,36.7,3914216097,213,5.2,3914216089,56,Back,3914216093,141,46.1,3914216095,212,10.1,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320709,25,1,1,1,1,c5hderjlkcoaze51e5wgvptk,1,37.6,40.3,2022-11-13T14:32:30.151Z,2022-11-14T02:35:16Z,3914216321,213,1.6,3914216317,141,63.6,3914216319,212,15.8,3914216313,56,Back,3916083623,178,,3914216315,140,37.8,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320755,26,1,1,1,3,c5hderjlkcoaze51e5wgvptk,1,37.7,63.9,2022-11-13T14:32:32.411Z,2022-11-14T02:35:22Z,3916083673,178,,3914216575,213,1.2,3914216569,140,44.1,3914216573,212,18.3,3914216567,56,Back,3914216571,141,88.9,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320807,27,1,1,1,6,c5hderjlkcoaze51e5wgvptk,1,44.1,88.9,2022-11-13T14:32:35.300Z,2022-11-14T02:35:31Z,3914216871,212,15.2,3914216873,213,3.9,3914216865,56,Back,3914216869,141,74.2,3916083757,178,,3914216867,140,33.2,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320877,28,1,1,1,9,c5hderjlkcoaze51e5wgvptk,1,32.7,73.9,2022-11-13T14:32:37.861Z,2022-11-14T02:35:37Z,3914217307,141,73.2,3914217301,155,,3914217309,212,42.8,3914217313,1,,3914217303,56,Center,3916083789,178,,3914217311,213,6.3,3914217305,140,73.5,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320879,29,1,1,1,13,c5hderjlkcoaze51e5wgvptk,0,84.9,78.2,2022-11-13T14:32:42.070Z,2022-11-14T02:35:51Z,3914217321,141,75.3,3916083891,178,,3914217325,213,4.8,3914217323,212,2.0,3914217557,233,12,3914217317,56,Center,3914217561,286,,3914217319,140,85.0,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,3914217555,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320907,12,74,1,1,13,1c7qokc1j5z50cjj4tcu32haa,1,8.2,24.9,2022-11-13T14:32:42.189Z,2022-11-14T02:36:00Z,3916083965,178,,3914217657,233,29,3914217483,285,,3914217481,56,Back,,,,,,,,,,,,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320887,30,61,1,1,13,c5hderjlkcoaze51e5wgvptk,1,86.8,78.5,2022-11-13T14:32:42.401Z,2022-11-14T02:36:11Z,3916084041,15,,3914217357,56,Center,3916084043,178,,,,,,,,,,,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485320939,13,49,1,1,15,1c7qokc1j5z50cjj4tcu32haa,1,8.5,27.3,2022-11-13T14:32:44Z,2022-11-14T02:36:30Z,,,,,,,,,,,,,,,,,,,,,,,,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485321021,14,1,1,1,18,1c7qokc1j5z50cjj4tcu32haa,1,22.1,32.7,2022-11-13T14:32:46.692Z,2022-11-14T02:36:38Z,3916084243,178,,3914218041,141,32.4,3914218039,140,42.3,3914218037,56,Back,3914218045,213,6.3,3914218043,212,21.2,,,,,,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485321035,15,1,1,1,19,1c7qokc1j5z50cjj4tcu32haa,1,42.3,32.4,2022-11-13T14:32:48.322Z,2022-11-14T02:36:45Z,3914218123,213,3.0,3914218157,156,,3914218121,212,10.8,3916084317,178,,3914218119,141,34.3,3914218117,140,32.1,3914218115,56,Back,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485321059,16,1,1,1,21,1c7qokc1j5z50cjj4tcu32haa,0,31.8,34.2,2022-11-13T14:32:49.452Z,2022-11-14T02:36:55Z,3916084401,178,,3914218333,236,,3914218335,233,31,3914218287,213,5.8,3914218281,140,36.6,3914218279,56,Back,3914218283,141,30.6,3914218285,212,5.6,d3tfdqfnab7bqxfdh3399y06i,J. Burkardt,3914218339,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485321067,31,74,1,1,21,c5hderjlkcoaze51e5wgvptk,1,56.3,62.7,2022-11-13T14:32:49.632Z,2022-11-14T02:37:08Z,3914218357,233,16,3916084517,178,,3916084515,21,,3914218305,56,Center,3914218307,285,,,,,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485321113,17,1,1,1,22,1c7qokc1j5z50cjj4tcu32haa,1,36.4,25.5,2022-11-13T14:32:51.371Z,2022-11-14T02:37:32Z,3914218533,1,,3916084657,178,,3914218531,213,1.6,3914218525,140,35.9,3914218523,56,Back,3914218521,155,,3914218527,141,75.6,3914218529,212,34.1,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485321177,18,1,1,1,25,1c7qokc1j5z50cjj4tcu32haa,1,36.5,74.8,2022-11-13T14:32:54.401Z,2022-11-14T02:37:49Z,3916084793,178,,3914218867,3,,3914218879,213,5.9,3914218877,212,17.9,3914218871,56,Center,3914218873,140,52.3,3914218875,141,64.9,,,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485321187,19,50,1,1,28,1c7qokc1j5z50cjj4tcu32haa,1,47.2,58.4,2022-11-13T14:32:56.550Z,2022-11-14T02:38:32Z,3914218921,286,,3914218993,233,32,3914218919,56,Back,,,,,,,,,,,,,,,,d3tfdqfnab7bqxfdh3399y06i,J. Burkardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485321161,32,7,1,1,28,c5hderjlkcoaze51e5wgvptk,0,52.8,41.6,2022-11-13T14:32:56.571Z,2022-11-14T02:38:27Z,3914218779,285,,3914218777,56,Center,3915910571,383,,3916085097,178,,3914218985,233,19,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485321195,20,61,1,1,28,1c7qokc1j5z50cjj4tcu32haa,1,48.3,58.1,2022-11-13T14:32:56.621Z,2022-11-14T02:38:40Z,3916085165,178,,3914218965,56,Back,,,,,,,,,,,,,,,,,,,d3tfdqfnab7bqxfdh3399y06i,J. Burkardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485321183,33,49,1,1,29,c5hderjlkcoaze51e5wgvptk,1,44.6,47.2,2022-11-13T14:32:57.972Z,2022-11-14T02:38:52Z,,,,,,,,,,,,,,,,,,,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485321227,34,1,1,1,29,c5hderjlkcoaze51e5wgvptk,1,44.6,47.2,2022-11-13T14:32:58.109Z,2022-11-14T02:39:02Z,3916085319,178,,3914219145,213,4.3,3914219143,212,10.1,3914219141,141,33.3,3914219139,140,41.1,3914219137,56,Back,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485321261,35,1,1,1,32,c5hderjlkcoaze51e5wgvptk,1,31.2,23,2022-11-13T14:33:01.324Z,2022-11-14T02:39:13Z,3914219353,213,2.8,3914219351,212,24.3,3914219349,141,33.9,3914219347,140,9.2,3916085419,178,,3914219345,56,Back,,,,,,,f5lfo1hz7u5bk494w53arcacq,E. Ebimbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
