id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist
2518293107,10,1,1,0,27,3dwlvz6cl4lcavvrg0y2dycrt,1,36.2,95.9,2023-03-11T14:30:50.500Z,2023-03-12T00:54:25Z,4090917409,178,,4088108279,140,31.1,4088108283,212,10.5,4088108277,56,Back,4088108285,213,4.2,4088108281,141,82.7,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293143,11,1,1,0,32,3dwlvz6cl4lcavvrg0y2dycrt,1,32.5,82.3,2023-03-11T14:30:55.429Z,2023-03-12T00:54:29Z,4088108439,212,9.7,4088108437,141,84.8,4088108433,56,Back,4088108435,140,41.6,4088108441,213,0.2,4090917645,178,,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293237,12,1,1,0,33,3dwlvz6cl4lcavvrg0y2dycrt,1,41.6,84.8,2023-03-11T14:30:56.452Z,2023-03-12T00:54:35Z,4090918131,178,,4088108935,140,37.5,4088108941,213,2.1,4088108933,56,Back,4088108937,141,96.2,4088108939,212,8.9,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293281,13,1,1,0,38,3dwlvz6cl4lcavvrg0y2dycrt,1,36.1,83.5,2023-03-11T14:31:01.143Z,2023-03-12T00:55:03Z,4090919747,178,,4088109223,213,3.6,4088109215,56,Back,4088109217,140,25.7,4088109219,141,75.1,4088109221,212,12.3,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293369,14,1,1,0,43,3dwlvz6cl4lcavvrg0y2dycrt,0,28.1,75.1,2023-03-11T14:31:05.583Z,2023-03-12T00:55:06Z,4088109639,155,,4090919949,178,,4088109649,213,0.2,4088109643,140,75.2,4088109647,212,50.0,4088109651,1,,4088109645,141,86.2,4088109641,56,Left,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293375,6,49,1,0,46,c5hderjlkcoaze51e5wgvptk,1,26.7,27.2,2023-03-11T14:31:08.781Z,2023-03-12T00:55:45Z,,,,,,,,,,,,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293403,7,1,1,0,47,c5hderjlkcoaze51e5wgvptk,0,29.8,27.8,2023-03-11T14:31:10.475Z,2023-03-12T00:55:33Z,4088109823,212,8.4,4088109817,56,Back,4088109825,213,0.6,4088109821,141,34.4,4088109819,140,36.6,4090921667,178,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293451,15,1,1,0,48,3dwlvz6cl4lcavvrg0y2dycrt,1,60.7,65.2,2023-03-11T14:31:11.214Z,2023-03-12T00:55:54Z,4088110123,213,5.2,4088110121,212,17.8,4088110119,141,41.8,4088110117,140,68.4,4088110113,56,Center,4090922489,178,,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293459,16,49,1,0,49,3dwlvz6cl4lcavvrg0y2dycrt,1,68.3,41.3,2023-03-11T14:31:12.344Z,2023-03-12T00:56:21Z,,,,,,,,,,,,,,,,,,,,,,,,,2tdxcr1wkubis5n81sg4pzyz9,Gil Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293483,17,1,1,0,50,3dwlvz6cl4lcavvrg0y2dycrt,1,68.3,41.3,2023-03-11T14:31:13.029Z,2023-03-12T00:56:30Z,4088110277,140,62.0,4090924309,178,,4088110283,213,2.1,4088110279,141,56.9,4088110281,212,12.5,4088110275,56,Center,,,,,,,2tdxcr1wkubis5n81sg4pzyz9,Gil Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293485,18,50,1,0,51,3dwlvz6cl4lcavvrg0y2dycrt,1,64.1,59,2023-03-11T14:31:13.862Z,2023-03-12T00:56:56Z,4088110293,286,,4088110431,233,8,4088110291,56,Center,,,,,,,,,,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293491,8,7,1,0,52,c5hderjlkcoaze51e5wgvptk,1,35.9,41,2023-03-11T14:31:14.926Z,2023-03-12T00:57:03Z,4089641883,383,,4090925969,178,,4088110319,56,Back,4088110385,233,18,4088110321,285,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293501,9,49,1,0,53,c5hderjlkcoaze51e5wgvptk,1,32.8,39.5,2023-03-11T14:31:15.693Z,2023-03-12T00:57:14Z,,,,,,,,,,,,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293573,10,1,1,0,53,c5hderjlkcoaze51e5wgvptk,1,32.8,39.5,2023-03-11T14:31:15.716Z,2023-03-12T00:57:26Z,4090927495,178,,4088110735,141,29.3,4088110729,56,Back,4088110731,140,35.8,4088110739,213,5.1,4088110737,212,7.6,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293579,11,3,1,0,54,c5hderjlkcoaze51e5wgvptk,1,37.2,30.8,2023-03-11T14:31:17.082Z,2023-03-12T00:57:38Z,4088110771,286,,4089642479,464,,4088110769,56,Back,4090928109,178,,4088111881,233,19,,,,,,,,,,2x5f35hk2urqlgoito1vgb3yt,R. Borré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293647,19,45,1,0,54,3dwlvz6cl4lcavvrg0y2dycrt,0,62.8,69.2,2023-03-11T14:31:17.082Z,2023-03-12T00:57:38Z,4088111143,56,Center,4088111907,233,11,4088111145,285,,,,,,,,,,,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293587,12,1,1,0,55,c5hderjlkcoaze51e5wgvptk,1,35.5,30.1,2023-03-11T14:31:18.363Z,2023-03-12T00:57:46Z,4088110799,213,3.6,4088110793,140,23.1,4090928643,178,,4088110797,212,14.2,4088110795,141,21.8,4088110791,56,Back,,,,,,,2x5f35hk2urqlgoito1vgb3yt,R. Borré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293641,13,1,1,0,56,c5hderjlkcoaze51e5wgvptk,1,23.1,21.8,2023-03-11T14:31:19.471Z,2023-03-12T00:57:52Z,4088111081,140,36.4,4088111085,212,18.2,4088111087,213,5.6,4090928999,178,,4088111083,141,4.6,4088111079,56,Back,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293729,14,1,1,1,1,c5hderjlkcoaze51e5wgvptk,1,35.7,5.2,2023-03-11T14:31:24.376Z,2023-03-12T00:58:07Z,4088111591,213,2.7,4090929793,178,,4088111583,56,Back,4088111587,141,11.0,4088111589,212,9.9,4088111585,140,27.1,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293759,15,1,1,1,4,c5hderjlkcoaze51e5wgvptk,1,29.8,12.1,2023-03-11T14:31:26.958Z,2023-03-12T00:58:20Z,4088111737,56,Back,4088111739,140,25.8,4090930517,178,,4088111745,213,1.8,4088111741,141,43.1,4088111743,212,21.5,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293781,16,1,1,1,7,c5hderjlkcoaze51e5wgvptk,1,25.8,43.1,2023-03-11T14:31:30.416Z,2023-03-12T00:58:24Z,4088111873,141,77.3,4088111877,213,1.9,4088111871,140,19.2,4088111875,212,24.3,4090930689,178,,4088111869,56,Back,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293811,17,1,1,1,9,c5hderjlkcoaze51e5wgvptk,1,18.8,78.6,2023-03-11T14:31:32.250Z,2023-03-12T00:58:30Z,4090930973,178,,4088112035,140,28.7,4088112037,141,91.8,4088112033,56,Back,4088112039,212,13.7,4088112041,213,0.7,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293843,18,1,1,1,11,c5hderjlkcoaze51e5wgvptk,0,27.1,92.1,2023-03-11T14:31:34.468Z,2023-03-12T00:58:36Z,4088112267,212,37.6,4088112263,140,62.9,4088112259,155,,4088112269,213,6.3,4090931325,178,,4088112261,56,Left,4088112265,141,91.2,4088112271,1,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293893,20,1,1,1,14,3dwlvz6cl4lcavvrg0y2dycrt,1,36.7,6.4,2023-03-11T14:31:36.878Z,2023-03-12T00:59:22Z,4088112555,141,2.3,4088112551,56,Back,4088112559,213,5.8,4088112553,140,41.6,4088112549,3,,4088112557,212,5.9,4090933417,178,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293909,22,49,1,1,15,3dwlvz6cl4lcavvrg0y2dycrt,1,40.9,3.2,2023-03-11T14:31:38.117Z,2023-03-12T04:24:14Z,,,,,,,,,,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293941,23,1,1,1,16,3dwlvz6cl4lcavvrg0y2dycrt,1,40.9,3.2,2023-03-11T14:31:39.290Z,2023-03-12T01:07:11Z,4088112791,212,9.8,4090958809,178,,4088112793,213,2.2,4088112789,141,14.9,4088112787,140,35.4,4088112785,56,Back,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293961,24,1,1,1,17,3dwlvz6cl4lcavvrg0y2dycrt,1,35.7,15.3,2023-03-11T14:31:40.335Z,2023-03-12T01:07:16Z,4090959097,178,,4088112909,212,12.9,4088112907,141,13.7,4088112903,56,Back,4088112905,140,23.5,4088112911,213,3.2,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293901,21,43,1,1,18,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-03-11T14:31:40.765Z,2023-03-11T15:18:50Z,4088460927,144,61,4088112591,56,Back,,,,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293997,25,1,1,1,18,3dwlvz6cl4lcavvrg0y2dycrt,1,23.2,14,2023-03-11T14:31:41.552Z,2023-03-12T01:07:27Z,4088113041,141,47.6,4088113045,212,24.4,4090959763,178,,4088113049,213,1.9,4088113039,140,15.1,4088113037,56,Back,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294095,26,1,1,1,21,3dwlvz6cl4lcavvrg0y2dycrt,1,15.1,47.6,2023-03-11T14:31:43.984Z,2023-03-12T01:07:38Z,4088113499,212,21.0,4088113491,140,23.6,4088113501,213,1.1,4088113495,141,75.6,4088113487,56,Back,4090960415,178,,,,,,,,62gct49oglcdzxafhrfucrb2t,F. Bredlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294119,27,1,1,1,28,3dwlvz6cl4lcavvrg0y2dycrt,1,32.5,82.3,2023-03-11T14:31:51.150Z,2023-03-12T01:07:44Z,4090960715,178,,4088113593,213,4.1,4088113591,212,16.4,4088113585,56,Back,4088113587,140,24.0,4088113589,141,62.0,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294181,28,1,1,1,32,3dwlvz6cl4lcavvrg0y2dycrt,1,23.3,62.4,2023-03-11T14:31:54.735Z,2023-03-12T01:07:48Z,4090960933,178,,4088113851,141,94.5,4088113855,212,22.7,4088113843,56,Back,4088113859,213,1.3,4088113847,140,29.3,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294287,29,1,1,1,34,3dwlvz6cl4lcavvrg0y2dycrt,1,30.6,94.2,2023-03-11T14:31:57.337Z,2023-03-12T01:07:53Z,4088114411,212,15.3,4090961217,178,,4088114403,140,45.1,4088114413,213,0.1,4088114407,141,96.8,4088114399,56,Back,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518587063,939,3,1,1,36,3dwlvz6cl4lcavvrg0y2dycrt,1,46.8,96,2023-03-11T14:31:58.617Z,2023-03-12T01:08:02Z,4089646469,56,Back,4089651073,465,,4089646471,286,,4090173207,233,941,4090961799,178,,,,,,,,,,,9ic8hvnkzj9p0ikh6bwaeoqju,Tiago Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518587079,941,45,1,1,36,c5hderjlkcoaze51e5wgvptk,0,53.2,4,2023-03-11T14:31:58.617Z,2023-03-12T01:08:03Z,4089646545,56,Right,4090173221,233,939,4089646547,285,,,,,,,,,,,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294301,30,4,1,1,38,3dwlvz6cl4lcavvrg0y2dycrt,1,62.4,93.6,2023-03-11T14:32:01.326Z,2023-03-12T01:08:10Z,4088114483,13,,4088115089,233,19,4088114487,56,Left,4088114489,152,,4088114485,295,,4088114491,286,,,,,,,,9ic8hvnkzj9p0ikh6bwaeoqju,Tiago Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294393,19,4,1,1,38,c5hderjlkcoaze51e5wgvptk,0,37.6,6.4,2023-03-11T14:32:01.327Z,2023-03-12T01:08:09Z,4088114949,295,,4088114953,56,Back,4088114957,152,,4088115105,233,30,4088114945,13,,4088114961,285,,4090962101,178,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294615,31,1,1,1,50,3dwlvz6cl4lcavvrg0y2dycrt,1,55.1,94.7,2023-03-11T14:32:13.380Z,2023-03-12T01:08:22Z,4088116039,140,40.9,4088116035,56,Back,4088116023,5,,4088116029,152,,4088116043,141,38.3,4088116049,212,41.1,4088116057,1,,4088116055,213,4.3,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,4090962679,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294659,32,1,1,1,54,3dwlvz6cl4lcavvrg0y2dycrt,1,40.8,37.1,2023-03-11T14:32:16.686Z,2023-03-12T01:08:30Z,4090963109,178,,4088116269,213,5.1,4088116263,140,48.2,4088116267,212,19.6,4088116265,141,10.7,4088116261,56,Back,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294715,33,1,1,1,56,3dwlvz6cl4lcavvrg0y2dycrt,1,47.5,10.3,2023-03-11T14:32:18.824Z,2023-03-12T01:08:48Z,4088116559,213,2.1,4088116553,140,38.9,4088116557,212,17.1,4088116555,141,31.6,4088116551,56,Back,4090964361,178,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
