id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/15/value,qualifier/17/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2533872103,5,61,1,0,11,go76xxm0xyfgqt1h6tcrtimm,0,45.9,52.1,2023-04-15T16:30:26.571Z,2023-04-16T06:25:49Z,4191556247,56,Back,4194053427,388,,,,,,,,,,,,,,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872153,7,1,1,0,12,c5hderjlkcoaze51e5wgvptk,1,54.1,48.5,2023-04-15T16:30:27.142Z,2023-04-16T06:25:56Z,4191556459,212,11.3,4191556461,213,5.9,4194053545,178,,4191556453,56,Center,4191556455,140,64.2,4191556457,141,42.8,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872181,8,1,1,0,13,c5hderjlkcoaze51e5wgvptk,0,64.2,42.8,2023-04-15T16:30:28.805Z,2023-04-16T06:26:01Z,4191556527,155,,4191556533,141,39.5,4191556535,212,6.4,4191556537,213,5.9,4191556531,140,69.9,4194053661,178,,4191556529,56,Center,,,,2x5f35hk2urqlgoito1vgb3yt,R. Borré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872169,6,8,1,0,14,go76xxm0xyfgqt1h6tcrtimm,1,28.5,70.2,2023-04-15T16:30:29.236Z,2023-04-16T06:26:06Z,4191556515,56,Back,4192761395,384,,4194053753,388,,4191556569,15,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872195,7,49,1,0,15,go76xxm0xyfgqt1h6tcrtimm,1,37.1,69.8,2023-04-15T16:30:30.679Z,2023-04-16T06:26:15Z,,,,,,,,,,,,,,,,,,,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872229,8,1,1,0,16,go76xxm0xyfgqt1h6tcrtimm,1,37.1,69.8,2023-04-15T16:30:32.065Z,2023-04-16T06:26:19Z,4194053993,178,,4191556761,213,3.4,4191556759,212,9.9,4191556757,141,66.5,4191556755,140,27.9,4191556753,56,Back,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872243,9,1,1,0,17,go76xxm0xyfgqt1h6tcrtimm,1,27.9,66.5,2023-04-15T16:30:32.820Z,2023-04-16T06:26:24Z,4191556849,141,92.3,4191556853,213,1.5,4191556851,212,17.7,4191556847,140,29.8,4194054077,178,,4191556845,56,Back,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872259,10,1,1,0,20,go76xxm0xyfgqt1h6tcrtimm,0,29.8,92.3,2023-04-15T16:30:35.215Z,2023-04-16T06:26:28Z,4191556917,56,Back,4191556921,141,95.0,4194054131,178,,4191556923,212,14.5,4191556925,213,0.1,4191556919,140,43.5,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534606005,1023,67,1,0,21,c5hderjlkcoaze51e5wgvptk,1,55.6,5.5,2023-04-15T16:30:36.594Z,2023-04-16T15:15:16Z,4195451833,233,877,,,,,,,,,,,,,,,,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534606003,877,67,1,0,21,go76xxm0xyfgqt1h6tcrtimm,0,44.4,94.5,2023-04-15T16:30:36.595Z,2023-04-16T13:58:47Z,4195451839,233,1023,,,,,,,,,,,,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872263,9,8,1,0,21,c5hderjlkcoaze51e5wgvptk,1,60,8.2,2023-04-15T16:30:36.598Z,2023-04-16T15:15:17Z,4194054235,178,,4192761597,384,,4191556933,56,Right,,,,,,,,,,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872293,10,49,1,0,22,c5hderjlkcoaze51e5wgvptk,1,73.6,6.7,2023-04-15T16:30:37.668Z,2023-04-16T06:26:37Z,,,,,,,,,,,,,,,,,,,,,,,,,2x5f35hk2urqlgoito1vgb3yt,R. Borré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872319,11,1,1,0,22,c5hderjlkcoaze51e5wgvptk,1,72.8,7.5,2023-04-15T16:30:37.686Z,2023-04-16T06:26:44Z,4191557153,141,18.4,4191557157,213,2.3,4191557151,140,66.0,4194054465,178,,4191557149,56,Right,4191557155,212,10.3,,,,,,,2x5f35hk2urqlgoito1vgb3yt,R. Borré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872337,12,1,1,0,24,c5hderjlkcoaze51e5wgvptk,1,64.2,17.4,2023-04-15T16:30:39.855Z,2023-04-16T06:26:50Z,4191557267,213,0.2,4191557253,140,89.7,4191557263,212,27.2,4191557249,56,Center,4194054553,178,,4191557247,155,,4191557259,141,24.4,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872343,13,1,1,0,27,c5hderjlkcoaze51e5wgvptk,0,89.9,24.8,2023-04-15T16:30:42.134Z,2023-04-16T06:26:54Z,4191557317,212,9.7,4191557315,141,10.6,4191557313,140,90.7,4191557311,56,Right,4191557319,213,4.8,4194054651,178,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872349,11,8,1,0,28,go76xxm0xyfgqt1h6tcrtimm,1,9.2,90.7,2023-04-15T16:30:43.719Z,2023-04-16T06:27:00Z,4191557335,56,Back,4194054829,389,,4192762389,385,,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872365,12,5,1,0,29,go76xxm0xyfgqt1h6tcrtimm,0,15.4,101.4,2023-04-15T16:30:44.512Z,2023-04-16T06:27:04Z,4191558055,233,14,4191557405,56,Back,4191557407,347,,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872495,14,5,1,0,29,c5hderjlkcoaze51e5wgvptk,1,84.6,-1.4,2023-04-15T16:30:44.512Z,2023-04-16T06:27:04Z,4191557993,347,,4191558013,233,12,4191557991,56,Right,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872545,15,1,1,0,42,c5hderjlkcoaze51e5wgvptk,1,85.1,0,2023-04-15T16:30:57.871Z,2023-04-16T06:27:08Z,4191558127,140,84.9,4191558119,107,,4191558125,56,Right,4191558133,213,1.6,4191558131,212,8.8,4191558129,141,11.0,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872577,16,1,1,0,43,c5hderjlkcoaze51e5wgvptk,1,84.8,11,2023-04-15T16:30:59.085Z,2023-04-16T06:27:16Z,4191558331,213,3.8,4191558329,212,8.6,4194055157,388,,4191558323,56,Right,4191558325,140,78.2,4191558327,141,3.5,,,,,,,2x5f35hk2urqlgoito1vgb3yt,R. Borré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872585,17,1,1,0,45,c5hderjlkcoaze51e5wgvptk,0,77.1,5.8,2023-04-15T16:31:01.045Z,2023-04-16T06:27:22Z,4191558513,286,,4191558397,212,1.3,4191558395,141,6.8,4191558393,140,78.2,4191558509,233,13,4191558391,56,Right,4191558507,236,,4191558399,213,0.5,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,4194055277,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872603,13,74,1,0,46,go76xxm0xyfgqt1h6tcrtimm,1,21.2,93.7,2023-04-15T16:31:01.166Z,2023-04-16T06:27:32Z,4191558445,285,,4194055433,21,,4191558545,233,17,4194055435,178,,4191558443,56,Back,,,,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872619,14,49,1,0,47,go76xxm0xyfgqt1h6tcrtimm,1,23.3,85.1,2023-04-15T16:31:02.344Z,2023-04-16T06:27:42Z,,,,,,,,,,,,,,,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872649,15,1,1,0,47,go76xxm0xyfgqt1h6tcrtimm,0,23.3,85.1,2023-04-15T16:31:02.369Z,2023-04-16T06:27:45Z,4191558649,140,39.0,4191558655,213,0.1,4194055595,178,,4191558657,1,,4191558653,212,16.6,4191558651,141,87.3,4191558645,157,,4191558647,56,Back,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872673,18,49,1,0,49,c5hderjlkcoaze51e5wgvptk,1,57.9,15,2023-04-15T16:31:04.673Z,2023-04-16T06:27:51Z,,,,,,,,,,,,,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872693,19,1,1,0,49,c5hderjlkcoaze51e5wgvptk,0,57.9,15,2023-04-15T16:31:04.741Z,2023-04-16T06:27:56Z,4191558857,155,,4191558863,56,Center,4191558865,140,66.4,4194055747,388,,4191558867,141,24.4,4191558869,212,11.0,4191558871,213,0.6,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872699,16,49,1,0,50,go76xxm0xyfgqt1h6tcrtimm,1,35.5,78.3,2023-04-15T16:31:05.902Z,2023-04-16T06:29:02Z,,,,,,,,,,,,,,,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872737,17,1,1,0,50,go76xxm0xyfgqt1h6tcrtimm,1,35.5,78.3,2023-04-15T16:31:05.936Z,2023-04-16T06:28:59Z,4191559117,212,22.7,4191559121,213,6.0,4191559113,141,69.6,4194056885,178,,4191559111,140,56.4,4191559105,157,,4191559107,56,Center,4191559125,1,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872741,18,50,1,0,53,go76xxm0xyfgqt1h6tcrtimm,1,55.3,70.1,2023-04-15T16:31:08.862Z,2023-04-16T06:29:16Z,4191559141,286,,4191559139,56,Center,4191559327,233,20,,,,,,,,,,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872761,20,7,1,0,54,c5hderjlkcoaze51e5wgvptk,1,44.7,29.9,2023-04-15T16:31:09.861Z,2023-04-16T06:29:21Z,4192763753,383,,4191559257,56,Back,4194057347,178,,4191559297,233,18,4191559259,285,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872769,21,49,1,0,56,c5hderjlkcoaze51e5wgvptk,1,48.4,44.8,2023-04-15T16:31:11.795Z,2023-04-16T06:29:27Z,,,,,,,,,,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872807,22,1,1,0,57,c5hderjlkcoaze51e5wgvptk,0,48.4,48.5,2023-04-15T16:31:12.264Z,2023-04-16T06:29:31Z,4191559391,140,64.0,4194057513,178,,4192764067,1,,4191559395,212,32.4,4191559389,56,Left,4191559397,213,1.0,4191559393,141,89.6,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872819,19,49,1,1,1,go76xxm0xyfgqt1h6tcrtimm,1,36.3,9.3,2023-04-15T16:31:16.314Z,2023-04-16T06:29:40Z,,,,,,,,,,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872879,21,1,1,1,1,go76xxm0xyfgqt1h6tcrtimm,1,33.6,19.7,2023-04-15T16:31:16.315Z,2023-04-16T06:29:51Z,4191559833,140,21.8,4194057919,178,,4191559835,141,32.3,4191559837,212,15.1,4191559839,213,2.5,4191559831,56,Back,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872841,20,1,1,1,1,go76xxm0xyfgqt1h6tcrtimm,1,35.8,8.7,2023-04-15T16:31:16.335Z,2023-04-16T06:29:44Z,4191559649,141,19.9,4194057807,178,,4191559653,213,1.5,4191559651,212,7.6,4191559645,56,Back,4191559647,140,36.3,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872943,22,1,1,1,6,go76xxm0xyfgqt1h6tcrtimm,1,24.1,31.6,2023-04-15T16:31:21.136Z,2023-04-16T06:29:53Z,4191560193,56,Back,4191560201,213,1.5,4191560197,141,62.2,4194057975,178,,4191560195,140,26.0,4191560199,212,20.9,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533872961,23,1,1,1,11,go76xxm0xyfgqt1h6tcrtimm,1,30.9,64.7,2023-04-15T16:31:26.702Z,2023-04-16T06:29:58Z,4191560303,141,50.0,4191560307,213,5.0,4191560305,212,10.5,4191560301,140,33.9,4194058107,178,,4191560299,56,Back,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873017,24,1,1,1,14,go76xxm0xyfgqt1h6tcrtimm,1,33.6,47.7,2023-04-15T16:31:29.182Z,2023-04-16T06:30:03Z,4191560597,56,Back,4191560601,141,29.0,4194058205,178,,4191560603,212,13.3,4191560605,213,4.4,4191560599,140,29.8,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873127,25,1,1,1,18,go76xxm0xyfgqt1h6tcrtimm,1,32.4,26.1,2023-04-15T16:31:33.511Z,2023-04-16T06:30:06Z,4191561169,212,26.2,4191561171,213,1.8,4191561163,56,Back,4194058267,178,,4191561165,140,26.6,4191561167,141,63.6,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873157,26,1,1,1,27,go76xxm0xyfgqt1h6tcrtimm,1,28.3,47.3,2023-04-15T16:31:42.276Z,2023-04-16T06:30:10Z,4191561325,140,27.1,4191561327,141,29.8,4194058331,178,,4191561323,56,Back,4191561331,213,4.6,4191561329,212,12.0,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873207,27,1,1,1,28,go76xxm0xyfgqt1h6tcrtimm,1,27.1,27.9,2023-04-15T16:31:44.093Z,2023-04-16T06:30:13Z,4191561523,140,32.5,4191561527,212,14.0,4194058397,178,,4191561525,141,9.1,4191561529,213,5.1,4191561521,56,Back,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873247,28,1,1,1,31,go76xxm0xyfgqt1h6tcrtimm,1,35.8,12.9,2023-04-15T16:31:46.744Z,2023-04-16T06:30:16Z,4191561667,141,18.6,4191561665,140,48.6,4191561663,56,Back,4191561671,213,0.3,4194058433,178,,4191561669,212,14.0,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873253,29,1,1,1,32,go76xxm0xyfgqt1h6tcrtimm,0,48.6,18.6,2023-04-15T16:31:47.741Z,2023-04-16T06:30:19Z,4191561709,141,6.7,4191561713,213,5.5,4191561711,212,11.3,4194058501,178,,4191561705,56,Right,4191561707,140,56.1,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873283,23,8,1,1,33,c5hderjlkcoaze51e5wgvptk,1,33.9,89.4,2023-04-15T16:31:48.764Z,2023-04-16T06:30:25Z,4191561875,56,Back,4194058621,178,,4192767535,383,,,,,,,,,,,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873317,24,5,1,1,34,c5hderjlkcoaze51e5wgvptk,0,39.5,102,2023-04-15T16:31:49.374Z,2023-04-16T06:30:28Z,4191562015,56,Back,4191562157,233,30,4191562017,347,,,,,,,,,,,,,,,,,3qy1qlzezgfkxeom5n1r9h13p,C. Lenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533873325,30,5,1,1,34,go76xxm0xyfgqt1h6tcrtimm,1,60.5,-2,2023-04-15T16:31:49.374Z,2023-04-16T06:30:28Z,4191562049,56,Right,4191562051,347,,4191562127,233,24,,,,,,,,,,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
