id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/21/id,qualifier/21/qualifierId
2518292937,9,1,1,0,18,9gefq4dz9b2hl8rqrxwrlrzmp,1,29.1,18.3,2023-03-11T14:30:45.772Z,2023-03-12T01:45:49Z,4088107331,141,6.0,4088107335,212,8.7,4088107339,213,5.0,4088107327,140,31.5,4091066835,178,,4088107323,56,Back,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293015,10,1,1,0,21,9gefq4dz9b2hl8rqrxwrlrzmp,1,30.6,8.2,2023-03-11T14:30:48.667Z,2023-03-12T01:45:55Z,4088107763,213,2.0,4088107755,140,26.5,4088107753,56,Back,4091067417,178,,4088107759,212,9.5,4088107757,141,20.7,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293073,11,1,1,0,23,9gefq4dz9b2hl8rqrxwrlrzmp,1,26.9,25.4,2023-03-11T14:30:51.296Z,2023-03-12T01:46:02Z,4088108093,140,28.6,4088108091,56,Back,4088108095,141,66.9,4091067901,178,,4088108097,212,28.3,4088108099,213,1.5,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293157,12,1,1,0,27,9gefq4dz9b2hl8rqrxwrlrzmp,1,30.9,70.9,2023-03-11T14:30:54.411Z,2023-03-12T01:46:06Z,4091068345,178,,4088108503,212,15.0,4088108501,141,71.5,4088108505,213,0.0,4088108499,140,45.2,4088108497,56,Back,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293173,13,1,1,0,28,9gefq4dz9b2hl8rqrxwrlrzmp,1,45.2,71.5,2023-03-11T14:30:55.684Z,2023-03-12T01:46:11Z,4091068707,178,,4088108579,213,3.1,4088108577,212,13.3,4088108575,141,72.0,4088108571,56,Back,4088108573,140,32.5,,,,,,,2pjr6yz65f4uqvwniy4vphn85,T. Werner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293217,14,1,1,0,30,9gefq4dz9b2hl8rqrxwrlrzmp,1,32.5,72,2023-03-11T14:30:58.244Z,2023-03-12T01:46:16Z,4088108819,212,25.4,4088108817,141,34.7,4088108815,140,31.0,4088108813,56,Back,4088108821,213,4.7,4091068981,178,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293263,15,1,1,0,34,9gefq4dz9b2hl8rqrxwrlrzmp,1,33,30.2,2023-03-11T14:31:01.956Z,2023-03-12T01:46:30Z,4088109125,212,35.0,4091069849,178,,4088109121,140,61.7,4088109123,141,4.0,4088109119,56,Right,4088109129,1,,4088109127,213,5.7,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293333,16,1,1,0,37,9gefq4dz9b2hl8rqrxwrlrzmp,1,62.7,4,2023-03-11T14:31:04.625Z,2023-03-12T01:46:36Z,4088109489,213,0.0,4088109487,212,27.0,4088109485,141,4.4,4088109483,140,88.4,4088109481,56,Right,4091070347,178,,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293457,17,1,1,0,42,9gefq4dz9b2hl8rqrxwrlrzmp,1,79.2,5.1,2023-03-11T14:31:09.608Z,2023-03-12T01:46:45Z,4088110161,213,3.0,4088110159,212,10.8,4091071047,178,,4088110157,141,7.5,4088110155,140,69.0,4088110153,56,Right,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293517,18,1,1,0,46,9gefq4dz9b2hl8rqrxwrlrzmp,1,67.7,18.3,2023-03-11T14:31:13.643Z,2023-03-12T01:46:53Z,4088110507,213,2.1,4091071605,178,,4088110503,141,49.2,4088110499,56,Center,4088110501,140,56.5,4088110505,212,24.1,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293597,19,1,1,0,49,9gefq4dz9b2hl8rqrxwrlrzmp,1,61.5,53,2023-03-11T14:31:17.089Z,2023-03-12T01:46:59Z,4088110855,56,Right,4088110853,155,,4088110859,141,11.7,4088110857,140,90.7,4088110867,1,,4088110861,212,41.6,4091072009,178,,4088110865,213,5.5,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293643,20,1,1,0,55,9gefq4dz9b2hl8rqrxwrlrzmp,1,87.2,11.7,2023-03-11T14:31:22.761Z,2023-03-12T01:47:05Z,4088111121,141,18.1,4088111123,212,9.7,4088111119,140,78.9,4088111117,56,Right,4088111127,213,2.7,4091072397,178,,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293665,21,1,1,0,57,9gefq4dz9b2hl8rqrxwrlrzmp,0,79.2,18.5,2023-03-11T14:31:25.155Z,2023-03-12T01:47:10Z,4088111241,155,,4088111243,56,Center,4088111245,140,92.3,4088111247,141,69.5,4088111249,212,37.3,4088111253,1,,4090049783,20,,4090049781,224,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,4088111251,213,1.2,4091072819,178,4088111239,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293695,3,12,1,0,59,go76xxm0xyfgqt1h6tcrtimm,1,9.9,31.1,2023-03-11T14:31:27.259Z,2023-03-12T01:47:15Z,4091073183,388,,4088111393,212,21.3,4088111391,141,4.9,4088111395,213,4.1,4088111405,15,,4088111387,56,Back,4088111389,140,0.0,4088111495,167,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293707,4,6,1,1,3,go76xxm0xyfgqt1h6tcrtimm,0,3.2,17.7,2023-03-11T14:31:30.515Z,2023-03-12T01:47:20Z,4088111447,73,,4088111551,233,22,4088111445,56,Back,,,,,,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293703,22,6,1,1,3,9gefq4dz9b2hl8rqrxwrlrzmp,1,96.8,82.3,2023-03-11T14:31:30.515Z,2023-03-12T01:47:20Z,4088111503,233,4,4088111425,56,Left,4088111427,73,,,,,,,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294249,23,1,1,1,32,9gefq4dz9b2hl8rqrxwrlrzmp,0,99.5,99.5,2023-03-11T14:32:00.246Z,2023-03-12T01:47:26Z,4088114199,2,,4091073745,178,,4088114205,224,,4088114215,213,4.4,4088114213,212,33.5,4088114211,141,52.7,4088114203,155,,4088114201,6,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,4088114209,140,89.5,4090049811,72,4088114217,1,4088114207,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294265,5,12,1,1,34,go76xxm0xyfgqt1h6tcrtimm,1,13.2,38.5,2023-03-11T14:32:01.649Z,2023-03-12T01:47:32Z,4088114287,140,26.7,4088114289,141,25.7,4088114285,56,Back,4091074173,178,,4088114309,15,,4088114293,213,5.7,4088114291,212,16.6,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294387,24,1,1,1,37,9gefq4dz9b2hl8rqrxwrlrzmp,1,71,70,2023-03-11T14:32:04.723Z,2023-03-12T01:47:37Z,4091074549,178,,4088114907,140,67.8,4088114909,141,45.3,4088114911,212,17.1,4088114913,213,4.5,4088114905,56,Center,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294467,25,1,1,1,39,9gefq4dz9b2hl8rqrxwrlrzmp,1,67.5,44.1,2023-03-11T14:32:07.295Z,2023-03-12T01:47:40Z,4088115383,140,79.6,4088115381,56,Right,4088115385,141,9.9,4088115387,212,26.5,4091074727,178,,4088115389,213,5.2,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294491,26,1,1,1,45,9gefq4dz9b2hl8rqrxwrlrzmp,0,80.2,20.8,2023-03-11T14:32:12.517Z,2023-03-12T01:47:49Z,4088115477,56,Center,4088115479,140,88.5,4088115485,213,1.0,4091075327,178,,4088115483,212,16.3,4088115481,141,41.1,,,,,,,2pjr6yz65f4uqvwniy4vphn85,T. Werner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294503,6,61,1,1,46,go76xxm0xyfgqt1h6tcrtimm,1,10.9,51.8,2023-03-11T14:32:13.406Z,2023-03-12T01:48:09Z,4088115533,56,Back,4091076845,178,,,,,,,,,,,,,,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294541,7,49,1,1,47,go76xxm0xyfgqt1h6tcrtimm,1,17.8,54.9,2023-03-11T14:32:14.842Z,2023-03-12T07:08:38Z,,,,,,,,,,,,,,,,,,,,,,,,,514es9hzl2skv9dl5cofgkogl,F. Neuhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518977835,1201,67,1,1,47,go76xxm0xyfgqt1h6tcrtimm,1,17.5,55,2023-03-11T14:32:14.882Z,2023-03-12T07:41:17Z,4091741317,233,2066,,,,,,,,,,,,,,,,,,,,,,514es9hzl2skv9dl5cofgkogl,F. Neuhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518977829,2066,67,1,1,47,9gefq4dz9b2hl8rqrxwrlrzmp,0,82.5,45,2023-03-11T14:32:14.883Z,2023-03-12T07:08:30Z,4091741333,233,1201,,,,,,,,,,,,,,,,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294587,8,1,1,1,47,go76xxm0xyfgqt1h6tcrtimm,1,17.8,54.9,2023-03-11T14:32:14.987Z,2023-03-12T07:41:18Z,4088115935,213,0.7,4088115931,141,60.3,4088115933,212,5.7,4088115927,56,Back,4091077445,178,,4088115929,140,22.0,,,,,,,514es9hzl2skv9dl5cofgkogl,F. Neuhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294595,9,61,1,1,48,go76xxm0xyfgqt1h6tcrtimm,0,22.5,59.6,2023-03-11T14:32:15.815Z,2023-03-12T01:48:41Z,4091078943,178,,4088115959,56,Back,,,,,,,,,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518978161,2067,67,1,1,50,9gefq4dz9b2hl8rqrxwrlrzmp,1,71.7,41.7,2023-03-11T14:32:17.420Z,2023-03-12T07:41:18Z,4091743043,233,1202,,,,,,,,,,,,,,,,,,,,,,7o3fumeufgigw092b7i5n4f6x,A. Haidara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518978155,1202,67,1,1,50,go76xxm0xyfgqt1h6tcrtimm,0,28.3,58.3,2023-03-11T14:32:17.421Z,2023-03-12T07:09:24Z,4091743051,233,2067,,,,,,,,,,,,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294667,27,1,1,1,50,9gefq4dz9b2hl8rqrxwrlrzmp,1,71.2,45,2023-03-11T14:32:17.560Z,2023-03-12T07:41:18Z,4088190117,141,54.8,4088190119,212,6.8,4091079673,389,,4088190113,56,Center,4088190115,140,69.9,4088190121,213,1.8,,,,,,,7o3fumeufgigw092b7i5n4f6x,A. Haidara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294677,28,1,1,1,51,9gefq4dz9b2hl8rqrxwrlrzmp,1,66.5,53.4,2023-03-11T14:32:18.434Z,2023-03-12T01:48:57Z,4088190999,140,75.5,4088190997,56,Center,4091080129,178,,4088191005,213,0.1,4088191001,141,54.6,4088191003,212,9.5,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518309819,198,1,1,1,51,9gefq4dz9b2hl8rqrxwrlrzmp,0,75.4,54.1,2023-03-11T14:32:19.209Z,2023-03-12T01:49:12Z,4088192621,212,7.2,4088192623,213,5.1,4088192617,140,77.8,4091081013,178,,4088192619,141,44.2,4088192615,56,Center,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518295407,10,12,1,1,52,go76xxm0xyfgqt1h6tcrtimm,1,19.2,57.3,2023-03-11T14:32:20.292Z,2023-03-12T01:49:19Z,4088119951,212,23.9,4088119953,213,6.1,4088119945,56,Back,4091081465,178,,4088119947,140,41.5,4088119949,141,50.1,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518660211,694,61,1,1,55,go76xxm0xyfgqt1h6tcrtimm,0,45.8,48.4,2023-03-11T14:32:22.604Z,2023-03-12T07:10:04Z,4091081927,178,,4090049913,56,Back,,,,,,,,,,,,,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294773,29,43,1,1,55,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2023-03-11T14:32:22.715Z,2023-03-11T19:23:30Z,4088116813,56,Center,4088116811,3,0,4088116815,140,58.0,4088116817,141,48.3,4088116819,212,4.4,4090049875,144,1,4088116821,213,6.2,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294777,30,49,1,1,56,9gefq4dz9b2hl8rqrxwrlrzmp,1,57.9,48.3,2023-03-11T14:32:23.813Z,2023-03-12T01:49:31Z,,,,,,,,,,,,,,,,,,,,,,,,,7o3fumeufgigw092b7i5n4f6x,A. Haidara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294855,31,1,1,1,56,9gefq4dz9b2hl8rqrxwrlrzmp,1,57.9,48.3,2023-03-11T14:32:23.840Z,2023-03-12T01:49:37Z,4088117209,213,3.5,4088117207,212,26.0,4088117205,141,33.5,4088117203,140,35.1,4088117201,56,Back,4091082755,178,,,,,,,,7o3fumeufgigw092b7i5n4f6x,A. Haidara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294911,32,1,1,1,58,9gefq4dz9b2hl8rqrxwrlrzmp,1,32.4,35.7,2023-03-11T14:32:26.226Z,2023-03-12T01:49:45Z,4088117577,213,2.5,4091083205,178,,4088117571,140,20.3,4088117573,141,50.3,4088117575,212,16.1,4088117569,56,Back,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294967,33,1,1,2,3,9gefq4dz9b2hl8rqrxwrlrzmp,1,20.3,50.6,2023-03-11T14:32:30.649Z,2023-03-12T01:49:51Z,4088117849,140,28.2,4088117847,56,Back,4088117855,213,1.0,4088117853,212,16.5,4091083583,178,,4088117851,141,71.5,,,,,,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518295095,34,1,1,2,6,9gefq4dz9b2hl8rqrxwrlrzmp,1,29.6,66.9,2023-03-11T14:32:34.196Z,2023-03-12T01:50:02Z,4088118479,140,29.0,4088118477,56,Back,4088118483,212,27.8,4088118481,141,26.0,4091084361,178,,4088118485,213,4.7,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518295163,35,1,1,2,11,9gefq4dz9b2hl8rqrxwrlrzmp,1,29.9,24.3,2023-03-11T14:32:39.066Z,2023-03-12T01:50:08Z,4088118829,56,Back,4088118837,213,2.0,4088118835,212,19.1,4091084703,178,,4088118831,140,21.8,4088118833,141,49.4,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518295209,36,1,1,2,16,9gefq4dz9b2hl8rqrxwrlrzmp,1,21.8,49.4,2023-03-11T14:32:43.384Z,2023-03-12T01:50:14Z,4091085165,178,,4088119061,212,17.6,4088119063,213,1.1,4088119055,56,Back,4088119057,140,29.9,4088119059,141,72.0,,,,,,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
