id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/11/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2472022867,5,1,1,0,24,a8l3w3n0j99qjlsxj3jnmgkz1,1,9.7,47,2022-10-15T13:31:57.765Z,2022-10-15T22:25:36Z,3846979985,178,,3844226433,212,16.9,3844226431,141,69.6,3844226429,140,16.5,3844226427,56,Back,3844226435,213,1.1,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022929,6,1,1,0,28,a8l3w3n0j99qjlsxj3jnmgkz1,1,19.4,69.2,2022-10-15T13:32:01.498Z,2022-10-15T22:25:44Z,3844226703,56,Back,3844226707,141,29.6,3844226711,213,4.9,3846980129,178,,3844226705,140,23.5,3844226709,212,27.3,,,,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022997,7,1,1,0,32,a8l3w3n0j99qjlsxj3jnmgkz1,1,23.6,29.5,2022-10-15T13:32:05.446Z,2022-10-15T22:25:53Z,3844227055,213,1.6,3844227051,141,63.0,3846980391,178,,3844227047,56,Back,3844227053,212,22.8,3844227049,140,22.5,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023039,8,1,1,0,36,a8l3w3n0j99qjlsxj3jnmgkz1,1,22.5,63.2,2022-10-15T13:32:09.946Z,2022-10-15T22:25:59Z,3844227363,56,Back,3846980579,178,,3844227367,141,51.5,3844227365,140,12.8,3844227371,213,3.8,3844227369,212,12.9,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023105,9,1,1,0,39,a8l3w3n0j99qjlsxj3jnmgkz1,1,15.1,50.9,2022-10-15T13:32:13.167Z,2022-10-15T22:26:10Z,3844227659,141,80.7,3844227655,56,Back,3844227663,213,1.0,3844227657,140,26.3,3846980853,178,,3844227661,212,23.4,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023227,10,1,1,0,43,a8l3w3n0j99qjlsxj3jnmgkz1,1,31,86.4,2022-10-15T13:32:17.051Z,2022-10-15T22:26:15Z,3844228181,140,95.0,3844228187,213,6.2,3844228189,1,,3846981033,178,,3844228185,212,67.5,3844228177,155,,3844228183,141,76.7,3844228179,56,Center,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023297,11,1,1,0,50,a8l3w3n0j99qjlsxj3jnmgkz1,1,93.4,81.2,2022-10-15T13:32:23.856Z,2022-10-15T22:26:32Z,3845800683,20,,3844228591,56,Center,3844228597,212,30.7,3844228587,2,,3844228589,155,,3844228599,213,4.1,3844228595,141,43.7,3846981545,178,,embn1jhcly07i6pjcvcdiavo5,L. Nmecha,3845800681,223,3844228593,140,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023313,12,1,1,0,54,a8l3w3n0j99qjlsxj3jnmgkz1,1,76.4,42.8,2022-10-15T13:32:27.311Z,2022-10-15T22:26:44Z,3844228667,141,48.1,3844228669,212,7.1,3844228671,213,2.6,3844228665,140,70.6,3846982013,178,,3844228663,56,Center,,,,,,,4sd2zs6d5cd4d9n3oo54lglat,M. Svanberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023349,13,1,1,0,55,a8l3w3n0j99qjlsxj3jnmgkz1,0,70.6,48.1,2022-10-15T13:32:28.228Z,2022-10-15T22:26:49Z,3844228833,140,75.7,3846982203,178,,3844228839,213,5.1,3844228835,141,26.5,3844228837,212,15.6,3844228829,56,Center,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023363,10,49,1,0,56,go76xxm0xyfgqt1h6tcrtimm,1,25.7,75.6,2022-10-15T13:32:29.573Z,2022-10-15T22:26:59Z,,,,,,,,,,,,,,,,,,,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023445,11,1,1,0,57,go76xxm0xyfgqt1h6tcrtimm,1,26.1,80.1,2022-10-15T13:32:30.660Z,2022-10-15T22:27:20Z,3844229293,56,Back,3844229299,212,12.4,3844229295,140,37.5,3844229297,141,84.9,3846983253,178,,3844229301,213,0.3,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472665545,814,43,1,1,0,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-10-15T13:32:33.808Z,2022-10-16T04:45:02Z,3847702875,178,0,3847702905,144,82,,,,,,,,,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023481,12,1,1,1,1,go76xxm0xyfgqt1h6tcrtimm,1,40.5,94.5,2022-10-15T13:32:34.885Z,2022-10-15T22:27:26Z,3844229481,56,Back,3844229487,212,11.7,3846983395,178,,3844229489,213,3.2,3844229485,141,92.9,3844229483,140,29.4,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023499,13,1,1,1,3,go76xxm0xyfgqt1h6tcrtimm,1,28.5,93,2022-10-15T13:32:37.060Z,2022-10-15T22:27:32Z,3844229583,212,15.8,3844229585,213,4.1,3844229579,140,19.5,3844229577,56,Back,3844229581,141,74.3,3846983553,178,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023557,14,1,1,1,5,go76xxm0xyfgqt1h6tcrtimm,1,19.2,73.7,2022-10-15T13:32:39.066Z,2022-10-15T22:27:39Z,3844229873,140,6.8,3844229875,141,44.8,3846983689,178,,3844229879,213,4.1,3844229877,212,23.6,3844229871,56,Back,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023603,15,1,1,1,9,go76xxm0xyfgqt1h6tcrtimm,1,6.8,43.1,2022-10-15T13:32:42.563Z,2022-10-15T22:27:45Z,3844230155,213,6.1,3846983821,178,,3844230151,141,35.6,3844230153,212,29.6,3844230141,56,Back,3844230147,140,34.6,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023635,16,1,1,1,10,go76xxm0xyfgqt1h6tcrtimm,0,35.7,32.9,2022-10-15T13:32:43.996Z,2022-10-15T22:28:01Z,3844230335,212,27.4,3844230331,140,22.2,3844230337,213,4.2,3844230329,56,Back,3844230333,141,0.0,3846984051,178,,,,,,,,9bdxi3mvkftmqts59jptqq76d,L. Stindl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023695,14,5,1,1,13,a8l3w3n0j99qjlsxj3jnmgkz1,1,80.6,101.5,2022-10-15T13:32:46.213Z,2022-10-15T22:28:05Z,3844230597,56,Left,3844230627,233,17,3844230599,347,,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023641,17,5,1,1,13,go76xxm0xyfgqt1h6tcrtimm,0,19.4,-1.5,2022-10-15T13:32:46.213Z,2022-10-15T22:28:05Z,3844230349,56,Back,3844230351,347,,3844230647,233,14,,,,,,,,,,,,,,,,9bdxi3mvkftmqts59jptqq76d,L. Stindl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023735,15,1,1,1,17,a8l3w3n0j99qjlsxj3jnmgkz1,1,85.9,100,2022-10-15T13:32:50.738Z,2022-10-15T22:28:15Z,3844230801,141,90.2,3844230805,213,4.4,3844230795,107,,3844230799,140,83.7,3844230797,56,Left,3844230803,212,7.8,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023775,16,1,1,1,19,a8l3w3n0j99qjlsxj3jnmgkz1,1,83.8,89,2022-10-15T13:32:52.677Z,2022-10-15T22:29:01Z,3844231001,213,0.7,3844230993,56,Left,3844230997,141,93.3,3844230995,140,86.9,3846985515,178,,3844230999,212,4.4,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472704417,1187,43,1,1,22,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-10-15T13:32:55.253Z,2022-10-16T07:10:24Z,3847890425,399,477067,3847890741,144,83,,,,,,,,,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023779,17,50,1,1,22,a8l3w3n0j99qjlsxj3jnmgkz1,1,79.6,93.8,2022-10-15T13:32:55.365Z,2022-10-15T22:30:05Z,3844231025,286,,3844231023,56,Left,3844231263,233,18,,,,,,,,,,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023815,18,7,1,1,22,go76xxm0xyfgqt1h6tcrtimm,0,20.4,6.2,2022-10-15T13:32:55.430Z,2022-10-15T22:29:20Z,3844231217,56,Back,3844231239,233,17,3844231219,285,,3846985911,178,,3845803417,383,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472025535,46,50,1,1,23,a8l3w3n0j99qjlsxj3jnmgkz1,1,76.6,93.4,2022-10-15T13:32:56.261Z,2022-10-15T22:30:30Z,3844240557,56,Left,3844241087,233,27,3844240559,286,,,,,,,,,,,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472024911,27,7,1,1,23,go76xxm0xyfgqt1h6tcrtimm,0,23.4,6.6,2022-10-15T13:32:56.347Z,2022-10-15T22:30:36Z,3844237237,285,,3844240997,233,46,3844237235,56,Back,3846988003,178,,3845803601,383,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023803,18,1,1,1,24,a8l3w3n0j99qjlsxj3jnmgkz1,0,87.6,93.2,2022-10-15T13:32:57.967Z,2022-10-15T22:30:54Z,3844231153,141,91.4,3844231149,56,Left,3844231155,212,2.0,3844231157,213,5.6,3846988479,178,,3844231151,140,89.1,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023841,19,49,1,1,26,go76xxm0xyfgqt1h6tcrtimm,1,22.1,5.5,2022-10-15T13:32:59.397Z,2022-10-15T22:31:21Z,,,,,,,,,,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023925,20,1,1,1,26,go76xxm0xyfgqt1h6tcrtimm,0,22.1,5.5,2022-10-15T13:32:59.399Z,2022-10-15T22:31:51Z,3846989675,178,,3844231803,56,Back,3844231807,141,0.0,3844231811,213,6.0,3844231805,140,35.7,3844231809,212,15.0,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023905,19,5,1,1,26,a8l3w3n0j99qjlsxj3jnmgkz1,1,70,101.6,2022-10-15T13:32:59.440Z,2022-10-15T22:31:48Z,3844231695,56,Left,3844231871,233,21,3844231697,347,,,,,,,,,,,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023929,21,5,1,1,26,go76xxm0xyfgqt1h6tcrtimm,0,30,-1.6,2022-10-15T13:32:59.440Z,2022-10-15T22:31:48Z,3844231925,233,19,3844231829,56,Back,3844231831,347,,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472024151,20,1,1,1,45,a8l3w3n0j99qjlsxj3jnmgkz1,1,74.1,100,2022-10-15T13:33:18.639Z,2022-10-15T22:32:15Z,3844232913,107,,3844232925,212,7.8,3844232917,140,76.7,3844232929,213,5.1,3844232915,56,Left,3844232921,141,90.6,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472024169,21,1,1,1,46,a8l3w3n0j99qjlsxj3jnmgkz1,1,76.7,89.4,2022-10-15T13:33:19.557Z,2022-10-15T22:32:21Z,3844233035,213,2.1,3844233027,56,Left,3844233029,140,74.3,3846990913,178,,3844233031,141,95.1,3845804161,156,,3844233033,212,4.6,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472665721,984,43,1,1,46,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-10-15T13:33:19.581Z,2022-10-16T04:45:57Z,3847703651,178,0,3847703703,144,82,,,,,,,,,,,,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472024203,22,1,1,1,48,a8l3w3n0j99qjlsxj3jnmgkz1,1,74.2,95.1,2022-10-15T13:33:21.564Z,2022-10-15T22:32:29Z,3844233235,212,7.7,3846991069,178,,3844233231,140,66.9,3844233229,56,Left,3844233237,213,3.2,3844233233,141,93.9,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472024241,23,1,1,1,50,a8l3w3n0j99qjlsxj3jnmgkz1,1,66.9,93.9,2022-10-15T13:33:23.333Z,2022-10-15T22:32:40Z,3844233485,213,5.9,3846991359,178,,3844233481,141,89.6,3844233479,140,74.0,3844233483,212,8.0,3844233477,56,Left,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472665849,988,67,1,1,50,a8l3w3n0j99qjlsxj3jnmgkz1,1,70.3,88.8,2022-10-15T13:33:23.884Z,2022-10-16T08:46:33Z,3847704187,233,825,,,,,,,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472665847,825,67,1,1,50,go76xxm0xyfgqt1h6tcrtimm,0,29.7,11.2,2022-10-15T13:33:23.885Z,2022-10-16T04:46:24Z,3847704199,233,988,,,,,,,,,,,,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472665797,987,43,1,1,50,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-10-15T13:33:23.932Z,2022-10-16T04:46:26Z,3847703985,178,0,3847704245,144,82,,,,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472024247,24,61,1,1,50,a8l3w3n0j99qjlsxj3jnmgkz1,0,74,89.6,2022-10-15T13:33:24.015Z,2022-10-16T08:46:33Z,3844233507,56,Left,3846991737,178,,,,,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472024239,22,61,1,1,53,go76xxm0xyfgqt1h6tcrtimm,0,38,4.1,2022-10-15T13:33:26.276Z,2022-10-15T22:33:11Z,3846992185,178,,3844233475,56,Back,,,,,,,,,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472024249,23,5,1,1,54,go76xxm0xyfgqt1h6tcrtimm,0,31.9,-1.2,2022-10-15T13:33:27.279Z,2022-10-15T22:33:14Z,3844233511,347,,3844233509,56,Back,3844233699,233,25,,,,,,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
