id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/14/value,qualifier/12/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2506246251,6,1,1,0,14,6k5zscdm9ufw0tguvzyjlp5hq,1,70.2,83.3,2023-02-11T14:31:05.789Z,2023-02-12T06:46:28Z,4024483979,213,0.7,4024483975,141,94.8,4024483973,140,79.9,4024483977,212,12.8,4024483971,56,Left,4027575003,178,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246305,7,1,1,0,16,6k5zscdm9ufw0tguvzyjlp5hq,1,79.9,94.8,2023-02-11T14:31:07.910Z,2023-02-12T06:46:32Z,4024484213,213,5.4,4024484207,140,86.8,4024484211,212,11.2,4027575107,178,,4024484209,141,82.3,4024484205,56,Left,,,,,,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246311,8,3,1,0,18,6k5zscdm9ufw0tguvzyjlp5hq,0,92.2,74.6,2023-02-11T14:31:10.408Z,2023-02-12T06:47:17Z,4026342455,464,,4024484609,233,6,4027575257,178,,4024484241,56,Center,4024484243,286,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246365,6,7,1,0,18,3dwlvz6cl4lcavvrg0y2dycrt,0,7.8,25.4,2023-02-11T14:31:10.472Z,2023-02-12T06:47:22Z,4024484553,285,,4024484551,56,Back,4026342663,385,,4027575455,178,,4024484561,233,8,,,,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246339,9,1,1,0,20,6k5zscdm9ufw0tguvzyjlp5hq,0,95.7,70,2023-02-11T14:31:12.356Z,2023-02-12T06:47:26Z,4024484583,233,7,4024484587,286,,4024484581,236,,4024484389,212,1.2,4024484391,213,4.3,4027576363,178,,4024484385,140,95.3,4024484383,56,Center,7o11dzx2cccrslutrjl16ik89,R. Dōan,4024484387,141,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246367,7,74,1,0,20,3dwlvz6cl4lcavvrg0y2dycrt,1,5.8,25.7,2023-02-11T14:31:12.430Z,2023-02-12T06:47:29Z,4024484557,285,,4024484629,233,9,4027576435,178,,4024484555,56,Back,,,,,,,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246373,10,1,1,0,23,6k5zscdm9ufw0tguvzyjlp5hq,1,97.2,83.6,2023-02-11T14:31:15.176Z,2023-02-12T06:47:33Z,4024484573,141,83.0,4024484571,140,91.7,4024484577,213,3.2,4027576505,178,,4024484575,212,5.8,4024484569,56,Left,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246389,11,1,1,0,24,6k5zscdm9ufw0tguvzyjlp5hq,0,91,82.9,2023-02-11T14:31:16.246Z,2023-02-12T06:47:36Z,4024484653,155,,4026343699,223,,4024484657,140,95.5,4024484907,233,8,4024484663,213,4.9,4027576569,178,,4024484659,141,48.8,4026343701,20,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,4024484655,56,Center,4024484651,2,4024484661,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246413,8,41,1,0,26,3dwlvz6cl4lcavvrg0y2dycrt,1,4.1,51.9,2023-02-11T14:31:17.645Z,2023-02-12T06:47:43Z,4024484785,213,0.3,4024485013,233,11,4026343971,378,,4024484779,140,30.1,4027576659,178,,4024484781,141,65.6,4024484783,212,28.8,,,,62gct49oglcdzxafhrfucrb2t,F. Bredlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246501,12,1,1,0,33,6k5zscdm9ufw0tguvzyjlp5hq,1,52,33.7,2023-02-11T14:31:24.675Z,2023-02-12T06:47:51Z,4024485321,140,41.8,4024485327,213,2.1,4024485323,141,63.0,4024485319,56,Back,4027576849,178,,4024485325,212,22.6,,,,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246539,13,1,1,0,35,6k5zscdm9ufw0tguvzyjlp5hq,1,43.2,64.9,2023-02-11T14:31:27.187Z,2023-02-12T06:47:55Z,4027576965,178,,4024485515,212,23.6,4024485517,213,1.0,4024485507,56,Left,4024485511,140,55.4,4024485513,141,94.1,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246575,14,1,1,0,37,6k5zscdm9ufw0tguvzyjlp5hq,1,56.4,93.5,2023-02-11T14:31:29.204Z,2023-02-12T06:47:59Z,4027577115,178,,4024485707,212,11.9,4024485711,213,0.1,4024485701,140,67.6,4024485697,56,Left,4024485705,141,96.0,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246621,15,1,1,0,38,6k5zscdm9ufw0tguvzyjlp5hq,0,67.6,96,2023-02-11T14:31:30.394Z,2023-02-12T06:48:04Z,4024485903,56,Left,4024485911,141,85.0,4024485907,140,60.9,4024485917,213,4.0,4027577275,178,,4024485915,212,10.3,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246629,9,49,1,0,40,3dwlvz6cl4lcavvrg0y2dycrt,1,28.6,14.6,2023-02-11T14:31:32.333Z,2023-02-12T06:48:18Z,,,,,,,,,,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246637,10,1,1,0,40,3dwlvz6cl4lcavvrg0y2dycrt,0,28.6,14.6,2023-02-11T14:31:32.369Z,2023-02-12T06:48:15Z,4024485961,141,20.6,4024485959,140,34.9,4024485963,212,7.8,4024485957,56,Back,4024485965,213,0.6,4027577631,178,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246699,16,49,1,0,42,6k5zscdm9ufw0tguvzyjlp5hq,1,65.6,92.1,2023-02-11T14:31:33.726Z,2023-02-12T06:48:23Z,,,,,,,,,,,,,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246799,17,1,1,0,44,6k5zscdm9ufw0tguvzyjlp5hq,0,67.3,93.8,2023-02-11T14:31:35.658Z,2023-02-12T06:48:27Z,4024486647,212,37.1,4024486643,140,100.0,4027577979,178,,4024486639,56,Left,4024486649,213,6.0,4024486651,1,,4024486645,141,79.7,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246797,11,5,1,0,48,3dwlvz6cl4lcavvrg0y2dycrt,1,-1,19.8,2023-02-11T14:31:40.388Z,2023-02-12T06:48:30Z,4024486697,233,18,4024486635,56,Back,4024486637,346,,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246807,18,5,1,0,48,6k5zscdm9ufw0tguvzyjlp5hq,0,101,80.2,2023-02-11T14:31:40.388Z,2023-02-12T06:48:30Z,4024486681,56,Left,4024486733,233,11,4024486683,346,,,,,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506481601,856,1,1,0,55,3dwlvz6cl4lcavvrg0y2dycrt,1,4.7,44.7,2023-02-11T14:31:47.063Z,2023-02-12T06:48:42Z,4025696555,237,,4025696539,124,,4025696547,141,30.3,4025696543,56,Back,4025696545,140,7.3,4025696549,212,10.2,4025696551,213,5.0,,,,62gct49oglcdzxafhrfucrb2t,F. Bredlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247151,12,1,1,0,59,3dwlvz6cl4lcavvrg0y2dycrt,1,6.4,28.5,2023-02-11T14:31:50.908Z,2023-02-12T06:48:56Z,4025698465,189,,4024488459,213,1.3,4024488443,56,Back,4024488457,212,30.3,4024488449,140,14.4,4024488453,141,71.3,4027578403,178,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247175,13,1,1,1,1,3dwlvz6cl4lcavvrg0y2dycrt,1,13.7,69.9,2023-02-11T14:31:53.411Z,2023-02-12T06:49:11Z,4025698743,189,,4027578917,178,,4024488551,141,54.2,4024488549,140,7.5,4024488553,212,12.5,4024488555,213,4.2,4024488547,56,Back,,,,4xhnmoqgxoheel005ek6ckfs9,D. Zagadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247195,14,1,1,1,7,3dwlvz6cl4lcavvrg0y2dycrt,1,7.3,53.7,2023-02-11T14:31:58.641Z,2023-02-12T06:49:21Z,4027579095,178,,4024488647,212,29.2,4024488641,56,Back,4024488643,140,13.3,4024488645,141,11.8,4024488649,213,4.9,,,,,,,62gct49oglcdzxafhrfucrb2t,F. Bredlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247221,15,1,1,1,9,3dwlvz6cl4lcavvrg0y2dycrt,1,13.2,12.1,2023-02-11T14:32:01.305Z,2023-02-12T06:49:25Z,4024488791,140,11.6,4024488797,213,1.7,4024488789,56,Back,4024488793,141,32.8,4024488795,212,14.2,4027579207,178,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247329,16,1,1,1,15,3dwlvz6cl4lcavvrg0y2dycrt,1,18.9,32.9,2023-02-11T14:32:06.901Z,2023-02-12T06:49:28Z,4024489339,140,28.0,4024489343,212,9.6,4024489341,141,31.3,4024489337,56,Back,4024489345,213,6.2,4027579267,178,,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247399,17,1,1,1,18,3dwlvz6cl4lcavvrg0y2dycrt,1,28,31.3,2023-02-11T14:32:09.659Z,2023-02-12T06:49:32Z,4024489655,141,50.3,4024489659,213,1.7,4027579375,178,,4024489653,140,26.5,4024489657,212,13.0,4024489651,56,Back,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247445,18,1,1,1,20,3dwlvz6cl4lcavvrg0y2dycrt,1,27.6,53.3,2023-02-11T14:32:12.267Z,2023-02-12T06:49:46Z,4027579729,178,,4024489853,140,30.0,4024489849,56,Back,4024489857,141,81.3,4024489861,213,1.4,4024489859,212,19.2,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247489,19,1,1,1,23,3dwlvz6cl4lcavvrg0y2dycrt,1,30,81.3,2023-02-11T14:32:14.733Z,2023-02-12T06:49:50Z,4024490081,212,6.6,4024490083,213,6.0,4024490075,56,Back,4027579819,178,,4024490079,141,78.3,4024490077,140,36.0,,,,,,,4xhnmoqgxoheel005ek6ckfs9,D. Zagadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247511,20,1,1,1,24,3dwlvz6cl4lcavvrg0y2dycrt,1,35.3,79.4,2023-02-11T14:32:16.307Z,2023-02-12T06:49:55Z,4024490195,140,35.8,4024490201,213,1.5,4024490199,212,11.0,4027579885,178,,4024490197,141,95.6,4024490193,56,Back,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247533,21,1,1,1,25,3dwlvz6cl4lcavvrg0y2dycrt,1,35.8,95.4,2023-02-11T14:32:17.048Z,2023-02-12T06:49:59Z,4027579963,178,,4024490269,212,16.0,4024490265,140,27.6,4024490263,56,Back,4024490267,141,75.5,4024490271,213,4.1,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247627,22,1,1,1,28,3dwlvz6cl4lcavvrg0y2dycrt,1,27.7,72.9,2023-02-11T14:32:20.303Z,2023-02-12T06:50:46Z,4027580819,178,,4024490747,140,26.0,4024490745,56,Back,4024490749,141,29.8,4024490753,213,4.7,4024490751,212,29.4,,,,,,,4xhnmoqgxoheel005ek6ckfs9,D. Zagadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247643,23,1,1,1,33,3dwlvz6cl4lcavvrg0y2dycrt,0,26.1,23.8,2023-02-11T14:32:25.180Z,2023-02-12T06:50:53Z,4027580945,178,,4024490811,56,Back,4024490817,212,17.2,4024490813,140,29.0,4024490815,141,0.0,4024490819,213,4.9,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247843,19,5,1,1,35,6k5zscdm9ufw0tguvzyjlp5hq,1,71.2,101,2023-02-11T14:32:26.575Z,2023-02-12T06:50:56Z,4024491819,347,,4024491843,233,24,4024491813,56,Left,,,,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247645,24,5,1,1,35,3dwlvz6cl4lcavvrg0y2dycrt,0,28.8,-1,2023-02-11T14:32:26.575Z,2023-02-12T06:50:56Z,4024491877,233,19,4024490823,347,,4024490821,56,Back,,,,,,,,,,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247883,20,1,1,1,44,6k5zscdm9ufw0tguvzyjlp5hq,1,51.8,100,2023-02-11T14:32:36.412Z,2023-02-12T06:51:10Z,4024492021,141,84.2,4024492027,213,4.0,4024492015,56,Back,4024492013,107,,4024492025,212,15.7,4024492017,140,42.1,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247903,21,1,1,1,46,6k5zscdm9ufw0tguvzyjlp5hq,1,42.1,84.2,2023-02-11T14:32:38.179Z,2023-02-12T06:51:07Z,4027581181,178,,4024492125,212,11.6,4024492123,141,67.9,4024492121,140,38.8,4024492127,213,4.4,4024492119,56,Back,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247939,22,1,1,1,47,6k5zscdm9ufw0tguvzyjlp5hq,1,38.8,67.9,2023-02-11T14:32:39.266Z,2023-02-12T06:51:34Z,4027581307,178,,4024492293,212,21.5,4024492289,140,38.0,4024492291,141,36.3,4024492287,56,Back,4024492295,213,4.7,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506247963,23,1,1,1,48,6k5zscdm9ufw0tguvzyjlp5hq,1,38,36.3,2023-02-11T14:32:40.390Z,2023-02-12T06:51:47Z,4024492401,212,16.3,4027581425,178,,4024492403,213,1.4,4024492399,141,59.9,4024492395,56,Back,4024492397,140,40.5,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506248015,24,1,1,1,53,6k5zscdm9ufw0tguvzyjlp5hq,1,42.3,53.7,2023-02-11T14:32:44.511Z,2023-02-12T06:51:52Z,4024492645,140,44.5,4024492649,141,28.5,4024492653,212,17.3,4027581941,178,,4024492655,213,4.8,4024492643,56,Back,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506248077,25,1,1,1,57,6k5zscdm9ufw0tguvzyjlp5hq,1,54.5,25.9,2023-02-11T14:32:48.564Z,2023-02-12T06:51:55Z,4024492925,212,27.4,4024492921,140,74.9,4024492927,213,5.6,4024492923,141,0.8,4027582009,178,,4024492919,56,Right,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506248173,26,1,1,1,58,6k5zscdm9ufw0tguvzyjlp5hq,1,74.9,0.8,2023-02-11T14:32:49.900Z,2023-02-12T06:52:02Z,4024493393,140,74.9,4024493391,56,Right,4024493399,212,2.0,4024493403,213,1.6,4024493395,141,3.8,4027582141,178,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506893389,1617,67,1,1,59,6k5zscdm9ufw0tguvzyjlp5hq,1,68.7,9.9,2023-02-11T14:32:51.287Z,2023-02-12T11:51:53Z,4027852881,233,1532,,,,,,,,,,,,,,,,,,,,,,dglkt5h4m18p1qcj2uhqymvv9,R. Sallai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506893383,1532,67,1,1,59,3dwlvz6cl4lcavvrg0y2dycrt,0,31.3,90.1,2023-02-11T14:32:51.288Z,2023-02-12T11:06:36Z,4027852889,233,1617,,,,,,,,,,,,,,,,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
