id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2491893163,11,1,1,1,0,xcevba75jfkrg4s6tl89zl3y,1,35.8,29,2022-12-16T19:03:28.828Z,2022-12-16T19:03:31Z,3948952431,3,,3948952433,56,Back,3948952439,212,23.8,3948952437,141,63.6,3948952435,140,32.7,3948952441,213,1.7,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893167,12,1,1,1,3,xcevba75jfkrg4s6tl89zl3y,0,32.4,51.9,2022-12-16T19:03:31.562Z,2022-12-16T19:03:32Z,3948952449,56,Back,3948952447,3,,3948952451,140,25.3,3948952455,212,8.3,3948952457,213,2.7,3948952453,141,57.3,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893165,20,61,1,1,3,bk5ltsueqmeng29eovd8m2tml,1,66.4,49.1,2022-12-16T19:03:31.614Z,2022-12-16T19:03:31Z,3948952445,56,Center,,,,,,,,,,,,,,,,,,,,,,35uvcvkv4nd0jbsov3xosjsut,J. Bokila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893199,13,1,1,1,6,xcevba75jfkrg4s6tl89zl3y,1,19.8,59.6,2022-12-16T19:03:34.499Z,2022-12-16T19:04:00Z,3948952625,157,,3948952637,1,,3948952633,212,26.1,3948952631,141,97.4,3948952627,56,Back,3948952635,213,1.4,3948952629,140,24.1,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893201,14,49,1,1,8,xcevba75jfkrg4s6tl89zl3y,1,23.3,97.5,2022-12-16T19:03:36.474Z,2022-12-16T19:03:36Z,,,,,,,,,,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893223,15,1,1,1,9,xcevba75jfkrg4s6tl89zl3y,1,22.8,97.8,2022-12-16T19:03:37.364Z,2022-12-16T19:03:38Z,3948952735,140,24.8,3948952733,56,Back,3948952741,213,4.9,3948952739,212,11.8,3948952737,141,80.7,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893243,16,1,1,1,10,xcevba75jfkrg4s6tl89zl3y,1,24.5,80.7,2022-12-16T19:03:38.567Z,2022-12-16T19:03:41Z,3948952845,56,Back,3948952853,213,2.1,3948952847,140,20.3,3948952849,141,92.1,3948952851,212,8.9,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893281,17,1,1,1,13,xcevba75jfkrg4s6tl89zl3y,0,19.8,92.7,2022-12-16T19:03:40.988Z,2022-12-16T19:03:58Z,3948953005,141,100.0,3948953001,56,Back,3948953007,212,24.7,3948953011,1,,3948952999,157,,3948953009,213,0.2,3948953003,140,42.7,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893283,18,43,1,1,17,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-12-16T19:03:45.114Z,2022-12-16T19:03:53Z,3948953337,144,44,3948953015,56,Back,3948953017,285,0,,,,,,,,,,,,,,,,96j7klvrblmkwsprx0wk81b10,H. Bouihrouchane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893295,19,43,1,1,17,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-12-16T19:03:45.302Z,2022-12-16T19:03:49Z,3948953051,3,0,3948953061,212,16.5,3948953053,168,0,3948953109,144,1,3948953057,140,60.3,3948953063,213,6.1,3948953059,141,90.9,3948953055,56,Left,96j7klvrblmkwsprx0wk81b10,H. Bouihrouchane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893377,20,5,1,1,23,xcevba75jfkrg4s6tl89zl3y,0,46.8,101.5,2022-12-16T19:03:51.133Z,2022-12-16T19:09:03Z,3948953453,347,,3948955513,233,21,3948953451,56,Back,,,,,,,,,,,,,,,,96j7klvrblmkwsprx0wk81b10,H. Bouihrouchane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893421,21,5,1,1,23,bk5ltsueqmeng29eovd8m2tml,1,53.2,-1.5,2022-12-16T19:03:51.133Z,2022-12-16T19:04:42Z,3948955505,233,20,3948953669,347,,3948953667,56,Right,,,,,,,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893453,22,1,1,1,34,bk5ltsueqmeng29eovd8m2tml,1,49,0,2022-12-16T19:04:02.910Z,2022-12-16T19:04:09Z,3948953855,140,57.9,3948953859,212,10.6,3948953857,141,5.9,3948953853,56,Right,3948953861,213,0.5,3948953851,107,,3948954009,189,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893463,21,43,1,1,38,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-12-16T19:04:06.343Z,2022-12-16T19:04:10Z,3948953921,56,Back,3948953927,212,0.6,3948954087,144,1,3948953917,107,0,3948953919,155,0,3948953929,213,6.2,3948953923,140,5.4,3948953925,141,59.0,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893457,23,61,1,1,38,bk5ltsueqmeng29eovd8m2tml,1,59,7.4,2022-12-16T19:04:06.398Z,2022-12-16T19:04:07Z,3948953887,56,Right,3948953951,189,,,,,,,,,,,,,,,,,,,,7dw3mexdcnel375y16vfl0g2y,J. Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893467,22,49,1,1,39,xcevba75jfkrg4s6tl89zl3y,1,5.4,59,2022-12-16T19:04:07.314Z,2022-12-16T19:04:07Z,,,,,,,,,,,,,,,,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893495,23,1,1,1,40,xcevba75jfkrg4s6tl89zl3y,1,6,57,2022-12-16T19:04:08.142Z,2022-12-16T19:04:11Z,3948954107,140,9.2,3948954111,212,15.3,3948954109,141,35.0,3948954113,213,4.9,3948954105,56,Back,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893509,24,1,1,1,43,xcevba75jfkrg4s6tl89zl3y,1,11.1,23.6,2022-12-16T19:04:11.560Z,2022-12-16T19:04:14Z,3948954183,212,17.8,3948954185,213,5.5,3948954181,141,5.6,3948954177,56,Back,3948954179,140,23.4,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893611,25,2,1,1,46,xcevba75jfkrg4s6tl89zl3y,1,25.5,7,2022-12-16T19:04:14.012Z,2022-12-16T19:04:25Z,3948954723,141,56.9,3948954717,1,,3948954719,56,Center,3948954715,7,cipmd3k2nfv0ddic0l8go14gl,3948954721,140,66.8,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893565,24,55,1,1,46,bk5ltsueqmeng29eovd8m2tml,1,33.5,65.1,2022-12-16T19:04:14.013Z,2022-12-16T19:09:14Z,,,,,,,,,,,,,,,,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893793,25,1,1,2,14,bk5ltsueqmeng29eovd8m2tml,0,31,55.7,2022-12-16T19:04:42.318Z,2022-12-16T19:06:25Z,3948955707,141,80.8,3948955711,213,0.4,3948955709,212,41.0,3948955703,56,Left,3948955699,157,,3948955713,1,,3948955697,5,,3948955701,241,,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,3948955705,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893789,26,44,1,2,17,xcevba75jfkrg4s6tl89zl3y,1,28.8,25.3,2022-12-16T19:04:45.557Z,2022-12-16T19:04:47Z,3948955679,56,Back,3948955681,285,,3948955721,233,26,,,,,,,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893795,26,44,1,2,17,bk5ltsueqmeng29eovd8m2tml,0,71.2,74.7,2022-12-16T19:04:45.558Z,2022-12-16T19:04:48Z,3948955745,233,26,3948955719,286,,3948955717,56,Center,,,,,,,,,,,,,,,,35uvcvkv4nd0jbsov3xosjsut,J. Bokila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893797,27,1,1,2,18,xcevba75jfkrg4s6tl89zl3y,1,24.2,31.4,2022-12-16T19:04:46.650Z,2022-12-16T19:04:47Z,3948955727,56,Back,3948955729,140,34.0,3948955735,213,5.2,3948955731,141,5.9,3948955725,3,,3948955733,212,20.2,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893805,28,49,1,2,20,xcevba75jfkrg4s6tl89zl3y,1,34,6.1,2022-12-16T19:04:48.458Z,2022-12-16T19:04:48Z,,,,,,,,,,,,,,,,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893831,29,1,1,2,21,xcevba75jfkrg4s6tl89zl3y,1,37.8,3.1,2022-12-16T19:04:49.599Z,2022-12-16T19:04:52Z,3948955883,212,23.5,3948955885,213,0.2,3948955881,141,10.0,3948955877,56,Right,3948955879,140,59.7,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893833,30,1,1,2,23,xcevba75jfkrg4s6tl89zl3y,0,58.9,8,2022-12-16T19:04:51.903Z,2022-12-16T19:04:53Z,3948955895,140,63.1,3948955989,233,27,3948955901,213,0.8,3948955893,56,Right,3948955987,236,,3948955899,212,6.2,3948955897,141,14.5,3948955993,286,,cglskkkycbja9rjybhui9hdrd,M. Kaandorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893839,27,74,1,2,23,bk5ltsueqmeng29eovd8m2tml,1,37.5,93.9,2022-12-16T19:04:51.904Z,2022-12-16T19:09:07Z,3948956009,233,30,3948955929,285,,3948955927,56,Back,,,,,,,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893861,28,5,1,2,25,bk5ltsueqmeng29eovd8m2tml,0,38.6,101.1,2022-12-16T19:04:53.528Z,2022-12-16T19:09:03Z,3948956591,233,31,3948956067,56,Back,3948956069,347,,,,,,,,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
